type,name,smiles
catalyst,pd(oac)2-trixiephos,CC(=O)O[Pd]OC(C)=O.CC(C)(C)P(c1ccc2ccccc2c1-c1cccc2ccccc12)C(C)(C)C
catalyst,pd(oac)2-xanthphos,CC(=O)O[Pd]OC(C)=O.CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21
catalyst,pd(oac)2-xphos,CC(=O)O[Pd]OC(C)=O.CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1
catalyst,pd(otol3)2cl2,Cc1ccccc1P(c1ccccc1C)c1ccccc1C.Cc1ccccc1P(c1ccccc1C)c1ccccc1C.Cl[Pd]Cl
catalyst,pd(p(tbu)3)2,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C
catalyst,pd(qphos)2,CC(C)(C)P(C1CCCC1)C(C)(C)C.CC(C)(C)P(C1CCCC1)C(C)(C)C.[Fe].[Fe].[Pd].c1ccc(C2C(c3ccccc3)C(c3ccccc3)C(c3ccccc3)C2c2ccccc2)cc1.c1ccc(C2C(c3ccccc3)C(c3ccccc3)C(c3ccccc3)C2c2ccccc2)cc1
catalyst,pd(x-phos)amine,CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-]2c3ccccc3CCN2C)c(C(C)C)c1
catalyst,ph-davephos-pd(allyl),C=CC[Pd].CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)c1ccccc1
catalyst,ph-sphos-pd(allyl),C=CC[Pd].COc1cccc(OC)c1-c1cccc(P(c2ccccc2)c2ccccc2)c1
catalyst,ppa-pd-g3,CC12CC3(C)OC(C)(CC(C)(O1)P3(c1ccccc1)->[Pd]1(<-Nc3ccccc3-c3ccccc31)OS(C)(=O)=O)O2
catalyst,qphos-pd-g3,CC(C)(C)P(C1=CCC=C1)C(C)(C)C.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N.[Fe].c1ccc(C2=C(c3ccccc3)C(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1
catalyst,rac-binap-pd-g4,CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O.c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1
catalyst,rockphos-pd(allyl),C=CC[Pd].COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C(C)(C)C)C(C)(C)C
catalyst,rockphos-pd-g3,COc1ccc(C)c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c1P(C(C)(C)C)C(C)(C)C.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N
catalyst,ruphos-g2-precatalyst,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.Cl[Pd+].Nc1ccccc1-c1[c-]cccc1
catalyst,ruphos-pd(allyl),C=CC[Pd].CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1
catalyst,ruphos-pd-g2,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)(C1CCCCC1)->[Pd]1(Cl)<-Nc2ccccc2-c2ccccc21
catalyst,ruphos-pd-g4,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O
catalyst,ruphos-pd-g4,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1[P+](C1CCCCC1)(C1CCCCC1)[Pd-2]1(OS(C)(=O)=O)c2ccccc2-c2ccccc2[NH+]1C
catalyst,sk-cc02-a,C1CCCC1.C1C[C@@H]2C[C@H]1CC2PC1C[C@@H]2CC[C@H]1C2.CN(C)CC1CCCC1[Pd]Cl.[Fe]
catalyst,sphos-pd(allyl),C=CC[Pd].COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1
catalyst,sphos-pd-g2,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.Nc1ccccc1-c1ccccc1[Pd]Cl
catalyst,sphos-pd-g4,CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O.COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1
catalyst,t-BuBrettPhos,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C
catalyst,t-BuXPhos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1
catalyst,t-buxphos-palladacycle,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.NCCc1ccccc1[Pd]Cl
catalyst,tbu3p-pd-g2,CC(C)(C)P(C(C)(C)C)(C(C)(C)C)->[Pd]1(Cl)<-Nc2ccccc2-c2ccccc21
catalyst,tbubrettphos-pd-g3,CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O.COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C
catalyst,tbubrettphos-pd-g3,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(<-Nc3ccccc3-c3ccccc32)OS(C)(=O)=O)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C
catalyst,tbubrettphos-pd-g3,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N
catalyst,tbubrettphos-pd-g3,c1c(c(ccc1)[Pd+])c1ccccc1N.[O-]S(C)(=O)=O.c1c(c(c(cc1C(C)C)C(C)C)c1c(ccc(c1P(C(C)(C)C)C(C)(C)C)OC)OC)C(C)C
catalyst,tbudavephos-pd-g4,CN(C)c1ccccc1-c1ccccc1P(C(C)(C)C)C(C)(C)C.CNc1ccccc1-c1ccccc1[Pd]OS(=O)O
catalyst,tbuxphos-pd-g3,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(<-Nc3ccccc3-c3ccccc32)OS(C)(=O)=O)c(C(C)C)c1
catalyst,tbuxphos-pd-g3,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.CS(=O)(=O)O.Nc1ccccc1-c1[c-]cccc1.[Pd]
catalyst,tbuxphos-pd-g3,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N
catalyst,trixiephos-pd-g3,CC(C)(C)P(c1ccc2ccccc2c1-c1cccc2ccccc12)C(C)(C)C.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N
catalyst,xantphos-pd-g2,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c1cccc2P(c1ccccc1)(c1ccccc1)->[Pd]1(Cl)<-Nc2ccccc2-c2ccccc21
catalyst,xantphos-pd-g3,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N
catalyst,xantphos-pd-g4,C1(C)(C)c2c(c(P(c3ccccc3)c3ccccc3)ccc2)Oc2c1cccc2P(c1ccccc1)c1ccccc1.c1ccc(c(c1)[Pd+])c1ccccc1NC.[O-]S(C)(=O)=O
catalyst,xantphos-pd-g4,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.CNc1ccccc1-c1ccccc1[Pd]OS(C)(=O)=O
catalyst,xantphos-pd-g4,C[NH+]1c2ccccc2-c2ccccc2[Pd-2]1(OS(C)(=O)=O)[P+](c1ccccc1)(c1ccccc1)c1cccc2c1Oc1c(P(c3ccccc3)c3ccccc3)cccc1C2(C)C
catalyst,XPhos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)<-Nc3ccccc3-c3ccccc32)c(C(C)C)c1
catalyst,xphos-palladacycle,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.COC(C)(C)C.NCCc1ccccc1[Pd]Cl
catalyst,xphos-pd(allyl),C=CC[Pd].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21
catalyst,xphos-pd-g3,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(<-Nc3ccccc3-c3ccccc32)OS(C)(=O)=O)c(C(C)C)c1
catalyst,xphos-pd-g3,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.CS(=O)(=O)O[Pd]c1ccccc1-c1ccccc1N
catalyst,xphos-pd-g4,CC(C)c1cc(C(C)C)c(-c2ccccc2[P+](C2CCCCC2)(C2CCCCC2)[Pd-2]2(OS(C)(=O)=O)c3ccccc3-c3ccccc3[NH+]2C)c(C(C)C)c1
base,2FPy,Fc1ccccn1
base,4EtPy,CCc1ccncc1
base,Ag2CO3,O=C([O-])[O-].[Ag+].[Ag+]
base,Ag3PO4,O=P([O-])([O-])[O-].[Ag+].[Ag+].[Ag+]
base,BB,NC1=CC(=Nc2ccc(N)cc2)C(N)=CC1=Nc1ccc(N)cc1
base,BEMP,CCN(CC)P1(=NC(C)(C)C)N(C)CCCN1C
base,BTMG,CN(C)C(=NC(C)(C)C)N(C)C
base,BTTP,CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1
base,Cs2CO3,O=C([O-])[O-].[Cs+].[Cs+]
base,CsF,[Cs+].[F-]
base,CsOH(aq.),O.[Cs+].[OH-]
base,CsOPiv,CC(C)(C)C(=O)[O-].[Cs+]
base,Cy2NMe,CN(C1CCCCC1)C1CCCCC1
base,DBU,C1CCC2=NCCCN2CC1
base,DIPEA,CCN(C(C)C)C(C)C
base,DMAP,CN(C)c1ccncc1
base,dtpby,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1
base,Et3N,CCN(CC)CC
base,K2CO3,O=C([O-])[O-].[K+].[K+]
base,K2HPO4,O=P([O-])([O-])O.[K+].[K+]
base,K3PO4,O=P([O-])([O-])[O-].[K+].[K+].[K+]
base,KDMO,CCC(C)([O-])CCCC(C)C.[K+]
base,KH2PO4,O=P([O-])(O)O.[K+]
base,KHCO3,O=C([O-])O.[K+]
base,KHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[K+]
base,KOAc,CC(=O)[O-].[K+]
base,KOEt,CC[O-].[K+]
base,KOH,[K+].[OH-]
base,KOMe,C[O-].[K+]
base,KOtBu,CC(C)(C)[O-].[K+]
base,Li2CO3,O=C([O-])[O-].[Li+].[Li+]
base,Li3PO4,O=P([O-])([O-])[O-].[Li+].[Li+].[Li+]
base,LiHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[Li+]
base,LiOEt,CC[O-].[Li+]
base,LiOH,[Li+].[OH-]
base,LiOMe,C[O-].[Li+]
base,LiOtBu,CC(C)(C)[O-].[Li+]
base,LiOTMS,C[Si](C)(C)[O-].[Li+]
base,Lutidine,Cc1cccc(C)n1
base,MTBD,CN1CCCN2CCCN=C12
base,Na2CO3,O=C([O-])[O-].[Na+].[Na+]
base,Na2HPO4,O=P([O-])([O-])O.[Na+].[Na+]
base,Na3PO4,O=P([O-])([O-])[O-].[Na+].[Na+].[Na+]
base,NaBHT,Cc1cc(C(C)(C)C)c([O-])c(C(C)(C)C)c1.[Na+]
base,NaH,[H-].[Na+]
base,NaH,[NaH+]
base,NaH2PO4,O=P([O-])(O)O.[Na+]
base,NaHCO3,O=C([O-])O.[Na+]
base,NaHMDS,C[Si](C)(C)[N-][Si](C)(C)C.[Na+]
base,NaOAc,CC(=O)[O-].[Na+]
base,NaOEt,CC[O-].[Na+]
base,NaOH,[Na+].[OH-]
base,NaOMe,C[O-].[Na+]
base,NaOtBu,CC(C)(C)[O-].[Na+]
base,NaOTMS,C[Si](C)(C)[O-].[Na+]
base,P2-t-Bu,CN(C)P(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N(C)C
base,P2Et,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C
base,P4-t-Bu,CN(C)P(=NP(=NC(C)(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C
base,PhONa,[Na+].[O-]c1ccccc1
base,PMP,CN1C(C)(C)CCCC1(C)C
base,Pyridine,c1ccncc1
base,tAmOK,CCC(C)(C)[O-].[K+]
base,tAmONa,CC(C)(C)[O-].[Na+]
base,tAmONa,CCC(C)(C)[O-].[Na+]
base,TBAF,CCCC[N+](CCCC)(CCCC)CCCC.[F-]
base,TBAOAc,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC
base,TMAF,C[N+](C)(C)C.[F-]
base,TMP,CC1(C)CCCC(C)(C)N1
