Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Buchwald-Hartwig,5.87,-0.24,ArI,ArNHR,ArI,ArNHR,ArX*,Aniline-type,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,,,
Suzuki-Miyaura,5.29,-1.15,ArBr,ArBF3K,ArBr,ArBF3K,ArX*,ArB*,QPhos Pd(crotyl)Cl,QPhos,,CPME,water,,
Suzuki-Miyaura,30.2,-0.56,ArBr,ArB(OH)2,ArBr,,ArX*,,AmPhos2PdCl2,AmPhos,K2CO3,tAmOH,water,,
Amide-coupling,40.37,1.45,RCO2H or M,RNH2,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,DIPEA,MeCN,,,BOP-Cl
Buchwald-Hartwig,30.02,0.82,ArOSO2R,RNH2,ArOSO2R,RNH2,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,KHMDS,PhMe,,,
Buchwald-Hartwig,29.54,0.21,RNH2,ArOSO2R,ArOSO2R,RNH2,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,KHMDS,PhMe,,,
Buchwald-Hartwig,0.0,-0.42,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,PhMe,water,,
Borylation-C-H,0.0,-0.44,ArH,ArH,,,,,[Ir(cod)OMe]2,2-mphen,,CPME,,,
Buchwald-Hartwig,12.9,1.82,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,AlphosPd)2cod,AlPhos,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,0.0,-0.33,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,CuI,DL-Proline,K2CO3,Dioxane,,,
Buchwald-Hartwig,3.38,-0.79,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,
Amide-coupling,65.93,0.06,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,MeCN,,HOPO,EDC
Amide-coupling,71.18,0.25,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,cyclohexane,EtOAc,HOPO,DIC
Amide-coupling,91.99,1.0,R2NH a-branch,RCO2H or M,,"R2NH-a-branch, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,,DMI,iPrOAc,HOPO,DIC
Amide-coupling,0.0,-1.75,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,TBME,,,EDC
Buchwald-Hartwig,11.44,-0.28,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,BippyPhos Pd(allyl)OTf,BippyPhos,K3PO4,tAmOH,water,,
Hydration,25.03,1.27,RCN,RCN,,,,,,No Ligand,Cs2CO3,MeOH,water,,
Suzuki-Miyaura,38.94,1.14,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,MeCN,water,,
Buchwald-Hartwig,0.0,-0.94,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,XantPhos Pd G2,XantPhos,Na2CO3,MeTHF,,,
Buchwald-Hartwig,0.0,-0.49,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,(R)-BINAP Pd(allyl)Cl,BINAP,K2CO3,Dioxane,,,
Amide-coupling,73.84,0.8,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,,MeCN,,,T3P
Amide-coupling,30.54,-0.53,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMM,MeCN,,HOPO,CDI
CN-Coupling,19.58,0.71,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,PMPBO,Cs2CO3,Dioxane,,,
Buchwald-Hartwig,0.0,-0.44,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,RuPhos Pd(crotyl)Cl,RuPhos,K3PO4,Dioxane,water,,
Glycosidation,17.44,-0.89,Alkyl-OH primary,RCO2R,,ROH-primary,,ROH,,No Ligand,,PhMe,,,
Glycosidation,31.6,-0.25,Alkyl-OH primary,RCO2R,,ROH-primary,,ROH,,No Ligand,,Dioxane,,,
Buchwald-Hartwig,37.58,0.41,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,PMPBO,Cs2CO3,Dioxane,,,
Buchwald-Hartwig,87.73,1.67,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,Dioxane,,,
Suzuki-Miyaura,0.0,-0.68,ArB(OH)2,RCONHR,,ArB(OH)2,,ArB*,dtbpfPdCl2,dtbpf,"DBU, Na2CO3",anisole,water,,PyOxim
Buchwald-Hartwig,54.34,0.15,ArBr,RNH2 a-branch,,RNH2-a-branch,,Aliphatic-amine,cataCXiumA Pd G3,CataCXiumA,Cs2CO3,MeCN,,,
Hydrolysis,21.93,0.16,ArBr,ArBr,ArBr,,ArX*,,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeTHF,water,,
Hydrolysis,0.0,-0.72,ArBr,ArBr,ArBr,,ArX*,,SPhos Pd(crotyl)Cl,SPhos,KOH,MeCN,water,B(OH)3,
Deprotection,49.57,-0.4,Protecting Group,Protecting Group,,,,,,No Ligand,,PrOH,,,
Deprotection,97.78,1.34,Protecting Group,Protecting Group,,,,,,No Ligand,,BuOH,,,
Condensation,0.0,-0.26,ROC(O)NR2,RNH2 a-branch,,"RNH2-a-branch, Carbamate",,"Aliphatic-amine, Amide-type",,No Ligand,NaOtBu,MeTHF,,,PyOxim
Amide-coupling,0.0,-0.7,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NMI,MeCN,,,PyBrOP
Amide-coupling,36.16,0.25,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,,,HOPS,EDC
Suzuki-Miyaura,19.03,-1.04,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,Na2CO3,TPGS-750M,water,,
Stannylation,1.15,-0.47,ArBr,RSnR3,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,,PhMe,,CsF,
Stannylation,0.0,-0.54,ArBr,RSnR3,ArBr,,ArX*,,BippyPhos Pd(allyl)OTf,BippyPhos,,PhMe,,CsF,
Buchwald-Hartwig,20.54,0.15,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,Dioxane,water,,
Buchwald-Hartwig,9.54,-0.41,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,,No Ligand,DBU,nBuOAc,,,
Buchwald-Hartwig,10.67,-0.07,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,KOtPent,Dioxane,,,
Buchwald-Hartwig,0.0,-0.21,RNH2,ArBr,ArBr,RNH2,ArX*,Aliphatic-amine,dtbpfPdCl2,dtbpf,KOH,Dioxane,water,,
Buchwald-Hartwig,74.3,1.01,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,CsOH.H2O,MeTHF,,,
CO-Coupling,36.7,2.19,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,PMPBO,Cs2CO3,MeCN,,,
Amide-coupling,41.87,0.53,R2NH,RCO2H or M,,"R2NH, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,DIPEA,MeCN,,,BOP-Cl
CN-Coupling,0.0,-0.5,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,(R)-BINAP Pd(allyl)Cl,BINAP,Cs2CO3,tAmOH,,,
Condensation,0.0,-0.74,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,CsF,DMF,,,
Condensation,0.61,-0.72,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,lutidine,PhMe,,,
Condensation,8.42,-0.41,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,NMM,MeCN,,,
CO-Coupling,0.0,-0.3,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,AlphosPd)2cod,AlPhos,KOtBu,PhMe,,,
Suzuki-Miyaura,69.3,0.29,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,Dioxane,water,,
Deprotection,0.0,-0.48,Protecting Group,Protecting Group,,,,,,No Ligand,,PrOH,,,
Suzuki-Miyaura,5.32,-0.31,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,MeCN,water,,
Suzuki-Miyaura,24.34,2.45,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,K3PO4,iPrOAc,water,,
Amide-coupling,19.49,0.25,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMM,MeCN,,,CyanuricChloride
Amide-coupling,43.54,1.43,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMI,iPrOAc,,,Diethylchlorophosphate
Amide-coupling,0.0,-0.7,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,"NEt3, pyridine",THF,,,PivCl
SNAr,45.44,1.56,ArF,arom. NH,ArF,arom-NH,ArX*,Aniline-type,,No Ligand,KOtBu,TPGS-750M,,,
SNAr,21.88,0.09,ArF,arom. NH,ArF,arom-NH,ArX*,Aniline-type,,No Ligand,TMP,MeCN,,,
Arylation-acidic-C-H,0.0,-0.46,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,MorDalphos Pd G3,MorDalphos,K3PO4,Dioxane,,,
Arylation-acidic-C-H,0.0,-0.46,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,tBuXPhos Pd G3,tBuXPhos,Cs2CO3,DMI,,,
Arylation-acidic-C-H,0.0,-0.46,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,tBuXPhos Pd G3,tBuXPhos,Cs2CO3,DMAc,,,
Arylation-acidic-C-H,1.18,-0.55,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,MorDalphos Pd G3,MorDalphos,K3PO4,Dioxane,,,
Arylation-acidic-C-H,4.01,-0.43,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,MeCN,,,
CO-Coupling,0.0,-0.55,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,Copper(II)acetate,diphenethyloxamide,K3PO4,tAmOH,water,,
CO-Coupling,52.04,1.43,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,PMPBO,Cs2CO3,Dioxane,,,
CO-Coupling,0.0,-1.14,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,"trans-1,2-Diaminocyclohexane",K3PO4,anisole,water,,
CO-Coupling,2.94,-0.99,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,Copper(II)acetate,"N,N-Dimethylglycine hydrochloride",K3PO4,tAmOH,water,,
CO-Coupling,31.51,0.42,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,Cu(MeCN)4BF4,L-Proline,K2CO3,tAmOH,,,
Suzuki-Miyaura,4.02,-0.98,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,NaHCO3,water,,,
Suzuki-Miyaura,46.44,1.05,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,Na2CO3,MeCN,water,,
CH-Activation,6.0,-0.33,ArH,ArCl,ArCl,,ArX*,,meCgPPh Pd G3,meCgPPh,"K2CO3, Potassium 2-ethylhexanoate",DMI,water,,
CH-Activation,30.24,1.67,ArH,ArCl,ArCl,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,,anisole,water,Potassium 2-ethylhexanoate,
CH-Activation,1.77,-0.68,ArH,ArCl,ArCl,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,CsF,nBuOAc,water,Potassium 2-ethylhexanoate,
Heck,13.92,0.3,ArCl,alkene,ArCl,alkene,ArX*,Alkene,dtbpfPdCl2,dtbpf,DIPEA,tAmOH,,TBAC,
Heck,0.0,-0.76,ArCl,alkene,ArCl,alkene,ArX*,Alkene,AlphosPd)2cod,AlPhos,K2CO3,BuOH,,,
Heck,3.84,-0.47,ArCl,alkene,ArCl,alkene,ArX*,Alkene,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,N-Methyldicyclohexylamin,BnOH,,,
Heck,9.5,-0.04,ArCl,alkene,ArCl,alkene,ArX*,Alkene,tBuXPhos Pd G3,tBuXPhos,N-Methyldicyclohexylamin,tAmOH,,,
Dimerization-reductive,1.34,-0.8,ArOSO2R,ArOSO2R,ArOSO2R,,ArX*,,Pd/C,Missing,"K2CO3, KOAc",DMF,water,,
Dimerization-reductive,0.0,-0.92,ArOSO2R,ArOSO2R,ArOSO2R,,ArX*,,meCgPPh Pd G3,meCgPPh,KOAc,iPrOAc,,DBU,
Suzuki-Miyaura,84.79,0.22,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeTHF,water,,
Arylation-acidic-C-H,15.24,0.53,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,(R)-BINAP Pd(allyl)Cl,BINAP,Cs2CO3,tAmOH,,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,Me4tBuXPhos Pd G3,Me4tBuXPhos,KOtBu,tAmOH,,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArI,Alkyl-H-acidic,ArX*,Alkyl-C-H,Me4tBuXPhos Pd G3,Me4tBuXPhos,KOtBu,tAmOH,,,
Buchwald-Hartwig,1.52,-0.86,Lactam,ArCl,ArCl,Lactam,ArX*,Amide-type,rac-BINAP Pd G3,BINAP,K3PO4,MeTHF,water,,
Buchwald-Hartwig,24.81,-0.02,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,rac-BINAP Pd G3,BINAP,K3PO4,PhMe,water,,
Buchwald-Hartwig,35.15,0.39,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,DPEPhos Pd(allyl)Cl,DPEPhos,NaOtBu,MeTHF,,,
CH-Activation,0.0,-1.13,ArH,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,NaHCO3,tAmOH,,TBAC,
CH-Activation,12.59,-0.12,ArH,ArBr,ArBr,,ArX*,,XantPhosPdCl2,XantPhos,"K2CO3, KOPiv",DMAc,,TBAC,
Dehydration,0.0,-0.53,RCONHR,RCONHR,,,,,,No Ligand,,THF,,,T3P
Dehydration,7.95,0.35,RCONHR,RCONHR,,,,,,No Ligand,DBU,DMI,,,PyBrOP
Buchwald-Hartwig,6.39,-0.49,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhos Pd(allyl)Cl,XantPhos,LiHMDS,MeTHF,,,
Buchwald-Hartwig,0.43,-0.76,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,Me4tBuXPhos Pd G3,Me4tBuXPhos,Na2CO3,MeCN,water,,
Buchwald-Hartwig,29.65,0.54,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhosPdCl2,XantPhos,Cs2CO3,MeTHF,,,
Suzuki-Miyaura,2.83,-0.81,ArBr,ArBr,ArBr,,ArX*,,AmPhos2PdCl2,AmPhos,"K3PO4, KOAc",MeCN,water,TBAB,
Suzuki-Miyaura,3.26,-0.75,ArBr,ArBr,ArBr,,ArX*,,AmPhos2PdCl2,AmPhos,"K3PO4, KOAc",MeCN,water,TBAB,
SNAr,0.0,-0.44,Alkyl-OH a-branch,ArF,ArF,ROH-a-branch,ArX*,ROH,,No Ligand,KOtBu,cyclohexane,,,
Suzuki-Miyaura,0.0,-0.2,ArBr,ArBr,ArBr,,ArX*,,SPhos Pd-Fe nanoparticles,SPhos,K3PO4,Dioxane,water,,
Negishi-in-situ,0.0,-0.54,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,"Cu2O, Ni(OAc)2",Me4phen,,Brij 35,MeTHF,,
Borylation-Miyaura,1.22,-0.68,ArBr,ArBr,ArBr,,ArX*,,AmPhos2PdCl2,AmPhos,KOAc,TBME,,,
Negishi-in-situ,0.0,-0.28,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,,,,"TMEDA, TPGS-750M",
Negishi-in-situ,0.0,-0.13,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,,,,"TMEDA, TPGS-750M",
Condensation,71.32,1.2,RCO2R,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,DBU,MeOH,tAmOH,,
Condensation,21.4,-0.57,RCO2R,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,KHMDS,MeOH,nBuOAc,,
Condensation,61.77,0.86,RCO2R,RNH2,,,,,,No Ligand,K2CO3,MeOH,,,
Amide-coupling,6.66,-0.39,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,DIPEA,MeCN,,,EDC
Arylation-acidic-C-H,8.47,-0.44,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,(R)-BINAP Pd(allyl)Cl,BINAP,NaOtBu,Dioxane,,,
Arylation-acidic-C-H,0.0,-0.93,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,XPhos Pd(crotyl)Cl,XPhos,NaOtBu,DMI,,,
Arylation-acidic-C-H,25.99,0.58,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaH,anisole,,,
Suzuki-Miyaura,2.03,-0.75,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,TMSOK,Dioxane,,TBAB,
Negishi-in-situ,0.0,-1.1,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,RuPhos Pd(crotyl)Cl,RuPhos,,TPGS-750M,,TMEDA,
Negishi-in-situ,4.56,-0.82,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,RuPhos Pd(crotyl)Cl,RuPhos,,TPGS-750M,,TMEDA,
Negishi-in-situ,13.7,-0.27,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,RuPhos Pd(crotyl)Cl,RuPhos,,cyclohexane,,TMEDA,
Negishi-in-situ,11.76,-0.38,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,RuPhos Pd(crotyl)Cl,RuPhos,,TPGS-750M,,TMEDA,
Negishi-in-situ,20.7,0.16,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,RuPhos Pd(crotyl)Cl,RuPhos,,TPGS-750M,,TMEDA,
Buchwald-Hartwig,69.97,3.51,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,rac-BINAP Pd G3,BINAP,Cs2CO3,MeCN,,,
Buchwald-Hartwig,11.59,0.13,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,tAmOH,,,
Buchwald-Hartwig,0.0,-0.54,ArCl,RCONH2,ArCl,RCONH2,ArX*,Amide-type,dtbpfPdCl2,dtbpf,KOtBu,MeTHF,,,
Alkylation,100.0,1.37,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,Cs2CO3,EtOH,,TBAI,
Alkylation,90.99,1.1,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,Cs2CO3,Dioxane,,,
Suzuki-Miyaura,0.65,-0.54,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K2CO3,THF,water,,
Suzuki-Miyaura,0.0,-0.56,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,KF,anisole,Brij 35,Octanoic acid,
Suzuki-Miyaura,9.93,-0.24,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K2CO3,Brij 35,THF,,
Suzuki-Miyaura,0.0,-0.56,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,Na2CO3,Brij 35,iPrOAc,,
Alkylation,11.71,-0.54,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,K2CO3,EtOH,,TBAI,
Alkylation,0.0,-0.89,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,NaH,DMI,,,
Suzuki-Miyaura,76.96,1.1,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K2CO3,THF,water,,
Negishi-in-situ,68.89,2.64,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,XPhos Pd(crotyl)Cl,XPhos,,Brij 35,,"Octanoic acid, TMEDA",
Negishi-in-situ,3.41,-0.74,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,TMEDA,Brij 35,water,Octanoic acid,
Negishi-in-situ,8.13,-0.5,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,,Brij 35,PhMe,Octanoic acid,
Negishi-in-situ,31.4,0.7,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,AmPhos2PdCl2,AmPhos,,Brij 35,PhMe,,
Negishi-in-situ,4.15,-0.7,ArBr,Alkyl-Br,"Alkyl-Br, ArBr",,"ArX*, Alkyl-X",,"Cu2O, Ni(OAc)2",Me4phen,,Brij 35,PhMe,Potassium 2-ethylhexanoate,
Suzuki-Miyaura,5.12,-0.97,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,rac-BINAP Pd G3,BINAP,Na2CO3,EtOH,water,,
Suzuki-Miyaura,15.7,-0.61,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,Na2CO3,Dioxane,water,,
Condensation,0.0,-0.44,RNH2,ROR,,RNH2,,Aliphatic-amine,,No Ligand,,Formamide,,,
Suzuki-Miyaura,0.0,-0.26,ArCl,ArCl,ArCl,,ArX*,,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Negishi,41.38,0.76,ArCl,ArCl,ArCl,,ArX*,,BippyPhos Pd(allyl)OTf,BippyPhos,,MeTHF,,ZnBr2,
Negishi,0.0,-0.76,ArCl,ArCl,ArCl,,ArX*,,VPhos Pd G4,VPhos,,MeTHF,,TBAC,
Buchwald-Hartwig,2.59,-0.05,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,Dioxane,,,
Cyclization,12.87,0.07,RNHNH2,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,KOtPent,DMI,,,CyanuricChloride
Cyclization,0.0,-0.59,RNHNH2,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,TMG,iPrOAc,,,thionyl chloride
Suzuki-Miyaura,92.41,0.72,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,PhMe,water,,
Addition,3.95,-0.02,Alkyl-H acidic,RCN,,Alkyl-H-acidic,,Alkyl-C-H,,No Ligand,Potassium 2-ethylhexanoate,THF,,,
Negishi-in-situ,6.34,0.84,ArCl,ArBr,"ArBr, ArCl",,ArX*,,VPhos Pd G4,VPhos,,Brij 35,PhMe,Sodium octanoate,
Suzuki-Miyaura-in-situ,0.0,-0.69,ArBr,alkene-I,"alkene-I, ArBr",,"ArX*, VinylX*",,AmPhos2PdCl2,AmPhos,,Propionitrile,,,
Suzuki-Miyaura-in-situ,0.0,-0.5,ArCl,ArBr,"ArBr, ArCl",,ArX*,,XPhos Pd(crotyl)Cl,XPhos,,MeTHF,TPGS-750M,water,
Suzuki-Miyaura-in-situ,2.78,-0.18,ArCl,ArBr,"ArBr, ArCl",,ArX*,,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,,MeTHF,,LiI,
Hydrolysis,0.0,-0.32,ArCl,ArCl,ArCl,,ArX*,,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeCN,water,,
Buchwald-Hartwig,2.68,-0.61,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,AdBrettPhosPd G6 Br,Ad-BrettPhos,NaOtBu,Dioxane,,,
Buchwald-Hartwig,41.12,1.28,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KOtBu,PhMe,,,
Buchwald-Hartwig,49.09,1.67,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,NaOtBu,tAmOH,,Potassium 2-ethylhexanoate,
Buchwald-Hartwig,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,Dioxane,,,
