"ELN_ID","PLATENUMBER","Coordinate","AREA_TOTAL_REDUCED","Base","Catalyst","Solvent","Ligand","Additive","Coupling Reagent","Secondary Solvent","Tertiary Solvent","Reaction Type","FG A","FG B","FG_sorted","z-Score","output_column"
"ELN032036-067",1,"A1",77.12,"K3PO4","tBuBrettPhos Pd(allyl)OTf","tAmOH","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","ArBr","ArNH2","ArBr, ArNH2",1.76,"11 h at 80 °C"
"ELN032036-068",1,"A1",0,,"(Ru(p-cymene)Cl2)2","tAmOH","No Ligand","water",,,,"CH-Activation","ArH","alkyne","alkyne, ArH",-1.01,
"ELN032036-068",2,"A1",44.35,,"(Ru(p-cymene)Cl2)2","acetone","No Ligand","HFIP, KOAc",,,,"CH-Activation","ArH","alkyne","alkyne, ArH",0.8,"24 h at 80 °C"
"ELN032036-068",4,"A1",9.83,,"(Ru(p-cymene)Cl2)2, Copper(II)acetate","PhMe","No Ligand","HFIP",,,,"CH-Activation","ArH","alkyne","alkyne, ArH",-0.61,"21.5 h at 80 °C"
"ELN032036-068",5,"A1",30.31,,"(Ru(p-cymene)Cl2)2","PhMe","No Ligand","HFIP",,,,"CH-Activation","ArH","alkyne","alkyne, ArH",0.23,"22.5 h at 80 °C"
"ELN032036-068",6,"A1",60.99,,"(Ru(p-cymene)Cl2)2","PhMe","No Ligand","HFIP",,,,"CH-Activation","ArH","alkyne","alkyne, ArH",1.49,"24 h at 80 °C"
"ELN032036-069",1,"A1",0,"Cs2CO3","BrettPhos Pd(crotyl)OTf","PhMe","BrettPhos","water",,,,"Buchwald-Hartwig","ArCl","arom. NH","ArCl, arom. NH",-0.29,
"ELN032036-070",1,"A1",0,"Cs2CO3","cBridP Pd(allyl)Cl","PhMe","cBridP","water",,,,"Buchwald-Hartwig","ArBr","RCONH2","ArBr, RCONH2",-1.32,
"ELN032036-070",2,"A1",72.8,"K3PO4","tBuBrettPhos Pd(allyl)OTf","MeTHF","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","ArBr","RCONH2","ArBr, RCONH2",1.35,"5.75 h at 60 °C"
"ELN032036-072",1,"A1",87.13,"NaOtBu, NMM","RuPhos Pd G4","Dioxane","RuPhos",,,,,"Buchwald-Hartwig","ArBr","R2NH","ArBr, R2NH",1.59,"2 h at 60 °C"
"ELN032036-074",1,"A1",0,"DBU",,"DCM","No Ligand",,"PyBrOP",,,"SNAr","Alkyl-OH a-branch","Lactam","Alkyl-OH a-branch, Lactam",-0.66,
"ELN032036-074",2,"A1",31.4,"DBU, NaOtBu",,"PhMe","No Ligand",,"PyBrOP",,,"SNAr","Alkyl-OH a-branch","Lactam","Alkyl-OH a-branch, Lactam",2.05,"0.08 h at 30 °C"
"ELN032036-075",1,"A1",38.87,"Cs2CO3","AmPhos Pd(crotyl)Cl","PhMe","AmPhos","water",,,,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",1.06,"0.6 h at 40 °C, then 18.4 h at 60 °C"
"ELN032036-075",2,"A1",0,"Cs2CO3","PPh3)2PdCl2","tAmOH","PPh3","water",,,,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",-1.07,
"ELN032036-076",1,"A1",77.02,,"Strykers reagent","PhMe","Josiphos SL-J002-1","tAmOH",,,,"Reduction","alkene","alkene","alkene, alkene",0.77,"1 h at 0 °C"
"ELN032036-077",1,"A1",16.55,,,"DCM","No Ligand","DBU",,,,"Deoxyfluorination","Alkyl-OH a-branch","Alkyl-OH a-branch","Alkyl-OH a-branch, Alkyl-OH a-branch",-1.01,"1 h at 0 °C, then 0 h at 20 °C"
"ELN032036-077",2,"A1",67.09,,,"DCM","No Ligand","Et3N.3HF",,,,"Deoxyfluorination","Alkyl-OH a-branch","Alkyl-OH a-branch","Alkyl-OH a-branch, Alkyl-OH a-branch",0.78,"2 h at 10 °C, then 0 h at 0 °C, then 1.5 h at 25 °C"
"ELN032036-079",1,"A1",17.55,"NaOtBu","dppf Pd G3","PhMe","dppf",,,,,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",0.18,"2 h at 80 °C"
"ELN032036-080",1,"A1",50.6,"NaOtBu","rac-BINAP Pd G3","PhMe","BINAP",,,,,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",0.58,"2 h at 80 °C"
"ELN032036-082",1,"A1",16.28,"NaOtBu","dppf Pd G3","PhMe","dppf",,,,,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",0.62,"3 h at 60 °C, then 17 h at 80 °C"
"ELN032036-083",1,"A1",0,"NaOtBu","dppf Pd G3","PhMe","dppf",,,,,"Buchwald-Hartwig","RNH2 a-branch","ArBr","ArBr, RNH2 a-branch",-0.4,
"ELN032036-085",1,"A1",38.49,"NH3",,"PhMe","No Ligand","water",,,,"Condensation","enolether","enolether","enolether, enolether",0.37,"5 h at 50 °C, then 67 h at 60 °C"
"ELN032036-086",1,"A1",19.14,"K3PO4",,"EtOH","No Ligand","TBAB, water",,"water",,"Condensation","Alkyl-Cl","RNH2","Alkyl-Cl, RNH2",-0.61,"22 h at 85 °C"
"ELN032036-086",2,"A1",63.08,"NMM",,"MeTHF","No Ligand","water",,,,"Condensation","Alkyl-Cl","RNH2","Alkyl-Cl, RNH2",1.2,"3 h at 85 °C"
"ELN032036-087",1,"A1",43.44,"K2CO3","XantPhosPdCl2","DMI","XantPhos","KOAc",,,,"CH-Activation","ArH","ArI","ArH, ArI",2.02,"20 h at 90 °C"
"ELN032036-088",1,"A1",0,"K3PO4","SPhos Pd(crotyl)Cl","Dioxane","SPhos",,,"water",,"Buchwald-Hartwig","ArNH2","ArBr","ArBr, ArNH2",-0.92,
"ELN032036-090",1,"A1",71.37,"DBU, NaOtBu",,"THF","No Ligand",,"PyBrOP",,,"SNAr","Lactam","Alkyl-OH a-branch","Alkyl-OH a-branch, Lactam",1.77,"0.25 h at 30 °C"
"ELN032036-092",1,"A1",0,"Cs2CO3","XantPhos Pd(allyl)Cl","PhMe","XantPhos","water",,,,"Buchwald-Hartwig","arom. NH","ArCl","ArCl, arom. NH",-0.6,
"ELN032036-092",2,"A1",0,"K3PO4","XantPhos Pd(allyl)Cl","PhMe","XantPhos",,,"water",,"Buchwald-Hartwig","arom. NH","ArCl","ArCl, arom. NH",-0.6,
"ELN032036-093",1,"A1",0,"Cs2CO3","XantPhos Pd(allyl)Cl","PhMe","XantPhos","water",,,,"Buchwald-Hartwig","arom. NH","ArCl","ArCl, arom. NH",-0.87,
"ELN032036-093",2,"A1",3.77,"K3PO4","XantPhos Pd(allyl)Cl","PhMe","XantPhos",,,"water",,"Buchwald-Hartwig","arom. NH","ArCl","ArCl, arom. NH",-0.72,"20 h at 80 °C"
"ELN032036-094",1,"A1",1.55,"K3PO4","AlphosPd)2cod","PhMe","AlPhos","water",,,,"Buchwald-Hartwig","ArCl","arom. NH","ArCl, arom. NH",-0.21,"16 h at 100 °C"
"ELN032036-095",1,"A1",0,"K3PO4","XantPhos Pd(allyl)Cl","PhMe","XantPhos",,,"water",,"Buchwald-Hartwig","arom. NH","ArBr","ArBr, arom. NH",-0.85,
"ELN032036-096",1,"A1",0,"K3PO4","XantPhos Pd(allyl)Cl","PhMe","XantPhos",,,"water",,"Buchwald-Hartwig","arom. NH","ArCl","ArCl, arom. NH",-1.05,
"ELN032036-097",1,"A1",100,"K3PO4","CuI","DMSO","No Ligand","water",,,,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",1.42,"10 h at 95 °C"
"ELN032036-097",2,"A1",95.74,"K3PO4","CuI","DMSO","No Ligand","water",,,,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",1.28,"7 h at 95 °C"
"ELN032036-097",3,"A1",75.29,"K3PO4","Cu2O","PrOH","No Ligand","water",,"water",,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",0.6,"19 h at 105 °C"
"ELN032036-097",5,"A1",93.87,"K3PO4","Cu2O","BuOH","No Ligand",,,"DMSO",,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",1.22,"21.5 h at 105 °C"
"ELN032036-098",1,"A1",78.52,"Cs2CO3","CuI","PhMe","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",1.4,"6 h at 85 °C"
"ELN032036-098",2,"A1",63.09,"NaOtBu","CuI","PhMe","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",0.78,"15 h at 85 °C"
"ELN032036-098",3,"A1",0,"Cs2CO3","CuI","MeTHF","trans-NN-Dimethylcyclohexane-12-diamine","water",,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-1.75,
"ELN032036-098",4,"A1",84.01,"Cs2CO3","CuI","tAmOH","trans-NN-Dimethylcyclohexane-12-diamine","TBAB",,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",1.62,"26 h at 85 °C"
"ELN032036-098",5,"A1",95.74,"K2CO3","CuI","tAmOH","trans-NN-Dimethylcyclohexane-12-diamine","TBAB",,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",2.09,"21 h at 85 °C"
"ELN032036-098",6,"A1",5.26,"K2CO3","CuI","tAmOH","No Ligand",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-1.53,"4.5 h at 85 °C"
"ELN032036-098",7,"A1",54.31,"DBU","CuI","MeCN","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",0.43,"16 h at 75 °C"
"ELN032036-098",8,"A1",50.79,"DBU","CuBr","THF","trans-NN-Dimethylcyclohexane-12-diamine","TBAB",,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",0.29,"22 h at 80 °C, then 24 h at 85 °C"
"ELN032036-098",9,"A1",34.84,"DBU","CuI","MeCN","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-0.35,"21 h at 75 °C"
"ELN032036-099",1,"A1",75.8,"Cs2CO3","PPh3)2PdCl2","PhMe","PPh3",,,,,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.34,"14 h at 85 °C"
"ELN032036-100",1,"A1",89.04,"Na2CO3","PPh3)2PdCl2","PhMe","PPh3",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",-0.29,"24 h at 85 °C"
"ELN032036-103",1,"A1",54.96,"K2CO3","PPh3)2PdCl2","PhMe","PPh3",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.53,"20 h at 85 °C"
"ELN032036-104",1,"A1",7.76,"K2CO3","PPh3)2PdCl2","PhMe","PPh3",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",-2.39,"20 h at 85 °C"
"ELN032036-105",1,"A1",0,"LiHMDS","rac-BINAP Pd G3","PhMe","BINAP",,,,,"Buchwald-Hartwig","ArBr","R2NH a-branch","ArBr, R2NH a-branch",-0.4,
"ELN032036-106",1,"A1",91.65,"KOAc","BrettPhos Pd(crotyl)OTf","Dioxane","BrettPhos",,,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",0.69,"20 h at 60 °C"
"ELN032036-106",5,"A1",64.37,"KOAc","tBuBrettPhos Pd(allyl)OTf","PhMe","tBuBrettPhos","TBAB",,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.51,"16 h at 60 °C"
"ELN032036-106",6,"A1",76.32,"K3PO4","tBuBrettPhos Pd(allyl)OTf","PhMe","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",0.02,"0.5 h at 60 °C"
"ELN032036-106",7,"A1",91.4,"K3PO4","tBuBrettPhos Pd(allyl)OTf","MeCN","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",0.68,"23 h at 60 °C"
"ELN032036-106",8,"A1",94.03,"K3PO4","tBuBrettPhos Pd(allyl)OTf","MeCN","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",0.8,"23 h at 60 °C"
"ELN032036-106",9,"A1",91.44,"K3PO4","tBuBrettPhos Pd(allyl)OTf","MeCN","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",0.68,"1 h at 60 °C, then 22 h at 25 °C"
"ELN032036-107",1,"A1",6.97,"K3PO4","PPh3)2PdCl2","PhMe","PPh3",,,"water",,"Suzuki-Miyaura","ArBr","alkeneB(OR)2","alkeneB(OR)2, ArBr",-0.26,"15 h at 60 °C"
"ELN032036-107",2,"A1",0,"K3PO4","AmPhos Pd(crotyl)Cl","PhMe","AmPhos",,,"water",,"Suzuki-Miyaura","ArBr","alkeneB(OR)2","alkeneB(OR)2, ArBr",-0.94,
"ELN032036-109",1,"A1",9.72,"K2CO3","BrettPhos Pd(crotyl)OTf","PhMe","BrettPhos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",0.86,"18.5 h at 90 °C"
"ELN032036-109",2,"A1",5.45,"K2CO3","BrettPhos Pd(crotyl)OTf","Dioxane","BrettPhos",,,"water",,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",0.17,"16 h at 125 °C"
"ELN032036-109",3,"A1",0,"K3PO4","QPhos Pd(crotyl)Cl","o-Xylene","QPhos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.71,
"ELN032036-110",1,"A1",0,"K3PO4","QPhos Pd(crotyl)Cl","Dioxane","QPhos",,,,,"CO-Coupling","ArBr","ArOH","ArBr, ArOH",-0.37,
"ELN032036-111",1,"A1",41.98,"K3PO4","dpppPdCl2","PhMe","dppp",,,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArBr","alkeneB(OR)2, ArBr",0.74,"3 h at 60 °C"
"ELN032036-113",1,"A1",1.84,"K3PO4","dpppPdCl2","PhMe","dppp",,,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArBr","alkeneB(OR)2, ArBr",-1.64,"1 h at 60 °C"
"ELN032036-115",1,"A1",4.74,"K2CO3","P(tBu)3 Pd(crotyl)Cl","PhMe","P(tBu)3","water",,,,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",-0.86,"4 h at 100 °C"
"ELN032036-115",2,"A1",68.78,"Cs2CO3","PPh3)2PdCl2","PhMe","PPh3",,,,,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",1.68,"6 h at 100 °C"
"ELN032036-117",1,"A1",34.81,"K3PO4","XantPhos Pd G2","PhMe","XantPhos",,,,,"Buchwald-Hartwig","ArI","ArNHR","ArI, ArNHR",1.77,"24 h at 80 °C"
"ELN032036-117",3,"A1",0.41,"LiHMDS","rac-BINAP Pd G3","PhMe","BINAP",,,,,"Buchwald-Hartwig","ArI","ArNHR","ArI, ArNHR",-0.61,"3 h at 60 °C, then 16 h at 80 °C"
"ELN032036-119",2,"A1",58.02,"K2CO3","AmPhos2PdCl2","PhMe","AmPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OR)2","ArB(OR)2, ArBr",1.43,"18.5 h at 100 °C"
"ELN032036-120",1,"A1",15.03,,"PPh3)2PdCl2","PhMe","PPh3",,,"water",,"Suzuki-Miyaura","ArBr","ArBF3K","ArBF3K, ArBr",-0.73,"20 h at 100 °C"
"ELN032036-121",1,"A1",79.46,"K3PO4","dppfPdCl2","Dioxane","dppf",,,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArCl","alkeneB(OR)2, ArCl",-0.09,"1 h at 35 °C"
"ELN032036-122",1,"A1",44.03,"K2CO3","AmPhos2PdCl2","PhMe","AmPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",-0.03,"18.5 h at 100 °C"
"ELN032036-122",3,"A1",0,"K3PO4","dtbpfPdCl2","tAmOH","dtbpf",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",-1.73,
"ELN032036-123",1,"A1",9.04,"DBU",,"MeCN","No Ligand",,"PyBrOP",,,"Amide coupling","RCO2H or M","RNH2","RCO2H or M, RNH2",-0.31,"1 h at 25 °C"
"ELN032036-124",1,"A1",57.89,"Cs2CO3","AlphosPd)2cod","PhMe","AlPhos","water",,,,"Buchwald-Hartwig","ArOSO2R","RNH2","ArOSO2R, RNH2",2.29,"21 h at 80 °C"
"ELN032036-124",2,"A1",2.59,"Cs2CO3","BrettPhos Pd(crotyl)OTf","PhMe","BrettPhos","water",,,,"Buchwald-Hartwig","ArOSO2R","RNH2","ArOSO2R, RNH2",-0.63,"1 h at 60 °C, then 1 h at 80 °C"
"ELN032036-127",1,"A1",0,"Cs2CO3","AlphosPd)2cod","PhMe","AlPhos","water",,,,"Buchwald-Hartwig","RNH2","ArOSO2R","ArOSO2R, RNH2",-0.9,
"ELN032036-127",2,"A1",0.3,"NaOtBu","BrettPhos Pd(crotyl)OTf","PhMe","BrettPhos",,,,,"Buchwald-Hartwig","RNH2","ArOSO2R","ArOSO2R, RNH2",-0.89,"1 h at 60 °C"
"ELN032036-128",1,"A1",0,"K3PO4","dppfPdCl2","PhMe","dppf",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OR)2","ArB(OR)2, ArBr",-0.33,
"ELN032036-129",1,"A1",17.28,"K3PO4","dppfPdCl2","anisole","dppf",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.17,"3.5 h at 60 °C"
"ELN032036-131",1,"A1",0,"Cs2CO3","QPhos Pd(crotyl)Cl","PhMe","QPhos","water",,,,"Buchwald-Hartwig","ArBr","R2NH","ArBr, R2NH",-0.42,
"ELN032036-133",1,"A1",0.46,,"[Ir(cod)OMe]2","cyclohexane","dtbpy",,,,,"Borylation, C-H","ArH","ArH","ArH, ArH",-0.36,"21 h at 80 °C"
"ELN032036-135",2,"A1",0,"K3PO4","cBridP Pd(allyl)Cl","tAmOH","cBridP",,,,,"Buchwald-Hartwig","arom. NH","ArCl","ArCl, arom. NH",-1,
"ELN032036-135",3,"A1",5.92,"K3PO4","XantPhos Pd(allyl)Cl","tAmOH","XantPhos","water",,,,"Buchwald-Hartwig","arom. NH","ArCl","ArCl, arom. NH",0.29,"23 h at 85 °C"
"ELN032036-136",2,"A1",0,"Cs2CO3","CuI","PhMe","Salicylaldoxime",,,,,"Buchwald-Hartwig","ArBr","arom. NH","ArBr, arom. NH",-0.33,
"ELN032036-137",1,"A1",0,"NaHCO3","XPhos Pd G2","PhMe","XPhos","water",,,,"Suzuki-Miyaura","ArB(OR)2","ArBr","ArB(OR)2, ArBr",-0.54,
"ELN032036-139",1,"A1",32.48,"K3PO4","XantPhos Pd(allyl)Cl","PhMe","XantPhos",,,"water",,"Buchwald-Hartwig","ArNH2","ArBr","ArBr, ArNH2",0.67,"22 h at 80 °C"
"ELN032036-139",2,"A1",27.16,"NaOtBu","(R)-BINAP Pd(allyl)Cl","PhMe","BINAP",,,,,"Buchwald-Hartwig","ArNH2","ArBr","ArBr, ArNH2",0.4,"20 h at 80 °C"
"ELN032036-140",1,"A1",12.22,"NMM",,"DCM","No Ligand","HOSu","EDC",,,"Amide coupling","R2NH a-branch","RCO2H or M","R2NH a-branch, RCO2H or M",-1.84,"4 h at 21 °C, then 68 h at 25 °C"
"ELN032036-140",2,"A1",89.56,,,"PhMe","No Ligand","HOPO","DIC","xylenes",,"Amide coupling","R2NH a-branch","RCO2H or M","R2NH a-branch, RCO2H or M",0.93,"20 h at 25 °C"
"ELN032036-140",3,"A1",83.66,,,"acetone","No Ligand","HOPO","DIC","PhMe",,"Amide coupling","R2NH a-branch","RCO2H or M","R2NH a-branch, RCO2H or M",0.72,"23 h at 21 °C"
"ELN032036-140",4,"A1",25.71,,,"anisole","No Ligand",,"DIC","DMI",,"Amide coupling","R2NH a-branch","RCO2H or M","R2NH a-branch, RCO2H or M",-1.36,"21 h at 21 °C"
"ELN032036-140",5,"A1",54.02,,,"DMI","No Ligand","HOPO","DIC","iPrOAc",,"Amide coupling","R2NH a-branch","RCO2H or M","R2NH a-branch, RCO2H or M",-0.35,"4 h at 21 °C, then 0 h at 25 °C, then 64 h at 21 °C"
"ELN032036-144",1,"A1",0,"K3PO4","PPh3)2PdCl2","PhMe","PPh3",,,"water",,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",-1.07,
"ELN032036-144",2,"A1",25.09,"K3PO4","XantPhos Pd(allyl)Cl","Dioxane","XantPhos",,,"water",,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",0.71,"2 h at 60 °C, then 13.5 h at 80 °C"
"ELN032036-148",1,"A1",2.62,"NMM",,"TBME","No Ligand","HOSu","EDC",,,"Amide coupling","RNH2","RNH2","RNH2, RNH2",-1.65,"2 h at 21 °C"
"ELN032036-148",2,"A1",59.37,,,"tAmOH","No Ligand","HOSu","DIC",,,"Amide coupling","RNH2","RNH2","RNH2, RNH2",0.34,"20 h at 21 °C"
"ELN032036-148",3,"A1",79.05,,,"tAmOH","No Ligand","HOSu","DIC",,,"Amide coupling","RNH2","RNH2","RNH2, RNH2",1.03,"2 h at 0 °C, then 17 h at 21 °C"
"ELN032036-148",4,"A1",78.69,,,"tAmOH","No Ligand","HOSu","DIC",,,"Amide coupling","RNH2","RNH2","RNH2, RNH2",1.02,"2 h at 0 °C, then 16.5 h at 21 °C"
"ELN032036-148",5,"A1",68.71,,,"tAmOH","No Ligand","HOSu","DIC",,,"Amide coupling","RNH2","RNH2","RNH2, RNH2",0.67,"0.2 h at 0 °C, then 19.8 h at 10 °C"
"ELN032036-149",1,"A1",73.91,"K3PO4","dppfPdCl2","iPrOAc","dppf",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.59,"2.25 h at 60 °C"
"ELN032036-159",1,"A1",17.94,"Li2CO3","dtbpfPdCl2","anisole","dtbpf","water",,,,"Suzuki-Miyaura","ArCl","ArB(OH)2","ArB(OH)2, ArCl",0.37,"4 h at 40 °C, then 13 h at 80 °C"
"ELN032036-150",1,"A1",8.94,"Cs2CO3","CuI","tAmOH","trans-NN-Dimethylcyclohexane-12-diamine","water",,,,"Buchwald-Hartwig","ArBr","RCONH2","ArBr, RCONH2",-0.36,"4 h at 105 °C"
"ELN032036-152",1,"A1",20.37,"Na2CO3",,"anisole","No Ligand","TBAHS",,"water",,"Hydration","RCN","RCN","RCN, RCN",0.94,"72 h at 25 °C"
"ELN032036-154",1,"A1",0,"Cs2CO3","RuPhos Pd G4","MeCN","RuPhos","water",,,,"Buchwald-Hartwig","ArBr","R2NH","ArBr, R2NH",-0.56,
"ELN032036-155",1,"A1",40.8,"Cs2CO3","dppfPdCl2","PhMe","dppf","water",,,,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",1.25,"3 h at 60 °C, then 13 h at 80 °C"
"ELN032036-156",1,"A1",47.36,"K3PO4","PPh3)2PdCl2","iPrOH","PPh3",,,"water",,"Suzuki-Miyaura","ArBr","alkeneB(OR)2","alkeneB(OR)2, ArBr",-0.41,"19 h at 90 °C"
"ELN032036-157",1,"A1",3.15,"Cs2CO3","QPhos Pd(crotyl)Cl","MeCN","QPhos","water",,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.86,"17.5 h at 80 °C"
"ELN032036-157",2,"A1",73.64,"Cs2CO3","tBuBrettPhos Pd(allyl)OTf","MeCN","tBuBrettPhos","water",,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",1,"1 h at 60 °C, then 3 h at 80 °C"
"ELN032036-158",1,"A1",14.69,"Li2CO3","dtbpfPdCl2","iPrOH","dtbpf","water",,,,"Suzuki-Miyaura","ArCl","ArB(OH)2","ArB(OH)2, ArCl",-1.73,"2 h at 40 °C, then 16 h at 80 °C"
"ELN032036-160",1,"A1",21.84,"K3PO4","tBuXPhos Pd G3","Dioxane","tBuXPhos",,,"water",,"Buchwald-Hartwig","ArBr","arom. NH","ArBr, arom. NH",0.79,"4 h at 80 °C, then 15 h at 100 °C"
"ELN032036-162",1,"A1",60.53,"NEt3",,"MeCN","No Ligand","HOPO","T3P",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",0.4,"16 h at 50 °C"
"ELN032036-162",2,"A1",57.85,"NMM",,"MeCN","No Ligand","HOPO","DIC",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",0.31,"1.5 h at 50 °C"
"ELN032036-162",3,"A1",90.22,"NEt3",,"MeCN","No Ligand","HOPO","DIC",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",1.31,"2 h at 0 °C, then 20 h at 25 °C"
"ELN032036-162",4,"A1",88.85,"NEt3",,"MeCN","No Ligand","HOPO","DIC",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",1.27,"21 h at 25 °C"
"ELN032036-162",5,"A1",67.11,"NEt3",,"MeCN","No Ligand","HOPO","DIC",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",0.6,"3.5 h at 20 °C"
"ELN032036-163",1,"A1",52.41,"NaOtBu","RuPhos Pd(crotyl)Cl","PhMe","RuPhos",,,,,"Buchwald-Hartwig","ArCl","R2NH a-branch","ArCl, R2NH a-branch",3.31,"4 h at 80 °C"
"ELN032036-164",1,"A1",0.96,"K3PO4","CuI","DMSO","No Ligand",,,,,"CN-Coupling","arom. NH","ArBr","ArBr, arom. NH",-1.26,"4 h at 80 °C, then 2 h at 130 °C"
"ELN032036-167",1,"A1",13.08,"K3PO4","tBuBrettPhos Pd(allyl)OTf","tAmOH","tBuBrettPhos",,,"water",,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.81,"21 h at 80 °C"
"ELN032036-168",1,"A1",0,"NaOtBu","dpppPdCl2","PhMe","dppp",,,,,"Buchwald-Hartwig","ArCl","R2NH a-branch","ArCl, R2NH a-branch",-0.44,
"ELN032036-169",1,"A1",36.48,"Cs2CO3","tBuBrettPhos Pd(allyl)OTf","MeTHF","tBuBrettPhos","water",,,,"Buchwald-Hartwig","ArBr","ArNH2","ArBr, ArNH2",0.41,"3.5 h at 80 °C"
"ELN032036-171",1,"A1",27.32,,,"DMF","No Ligand",,,,,"Glycosidation","Alkyl-OH primary","RCO2R","Alkyl-OH primary, RCO2R",-0.44,"4 h at 40 °C, then 18 h at 80 °C"
"ELN032036-171",2,"A1",41.82,,,"anisole","No Ligand",,,,,"Glycosidation","Alkyl-OH primary","RCO2R","Alkyl-OH primary, RCO2R",0.22,"6 h at 80 °C"
"ELN032036-173",1,"A1",25.44,"Cs2CO3","tBuBrettPhos Pd(allyl)OTf","Dioxane","tBuBrettPhos","water",,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-0.72,"4 h at 80 °C"
"ELN032036-174",2,"A1",16,"K3PO4","CuI","DMSO","(R)-Binap",,,,,"Buchwald-Hartwig","arom. NH","ArBr","ArBr, arom. NH",-1.17,"3 h at 105 °C, then 16 h at 130 °C"
