reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,reaction_setup_json
copper_catalyzed_suzuki_miyaura_coupling_of_unacti,Suzuki_Cu_alkyl_halide+aryl_boron,,80,24,BrC1CCCCC1.Clc2ccc(B(OC3(C)C)OC3(C)C)cc2>>Clc4ccc(C5CCCCC5)cc4,Copper-Catalyzed Suzuki-Miyaura Coupling of Unactivated Alkyl Halides with Arylborons,108-85-0,,865-48-5,,108-88-3,,,,,,"An oven-dried 150-mL heavy-walled pressure vessel, equipped with a Teflon-coated, football-shaped magnetic stir bar, is charged with 4-chlorophenylboronic acid pinacol ester (8.59 g, 36.0 mmol, 1.8 equiv), sodium tert-butoxide (2.88 g, 30.0 mmol, 1.5 equiv), copper(I) bromide–dimethyl sulfide (206 mg, 1.0 mmol, 5.0 mol%), bathophenanthroline (499 mg, 1.5 mmol, 7.5 mol%), and bromocyclohexane (2.50 mL, 3.3 g, 20.0 mmol, 1.0 equiv) under air. Toluene (20 mL), dried over MgSO4 and filtered, is added, the vessel is sealed with a Teflon cap, and the mixture is heated at 80 °C for 24 h. After cooling, the reaction is filtered through a short pad of layered silica gel/diatomite and eluted with ethyl acetate (3 × 50 mL). The filtrate is concentrated (16 mbar, 38 °C), the residue is adsorbed on silica (7 g), and purified by flash chromatography (silica, petroleum ether) to give 1-cyclohexyl-4-chlorobenzene in 65% yield; additional product (8%) is obtained from later fractions by a second column, for a combined yield of 73%.",1,1,,,,,,,,"CuBr·SMe2 (5 mol%), bathophenanthroline (7.5 mol%), NaOtBu (1.5 equiv), toluene (20 mL), 80 °C, 24 h, air; combined 73% yield (65% + 8% from second collection).","[{""chemicals"":[{""name"":""4-Chlorophenylboronic acid pinacol ester"",""abbreviation"":null,""cas"":null,""smiles"":null,""amount"":{""weight_g"":8.59,""mmol"":36.0,""volume_ml"":null,""equivalents"":1.8},""role"":""starting_material""},{""name"":""Sodium tert-butoxide"",""abbreviation"":""NaOtBu"",""cas"":""865-48-5"",""smiles"":""CC(C)(C)[O-].[Na+]"",""amount"":{""weight_g"":2.88,""mmol"":30.0,""volume_ml"":null,""equivalents"":1.5},""role"":""base""},{""name"":""Copper(I) bromide\u2013dimethyl sulfide complex"",""abbreviation"":""CuBr\u00b7SMe2"",""cas"":null,""smiles"":null,""amount"":{""weight_g"":0.206,""mmol"":1.0,""volume_ml"":null,""equivalents"":0.05},""role"":""metal_catalyst""},{""name"":""Bathophenanthroline"",""abbreviation"":null,""cas"":null,""smiles"":null,""amount"":{""weight_g"":0.499,""mmol"":1.5,""volume_ml"":null,""equivalents"":0.075},""role"":""ligand""},{""name"":""Bromocyclohexane"",""abbreviation"":null,""cas"":""108-85-0"",""smiles"":""BrC1CCCCC1"",""amount"":{""weight_g"":3.3,""mmol"":20.0,""volume_ml"":2.5,""equivalents"":1.0},""role"":""starting_material""},{""name"":""Toluene (dried over MgSO4)"",""abbreviation"":""toluene"",""cas"":""108-88-3"",""smiles"":""Cc1ccccc1"",""amount"":{""weight_g"":null,""mmol"":null,""volume_ml"":20.0,""equivalents"":null},""role"":""solvent""}],""conditions"":[{""temperature_C"":80,""time_h"":24,""atmosphere"":""air""}]}]"
