reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,reaction_setup_json
unspecified_mitsunobu_etherification_of_benzyl_al,Mitsunobu_etherification,,0,0.0,OCc1ccccc1.O=Cc1ccc(O)cc1>>O=Cc1ccc(OCc2ccccc2)cc1,Unspecified (Mitsunobu etherification of benzyl alcohol with 4-hydroxybenzaldehyde),"100-51-6, 123-08-0",,603-35-0,,109-99-9,,,,,,"A solution of benzyl alcohol (0.200 g, 1.85 mmol), 4-hydroxybenzaldehyde (0.226 g, 1.85 mmol), and PPh3(0.582 g, 2.22 mmol) was stirred in dry THF (20 mL) at 0 °C under a nitrogen atmosphere. To this mixture was added dropwise DIAD (0.44 mL, 2.22 mmol) over a period of 5 min, and the reaction was monitored by TLC. After complete disappearance of starting material (1 h), the solvent was evaporated under reduced pressure and the resulting oil purified by flash column chromatography (hexane/AcOEt, 8/2). Phenyl ether (0.297 g, 76%) was finally obtained as a white powder after precipitation from CH2Cl2/petroleum ether. 
Ref:
Renaudet, O; Reymond, J. Org. Lett. 2004, 6, 397.",2,3,,,,,,,,DIAD/PPh3 in dry THF at 0 °C under N2; DIAD added dropwise over 5 min; stirred 1 h until TLC shows full conversion. DIAD added dropwise over 5 min at 0 °C under N2 (separate addition step encoded).,"[{""chemicals"":[{""name"":""Benzyl alcohol"",""abbreviation"":null,""cas"":""100-51-6"",""smiles"":""OCc1ccccc1"",""amount"":{""weight_g"":0.2,""mmol"":1.85,""volume_ml"":null,""equivalents"":1.0},""role"":""starting_material""},{""name"":""4-Hydroxybenzaldehyde"",""abbreviation"":null,""cas"":""123-08-0"",""smiles"":""O=Cc1ccc(O)cc1"",""amount"":{""weight_g"":0.226,""mmol"":1.85,""volume_ml"":null,""equivalents"":1.0},""role"":""starting_material""},{""name"":""Triphenylphosphine"",""abbreviation"":""PPh3"",""cas"":""603-35-0"",""smiles"":""P(c1ccccc1)(c2ccccc2)c3ccccc3"",""amount"":{""weight_g"":0.582,""mmol"":2.22,""volume_ml"":null,""equivalents"":1.2},""role"":""reagent""},{""name"":""Tetrahydrofuran"",""abbreviation"":""THF"",""cas"":""109-99-9"",""smiles"":""C1CCOC1"",""amount"":{""weight_g"":null,""mmol"":null,""volume_ml"":20.0,""equivalents"":null},""role"":""solvent""}],""conditions"":[{""temperature_C"":0,""time_h"":0.0,""atmosphere"":""N2""}]},{""chemicals"":[{""name"":""Diisopropyl azodicarboxylate"",""abbreviation"":""DIAD"",""cas"":""2446-83-5"",""smiles"":""CC(C)OC(=O)N=NC(=O)OC(C)C"",""amount"":{""weight_g"":null,""mmol"":2.22,""volume_ml"":0.44,""equivalents"":1.2},""role"":""reagent""}],""conditions"":[{""temperature_C"":0,""time_h"":0.083,""atmosphere"":""N2""},{""temperature_C"":0,""time_h"":1.0,""atmosphere"":""N2""}]}]"
