Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Suzuki,87.17,1.24,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOH,iPrOAc,water,TBAC,
Suzuki,95.72,1.47,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,tAmOH,water,,
Suzuki,93.07,1.39,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,93.34,1.6,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,94.71,1.23,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,91.81,1.63,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,BuOH,water,,
Suzuki,87.92,0.82,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,86.29,1.14,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K3PO4,tAmOH,water,,
Suzuki,86.93,1.13,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd G2,XPhos,K3PO4,tAmOH,water,,
Suzuki,81.97,0.96,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,THF,water,,
Suzuki,90.25,0.96,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,MeTHF,,,
Suzuki,100.0,1.72,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,MeTHF,water,,
Suzuki,92.67,0.52,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,THF,water,,
Suzuki,84.52,0.24,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dpppPdCl2,dppp,K2CO3,Dioxane,water,,
Suzuki,95.84,1.16,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,iPrOAc,water,,
Suzuki,97.51,0.98,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K2CO3,iPrOH,water,,
Suzuki,87.15,1.28,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,Dioxane,water,,
Suzuki,84.16,1.14,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,anisole,water,,
Suzuki,94.41,0.58,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K3PO4,THF,water,,
Suzuki,88.25,2.32,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,Dioxane,water,Sodium octanoate,
Suzuki,94.86,1.03,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,water,,Potassium 2-ethylhexanoate,
Suzuki,93.6,1.94,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,NaHCO3,anisole,water,,
Suzuki,95.91,0.66,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,THF,water,Potassium 2-ethylhexanoate,
Suzuki,98.21,1.54,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,tAmOH,water,Brij 35,
Suzuki,80.31,1.02,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,EtOH,water,,
Suzuki,91.7,1.35,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,THF,water,Potassium 2-ethylhexanoate,
Suzuki,81.61,1.28,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,THF,water,Potassium 2-ethylhexanoate,
Suzuki,91.16,1.83,ArCl,ArBF3K,ArCl,ArBF3K,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,EtOH,water,,
Suzuki,92.31,0.91,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,IPent Pd(tBuInd)Cl],IPENT,KOH,CPME,water,,
Suzuki,94.56,1.23,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,Potassium 2-ethylhexanoate,
Suzuki,88.03,0.83,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,90.77,1.33,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Suzuki,96.59,1.23,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,MeTHF,,,
Suzuki,86.95,-0.67,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,MeTHF,water,,
Suzuki,88.07,0.48,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,Dioxane,water,,
Suzuki,92.26,1.06,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki,98.03,1.07,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,iPrOH,water,,
Suzuki,91.67,0.48,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,THF,water,,
Suzuki,90.19,2.38,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,Brij 35,Dioxane,Potassium 2-ethylhexanoate,
Suzuki,83.39,-0.41,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,K3PO4,water,,Potassium 2-ethylhexanoate,
Suzuki,93.39,1.93,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,NaHCO3,anisole,water,,
Suzuki,98.2,0.73,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,tAmOH,water,Potassium 2-ethylhexanoate,
Suzuki,85.44,1.69,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Cs2CO3,THF,water,,
Suzuki,81.1,1.08,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOH,anisole,water,Brij 35,
Suzuki,82.08,1.07,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,PrOH,water,,
Suzuki,85.7,1.18,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,tAmOH,water,Potassium 2-ethylhexanoate,
Suzuki,81.47,1.49,ArCl,ArBF3K,ArCl,ArBF3K,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,MeOH,water,,
Suzuki,95.14,1.73,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,PhMe,water,,
Suzuki,82.42,1.59,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,tAmOH,water,Potassium 2-ethylhexanoate,
Suzuki,89.27,1.2,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,tAmOH,water,,
Suzuki,81.73,-1.63,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,QPhos Pd(crotyl)Cl,QPhos,Na2CO3,MeTHF,water,,
Suzuki,90.63,0.45,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,QPhos Pd(crotyl)Cl,QPhos,K2CO3,THF,water,,
Suzuki,88.39,0.95,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,THF,water,,
Suzuki,88.85,-0.52,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,iPrOH,water,,
Suzuki,82.32,0.85,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,PhMe,water,,
Suzuki,95.57,0.63,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,THF,water,,
Suzuki,88.13,2.35,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,anisole,water,TBAB,
Suzuki,87.89,0.15,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,water,,Potassium 2-ethylhexanoate,
Suzuki,95.31,2.0,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,NaHCO3,anisole,water,,
Suzuki,100.0,2.17,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,anisole,water,TBAC,
Suzuki,99.08,0.76,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,THF,water,water,
Suzuki,97.84,1.53,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,iPrOH,water,,
Suzuki,97.36,1.52,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,THF,water,,
Suzuki,88.38,1.46,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,tAmOH,water,,
Suzuki,95.12,1.72,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,Dioxane,water,,
Suzuki,84.46,0.49,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki-in-situ,100.0,1.82,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,"K3PO4, KOPiv",TBME,water,iPrOH,
Suzuki,90.11,1.3,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Suzuki,81.8,0.96,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,THF,water,,
Suzuki,91.11,0.09,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,Na2CO3,MeTHF,water,,
Suzuki,94.93,0.6,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,K2CO3,THF,water,,
Suzuki,83.29,0.16,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,XantPhos Pd G2,XantPhos,K2CO3,Dioxane,water,,
Suzuki,94.97,0.54,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,iPrOH,water,,
Suzuki,100.0,1.99,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K3PO4,DMF,water,,
Suzuki,84.8,0.95,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,RuPhos Pd(crotyl)Cl,RuPhos,K3PO4,PhMe,water,,
Suzuki,93.55,0.55,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,THF,water,,
Suzuki,88.08,0.18,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,water,,Potassium 2-ethylhexanoate,
Suzuki,92.93,1.91,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,anisole,water,TBAC,
Suzuki,98.56,0.74,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,tAmOH,water,water,
Suzuki,83.29,1.62,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Cs2CO3,EtOH,water,,
Suzuki,95.92,1.48,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dcypfPdCl2,dcypf,K3PO4,tAmOH,water,"TBAC, TPGS-750M",
Suzuki,96.46,1.5,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,iPrOAc,water,,
Suzuki,90.31,1.31,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,THF,water,,
Suzuki,87.67,1.24,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,tAmOH,water,,
Suzuki,86.95,1.42,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,THF,water,,
Suzuki,86.67,1.42,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,MeTHF,water,,
Suzuki,94.73,1.64,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,Dioxane,water,,
Suzuki,83.31,1.68,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,iPrOAc,,water,
Suzuki,84.94,0.62,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,CPME,water,,
Suzuki,82.13,1.55,ArBF3K,ArCl,ArCl,ArBF3K,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,Na2CO3,MeCN,water,,
Suzuki,83.58,1.41,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,tAmOH,,water,
Suzuki,96.01,1.28,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,THF,water,,
Suzuki,81.76,2.42,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,Dioxane,,water,
Suzuki,80.52,0.1,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki-in-situ,100.0,1.82,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,"K3PO4, KOPiv",PhMe,water,iPrOH,
Suzuki,100.0,1.72,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeTHF,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,THF,water,,
Suzuki,81.14,1.16,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Dioxane,water,,
Suzuki,91.34,0.47,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,THF,water,,
Suzuki,82.38,2.13,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,Dioxane,water,TBAB,
Suzuki,94.68,1.01,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,water,,Potassium 2-ethylhexanoate,
Suzuki,98.77,0.75,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,Dioxane,water,,
Suzuki,97.19,1.54,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,94.89,1.45,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,THF,water,,
Suzuki,87.69,1.24,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,Dioxane,water,,
Suzuki,88.91,1.48,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,THF,water,,
Suzuki,92.35,1.14,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,THF,water,,
Suzuki-in-situ,92.81,1.61,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,"K3PO4, Potassium 2-ethylhexanoate",THF,water,iPrOH,
Suzuki,91.53,1.28,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,tAmOH,water,,
Suzuki,87.31,-0.61,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,MeTHF,water,,
Suzuki,92.16,0.5,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K2CO3,THF,water,,
Suzuki,80.43,1.13,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,PEPPSI-IPENT,IPENT,K3PO4,Dioxane,water,,
Suzuki,84.01,0.92,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,PhMe,water,,
Suzuki,86.08,0.27,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,THF,water,,
Suzuki,91.64,0.62,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,water,,Potassium 2-ethylhexanoate,
Suzuki,83.59,0.28,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,THF,water,,
Suzuki,88.15,1.25,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,THF,water,,
Suzuki,88.29,0.75,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dpppPdCl2,dppp,KOH,CPME,water,,
Suzuki,90.37,1.07,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki-in-situ,89.14,1.5,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,"K3PO4, Potassium 2-ethylhexanoate",TBME,water,iPrOH,
Suzuki,86.42,1.11,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd G2,XPhos,Na2CO3,tAmOH,water,,
Suzuki,90.42,0.96,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Cs2CO3,MeTHF,,,
Suzuki,100.0,1.72,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,MeTHF,water,,
Suzuki,92.92,0.53,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,THF,water,,
Suzuki,87.62,1.52,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,DMF,water,,
Suzuki,85.82,1.0,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,PhMe,water,,
Suzuki,92.55,0.51,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,THF,water,,
Suzuki,83.63,-0.38,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,Na2CO3,water,,Potassium 2-ethylhexanoate,
Suzuki,100.0,2.17,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,anisole,water,,
Suzuki,84.2,0.3,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Cs2CO3,PhMe,water,,
Suzuki,98.62,0.74,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki,94.02,1.42,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki,89.33,-0.24,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,MeCN,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,MeCN,water,,
Suzuki,83.22,0.16,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K2CO3,MeCN,water,,
Suzuki,93.95,0.36,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K2CO3,Dioxane,water,,
Suzuki,84.34,0.93,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,Dioxane,water,,
Suzuki,89.67,0.4,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,MeTHF,water,,
Suzuki,83.48,1.67,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,MeOH,PhMe,,
Suzuki,90.88,0.53,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,,
Suzuki,89.75,1.79,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOH,iPrOH,water,,
Suzuki,89.52,1.78,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,PhMe,water,LiCl,
Suzuki,81.53,1.09,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,tAmOH,water,,
Suzuki,96.88,1.51,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,K3PO4,tAmOH,water,TBAC,
Suzuki,82.88,0.54,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,KOH,PrOH,water,,
Suzuki,97.48,2.83,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,Brij 35,,,
Suzuki,97.2,1.33,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,87.58,2.48,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,PhMe,water,,
Suzuki,95.31,1.73,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,Dioxane,water,,
Suzuki,91.76,1.2,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,89.83,1.29,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,tAmOH,water,,
Suzuki,90.83,0.04,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,MeCN,water,,
Suzuki,93.43,0.54,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,MeCN,water,,
