canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status
COc1cc(-c2cnc(F)c(F)c2)cc(OC)c1OC>>COc1cc(-c2c[nH]c(=NN)c(F)c2)cc(OC)c1OC,(intramolecular HeteroAr–F / Ar–H) OR (intramolecular HeteroAr–F / HeteroAr–H) →,C_N_Coupling,,ambiguous_reactants
Brc1cccc2[nH]ccc12.c1ccc2c(c1)Nc1ccccc1S2>>Brc1cccc2[nH]cc(N3c4ccccc4Sc4ccccc43)c12,(Ar1–Br + Ar2–H) OR (Ar–Br + HeteroAr1–HeteroAr2–NH) OR (intramolecular Ar–Br / AromN–H) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–Br / HeteroAr–H) →,C_N_Coupling,,ambiguous_reactants
C#Cc1ccccc1.COc1ccc(NC(=N)c2ccccc2Cl)cc1OC>>COc1ccc(-n2c(-c3ccccc3)cc3ccccc3c2=O)cc1OC,(Ar1–Cl + Ar2–H) OR (Ar–Cl + R–C≡C–H) OR (intramolecular Ar1–Cl / Ar2–Alkenyl–NH) OR (intramolecular Ar1–Cl / Ar2–H) OR (intramolecular Ar–Cl / Alkenyl–NH) OR (intramolecular Ar–Cl / Ar–H) →,C_N_Coupling,,ambiguous_reactants
Cc1ccccc1N=C(NN)C(F)(F)F.Ic1ccccc1.O=COc1cc(OC=O)cc(OC=O)c1>>Cc1ccccc1-n1c(-c2ccccc2)nnc1C(F)(F)F,(Ar1–I + Ar2–H) OR (Ar–I + N–NH2) OR (Ar–I + R–NH–NH) OR (intramolecular Ar–I / Ar–H) →,C_N_Coupling,,ambiguous_reactants
C[C@@H](N)c1ccccc1.FC(F)(F)c1cncc(Br)c1>>C[C@@H](Nc1cncc(C(F)(F)F)c1)c1ccccc1,HeteroAr–Br + R–NH2 → HeteroAr–NH–R; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
COC(=O)c1ccc(Br)c(N=C(Nc2ccc(OC)cc2C)C(F)(F)F)c1>>COC(=O)c1ccc2c(c1)nc(C(F)(F)F)n2-c1ccc(OC)cc1C,intramolecular (5-membered ring) Ar1–Br / Ar2–Alkenyl–NH → Ar1–N(Ar2)(Alkenyl); edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C[C@H](N)C(C)(C)C.Fc1cc(F)c(-c2c(Cl)nc3ncnn3c2Cl)c(F)c1>>C[C@H](Nc1c(-c2c(F)cc(F)cc2F)c(Cl)nc2ncnn12)C(C)(C)C,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CNCCc1ccc(OC)cc1.O=C(NCC1CC1)c1cc(N2CCOCC2)nc(Cl)n1>>COc1ccc(CCN(C)c2nc(C(=O)NCC3CC3)cc(N3CCOCC3)n2)cc1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
O=C(NCC1CC1)c1cc(N2CCOCC2)nc(Cl)n1.O=C(OCc1ccccc1)N1CCNCC1c1ccccc1>>O=C(NCC1CC1)c1cc(N2CCOCC2)nc(N2CCN(C(=O)OCc3ccccc3)C(c3ccccc3)C2)n1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1COCCN1.CCNC(=O)c1cc(Cl)nc(Cl)n1>>CCNC(=O)c1cc(N2CCOCC2)nc(Cl)n1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1NCC12COC2.O=C(NCC1CC1)c1cc(Cl)nc(Cl)n1.O=C(O)C(=O)O>>O=C(NCC1CC1)c1cc(N2CC3(COC3)C2)nc(Cl)n1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CC(C)(C)OC(=O)N[C@H]1C[C@@H](I)C1.Clc1n[nH]c2ccccc12>>CC(C)(C)OC(=O)N[C@H]1C[C@H](n2nc(Cl)c3ccccc32)C1,(HeteroAr–Cl + RO–C(O)–NHR) OR (intramolecular HeteroAr1–Cl / AromN–H) OR (intramolecular HeteroAr–Cl / Ar–H) →,C_N_Coupling,,ambiguous_reactants
Cn1ncc2c(=O)[nH]c(SCc3cccc(F)c3)cc21.OB(O)c1ccccc1>>Cn1ncc2c(=O)n(-c3ccccc3)c(SCc3cccc(F)c3)cc21,Ar–B(OH)2 + AromN–H → Ar–AromN; edits: C–O bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,chan_lam,family_overlay
COCCN.C[C@@H]1CN(c2c(C3OCCO3)cc3c(-n4ncnc4Cl)noc3c2F)C[C@@H](C)O1>>COCCNc1ncnn1-c1noc2c(F)c(N3C[C@@H](C)O[C@H](C)C3)c(C3OCCO3)cc12,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1CCNC1.Cn1c(Cl)nc2ccccc21>>C1CCNC1.Cl.Cn1c(N2CCCC2)nc2ccccc21,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
FC1(F)CC(c2n[nH]cc2Oc2ccnc(Cl)c2)C1.OB(O)C1CC1>>FC1(F)CC(c2nn(C3CC3)cc2Oc2ccnc(Cl)c2)C1,R–B(OH)2 + AromN–H → R–AromN; edits: C–O bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,chan_lam,family_overlay
COc1ccc(-c2ccc(Br)nc2)cc1C.Fc1cccc2[nH]ccc12>>COc1ccc(-c2ccc(-n3ccc4c(F)cccc43)nc2)cc1C,HeteroAr1–Br + AromN–H → HeteroAr1–AromN; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CC[C@@H]1COCCN1.C[C@@H]1COCCN1c1nc(Cl)nc(Cl)n1.Cl>>CC[C@@H]1COCCN1c1nc(Cl)nc(N2CCOC[C@H]2C)n1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CN1CCNCC1.O=[N+]([O-])c1ccc(F)cc1>>CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1,Ar–F + R1R2–NH → Ar–NR1R2; edits: C–F bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1CC2(CCN1)OCCO2.Nc1nnc(Cl)cc1Br>>Nc1nnc(Cl)cc1N1CCC2(CC1)OCCO2,HeteroAr–Br + R1R2–NH → HeteroAr–NR1R2; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CCCCCCN.NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1F>>CCCCCCNc1cc(Cl)c(C(=O)O)cc1S(N)(=O)=O,Ar–F + R–NH2 → Ar–NH–R; edits: C–F bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
COc1ccc(N)c(C(=O)O)c1.Cc1ccc(F)c([N+](=O)[O-])c1>>COc1ccc(Nc2ccc(C)cc2[N+](=O)[O-])c(C(=O)O)c1,Ar1–F + Ar2–NH2 → Ar1–NH–Ar2; edits: C–F bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1CNCCN1.Fc1ccccc1Cn1nc(-c2ncc(F)c(Cl)n2)cc1-c1ccon1>>Fc1ccccc1Cn1nc(-c2ncc(F)c(N3CCNCC3)n2)cc1-c1ccon1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1COCCN1.O=C(Nc1cccc2cccnc12)c1ccc(Cl)cc1>>O=C(Nc1cccc2cccnc12)c1ccc(Cl)cc1N1CCOCC1,(Ar–Cl + R1R2–NH) OR (intramolecular Ar1–Cl / Ar2–H) OR (intramolecular Ar1–Cl / R–C(O)–NHR) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–Cl / HeteroAr–H) →,C_N_Coupling,,ambiguous_reactants
CS(C)=O.Cc1cc(C(=N)Nc2ccccc2)ccc1F>>Cc1cc(C2=NCOCN2c2ccccc2)ccc1F,(intramolecular Ar1–F / Ar2–Alkenyl–NH) OR (intramolecular Ar1–F / Ar2–H) OR (intramolecular Ar–F / Alkenyl–NH) OR (intramolecular Ar–F / Ar–H) →,C_N_Coupling,,ambiguous_reactants
N#Cc1c(F)cc(B(O)O)cc1F.O=C(NC1CC(F)C1)c1cc2cccnc2[nH]1>>N#Cc1c(F)cc(-n2c(C(=O)NC3CC(F)C3)cc3cccnc32)cc1F,Ar–B(OH)2 + AromN–H → Ar–AromN; edits: C–B bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,chan_lam,family_overlay
C(#Cc1ccccc1)c1ccccc1.COc1ccc(NC(=O)c2cc(N)ccc2F)cc1>>COc1ccc(-n2c(-c3ccccc3)c(-c3ccccc3)c3ccc(N)cc3c2=O)cc1,(Ar1–F + Ar2–H) OR (intramolecular Ar1–F / Ar2–H) OR (intramolecular Ar1–F / R–C(O)–NHR) OR (intramolecular Ar–F / Ar–H) OR (intramolecular Ar–F / Ar–NH2) →,C_N_Coupling,,ambiguous_reactants
C1CCN(C2CCNCC2)CC1.Cc1ccc(O)cc1>>Cc1ccc(N2CCC(N3CCCCC3)CC2)cc1,,C_N_Coupling,,unavailable
COc1cc(F)cc([C@@H](CO)NC(=O)[C@@H](C)N2Cc3ccc(-c4nc(Cl)ncc4Cl)cc3C2=O)c1.NC1COC1>>COc1cc(F)cc([C@@H](CO)NC(=O)[C@@H](C)N2Cc3ccc(-c4nc(NC5COC5)ncc4Cl)cc3C2=O)c1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CC(C)(CN)c1ccc(F)cc1.Clc1nc(Br)ns1>>CC(C)(CNc1nc(Br)ns1)c1ccc(F)cc1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Cc1cccc(N)c1.FC(F)(F)c1cccc(I)c1>>Cc1cccc(Nc2cccc(C(F)(F)F)c2)c1,Ar1–I + Ar2–NH2 → Ar1–NH–Ar2; edits: C–I bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
COc1c(N)cccc1-c1cccnn1.[2H]C([2H])([2H])NC(=O)c1nnc(Cl)cc1Cl>>[2H]C([2H])([2H])NC(=O)c1nnc(Cl)cc1Nc1cccc(-c2cccnn2)c1OC,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CCOC(=O)c1csc(Br)n1.COc1cccc(-c2n[nH]cc2Br)c1>>CCOC(=O)c1csc(-n2cc(Br)c(-c3cccc(OC)c3)n2)n1,HeteroAr1–Br + AromN–H → HeteroAr1–AromN; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Cc1nc(-c2ccc(Br)cc2)cs1.O=C1CCCN1>>Cc1nc(-c2ccc(N3CCCC3=O)cc2)cs1,Ar–Br + R–C(O)–NHR → Ar–N(C(O)–R)(R); edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Clc1nc(Cl)c2ncn(C3CCCC3)c2n1.Nc1ccc(C(=O)O)cc1>>O=C(O)c1ccc(Nc2nc(Cl)nc3c2ncn3C2CCCC2)cc1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Cc1cccc(N)c1.O=c1[nH]c(-c2ccccc2Br)no1>>Cc1cccc(-n2nc(N)c3ccccc32)c1,(Ar1–Br + Ar2–H) OR (Ar1–Br + Ar2–NH2) OR (intramolecular Ar–Br / AromN–H) OR (intramolecular Ar–Br / Ar–H) →,C_N_Coupling,,ambiguous_reactants
CCN1CCN(c2ccc(N)cc2)CC1.CS(=O)(=O)Nc1cccc(-c2csc3cnc(Cl)nc23)c1>>CCN1CCN(c2ccc(Nc3ncc4scc(-c5cccc(NS(C)(=O)=O)c5)c4n3)cc2)CC1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Fc1ccc(-c2ccncc2)cc1.O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1>>O=[N+]([O-])c1ccc(-[n+]2ccc(-c3ccc(F)cc3)cc2)c([N+](=O)[O-])c1.[Cl-],(Ar1–Cl + Ar2–H) OR (Ar1–F + Ar2–H) OR (Ar–Cl + HeteroAr–H) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–F / Ar–H) OR (intramolecular Ar–F / HeteroAr–H) →,C_N_Coupling,,ambiguous_reactants
COC(=O)/C(=C\N(C)C)C(=O)c1cccnc1Cl.Nc1ccc(Br)cc1>>COC(=O)c1cn(-c2ccc(Br)cc2)c2ncccc2c1=O,(Ar–Br + HeteroAr–H) OR (HeteroAr–C(Alkenyl)=O + Ar–NH2) OR (HeteroAr–Cl + Ar–H) OR (HeteroAr–Cl + Ar–NH2) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–Br / Ar–NH2) OR (intramolecular HeteroAr–Cl / HeteroAr–H) →,C_N_Coupling,,ambiguous_reactants
COC(=O)/C(=C\N(C)C)C(=O)c1cccnc1Cl.COc1ccc(N)cc1>>COC(=O)c1cn(-c2ccc(OC)cc2)c2ncccc2c1=O,(HeteroAr–C(Alkenyl)=O + Ar–NH2) OR (HeteroAr–Cl + Ar–H) OR (HeteroAr–Cl + Ar–NH2) OR (intramolecular HeteroAr–Cl / HeteroAr–H) →,C_N_Coupling,,ambiguous_reactants
C1COCCN1.Fc1ccc(CCOc2cc(Cl)ncn2)cc1>>Fc1ccc(CCOc2cc(N3CCOCC3)ncn2)cc1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1COCCN1.Clc1cnc2ccc(Br)cc2n1>>Brc1ccc2ncc(N3CCOCC3)nc2c1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Ic1ccccc1.NC(Cc1ccc(F)cc1)C(=O)O>>O=C(O)[C@H](Cc1ccc(F)cc1)Nc1ccccc1,(Ar1–F + Ar2–H) OR (Ar1–I + Ar2–H) OR (Ar–I + R–NH2) OR (intramolecular Ar–F / Ar–H) OR (intramolecular Ar–F / R–NH2) OR (intramolecular Ar–I / Ar–H) OR (intramolecular R1–C(O)OH / R2–NH2) →,C_N_Coupling,,ambiguous_reactants
COc1cc2nc(N)[nH]c2cc1OC.Cc1cc(Cl)nc(-n2nc(C)cc2C)n1>>COc1cc2nc(Nc3cc(C)nc(-n4nc(C)cc4C)n3)[nH]c2cc1OC,HeteroAr1–Cl + HeteroAr2–NH2 → HeteroAr1–NH–HeteroAr2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CC(C)(C)OC(=O)N1CCNCC1.CCCCn1c(-c2ccccc2)cc(C=O)c1Br>>CCCCn1c(-c2ccccc2)cc(C=O)c1N1CCN(C(=O)OC(C)(C)C)CC1,HeteroAr–Br + R1R2–NH → HeteroAr–NR1R2; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Brc1cccc2cccc(-c3c4[nH]c5ccccc5c4c(-c4cccc5cccc(Br)c45)c4[nH]c5ccccc5c34)c12>>c1cc2cccc3c2c(c1)c1c2c4ccccc4n4c5cccc6cccc(c65)c(c5c6ccccc6n3c15)c24,(intramolecular Ar1–Br / Ar2–H) OR (intramolecular Ar–Br / AromN–H) OR (intramolecular Ar–Br / Ar–H) →,C_N_Coupling,,ambiguous_reactants
O=C(Nc1ccc(Br)c2ccccc12)c1ccccn1.O=C(ONC1CCCCC1)c1ccccc1>>O=c1n(-c2ccccn2)c2c3ccccc3c(Br)cc2n1C1CCCCC1,(Ar1–Br + Ar2–H) OR (Ar–Br + R–O–NH) OR (intramolecular Ar1–Br / Ar2–H) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–Br / HeteroAr–H) OR (intramolecular Ar–Br / R–C(O)–NHR) →,C_N_Coupling,,ambiguous_reactants
C#Cc1cccc(N)c1.COCCOc1cc2ncnc(Cl)c2cc1OCCOC>>C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1COCCN1.O=Cc1ccc(F)c(Cl)c1>>O=Cc1ccc(N2CCOCC2)c(Cl)c1,Ar–F + R1R2–NH → Ar–NR1R2; edits: C–F bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CC(C)(C)OC(=O)N[C@@H]1COCC12CCN(c1cnc(C(=O)c3cccc(Cl)c3Cl)c(Cl)n1)CC2>>CC(C)(C)OC(=O)N[C@@H]1COCC12CCN(c1cnc3c(-c4cccc(Cl)c4Cl)n[nH]c3n1)CC2,(intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–Cl / HeteroAr–H) OR (intramolecular Ar–Cl / RO–C(O)–NHR) OR (intramolecular HeteroAr–Cl / Ar–H) OR (intramolecular HeteroAr–Cl / HeteroAr–H) OR (intramolecular HeteroAr–Cl / RO–C(O)–NHR) →,C_N_Coupling,,ambiguous_reactants
CC(C)(C)OC(=O)NCCCN.O=[N+]([O-])c1cnc(Cl)cc1Cl>>CC(C)(C)OC(=O)NCCCNc1cc(Cl)ncc1[N+](=O)[O-],HeteroAr–Cl + R–NH2 → HeteroAr–NH–R; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CC(C)(C)OC(=O)NCCCNc1nc(Cl)ncc1I.NCCc1ccccc1>>CC(C)(C)OC(=O)NCCCNc1nc(NCCc2ccccc2)ncc1I,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C=C[S@@](=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1.C[Si](C)(C)C#CI1OC(=O)c2ccccc21.Ic1ccccc1>>C=C[S@@](=O)c1ccccc1N(C#Cc1ccccc1)S(=O)(=O)c1ccc(C)cc1,(Ar1–I + Ar2–H) OR (Ar1–I + R–S(O)2–NHR) OR (Ar–I + Alkynyl–SiR3) OR (Ar–I + H2C=CHR1) OR (intramolecular Ar–I / Ar–H) →,C_N_Coupling,,ambiguous_reactants
CC(C)(C)OC(=O)c1ccc(Br)cc1.O=C(OCc1ccccc1)N1CCNCC1>>CC(C)(C)OC(=O)c1ccc(N2CCN(C(=O)OCc3ccccc3)CC2)cc1,Ar–Br + R1R2–NH → Ar–NR1R2; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1COCCN1.Cc1nn(C)c(C)c1/N=N/c1ccccc1F>>Cc1nn(C)c(C)c1/N=N/c1ccccc1N1CCOCC1.Cc1nn(C)c(C)c1/N=N\c1ccccc1N1CCOCC1,Ar–F + R1R2–NH → Ar–NR1R2; edits: C–F bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1COCCN1.FC(F)(F)COc1ccc(Oc2ccc(Br)cc2)cc1>>FC(F)(F)COc1ccc(Oc2ccc(N3CCOCC3)cc2)cc1,Ar–Br + R1R2–NH → Ar–NR1R2; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1CCNCC1.Clc1cncnc1>>c1ncc(N2CCCCC2)cn1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Brc1cccc2ccccc12.Cc1ccc(S(=O)(=O)NN=Cc2ccccc2)cc1.c1ccc2c(c1)CCN2>>c1ccc(Cc2ccc(N3CCc4ccccc43)c3ccccc23)cc1,(Ar1–Br + Ar2–H) OR (Ar–Br + HeteroAr–R–NH) OR (Ar–Br + R–S(O)2–NHR) OR (intramolecular Ar1–Br / Ar2–H) OR (intramolecular Ar–Br / Ar–H) →,C_N_Coupling,,ambiguous_reactants
COc1cc(C(=O)c2nc(Cl)nc3ccsc23)cc(OC)c1OC.FC1(F)CCNC1>>COc1cc(C(=O)c2nc(N3CCC(F)(F)C3)nc3ccsc23)cc(OC)c1OC,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1=CCNC1.COc1cc(C(=O)c2nc(Cl)nc3ccsc23)cc(OC)c1OC>>COc1cc(C(=O)c2nc(N3CC=CC3)nc3ccsc23)cc(OC)c1OC,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
COc1cc(N)cc(OC)c1OC.FC(F)(F)c1ccc2ncnc(Cl)c2c1>>COc1cc(Nc2ncnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
Clc1ccc2c(c1)[nH]c1ccccc12.N#Cc1ccc(Cl)cc1>>N#Cc1ccc(-n2c3ccccc3c3ccc(Cl)cc32)cc1,Ar–Cl + AromN–H → Ar–AromN; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C=CCN(C(=O)Nc1ccc(OC)cc1)C(F)(F)F.O=C1CCc2cc(Br)ccc21>>COc1ccc(N2C(=O)N(C(F)(F)F)CC2Cc2ccc3c(c2)CCC3=O)cc1,(Ar1–Br + Ar2–H) OR (Ar1–Br + R2N–C(O)–NHR) OR (Ar–Br + H2C=CHR1) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–Br / activated C–H) →,C_N_Coupling,,ambiguous_reactants
COc1ccc(C(=O)CSc2nc(Cl)c(C#N)c(C(C)C)n2)cc1.Nc1ccc(S(N)(=O)=O)cc1>>COc1ccc(C(=O)CSc2nc(Nc3ccc(S(N)(=O)=O)cc3)c(C#N)c(C(C)C)n2)cc1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1COCCN1.Clc1ccc(Cc2ccccn2)cc1>>c1ccc(Cc2ccc(N3CCOCC3)cc2)nc1,Ar–Cl + R1R2–NH → Ar–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CCCCN.Cc1ccc([N+](=O)[O-])c(F)c1>>CCCCNc1cc(C)ccc1[N+](=O)[O-],Ar–F + R–NH2 → Ar–NH–R; edits: C–F bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CCCCN.Cc1cc(C)cc(Cl)c1>>CCCCNc1cc(C)cc(C)c1,Ar–Cl + R–NH2 → Ar–NH–R; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C1CCNC1.CC(C)(C)c1ccc(Cl)cc1>>CC(C)(C)c1ccc(N2CCCC2)cc1,Ar–Cl + R1R2–NH → Ar–NR1R2; edits: C–Cl bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CCCCN.COc1c(C)cc(Br)cc1C>>CCCCNc1cc(C)c(OC)c(C)c1,Ar–Br + R–NH2 → Ar–NH–R; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
FC(F)(F)Oc1ccc(Br)cc1.NCc1ccccc1>>FC(F)(F)Oc1ccc(NCc2ccccc2)cc1,Ar–Br + R–NH2 → Ar–NH–R; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
C[C@H]1CC[C@H](N)CC1.FC(F)(F)Oc1ccc(Br)cc1>>C[C@H]1CC[C@H](Nc2ccc(OC(F)(F)F)cc2)CC1,Ar–Br + R–NH2 → Ar–NH–R; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
FC(F)(F)Oc1ccc(Br)cc1.FC1(F)CNC1>>FC1(F)CN(c2ccc(OC(F)(F)F)cc2)C1,Ar–Br + R1R2–NH → Ar–NR1R2; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
NCCCc1ccccc1Br>>c1ccc2c(c1)CCCN2,intramolecular (6-membered ring) Ar–Br / R–NH2 → Ar–NH–R; edits: C–Br bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CC(C)(C)OC(=O)C(C)(C)Oc1cccc(Br)c1.CC(C)c1ccc(CNC(=O)C2CCCN(C(=O)OC(C)(C)C)C2)cc1>>CC(C)c1ccc(CNC(=O)C2CCCN(c3cccc(OC(C)(C)C(=O)OC(C)(C)C)c3)C2)cc1,(Ar1–Br + Ar2–H) OR (Ar–Br + R–C(O)–NHR) OR (Ar–Br + activated C–H) OR (intramolecular Ar–Br / Ar–H) →,C_N_Coupling,,ambiguous_reactants
Clc1ccc(NCCCNc2ccc(Cl)cc2)cc1>>Clc1ccc(N2CCCN2c2ccc(Cl)cc2)cc1,(intramolecular Ar1–Cl / Ar2–H) OR (intramolecular Ar1–Cl / Ar2–NH–R) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–Cl / Ar–NH–R) →,C_N_Coupling,,ambiguous_reactants
NCc1ccccc1OC(F)F.O=[N+]([O-])c1cc(F)ccc1F>>O=[N+]([O-])c1cc(F)ccc1NCc1ccccc1OC(F)F,Ar–F + R–NH2 → Ar–NH–R; edits: C–F bond cleavage; C–N bond formation; N–H loss,C_N_Coupling,,exact_reconstruction
CCOc1nc(OCC)nc(-c2ccccc2)n1.CN>>CCOc1nc(NC)nc(-c2ccccc2)n1,,C_N_Coupling,,unavailable
Cc1ccc(S(=O)(=O)NN=CC=Cc2ccccc2)cc1.O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1>>Cc1ccc(S(=O)(=O)c2ccccc2)cc1.c1ccc(-c2ccn(-c3ccccc3)n2)cc1,,C_N_Coupling,,unavailable
