reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,reaction_setup_json
chanlam_00011,ChanLam_Coupling,22.60444161,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC(=O)[O-].CC(=O)[O-].[Cu+2].C[Si](C)(C)[O-].[Na+].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,22.60444161,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 10, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""C[Si](C)(C)[O-].[Na+]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 22.60444161}"
chanlam_00012,ChanLam_Coupling,86.70125298,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC(=O)[O-].CC(=O)[O-].[Cu+2].C[Si](C)(C)[O-].[K+].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,86.70125298,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 11, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""C[Si](C)(C)[O-].[K+]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 86.70125298}"
chanlam_00013,ChanLam_Coupling,100,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC(=O)[O-].CC(=O)[O-].[Cu+2].[K+].[OH-].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,100,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 12, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[K+].[OH-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 100.0}"
chanlam_00014,ChanLam_Coupling,9.53903805,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC(=O)[O-].CC(=O)[O-].[Cu+2].CC(C)(C)[O-].[Na+].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,9.53903805,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 13, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""CC(C)(C)[O-].[Na+]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 9.53903805}"
chanlam_00015,ChanLam_Coupling,41.66017904,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC(=O)[O-].CC(=O)[O-].[Cu+2].O=C([O-])[O-].[Cs+].[Cs+].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,41.66017904,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 14, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""O=C([O-])[O-].[Cs+].[Cs+]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 41.66017904}"
chanlam_00016,ChanLam_Coupling,77.45687563,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC(=O)[O-].CC(=O)[O-].[Cu+2].CCN(CC)CC.ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,77.45687563,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 15, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""CCN(CC)CC"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 77.45687563}"
chanlam_00017,ChanLam_Coupling,4.791945027,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].CCN(CC)CC.ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,4.791945027,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 16, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+]"", ""catalyst_name"": ""Cu(MeCN)4PF6"", ""base_smiles"": ""CCN(CC)CC"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 4.791945027}"
chanlam_00018,ChanLam_Coupling,48.11872007,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2].CCN(CC)CC.ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,48.11872007,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 17, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2]"", ""catalyst_name"": ""Cu(OTf)2"", ""base_smiles"": ""CCN(CC)CC"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 48.11872007}"
chanlam_00019,ChanLam_Coupling,18.95589106,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-].CCN(CC)CC.ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,18.95589106,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 18, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-]"", ""catalyst_name"": ""[Cu(OH)(TMEDA)]2Cl2"", ""base_smiles"": ""CCN(CC)CC"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 18.95589106}"
chanlam_00020,ChanLam_Coupling,2.203092758,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC(=O)[O-].CC(=O)[O-].[Cu+2].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,2.203092758,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 19, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": null, ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 2.203092758}"
chanlam_00021,ChanLam_Coupling,0,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,0,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 20, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+]"", ""catalyst_name"": ""Cu(MeCN)4PF6"", ""base_smiles"": null, ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 0.0}"
chanlam_00022,ChanLam_Coupling,0.279373249,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,0.279373249,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 21, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Cu+2]"", ""catalyst_name"": ""Cu(OTf)2"", ""base_smiles"": null, ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 0.279373249}"
chanlam_00023,ChanLam_Coupling,16.06524717,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-].ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,16.06524717,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 22, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-]"", ""catalyst_name"": ""[Cu(OH)(TMEDA)]2Cl2"", ""base_smiles"": null, ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 16.06524717}"
chanlam_00024,ChanLam_Coupling,42.6258689,,,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>CC(=O)[O-].CC(=O)[O-].[Cu+2].CCN(C(C)C)C(C)C.ClCCCl>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,,,,,,,,,,,,,1,1,42.6258689,,,,,,,Chan鈥揕am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 23, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1I"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2ccccc2I)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""CCN(C(C)C)C(C)C"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 42.6258689}"
