material_id,condition_core_id,condition_group_id,centroid_similarity,assignment_margin,assignment_status,observation_count,exact_recipe_id_count,core_display,solvent_cross_reference,additive_cross_reference,other_context_cross_reference,complete_condition_display,assignment_reason,parse_warnings
CMAT1:be7edcbe1a948a77c4959567b7100ed8472da67f206060f03a238b829ca5265f,CCOREPOC1:d5529586114155589dcefde1b38a3085b1c3fdd2284f56585dcf4a8974836b72,CGPOC2:3158fad106b1225cd58b40eb0474bc377cab713702d30071dc6b4c585186df16,1.0,0.062138,supported,1,1,Cs2CO3 [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand],dmac + phme,,,Cs2CO3 [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; DMAc [solvent]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be7fccfb46e5594d2d9021aa9b74e00dbde809879e6bd3781c16c54b4cde5703,CCOREPOC1:0772bf072aab473025e8766b6afe8ca28af1e7b7095b7ed89805887949f6ca0a,CGPOC2:f75a32eb2a6aea7c113942e8b688a0826a2d5d0e0b3f2d56d0d54b59a8a40a31,0.993457,0.049816,provisional,1,1,LiOtBu [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand],tamoh,,,LiOtBu [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be815461debfd0323071b121ffa65f2d4bb305078834052e5f66f0996ea63a97,CCOREPOC1:8c9c886a808aeb16f2c625734515215145af1fdb126a3c66a68c02a32e951f39,CGPOC2:7a10336da65efe5cb21b801f643e14b74677c33004e2a6e2d7f1cdc339f7ce64,0.997021,0.039675,provisional,1,1,TMP [base]; Pd-PEPPSI-IPent Cl o-picoline [catalyst]; IPENT Cl [ligand],thf,,,TMP [base]; Pd-PEPPSI-IPent Cl o-picoline [catalyst]; IPENT Cl [ligand]; THF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be84aa1383cd14f7b5c6bd4e557d87ed23e835449e2e35d71279a4cedda6dbad,CCOREPOC1:69550448d0247600b3600c3dc690f15df305b65657fc48fdf58f3af037d00a31,CGPOC2:46da7957c67de8958a6e51e310e5b61016945d9aa41d29edf52f74889bfbd3ab,0.944257,0.047828,provisional,1,1,Cs2CO3 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand],dmi,tbab,,TBAB [additive]; Cs2CO3 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; DMI [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be853bd2d4f8ca9fecc2b51774dca37931ffaf8fa3e8575d3f50664dbacd3171,CCOREPOC1:3f273f46f2fbad38d03cf734c5726098b957a8c39ace3df624db4b797df5a628,CGPOC2:9391e57f727dda7f1b28f535b560dbc6f04eb8e3ddc3048a29a8c5ba16b733aa,0.986638,0.079191,supported,1,1,SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand],dmi,tmeda,,TMEDA [additive]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; DMI [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be8575f001c00bbca033f65f5f693716c9eb7bfeba4945df42416b5a7839b5e7,CCOREPOC1:8e896f571676bb78e308354ba567e460423e766d8f7093c2b8b6e5fc6295906b,CGPOC2:9635021a0ac1fb2366d1eb1987b3c6ba1287e66c0c032f457cf8cf1d4f4fcee9,0.984968,0.078489,supported,1,1,Zinc acetate [base]; dppf Pd G3 [catalyst]; dppf [ligand],phme,,,Zinc acetate [base]; dppf Pd G3 [catalyst]; dppf [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be85c40262f779b3660c71fc3bdfa28be57c88c76687929f244aacbd3a44840c,CCOREPOC1:9aed9158d611917412f23e9ce88e8e2dc8555ce288953a1a38a0d8ef91daec8f,CGPOC2:c1a2e5f80b74eba44ca895786042a5eebc75b7d6d756d09e26e733bf4de65e42,0.998108,0.243758,supported,2,2,K2CO3 [base]; Cu(MeCN)4BF4 [catalyst]; NN-Dibenzyloxamide [ligand],anisole,,,K2CO3 [base]; Cu(MeCN)4BF4 [catalyst]; NN-Dibenzyloxamide [ligand]; anisole [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be8a758ffcbc649c9b3a6009c81fbec13cd2dd4599527f3d08c3b6f5fbd7b6e4,CCOREPOC1:5dccf38219dcba4fc83ae205ad018856c836a5aad01663d86012de1a915f8688,CGPOC2:12ef0a7433080e0ffbd1371bb1af2f61586eee6752dd89b7617b44e670a124db,0.944959,0.076085,supported,1,1,Na2CO3 [base]; P(tBu)(Cy)2)2PdCl2 [catalyst]; P(tBu)(Cy)2 [ligand],iproac + water,,,Na2CO3 [base]; P(tBu)(Cy)2)2PdCl2 [catalyst]; P(tBu)(Cy)2 [ligand]; iPrOAc [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be8b556c6d854f7f36c5f62ee64917a8d36028fe488e4dd6fc4a7bff4194f7d4,CCOREPOC1:5244b30589dbf65fe17a03b34bc8298cfee8b95186d66428b1e30e3ee77a374e,CGPOC2:9635021a0ac1fb2366d1eb1987b3c6ba1287e66c0c032f457cf8cf1d4f4fcee9,0.991622,0.072217,supported,3,2,NaHCO3 [base]; dppfPdCl2 [catalyst]; dppf [ligand],etoh + water,,,NaHCO3 [base]; dppfPdCl2 [catalyst]; dppf [ligand]; EtOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be8ba1070102d643e70de1ba0a80ead4788fa802b2b650ba973edaabb2ca0222,CCOREPOC1:b0824c5c58134a78918fec3ea709f742ca7adb93d87583db1e5f13db6dc8e822,CGPOC2:9635021a0ac1fb2366d1eb1987b3c6ba1287e66c0c032f457cf8cf1d4f4fcee9,0.98129,0.078068,supported,1,1,Na2CO3 [base]; dppf Pd G3 [catalyst]; dppf [ligand],tamoh,potassium 2-ethylhexanoate,,Potassium 2-ethylhexanoate [additive]; Na2CO3 [base]; dppf Pd G3 [catalyst]; dppf [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be91c55f9c63903af0dde12726327cf9f3edbcd24684d7bc0f0604f6c2502eeb,CCOREPOC1:b975f3c20930e0a38b96dd6230a8db4d1d549b6c3e11e2978a8fd088681e888a,CGPOC2:898a4befdf5f042829b4e3c507b904933357d5730c4e7b3eb53e41ef6990283c,0.908861,0.058378,supported,2,1,NEt3 [base]; MorDalphos Pd G3 [catalyst]; MorDalphos [ligand],etoh,,,NEt3 [base]; MorDalphos Pd G3 [catalyst]; MorDalphos [ligand]; EtOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be929a6e611d0dfd19a630999d70eec8bd95f7dde15fc7ee3701ef577fe3cf57,CCOREPOC1:a1ac3ded08570eccee79badb37881199fecf0db62e8b0f409b20562f24569f44,CGPOC2:db0df8b0dc51263490da0636222878b43cab4ddd379fc1809de6fbe70104cc12,0.999119,0.13633,supported,1,1,AmPhos2PdCl2 [catalyst]; AmPhos [ligand],methf,sodium octanoate,,Sodium octanoate [additive]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; MeTHF [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be9538a2df0b288549d58a42b2fc9d24169e8d887b2b9bc8f0e329ddda675a32,CCOREPOC1:331df1ee5baab6eb150070abc1096473a5b52ebfdb2cc23034884d91a8e1e0cf,CGPOC2:46da7957c67de8958a6e51e310e5b61016945d9aa41d29edf52f74889bfbd3ab,0.931601,0.046749,provisional,1,1,meCgPPh Pd G3 [catalyst]; meCgPPh [ligand],nmi,licl,,LiCl [additive]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; NMI [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be975ce723827445c6b82aa041ec49d7225be57b425a392a49679fda8583ff1c,CCOREPOC1:1bc8a97f7a703f73f892b388045c788b01d70b43d207de2db2455263ebb98e8a,CGPOC2:e550b7040d9ecbc861bb5a451a366e2b3587724296606e5dc4ccee6163ba57e8,0.999609,0.010685,review,1,1,lutidine [base]; CDI [coupling_reagent],etoac,,,lutidine [base]; CDI [coupling_reagent]; EtOAc [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be97f263fd04f2e84ffac295384fcebae7cd7d136cf8d68bc80437ebcee161b2,CCOREPOC1:37f165127bf6a12bf3c2f29798dcf03ff0e6fb268dea0baf424e09dee4341d60,CGPOC2:55bfb2bb902b7e7c798bb436b04dcaa90bac0e4478389ecd82ea2dd821f3af14,0.99991,0.058962,supported,1,1,K3PO4 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand],cpme + water,,,K3PO4 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; CPME [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be984fd62e50676a19e0e366df966562f404863ddde26028aa56b35f9a7ee63f,CCOREPOC1:31afc3033a7b3233bac8b08f86f6d633ca09d4028f979d706bc9860a88abb250,CGPOC2:e9b33da19c6dd0ae0c06431bd4e3822de51549eee11fdd69b3ca2371d6f44b3d,0.999381,0.150753,supported,1,1,K3PO4 [base]; BOP-Cl [coupling_reagent],dioxane + water,,,K3PO4 [base]; BOP-Cl [coupling_reagent]; Dioxane [solvent]; water [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be9d214dae793238e10afc29b0c4d639f28b87812fce4c3cd7d69af6fdee4c7b,CCOREPOC1:a69306febc8ca0f3a744e6b51a55f2a209522a4425a13fcae90e2d1dbe1c12b4,CGPOC2:4ea50f1b543ea90dde88dbf95a611c444af745c73341ab2bc60fad223b2f8d96,0.960582,0.060989,supported,2,2,K3PO4 [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand],dmso,,,K3PO4 [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; DMSO [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be9d56cb85693768e1d716af2478041eaca1e87a13b3d85e7ac88b8ed3259aff,CCOREPOC1:e3e2cedb939c9d4295197fa7dfe452b3fd0aa5576068c7fd9aa10e747fa875fd,CGPOC2:b70c9f6b0bcb3a4b68950e1dd6741db5b8cc15a8808dd08b4f3ddfed921e74d5,0.996052,0.058265,supported,1,1,lutidine [base]; (DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand],phme,,,lutidine [base]; (DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be9ec4fb58331e0df2f3389f5a6096360fdf07c3ac9cb0f7ae19f472b8953ba7,CCOREPOC1:d87208265423ae337d33611c15807472b1bf1fb9abea18b836e199ab4159c63b,CGPOC2:e9b33da19c6dd0ae0c06431bd4e3822de51549eee11fdd69b3ca2371d6f44b3d,0.999489,0.144025,supported,2,1,K3PO4 [base]; DIC [coupling_reagent],phme + water,hopo,,HOPO [additive]; K3PO4 [base]; DIC [coupling_reagent]; PhMe [solvent]; water [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:be9fbd9663f109a68f055aa983ef1d1e970918f408b7081e31663fe467598a83,CCOREPOC1:11e80cfc207d0398880183f28fcb8132d8f2e9c5ee87c5ecc74523c8e7e8ab29,CGPOC2:0b5d3ca47923dbd6d4b5198aa559b9669be64167f8aa0a9c0b793e62e57c7d58,1.0,0.164511,supported,2,2,DIPEA [base],thf,acrylonitrile,,acrylonitrile [additive]; DIPEA [base]; THF [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bea19989c171a074e4f4eade6e0d288fe30d6d56fb39a3d28df162d71162d615,CCOREPOC1:2bfbdf8e26c4d418cd0544c3244e58868a2924d3c9aa792af03abf9fef35db08,CGPOC2:4b31d62d21f65c3313b33bdf5a18424f9cf4166e8c37ec1dff6fb0045e6c8f73,0.999066,0.00859,review,1,1,NMM [base]; DIC [coupling_reagent],thf,dmap,,DMAP [additive]; NMM [base]; DIC [coupling_reagent]; THF [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bea59dce55e7f46f05e5302bc6d560fca2a833e252d9d0e6302943dd340ce8a4,CCOREPOC1:9e79756cdfefa68177c458d4d4ec02e7efb770994dd5ea5ea28d0f9fee172f92,CGPOC2:0b4a710a1865865329625a2372028bb0c848b9b0eb9a5ac10565239307ddde40,0.997836,0.202064,supported,1,1,NaOtBu [base]; PyClOP [coupling_reagent],dcm,,,NaOtBu [base]; PyClOP [coupling_reagent]; DCM [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bea92ce54a55b0cdf40ca244c2d22f20ae9d523560c4c31ed0b9e155405d1c64,CCOREPOC1:782833324823368cd4cadf4398cfbaab4be2258d9307cc164f48b8266ae19cb0,CGPOC2:d0819ccfbb5289cf9f7fac8d7e4c068babc75bace7dcd3ab80bcddfdbceda86d,0.993165,0.041,provisional,2,2,K3PO4 [base]; XantPhos Pd G2 [catalyst]; XantPhos [ligand],tamoh + water,,,K3PO4 [base]; XantPhos Pd G2 [catalyst]; XantPhos [ligand]; tAmOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bea9448d47402198512d99a4052a2eea863e7f07442ef6c3ec4f0fbe612b21e1,CCOREPOC1:48ce1ca86334056b587b8645c09aed22eeaab5a578fe1dc24dae2ab2ebfa011a,CGPOC2:f75a32eb2a6aea7c113942e8b688a0826a2d5d0e0b3f2d56d0d54b59a8a40a31,0.937921,0.064884,supported,3,2,DBU [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand],anisole,,,DBU [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; anisole [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beabef78c2fecb28598df5b2e31bc7acfe13db087093da7d8e12a1a575b905ed,CCOREPOC1:b5ed1b0257755f1612ca4afe0d1ca70c2c32e206f482a94e0f0f7aeb054d1e3c,CGPOC2:8682b65a16a336de17ba2ff6197780fc842d8942a64153c108ebf25b145be843,0.966089,0.581859,supported,6,5,K3PO4 [base]; tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand],dioxane,,,K3PO4 [base]; tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; Dioxane [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beadd7a2cbfe7ad3fa707ddd0212c3a4241fc1ceafba7bc295e020675fd517f8,CCOREPOC1:427d508128f9462ac92e34d8580cf2912fc71d4ecbd9ef1b2a6f07e4bc65ac5f,CGPOC2:19ec248aefe4a2a9f07d2509a5f7a990eb3e6871162ab5719329b60506532185,0.968051,0.107557,supported,1,1,KOAc [base]; FPhos Pd G6 OTES [catalyst]; FPhos [ligand],dmi,,,KOAc [base]; FPhos Pd G6 OTES [catalyst]; FPhos [ligand]; DMI [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beaf1f755027206407bcac689b0748fd97e315085349678056cf38018b61f9e7,CCOREPOC1:c18a54b035a2a4ce2c4bd82a363baaa09d8a2258bd2b5e3a85eb03c9b56587ec,CGPOC2:1db3cd50fa47729a7611c35630cd9ce21610d6cf7199b2beef29b4a1555d2d69,0.991565,0.074074,supported,14,12,KOH [base]; CataCXiumA Pd(allyl)Cl [catalyst]; CataCXiumA [ligand],phme + water,,,KOH [base]; CataCXiumA Pd(allyl)Cl [catalyst]; CataCXiumA [ligand]; PhMe [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beaffb66eb8e7959ae773ea0ba0420ee5e7e4f6142a3323080881eed7b85fe95,CCOREPOC1:60ffb3b1b1337fab701ba55bdb731fa685d20e12e4f576c457b73b61280ef825,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.979932,0.122362,supported,4,2,CsF [base],methf,,,CsF [base]; MeTHF [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beb3356f8ed8765553191df745b1bd9804d282fd76e2bab39b993fa45bda861a,CCOREPOC1:3c0703358df0af86b53d090b93b365c0f8425360872a337785d5ab909ce45bc4,CGPOC2:aa9b05679219ed9d9142235c989fd6f3cfaf2cfff11a625d589c180f35a7b89b,0.999968,0.051885,supported,3,2,K3PO4 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand],dioxane + water,tbab,,TBAB [additive]; K3PO4 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; Dioxane [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beba8ea464bb8ea6781fd2cdcde3e571f0c389ead497eb3dcbfcd20d6daa8c71,CCOREPOC1:d50707c8cad050d5f0a1fecbf3328e44717960b3821e747ec733abb2585ea363,CGPOC2:ca9e65857198efd7b5ddef116d72ace86c0d379205d6c293a0e868972971d1fb,0.936037,0.079489,supported,8,5,DBU [base]; rac-BINAP Pd G3 [catalyst]; BINAP [ligand],phme,sodium trifluoroacetate,,Sodium trifluoroacetate [additive]; DBU [base]; rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bebf3550542c633663e62b005ba561da9e34dafa3e1e624fcee736c04281e6b8,CCOREPOC1:f721acc2f473e3d961b3afd58fad2e6008e31e19d5d9561d6e41c21fdcb2aa4e,CGPOC2:3f996eb3ec118e4386e3167208dca4c5983221a7d4ffd18339607d592ea7cdb0,0.929542,0.097809,supported,1,1,DBU [base]; CataCXiumA Pd(allyl)Cl [catalyst]; CataCXiumA [ligand],mecn,,,DBU [base]; CataCXiumA Pd(allyl)Cl [catalyst]; CataCXiumA [ligand]; MeCN [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bec578212eb5b6bc9c594bfea4cd38a2656d1fbe2e940e684fe54ba39d4b5914,CCOREPOC1:c4c8a1f9c4a02d59ea1a5f2097e37799c5f6dc2de4c688ed6c06a9890a02a76a,CGPOC2:aacc57d7a4680b82eb66b37d12b798d0005ba63fc94c4a09ce05ead4057abd73,0.995965,0.056569,supported,1,1,Cs2CO3 [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand],propionitrile,,,Cs2CO3 [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand]; Propionitrile [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bec70892e342a996af3a4eae1d2c82a675e266bbcb4289e2ff2be6a426d9cde3,CCOREPOC1:c5ce5fdfbb78068000c8c4b05f388debd3e9b5c85a54676c27ee1340a92d54c2,CGPOC2:ae9e687153d6265f18a6570cd5d17f7fa246599d45876883be56756d64dbcc7b,0.999432,0.067396,supported,2,2,Cs2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand],anisole,koac,,KOAc [additive]; Cs2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; anisole [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bec9caeb4cdfe9bd81d9615b525e99244c35dc0a562b0a97d215b03521f452e0,CCOREPOC1:cc73d656d8ab7992e9d9d9494e8961462d2db48f5392e745b887974e2f2874e9,CGPOC2:898a4befdf5f042829b4e3c507b904933357d5730c4e7b3eb53e41ef6990283c,0.913216,0.057875,supported,1,1,MorDalphos Pd G3 [catalyst]; MorDalphos [ligand],phme + water,octanoic acid + tmeda,,Octanoic acid [additive]; TMEDA [additive]; MorDalphos Pd G3 [catalyst]; MorDalphos [ligand]; PhMe [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:becc6d50de4243e1c36e9a17feba45635072d20eebb1b3010f2d5c23c6211e9c,CCOREPOC1:37f165127bf6a12bf3c2f29798dcf03ff0e6fb268dea0baf424e09dee4341d60,CGPOC2:55bfb2bb902b7e7c798bb436b04dcaa90bac0e4478389ecd82ea2dd821f3af14,0.99991,0.058962,supported,1,1,K3PO4 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand],phme + water,brij 35,,Brij 35 [additive]; K3PO4 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; PhMe [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bed34a6858b54a615671f63ee7925a3b412cefee504b947b0ae1ffffb5adf0cd,CCOREPOC1:c1c27196ac2e43fdf4a54d9dd2ec5b4b5b75f7b1c173d2ec5cc497456de957f3,CGPOC2:5d2f7700b8e0efe89513ad4493ab169dbe6cc47155afd9e483b58b21da7518ea,0.996676,0.296648,supported,1,1,KOtPent [base]; triisobutylphosphatrane Pd G6 [catalyst]; triisobutylphosphatrane [ligand],phme,,,KOtPent [base]; triisobutylphosphatrane Pd G6 [catalyst]; triisobutylphosphatrane [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bedc207a50180c1f3ffe1b879d177405fce6dd83deae835d5eb392fc37e76e9e,CCOREPOC1:f8629f1933b68f0a18d9d715abb39452592c72a006ed209ad38be47d5a7d23d5,CGPOC2:f8eaa3867ad073d9f2b1e7e9767343e6d8a52a6367822bfe9785c00927981066,0.996626,0.050606,supported,2,2,Li2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand],tamoh,water,,water [additive]; Li2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bee349ba7b04c1c3d5556e3eede2234b592b58bb750514f5b4518946471cb83a,CCOREPOC1:dd3efb263b89831a02372b2a0df9204c5d4a1a7de9e16f4c910f466934aa20b4,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.993749,0.127621,supported,1,1,NMI [base],dmso,,,NMI [base]; DMSO [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bee5dad172ebc3d1c2f18e0bba075ffd592b4fca22405943eeed4f34cc457b55,CCOREPOC1:bf957b9ae311ca74168bdbc6812e710f0f0a25445a9d8d4c15bf94feeea95551,CGPOC2:6a2716e6e3bd65d51946bf306569073ae2305a4c194fd504acc04687fb88f72d,0.977677,0.095459,supported,5,4,NaOtBu [base]; P(tBu)3 Pd G6 [catalyst]; P(tBu)3 [ligand],phme,,,NaOtBu [base]; P(tBu)3 Pd G6 [catalyst]; P(tBu)3 [ligand]; PhMe [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beeaefa6dc8f2b777bfbd03cbeb8d2bb90fbfaa2c4891990f42051c6f86a604f,CCOREPOC1:27d9160b02179121a901a2e28298b435a4d4f0e5cfd954b9d2b930c1dad7c4c8,CGPOC2:9635021a0ac1fb2366d1eb1987b3c6ba1287e66c0c032f457cf8cf1d4f4fcee9,0.948627,0.092543,supported,1,1,K3PO4 [base]; dppfPdCl2 [catalyst]; dppf [ligand],dmi + water,,,K3PO4 [base]; dppfPdCl2 [catalyst]; dppf [ligand]; DMI [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beec8397aafe6d22387b6898874f9a6085bb8011bb7d6d11b39012b894c87491,CCOREPOC1:0fa18e04b3d07953548c1e0a08f223fbb22fa7061f0933eb6da48d18e4bba560,CGPOC2:79a76907672465e8a5a4d7ffcd1477654254c984cb3edab70d8c3a026da3e5e6,0.89694,0.003484,review,1,1,Cs2CO3 [base]; P(Cy)3 Pd(crotyl)Cl [catalyst]; P(Cy)3 [ligand],meoh,,,Cs2CO3 [base]; P(Cy)3 Pd(crotyl)Cl [catalyst]; P(Cy)3 [ligand]; MeOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beed431620f758d1b4968d84ac3a08208a94352041686463ab8f880c37a2de6f,CCOREPOC1:37f165127bf6a12bf3c2f29798dcf03ff0e6fb268dea0baf424e09dee4341d60,CGPOC2:55bfb2bb902b7e7c798bb436b04dcaa90bac0e4478389ecd82ea2dd821f3af14,0.99991,0.058962,supported,40,25,K3PO4 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand],mecn + water,,,K3PO4 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; MeCN [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beef254f68008ac1b31eaed469cb4d0eb12791fcdbf8a6729d28ceb0da9371cb,CCOREPOC1:2ee027b3dc1ea3a2f72673a90e1e5bc4bfe3b4c02a1e194996447faf26bff351,CGPOC2:ce467fcd32aeef0c28fc89ecf7a6ca369c1501ca5ac21a64c6bed96eb59dc312,0.988955,0.128126,supported,4,3,NaHCO3 [base],tamoh,water,,water [additive]; NaHCO3 [base]; tAmOH [solvent]; No ligand,LEARNED_DECISIVE_CORE_GROUP,
CMAT1:beef42e2bbe275fbcfd0990ada53e312190d6b48c5bf2cc43dab5a1667b8a7e0,CCOREPOC1:916ceb334ddeda36d0707a7fb88ee1d3a08312ca45ff6c31a5aade77b34b02ab,CGPOC2:dc037a5dea3c6c644926a03de14ebe9f061ff99301e80e83036a4c05a9d88307,0.994819,0.075974,supported,1,1,LiHMDS [base]; Na2CO3 [base]; dtbpfPdCl2 [catalyst]; PyBrOP [coupling_reagent]; dtbpf [ligand],etoh + water,,,LiHMDS [base]; Na2CO3 [base]; dtbpfPdCl2 [catalyst]; PyBrOP [coupling_reagent]; dtbpf [ligand]; EtOH [solvent]; water [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bef00d057b9a72c5f84384fd398077438f48cd56a3cd34da904db0db41498e10,CCOREPOC1:c3d1470af431f1f45a8010721f39b4a96a0a695a8c3a46cd0a252389f74b21c5,CGPOC2:45ab08cb3180d260211dbe8e6ae4d5b4dd0362842a5eec676cc1c5c8eb52fe0d,0.987204,0.119812,supported,1,1,K2CO3 [base]; KOAc [base]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand],dmi,,,K2CO3 [base]; KOAc [base]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; DMI [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bef21c9b3622e18ba77d91c9a4778e523da6c716a14db4c07c688f36878ee8b9,CCOREPOC1:e6b6eaa4cbf0aa15fd74a6d5376ca50d875213c88cd1df496956a03cbd38c537,CGPOC2:4491ba2fe4ced3d010635b5c0fec91f6a5756001bf5f565c33fbc6df0a6ee385,0.919823,0.031443,provisional,2,1,pyridine [base]; NiBr2-glyme [catalyst]; dtbpy [ligand],tamoh,,,pyridine [base]; NiBr2-glyme [catalyst]; dtbpy [ligand]; tAmOH [solvent],LEARNED_DECISIVE_CORE_GROUP,
CMAT1:bef34a983e64199d4c9f113238c93acaf08de563e59f295f052078012b672184,CCOREPOC1:13d5d4bb3ca5e5813c42e637e4ec51d098f35207561cc024b7c296e5f8f27b94,CGPOC2:1ec74c098ac713d9287824e3c9e2e5e86a58a7ff5805076ad2803199d9f377a4,0.997129,0.061262,supported,2,1,NaH [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand],dioxane,,,NaH [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; Dioxane [solvent],LEARNED_DECISIVE_CORE_GROUP,
