schema_version,reaction_id,source_row_number,admission_tier,admission_reasons,reaction_smiles,evidence_quality,named_family,reaction_label,yield_pct,temperature_c,time_h,condition_recipe_id,conditions_complete,catalyst_cas,reagent_cas,solvent_cas,electrophile_label,electrophile_context,electrophile_handle,electrophile_steric_class,electrophile_electronic_class,electrophile_flags,transfer_label,transfer_context,transfer_handle,transfer_steric_class,transfer_electronic_class,transfer_flags,spectator_group_ids,family_environment_json,spectator_groups_json,reference,notes
1.0,31-179-CAS-7608844,181,review,multiple_products,OB(O)c1cccs1.Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Na]>>Nc1ncnc2c1c(-c1cccs1)cn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.[Na],exact_product_reconstruction,suzuki_miyaura,HeteroAr–I + HeteroAr–B(OH)2 → HeteroAr–HeteroAr,51.0,,,COND1:catalyst=3375-31-3+63995-70-0|reagent=497-19-8|solvent=75-05-8+7732-18-5,True,3375-31-3|63995-70-0,497-19-8,75-05-8|7732-18-5,HeteroAr–I,HeteroAr,I,open,electron_poor,coordination_risk|electron_poor|heteroaryl_partner|unprotected_xh,HeteroAr–B(OH)2,HeteroAr,B(OH)2,open,neutral,heteroaryl_partner|protodeboronation_risk,alcohol|ether|heteroaryl_nitrogen|primary_amine,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""suzuki_miyaura"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:coordination_risk"", ""electrophile:electron_poor"", ""electrophile:heteroaryl_partner"", ""electrophile:unprotected_xh"", ""transfer_partner:heteroaryl_partner"", ""transfer_partner:protodeboronation_risk""], ""partners"": [{""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–I"", ""competing_site_labels"": [], ""component_index"": 1, ""coordination_group_ids"": [""heteroaryl_nitrogen"", ""primary_amine""], ""electronic"": {""class"": ""electron_poor"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.558}, ""flags"": [""coordination_risk"", ""electron_poor"", ""heteroaryl_partner"", ""unprotected_xh""], ""handle_token"": ""I"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 2, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}, {""distance"": 3, ""group_id"": ""primary_amine"", ""label"": ""R–NH2"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom7:site1"", ""spectator_group_ids"": [""alcohol"", ""ether"", ""heteroaryl_nitrogen"", ""primary_amine""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 7, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": [""alcohol"", ""primary_amine""]}, {""anchor_context"": ""HeteroAr"", ""chemist_label"": ""HeteroAr–B(OH)2"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""flags"": [""heteroaryl_partner"", ""protodeboronation_risk""], ""handle_token"": ""B(OH)2"", ""nearby_groups"": [], ""role"": ""transfer_partner"", ""site_id"": ""mol0:atom0:site0"", ""spectator_group_ids"": [], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 8, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}]}","[{""atom_indices"": [10], ""chemist_label"": ""HetAr–N"", ""component_index"": 1, ""graph_distance"": 2, ""group_id"": ""heteroaryl_nitrogen"", ""nearest_reactive_site_id"": ""mol0:atom7:site1"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [2], ""chemist_label"": ""HetAr–N"", ""component_index"": 1, ""graph_distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""nearest_reactive_site_id"": ""mol0:atom7:site1"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [4], ""chemist_label"": ""HetAr–N"", ""component_index"": 1, ""graph_distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""nearest_reactive_site_id"": ""mol0:atom7:site1"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [0], ""chemist_label"": ""R–NH2"", ""component_index"": 1, ""graph_distance"": 3, ""group_id"": ""primary_amine"", ""nearest_reactive_site_id"": ""mol0:atom7:site1"", ""tags"": [""basic"", ""nucleophilic"", ""unprotected_XH"", ""metal_binding"", ""strong_metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [22, 23], ""chemist_label"": ""R–OH"", ""component_index"": 1, ""graph_distance"": 4, ""group_id"": ""alcohol"", ""nearest_reactive_site_id"": ""mol0:atom7:site1"", ""tags"": [""nucleophilic"", ""unprotected_XH"", ""oxidation_sensitive"", ""metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [12], ""chemist_label"": ""R–O–R"", ""component_index"": 1, ""graph_distance"": 4, ""group_id"": ""ether"", ""nearest_reactive_site_id"": ""mol0:atom7:site1"", ""tags"": [""hydrogen_bond_acceptor"", ""metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [20, 21], ""chemist_label"": ""R–OH"", ""component_index"": 1, ""graph_distance"": 5, ""group_id"": ""alcohol"", ""nearest_reactive_site_id"": ""mol0:atom7:site1"", ""tags"": [""nucleophilic"", ""unprotected_XH"", ""oxidation_sensitive"", ""metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}]","Journal of Medicinal Chemistry (2011), 54(15), 5498-5507",Suzuki-Miyaura cross coupling
1.0,31-179-CAS-9032143,186,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1cccnc1.CCN1CCN(Cc2ccc(NC(=O)CN(C(=O)OC(C)(C)C)c3ccc(Br)cc3)cc2C(F)(F)F)CC1>>CCN1CCN(Cc2ccc(NC(=O)CNc3ccc(-c4cccnc4)cc3)cc2C(F)(F)F)CC1,reactant_grammar_only,,,5.0,,,COND1:catalyst=95464-05-4|reagent=584-08-7|solvent=123-91-1+7732-18-5,True,95464-05-4,584-08-7,123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Medicinal Chemistry (2016), 59(7), 3063-3078",Suzuki coupling
1.0,31-614-CAS-24753506,195,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,C=Cc1ccccc1Br.COc1ccc(NC(=O)OC(C)(C)C)c(B(O)O)c1>>C=Cc1ccccc1-c1cc(OC)ccc1N,reactant_grammar_only,,,71.0,,,COND1:catalyst=32005-36-0+657408-07-6|reagent=144-55-8+584-08-7+76-05-1|solvent=109-99-9+75-09-2+7732-18-5,True,32005-36-0|657408-07-6,144-55-8|584-08-7|76-05-1,109-99-9|75-09-2|7732-18-5,,,,,,,,,,,,,,,[],"Chemical Science (2021), 12(46), 15291-15297",
1.0,31-614-CAS-24903322,197,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccccc1.Brc1ccc(N(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1>>c1ccc(-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccccc4)cc3)cc2)cc1,reactant_grammar_only,,,81.0,,,COND1:catalyst=14221-01-3|reagent=497-19-8|solvent=108-88-3+64-17-5+7732-18-5,True,14221-01-3,497-19-8,108-88-3|64-17-5|7732-18-5,,,,,,,,,,,,,,,[],"Organic Chemistry Frontiers (2021), 8(6), 1132-1142",reaction in a Schlenk flask
1.0,31-614-CAS-30630322,205,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Brc1ccccc1.CCCC/C(=C/O[Si](C(C)C)(C(C)C)C(C)C)B1OC(C)(C)C(C)(C)O1>>CCCC/C(=C\O[Si](C(C)C)(C(C)C)C(C)C)c1ccccc1,reactant_grammar_only,,,98.0,,,COND1:catalyst=72287-26-4|reagent=7778-53-2|solvent=109-99-9,True,72287-26-4,7778-53-2,109-99-9,,,,,,,,,,,,,,,[],"Organic Letters (2021), 23(24), 9580-9585",Suzuki-Miyaura coupling
1.0,31-614-CAS-31690582,212,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Brc1c2ccccc2cc2ccccc12.COc1c(B(O)O)cc2ccccc2c1-c1c(OC)c(B(O)O)cc2ccccc12>>COc1c(-c2c3ccccc3cc3ccccc23)cc2ccccc2c1-c1c(OC)c(-c2c3ccccc3cc3ccccc23)cc2ccccc12,reactant_grammar_only,,,85.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=123-91-1+7732-18-5,True,14221-01-3,584-08-7,123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Organic Letters (2022), 24(12), 2321-2326",literature preparation
1.0,31-614-CAS-31915319,215,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COC(=O)C(C)c1ccccc1B1OC(C)(C)C(C)(C)O1.C[C@H](c1c(Cl)ccc(C2CC2)c1Cl)n1cnc2cnc(Br)cc21>>COC(=O)[C@H](C)c1ccccc1-c1cc2c(cn1)ncn2[C@H](C)c1c(Cl)ccc(C2CC2)c1Cl,reactant_grammar_only,,,83.0,,,COND1:catalyst=1651823-59-4|reagent=497-19-8|solvent=108-88-3+7732-18-5,True,1651823-59-4,497-19-8,108-88-3|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Medicinal Chemistry (2021), 64(6), 3439-3448",product obtained as 1:1 mixture of isomers
1.0,31-614-CAS-31922239,216,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,O=Cc1ccccc1B(O)O.Brc1cccc2ccncc12>>O=C1c2ccccc2-c2cccc3ccnc1c23,reactant_grammar_only,,,83.0,,,COND1:catalyst=7647-10-1+7720-78-7+7757-82-6|reagent=144-55-8+584-08-7+75-91-2+76-05-1|solvent=107-06-2+67-63-0+7732-18-5,True,7647-10-1|7720-78-7|7757-82-6,144-55-8|584-08-7|75-91-2|76-05-1,107-06-2|67-63-0|7732-18-5,,,,,,,,,,,,,,,[],"European Journal of Medicinal Chemistry (2022), 231114141",Suzuki-Miyaura coupling (stage 1)
1.0,31-614-CAS-31996851,218,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,O=C(O)C(F)(F)Br.OB(O)c1ccc(-c2ccccc2)cc1>>FC(F)c1ccc(-c2ccccc2)cc1,reactant_grammar_only,,,95.0,,,COND1:catalyst=14221-01-3+166330-10-5|reagent=584-08-7+7681-82-5|solvent=108-88-3+126-33-0+7732-18-5,True,14221-01-3|166330-10-5,584-08-7|7681-82-5,108-88-3|126-33-0|7732-18-5,,,,,,,,,,,,,,,[],"Chemistry - A European Journal (2022), 28(34), e202200997","sealed two-chamber reactor used, ex-situ generated difluoroiodomethane, alternative preparation shown, yield from average of two runs, optimization study, optimized on reagent, optimized on catalyst, optimized on ligand, optimized on solvent, optimized on temperature, optimized on time"
1.0,31-614-CAS-31997241,219,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Brc1ccc2sc3ccc(Br)cc3c2c1.COc1ccc(OC)c(B(O)O)c1>>COc1ccc(OC)c(-c2ccc3sc4ccc(-c5cc(OC)ccc5OC)cc4c3c2)c1,reactant_grammar_only,,,81.0,,,COND1:catalyst=72287-26-4|reagent=534-17-8|solvent=123-91-1+7732-18-5,True,72287-26-4,534-17-8,123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Angewandte Chemie, International Edition (2022), 61(26), e202203016",Suzuki-Miyaura coupling
1.0,31-614-CAS-32861369,224,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,COc1ccc(B(O)O)cc1.Oc1c(Br)c2ccc3c(Br)cc(Br)c4ccc(c1Br)c2c34>>COc1ccc(-c2cc(-c3ccc(OC)cc3)c3ccc4c(-c5ccc(OC)cc5)c(O)c(-c5ccc(OC)cc5)c5ccc2c3c54)cc1,reactant_grammar_only,,,70.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=64-17-5+7732-18-5,True,14221-01-3,584-08-7,64-17-5|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2022), 87(13), 8503-8514",Suzuki-Miyaura coupling
1.0,31-614-CAS-33602719,227,review,missing_suzuki_family_environment|multiple_products|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CCOC(=O)/C(=C/F)c1ccccc1.N#Cc1ccc(B(O)O)cc1>>CCOC(=O)/C(=C\c1ccc(C#N)cc1)c1ccccc1.CCOC(=O)/C(=C/c1ccc(C#N)cc1)c1ccccc1,reactant_grammar_only,,,85.0,,,COND1:catalyst=73468-85-6+98327-87-8|reagent=584-08-7|solvent=123-91-1+7732-18-5,True,73468-85-6|98327-87-8,584-08-7,123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Organic Letters (2022), 24(35), 6380-6385",
1.0,31-614-CAS-33602755,228,review,missing_suzuki_family_environment|multiple_products|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccsc1.CCOC(=O)/C(=C/F)c1ccsc1>>CCOC(=O)/C(=C\c1ccsc1)c1ccsc1.CCOC(=O)/C(=C/c1ccsc1)c1ccsc1,reactant_grammar_only,,,82.0,,,COND1:catalyst=73468-85-6+98327-87-8|reagent=584-08-7|solvent=123-91-1+7732-18-5,True,73468-85-6|98327-87-8,584-08-7,123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Organic Letters (2022), 24(35), 6380-6385",
1.0,31-614-CAS-35121979,237,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccccc1.O=[N+]([O-])c1cc(Cl)ccc1CBr>>O=[N+]([O-])c1cc(Cl)ccc1Cc1ccccc1,reactant_grammar_only,,,92.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=109-99-9,True,14221-01-3,584-08-7,109-99-9,,,,,,,,,,,,,,,[],"Journal of Medicinal Chemistry (2023), 66(1), 627-640",Suzuki coupling
1.0,31-614-CAS-35425052,240,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Fc1ccc(Br)cc1.CC1(C)OB(C(B2OC(C)(C)C(C)(C)O2)C23CC(COCOCc4ccccc4)(C2)C3)OC1(C)C>>OC(c1ccc(F)cc1)C12CC(COCOCc3ccccc3)(C1)C2,reactant_grammar_only,,,91.0,,,COND1:catalyst=53199-31-8|reagent=1310-58-3+1310-73-2+7722-84-1+7772-98-7|solvent=109-99-9+123-91-1+7732-18-5,True,53199-31-8,1310-58-3|1310-73-2|7722-84-1|7772-98-7,109-99-9|123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2023), 88(3), 1665-1694",
1.0,31-614-CAS-35769820,242,review,incomplete_condition_identity,COc1ccc(B(O)O)cc1.Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1-2>>COc1ccc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1,exact_product_reconstruction,suzuki_miyaura,Ar–Br + Ar–B(OH)2 → Ar–Ar,99.0,,,COND1:catalyst=111-78-4+2914225-71-9+3375-31-3|reagent=13400-13-0+7732-18-5|solvent=unknown,False,111-78-4|2914225-71-9|3375-31-3,13400-13-0|7732-18-5,,Ar–Br,Ar,Br,open,neutral,,Ar–B(OH)2,Ar,B(OH)2,open,neutral,,ether,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""suzuki_miyaura"", ""feature_version"": ""1.0"", ""flags"": [], ""partners"": [{""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–Br"", ""competing_site_labels"": [], ""component_index"": 1, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""flags"": [], ""handle_token"": ""Br"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom1:site0"", ""spectator_group_ids"": [], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 6, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}, {""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–B(OH)2"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""flags"": [], ""handle_token"": ""B(OH)2"", ""nearby_groups"": [], ""role"": ""transfer_partner"", ""site_id"": ""mol0:atom5:site0"", ""spectator_group_ids"": [""ether""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 8, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}]}","[{""atom_indices"": [1], ""chemist_label"": ""R–O–R"", ""component_index"": 0, ""graph_distance"": 4, ""group_id"": ""ether"", ""nearest_reactive_site_id"": ""mol0:atom5:site0"", ""tags"": [""hydrogen_bond_acceptor"", ""metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}]","Journal of the American Chemical Society (2023), 145(12), 6823-6837","green chemistry, solid state, sealed vessel used, Suzuki-Miyaura cross coupling reaction, no solvent, optimization study, optimized on catalyst, no solvent"
1.0,31-614-CAS-35968246,243,review,multiple_products,OB(O)c1ccccc1.OCc1ccc(I)cc1Br>>OCc1ccc(-c2ccccc2)cc1-c1ccccc1.OCc1ccc(-c2ccccc2)cc1Br,exact_product_reconstruction,suzuki_miyaura,Ar–I + Ar–B(OH)2 → Ar–Ar,10.0,,,COND1:catalyst=72287-26-4|reagent=584-08-7|solvent=108-88-3+7732-18-5,True,72287-26-4,584-08-7,108-88-3|7732-18-5,Ar–I,Ar,I,open,neutral,competing_reactive_handle|unprotected_xh,Ar–B(OH)2,Ar,B(OH)2,open,neutral,,alcohol|aryl_halide,"{""evidence"": ""exact_product_reconstruction"", ""family_id"": ""suzuki_miyaura"", ""feature_version"": ""1.0"", ""flags"": [""electrophile:competing_reactive_handle"", ""electrophile:unprotected_xh""], ""partners"": [{""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–I"", ""competing_site_labels"": [""Ar–Br""], ""component_index"": 1, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""flags"": [""competing_reactive_handle"", ""unprotected_xh""], ""handle_token"": ""I"", ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 2, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}], ""role"": ""electrophile"", ""site_id"": ""mol0:atom5:site1"", ""spectator_group_ids"": [""alcohol"", ""aryl_halide""], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 6, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": [""alcohol""]}, {""anchor_context"": ""Ar"", ""chemist_label"": ""Ar–B(OH)2"", ""competing_site_labels"": [], ""component_index"": 0, ""coordination_group_ids"": [], ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""flags"": [], ""handle_token"": ""B(OH)2"", ""nearby_groups"": [], ""role"": ""transfer_partner"", ""site_id"": ""mol0:atom0:site0"", ""spectator_group_ids"": [], ""steric"": {""class"": ""open"", ""local_heavy_atoms_r2"": 8, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 0}, ""unprotected_xh_group_ids"": []}]}","[{""atom_indices"": [8, 9], ""chemist_label"": ""Ar–X"", ""component_index"": 1, ""graph_distance"": 2, ""group_id"": ""aryl_halide"", ""nearest_reactive_site_id"": ""mol0:atom5:site1"", ""tags"": [""competing_coupling_handle""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [0, 1], ""chemist_label"": ""R–OH"", ""component_index"": 1, ""graph_distance"": 4, ""group_id"": ""alcohol"", ""nearest_reactive_site_id"": ""mol0:atom5:site1"", ""tags"": [""nucleophilic"", ""unprotected_XH"", ""oxidation_sensitive"", ""metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}]","Organic Letters (2023), 25(12), 2053-2057","microwave vial used, aerobic"
1.0,31-614-CAS-36258058,244,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccccc1Cl.C/C=C(\Br)C(NC(=O)OC)c1ccccc1>>C/C=C(\c1ccccc1Cl)C(NC(=O)OC)c1ccccc1,reactant_grammar_only,,,94.0,,,COND1:catalyst=95464-05-4|reagent=7778-53-2|solvent=123-91-1+7732-18-5,True,95464-05-4,7778-53-2,123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Advanced Synthesis & Catalysis (2023), 365(8), 1224-1237","microwave irradiation, stereoselective, reaction in a microwave vessel, irradiated at 200 W, Suzuki-Miyaura coupling"
1.0,31-614-CAS-36995435,251,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CC(C)(C)OC(=O)c1ccc(Br)cc1.O=C(O)c1ccccc1B(O)O.COC(=O)[C@@H](N)CO.Cl>>COC(=O)[C@H](CO)NC(=O)c1ccccc1-c1ccc(C(=O)OC(C)(C)C)cc1,reactant_grammar_only,,,93.0,,,COND1:catalyst=14221-01-3|reagent=2592-95-2+25952-53-8+584-08-7+7087-68-5|solvent=75-05-8+75-09-2+7732-18-5,True,14221-01-3,2592-95-2|25952-53-8|584-08-7|7087-68-5,75-05-8|75-09-2|7732-18-5,,,,,,,,,,,,,,,[],"Organic Letters (2023), 25(26), 4846-4851",Suzuki-Miyaura coupling (stage 1)
1.0,31-614-CAS-38070797,258,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccccc1.CCCCCCCCN1CC(CO)Oc2c(Br)cc(Br)c([N+](=O)[O-])c21>>CCCCCCCCN1CC(CO)Oc2c(-c3ccccc3)cc(-c3ccccc3)c([N+](=O)[O-])c21,reactant_grammar_only,,,89.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=123-91-1+7732-18-5,True,14221-01-3,584-08-7,123-91-1|7732-18-5,,,,,,,,,,,,,,,[],"Tetrahedron (2023), 148133687",Suzuki coupling reaction
1.0,31-614-CAS-39519764,268,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1cccc(F)c1.Clc1nccc2ccccc12>>[O-][n+]1ccc2ccccc2c1-c1cccc(F)c1,reactant_grammar_only,,,74.0,,,COND1:catalyst=3375-31-3+603-35-0|reagent=497-19-8+937-14-4|solvent=110-71-4+75-09-2+7732-18-5,True,3375-31-3|603-35-0,497-19-8|937-14-4,110-71-4|75-09-2|7732-18-5,,,,,,,,,,,,,,,[],"Journal of Organic Chemistry (2024), 89(22), 16300-16306",Suzuki coupling (stage 1)
1.0,31-614-CAS-39885126,270,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,CC(C)C[C@](C)(N)CO.Fc1cnc(Br)cc1C(F)F.COC(=O)Nc1cc(B(O)O)ccn1>>COC(=O)Nc1cc(-c2cc(C(F)F)c(OC[C@@](C)(N)CC(C)C)cn2)ccn1,reactant_grammar_only,,,6.0,,,COND1:catalyst=95464-05-4|reagent=497-19-8+7732-18-5+865-47-4|solvent=109-99-9+123-91-1,True,95464-05-4,497-19-8|7732-18-5|865-47-4,109-99-9|123-91-1,,,,,,,,,,,,,,,[],"Journal of Medicinal Chemistry (2022), 65(6), 4534-4564","chemoselective in stage 2,Suzuki reaction in stage 4"
1.0,31-614-CAS-40103012,272,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,OB(O)c1ccccc1.COc1ccc(I)c(Br)c1.Cc1ccc(S(=O)(=O)NOC(=O)c2ccccc2)cc1>>COc1ccc2c3ccccc3n(S(=O)(=O)c3ccc(C)cc3)c2c1,reactant_grammar_only,,,89.0,,,COND1:catalyst=434336-16-0+7647-10-1|reagent=20442-70-0+534-17-8|solvent=108-88-3,True,434336-16-0|7647-10-1,20442-70-0|534-17-8,108-88-3,,,,,,,,,,,,,,,[],"Organic & Biomolecular Chemistry (2024), 22(16), 3268-3272","reaction in a sealed vial, glove box used, Suzuki coupling, alternative preparation shown"
1.0,31-614-CAS-40113835,273,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Brc1ccsc1C=Cc1sccc1Br.CC1(C)OB(c2ccc([Si](C)(C)C)s2)OC1(C)C>>C[Si](C)(C)c1ccc(-c2ccsc2/C=C\c2sccc2-c2ccc([Si](C)(C)C)s2)s1,reactant_grammar_only,,,85.0,,,COND1:catalyst=14221-01-3|reagent=497-19-8|solvent=109-99-9+7732-18-5,True,14221-01-3,497-19-8,109-99-9|7732-18-5,,,,,,,,,,,,,,,[],"Journal of the American Chemical Society (2023), 145(22), 12398-12406",
1.0,31-614-CAS-40245431,274,review,missing_suzuki_family_environment|not_verified_as_suzuki_miyaura|reaction_not_exactly_verified,Cc1ccc(B(O)O)cc1.O=C(/C=C\I)OCc1ccccc1>>Cc1ccc([C@@H]2O[C@@H]2C(=O)OCc2ccccc2)cc1,reactant_grammar_only,,,75.0,,,COND1:catalyst=14221-01-3|reagent=280-64-8+584-08-7+937-14-4|solvent=108-88-3+109-99-9+75-09-2+7732-18-5,True,14221-01-3,280-64-8|584-08-7|937-14-4,108-88-3|109-99-9|75-09-2|7732-18-5,,,,,,,,,,,,,,,[],"Journal of the American Chemical Society (2024), 146(19), 13546-13557","stereoselective, 3-chlorogenic acid obtained as byproduct"
