reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,reaction_setup_json
palladium_catalyzed_buchwald_hartwig_amination_and,Suzuki_Miyaura_Cross_Coupling_OMs,,120.0,24.0,CC(C)(C)c1ccc(OS(=O)(=O)C)cc1.B(O)(O)c2ccccc2>>CC(C)(C)c1ccc(-c2ccccc2)cc1,"Palladium-catalyzed Buchwald–Hartwig Amination and Suzuki–Miyaura Cross-coupling Reaction of Aryl Mesylates. Organic Syntheses, Vol. 92, pp. 195-212 (2015). DOI: 10.15227/orgsyn.092.0195. URL: https://www.orgsyn.org/demo.aspx?prep=v92p0195",98-80-6,,"121-44-8, 7778-53-2",3375-31-3,"75-09-2, 75-65-0",,,,,,,1,3,,,,,,,,"Step C only (Suzuki of aryl mesylate with phenylboronic acid). Pd(OAc)2/CM-phos with K3PO4 in tert-butanol; pre-activation in CH2Cl2/Et3N then solvent removal; N2 atmosphere; 120 °C, 24 h.","[{""chemicals"":[{""name"":""Palladium(II) acetate"",""abbreviation"":""Pd(OAc)2"",""cas"":""3375-31-3"",""smiles"":""CC(=O)[O-].[O-]C(=O)C.[Pd+2]"",""amount"":{""weight_g"":0.0393,""mmol"":0.175,""volume_ml"":null,""equivalents"":0.01},""role"":""metal_catalyst""},{""name"":""CM-phos"",""abbreviation"":null,""cas"":null,""smiles"":null,""amount"":{""weight_g"":0.282,""mmol"":0.7,""volume_ml"":null,""equivalents"":0.04},""role"":""ligand""},{""name"":""Dichloromethane"",""abbreviation"":""CH2Cl2"",""cas"":""75-09-2"",""smiles"":""ClCCl"",""amount"":{""weight_g"":null,""mmol"":null,""volume_ml"":18.0,""equivalents"":null},""role"":""solvent""},{""name"":""Triethylamine"",""abbreviation"":""Et3N"",""cas"":""121-44-8"",""smiles"":""CCN(CC)CC"",""amount"":{""weight_g"":1.31,""mmol"":12.9,""volume_ml"":1.8,""equivalents"":0.74},""role"":""base""},{""name"":""Potassium phosphate (tribasic)"",""abbreviation"":""K3PO4"",""cas"":""7778-53-2"",""smiles"":null,""amount"":{""weight_g"":11.1,""mmol"":52.5,""volume_ml"":null,""equivalents"":3.0},""role"":""base""},{""name"":""Phenylboronic acid"",""abbreviation"":null,""cas"":""98-80-6"",""smiles"":""B(O)(O)c1ccccc1"",""amount"":{""weight_g"":4.27,""mmol"":35.0,""volume_ml"":null,""equivalents"":2.0},""role"":""starting_material""},{""name"":""4-(tert-Butyl)phenyl methanesulfonate"",""abbreviation"":null,""cas"":null,""smiles"":""CC(C)(C)c1ccc(OS(=O)(=O)C)cc1"",""amount"":{""weight_g"":3.99,""mmol"":17.5,""volume_ml"":null,""equivalents"":1.0},""role"":""starting_material""},{""name"":""tert-Butyl alcohol"",""abbreviation"":""tBuOH"",""cas"":""75-65-0"",""smiles"":""CC(C)(C)O"",""amount"":{""weight_g"":null,""mmol"":null,""volume_ml"":88.0,""equivalents"":null},""role"":""solvent""}],""conditions"":[{""temperature_C"":50.0,""time_h"":0.083,""atmosphere"":""N2; pre-activation in CH2Cl2/Et3N (sealed flask)""},{""temperature_C"":25.0,""time_h"":0.167,""atmosphere"":""N2; after adding tBuOH, pre-stir 10 min at rt""},{""temperature_C"":120.0,""time_h"":24.0,""atmosphere"":""N2; oil bath; sealed Schlenk flask""}]}]"
