reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,reaction_setup_json
visible_light_promoted_c_s_cross_coupling_reaction,VisibleLight_C–S_Coupling_ArylBr+ArSH,,23,5.0,Brc1ccc(C(=O)C)cc1.Clc1ccccc1S>>CC(=O)c1ccc(S-c2ccccc2Cl)cc1,"Visible-Light-Promoted C–S Cross-Coupling Reaction for Synthesis of Aromatic Thioethers. Organic Syntheses, Vol. 100, pp. 234-247 (2023). DOI: 10.15227/orgsyn.100.0234. URL: https://www.orgsyn.org/demo.aspx?prep=v100p0234","99-90-1, 6320-03-2",,534-17-8,,67-68-5,,,,,,"In a 100 mL glass reaction tube, add 4'-bromoacetophenone, cesium carbonate, and 2-chlorobenzenethiol. Evacuate and backfill with nitrogen three times. Add dry DMSO (50 mL) to give a yellow suspension. Seal and irradiate at 456 nm with a Kessil PR160 lamp (5 cm, fan-cooled) at 23 °C with stirring (800 rpm) for 5 h. Proceed to aqueous workup and silica gel chromatography as described on the source page. [Paraphrased summary of Step A; see source URL for full text.]",1,2,,,,,,,,Step A only: coupling of 4'-bromoacetophenone with 2-chlorobenzenethiol under blue light (456 nm) in DMSO with Cs2CO3 base; N2 atmosphere; 23 °C; 5 h.,"[{""chemicals"":[{""name"":""4'-Bromoacetophenone"",""abbreviation"":null,""cas"":""99-90-1"",""smiles"":""CC(=O)c1ccc(Br)cc1"",""amount"":{""weight_g"":3.98,""mmol"":20.0,""volume_ml"":null,""equivalents"":1.0},""role"":""starting_material""},{""name"":""2-Chlorobenzenethiol"",""abbreviation"":null,""cas"":""6320-03-2"",""smiles"":""Clc1ccccc1S"",""amount"":{""weight_g"":4.34,""mmol"":30.0,""volume_ml"":null,""equivalents"":1.5},""role"":""starting_material""},{""name"":""Cesium carbonate"",""abbreviation"":""Cs2CO3"",""cas"":""534-17-8"",""smiles"":""[Cs+].[Cs+].[O-]C(=O)[O-]"",""amount"":{""weight_g"":9.77,""mmol"":30.0,""volume_ml"":null,""equivalents"":1.5},""role"":""base""},{""name"":""Dimethyl sulfoxide"",""abbreviation"":""DMSO"",""cas"":""67-68-5"",""smiles"":""CS(=O)C"",""amount"":{""weight_g"":null,""mmol"":null,""volume_ml"":50.0,""equivalents"":null},""role"":""solvent""}],""conditions"":[{""temperature_C"":23,""time_h"":0.05,""atmosphere"":""Evacuate/backfill with N2 (\u00d73)""},{""temperature_C"":23,""time_h"":5.0,""atmosphere"":""N2; irradiate 456 nm, Kessil PR160 (40\u201350 W), 5 cm; stir 800 rpm""}]}]"
