schema_version,observation_id,reaction_id,canonical_reaction_id,source_dataset,source_row_number,source_declared_family,reference_id,reference_resolution_status,admission_tier,admission_reasons,chemistry_status,condition_status,outcome_status,index_eligibility,reaction_smiles,canonical_reaction_smiles,evidence_quality,transformation_class,transformation_confidence,named_family,family_confidence,reaction_label,reaction_label_status,reaction_display_label_status,reaction_display_label_detailed,reaction_display_label_json,yield_pct,temperature_c,time_h,condition_recipe_id,condition_recipe_core_id,reference_condition_series_id,legacy_condition_recipe_id,raw_recipe_id,catalyst_cas,reagent_cas,solvent_cas,condition_resolved_count,condition_unresolved_count,condition_invalid_count,condition_identity_uncertainty,reaction_scope,formed_ring_sizes,ring_count_delta,reaction_event_count,reaction_event_scope,reaction_signature_id,signature_l0_exact,signature_l1_handle,signature_l2_transformation,signature_l3_bond_edit,signature_l4_environment,reaction_signature_json,reference
1.9,OBS1:97c5f0f7471fcbd647f3bb77ff02dc6548c22a25325e0c402a6010ddfc0b62be,31-301-CAS-14305842,CRX1:bdc67e238303144671ac7ef6bab7acb283c96c8dac5a64069bad62caf9652e2e,Acetal_ketal_formation,603,Acetal ketal formation,REF1:3e3ca2dc7ac5727e9999d310fad0431f046453d12a7407596f288135e51a5c1a,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,O=CCCc1ccccc1.COC(OC)OC>>COC(CCc1ccccc1)OC,COC(OC)OC.O=CCCc1ccccc1>>COC(CCc1ccccc1)OC,unresolved,,0.0,,0.0,,unavailable,,,,99.0,,,RCR1:c20c5db196d8d4f8b96cf324e4ac3e8422da5b0fc6542ca6dfdbdc316b7878b8,RCORE1:fd9ed1a6e8b1c4eb2bcb06cbe12d362215b9d2422454d7c71d73b0345ecbece2,,COND1:catalyst=104-15-4|reagent=unknown|solvent=64-17-5,RAWCOND1:b7db6945cad604bba6f9fae3d7e38c3ee55f01ee5bfc112296b331520e5eb79d,104-15-4,,64-17-5,2,0,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (2014), 79(17), 8263-8270"
1.9,OBS1:4a4df69a94740347c88a4627b0c0a1d5ebaf785aa74d279de056cd98985a09fb,31-301-CAS-16304208,CRX1:034ae926a9f1c902449d62dcbaf1ed921c5c446460a82ef58115573245e7ef80,Acetal_ketal_formation,788,Acetal ketal formation,REF1:d3c6603f2bbfc5af591827ca0fb70e95b022d283812df0b0a83734518f0c8b53,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,O=Cc1ccccc1.CCCCCCCCC(O)CO>>CCCCCCCCC1COC(c2ccccc2)O1,CCCCCCCCC(O)CO.O=Cc1ccccc1>>CCCCCCCCC1COC(c2ccccc2)O1,unresolved,,0.0,,0.0,,unavailable,,,,87.0,,,RCR1:69b1357b8cd810dc38710e875bc098064bb43d73b2363ecd9b8b338fc79c7c4a,RCORE1:be145b1731703204db98e496ab296bd70c47de0b06fc5aff6ea4dc9e494c5f15,,COND1:catalyst=unknown|reagent=104-15-4+144-55-8|solvent=108-88-3+7732-18-5,RAWCOND1:bbce1dff64bf3aa3f6654a8620ad26b04c815419d2d671d0651a756d541cd486,,104-15-4|144-55-8,108-88-3|7732-18-5,4,0,0,False,,,,,,,,,,,,,"Organic Letters (2016), 18(21), 5604-5607"
1.9,OBS1:940053e9a9ffaa57f17b686ea16186831ffb6b44626970625aa075ad687afc07,31-301-CAS-22486518,CRX1:3b82db2cd609c60885a98b03e0c601e55e04e70b9aa973f6ee6031db57bf595f,Acetal_ketal_formation,1467,Acetal ketal formation,REF1:3c7ddc41938d268418b5220c2f1292c199c69a2f66b6f9631f3559f871f665b2,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,C=CCO.CC(C)c1ccc(C=O)cc1>>C=CCOC(OCC=C)c1ccc(C(C)C)cc1,C=CCO.CC(C)c1ccc(C=O)cc1>>C=CCOC(OCC=C)c1ccc(C(C)C)cc1,unresolved,,0.0,,0.0,,unavailable,,,,89.0,,,RCR1:3028918e3bd80e1b3cc700f588c249a7d4cf99efdc6b72d780c9b68995adb31d,RCORE1:19aacc843a2ce26e53413e024e5814cf16c82ca753ddfb4efaa7de8fc8efa311,,COND1:catalyst=104-15-4|reagent=unknown|solvent=109-99-9,RAWCOND1:24e0837d31a367e947b77bae7301cacf7314825a4e7f652f43cecb50821c8547,104-15-4,,109-99-9,2,0,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (2020), 85(16), 10399-10412"
1.9,OBS1:0a747031ddbfd02228dfcc29af6d1b68dcc26446abca6b626c940b0a8ac7270a,31-614-CAS-24246764,CRX1:0b114edadac74ed985f9e8597360672e033304a19ded5e9bc8b8c029672724da,Acetal_ketal_formation,2573,Acetal ketal formation,REF1:f8450451f060d83d8492be5c825193ae9bb9b9bbc1a20fba0a11c9c2817e6993,bibliographic_text,rejected,condition_identifier_uncertainty|no_usable_transformation_evidence,rejected,unresolved_retained,usable,ineligible,CO.Cc1ccc(S(=O)(=O)N2CCCCC2C=O)cc1>>Cc1ccc(S(=O)(=O)N2CCCC[C@H]2C=O)cc1.COC(OC)C1CCCCN1S(=O)(=O)c1ccc(C)cc1,CO.Cc1ccc(S(=O)(=O)N2CCCCC2C=O)cc1>>COC(OC)C1CCCCN1S(=O)(=O)c1ccc(C)cc1.Cc1ccc(S(=O)(=O)N2CCCC[C@H]2C=O)cc1,unresolved,,0.0,,0.0,,unavailable,,,,81.0,,,RCR1:74246a93d9a0970e19210c99a62d0beaae438d0a683706c7425e51b68e66ac17,RCORE1:5a8b28fc191f8ac5ab5deb72982fc37ab2f352eaedd52220419674c5e292463e,,COND1:catalyst=150529-93-4+34946-82-2|reagent=516-12-1|solvent=67-56-1,RAWCOND1:856c896d7569bdf589cd1966aac50b5d8d4264b695fc54b2b16dbfecda35bed2,150529-93-4|34946-82-2,516-12-1,67-56-1,3,1,0,True,,,,,,,,,,,,,"Angewandte Chemie, International Edition (2008), 47(49), 9458-9461"
1.9,OBS1:e84045cfc33ffc59efeff5b45c37d957f1600fc29703b868f0f05a4b703aff33,31-614-CAS-31788212,CRX1:1f0cf33906b2b775ac6fff7b3757e097e2c8f16428f6a8848d99b685a7c69a95,Acyl_Halides_formation,704,Acyl Halides formation,REF1:4fc74977594af155361b74e011d10db841e8ea5cb9a515443488685de318ab5f,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,O=Cc1ccc(OCC(=O)O)cc1>>O=Cc1ccc(OCC(=O)Cl)cc1,O=Cc1ccc(OCC(=O)O)cc1>>O=Cc1ccc(OCC(=O)Cl)cc1,unresolved,,0.0,,0.0,,unavailable,,,,100.0,,,RCR1:2855352ca0b226066f972056bb9ed79650832eba65a1854bd466eb95f555f238,RCORE1:495c946110034ec13b572a26e1e460bcfdb52c54e04bd9b55355fa689ffdf250,,COND1:catalyst=68-12-2|reagent=79-37-8|solvent=75-09-2,RAWCOND1:106ae8297e1edfc1eb22f4b0b2dab942f6355c528974245bf7e59c078d14b59d,68-12-2,79-37-8,75-09-2,3,0,0,True,,,,,,,,,,,,,"Organic Chemistry Frontiers (2022), 9(10), 2600-2605"
1.9,OBS1:493cb7353c90d66e7ef8c1f83d3c62971969f7b0cbe354151271d9752352e40e,31-614-CAS-35201412,CRX1:69b2dc259a9ebaca0f8828a5048804a8fcc5e3fd4ed906763df8d30d683cbe5c,Acyl_Halides_formation,990,Acyl Halides formation,REF1:63c6bd0372d62625ccff0f6dc98edd489f82bd4094f3ac09e3d35a1d5a9d2cbd,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,C=C(C)CN(c1cccc(C)c1C(=O)O)S(=O)(=O)c1ccc(C)cc1>>C=C(C)CN(c1cccc(C)c1C(=O)F)S(=O)(=O)c1ccc(C)cc1,C=C(C)CN(c1cccc(C)c1C(=O)O)S(=O)(=O)c1ccc(C)cc1>>C=C(C)CN(c1cccc(C)c1C(=O)F)S(=O)(=O)c1ccc(C)cc1,unresolved,,0.0,,0.0,,unavailable,,,,80.0,,,RCR1:bf08819db73474589dd748653e7066d7aece143e2a5fe2a8b450eca31f85f5c9,RCORE1:2c9546ab01e3dba23d1a698a21150862946c707e6e9029e22b98ef5ab9512d82,,COND1:catalyst=unknown|reagent=144-55-8+63517-29-3+73602-61-6|solvent=107-06-2+7732-18-5,RAWCOND1:9a100a2eacc87e6b35f6895f33ea837e47af27e0f3e7296ab0c53f14c13058e4,,144-55-8|63517-29-3|73602-61-6,107-06-2|7732-18-5,5,0,0,True,,,,,,,,,,,,,"Organic Letters (2023), 25(5), 726-731"
1.9,OBS1:c8dfa206fb861f3bb1261d63f0667de0258255b315a4fb98c36aa595c95e2d7e,31-614-CAS-37054074,CRX1:e4a6f96bab0e8068ca4e90f7dae5773fae965d0167bbec49c1b2c5ba74013a56,Acyl_Halides_formation,1176,Acyl Halides formation,REF1:e3fe84d1b262471c821a470a7ec0ed4871b4e6cb3e9bf85e969c697def4ca40b,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,O=C(O)c1ccc2[nH]c(=O)c(=O)[nH]c2c1>>O=C(Cl)c1ccc2nc(Cl)c(Cl)nc2c1,O=C(O)c1ccc2[nH]c(=O)c(=O)[nH]c2c1>>O=C(Cl)c1ccc2nc(Cl)c(Cl)nc2c1,unresolved,,0.0,,0.0,,unavailable,,,,79.0,,,RCR1:66ad9df58934346359991d41db0cbf880c9f4d352472059acdd98f7ef00afe6e,RCORE1:355d263a4253076e507b22101ecf541d3d1f183496deb427c957c305b0bb04da,,COND1:catalyst=68-12-2|reagent=7719-09-7|solvent=79-01-6,RAWCOND1:24a39f093fcdf784331445e6d0c1f2f980fb0c3151e8e0bbb433509257e48a1c,68-12-2,7719-09-7,79-01-6,2,1,0,True,,,,,,,,,,,,,"Angewandte Chemie, International Edition (2020), 59(9), 3671-3677"
1.9,OBS1:4885db38dc028339fd193af670c98691c5e985a5b83b57e7e239581084c4643f,31-268-CAS-22801533,CRX1:e5823ba9be84ec7301d22aa3a72372a0a891560f79fe9601da709837fad45a14,Addition_of_Halogens_to_Double_or_Triple_Bonds,725,Addition of Halogens to Double or Triple Bonds,REF1:54cad7417e05e49fb53e7f708f02515a59dc6a66315a5b0cadf7d053d1f2ed38,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,CC(C)(C)/C=C/CS(=O)(=O)c1ccccc1>>CC(C)(C)C(Br)C(Br)CS(=O)(=O)c1ccccc1,CC(C)(C)/C=C/CS(=O)(=O)c1ccccc1>>CC(C)(C)C(Br)C(Br)CS(=O)(=O)c1ccccc1,unresolved,,0.0,,0.0,,unavailable,,,,98.0,,,RCR1:d345bead942aee056608ab21cf18e2aa7e82c1f0763657a80e8fffbc00b9579d,RCORE1:982ad3b3ac6c4a23e4ac7efd68580cbe142eed22d14bd7abcc726b0e0eb517ea,,COND1:catalyst=unknown|reagent=7726-95-6+7772-98-7|solvent=75-09-2+7732-18-5,RAWCOND1:7b8db9182883a77a0999d9e21869a3b0ab72d2746fbf0438cfaac7b4a9254f4b,,7726-95-6|7772-98-7,75-09-2|7732-18-5,4,0,0,True,,,,,,,,,,,,,"European Journal of Organic Chemistry (2020), 2020(39), 6228-6235"
1.9,OBS1:4a1e40b2d17257cce4b82b07e002dbd661b85969d7bdd8aca33b19019fe31159,31-268-CAS-2376565,CRX1:b07cd5890e5a320a0de80ef69c453d7f68d80f388fc98f75fb6e6daf3cfd37c9,Addition_of_Halogens_to_Double_or_Triple_Bonds,747,Addition of Halogens to Double or Triple Bonds,REF1:cc167c3927c2009792d4a69b00a7c9b2481f4c10a764c6bb0df3c939f3147eac,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,COC(=O)/C=C/c1ccccc1>>COC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,COC(=O)/C=C/c1ccccc1>>COC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,unresolved,,0.0,,0.0,,unavailable,,,,99.0,,,RCR1:879cd7a8f655939fa3e3a7e87ab836d465096c69501de80461b9210284c0dd9a,RCORE1:944babce73f665aead62fca36a188e286000072e8695d48cf798b181cc11b4a0,,COND1:catalyst=unknown|reagent=1352657-69-2+7772-98-7|solvent=75-09-2+7732-18-5,RAWCOND1:ac1c967613781db8f8a25efd33415af0936494e6a02e22343f6202397763a342,,1352657-69-2|7772-98-7,75-09-2|7732-18-5,3,1,0,True,,,,,,,,,,,,,"Synthesis (2014), 46(6), 740-747, 8 pp."
1.9,OBS1:8c3d3ba54b30b21302cf02895f125d07cd903dda7789adbc31302b70530f01ba,31-268-CAS-4693098,CRX1:c735b27e1ea4660373e6eaacdf9ee703842ad7d29256d91f5a536c890b4c10f8,Addition_of_Halogens_to_Double_or_Triple_Bonds,921,Addition of Halogens to Double or Triple Bonds,REF1:9e0372d493ff87fd184a189dada930415e73e0c2792f14a9e68230dcc413b382,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,COCC#CCOC>>COC/C(Br)=C(\Br)COC,COCC#CCOC>>COC/C(Br)=C(\Br)COC,unresolved,,0.0,,0.0,,unavailable,,,,77.0,,,RCR1:4e96b9669525e9b49e109451aeeeaf644eba04fd252268d7e1c203986fd9ca08,RCORE1:0f195449d9a35e579bf6c7f58276acec13abecce285561cf6eb6f4f171c493ac,,COND1:catalyst=7803-55-6|reagent=1643-19-2+76-05-1+7782-44-7|solvent=123-91-1,RAWCOND1:5d85fdf13ed002913de5703957a5d807f5b16e666c25b5f69378f85bd86bab09,7803-55-6,1643-19-2|76-05-1|7782-44-7,123-91-1,5,0,0,True,,,,,,,,,,,,,"Chemistry - An Asian Journal (2009), 4(8), 1213-1216"
