reaction_id,detected_reaction_type,reaction_smiles,yield,z_score,reactant_1,reactant_2,reactant_3,formed_motifs,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,spectator_groups,reference,Reaction_Key
C-N Coupling,C_N_Coupling,OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O.NCc1ccccc1>>OC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,92,0.0,Ar-Cl,Bn-NH2,,Ar-NHR,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyrimidine / AromN / OH / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|Bn-NH2 -> Ar-NHR || Alkyl-AromN|Pyrimidine|R2CH-OH|R2CH-OR|RCH2-OH
C-N Coupling,C_N_Coupling,c1ccc2[nH]ccc2c1.COc1ccccc1I>>COc1ccccc1-n1ccc2ccccc21,90,0.61,Indole,Ar-I,,Ar-AromN,CuCl2/[Ru(bpz)3][PF6]2/Cu,,KOH,,,,,,2659278-63-2,DMF,OR,"RSC Advances (2021), 11(36), 22278-22286",Ar-I|Indole -> Ar-AromN || Ar-OR
C-N Coupling,C_N_Coupling,Clc1cnccn1.C1CCNC1>>c1cnc(N2CCCC2)cn1,84,0.09,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyrimidine,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Pyrimidine
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.CN1CCNCC1>>CN1CCN(c2nc3ccccc3o2)CC1,98,0.0,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole / NR2,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Oxazole|RCH2-NR2
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.NCCc1cccs1>>c1csc(CCNc2nc3ccccc3o2)c1,86,0.0,Ar-Cl,RCH2-NH2,,Ar-NHR,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole / Thiophene,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NH2 -> Ar-NHR || Ar-Alkyl|Oxazole|Thiophene
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.CC[C@H](C)[C@H](N)C(=O)OC.Cl>>CC[C@H](C)[C@H](Nc1nc2ccccc2o1)C(=O)O,96,0.0,Ar-Cl,R2CH-NH2|R2CH-CO2R,Inorganic,Ar-NHR|R2CH-CO2H,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|Inorganic|R2CH-NH2 -> R2CH-CO2H || Oxazole|R_acidic-H
C-N Coupling,C_N_Coupling,Clc1nccnc1Cl.C1COCCN1>>Clc1nccnc1N1CCOCC1,77,-1.18,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyrimidine / Cl / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Ar-Cl|Pyrimidine|RCH2-OR
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2s1.C1COCCN1>>c1ccc2sc(N3CCOCC3)nc2c1,98,0.0,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Thiazole / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || RCH2-OR|Thiazole
C-N Coupling,C_N_Coupling,Cn1cnc([N+](=O)[O-])c1Cl.C1CCNC1>>Cn1cnc([N+](=O)[O-])c1N1CCCC1,74,-0.71,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,AromN / NO2,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Alkyl-AromN|Ar-NO2
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.CNC>>CN(C)c1nc2ccccc2o1,89,0.0,Ar-Cl,CH3-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|CH3-NHR -> Ar-NR2 || Oxazole
C-N Coupling,C_N_Coupling,c1ccc2[nH]ccc2c1.Cc1ccc(I)cc1>>Cc1ccc(-n2ccc3ccccc32)cc1,95,1.24,Indole,Ar-I,,Ar-AromN,CuCl2/[Ru(bpz)3][PF6]2/Cu,,KOH,,,,,,2659278-63-2,DMF,,"RSC Advances (2021), 11(36), 22278-22286",Ar-I|Indole -> Ar-AromN || Ar-Alkyl
C-N Coupling,C_N_Coupling,Clc1ncnc2nc[nH]c12.C1CCCNCC1>>c1nc(N2CCCCCC2)c2[nH]cnc2n1,80,-1.15,Ar-Cl|Imidazole,RCH2-NHR,,Ar-NR2|AromN-H,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Imidazole / Pyrimidine,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> AromN-H || Imidazole|Pyrimidine
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.NC1CCCCC1>>c1ccc2oc(NC3CCCCC3)nc2c1,97,0.0,Ar-Cl,R2CH-NH2,,Ar-NHR,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|R2CH-NH2 -> Ar-NHR || Oxazole
C-N Coupling,C_N_Coupling,Clc1cnc(Cl)nc1.C1COCCN1>>Clc1cnc(N2CCOCC2)nc1,87,0.35,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyrimidine / Cl / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Ar-Cl|Pyrimidine|RCH2-OR
C-N Coupling,C_N_Coupling,Clc1nc(Cl)c2[nH]cnc2n1.C1CCNCC1>>Clc1nc(N2CCCCC2)c2[nH]cnc2n1,93,0.0,Ar-Cl|Imidazole,RCH2-NHR,,Ar-NR2|AromN-H,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Imidazole / Pyrimidine / Cl,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> AromN-H || Ar-Cl|Imidazole|Pyrimidine
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2s1.NCc1ccccc1>>c1ccc(CNc2nc3ccccc3s2)cc1,72,0.0,Ar-Cl,Bn-NH2,,Ar-NHR,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Thiazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|Bn-NH2 -> Ar-NHR || Thiazole
C-N Coupling,C_N_Coupling,OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O.C1COCCN1>>OC[C@H]1O[C@@H](n2cnc3c(N4CCOCC4)ncnc32)[C@H](O)[C@@H]1O,90,0.0,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyrimidine / AromN / OH / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Alkyl-AromN|Pyrimidine|R2CH-OH|R2CH-OR|RCH2-OH|RCH2-OR
C-N Coupling,C_N_Coupling,O=[N+]([O-])c1ccc(Cl)nc1.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)nc1,77,-1.49,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyridine / NO2,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Ar-NO2|Pyridine
C-N Coupling,C_N_Coupling,Clc1cncc(Cl)n1.C1CCNCC1>>Clc1cncc(N2CCCCC2)n1,69,-2.52,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyrimidine / Cl,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Ar-Cl|Pyrimidine
C-N Coupling,C_N_Coupling,Clc1ncnc2nc[nH]c12.C1CCNC1>>c1nc(N2CCCC2)c2[nH]cnc2n1,85,0.58,Ar-Cl|Imidazole,RCH2-NHR,,Ar-NR2|AromN-H,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Imidazole / Pyrimidine,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> AromN-H || Imidazole|Pyrimidine
C-N Coupling,C_N_Coupling,O=[N+]([O-])c1cccnc1Cl.C1CCNC1>>O=[N+]([O-])c1cccnc1N1CCCC1,97,0.43,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyridine / NO2,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Ar-NO2|Pyridine
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2s1.CNC>>CN(C)c1nc2ccccc2s1,77,0.0,Ar-Cl,CH3-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Thiazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|CH3-NHR -> Ar-NR2 || Thiazole
C-N Coupling,C_N_Coupling,c1c[nH]cn1.Cc1ccc(I)cc1>>Cc1ccc(-n2ccnc2)cc1,85,0.28,Imidazole,Ar-I,,Ar-AromN,CuCl2/[Ru(bpz)3][PF6]2/Cu,,KOH,,,,,,2659278-63-2,DMF,,"RSC Advances (2021), 11(36), 22278-22286",Ar-I|Imidazole -> Ar-AromN || Ar-Alkyl
C-N Coupling,C_N_Coupling,c1ccc2[nH]ccc2c1.Clc1ccc(I)cc1>>Clc1ccc(-n2ccc3ccccc32)cc1,95,0.83,Indole,Ar-I,,Ar-AromN,CuCl2/[Ru(bpz)3][PF6]2/Cu,,KOH,,,,,,2659278-63-2,DMF,Cl,"RSC Advances (2021), 11(36), 22278-22286",Ar-I|Indole -> Ar-AromN || Ar-Cl
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2s1.CCCCN>>CCCCNc1nc2ccccc2s1,93,0.71,Ar-Cl,RCH2-NH2,,Ar-NHR,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Thiazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NH2 -> Ar-NHR || Thiazole
C-N Coupling,C_N_Coupling,OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O.C1CCNCC1>>OC[C@H]1O[C@@H](n2cnc3c(N4CCCCC4)ncnc32)[C@H](O)[C@@H]1O,77,-0.71,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyrimidine / AromN / OH / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Alkyl-AromN|Pyrimidine|R2CH-OH|R2CH-OR|RCH2-OH
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.CCCN>>CCCNc1nc2ccccc2o1,78,-0.71,Ar-Cl,RCH2-NH2,,Ar-NHR,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NH2 -> Ar-NHR || Oxazole
C-N Coupling,C_N_Coupling,c1cc[nH]c1.Ic1ccccc1>>c1ccc(-n2cccc2)cc1,91,0.37,Pyrrole,Ar-I,,Ar-AromN,CuCl2/[Ru(bpz)3][PF6]2/Cu,,KOH,,,,,,2659278-63-2,DMF,,"RSC Advances (2021), 11(36), 22278-22286",Ar-I|Pyrrole -> Ar-AromN || None
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.C[C@@H](OC(C)(C)C)[C@H](N)C(=O)OC(C)(C)C.Cl>>C[C@@H](OC(C)(C)C)[C@H](Nc1nc2ccccc2o1)C(=O)OC(C)(C)C,87,0.0,Ar-Cl,R2CH-NH2,Inorganic,Ar-NHR,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole / CO2R / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|Inorganic|R2CH-NH2 -> Ar-NHR || Oxazole|R2CH-CO2R|R3C-OR|R_acidic-H
C-N Coupling,C_N_Coupling,c1ccc2[nH]ccc2c1.Ic1ccccc1>>c1ccc(-n2ccc3ccccc32)cc1,96,0.8,Indole,Ar-I,,Ar-AromN,CuCl2/[Ru(bpz)3][PF6]2/Cu,,KOH,,,,,,2659278-63-2,DMF,,"RSC Advances (2021), 11(36), 22278-22286",Ar-I|Indole -> Ar-AromN || None
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.C1CCCNCC1>>c1ccc2oc(N3CCCCCC3)nc2c1,99,0.97,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Oxazole
C-N Coupling,C_N_Coupling,c1ccc2[nH]ccc2c1.CC(C)(C)[Si](C)(C)Oc1cccc(Br)c1>>CC(C)(C)[Si](C)(C)Oc1cccc(-n2ccc3ccccc32)c1,80,0.0,Indole,Ar-Br,,Ar-AromN,Pd2(dba)3,DavePhos,NaOtBu,,,,,,,PhMe,Si*,"Organic Letters (2021), 23(12), 4588-4592",Ar-Br|Indole -> Ar-AromN || Alkyl-Si*
C-N Coupling,C_N_Coupling,Clc1ncnc2nc[nH]c12.C1COCCN1>>c1nc(N2CCOCC2)c2[nH]cnc2n1,52,0.0,Ar-Cl|Imidazole,RCH2-NHR,,Ar-NR2|AromN-H,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Imidazole / Pyrimidine / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> AromN-H || Imidazole|Pyrimidine|RCH2-OR
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O>>CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(c5nc6ccccc6o5)CC4)cn3)nc2n(C2CCCC2)c1=O,85,0.0,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole / Pyridine / Pyrimidine / AromN / NHR / NR2 / COR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Alkyl-AromN|Ar-Alkyl|Ar-COR|Ar-NHR|Ar-NR2|Oxazole|Pyridine|Pyrimidine|R_acidic-H
C-N Coupling,,C1COCCN1.CC(C)(C)[Si](C)(C)OCc1ccc(-c2ccc(O[Si](C)(C)C(C)(C)C)cc2)cc1>>CC(C)(C)[Si](C)(C)OCc1ccc(-c2ccc(N3CCOCC3)cc2)cc1,79,0.0,RCH2-NHR,Alkyl-Si*,,Ar-NR2,Ni(cod)2,,NaOtBu,,,,,,916480-65-4,PhMe,OR / Si*,"Organic Letters (2021), 23(12), 4588-4592",Alkyl-Si*|RCH2-NHR -> Ar-NR2 || Alkyl-Si*|Ar-Alkyl|Ar-Ar|RCH2-OR
C-N Coupling,C_N_Coupling,c1c[nH]cn1.Ic1ccccc1>>c1ccc(-n2ccnc2)cc1,88,0.44,Imidazole,Ar-I,,Ar-AromN,CuCl2/[Ru(bpz)3][PF6]2/Cu,,KOH,,,,,,2659278-63-2,DMF,,"RSC Advances (2021), 11(36), 22278-22286",Ar-I|Imidazole -> Ar-AromN || None
C-N Coupling,C_N_Coupling,OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O.CNC>>CN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,97,0.0,Ar-Cl,CH3-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyrimidine / AromN / OH / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|CH3-NHR -> Ar-NR2 || Alkyl-AromN|Pyrimidine|R2CH-OH|R2CH-OR|RCH2-OH
C-N Coupling,,CC(C)(C)OC(=O)c1cn(C[C@H](F)CC(C(=O)OC(C)(C)C)(C(=O)OC(C)(C)C)c2ccc(I)nn2)nn1.Cc1cc(OC2CC(F)(F)C2)cc(CC(N)=O)n1>>Cc1cc(OC2CC(F)(F)C2)cc(CC(=O)Nc2ccc(C(C[C@@H](F)Cn3cc(C(=O)OC(C)(C)C)nn3)(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)nn2)n1,86,0.0,Ar-I,Bn-CONH2,,Ar-N(R)COR|Bn-CONHR,[PdCl(C3H5)]2,XantPhos,,,,,,,,Dioxane,Pyridine / AromN / CO2R / F / OR,"Journal of Medicinal Chemistry (2020), 63(21), 12957-12977",Ar-I|Bn-CONH2 -> Ar-N(R)COR || Alkyl-AromN|Alkyl-F|Ar-Alkyl|Ar-CO2R|Ar-OR|Pyridine|R2CH-F|R3C-CO2R|R_acidic-H
C-N Coupling,C_N_Coupling,O=[N+]([O-])c1cccnc1Cl.C1CCCNCC1>>O=[N+]([O-])c1cccnc1N1CCCCCC1,99,0.63,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyridine / NO2,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Ar-NO2|Pyridine
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.CC(C)(C)OC(=O)N1CCNCC1>>CC(C)(C)OC(=O)N1CCN(c2nc3ccccc3o2)CC1,97,0.0,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole / N(R)CO2R,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Alkyl-N(R)CO2R|Oxazole
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2s1.C1CCNC1>>c1ccc2sc(N3CCCC3)nc2c1,98,-0.26,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Thiazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Thiazole
C-N Coupling,C_N_Coupling,O=[N+]([O-])c1cccnc1Cl.C1CCNCC1>>O=[N+]([O-])c1cccnc1N1CCCCC1,97,0.43,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyridine / NO2,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Ar-NO2|Pyridine
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1>>Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(c2nc3ccccc3o2)CC1,95,0.0,Ar-Cl,Ar-Cl|RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole / Pyrimidine / NHR / Cl / OR / SR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl -> Ar-NR2 || Ar-Alkyl|Ar-Cl|Ar-NHR|Ar-OR|Ar-SR|Oxazole|Pyrimidine|R_acidic-H
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.C1CCNCC1>>c1ccc2oc(N3CCCCC3)nc2c1,97,0.56,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Oxazole
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2s1.CN1CCNCC1>>CN1CCN(c2nc3ccccc3s2)CC1,88,0.0,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Thiazole / NR2,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || RCH2-NR2|Thiazole
C-N Coupling,C_N_Coupling,O=[N+]([O-])c1cccnc1Cl.C1COCCN1>>O=[N+]([O-])c1cccnc1N1CCOCC1,88,0.0,Ar-Cl,RCH2-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Pyridine / NO2 / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Ar-NO2|Pyridine|RCH2-OR
C-N Coupling,C_N_Coupling,Clc1nc2ccccc2o1.COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12>>COc1c(N2CCN(c3nc4ccccc4o3)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,91,0.0,Ar-Cl,RCH2-NHR|R2CH-NHR,,Ar-NR2,Cu(OAc)2,,K3PO4,,,,,,1430837-91-4,H2O,Oxazole / Quinoline / AromN / NR2 / CO2H / F / OR,"Journal of Organic Chemistry (2021), 86(13), 8900-8925",Ar-Cl|RCH2-NHR -> Ar-NR2 || Alkyl-AromN|Ar-CO2H|Ar-F|Ar-NR2|Ar-OR|Oxazole|Quinoline
C-N Coupling,C_N_Coupling,Ic1ccccc1.N[C@@H](COCc1ccccc1)C(=O)O>>O=C(O)[C@H](COCc1ccccc1)Nc1ccccc1,81,0.0,Ar-I,R2CH-NH2,,Ar-NHR,CuI,,Cs2CO3,HCl,,,,,874-23-7,DMF/H2O,CO2H / OR,"ACS Catalysis (2021), 11(6), 3343-3350",Ar-I|R2CH-NH2 -> Ar-NHR || Bn-OR|R2CH-CO2H|R_acidic-H
C-N Coupling,C_N_Coupling,Nc1ccccc1I.Ic1ccccc1-c1ccccc1>>c1ccc2c(c1)Nc1ccccc1-c1ccccc1-2,94,0.71,Ar-I|Ar-NH2,Ar-I,,Ar-Ar|Ar-NHR,Pd(OAc)2,DPPF,KHCO3,,,,,,,H2O/DMF,,"Journal of Organic Chemistry (2021), 86(13), 9096-9106",Ar-I -> Ar-NHR || Ar-Ar
C-N Coupling,C_N_Coupling,Nc1ccccc1Br.Ic1ccccc1-c1ccccc1>>c1ccc2c(c1)Nc1ccccc1-c1ccccc1-2,89,-0.18,Ar-Br|Ar-NH2,Ar-I,,Ar-Ar|Ar-NHR,Pd(OAc)2,DPPF,KHCO3,,,,,,,H2O/DMF,,"Journal of Organic Chemistry (2021), 86(13), 9096-9106",Ar-Br|Ar-I -> Ar-NHR || Ar-Ar
C-N Coupling,C_N_Coupling,c1ccc(Nc2ccccc2)cc1.Brc1ccc(C2=C3c4ccc(Br)cc4C4c5ccccc5-c5ccccc5C34c3ccccc32)cc1>>c1ccc(N(c2ccccc2)c2ccc(C3=C4c5ccc(N(c6ccccc6)c6ccccc6)cc5C5c6ccccc6-c6ccccc6C45c4ccccc43)cc2)cc1,78,0.0,Ar-NHR,Ar-Br,,Ar-NR2,Pd(OAc)2,SPhos,NaOtBu,,,,,,,PhMe,,"Organic Letters (2021), 23(13), 5203-5207",Ar-Br|Ar-NHR -> Ar-NR2 || Ar-Alkenyl|Ar-Alkyl|Ar-Ar
C-N Coupling,,Fc1ccccc1Cl.COc1ccc(NC(=O)c2ccccc2F)cc1>>COc1ccc(-n2c(=O)c3ccccc3c3ccccc32)cc1,63,-0.71,Ar-Cl|Ar-F,Ar-F|Ar-N(R)COR,,Ar-AromN|Isoquinoline|Quinoline,NiCl2,dtbbpy,t-BuOLi,,,Zn,LiCl/ZnCl2,,,DMAc,OR,"ACS Catalysis (2021), 11(8), 4644-4649",Ar-Cl|Ar-F -> Ar-AromN || Ar-OR
C-N Coupling,,Fc1ccc(Cl)c(F)c1.COc1ccc(NC(=O)c2ccccc2F)cc1>>COc1ccc(-n2c(=O)c3ccccc3c3ccc(F)cc32)cc1,57,0.0,Ar-Cl|Ar-F,Ar-F|Ar-N(R)COR,,Ar-AromN|Isoquinoline|Quinoline,NiCl2,dtbbpy,t-BuOLi,,,Zn,LiCl/ZnCl2,,,DMAc,F / OR,"ACS Catalysis (2021), 11(8), 4644-4649",Ar-Cl|Ar-F -> Ar-AromN || Ar-F|Ar-OR
C-N Coupling,,COc1ccc(Cl)c(F)c1.COc1ccc(NC(=O)c2ccccc2F)cc1>>COc1ccc(-n2c(=O)c3ccccc3c3ccc(OC)cc32)cc1,70,0.71,Ar-Cl|Ar-F,Ar-F|Ar-N(R)COR,,Ar-AromN|Isoquinoline|Quinoline,NiCl2,dtbbpy,t-BuOLi,,,Zn,LiCl/ZnCl2,,,DMAc,OR,"ACS Catalysis (2021), 11(8), 4644-4649",Ar-Cl|Ar-F -> Ar-AromN || Ar-OR
C-N Coupling,C_N_Coupling,Brc1cccc2cccnc12.Clc1ccc2cc[nH]c2c1>>Clc1ccc2ccn(-c3cccc4cccnc34)c2c1,88,0.82,Ar-Br,Indole,,Ar-AromN,CuI,,K3PO4,,,,,,68737-65-5,PhMe,Quinoline / Cl,"Organic Chemistry Frontiers (2021), 8(12), 3032-3040",Ar-Br|Indole -> Ar-AromN || Ar-Cl|Quinoline
C-N Coupling,C_N_Coupling,C#Cc1ccccc1.COc1ccc(I)cc1.[N-]=[N+]=Nc1ccc(N)cc1>>COc1ccc(Nc2ccc(-n3cc(-c4ccccc4)nn3)cc2)cc1,78,0.71,Ar-Alkynyl_terminal,Ar-I,Ar-NH2|Ar-N3,Ar-Ar|Ar-AromN|Ar-NHR,CuI,,K2CO3,,,,,,1455503-78-2,H2O,OR,"Organic Chemistry Frontiers (2021), 8(11), 2434-2441",Ar-Alkynyl_terminal|Ar-I|Ar-NH2 -> Ar-NHR || Ar-OR
C-N Coupling,C_N_Coupling,Brc1ccc2[nH]ccc2c1.Brc1cccc2cccnc12>>Brc1ccc2c(ccn2-c2cccc3cccnc23)c1,95,1.31,Ar-Br|Indole,Ar-Br,,Ar-AromN,CuI,,K3PO4,,,,,,68737-65-5,PhMe,Quinoline / Br,"Organic Chemistry Frontiers (2021), 8(12), 3032-3040",Ar-Br -> Ar-AromN || Ar-Br|Quinoline
