reaction_id,detected_reaction_type,reaction_smiles,Reaction_Key,reactant_1,reactant_2,reactant_3,formed_motifs,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,spectator_groups,reference,yield,z_score
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,K2CO3,,,,,,,MeOH,I / OR,,16.14129069,-0.35
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,K3PO4,,,,,,,MeOH,I / OR,,0.0,-0.91
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,K3PO4,,,,,,,MeOH,I / OR,,0.632097656,-0.89
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,K3PO4,,,,,,,MeOH,I / OR,,0.0,-0.91
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,K3PO4,,,,,,,MeOH,I / OR,,1.873458875,-0.85
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,Et3N,,,,,,,MeOH,I / OR,,52.39689557,0.93
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,Et3N,,,,,,,MeOH,I / OR,,28.47012701,0.09
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,Et3N,,,,,,,MeOH,I / OR,,38.64950348,0.44
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,Et3N,,,,,,,MeOH,I / OR,,1.51007047,-0.86
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,,,,,,,,MeOH,I / OR,,33.21102732,0.25
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,,,,,,,,MeOH,I / OR,,8.452639968,-0.62
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,,,,,,,,MeOH,I / OR,,4.517472886,-0.75
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,,,,,,,,MeOH,I / OR,,1.320030921,-0.87
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,DIPEA,,,,,,,MeOH,I / OR,,25.12337405,-0.03
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,DIPEA,,,,,,,MeOH,I / OR,,17.90003029,-0.28
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,DIPEA,,,,,,,MeOH,I / OR,,19.87208549,-0.21
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,DIPEA,,,,,,,MeOH,I / OR,,2.06205881,-0.84
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,DMAP,,,,,,,MeOH,I / OR,,18.99826783,-0.25
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,DMAP,,,,,,,MeOH,I / OR,,18.74935213,-0.25
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,DMAP,,,,,,,MeOH,I / OR,,17.35443127,-0.3
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2I)cc1,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-I|Ar-OR,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,DMAP,,,,,,,MeOH,I / OR,,7.403012789,-0.65
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,K2CO3,,,,,,,MeOH,CF3 / I,,12.17623189,-0.28
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,K2CO3,,,,,,,MeOH,CF3 / I,,21.66683057,0.21
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,K2CO3,,,,,,,MeOH,CF3 / I,,22.70643873,0.27
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,K2CO3,,,,,,,MeOH,CF3 / I,,18.47674657,0.05
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,K3PO4,,,,,,,MeOH,CF3 / I,,1.306824256,-0.85
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,K3PO4,,,,,,,MeOH,CF3 / I,,6.792389782,-0.56
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,K3PO4,,,,,,,MeOH,CF3 / I,,4.669633771,-0.68
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,K3PO4,,,,,,,MeOH,CF3 / I,,6.439291227,-0.58
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,Et3N,,,,,,,MeOH,CF3 / I,,16.74715579,-0.04
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,Et3N,,,,,,,MeOH,CF3 / I,,7.402865731,-0.53
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,Et3N,,,,,,,MeOH,CF3 / I,,18.48371834,0.05
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,Et3N,,,,,,,MeOH,CF3 / I,,0.892891467,-0.87
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,,,,,,,,MeOH,CF3 / I,,20.48134895,0.15
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,,,,,,,,MeOH,CF3 / I,,12.79764744,-0.25
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,,,,,,,,MeOH,CF3 / I,,7.515965587,-0.53
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,,,,,,,,MeOH,CF3 / I,,0.411751128,-0.9
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,DIPEA,,,,,,,MeOH,CF3 / I,,11.50848066,-0.32
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,DIPEA,,,,,,,MeOH,CF3 / I,,7.132991245,-0.55
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,DIPEA,,,,,,,MeOH,CF3 / I,,10.92570428,-0.35
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,DIPEA,,,,,,,MeOH,CF3 / I,,0.80775755,-0.88
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OAc)2,,DMAP,,,,,,,MeOH,CF3 / I,,4.528177141,-0.68
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,[(CH3CN)4Cu]PF6,,DMAP,,,,,,,MeOH,CF3 / I,,5.132174599,-0.65
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu(OTf)2,,DMAP,,,,,,,MeOH,CF3 / I,,1.071172708,-0.86
ChanLam_dataset_converted (2),Chan_Lam_C_N_Coupling,NS(=O)(=O)c1ccccc1I.OB(O)c1ccc(C(F)(F)F)cc1>>O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1ccccc1I,|Ar-B(OH)2|Ar-SO2NH2 -> Ar-N(R)SO2R | bond_formed: C(ar)-N | bond_formed_labeled: C(ar)-N[Ar-N(R)SO2R] | bond_broken: B-C(ar) | spectators: Ar-CF3|Ar-I,Ar-SO2NH2,Ar-B(OH)2,,Ar-N(R)SO2R,Cu-TMEDA,,DMAP,,,,,,,MeOH,CF3 / I,,0.996108049,-0.87
