source_reaction_type,reactive_site_1_normalized_label,reactive_site_2_normalized_label,reactive_site_1_display_label,reactive_site_2_display_label,yield_pct,z_score,catalyst,ligand,base,primary_solvent,secondary_solvent,tertiary_solvent,additive,coupling_reagent,procedure_text,reactive_site_1_source_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_1_qualifier_scope,reactive_site_1_mapping_status,reactive_site_2_source_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,reactive_site_2_qualifier_scope,reactive_site_2_mapping_status
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,0,-1.1,dppfPdCl2,dppf,,1-Octanol,water,,"Sodium octanoate, TMEDA",,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,0,-1.1,dppfPdCl2,dppf,,MeOH,,,TMEDA,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,13.61,-0.27,dppfPdCl2,dppf,,1-Octanol,water,,"Sodium octanoate, TMEDA",,55 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,18.74,0.04,dppfPdCl2,dppf,,1-Octanol,water,,"Sodium octanoate, TMEDA",,22 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
Buchwald-Hartwig,Ar-Cl,R-C(O)-NH2,Ar–Cl,R–C(O)–NH₂,0,-0.54,AlphosPd)2cod,AlPhos,NaOtBu,anisole,,,,,,ArCl,LG|Ar|Cl,,,,,canonical,RCONH2,XH|N|H2|C(O)R,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,R-C(O)-NH2,Ar–Cl,R–C(O)–NH₂,12.11,0.16,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,MeOH,,,,,3 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,RCONH2,XH|N|H2|C(O)R,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,R-C(O)-NH2,Ar–Cl,R–C(O)–NH₂,0,-0.54,AlphosPd)2cod,AlPhos,DBU,MeTHF,,,,,,ArCl,LG|Ar|Cl,,,,,canonical,RCONH2,XH|N|H2|C(O)R,primary,,,,canonical
Alkylation,R-OSO2R,AromN-H,R–OSO₂R,AromN–H,0,-1.69,,No Ligand,lutidine,Dioxane,,,,,,Alkyl-OSO2R,LG|Alkyl|OSO2R,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Alkylation,R-OSO2R,AromN-H,R–OSO₂R,AromN–H,16.03,-1.2,,No Ligand,NaHCO3,DMF,,,TBAI,,"2 h at 45 °C, then 7.5 h at 70 °C",Alkyl-OSO2R,LG|Alkyl|OSO2R,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Cl,Alkenyl–B(OR)₂,Ar–Cl,0,-0.56,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K2CO3,MeCN,water,,,,,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Cl,Alkenyl–B(OR)₂,Ar–Cl,0,-0.56,dtbpfPdCl2,dtbpf,K2CO3,Dioxane,TPGS-750M,water,Octanoic acid,,,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Cl,Alkenyl–B(OR)₂,Ar–Cl,53.68,1.19,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K2CO3,THF,water,,Potassium 2-ethylhexanoate,,"2 h at 60 °C, then 16 h at 80 °C",alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Cl,Alkenyl–B(OR)₂,Ar–Cl,0,-0.56,dtbpfPdCl2,dtbpf,Na2CO3,Dioxane,water,,TBAB,,,alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Alkylation,R-OSO2R,AromN-H,R–OSO₂R,AromN–H,11.07,-0.56,,No Ligand,lutidine,Dioxane,,,,,4 h at 45 °C,Alkyl-OSO2R,LG|Alkyl|OSO2R,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Alkylation,R-OSO2R,AromN-H,R–OSO₂R,AromN–H,62.31,0.98,,No Ligand,Cs2CO3,chlorobenzene,,,TBAI,,"9.5 h at 90 °C, then 60.5 h at 70 °C",Alkyl-OSO2R,LG|Alkyl|OSO2R,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Br,Alkenyl–B(OR)₂,Ar–Br,9.23,-1.13,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K2CO3,MeCN,water,,,,"2 h at 60 °C, then 18 h at 80 °C",alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,0,-0.92,MorDalphos Pd G3,MorDalphos,,PhMe,water,,"Sodium octanoate, TMEDA",,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,16.9,-0.04,AmPhos2PdCl2,AmPhos,TMEDA,MeTHF,PS-750-M,,Octanoic acid,,48 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,71.78,2.79,AmPhos2PdCl2,AmPhos,,Brij 35,cyclohexane,water,,,46 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,21.56,0.2,XPhos Pd(crotyl)Cl,XPhos,,Brij 35,PhMe,water,,,46 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,0,-0.92,"Cu2O, Ni(OAc)2",Me4phen,,Octanoic acid,PhMe,water,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
Suzuki-Miyaura,Ar-Cl,R-B(OR)2,Ar–Cl,R–B(OR)₂,0,-1.14,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,EtOH,water,,,,,ArCl,LG|Ar|Cl,,,,,canonical,Alkyl-B(OR)2,TM|Alkyl|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,R-B(OR)2,Ar–Cl,R–B(OR)₂,27.96,-0.2,meCgPPh Pd G3,meCgPPh,K3PO4,MeTHF,water,,,,22 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,Alkyl-B(OR)2,TM|Alkyl|B(OR)2,,,,,canonical
Condensation,R-NH2,ROR,R–NH₂,ROR,0,-0.44,,No Ligand,,MeO2CH,,,,,,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ROR,,,,,,unresolved
Buchwald-Hartwig,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH (≥1 α-C branched),0,-0.36,BippyPhos Pd(allyl)OTf,BippyPhos,K3PO4,MeCN,water,,,,,ArCl,LG|Ar|Cl,,,,,canonical,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified
Cyclization,RNHNH2,RCO2H or M,RNHNH2,RCO2H or M,0,-0.59,,No Ligand,DBU,Propionitrile,,,,CDT,,RNHNH2,,,,,,unresolved,RCO2H or M,,,,,,unresolved
Cyclization,RNHNH2,RCO2H or M,RNHNH2,RCO2H or M,0,-0.59,,No Ligand,DBU,anisole,,,,EDC,,RNHNH2,,,,,,unresolved,RCO2H or M,,,,,,unresolved
Suzuki-Miyaura,Ar-Cl,Ar-B(OH)2,Ar–Cl,Ar–B(OH)₂,85.94,-0.09,PPh3)2PdCl2,PPh3,Na2CO3,THF,water,,,,"3 h at 60 °C, then 17 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Addition,Alkyl-H acidic,RCN,Alkyl-H acidic,RCN,0,-0.4,,No Ligand,Na2CO3,DMI,,,,,,Alkyl-H acidic,,,,,,unresolved,RCN,,,,,,unresolved
"Negishi, in-situ",Ar-Cl,Ar-Br,Ar–Cl,Ar–Br,9.74,1.48,cBridP Pd(allyl)Cl,cBridP,,acetone,Brij 35,water,Octanoic acid,,15.5 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Alkenyl-I,Ar–Br,Alkenyl–I,0,-0.69,"CuI, dppfPdCl2",dppf,,anisole,,,,,,ArBr,LG|Ar|Br,,,,,canonical,alkene-I,LG|Alkenyl|I,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Cl,Ar-Br,Ar–Cl,Ar–Br,0,-0.5,AmPhos2PdCl2,AmPhos,,Brij 35,MeTHF,,"Sodium octanoate, water",,,ArCl,LG|Ar|Cl,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Cl,Ar-Br,Ar–Cl,Ar–Br,17.16,1.47,cataCXiumA Pd G6 Br)2,CataCXiumA,,MeTHF,,,TBAB,,"11 h at 45 °C, then 49 h at 60 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0.81,-0.71,BippyPhos Pd(allyl)OTf,BippyPhos,K3PO4,MeCN,water,,,,21 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,11.89,-0.16,cBridP Pd(allyl)Cl,cBridP,TMSOK,PhMe,,,,,9.5 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,31.83,0.81,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,NaOtBu,tAmOH,,,,,"2.5 h at 60 °C, then 15.5 h at 80 °C",R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0,-0.75,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,,,,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,5.45,-0.48,cBridP Pd(allyl)Cl,cBridP,DBU,PhMe,,,Potassium 2-ethylhexanoate,,22 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,67.57,2.56,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,50.8,1.74,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,64.61,2.41,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,72.72,2.81,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,67.22,2.54,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,8.61,-0.32,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,31.41,0.79,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,10.83,-0.22,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,48.25,1.61,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOtBu,PhMe,,,,,16 h at 80 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0,-0.75,RuPhos Pd(crotyl)Cl,RuPhos,Cs2CO3,tAmOH,,,,,,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0,-0.75,SPhos Pd(tBuInd)Cl,SPhos,Cs2CO3,tAmOH,,,,,,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0,-0.75,GPhos Pd G6 Br,GPhos,Cs2CO3,tAmOH,,,,,,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0,-0.75,XPhos Pd(crotyl)Cl,XPhos,Cs2CO3,tAmOH,,,,,,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0,-0.75,,No Ligand,Cs2CO3,PhMe,tAmOH,,,,,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0,-0.75,meCgPPh Pd G3,meCgPPh,TMSOK,PhMe,,,,,,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,0,-0.75,,No Ligand,,MeCN,PrOH,,,,,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH (≥1 α-C branched),Ar–Br,35.21,0.98,"Jackie CPhos Pd G4, XantPhos Pd(allyl)Cl","Jackie CPhos, XantPhos",NaOtBu,CPME,,,,,"2 h at 60 °C, then 21 h at 80 °C",R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
CN-Coupling,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),4.49,0.19,,No Ligand,DIPEA,DMI,,,BF3.OEt2,,68 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-OH,R-NH2,Ar–OH,R–NH₂ (α-C branched),17.68,1.55,GPhos Pd G6 TES,GPhos,TMSOK,PhMe,,,TBAB,PyBrOP,"3.5 h at 60 °C, then 17.5 h at 80 °C",ArOH,XH|O|H1|Ar,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-OH,R-NH2,Ar–OH,R–NH₂ (α-C branched),1.08,-0.33,,No Ligand,CsF,THF,,,,PyBrOP,"2 h at 60 °C, then 21 h at 80 °C",ArOH,XH|O|H1|Ar,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Br,Ar-NH2,Ar–Br,Ar–NH₂,0,-0.81,QPhos Pd(crotyl)Cl,QPhos,TMSOK,Propionitrile,,,,,,ArBr,LG|Ar|Br,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Br,Ar-NH2,Ar–Br,Ar–NH₂,4.6,-0.5,CuI,MNBO,NaOtBu,tAmOH,,,,,6 h at 100 °C,ArBr,LG|Ar|Br,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,1.85,-0.7,dppfPdCl2,dppf,,PhMe,,,"Brij 35, Sodium octanoate",,"6 h at 45 °C, then 38 h at 60 °C",ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,4.81,-0.55,CataCXiumA Pd(allyl)Cl,CataCXiumA,,Brij 35,THF,,Octanoic acid,,48 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,36.57,1.09,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,MeTHF,,,"Brij 35, Octanoic acid",,3 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,0.7,-0.76,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,Dioxane,,,"Brij 35, CuI",,5 h at 20 °C,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,18.12,0.14,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,acetone,,,"Brij 35, water",,"4.5 h at 10 °C, then 65.5 h at 25 °C",ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,0.29,-0.78,AmPhos2PdCl2,AmPhos,,acetone,,,"Brij 35, Octanoic acid",,23 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Suzuki-Miyaura, in situ",Ar-Br,Ar-Cl,Ar–Br,Ar–Cl,63.11,2.45,,No Ligand,Na2CO3,THF,,,"Brij 35, Octanoic acid",,21 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-Cl,R¹R²–NH,Ar–Cl,92.7,1.06,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,,,5 h at 80 °C,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-I,R1R2-NH,Ar–I,R¹R²–NH,1.45,0.06,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,,,20 h at 80 °C,ArI,LG|Ar|I,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-Br,AromN-H,Ar–Br,AromN–H,0,-0.41,meCgPPh Pd G3,meCgPPh,K2CO3,tAmOH,,,,,,ArBr,LG|Ar|Br,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂,Ar–Br,14.72,-0.06,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,,,3 h at 80 °C,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
CN-Coupling,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH,37.29,0.43,cBridP Pd(allyl)Cl,cBridP,K3PO4,PhMe,water,,,,68 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-Cl,AromN-H,Ar–Cl,AromN–H,20.87,1.03,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,,,8 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-I,Ar–NH₂,Ar–I,11.78,0.46,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,,,22 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArI,LG|Ar|I,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,1.99,-0.3,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,,,,,25 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,0,-0.47,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KHMDS,DMAc,,,,,,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Amide coupling,R-NH2,RCO2H or M,R–NH₂ (α-C branched),RCO2H or M,0,-1.41,,No Ligand,TMEDA,MeCN,,,,DIC,,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R-NH2,RCO2H or M,R–NH₂ (α-C branched),RCO2H or M,16.03,-0.61,,No Ligand,NEt3,,,,HOPS,DIC,21.5 h at 45 °C; [unknown time/temp],RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R-NH2,RCO2H or M,R–NH₂ (α-C branched),RCO2H or M,63.32,1.73,,No Ligand,K3PO4,MeCN,water,,"Brij 35, HOSu",DIC,1 h at 25 °C,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂,Ar–Br,80.77,2.86,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,tAmOH,,,,,"6 h at 80 °C, then 17 h at 110 °C",RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),0,-0.59,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K3PO4,MeCN,water,,water,,,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),0,-0.59,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Na2CO3,PhMe,water,,water,,,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,26.29,0.17,cBridP Pd(allyl)Cl,cBridP,KOtPent,DMI,,,,,"4 h at 40 °C, then 20 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,0.49,-0.87,CataCXiumA Pd(allyl)Cl,CataCXiumA,KOAc,MeCN,,,,,"5 h at 40 °C, then 15 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
