schema_version,observation_id,reaction_id,canonical_reaction_id,source_dataset,source_row_number,source_declared_family,admission_tier,admission_reasons,reaction_smiles,canonical_reaction_smiles,evidence_quality,transformation_class,transformation_confidence,named_family,family_confidence,reaction_label,reaction_label_status,yield_pct,temperature_c,time_h,condition_recipe_id,raw_recipe_id,catalyst_cas,reagent_cas,solvent_cas,condition_resolved_count,condition_unresolved_count,condition_invalid_count,condition_identity_uncertainty,reaction_signature_id,signature_l0_exact,signature_l1_handle,signature_l2_transformation,signature_l3_bond_edit,signature_l4_environment,reaction_signature_json,reference
1.3,OBS1:b172b65ae8aa51ec0c07d028d0068a9e5ed919b2f0ed56ac1b9c25d717b4d8f1,31-001-CAS-19873838,CRX1:d209f18f2f0ef9c0e16a544b861768ee16a9cb70ed5f444a2768070b5f2e03bc,suzuki_miyaura,2,Suzuki_Miyaura,review,missing_verified_reaction_signature,CC1(C)OB(c2ccc(CBr)cc2)OC1(C)C.Ic1ccc(-[n+]2ccc(-c3ccncc3)cc2)cc1.[Cl-]>>OCc1ccc(-c2ccc(-[n+]3ccc(-c4ccncc4)cc3)cc2)cc1.[Cl-],CC1(C)OB(c2ccc(CBr)cc2)OC1(C)C.Ic1ccc(-[n+]2ccc(-c3ccncc3)cc2)cc1.[Cl-]>>OCc1ccc(-c2ccc(-[n+]3ccc(-c4ccncc4)cc3)cc2)cc1.[Cl-],reactant_grammar_only,,0.0,,0.0,Ar–I + Ar–BPin →,reactant_only,99.0,,,COND1:catalyst=3375-31-3|reagent=497-19-8|solvent=7732-18-5,RAWCOND1:18fe0578cae4ed1dfed7b34616225acdf57b56970d5ae215e91172c192ee047a,3375-31-3,497-19-8,7732-18-5,3,0,0,False,,,,,,,,"Chemistry - A European Journal (2019), 25(13), 3257-3261"
1.3,OBS1:2c7ff6dd3afdd87a887c74dda994a0905e422d07bc7d01f82b5d0ccc7857f580,31-004-CAS-10444527,CRX1:366eab487141c46b6cbd4ebcbc6a50765d7efee8b4ae99367bf142b91100fced,suzuki_miyaura,3,Suzuki_Miyaura,review,missing_verified_reaction_signature,Ic1ccccc1.COc1ccc2nc(C3=C(/C=C/c4ccccc4)C(C)OB3O)sc2c1>>COc1ccc2nc(/C(=C(\C=C\c3ccccc3)C(C)O)c3ccccc3)sc2c1,COc1ccc2nc(C3=C(/C=C/c4ccccc4)C(C)OB3O)sc2c1.Ic1ccccc1>>COc1ccc2nc(/C(=C(\C=C\c3ccccc3)C(C)O)c3ccccc3)sc2c1,reactant_grammar_only,,0.0,,0.0,Ar–I + Other–OH →,reactant_only,90.0,,,COND1:catalyst=14221-01-3|reagent=7778-53-2|solvent=68-12-2+7732-18-5,RAWCOND1:440ab3ee43035c5b1af360d11965f9cb374975640865e7c274f872b19333f522,14221-01-3,7778-53-2,68-12-2|7732-18-5,4,0,0,False,,,,,,,,"Organic Letters (2015), 17(6), 1605-1608"
1.3,OBS1:b6da2617d2519a637a60d55c05a76ba0d2db7539104f75c7410fe79cce6cc5d9,31-004-CAS-11723204,CRX1:9d43ad10eb386645c84ace3c1bf77e98691d193fb5ef20b699615a050221bf9e,suzuki_miyaura,4,Suzuki_Miyaura,review,missing_verified_reaction_signature,OB1OCc2c1ccc(F)c2F.Nc1nc(Cl)nc(NCc2cccc(F)c2)n1>>Nc1nc(NCc2cccc(F)c2)nc(-c2ccc(F)c(F)c2CO)n1,Nc1nc(Cl)nc(NCc2cccc(F)c2)n1.OB1OCc2c1ccc(F)c2F>>Nc1nc(NCc2cccc(F)c2)nc(-c2ccc(F)c(F)c2CO)n1,reactant_grammar_only,,0.0,,0.0,(Ar–F + HeteroAr–NH2) OR (Ar–F + HeteroAr–R–NH) OR (Ar–F + Other–OH) OR (HeteroAr–Cl + Other–OH) →,ambiguous_reactants,86.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=123-91-1+7732-18-5,RAWCOND1:fbb6a14580cb95a9bd3613527c4395a4743a885d452a7ccecb5147e1756936d5,14221-01-3,584-08-7,123-91-1|7732-18-5,4,0,0,False,,,,,,,,"Nature (London, United Kingdom) (2015), 527(7579), 477-483"
1.3,OBS1:6e41475413d0044b8f094d23c56ed248cf0dc77a49d531ac0c42ae0574ecbe13,31-004-CAS-12396606,CRX1:56aa223860be502007d7ef3621624119bd7afec6d5678092cee080cad864e265,suzuki_miyaura,5,Suzuki_Miyaura,review,missing_verified_reaction_signature,OB1OCc2cc3c(cc21)COB3O.CC(C)(C)c1cc(Br)c(N)c(-c2ccccc2CO)c1>>CC(C)(C)c1cc(-c2ccccc2CO)c(N)c(-c2cc(CO)c(-c3cc(C(C)(C)C)cc(-c4ccccc4CO)c3N)cc2CO)c1,CC(C)(C)c1cc(Br)c(N)c(-c2ccccc2CO)c1.OB1OCc2cc3c(cc21)COB3O>>CC(C)(C)c1cc(-c2ccccc2CO)c(N)c(-c2cc(CO)c(-c3cc(C(C)(C)C)cc(-c4ccccc4CO)c3N)cc2CO)c1,reactant_grammar_only,,0.0,,0.0,Ar–Br + Other–OH →,reactant_only,58.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+64-17-5+7732-18-5,RAWCOND1:5193c7b91fb390fc72e9bc04c746ffbba8ee788c090a6a4972d857094477254f,14221-01-3,584-08-7,108-88-3|64-17-5|7732-18-5,5,0,0,False,,,,,,,,"Angewandte Chemie, International Edition (2014), 53(39), 10520-10524"
1.3,OBS1:068ffb2386270b248a33151ad1074259fa619191914db5a2ce0c12f328847308,31-004-CAS-14710248,CRX1:4136df66674b8b69138972f2903e4b80776ead7a6f3f517fc0b99d8c2fd87a11,suzuki_miyaura,6,Suzuki_Miyaura,review,missing_verified_reaction_signature,Ic1ccccc1.CC1OB(O)C(c2nc3ccccc3o2)=C1/C=C/c1ccccc1>>CC(O)C(/C(=C/c1ccccc1)c1ccccc1)=C(\c1ccccc1)c1nc2ccccc2o1,CC1OB(O)C(c2nc3ccccc3o2)=C1/C=C/c1ccccc1.Ic1ccccc1>>CC(O)C(/C(=C/c1ccccc1)c1ccccc1)=C(\c1ccccc1)c1nc2ccccc2o1,reactant_grammar_only,,0.0,,0.0,Ar–I + Other–OH →,reactant_only,71.0,,,COND1:catalyst=14221-01-3|reagent=7778-53-2|solvent=108-88-3+7732-18-5,RAWCOND1:82d3bde35921ab307a5f592065d8f8c3fc653cce0a5fdc2e780292fa3a0defa3,14221-01-3,7778-53-2,108-88-3|7732-18-5,4,0,0,False,,,,,,,,"Organic Letters (2015), 17(6), 1605-1608"
1.3,OBS1:35bde465885c2720bcc2c52e8de107c90f32ffe7e062556d1f29eb912750d80e,31-004-CAS-16737675,CRX1:48336debfd609e8ed815bed351930b244aeb90bf0b052a4217fce8abe1197a22,suzuki_miyaura,7,Suzuki_Miyaura,review,missing_verified_reaction_signature,OB1OCc2ccccc21.CC(C)(C)c1cc(Br)c(N)c(Br)c1>>CC(C)(C)c1cc(-c2ccccc2CO)c(N)c(-c2ccccc2CO)c1,CC(C)(C)c1cc(Br)c(N)c(Br)c1.OB1OCc2ccccc21>>CC(C)(C)c1cc(-c2ccccc2CO)c(N)c(-c2ccccc2CO)c1,reactant_grammar_only,,0.0,,0.0,Ar–Br + Other–OH →,reactant_only,90.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+64-17-5+7732-18-5,RAWCOND1:5193c7b91fb390fc72e9bc04c746ffbba8ee788c090a6a4972d857094477254f,14221-01-3,584-08-7,108-88-3|64-17-5|7732-18-5,5,0,0,False,,,,,,,,"Chemical Science (2015), 6(1), 436-441"
1.3,OBS1:1377d61cf7d5651fd7b93e2b088164b8041ab9ed0a1026796058dbc050a8e2b6,31-004-CAS-16737677,CRX1:0cea3de5f9b0f06f0d12ce6a19083e3e6e42c6c89e75122ef43669ff68197a39,suzuki_miyaura,8,Suzuki_Miyaura,review,missing_verified_reaction_signature,OB1OCc2ccccc21.CCCCCCCCCCc1cc(Br)c(N)c(Br)c1>>CCCCCCCCCCc1cc(-c2ccccc2CO)c(N)c(-c2ccccc2CO)c1,CCCCCCCCCCc1cc(Br)c(N)c(Br)c1.OB1OCc2ccccc21>>CCCCCCCCCCc1cc(-c2ccccc2CO)c(N)c(-c2ccccc2CO)c1,reactant_grammar_only,,0.0,,0.0,Ar–Br + Other–OH →,reactant_only,93.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+64-17-5+7732-18-5,RAWCOND1:5193c7b91fb390fc72e9bc04c746ffbba8ee788c090a6a4972d857094477254f,14221-01-3,584-08-7,108-88-3|64-17-5|7732-18-5,5,0,0,False,,,,,,,,"Chemical Science (2015), 6(1), 436-441"
1.3,OBS1:85e703f791844551b1440fb7fa155cb431c3dd511c49452a54f5755c4a54182b,31-004-CAS-16737678,CRX1:382e0c3dde3abbcedb5649a417e43dcec2ccd8543162b683e353b038576a2919,suzuki_miyaura,9,Suzuki_Miyaura,review,missing_verified_reaction_signature,OB1OCc2ccccc21.COc1cc(Br)c(N)c(Br)c1>>COc1cc(-c2ccccc2CO)c(N)c(-c2ccccc2CO)c1,COc1cc(Br)c(N)c(Br)c1.OB1OCc2ccccc21>>COc1cc(-c2ccccc2CO)c(N)c(-c2ccccc2CO)c1,reactant_grammar_only,,0.0,,0.0,Ar–Br + Other–OH →,reactant_only,90.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+64-17-5+7732-18-5,RAWCOND1:5193c7b91fb390fc72e9bc04c746ffbba8ee788c090a6a4972d857094477254f,14221-01-3,584-08-7,108-88-3|64-17-5|7732-18-5,5,0,0,False,,,,,,,,"Chemical Science (2015), 6(1), 436-441"
1.3,OBS1:9a168ff3dc9df48d135e568f7a2330c329b18116c65ff73d9bebc41c2b8c1034,31-004-CAS-17430807,CRX1:f16afcced34e965fcd4a34f57c884864c4448aaa536a797691d46940838ef2a6,suzuki_miyaura,10,Suzuki_Miyaura,review,missing_verified_reaction_signature,Ic1ccccc1.C[C@@H]1C=CB(O)O[C@H]1c1ccccc1>>C[C@H](/C=C\c1ccccc1)[C@@H](O)c1ccccc1,C[C@@H]1C=CB(O)O[C@H]1c1ccccc1.Ic1ccccc1>>C[C@H](/C=C\c1ccccc1)[C@@H](O)c1ccccc1,reactant_grammar_only,,0.0,,0.0,Ar–I + Other–OH →,reactant_only,86.0,,,COND1:catalyst=13965-03-2|reagent=13400-13-0|solvent=75-09-2,RAWCOND1:f565cdc3e6eb599f38d33cb05b19f1bbec27291dbbc108a14af744a8b889dab8,13965-03-2,13400-13-0,75-09-2,3,0,0,False,,,,,,,,"Journal of the American Chemical Society (2017), 139(31), 10903-10908"
1.3,OBS1:a4dd57d724b3bc5e5e9bff1c11e2b3d72720bb7372c2558a05d3c7a718a21908,31-004-CAS-17459216,CRX1:00c254ff13b4b4f9d945154a8c746163b6c7c6fdafd61c5a49de856e59d8b7ce,suzuki_miyaura,11,Suzuki_Miyaura,review,missing_verified_reaction_signature,Ic1ccccc1.C[C@@H]1C=CB(O)O[C@H]1c1ccccc1>>C[C@@H](/C=C\c1ccccc1)[C@H](O)c1ccccc1,C[C@@H]1C=CB(O)O[C@H]1c1ccccc1.Ic1ccccc1>>C[C@@H](/C=C\c1ccccc1)[C@H](O)c1ccccc1,reactant_grammar_only,,0.0,,0.0,Ar–I + Other–OH →,reactant_only,90.0,,,COND1:catalyst=14221-01-3|reagent=13400-13-0|solvent=109-99-9+7732-18-5,RAWCOND1:0d9e8627fa2e3c65ee8b1af10eabfef81df1240696b50a9c966e8993d80824f3,14221-01-3,13400-13-0,109-99-9|7732-18-5,4,0,0,False,,,,,,,,"Organic Letters (2017), 19(15), 4054-4057"
1.3,OBS1:822ff92dd704e02cdcb71a9a0c8fd513474031e52820c73c3f03c67bfd5b4f15,31-004-CAS-17684687,CRX1:d93b42a68a4164d825b6bf8f39d4fc27c8f49c64cad5a60287e738617b38ccdd,suzuki_miyaura,12,Suzuki_Miyaura,review,missing_verified_reaction_signature,Cc1ccc(I)cc1.OB1OC2(CCCCC2)C(C#Cc2ccccc2)=C1c1ccc(C(F)(F)F)cc1>>Cc1ccc(/C(=C(/C#Cc2ccccc2)C2(O)CCCCC2)c2ccc(C(F)(F)F)cc2)cc1,Cc1ccc(I)cc1.OB1OC2(CCCCC2)C(C#Cc2ccccc2)=C1c1ccc(C(F)(F)F)cc1>>Cc1ccc(/C(=C(/C#Cc2ccccc2)C2(O)CCCCC2)c2ccc(C(F)(F)F)cc2)cc1,reactant_grammar_only,,0.0,,0.0,Ar–I + Other–OH →,reactant_only,82.0,,,COND1:catalyst=53199-31-8|reagent=1310-58-3|solvent=123-91-1+7732-18-5,RAWCOND1:9d8917a29de24f8cdfe4daee58377c77b101c804622faa483d80b9459698bbab,53199-31-8,1310-58-3,123-91-1|7732-18-5,4,0,0,False,,,,,,,,"Journal of the American Chemical Society (2017), 139(36), 12358-12361"
1.3,OBS1:14cc9f360e85905094bbbedffff9df7234036fbfd5c3ddcc92c50a0f79e33f58,31-004-CAS-19035272,CRX1:c1a043b09c9921e2ac1ddd7bdbb7fb18d80248f3032190499126770260000c80,suzuki_miyaura,17,Suzuki_Miyaura,review,missing_verified_reaction_signature,Ic1ccccc1.CCCCCCCCC1OB(O)C(CCCC)=C1c1ccccc1>>CCCCCCCCC(O)C(=C(CCCC)c1ccccc1)c1ccccc1,CCCCCCCCC1OB(O)C(CCCC)=C1c1ccccc1.Ic1ccccc1>>CCCCCCCCC(O)C(=C(CCCC)c1ccccc1)c1ccccc1,reactant_grammar_only,,0.0,,0.0,Ar–I + Other–OH →,reactant_only,97.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=68-12-2+7732-18-5,RAWCOND1:185172387a3d6823a7c7bdb5436373c5630a926b640950af463613b3afaa9d71,14221-01-3,584-08-7,68-12-2|7732-18-5,4,0,0,False,,,,,,,,"Angewandte Chemie, International Edition (2018), 57(32), 10328-10332"
1.3,OBS1:95de5fa7060ae9c60fccae4325c2a435a5b9e01c2923eb03bdb749793d096783,31-004-CAS-19075567,CRX1:992af1cd02b924597de3c576e782d999a2c34dddc43e711fd55d1b61106a981b,suzuki_miyaura,18,Suzuki_Miyaura,review,multiple_products,CC1(C)CC=C(B2OC(C)(C)C(C)(C)O2)CC1.CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2Br)CC1>>CC1(C)CC=C(c2c(C(=O)N3CCN(S(C)(=O)=O)CC3)cnc3ccc(F)cc23)CC1.O=C(O)C(F)(F)F,CC1(C)CC=C(B2OC(C)(C)C(C)(C)O2)CC1.CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2Br)CC1>>CC1(C)CC=C(c2c(C(=O)N3CCN(S(C)(=O)=O)CC3)cnc3ccc(F)cc23)CC1.O=C(O)C(F)(F)F,exact_product_reconstruction,c_c_transfer_coupling,1.0,suzuki_miyaura,1.0,HeteroAr–Br + Alkenyl–BPin → HeteroAr–Alkenyl,exact_product,8.0,,,COND1:catalyst=95464-05-4|reagent=584-08-7|solvent=123-91-1+7732-18-5,RAWCOND1:45b4bb09f340bb888da6d7b04cabf6e477dbd8c89c7a599470b0f8ff6205e42b,95464-05-4,584-08-7,123-91-1|7732-18-5,4,0,0,False,RS1:a8801eb08c5673171f723e364cfa40f449091c6a5fe90a70d6994f0d71e3aedb,L0:4f93b3bec2bccd0f63805993,L1:582626fa2a36fac9d50a3959,L2:fe27fe6b653ba12a10c0ad14,L3:868c07abdaa6c124e2da6d7f,L4:9664b55297357075dfa5e4ee,"{""bond_edit_signature_key"": ""L3:868c07abdaa6c124e2da6d7f"", ""broken_bond_types"": [""B-C:SINGLE"", ""Br-C:SINGLE""], ""compatible_named_families"": [""suzuki_miyaura""], ""definition_versions"": {""descriptor_rules.v1.json"": ""1.0"", ""handles.v1.json"": ""1.0"", ""reaction_grammars.v1.json"": ""1.0"", ""signature_features.v1.json"": ""1.0""}, ""edit_signature"": ""[[\""broken\"",[[\""B\"",0,false,\""SP2\""],[\""C\"",0,false,\""SP2\""]],\""SINGLE\"",null],[\""broken\"",[[\""Br\"",0,false,\""SP3\""],[\""C\"",0,true,\""SP2\""]],\""SINGLE\"",null],[\""formed\"",[[\""C\"",0,false,\""SP2\""],[\""C\"",0,true,\""SP2\""]],null,\""SINGLE\""]]"", ""edits"": [{""atom_1"": {""aromatic"": true, ""atom_index"": 20, ""atom_map_number"": null, ""component_index"": 1, ""element"": ""C"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:a29954823058684469f6"", ""side"": ""reactant""}, ""atom_2"": {""aromatic"": false, ""atom_index"": 21, ""atom_map_number"": null, ""component_index"": 1, ""element"": ""Br"", ""formal_charge"": 0, ""hybridization"": ""SP3"", ""local_environment_id"": ""AE1:18356c483da5aaf54902"", ""side"": ""reactant""}, ""confidence"": 1.0, ""edit_type"": ""broken"", ""evidence"": ""grammar_operator"", ""new_order"": null, ""old_order"": ""SINGLE""}, {""atom_1"": {""aromatic"": false, ""atom_index"": 5, ""atom_map_number"": null, ""component_index"": 0, ""element"": ""C"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:ed53648ca73754fbc0df"", ""side"": ""reactant""}, ""atom_2"": {""aromatic"": false, ""atom_index"": 6, ""atom_map_number"": null, ""component_index"": 0, ""element"": ""B"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:41d70f104e2c4668bd32"", ""side"": ""reactant""}, ""confidence"": 1.0, ""edit_type"": ""broken"", ""evidence"": ""grammar_operator"", ""new_order"": null, ""old_order"": ""SINGLE""}, {""atom_1"": {""aromatic"": true, ""atom_index"": 20, ""atom_map_number"": null, ""component_index"": 1, ""element"": ""C"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:a29954823058684469f6"", ""side"": ""reactant""}, ""atom_2"": {""aromatic"": false, ""atom_index"": 5, ""atom_map_number"": null, ""component_index"": 0, ""element"": ""C"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:ed53648ca73754fbc0df"", ""side"": ""reactant""}, ""confidence"": 1.0, ""edit_type"": ""formed"", ""evidence"": ""grammar_operator"", ""new_order"": ""SINGLE"", ""old_order"": null}], ""environment_signature_key"": ""L4:9664b55297357075dfa5e4ee"", ""evidence_quality"": ""exact_product_reconstruction"", ""exact_signature_key"": ""L0:4f93b3bec2bccd0f63805993"", ""family_confidence"": 1.0, ""formed_bond_types"": [""C-C:SINGLE""], ""global_descriptors"": {""edit_count"": 3, ""partner_count"": 2, ""spectator_count"": 4}, ""handle_signature_key"": ""L1:582626fa2a36fac9d50a3959"", ""named_family"": ""suzuki_miyaura"", ""order_changes"": [], ""partners"": [{""anchor_contexts"": [""Alkenyl""], ""chemist_label"": ""Alkenyl–BPin"", ""component_index"": 0, ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.0}, ""flags"": [], ""handle_tokens"": [""BPin""], ""nearby_groups"": [{""distance"": 0, ""group_id"": ""alkene"", ""label"": ""C=C"", ""tags"": [""oxidation_sensitive"", ""reduction_sensitive""]}, {""distance"": 2, ""group_id"": ""ether"", ""label"": ""R–O–R"", ""tags"": [""hydrogen_bond_acceptor"", ""metal_binding""]}, {""distance"": 2, ""group_id"": ""ether"", ""label"": ""R–O–R"", ""tags"": [""hydrogen_bond_acceptor"", ""metal_binding""]}], ""partner_id"": ""RP1:30499a910ea1bc49a2a302bd"", ""reactive_site_ids"": [""mol0:atom5:site1""], ""role"": ""transfer_partner"", ""role_confidence"": 1.0, ""spectator_group_ids"": [], ""steric"": {""carbon_neighbor_count"": 2, ""class"": ""secondary"", ""local_heavy_atoms_r2"": 8, ""method"": ""graph_local_v1""}}, {""anchor_contexts"": [""HeteroAr""], ""chemist_label"": ""HeteroAr–Br"", ""component_index"": 1, ""electronic"": {""class"": ""neutral"", ""method"": ""tag_distance_v1"", ""qualitative_sum"": 0.217}, ""flags"": [""competing_reactive_handle"", ""coordination_risk"", ""heteroaryl_partner""], ""handle_tokens"": [""Br""], ""nearby_groups"": [{""distance"": 0, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 2, ""group_id"": ""amide"", ""label"": ""CONR2"", ""tags"": [""metal_binding"", ""hydrogen_bond_acceptor""]}, {""distance"": 3, ""group_id"": ""aryl_halide"", ""label"": ""Ar–X"", ""tags"": [""competing_coupling_handle""]}, {""distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""label"": ""HetAr–N"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""]}], ""partner_id"": ""RP1:3662cba0d6ca1beb993cfd06"", ""reactive_site_ids"": [""mol0:atom20:site5""], ""role"": ""electrophile"", ""role_confidence"": 1.0, ""spectator_group_ids"": [""amide"", ""aryl_halide"", ""heteroaryl_nitrogen"", ""sulfonamide""], ""steric"": {""class"": ""ortho_substituted"", ""local_heavy_atoms_r2"": 8, ""method"": ""graph_local_v1"", ""ortho_substituent_count"": 1}}], ""product_transformation"": {""concise_label"": ""HeteroAr–Alkenyl"", ""edits"": [{""atom_1"": {""aromatic"": true, ""atom_index"": 20, ""atom_map_number"": null, ""component_index"": 1, ""element"": ""C"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:a29954823058684469f6"", ""side"": ""reactant""}, ""atom_2"": {""aromatic"": false, ""atom_index"": 21, ""atom_map_number"": null, ""component_index"": 1, ""element"": ""Br"", ""formal_charge"": 0, ""hybridization"": ""SP3"", ""local_environment_id"": ""AE1:18356c483da5aaf54902"", ""side"": ""reactant""}, ""confidence"": 1.0, ""edit_type"": ""broken"", ""evidence"": ""grammar_operator"", ""new_order"": null, ""old_order"": ""SINGLE""}, {""atom_1"": {""aromatic"": false, ""atom_index"": 5, ""atom_map_number"": null, ""component_index"": 0, ""element"": ""C"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:ed53648ca73754fbc0df"", ""side"": ""reactant""}, ""atom_2"": {""aromatic"": false, ""atom_index"": 6, ""atom_map_number"": null, ""component_index"": 0, ""element"": ""B"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:41d70f104e2c4668bd32"", ""side"": ""reactant""}, ""confidence"": 1.0, ""edit_type"": ""broken"", ""evidence"": ""grammar_operator"", ""new_order"": null, ""old_order"": ""SINGLE""}, {""atom_1"": {""aromatic"": true, ""atom_index"": 20, ""atom_map_number"": null, ""component_index"": 1, ""element"": ""C"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:a29954823058684469f6"", ""side"": ""reactant""}, ""atom_2"": {""aromatic"": false, ""atom_index"": 5, ""atom_map_number"": null, ""component_index"": 0, ""element"": ""C"", ""formal_charge"": 0, ""hybridization"": ""SP2"", ""local_environment_id"": ""AE1:ed53648ca73754fbc0df"", ""side"": ""reactant""}, ""confidence"": 1.0, ""edit_type"": ""formed"", ""evidence"": ""grammar_operator"", ""new_order"": ""SINGLE"", ""old_order"": null}], ""evidence"": ""exact_product_reconstruction"", ""exact_product_verified"": true, ""formed_connection_labels"": [""HeteroAr–Alkenyl""]}, ""schema_version"": ""1.0"", ""signature_id"": ""RS1:a8801eb08c5673171f723e364cfa40f449091c6a5fe90a70d6994f0d71e3aedb"", ""spectator_groups"": [{""atom_indices"": [7, 8, 9], ""chemist_label"": ""CONR2"", ""component_index"": 1, ""graph_distance"": 2, ""group_id"": ""amide"", ""nearest_reactive_site_id"": ""mol0:atom20:site5"", ""tags"": [""metal_binding"", ""hydrogen_bond_acceptor""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [16, 17], ""chemist_label"": ""Ar–X"", ""component_index"": 1, ""graph_distance"": 3, ""group_id"": ""aryl_halide"", ""nearest_reactive_site_id"": ""mol0:atom20:site5"", ""tags"": [""competing_coupling_handle""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [12], ""chemist_label"": ""HetAr–N"", ""component_index"": 1, ""graph_distance"": 3, ""group_id"": ""heteroaryl_nitrogen"", ""nearest_reactive_site_id"": ""mol0:atom20:site5"", ""tags"": [""basic"", ""metal_binding"", ""strong_metal_binding"", ""electron_withdrawing""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}, {""atom_indices"": [1, 2, 3, 4], ""chemist_label"": ""SO2NR2"", ""component_index"": 1, ""graph_distance"": 6, ""group_id"": ""sulfonamide"", ""nearest_reactive_site_id"": ""mol0:atom20:site5"", ""tags"": [""acid_sensitive"", ""metal_binding""], ""unchanged_evidence"": ""exact_product_reconstruction_event_exclusion""}], ""transformation_class"": ""c_c_transfer_coupling"", ""transformation_confidence"": 1.0, ""transformation_signature_key"": ""L2:fe27fe6b653ba12a10c0ad14"", ""warnings"": [""MULTIPLE_PRODUCTS""]}","Journal of Medicinal Chemistry (2018), 61(11), 4883-4903"
1.3,OBS1:b52f137d253397925ef555f6c902945a6d42ecae08f0a9131adc745424185130,31-004-CAS-19188556,CRX1:0ad9f996e03f6a8aae283ca48ab2d71a3f5c92d615faf8e8dcf9784cd580200e,suzuki_miyaura,19,Suzuki_Miyaura,review,missing_verified_reaction_signature,OB1OCc2ccccc21.N#Cc1cc(Br)c(N)c(Br)c1>>N#Cc1cc(-c2ccccc2CO)c(N)c(-c2ccccc2CO)c1,N#Cc1cc(Br)c(N)c(Br)c1.OB1OCc2ccccc21>>N#Cc1cc(-c2ccccc2CO)c(N)c(-c2ccccc2CO)c1,reactant_grammar_only,,0.0,,0.0,Ar–Br + Other–OH →,reactant_only,81.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+64-17-5+7732-18-5,RAWCOND1:5193c7b91fb390fc72e9bc04c746ffbba8ee788c090a6a4972d857094477254f,14221-01-3,584-08-7,108-88-3|64-17-5|7732-18-5,5,0,0,False,,,,,,,,"Nature Communications (2017), 8(1), 1-7"
1.3,OBS1:27a55f7c0db28cb548545e14eadff23df594cbfce5314404a3220e21345aed5f,31-004-CAS-19188557,CRX1:31a23d010a33c79a5647e841aa6c56180e56600bb44a9ca598d37cca2fc0985b,suzuki_miyaura,20,Suzuki_Miyaura,review,missing_verified_reaction_signature,Nc1c(Br)cccc1Br.OB1OCc2ccccc21>>Nc1c(-c2ccccc2CO)cccc1-c1ccccc1CO,Nc1c(Br)cccc1Br.OB1OCc2ccccc21>>Nc1c(-c2ccccc2CO)cccc1-c1ccccc1CO,reactant_grammar_only,,0.0,,0.0,Ar–Br + Other–OH →,reactant_only,80.0,,,COND1:catalyst=14221-01-3|reagent=584-08-7|solvent=108-88-3+64-17-5+7732-18-5,RAWCOND1:5193c7b91fb390fc72e9bc04c746ffbba8ee788c090a6a4972d857094477254f,14221-01-3,584-08-7,108-88-3|64-17-5|7732-18-5,5,0,0,False,,,,,,,,"Nature Communications (2017), 8(1), 1-7"
