fold,group,rows,stage1_spearman,stage1_apyr,stage1_top1_hit_ge_50,stage1_top1_hit_ge_70,stage1_top3_hit_ge_50,stage1_top3_hit_ge_70,stage1_top5_hit_ge_50,stage1_top5_hit_ge_70,stage2_spearman,stage2_apyr,stage2_top1_hit_ge_50,stage2_top1_hit_ge_70,stage2_top3_hit_ge_50,stage2_top3_hit_ge_70,stage2_top5_hit_ge_50,stage2_top5_hit_ge_70,final_spearman,final_apyr,final_top1_hit_ge_50,final_top1_hit_ge_70,final_top3_hit_ge_50,final_top3_hit_ge_70,final_top5_hit_ge_50,final_top5_hit_ge_70
1,CC(=O)c1cccc(S(N)(=O)=O)c1,16,0.9470588235294116,87.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9058823529411765,87.5,1.0,1.0,1.0,1.0,1.0,1.0,0.9470588235294116,87.5,1.0,1.0,1.0,1.0,1.0,1.0
2,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1,111,0.8087987206028601,100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8344569025487404,93.69369369369369,1.0,0.0,1.0,0.0,1.0,0.0,0.5551179637629594,100.0,1.0,0.0,1.0,0.0,1.0,0.0
3,CC(C)c1cc(C(C)C)c(S(N)(=O)=O)c(C(C)C)c1,10,0.11515151515151514,56.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,-0.006060606060606061,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11515151515151514,56.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
4,CCOC(=O)c1ccccc1S(N)(=O)=O,222,0.5015127362990813,99.77477477477478,1.0,1.0,1.0,1.0,1.0,1.0,0.6779967207853245,83.85885885885885,0.5,0.0,0.5,0.0,0.5,0.0,0.4024999523884937,99.77477477477478,1.0,1.0,1.0,1.0,1.0,1.0
