schema_version,observation_id,reaction_id,canonical_reaction_id,source_dataset,source_row_number,source_declared_family,reference_id,reference_resolution_status,admission_tier,admission_reasons,chemistry_status,condition_status,outcome_status,index_eligibility,reaction_smiles,canonical_reaction_smiles,evidence_quality,transformation_class,transformation_confidence,named_family,family_confidence,reaction_label,reaction_label_status,reaction_display_label_status,reaction_display_label_detailed,reaction_display_label_json,yield_pct,temperature_c,time_h,condition_recipe_id,condition_recipe_core_id,reference_condition_series_id,legacy_condition_recipe_id,raw_recipe_id,catalyst_cas,reagent_cas,solvent_cas,condition_resolved_count,condition_unresolved_count,condition_invalid_count,condition_identity_uncertainty,reaction_scope,formed_ring_sizes,ring_count_delta,reaction_event_count,reaction_event_scope,reaction_signature_id,signature_l0_exact,signature_l1_handle,signature_l2_transformation,signature_l3_bond_edit,signature_l4_environment,reaction_signature_json,reference
1.9,OBS1:4417c446b9b5bfd8a2daac8010dfd1129e4afda98352417767bc7d30c301d19e,31-006-CAS-4562916,CRX1:3e12835b532d7a833722792f5e159dfafa5dbfc850cabb850e2c88697da17fa0,Acetal_ketal_formation,3,Acetal ketal formation,REF1:78c3ee2bdac3dd1764bc48df9c279badabed23a815f451ee814ba77f6db668ae,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,CO.O=Cc1ccc(COC2CCCCO2)cc1>>COC(OC)c1ccc(CO)cc1.COC(OC)c1ccc(COC2CCCCO2)cc1,CO.O=Cc1ccc(COC2CCCCO2)cc1>>COC(OC)c1ccc(CO)cc1.COC(OC)c1ccc(COC2CCCCO2)cc1,unresolved,,0.0,,0.0,,unavailable,,,,5.0,,,RCR1:b15d9c60dd9f14ae45f519f5616f751ef387117aa3b7558e3ce2e0b302c5175c,RCORE1:9a67d33def4b47b90c42f332c3babd97f633c76ad3dbe95a31c873ab82a4f09f,,COND1:catalyst=14283-07-9|reagent=144-55-8+149-73-5|solvent=67-56-1+7732-18-5,RAWCOND1:2c1063467207f5c39d6d58071d30c48bfda8c6007801c0b2a2956693a8930016,14283-07-9,144-55-8|149-73-5,67-56-1|7732-18-5,5,0,0,True,,,,,,,,,,,,,"Synlett (2004), (6), 1074-1076"
1.9,OBS1:4568dd83a40dccb38b4b9fa93e796b2fd2e00bae87d27cd13c003d3eb12eb1c2,31-006-CAS-6529633,CRX1:7b5a069eeff4e5e87829a8892719f6e2712b1c352f6da511aa25acbc954d2886,Acetal_ketal_formation,4,Acetal ketal formation,REF1:f58b2c8e5d3a2666856a28792043a9500dba24f7bdaca2ed251ddabdff807074,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,COC(C)(C)OC.O=C=O>>CC(C)=O.COC(=O)OC,COC(C)(C)OC.O=C=O>>CC(C)=O.COC(=O)OC,unresolved,,0.0,,0.0,,unavailable,,,,85.0,,,RCR1:40b77752fbecfc0b1f3baa30cb057d889b23781a8e5ac67fad5bb3aff3572081,RCORE1:0f8bb201c1fc201be499637b0e89ee25cb887f5a08aef025da28b0da010824a6,,COND1:catalyst=1067-55-6|reagent=unknown|solvent=67-56-1,RAWCOND1:ff82b9f304e62ae8df61bbee5a54e9d51a3f23de1468308ad02cb8d26297790d,1067-55-6,,67-56-1,1,1,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (1999), 64(12), 4506-4508"
1.9,OBS1:d8be447fe93fe1b5f7db6e0b532f64535a0e066ecc583dc8415ec1335edbfbfc,31-008-CAS-21827153,CRX1:347ca89f3cd9f29ec261c867139d8103fa702ee6747a6958f42eae459069cac3,Acetal_ketal_formation,5,Acetal ketal formation,REF1:9bd913a74f8c367639640da8497a68a72fa0c2d2da06254215ed950136bfa45e,bibliographic_text,rejected,multistage_conditions_not_structured|no_usable_transformation_evidence,rejected,multistage_ambiguous,usable,ineligible,CO.O=CC[C@H](O)[C@H](O)CO.CC(C)(C)[Si](Cl)(Cl)C(C)(C)C>>COC1C[C@@H]2O[Si](C(C)(C)C)(C(C)(C)C)OC[C@H]2O1,CC(C)(C)[Si](Cl)(Cl)C(C)(C)C.CO.O=CC[C@H](O)[C@H](O)CO>>COC1C[C@@H]2O[Si](C(C)(C)C)(C(C)(C)C)OC[C@H]2O1,unresolved,,0.0,,0.0,,unavailable,,,,86.0,,,RCR1:78eaf458a3f8191350176a0da9fd004fe74efe1a81551552f0dc2b19bea58978,RCORE1:aa51e794a895e7355cc8e6e712df6d6373c8c18a7f7000ffe1df247222db6eea,,COND1:catalyst=7647-01-0|reagent=144-55-8+288-32-4|solvent=67-56-1+68-12-2+7732-18-5,RAWCOND1:4d65fc16c057ecd9896c91cf9bf2c6ec5e89dad16a19b2402efab57ee07db9f4,7647-01-0,144-55-8|288-32-4,67-56-1|68-12-2|7732-18-5,6,0,0,True,,,,,,,,,,,,,"Chemistry - An Asian Journal (2020), 15(5), 573-576"
1.9,OBS1:cf03d2a2a0049cb34f7b6defaa96de4370bc150e35e76c484bc83b402f77e0d7,31-010-CAS-18158069,CRX1:19f9a8d8f034a76a2611b2aa7f24fb8067b2a3e48a9a857d0fdf367282d58d61,Acetal_ketal_formation,6,Acetal ketal formation,REF1:5f6e3a5f5f31202a701f06a25f0dcca9f48fd15880a14ea16cd3237455921549,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,CO.CCCC(NC(=O)OC)OC>>CCCC(OC)OC,CCCC(NC(=O)OC)OC.CO>>CCCC(OC)OC,unresolved,,0.0,,0.0,,unavailable,,,,85.0,,,RCR1:e46d04178b5b1d82b9086b709340ce504e6dbc08d4ab14fb095dffa038e130c7,RCORE1:ca5bdb49b4b206e7de572cb23b3fd0dcbfd1ab9d0bb477fcbd0735dd94682897,,COND1:catalyst=unknown|reagent=7664-93-9|solvent=unknown,RAWCOND1:b3581419203bc901d791e0d10890595f8dac8244ccbda1e6326d959b0ddb8b95,,7664-93-9,,1,0,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (1983), 48(19), 3338-40"
1.9,OBS1:0be5c6caffa14b655cf19a83bc10186a0f1e9680afff2b8711e963ba50e1c867,31-010-CAS-18161825,CRX1:e9ce6d7bbda56672a0d6da1b7fdd21a0264bdb45ff7013fec13f99ffc099283f,Acetal_ketal_formation,7,Acetal ketal formation,REF1:5f6e3a5f5f31202a701f06a25f0dcca9f48fd15880a14ea16cd3237455921549,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,CO.CCCCCC(NC(=O)OC)OC>>CCCCCC(OC)OC,CCCCCC(NC(=O)OC)OC.CO>>CCCCCC(OC)OC,unresolved,,0.0,,0.0,,unavailable,,,,92.0,,,RCR1:e46d04178b5b1d82b9086b709340ce504e6dbc08d4ab14fb095dffa038e130c7,RCORE1:ca5bdb49b4b206e7de572cb23b3fd0dcbfd1ab9d0bb477fcbd0735dd94682897,,COND1:catalyst=unknown|reagent=7664-93-9|solvent=unknown,RAWCOND1:b3581419203bc901d791e0d10890595f8dac8244ccbda1e6326d959b0ddb8b95,,7664-93-9,,1,0,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (1983), 48(19), 3338-40"
1.9,OBS1:57fda91ef8803f388f08abc4421a7d133ba84a2b2cd707cb6b9cca7499d448ff,31-010-CAS-18220876,CRX1:2722cfed785fed1ba9ba89faad7b82f6cf24988561b32adb5366426b85f9e75a,Acetal_ketal_formation,8,Acetal ketal formation,REF1:5f6e3a5f5f31202a701f06a25f0dcca9f48fd15880a14ea16cd3237455921549,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,CO.COC(=O)CCC(NC(=O)OC)OC>>COC(=O)CCC(OC)OC,CO.COC(=O)CCC(NC(=O)OC)OC>>COC(=O)CCC(OC)OC,unresolved,,0.0,,0.0,,unavailable,,,,89.0,,,RCR1:e46d04178b5b1d82b9086b709340ce504e6dbc08d4ab14fb095dffa038e130c7,RCORE1:ca5bdb49b4b206e7de572cb23b3fd0dcbfd1ab9d0bb477fcbd0735dd94682897,,COND1:catalyst=unknown|reagent=7664-93-9|solvent=unknown,RAWCOND1:b3581419203bc901d791e0d10890595f8dac8244ccbda1e6326d959b0ddb8b95,,7664-93-9,,1,0,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (1983), 48(19), 3338-40"
1.9,OBS1:cca9f0d81f7faa4e10e1804053ef83c96024e3041b0f51341f65f8439243ce0b,31-010-CAS-18256134,CRX1:bee2cb911f1024a85e5a089bb0c770bc23615042531cf08ffef23dbf3cdae01d,Acetal_ketal_formation,9,Acetal ketal formation,REF1:5f6e3a5f5f31202a701f06a25f0dcca9f48fd15880a14ea16cd3237455921549,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,CO.COC(=O)NC(CCOC(C)C)OC>>COC(CCOC(C)C)OC,CO.COC(=O)NC(CCOC(C)C)OC>>COC(CCOC(C)C)OC,unresolved,,0.0,,0.0,,unavailable,,,,90.0,,,RCR1:e46d04178b5b1d82b9086b709340ce504e6dbc08d4ab14fb095dffa038e130c7,RCORE1:ca5bdb49b4b206e7de572cb23b3fd0dcbfd1ab9d0bb477fcbd0735dd94682897,,COND1:catalyst=unknown|reagent=7664-93-9|solvent=unknown,RAWCOND1:b3581419203bc901d791e0d10890595f8dac8244ccbda1e6326d959b0ddb8b95,,7664-93-9,,1,0,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (1983), 48(19), 3338-40"
1.9,OBS1:42107f3dcad167f1eb9dbea4438252356cfa34b52980eae6f03a33c955285a0a,31-010-CAS-18280491,CRX1:c281b7405589f7f67ab1c1975076b0d804cb89ce4570a7699a3f8cf223797494,Acetal_ketal_formation,10,Acetal ketal formation,REF1:5f6e3a5f5f31202a701f06a25f0dcca9f48fd15880a14ea16cd3237455921549,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,CO.CCCCCCCC(NC(=O)OC)OC>>CCCCCCCC(OC)OC,CCCCCCCC(NC(=O)OC)OC.CO>>CCCCCCCC(OC)OC,unresolved,,0.0,,0.0,,unavailable,,,,93.0,,,RCR1:e46d04178b5b1d82b9086b709340ce504e6dbc08d4ab14fb095dffa038e130c7,RCORE1:ca5bdb49b4b206e7de572cb23b3fd0dcbfd1ab9d0bb477fcbd0735dd94682897,,COND1:catalyst=unknown|reagent=7664-93-9|solvent=unknown,RAWCOND1:b3581419203bc901d791e0d10890595f8dac8244ccbda1e6326d959b0ddb8b95,,7664-93-9,,1,0,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (1983), 48(19), 3338-40"
1.9,OBS1:4abaed15e20121842005f5dd81014352094cfb35027c0447fd11e9ecefc4d27c,31-010-CAS-18285385,CRX1:328bed6d54eec73be08f04957ce98d18103d4307b1c7a04ddb9194a8b13b963e,Acetal_ketal_formation,11,Acetal ketal formation,REF1:5f6e3a5f5f31202a701f06a25f0dcca9f48fd15880a14ea16cd3237455921549,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,CO.COC(=O)CCCCC(NC(=O)OC)OC>>COC(=O)CCCCC(OC)OC,CO.COC(=O)CCCCC(NC(=O)OC)OC>>COC(=O)CCCCC(OC)OC,unresolved,,0.0,,0.0,,unavailable,,,,88.0,,,RCR1:e46d04178b5b1d82b9086b709340ce504e6dbc08d4ab14fb095dffa038e130c7,RCORE1:ca5bdb49b4b206e7de572cb23b3fd0dcbfd1ab9d0bb477fcbd0735dd94682897,,COND1:catalyst=unknown|reagent=7664-93-9|solvent=unknown,RAWCOND1:b3581419203bc901d791e0d10890595f8dac8244ccbda1e6326d959b0ddb8b95,,7664-93-9,,1,0,0,True,,,,,,,,,,,,,"Journal of Organic Chemistry (1983), 48(19), 3338-40"
1.9,OBS1:cfe9895afd70046d84f3ff85f04246d5f08318de5093bb95a84dc96b13d1680d,31-013-CAS-11689020,CRX1:a780f9df10cec720ae2b6ddc0fd3bb6543a982a17bdb741f82c0e34cba18cd39,Acetal_ketal_formation,12,Acetal ketal formation,REF1:69698fb6bcc6bea53b09626f164cd5f953142e06a8ef643a615c9ad34214919b,bibliographic_text,rejected,no_usable_transformation_evidence,rejected,resolved_complete,usable,ineligible,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.COC(C)(C)OC>>CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@H](O)[C@H]2O1,COC(C)(C)OC.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>>CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@H](O)[C@H]2O1,unresolved,,0.0,,0.0,,unavailable,,,,90.0,,,RCR1:85dbef1bbe6651502ddffa9a6ad7ad8d7b0792660643f35fa249e5875672670a,RCORE1:4d2f43f7f1d8f7e98b6d2cd03cb3cf06ff186a18f0b3a10f832ed2058c900d81,,COND1:catalyst=12354-84-6|reagent=unknown|solvent=75-05-8,RAWCOND1:4c71902cf7529767500419a17130653bd858814a289d9012c47a67089bff38f5,12354-84-6,,75-05-8,2,0,0,False,,,,,,,,,,,,,"Carbohydrate Research (2011), 346(13), 2007-2010"
