row_index,reaction_id,detected_reaction_type,reaction_smiles,Reaction_Key,Reaction_Events,reference,yield,z_score
13514,C_N_Coupling,Unknown,Clc1ccccn1>>NN=c1cccc[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2021), 64(21), 16159-16176",87,-1.0
14086,C_N_Coupling,Unknown,Clc1nc2ccccc2s1>>NN=c1[nH]c2ccccc2s1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Thiazole,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2023), 66(2), 1301-1320",98,0.0
14200,C_N_Coupling,Unknown,Clc1ncc(Br)c(Cl)n1>>NN=c1[nH]c(Cl)ncc1Br,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-Br|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2023), 66(1), 1063-1081",81,-0.52
14938,C_N_Coupling,Unknown,FC(F)(F)c1ccccc1-c1cc2cccnc2nc1Cl>>NN=c1nc2[nH]cccc-2cc1-c1ccccc1C(F)(F)F,|HeteroAr-Cl -> Ar-Ar|AromN-H | spectators: Ar-Ar|Ar-CF3|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Medicinal Chemistry Research (2023), 32(6), 1098-1108",88,0.0
15559,C_N_Coupling,Unknown,Fc1ccc2c(c1)nc(Cl)c1cccn12>>NN=c1[nH]c2cc(F)ccc2n2cccc12,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-F|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(21), 3984-3988",86,0.0
15692,C_N_Coupling,Unknown,Clc1ccc(Cl)nn1>>Cl.N/N=c1/ccc(Cl)n[nH]1,|HeteroAr-Cl -> AromN-H|Inorganic | spectators: HeteroAr-H,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Bioorganic & Medicinal Chemistry (2023), 86117295",98,0.0
16409,C_N_Coupling,Unknown,Clc1ccc(I)cn1>>NN=c1ccc(I)c[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|HeteroAr-I|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2023), 258115509",100,0.0
16614,C_N_Coupling,Unknown,O=C(Nc1ccccc1)c1nc(Cl)ccc1Cl>>NN=c1ccc(Cl)c(C(=O)Nc2ccccc2)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Ar-NHCOR|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2023), 66(14), 9592-9606",86,0.0
16623,C_N_Coupling,Unknown,Clc1cnccn1>>NN=c1cncc[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2023), 258115591",80,-0.72
17808,C_N_Coupling,Unknown,O=S(=O)(c1ccccc1)n1ccc2c(-c3nccc(Cl)n3)cccc21>>NN=c1ccnc(-c2cccc3c2ccn3S(=O)(=O)c2ccccc2)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Ar-Ar|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2023), 66(21), 15006-15024",85,0.71
17813,C_N_Coupling,Unknown,O=S(=O)(c1cccnc1Cl)N1CC(c2nc(-c3ccc(F)cc3)no2)C1>>NN=c1[nH]cccc1S(=O)(=O)N1CC(c2nc(-c3ccc(F)cc3)no2)C1,|HeteroAr-Cl -> AromN-H | spectators: Ar-Alkyl|Ar-Ar|Ar-F|Ar-SO2NR2|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Bioorganic & Medicinal Chemistry (2023), 95117487",90,0.0
17986,C_N_Coupling,Unknown,Clc1nccnc1Cl>>NN=c1[nH]ccnc1Cl,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(43), 7847-7851",100,1.81
17988,C_N_Coupling,Unknown,Clc1cnccn1>>NN=c1cncc[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(43), 7847-7851",80,-0.72
17989,C_N_Coupling,Unknown,Clc1cncc(Cl)n1>>NN=c1cncc(Cl)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(43), 7847-7851",80,-0.72
17990,C_N_Coupling,Unknown,FC(F)(F)c1cncc(Cl)n1>>NN=c1cncc(C(F)(F)F)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Ar-CF3|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(43), 7847-7851",80,0.0
18225,C_N_Coupling,Unknown,Clc1ncc(-c2ccccc2)cn1>>NN=c1ncc(-c2ccccc2)c[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Ar-Ar|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(48), 8711-8715",71,-0.71
18226,C_N_Coupling,Unknown,Clc1ncc2c(n1)CCCC2>>NN=c1ncc2c([nH]1)CCCC2,|HeteroAr-Cl -> AromN-H | spectators: Ar-Alkyl|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(48), 8711-8715",79,-0.71
18228,C_N_Coupling,Unknown,Cc1nc(Cl)ncc1Br>>Cc1[nH]c(=NN)ncc1Br,|HeteroAr-Cl -> AromN-H | spectators: Ar-Alkyl|HeteroAr-Br|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(48), 8711-8715",85,0.0
18229,C_N_Coupling,Unknown,CCOC(=O)c1cnc(Cl)nc1>>CCOC(=O)c1cnc(=NN)[nH]c1,|HeteroAr-Cl -> AromN-H | spectators: Ar-COOR|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2023), 25(48), 8711-8715",85,0.0
18546,C_N_Coupling,Unknown,CCn1cnc2c(NCc3ccc(Cl)nc3)nc(-c3cccnc3)nc21>>CCn1cnc2c(NCc3ccc(=NN)[nH]c3)nc(-c3cccnc3)nc21,|HeteroAr-Cl -> AromN-H | spectators: Alkyl-AromN|Ar-Ar|HeteroAr-H|HeteroAr-NHR|Pyridine|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2024), 264116014",85,0.0
18968,C_N_Coupling,Unknown,Clc1nc2ccccc2nc1Cl>>NN=c1[nH]c2ccccc2nc1Cl,|HeteroAr-Cl -> AromN-H | spectators: HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2024), 265116052",95,1.17
19232,C_N_Coupling,Unknown,O=c1nc(Cl)[nH]c2ccccc12>>NN=c1[nH]c(=O)c2ccccc2[nH]1,|HeteroAr-Cl -> AromN-H | spectators: AromN-H|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2024), 67(3), 1914-1931",80,0.22
19233,C_N_Coupling,Unknown,O=c1nc(Cl)[nH]c2c(Cl)cccc12>>NN=c1[nH]c(=O)c2cccc(Cl)c2[nH]1,|HeteroAr-Cl -> AromN-H | spectators: AromN-H|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2024), 67(3), 1914-1931",70,-1.09
19234,C_N_Coupling,Unknown,O=c1nc(Cl)[nH]c2ccc(Cl)cc12>>NN=c1[nH]c(=O)c2cc(Cl)ccc2[nH]1,|HeteroAr-Cl -> AromN-H | spectators: AromN-H|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2024), 67(3), 1914-1931",85,0.87
19235,C_N_Coupling,Unknown,O=c1nc(Cl)[nH]c2ccc(F)cc12>>NN=c1[nH]c(=O)c2cc(F)ccc2[nH]1,|HeteroAr-Cl -> AromN-H | spectators: AromN-H|HeteroAr-F|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2024), 67(3), 1914-1931",79,0.71
19237,C_N_Coupling,Unknown,O=c1nc(Cl)[nH]c2cc(F)ccc12>>NN=c1[nH]c(=O)c2ccc(F)cc2[nH]1,|HeteroAr-Cl -> AromN-H | spectators: AromN-H|HeteroAr-F|HeteroAr-H|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2024), 67(3), 1914-1931",76,-0.71
19238,C_N_Coupling,Unknown,COc1ccc2c(=O)nc(Cl)[nH]c2c1>>COc1ccc2c(=O)[nH]c(=NN)[nH]c2c1,|HeteroAr-Cl -> AromN-H | spectators: AromN-H|HeteroAr-H|HeteroAr-OR|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2024), 67(3), 1914-1931",80,0.71
19810,C_N_Coupling,Unknown,Fc1ccc(CNc2nc(Cl)nc(NCc3ccc(F)cc3)n2)cc1>>NN=c1nc(NCc2ccc(F)cc2)[nH]c(NCc2ccc(F)cc2)n1,|HeteroAr-Cl -> AromN-H | spectators: Ar-F|HeteroAr-NHR,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2024), 67(5), 4007-4025",89,0.0
20141,C_N_Coupling,Unknown,Cc1nc(C)c(Br)c(Cl)n1>>Cc1nc(C)c(Br)c(=NN)[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Ar-Alkyl|HeteroAr-Br|Pyrimidine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2022), 65(7), 5317-5333",91,0.0
20830,C_N_Coupling,Unknown,Cc1c(Cc2ccccc2)c(Br)nc2c1cnn2C>>Cc1c(Cc2ccccc2)c(=NN)[nH]c2c1cnn2C,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Alkyl|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",94,0.44
20831,C_N_Coupling,Unknown,Cn1ncc2c(-c3ccccc3)cc(Br)nc21>>Cn1ncc2c(-c3ccccc3)cc(=NN)[nH]c21,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Ar|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",94,0.0
20832,C_N_Coupling,Unknown,CC(C)c1cc(Br)nc2c1cnn2C>>CC(C)c1cc(=NN)[nH]c2c1cnn2C,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Alkyl|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",93,-0.07
20833,C_N_Coupling,Unknown,CCCc1cc(Br)nc2c1cnn2C>>CCCc1cc(=NN)[nH]c2c1cnn2C,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Alkyl|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",95,0.95
20834,C_N_Coupling,Unknown,COc1ccc(-c2cc(Br)nc3c2cnn3C)cc1>>COc1ccc(-c2cc(=NN)[nH]c3c2cnn3C)cc1,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Ar|Ar-OR|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",91,0.0
20835,C_N_Coupling,Unknown,Cn1ncc2c(-c3ccc(F)cc3)cc(Br)nc21>>Cn1ncc2c(-c3ccc(F)cc3)cc(=NN)[nH]c21,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Ar|Ar-F|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",94,0.0
20836,C_N_Coupling,Unknown,Cc1cc(Br)nc2c1c(C)nn2C>>Cc1cc(=NN)[nH]c2c1c(C)nn2C,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Alkyl|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",94,0.44
20838,C_N_Coupling,Unknown,COc1ccc(-c2cc(Br)nc3c2c(C)nn3C)cc1>>COc1ccc(-c2cc(=NN)[nH]c3c2c(C)nn3C)cc1,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Alkyl|Ar-Ar|Ar-OR|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",92,0.0
20840,C_N_Coupling,Unknown,CCCc1cc(Br)nc2c1c(C)nn2C>>CCCc1cc(=NN)[nH]c2c1c(C)nn2C,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Alkyl|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",90,-1.61
20843,C_N_Coupling,Unknown,CCCc1cc(Br)nc2c1c(C(F)(F)F)nn2C>>CCCc1cc(=NN)[nH]c2c1c(C(F)(F)F)nn2C,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Alkyl|Ar-CF3|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",94,0.71
20846,C_N_Coupling,Unknown,CC(C)c1cc(Br)nc2c1c(C(F)(F)F)nn2C>>CC(C)c1cc(=NN)[nH]c2c1c(C(F)(F)F)nn2C,|HeteroAr-Br -> AromN-H | spectators: Alkyl-AromN|Ar-Alkyl|Ar-CF3|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2022), 227113923",93,-0.71
21635,C_N_Coupling,Unknown,Fc1ncc(Br)cc1Br>>NN=c1[nH]cc(Br)cc1Br,|HeteroAr-F -> AromN-H | spectators: HeteroAr-Br|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2022), 65(4), 3306-3331",98,0.71
22035,C_N_Coupling,Unknown,O=C(O)c1ccc(Cl)nc1>>NN=c1ccc(C(=O)O)c[nH]1,|HeteroAr-Cl -> AromN-H | spectators: Ar-COOH|HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of Medicinal Chemistry (2023), 66(7), 4952-4960",85,0.0
22130,C_N_Coupling,Unknown,Fc1cc2ccccc2c(C(F)(F)F)n1>>NN=c1cc2ccccc2c(C(F)(F)F)[nH]1,|HeteroAr-F -> AromN-H | spectators: Ar-CF3|HeteroAr-H|Isoquinoline,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Chemistry Frontiers (2024), 11(16), 4442-4448",95,0.0
24007,C_N_Coupling,Unknown,Brc1ccc(Br)nc1>>NN=c1ccc(Br)c[nH]1,|HeteroAr-Br -> AromN-H | spectators: HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2025), 285117272",79,0.0
24372,C_N_Coupling,Unknown,N#Cc1c(-c2ccccc2)cc(-c2ccccc2)c2c(Cl)c3ccccc3nc12.CC(C)=O>>CC(C)=NN=c1c2ccccc2[nH]c2c(C#N)c(-c3ccccc3)cc(-c3ccccc3)c12,|Alkyl-COR|HeteroAr-Cl -> AromN-H | spectators: Ar-Ar|HeteroAr-CN|HeteroAr-H|Quinoline,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2+ewg_activated | nclass:carbon_nucleophile_like | amb:0","Journal of Organic Chemistry (2025), 90(10), 3698-3718",79,0.0
24884,C_N_Coupling,Unknown,Cc1cc(C)n(-c2cccc(F)n2)n1>>Cc1cc(C)n(-c2cccc(=NN)[nH]2)n1,|HeteroAr-F -> AromN-H | spectators: Ar-Alkyl|Ar-AromN|HeteroAr-H|Pyrazole|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Organic Letters (2025), 27(18), 4688-4694",86,0.0
