row_index,reaction_id,detected_reaction_type,reaction_smiles,Reaction_Key,Reaction_Events,reference,yield,z_score
7167,C_N_Coupling,Unknown,FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1.Cc1ccc(-c2ccsc2)cn1>>CC1=[N+](C2=NC(OCC(F)(F)F)=NC(OCC(F)(F)F)=N2)C=C(C2=CSC=C2)C=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|Ar-Alkyl|Ar-Ar|HeteroAr-H|HeteroAr-OR|Pyridine|Thiophene,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",97,0.0
7168,C_N_Coupling,Unknown,COc1cccnc1.FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1>>COC1=C[N+](C2=NC(OCC(F)(F)F)=NC(OCC(F)(F)F)=N2)=CC=C1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",98,0.71
7169,C_N_Coupling,Unknown,FC(F)(F)COc1nc(Cl)nc(OCC(F)(F)F)n1.Cc1noc(C)c1-c1ccccn1>>CC1=NOC(C)=C1C1=CC=CC=[N+]1C1=NC(OCC(F)(F)F)=NC(OCC(F)(F)F)=N1.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-CF3|Ar-Alkyl|Ar-Ar|HeteroAr-H|HeteroAr-OR|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2021), 60(39), 21283-21288",78,-0.71
9799,C_N_Coupling,Unknown,CNc1ccccc1.Fc1cccc(-c2csnn2)c1>>CN(C(=S)Cc1cccc(F)c1)c1ccccc1,|Ar-Ar|Ar-NHR -> Ar-Alkyl|Ar-NR2 | spectators: Ar-F,break:N-S(ar) | redox:redox_neutral | redox_conf:0.55 | q:high(1.00) | mol:unknown | break_cls:N-S | ringd:-1 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0,"Organic Chemistry Frontiers (2022), 9(9), 2382-2389",81,0.0
9800,C_N_Coupling,Unknown,CNc1ccccc1.Clc1ccc(-c2csnn2)cc1>>CN(C(=S)Cc1ccc(Cl)cc1)c1ccccc1,|Ar-Ar|Ar-NHR|HeteroAr-H -> Ar-Alkyl|Ar-NR2 | spectators: Ar-Cl,redox:redox_neutral | redox_conf:0.55 | q:high(0.85) | q_reason:mapping_unreliable_fallback_used | mol:unknown | break_cls:N-S | ringd:-1 | anom:mapping_unreliable_fallback_used | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0,"Organic Chemistry Frontiers (2022), 9(9), 2382-2389",89,0.0
9801,C_N_Coupling,Unknown,CNc1ccccc1.Brc1ccc(-c2csnn2)cc1>>CN(C(=S)Cc1ccc(Br)cc1)c1ccccc1,|Ar-Ar|Ar-NHR -> Ar-Alkyl|Ar-NR2 | spectators: Ar-Br,break:N-S(ar) | redox:redox_neutral | redox_conf:0.55 | q:high(1.00) | mol:unknown | break_cls:N-S | ringd:-1 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0,"Organic Chemistry Frontiers (2022), 9(9), 2382-2389",75,0.0
10120,C_N_Coupling,Unknown,O=C(ONC1CCCCC1)c1ccccc1.O=C(Nc1ccc(Br)c2ccccc12)c1ccccn1>>O=c1n(-c2ccccn2)c2c3ccccc3c(Br)cc2n1C1CCCCC1,|Ar-NHCOR|R2CH-NHR -> Alkyl-AromN|Ar-AromN|HeteroAr-Br|HeteroAr-H | spectators: HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2+ewg_activated | nclass:amine | amb:0","Chemical Science (2022), 13(19), 5726-5733",81,0.0
10121,C_N_Coupling,Unknown,O=C(ONC1CCCCC1)c1ccccc1.O=C(Nc1ccc(F)c2ccccc12)c1ccccn1>>O=c1n(-c2ccccn2)c2c3ccccc3c(F)cc2n1C1CCCCC1,|Ar-NHCOR|R2CH-NHR -> Alkyl-AromN|Ar-AromN|HeteroAr-F|HeteroAr-H | spectators: HeteroAr-H|Pyridine,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:O,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2+ewg_activated | nclass:amine | amb:0","Chemical Science (2022), 13(19), 5726-5733",82,0.0
11172,C_N_Coupling,Unknown,Cc1ccc(C#N)cc1.COc1ccc([I+]c2ccc(C)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>Cc1ccc(-c2nnn(-c3ccc(C)cc3)n2)cc1,|Ar-CN|Ar-Iodonium -> Ar-Ar|Ar-AromN | spectators: Ar-Alkyl,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | risk:ambident_site_selectivity,overreaction_or_chemoselectivity | ehyb:sp2_aromatic | eenv:aromatic_sp2+ewg_activated | nclass:alcohol_or_phenol+cyanide_like | amb:1","Journal of Organic Chemistry (2022), 87(15), 9782-9796",82,0.71
11179,C_N_Coupling,Unknown,Cc1ccc(C#N)cc1.COc1ccc([I+]c2ccc(Br)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>Cc1ccc(-c2nnn(-c3ccc(Br)cc3)n2)cc1,|Ar-CN|Ar-Iodonium -> Ar-Ar|Ar-AromN | spectators: Ar-Alkyl|Ar-Br,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | risk:ambident_site_selectivity,overreaction_or_chemoselectivity | ehyb:sp2_aromatic | eenv:aromatic_sp2+ewg_activated | nclass:alcohol_or_phenol+cyanide_like | amb:1","Journal of Organic Chemistry (2022), 87(15), 9782-9796",73,0.0
11181,C_N_Coupling,Unknown,Cc1ccc(C#N)cc1.Cc1ccc(C)c([I+]c2ccccc2)c1.O=S(=O)([O-])C(F)(F)F>>Cc1ccc(-c2nnn(-c3cc(C)ccc3C)n2)cc1,|Ar-CN|Ar-Iodonium -> Ar-Ar|Ar-AromN | spectators: Ar-Alkyl,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | risk:ambident_site_selectivity | ehyb:sp2_aromatic | eenv:aromatic_sp2+ewg_activated | nclass:cyanide_like | amb:1","Journal of Organic Chemistry (2022), 87(15), 9782-9796",71,-0.71
11184,C_N_Coupling,Unknown,Cc1ccc(C#N)cc1.COc1ccc([I+]c2ccc(Cl)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>Cc1ccc(-c2nnn(-c3ccc(Cl)cc3)n2)cc1,|Ar-CN|Ar-Iodonium -> Ar-Ar|Ar-AromN | spectators: Ar-Alkyl|Ar-Cl,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | risk:ambident_site_selectivity,overreaction_or_chemoselectivity | ehyb:sp2_aromatic | eenv:aromatic_sp2+ewg_activated | nclass:alcohol_or_phenol+cyanide_like | amb:1","Journal of Organic Chemistry (2022), 87(15), 9782-9796",75,0.0
11268,C_N_Coupling,Unknown,Nc1ccccc1Br.c1ccc2[nH]nnc2c1>>Brc1ccccc1-n1nnc2ccccc21,|Ar-NH2|AromN-H -> Ar-AromN | spectators: Ar-Br|HeteroAr-H,"redox:uncertain | redox_conf:0.20 | q:medium(0.60) | q_reason:mapping_unreliable_fallback_used,missing_bond_key | mol:unknown | ringd:0 | anom:mapping_unreliable_fallback_used | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0","Journal of Organic Chemistry (2022), 87(15), 9654-9662",54,-1.03
11270,C_N_Coupling,Unknown,Nc1cccc(Br)c1.c1ccc2[nH]nnc2c1>>Brc1cccc(-n2nnc3ccccc32)c1,|Ar-NH2|AromN-H -> Ar-AromN | spectators: Ar-Br|HeteroAr-H,"redox:uncertain | redox_conf:0.20 | q:medium(0.60) | q_reason:mapping_unreliable_fallback_used,missing_bond_key | mol:unknown | ringd:0 | anom:mapping_unreliable_fallback_used | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0","Journal of Organic Chemistry (2022), 87(15), 9654-9662",67,0.06
12878,C_N_Coupling,Unknown,c1ccncc1.Clc1ccc(-c2ccccc2)cc1>>C1=CC=C(C2=CC=C([N+]3=CC=CC=C3)C=C2)C=C1.[F-][B+3]([F-])([F-])[F-],|Ar-Cl -> Ar-AromN | spectators: Ar-Ar|HeteroAr-H|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2022), 61(46), e202208741",85,-0.71
12879,C_N_Coupling,Unknown,c1ccncc1.CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1>>CCOC(=O)C(C)(C)OC1=CC=C([N+]2=CC=CC=C2)C=C1.[F-][B+3]([F-])([F-])[F-],|Ar-Cl -> Ar-AromN | spectators: Ar-OR|HeteroAr-H|Pyridine|R3C-COOR,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2022), 61(46), e202208741",76,0.0
12880,C_N_Coupling,Unknown,c1ccncc1.COc1ccc(Cl)cc1>>COC1=CC=C([N+]2=CC=CC=C2)C=C1.[F-][B+3]([F-])([F-])[F-],|Ar-Cl -> Ar-AromN | spectators: Ar-OR|HeteroAr-H|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2022), 61(46), e202208741",84,0.71
13578,C_N_Coupling,Unknown,c1ccncc1.Clc1nc2ccccc2o1>>C1=CC=[N+](C2=NC3=CC=CC=C3O2)C=C1.[F-][B+3]([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: HeteroAr-H|Oxazole|Pyridine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2023), 62(2), e202212219",91,0.0
13579,C_N_Coupling,Unknown,c1ccncc1.COc1cc2ncnc(Cl)c2cc1OC>>COC1=CC2=C(C=C1OC)C([N+]1=CC=CC=C1)=NC=N2.[F-][B+3]([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: HeteroAr-H|HeteroAr-OR|Pyridine|Pyrimidine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2023), 62(2), e202212219",88,0.0
13580,C_N_Coupling,Unknown,c1ccncc1.Clc1ncccn1>>C1=CC=[N+](C2=NC=CC=N2)C=C1.[F-][B+3]([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: HeteroAr-H|Pyridine|Pyrimidine,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Angewandte Chemie, International Edition (2023), 62(2), e202212219",80,0.0
13943,C_N_Coupling,Unknown,O=[N+]([O-])c1ccc(F)cc1>>NNc1ccc([N+](=O)[O-])cc1,|Ar-F -> Ar-Hydrazine | spectators: Ar-NO2,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","European Journal of Medicinal Chemistry (2023), 248115114",93,0.0
19087,C_N_Coupling,Unknown,c1cn[nH]c1.CN1CCc2ccccc21.Brc1cccc(SSc2cccc(Br)c2)c1>>Cn1c(-n2cccn2)c(Sc2cccc(Br)c2)c2ccccc21,|Ar-Alkyl|Ar-NR2|AromN-H -> Alkyl-AromN|Ar-AromN|Ar-SR|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|Pyrazole,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:S,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:-1 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0","Chemical Communications (Cambridge, United Kingdom) (2024), 60(9), 1152-1155",59,-0.71
19902,C_N_Coupling,Unknown,c1cn[nH]c1.CN1CCc2ccccc21.Brc1cccc(SSc2cccc(Br)c2)c1>>Cn1c(-n2cccn2)c(Sc2cccc(Br)c2)c2cc(Sc3cccc(Br)c3)ccc21,|Ar-Alkyl|Ar-NR2|AromN-H -> Alkyl-AromN|Ar-AromN|Ar-SR|HeteroAr-H | spectators: Ar-Br|HeteroAr-H|Pyrazole,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,broken_bond_element_without_reactant_motif:S,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0","Organic Chemistry Frontiers (2024), 11(7), 1933-1940",67,0.71
22121,C_N_Coupling,Unknown,Ic1ccc(I)cc1.CC(C)(C)OC(=O)NN>>CC(C)(C)OC(=O)N(N)c1ccc(N(N)C(=O)OC(C)(C)C)cc1,|Ar-I -> Ar-Hydrazine,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,formed_bond_element_without_product_motif:O,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of the American Chemical Society (2024), 146(14), 9519-9525",81,-0.3
23873,C_N_Coupling,Unknown,Clc1nc2ccccc2c2ccccc12.Cc1ccc(-n2ccnc2)cc1.ClC(Cl)Cl>>CC1=CC=C(N2C=C[N+](C3=C4C=CC=CC4=C4C=CC=CC4=N3)=C2)C=C1.ClC(Cl)Cl.[F-][P+5]([F-])([F-])([F-])([F-])[F-],|HeteroAr-Cl -> Ar-AromN | spectators: Alkyl-Cl|Ar-Alkyl|Ar-AromN|HeteroAr-H|Isoquinoline|Quinoline,redox:uncertain | redox_conf:0.20 | q:high(0.75) | q_reason:missing_bond_key | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0,"Journal of the American Chemical Society (2025), 147(2), 1694-1708",78,0.0
25201,C_N_Coupling,Unknown,Nc1ccc(Br)cc1>>NNc1ccc(N)cc1,|Ar-Br -> Ar-Hydrazine | spectators: Ar-NH2,"redox:uncertain | redox_conf:0.20 | q:low(0.25) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,missing_bond_key | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of the American Chemical Society (2025), 147(24), 20939-20946",84,0.0
