row_index,reaction_id,detected_reaction_type,reaction_smiles,Reaction_Key,Reaction_Events,reference,yield,z_score
165,C_N_Coupling,Unresolved:NoMotifEvidence,NC=O.Cc1cc(Br)c2c(c1)C(C)(C)c1cc(C)cc(Br)c1O2>>Cc1cc(NC=O)c2c(c1)C(C)(C)c1cc(C)cc(NC=O)c1O2,|Ar-Br|Unclassified-Reactant -> [] | spectators: Ar-Alkyl|Ar-OR,"redox:uncertain | redox_conf:0.20 | q:low(0.00) | q_reason:bond_key_consistency_penalty,formed_bond_element_without_product_motif:N,formed_bond_element_without_product_motif:O,missing_bond_key,missing_formed_bond_and_product_motif_evidence | mol:unknown | ringd:0 | anom:bond_key_demoted_due_to_inconsistency | ehyb:sp2_aromatic | eenv:aromatic_sp2 | amb:0","Journal of the American Chemical Society (2020), 142(1), 60-63",74,0.0
5183,C_N_Coupling,Unresolved:NoMotifEvidence,COc1ccc2nc(Cl)c(N3CCN(C(=O)OC(C)(C)C)CC3)nc2c1.O=C(Nc1ncc([N+](=O)[O-])s1)N1CCNCC1>>COc1ccc2nc(N3CCN(C(=O)Nc4ncc([N+](=O)[O-])s4)CC3)c(Cl)nc2c1,|RCH2-NHR -> [] | spectators: Ar-NO2|Ar-NR2|Ar-Urea|HeteroAr-Cl|HeteroAr-H|HeteroAr-OR|Pyrimidine|Thiazole,"redox:uncertain | redox_conf:0.20 | q:low(0.15) | q_reason:mapping_unreliable_fallback_used,missing_bond_key,missing_formed_bond_and_product_motif_evidence | mol:unknown | ringd:-1 | anom:mapping_unreliable_fallback_used | ehyb:sp3 | nclass:amine | amb:0","Bioorganic & Medicinal Chemistry Letters (2021), 36127785",70,0.0
8117,C_N_Coupling,Multi-Event:Ann+C-N,COc1ccc(NP(=O)(OCC/C=C/CCOC(=O)OC(C)(C)C)Oc2ccc(Cl)c3cccnc23)cc1>>COc1ccc(N2[C@@H](/C=C/COC(=O)OC(C)(C)C)CCO[P@@]2(=O)Oc2ccc(Cl)c3cccnc23)cc1,|[] -> [] | spectators: Inorganic,"sig:Ann+C-N | redox:net_oxidation | redox_conf:0.55 | q:medium(0.70) | q_reason:mapping_unreliable_fallback_used,multi_transform_record_possible | kinds:c_n_bond_formation+intramolecular_likely+ring_closure_or_annulation | fam:annulation+bond_formation | mol:intramolecular | form_cls:C-N | ringd:1 | anom:mapping_unreliable_fallback_used,multi_transform_record_possible | ehyb:unknown | nclass:amine | amb:0","Journal of Organic Chemistry (2021), 86(21), 14732-14758",62,0.0
16541,C_N_Coupling,Unresolved:NoMotifEvidence,COc1ccc(Nc2ccc(OC)cc2)cc1.O=c1c(O)c(O)c1=O>>COC1=CC=C(N(C2=CC=C(OC)C=C2)C2=C(O)C(=[NH](C3=CC=C(OC)C=C3)C3=CC=C(OC)C=C3)C2=O)C=C1,|[] -> [],"redox:uncertain | redox_conf:0.20 | q:low(0.30) | q_reason:missing_bond_key,missing_formed_bond_and_product_motif_evidence | mol:unknown | ringd:-3 | ehyb:unknown | amb:0","Chemical Science (2023), 14(23), 6348-6354",75,0.0
24077,C_N_Coupling,Unresolved:NoMotifEvidence,CN1CCOCC1.COc1nc(Cl)nc(OC)n1>>COC1=NC(OC)=NC([N+]2(C)CCOCC2)=N1.[F-][B+3]([F-])([F-])[F-],|HeteroAr-Cl|RCH2-NR2 -> [] | spectators: HeteroAr-OR|RCH2-OR,"redox:uncertain | redox_conf:0.20 | q:low(0.30) | q_reason:missing_bond_key,missing_formed_bond_and_product_motif_evidence | mol:unknown | ringd:0 | ehyb:sp2_aromatic | eenv:aromatic_sp2 | nclass:amine | amb:0","Chemical Science (2025), 16(4), 1894-1906",72,0.0
