reaction_type,rule_id,rule_tier,reactant_1,reactant_2,reactant_3,catalyst,ligand,base,solvent,additive,Secondary Solvent,Coupling Reagent,temperature_C,time_h,atmosphere,pressure_bar,concentration_M,yield,z_score,reference,notes
Chan_Lam_C_N_Coupling,CL_CN_01,default,@amines_nh,@organoboron,,Cu(OAc)2 10%,dtbpf,pyridine / Et3N,DCM,,MeOH,,25,,O2,,,95,2,chan_lam_rulebook_v1,General Chan-Lam C-N coupling
