reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-2462805,31-006-CAS-2462805,Reaction_20251106_1935 (2).rdf,Reduction-Borane,60,,,O=C(C[C@@H]1C=CCC1)C1=CCCC12OCCO2,O=C1CCC=C1[C@H](O)C[C@@H]1C=CCC1,O=C(C[C@@H]1C=CCC1)C1=CCCC12OCCO2>>O=C1CCC=C1[C@H](O)C[C@@H]1C=CCC1,Solvent-controlled intramolecular [2 + 2] photocycloadditions of α-substituted enones,"Ng, Stephanie M.; Bader, Scott J.; Snapper, Marc L.","Journal of the American Chemical Society (2006), 128(22), 7315-7319","Solvent-controlled intramolecular [2 + 2] photocycloadditions of α-substituted enones | Ng, Stephanie M.; Bader, Scott J.; Snapper, Marc L. | Journal of the American Chemical Society (2006), 128(22), 7315-7319",897032-92-7,897032-94-9,"112022-83-0, 14044-65-6, 7647-01-0",,"108-88-3, 109-99-9, 67-56-1, 7732-18-5",,,,,,"To a flame-dried Schlenk flask purged with N2 was added ketone 31 (38.5 mg, 0.165 mmol) in toluene (0.825 mL). (S)-Methyl-3,3-diphenyl-1H,3H-pyrrolo[1,2-c][1,3,2]-oxazaborole (0.082 mmol, 1M in toluene) was added dropwise and the flask was cooled to 0 °C in an ice bath. A solution of BH3.THF (0.165 mmol, 1 M THF) was added dropwise and stirred for 15 min at 0 °C and then quenched with MeOH (1 mL). The reaction mixture was stirred for 15 min, then warmed to room temperature and allowed to stir for another 15 min before opening the flask to air. Aqueous HCl (2 mL, 1 M) was added and the reaction mixture was stirred for 1 h. The reaction mixture was then diluted with Et2O (10 mL) and washed with brine (5 mL). The combined organic layers were dried with MgSO4 and concentrated in vacuo. The product was purified on silica gel (pentane:Et2O 1:1) to give enone 27 (18.9 mg, 60%) as a pale yellow oil. 2-((R)-2-((R)-cyclopent-2-enyl)-1-hydroxyethyl)cyclopent-2-enone (27): Rf 0.28 (pentane:Et2O 2:3);. 1H-NMR (CDCl3, 400 MHz) δ 7.44 (td, 1H, J = 2.4, 0.8 Hz), 5.73 (m, 1H), 5.67 (m, 1H), 4.52 (m, 1H), 2.85 (m, 2H), 2.61 (m, 2H), 2.44 (m, 2H), 2.31 (m, 1H), 2.10 (dtd, 1H, J = 12.8, 8.0, 4.4 Hz), 1.82 (m, 1H), 1.56 (ddd, 1H, J = 13.2, 9.2, 4.0 Hz), 1.45 (m, 1H). 13C-NMR (CDCl3, 125 MHz) δ 210.2, 157.8, 148.3, 135.2, 130.8, 67.0, 42.3, 42.2, 35.4, 35.0, 29.9, 26.8. IR (NaCl, thin film) 3430 (br), 2947 (m), 1689 (s), 1340 (m), 1089 (w) cm-1. HRMS (M + H) C12H17O2 Calcd: 193.1229. Found: 193.1234.",4,1,60,,,,,,,"{""1"": 60}","[{""index"": 1, ""cas_rn"": ""897032-92-7"", ""smiles"": ""O=C(C[C@@H]1C=CCC1)C1=CCCC12OCCO2""}]","[{""index"": 1, ""cas_rn"": ""897032-94-9"", ""yield_pct"": ""60"", ""smiles"": ""O=C1CCC=C1[C@H](O)C[C@@H]1C=CCC1""}]","[{""index"": 1, ""cas_rn"": ""112022-83-0""}, {""index"": 2, ""cas_rn"": ""14044-65-6""}, {""index"": 3, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}, {""index"": 3, ""cas_rn"": ""67-56-1""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",stereoselective,
31-006-CAS-280727,31-006-CAS-280727,Reaction_20251106_1935 (1).rdf,Reduction-Borane,77,,,C=CCCCC(=O)C1=CCCCC12OCCO2,C=CCCCC(O)C1=CCCCC1=O,C=CCCCC(=O)C1=CCCCC12OCCO2>>C=CCCCC(O)C1=CCCCC1=O,Solvent-controlled intramolecular [2 + 2] photocycloadditions of α-substituted enones,"Ng, Stephanie M.; Bader, Scott J.; Snapper, Marc L.","Journal of the American Chemical Society (2006), 128(22), 7315-7319","Solvent-controlled intramolecular [2 + 2] photocycloadditions of α-substituted enones | Ng, Stephanie M.; Bader, Scott J.; Snapper, Marc L. | Journal of the American Chemical Society (2006), 128(22), 7315-7319",897033-14-6,897032-62-1,"7790-86-5, 16940-66-2, 7647-01-0",,"67-56-1, 7732-18-5",,,,,,"To a solution of ketone 11 (110.5 mg, 0.468 mmol) and methanol (4.68 mL) cooled to 0 °C was added CeCl3.7H2O (164 mg, 0.44 mmol). The reaction was allowed to stir at 0 °C for 5 min. NaBH4 (35.4 mg, 0.93 mmol) was added and the reaction was stirred at 0 °C for 30 min. The reaction was quenched with 1 M HCl (2 mL) and warmed to room temperature. The reaction was allowed to stir for another 30 min at room temperature and diluted with Et2O (6 mL) after the deprotection was deemed complete by TLC analysis. The organic layer was washed with brine (5 mL) and dried with MgSO4. Product was purified through a short silica gel plug (3 cm) to give enone 12 (70 mg, 77%) as a clear oil. 2-(1-hydroxyhex-5-enyl)cyclohex-2-enone (12). Rf 0.22 (pentane:Et2O 3:2); 1H-NMR (CDCl3, 400 MHz) δ 6.86 (t, 1H, J = 4 Hz), 5.80 (ddt, 1H, J = 16.8, 10.0, 6.4 Hz), 4.96 (m, 2H), 4.28 (dd, 1H, J = 13.2, 7.6 Hz), 2.86 (br s, 1H, O-H) 2.41 (m, 4H), 2.07 (dd, 2H, J = 14.4, 7.6 Hz), 1.99 (dd, 2H, J = 12.8, 6 Hz), 1.37-1.68 (m, 4H). 13C-NMR (CDCl3, 100 MHz) δ 200.8, 146.1, 141.2, 139.0, 115.0, 72.0, 39.3, 36.3, 34.1, 26.3, 25.9, 23.2. IR (NaCl, thin film) 3438 (br), 2927 (m), 2865 (w), 1667 (s), 1382 (m), 1172 (m), 911 (m) cm-1. HRMS (M + Na) C12H18O2Na Calcd: 217.1204. Found: 217.1204.",4,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""897033-14-6"", ""smiles"": ""C=CCCCC(=O)C1=CCCCC12OCCO2""}]","[{""index"": 1, ""cas_rn"": ""897032-62-1"", ""yield_pct"": ""77"", ""smiles"": ""C=CCCCC(O)C1=CCCCC1=O""}]","[{""index"": 1, ""cas_rn"": ""7790-86-5""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-006-CAS-3757871,31-006-CAS-3757871,Reaction_20251106_1935 (1).rdf,Reduction-Borane,80,,,C=CCCCC(=O)C1=CCCC12OCCO2,C=CCCCC(O)C1=CCCC1=O,C=CCCCC(=O)C1=CCCC12OCCO2>>C=CCCCC(O)C1=CCCC1=O,Solvent-controlled intramolecular [2 + 2] photocycloadditions of α-substituted enones,"Ng, Stephanie M.; Bader, Scott J.; Snapper, Marc L.","Journal of the American Chemical Society (2006), 128(22), 7315-7319","Solvent-controlled intramolecular [2 + 2] photocycloadditions of α-substituted enones | Ng, Stephanie M.; Bader, Scott J.; Snapper, Marc L. | Journal of the American Chemical Society (2006), 128(22), 7315-7319",897033-12-4,897032-60-9,"7790-86-5, 16940-66-2, 7647-01-0",,"67-56-1, 7732-18-5",,,,,,"To a solution of ketone 9 (81.5 mg, 0.367 mmol) and methanol (3.67 mL) cooled to 0 °C was added CeCl3.7H2O (164 mg, 0.44 mmol). The reaction was stirred at 0 °C for 5 min then NaBH4 (27.7 mg, 0.734 mmol) was added and allowed to stir at 0 °C for 30 min. The reaction was quenched with aqueous HCl (2 mL, 1 M) and warmed to room temperature. The reaction was allowed to stir for another 30 min at room temperature and diluted with Et2O (6 mL) after the deprotection was deemed complete by TLC analysis. The organic layer was washed with brine (5 mL) and dried with MgSO4. Product was purified through a short silica gel plug (3 cm) to give enone 10 (53 mg, 80%) as a clear oil. 2-(1-hydroxyhex-5-enyl)cyclopent-2-enone (10). Rf 0.17 (pentane:Et2O 3:2); 1H-NMR (CDCl3, 400 MHz) δ 7.45 (td, 1H, J = 2.8, 1.2 Hz), 5.80 (ddt, 1H, J = 16.8, 10.0, 6.8 Hz), 4.98 (m, 2H), 4.45 (m, 1H), 2.78 (br s, 1H, O-H) 2.61 (m, 2H), 2.45 (m, 2H), 2.10 (m, 2H), 1.68 (m, 2H), 1.57 (m, 1H), 1.46 (m, 1H). 13C-NMR (CDCl3, 100 MHz) δ 210.2, 158.2, 148.1, 138.9, 115.2, 68.2, 35.9, 35.8, 34.1, 27.2, 25.4. IR (NaCl, thin film) 3463 (br), 2947 (m), 2862 (m), 1693 (s), 1638 (m), 1439 (m), 1000 (m) cm-1. HRMS (M + Na) C11H16O2Na Calcd: 203.1048. Found: 203.1044.",4,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""897033-12-4"", ""smiles"": ""C=CCCCC(=O)C1=CCCC12OCCO2""}]","[{""index"": 1, ""cas_rn"": ""897032-60-9"", ""yield_pct"": ""80"", ""smiles"": ""C=CCCCC(O)C1=CCCC1=O""}]","[{""index"": 1, ""cas_rn"": ""7790-86-5""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-006-CAS-4600124,31-006-CAS-4600124,Reaction_20251106_1935 (2).rdf,Reduction-Borane,55,,,O=C(C[C@@H]1C=CCC1)C1=CCCC12OCCO2,O=C1CCC=C1[C@@H](O)C[C@@H]1C=CCC1,O=C(C[C@@H]1C=CCC1)C1=CCCC12OCCO2>>O=C1CCC=C1[C@@H](O)C[C@@H]1C=CCC1,Solvent-controlled intramolecular [2 + 2] photocycloadditions of α-substituted enones,"Ng, Stephanie M.; Bader, Scott J.; Snapper, Marc L.","Journal of the American Chemical Society (2006), 128(22), 7315-7319","Solvent-controlled intramolecular [2 + 2] photocycloadditions of α-substituted enones | Ng, Stephanie M.; Bader, Scott J.; Snapper, Marc L. | Journal of the American Chemical Society (2006), 128(22), 7315-7319",897032-92-7,897032-96-1,"112022-81-8, 14044-65-6, 7647-01-0",,"108-88-3, 109-99-9, 67-56-1, 7732-18-5",,,,,,"To a flame-dried Schlenk flask purged with N2 was added ketone 31 (46.3 mg, 0.20 mmol) in toluene (0.99 mL). (R)-Methyl-3,3-diphenyl-1H,3H-pyrrolo[1,2-c][1,3,2]-oxazaborole (0.082 mmol, 1M in toluene) was added dropwise and the flask was cooled to 0 °C in an ice bath. A solution of BH3.THF (0.20 mmol, 1 M THF) was added dropwise and stirred for 15 min at 0 °C and then quenched with MeOH (1 mL). The reaction mixture was stirred for 15 min, then warmed to room temperature and allowed to stir for another 15 min before opening the flask to air. Aqueous HCl (3 mL, 1 M) was added and the reaction mixture was stirred for 1 h. The reaction mixture was then diluted with Et2O (10 mL) and washed with brine (5 mL). The combined organic layers were dried with MgSO4 and concentrated in vacuo. The product was purified on silica gel (pentane: Et2O 1:1) to give enone 28 (20.7 mg, 55%) as a pale yellow oil. 2-((S)-2-((R)-cyclopent-2-enyl)-1-hydroxyethyl)cyclopent-2-enone (28):. Rf 0.28 (pentane:Et2O 2:3) 1H-NMR (CDCl3, 400 MHz) δ 7.45 (td, 1H, J = 2.4, 0.8 Hz), 5.72 (m, 2H), 4.53 (dd, 1H, J = 12.4, 6.0 Hz), 2.82 (m, 1H), 2.61 (m, 2H), 2.44 (m, 2H), 2.32 (m, 2H), 2.09 (dtd, 1H, J = 12.8, 8.4, 4.4 Hz), 1.74 (t, 2H, J = 6.8 Hz), 1.46 (ddt, 1H, J = 12.8, 9.2, 6.8 Hz). 13C-NMR (CDCl3, 125 MHz) δ 210.3, 158.1, 147.9, 134.5, 131.2, 67.2, 42.28, 42.23, 35.4, 32.2, 30.5, 26.8. IR (NaCl, thin film) 3425 (br), 2948 (m), 2858 (m), 1689 (s), 1439 (m), 1338 (m), 1253 (m) cm-1. HRMS (M + H) C12H17O2 Calcd: 193.1229. Found: 193.1227.",4,1,55,,,,,,,"{""1"": 55}","[{""index"": 1, ""cas_rn"": ""897032-92-7"", ""smiles"": ""O=C(C[C@@H]1C=CCC1)C1=CCCC12OCCO2""}]","[{""index"": 1, ""cas_rn"": ""897032-96-1"", ""yield_pct"": ""55"", ""smiles"": ""O=C1CCC=C1[C@@H](O)C[C@@H]1C=CCC1""}]","[{""index"": 1, ""cas_rn"": ""112022-81-8""}, {""index"": 2, ""cas_rn"": ""14044-65-6""}, {""index"": 3, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}, {""index"": 3, ""cas_rn"": ""67-56-1""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",stereoselective,
31-006-CAS-943705,31-006-CAS-943705,Reaction_20251106_1935 (1).rdf,Reduction-Borane,84,,,C#CC[C@@]1(C=O)CCC(O[Si](C(C)C)(C(C)C)C(C)C)=C[C@@H]1CO[Si](C)(C)C(C)(C)C,C#CC[C@@]1(CO)CCC(=O)C[C@@H]1CO,C#CC[C@@]1(C=O)CCC(O[Si](C(C)C)(C(C)C)C(C)C)=C[C@@H]1CO[Si](C)(C)C(C)(C)C>>C#CC[C@@]1(CO)CCC(=O)C[C@@H]1CO,"A Simple, Efficient, and Enantiocontrolled Synthesis of a Near-Structural Mimic of Platensimycin","Yeung, Ying-Yeung; Corey, E. J.","Organic Letters (2008), 10(17), 3877-3878","A Simple, Efficient, and Enantiocontrolled Synthesis of a Near-Structural Mimic of Platensimycin | Yeung, Ying-Yeung; Corey, E. J. | Organic Letters (2008), 10(17), 3877-3878",1048677-72-0,1048677-73-1,"16940-66-2, 429-41-4",,"67-56-1, 109-99-9",,,,,,"Keto diol 9. To a solution of aldehyde 8 (1.70 g, 3.64 mmol) in MeOH (10 mL) was added NaBH4 (69 mg, 1.82 mmol) at 0°C. After 30 min, the reaction mixture was treated with saturated NH4Cl (5 mL). The aqueous layer was extracted with Et2O (20 mL × 3). The combined extracts were washed with brine (10 mL), dried (MgSO4) and concentrated in vacuo. The residue was dissolved in THF (5 mL) and a solution of tetra-n-butylammonium fluoride (1M in THF, 12.7 mL, 12.7 mmol) was added. The resultant solution was stirred for 8 h and concentrated under reduced pressure. The residue was purified by flash column chromatography (EtOAc) to afford keto diol 9 (601 mg, 84%) as a colorless oil: keto diol 9, yield 601 mg, 84% [α]D25 +5.6 (c 0.5, CHCl3); IR (film) 3399, 1711, 1457, 1377, 1171 cm-1; 1H NMR (500 MHz, CDCl3) δ 4.00 (1H, d, J = 11.5 Hz), 3.87 (1H, dd, J = 12.0, 1.5 Hz), 3.56 (1H, d, J = 12.0 Hz), 3.54 (1H, dd, J = 11.5, 4.5 Hz), 2.71 (1H, dd, J = 15.5, 12.0 Hz), 2.52 (1H, dd, J = 17.0, 2.5 Hz), 2.49 (1H, dd, J = 17.0, 2.5 Hz), 2.36-2.30 (2H, m), 2.15-2.11 (1H, m), 1.95-1.84 (2H, m); 13C NMR (125 MHz, CDCl3) δ 212.0, 80.6, 71.9, 63.8, 62.1, 43.7, 41.0, 39.8, 37.5, 33.2, 25.6; HRMS (ESI TOF) calcd for C11H16O3Na [M+Na]+ 219.0992 found 219.0999.",2,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""1048677-72-0"", ""smiles"": ""C#CC[C@@]1(C=O)CCC(O[Si](C(C)C)(C(C)C)C(C)C)=C[C@@H]1CO[Si](C)(C)C(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1048677-73-1"", ""yield_pct"": ""84"", ""smiles"": ""C#CC[C@@]1(CO)CCC(=O)C[C@@H]1CO""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}, {""index"": 2, ""cas_rn"": ""429-41-4""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]",,
31-031-CAS-1389132,31-031-CAS-1389132,Reaction_20251106_1935 (1).rdf,Reduction-Borane,85,,,O=C(CBr)c1ccc([N+](=O)[O-])cc1.CC(C)N,CC(C)NC[C@@H](O)c1ccc([N+](=O)[O-])cc1,O=C(CBr)c1ccc([N+](=O)[O-])cc1.CC(C)N>>CC(C)NC[C@@H](O)c1ccc([N+](=O)[O-])cc1,Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation,"Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B.","Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation | Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B. | Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","99-81-0, 75-31-0",5302-36-3,"14044-65-6, 13292-87-0, 1310-73-2","72-18-4, 121-43-7","109-99-9, 7732-18-5",,,,,,,6,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""99-81-0"", ""smiles"": ""O=C(CBr)c1ccc([N+](=O)[O-])cc1""}, {""index"": 2, ""cas_rn"": ""75-31-0"", ""smiles"": ""CC(C)N""}]","[{""index"": 1, ""cas_rn"": ""5302-36-3"", ""yield_pct"": ""85"", ""smiles"": ""CC(C)NC[C@@H](O)c1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""14044-65-6""}, {""index"": 2, ""cas_rn"": ""13292-87-0""}, {""index"": 3, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""72-18-4""}, {""index"": 2, ""cas_rn"": ""121-43-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-process simplification, stereoselective, Corey-Bakshi-Shibata-type reduction in stage 4, in-situ generated catalyst, optimized on time,temperature,stoichiometry, optimization study, 87% ee, chirality depends on chiral amino acid used",
31-031-CAS-3799768,31-031-CAS-3799768,Reaction_20251106_1935 (1).rdf,Reduction-Borane,78,,,O=C(CBr)c1ccc2ccccc2c1.CC(C)N,CC(C)NC[C@H](O)c1ccc2ccccc2c1,O=C(CBr)c1ccc2ccccc2c1.CC(C)N>>CC(C)NC[C@H](O)c1ccc2ccccc2c1,Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation,"Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B.","Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation | Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B. | Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","613-54-7, 75-31-0",5696-91-3,"14044-65-6, 13292-87-0, 1310-73-2","640-68-6, 121-43-7","109-99-9, 7732-18-5",,,,,,,6,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""613-54-7"", ""smiles"": ""O=C(CBr)c1ccc2ccccc2c1""}, {""index"": 2, ""cas_rn"": ""75-31-0"", ""smiles"": ""CC(C)N""}]","[{""index"": 1, ""cas_rn"": ""5696-91-3"", ""yield_pct"": ""78"", ""smiles"": ""CC(C)NC[C@H](O)c1ccc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""14044-65-6""}, {""index"": 2, ""cas_rn"": ""13292-87-0""}, {""index"": 3, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""640-68-6""}, {""index"": 2, ""cas_rn"": ""121-43-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-process simplification, stereoselective, 98% enantiomeric excess, Corey-Bakshi-Shibata-type reduction in stage 4, in-situ generated catalyst, chirality depends on chiral amino acid used",
31-031-CAS-5656824,31-031-CAS-5656824,Reaction_20251106_1935 (1).rdf,Reduction-Borane,75,,,O=C(CBr)c1ccc2ccccc2c1.CC(C)N,CC(C)NC[C@@H](O)c1ccc2ccccc2c1,O=C(CBr)c1ccc2ccccc2c1.CC(C)N>>CC(C)NC[C@@H](O)c1ccc2ccccc2c1,Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation,"Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B.","Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation | Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B. | Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","613-54-7, 75-31-0",325-17-7,"14044-65-6, 13292-87-0, 1310-73-2","72-18-4, 121-43-7","109-99-9, 7732-18-5",,,,,,,6,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""613-54-7"", ""smiles"": ""O=C(CBr)c1ccc2ccccc2c1""}, {""index"": 2, ""cas_rn"": ""75-31-0"", ""smiles"": ""CC(C)N""}]","[{""index"": 1, ""cas_rn"": ""325-17-7"", ""yield_pct"": ""75"", ""smiles"": ""CC(C)NC[C@@H](O)c1ccc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""14044-65-6""}, {""index"": 2, ""cas_rn"": ""13292-87-0""}, {""index"": 3, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""72-18-4""}, {""index"": 2, ""cas_rn"": ""121-43-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-process simplification, stereoselective, 92% ee, Corey-Bakshi-Shibata-type reduction in stage 4, in-situ generated catalyst, chirality depends on chiral amino acid used",
31-031-CAS-5938456,31-031-CAS-5938456,Reaction_20251106_1935 (1).rdf,Reduction-Borane,80,,,O=C(CBr)c1ccc(Cl)c(Cl)c1.CC(C)N,CC(C)NC[C@H](O)c1ccc(Cl)c(Cl)c1,O=C(CBr)c1ccc(Cl)c(Cl)c1.CC(C)N>>CC(C)NC[C@H](O)c1ccc(Cl)c(Cl)c1,Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation,"Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B.","Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation | Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B. | Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","2632-10-2, 75-31-0",20879-16-7,"14044-65-6, 13292-87-0, 1310-73-2","640-68-6, 121-43-7","109-99-9, 7732-18-5",,,,,,,6,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""2632-10-2"", ""smiles"": ""O=C(CBr)c1ccc(Cl)c(Cl)c1""}, {""index"": 2, ""cas_rn"": ""75-31-0"", ""smiles"": ""CC(C)N""}]","[{""index"": 1, ""cas_rn"": ""20879-16-7"", ""yield_pct"": ""80"", ""smiles"": ""CC(C)NC[C@H](O)c1ccc(Cl)c(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""14044-65-6""}, {""index"": 2, ""cas_rn"": ""13292-87-0""}, {""index"": 3, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""640-68-6""}, {""index"": 2, ""cas_rn"": ""121-43-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-process simplification, stereoselective, 99% ee, Corey-Bakshi-Shibata-type reduction in stage 4, in-situ generated catalyst, chirality depends on chiral amino acid used",
31-031-CAS-7786199,31-031-CAS-7786199,Reaction_20251106_1935 (1).rdf,Reduction-Borane,84,,,O=C(CBr)c1ccc(Cl)c(Cl)c1.CC(C)N,CC(C)NC[C@@H](O)c1ccc(Cl)c(Cl)c1,O=C(CBr)c1ccc(Cl)c(Cl)c1.CC(C)N>>CC(C)NC[C@@H](O)c1ccc(Cl)c(Cl)c1,Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation,"Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B.","Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","Asymmetric Synthesis of β-Adrenergic Blockers through Multistep One-Pot Transformations Involving In Situ Chiral Organocatalyst Formation | Wei, Shengwei; Messerer, Regina; Tsogoeva, Svetlana B. | Chemistry - A European Journal (2011), 17(51), 14380-14384, S14380/1-S14380/39","2632-10-2, 75-31-0",20879-18-9,"14044-65-6, 13292-87-0, 1310-73-2","72-18-4, 121-43-7","109-99-9, 7732-18-5",,,,,,,6,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""2632-10-2"", ""smiles"": ""O=C(CBr)c1ccc(Cl)c(Cl)c1""}, {""index"": 2, ""cas_rn"": ""75-31-0"", ""smiles"": ""CC(C)N""}]","[{""index"": 1, ""cas_rn"": ""20879-18-9"", ""yield_pct"": ""84"", ""smiles"": ""CC(C)NC[C@@H](O)c1ccc(Cl)c(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""14044-65-6""}, {""index"": 2, ""cas_rn"": ""13292-87-0""}, {""index"": 3, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""72-18-4""}, {""index"": 2, ""cas_rn"": ""121-43-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-process simplification, stereoselective, 92% ee, Corey-Bakshi-Shibata-type reduction in stage 4, in-situ generated catalyst, chirality depends on chiral amino acid used",
