reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-055-CAS-10031601,31-055-CAS-10031601,1.rdf,Hiyama coupling,95,,,COc1cccc(Br)c1.CO[Si](OC)(OC)c1ccccc1,COc1cccc(-c2ccccc2)c1,COc1cccc(Br)c1.CO[Si](OC)(OC)c1ccccc1>>COc1cccc(-c2ccccc2)c1,Convenient Synthesis of Palladium Nanoparticles and Catalysis of Hiyama Coupling Reaction in Water,"Srimani, Dipankar; Sawoo, Sudeshna; Sarkar, Amitabha","Organic Letters (2007), 9(18), 3639-3642","Convenient Synthesis of Palladium Nanoparticles and Catalysis of Hiyama Coupling Reaction in Water | Srimani, Dipankar; Sawoo, Sudeshna; Sarkar, Amitabha | Organic Letters (2007), 9(18), 3639-3642","2398-37-0, 2996-92-1",2113-56-6,"10025-98-6, 25322-68-3, 59610-08-1, 1310-73-2",,7732-18-5,,,,,,"General/Typical Procedure: General method of Pd nanoparticle catalyzed Hiyama coupling reaction: Weighed amount of K2PdCl4 (0.003 g, 0.0092 mmol) and PEG 6000 (60 mg, 0.01 mmol) was dissolved in 4 mL of water. In another portion 2 mg of the Fischer carbene complex was dissolved in 5 mL of water. The water suspension of the Fischer carbene complex was added to the Pd (II) solution with vigorous stirring resulting in the formation of colloidal Pd (5 min). To this suspension of colloidal Pd were added aryltrialkoxysilane (2 mmol) and aryl bromide (1 mmol) and the mixture was heated at 90 °C for 1 min. Thereafter, 1 mL of 5 M NaOH solution was added dropwise and stirring was continued until completion of the reaction (2 h). The reaction mixture was then allowed to cool to room temperature and extracted with Et2O (3 × 20 mL). The combined ethereal layers were dried over anhydrous Na2SO4 and concentrated in vacuum. The residue thus obtained was purified by flash column chromatography on silica gel (230∼400 mesh) with either a mixture of petroleum ether and acetone (2-5%) or petroleum ether alone as eluent. Compound 1i:6, yield 95% 1H NMR (CDCl3) δ 3.90 (s, 3H), 6.95 (dd, J = 8.07, 2.0 Hz, 1H), 6.97-7.25 (m, 2H), 7.38-7.42 (m, 2H), 7.49 (t, J = 7.6 Hz, 2H), 7.65 (d, J = 7.24 Hz, 2H); 13C NMR (CDCl3) δ 55.37, 112.78, 113.01, 119.79, 127.30, 127.52, 128.84, 129.86, 141.21, 142.87, 160.05.",3,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""2398-37-0"", ""smiles"": ""COc1cccc(Br)c1""}, {""index"": 2, ""cas_rn"": ""2996-92-1"", ""smiles"": ""CO[Si](OC)(OC)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2113-56-6"", ""yield_pct"": ""95"", ""smiles"": ""COc1cccc(-c2ccccc2)c1""}]","[{""index"": 1, ""cas_rn"": ""10025-98-6""}, {""index"": 2, ""cas_rn"": ""25322-68-3""}, {""index"": 3, ""cas_rn"": ""59610-08-1""}, {""index"": 4, ""cas_rn"": ""1310-73-2""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry-catalyst (no toxic ligands), green chemistry-solvent, in-situ generated (stage 1) PEG encapsulated colloidal Pd nanoparticle catalyst used (stage 2), Hiyama coupling reaction (stages 2,3), Fischer carbene complex used as reducing agent (stage 1)",
31-055-CAS-5656695,31-055-CAS-5656695,1.rdf,Hiyama coupling,90,,,O=[N+]([O-])c1ccc(Cl)cc1.CO[Si](OC)(OC)c1ccccc1,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,O=[N+]([O-])c1ccc(Cl)cc1.CO[Si](OC)(OC)c1ccccc1>>O=[N+]([O-])c1ccc(-c2ccccc2)cc1,Improved procedure for palladium-catalyzed Hiyama cross-coupling reaction of aryl halides with aryltrimethoxysilanes under solvent-free conditions,"Li, Jin-Heng; Deng, Chen-Liang; Xie, Ye-Xiang","Synthesis (2006), (6), 969-974","Improved procedure for palladium-catalyzed Hiyama cross-coupling reaction of aryl halides with aryltrimethoxysilanes under solvent-free conditions | Li, Jin-Heng; Deng, Chen-Liang; Xie, Ye-Xiang | Synthesis (2006), (6), 969-974","100-00-5, 2996-92-1",92-93-3,429-41-4,"6163-58-2, 14592-56-4",,,,,,,"General/Typical Procedure: Palladium-Catalyzed Hiyama Cross-Coupling Reaction; General Procedure A mixture of aryl halide 1 (1 mmol), aryltrimethoxysilane 2 (2 mmol) PdCl2(MeCN)2 (the indicated amount, Table 2), P(o-tol)3 (the indicated amount, Table 2), and TBAF (3 equiv) was stirred under N2 at 80 °C for desired time until complete consumption of starting material as monitored by TLC analysis. After the mixture was diluted with brine, it was extracted with Et2O. The Et2O extract was dried (Na2SO4) and evaporated. The residue was purified by flash column chromatography (hexane or hexane-EtOAc) to afford the desired coupled products 3-14.4-6,11 4-Nitrobiphenyl (4)5 , yield 90%. 1H NMR (400 MHz, CDCl3): δ = 8.30 (d, J = 8.8 Hz, 2 H), 7.74 (d, J = 8.8 Hz, 2 H), 7.64 (d, J = 6.9 Hz, 2 H), 7.52-7.44 (m, 3 H). 13C NMR (100 MHz, CDCl3): δ = 147.6, 147.2, 138.8, 129.2, 128.9, 127.8, 127.4, 124.1.",1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""100-00-5"", ""smiles"": ""O=[N+]([O-])c1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""2996-92-1"", ""smiles"": ""CO[Si](OC)(OC)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""92-93-3"", ""yield_pct"": ""90"", ""smiles"": ""O=[N+]([O-])c1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""429-41-4""}]","[{""index"": 1, ""cas_rn"": ""6163-58-2""}, {""index"": 2, ""cas_rn"": ""14592-56-4""}]",[],"Hiyama cross-coupling, no solvent, yield depends on amount of catalyst",
31-055-CAS-5738384,31-055-CAS-5738384,1.rdf,Hiyama coupling,89,,,Brc1ccncc1.CO[Si](OC)(OC)c1ccccc1,c1ccc(-c2ccncc2)cc1,Brc1ccncc1.CO[Si](OC)(OC)c1ccccc1>>c1ccc(-c2ccncc2)cc1,(NHC)Palladium complexes from hydroxy-functionalized imidazolium salts as catalyst for the microwave-accelerated fluorine-free Hiyama reaction,"Penafiel, Itziar; Pastor, Isidro M.; Yus, Miguel; Esteruelas, Miguel A.; Olivan, Montserrat; Onate, Enrique","European Journal of Organic Chemistry (2011), 2011(35), 7174-7181","(NHC)Palladium complexes from hydroxy-functionalized imidazolium salts as catalyst for the microwave-accelerated fluorine-free Hiyama reaction | Penafiel, Itziar; Pastor, Isidro M.; Yus, Miguel; Esteruelas, Miguel A.; Olivan, Montserrat; Onate, Enrique | European Journal of Organic Chemistry (2011), 2011(35), 7174-7181","1120-87-2, 2996-92-1",939-23-1,"1310-73-2, 1643-19-2","3375-31-3, 1272971-13-7",7732-18-5,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""1120-87-2"", ""smiles"": ""Brc1ccncc1""}, {""index"": 2, ""cas_rn"": ""2996-92-1"", ""smiles"": ""CO[Si](OC)(OC)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""939-23-1"", ""yield_pct"": ""89"", ""smiles"": ""c1ccc(-c2ccncc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}, {""index"": 2, ""cas_rn"": ""1643-19-2""}]","[{""index"": 1, ""cas_rn"": ""3375-31-3""}, {""index"": 2, ""cas_rn"": ""1272971-13-7""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","microwave irradiation (80W), dropwise addn. of aq. base (substage 1), sealed microwave vessel used, Hiyama coupling, in absence of TBAB lower yield (52%)",
31-055-CAS-5762539,31-055-CAS-5762539,1.rdf,Hiyama coupling,92,,,Clc1ccc(Br)cc1.CO[Si](OC)(OC)c1ccccc1,Clc1ccc(-c2ccccc2)cc1,Clc1ccc(Br)cc1.CO[Si](OC)(OC)c1ccccc1>>Clc1ccc(-c2ccccc2)cc1,Convenient Synthesis of Palladium Nanoparticles and Catalysis of Hiyama Coupling Reaction in Water,"Srimani, Dipankar; Sawoo, Sudeshna; Sarkar, Amitabha","Organic Letters (2007), 9(18), 3639-3642","Convenient Synthesis of Palladium Nanoparticles and Catalysis of Hiyama Coupling Reaction in Water | Srimani, Dipankar; Sawoo, Sudeshna; Sarkar, Amitabha | Organic Letters (2007), 9(18), 3639-3642","106-39-8, 2996-92-1",2051-62-9,"10025-98-6, 25322-68-3, 59610-08-1, 1310-73-2",,7732-18-5,,,,,,"General/Typical Procedure: General method of Pd nanoparticle catalyzed Hiyama coupling reaction: Weighed amount of K2PdCl4 (0.003 g, 0.0092 mmol) and PEG 6000 (60 mg, 0.01 mmol) was dissolved in 4 mL of water. In another portion 2 mg of the Fischer carbene complex was dissolved in 5 mL of water. The water suspension of the Fischer carbene complex was added to the Pd (II) solution with vigorous stirring resulting in the formation of colloidal Pd (5 min). To this suspension of colloidal Pd were added aryltrialkoxysilane (2 mmol) and aryl bromide (1 mmol) and the mixture was heated at 90 °C for 1 min. Thereafter, 1 mL of 5 M NaOH solution was added dropwise and stirring was continued until completion of the reaction (2 h). The reaction mixture was then allowed to cool to room temperature and extracted with Et2O (3 × 20 mL). The combined ethereal layers were dried over anhydrous Na2SO4 and concentrated in vacuum. The residue thus obtained was purified by flash column chromatography on silica gel (230∼400 mesh) with either a mixture of petroleum ether and acetone (2-5%) or petroleum ether alone as eluent. Compound 1g:8, yield 92% 1H NMR (CDCl3) δ 7.36-7.57 (m, 9H); 13C NMR (CDCl3) δ 127.09, 127.70, 128.49, 128.99, 129.02, 133.49, 139.76, 140.08.",3,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""106-39-8"", ""smiles"": ""Clc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""2996-92-1"", ""smiles"": ""CO[Si](OC)(OC)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2051-62-9"", ""yield_pct"": ""92"", ""smiles"": ""Clc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""10025-98-6""}, {""index"": 2, ""cas_rn"": ""25322-68-3""}, {""index"": 3, ""cas_rn"": ""59610-08-1""}, {""index"": 4, ""cas_rn"": ""1310-73-2""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry-catalyst (no toxic ligands), green chemistry-solvent, in-situ generated (stage 1) PEG encapsulated colloidal Pd nanoparticle catalyst used (stage 2), Hiyama coupling reaction (stages 2,3), Fischer carbene complex used as reducing agent (stage 1)",
31-055-CAS-5773071,31-055-CAS-5773071,1.rdf,Hiyama coupling,84,,,COc1ccc(I)cc1.C[Si](C)(C)c1ccccn1,COc1ccc(-c2ccccn2)cc1,COc1ccc(I)cc1.C[Si](C)(C)c1ccccn1>>COc1ccc(-c2ccccn2)cc1,Palladium(0)-catalyzed cross-coupling of 2-trimethylsilylpyridine with aryl halides,"Blakemore, David C.; Marples, Louise A.","Tetrahedron Letters (2011), 52(32), 4192-4195","Palladium(0)-catalyzed cross-coupling of 2-trimethylsilylpyridine with aryl halides | Blakemore, David C.; Marples, Louise A. | Tetrahedron Letters (2011), 52(32), 4192-4195","696-62-8, 13737-04-7",5957-90-4,7789-23-3,"3375-31-3, 7681-65-4, 321921-71-5",68-12-2,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""696-62-8"", ""smiles"": ""COc1ccc(I)cc1""}, {""index"": 2, ""cas_rn"": ""13737-04-7"", ""smiles"": ""C[Si](C)(C)c1ccccn1""}]","[{""index"": 1, ""cas_rn"": ""5957-90-4"", ""yield_pct"": ""84"", ""smiles"": ""COc1ccc(-c2ccccn2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""3375-31-3""}, {""index"": 2, ""cas_rn"": ""7681-65-4""}, {""index"": 3, ""cas_rn"": ""321921-71-5""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}]","alternative preparation shown, Hiyama coupling",
31-055-CAS-5790101,31-055-CAS-5790101,1.rdf,Hiyama coupling,94,,,CCO[Si](OCC)(OCC)c1ccccc1.Brc1cc2ccccc2c2ccccc12,c1ccc(-c2cc3ccccc3c3ccccc23)cc1,CCO[Si](OCC)(OCC)c1ccccc1.Brc1cc2ccccc2c2ccccc12>>c1ccc(-c2cc3ccccc3c3ccccc23)cc1,Application of a dimeric ortho-palladated complex of tribenzylamine as an efficient catalyst in microwave-assisted Hiyama coupling reactions,"Hajipour, Abdol R.; Rafiee, Fatemeh","Applied Organometallic Chemistry (2012), 26(2), 51-55","Application of a dimeric ortho-palladated complex of tribenzylamine as an efficient catalyst in microwave-assisted Hiyama coupling reactions | Hajipour, Abdol R.; Rafiee, Fatemeh | Applied Organometallic Chemistry (2012), 26(2), 51-55","780-69-8, 573-17-1",844-20-2,429-41-4,1313886-64-4,"109-99-9, 68-12-2",,,,,,,2,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""780-69-8"", ""smiles"": ""CCO[Si](OCC)(OCC)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""573-17-1"", ""smiles"": ""Brc1cc2ccccc2c2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""844-20-2"", ""yield_pct"": ""94"", ""smiles"": ""c1ccc(-c2cc3ccccc3c3ccccc23)cc1""}]","[{""index"": 1, ""cas_rn"": ""429-41-4""}]","[{""index"": 1, ""cas_rn"": ""1313886-64-4""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""68-12-2""}]","microwave irradiation (2nd stage), crude intermediate isolated, Hiyama coupling",
31-055-CAS-580170,31-055-CAS-580170,2.rdf,Hiyama coupling,40,,,COc1ccccc1I.CCO[Si](OCC)(OCC)c1ccccc1,COc1ccccc1-c1ccccc1,COc1ccccc1I.CCO[Si](OCC)(OCC)c1ccccc1>>COc1ccccc1-c1ccccc1,Copper-Catalyzed Hiyama Coupling of (Hetero)aryltriethoxysilanes with (Hetero)aryl Iodides,"Gurung, Santosh K.; Thapa, Surendra; Vangala, Adarsh S.; Giri, Ramesh","Organic Letters (2013), 15(20), 5378-5381","Copper-Catalyzed Hiyama Coupling of (Hetero)aryltriethoxysilanes with (Hetero)aryl Iodides | Gurung, Santosh K.; Thapa, Surendra; Vangala, Adarsh S.; Giri, Ramesh | Organic Letters (2013), 15(20), 5378-5381","529-28-2, 780-69-8",86-26-0,13400-13-0,"4358-50-3, 7681-65-4",68-12-2,,,,,,"General/Typical Procedure: 2.3. General procedure A (in the Presence of Ligand PN-1, Table 2) 2-Methoxybiphenyl (c5): The title compound c5 was prepared following the general procedure A from the reaction of phenyltriethoxysilane with o-iodoanisole for 24 h and obtained as a white solid (74 mg, 40% yield) after purification by silica gel column chromatography using 1% diethyl ether in hexanes as an eluting solvent. 1H NMR (300 MHz, CDCl3) δ 3.82 (s, 3H), 7.02 (m, 2H), 7.33 (m, 3H), 7.41 (m, 2H), 7.53 (m, 2H); 13C NMR (75 MHz, CDCl3) δ 55.7, 111.4, 121.0, 127.1, 128.2, 128.7, 129.7, 130.9, 131.0, 138.7, 156.6; HRMS (APCI) Calcd for C13H13O (MH)+ 185.0966, found 185.0970.",1,1,40,,,,,,,"{""1"": 40}","[{""index"": 1, ""cas_rn"": ""529-28-2"", ""smiles"": ""COc1ccccc1I""}, {""index"": 2, ""cas_rn"": ""780-69-8"", ""smiles"": ""CCO[Si](OCC)(OCC)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""86-26-0"", ""yield_pct"": ""40"", ""smiles"": ""COc1ccccc1-c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""13400-13-0""}]","[{""index"": 1, ""cas_rn"": ""4358-50-3""}, {""index"": 2, ""cas_rn"": ""7681-65-4""}]","[{""index"": 1, ""cas_rn"": ""68-12-2""}]","Hiyama coupling, sealed tube used",
31-055-CAS-5836860,31-055-CAS-5836860,2.rdf,Hiyama coupling,71,,,CN(C)c1ccc(Br)cc1.CO[Si](OC)(OC)c1ccc(C)cc1,Cc1ccc(-c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(Br)cc1.CO[Si](OC)(OC)c1ccc(C)cc1>>Cc1ccc(-c2ccc(N(C)C)cc2)cc1,Advantageous Use of tBu2P-N=P(iBuNCH2CH2)3N in the Hiyama Coupling of Aryl Bromides and Chlorides,"Raders, Steven M.; Kingston, Jesudoss V.; Verkade, John G.","Journal of Organic Chemistry (2010), 75(5), 1744-1747","Advantageous Use of tBu2P-N=P(iBuNCH2CH2)3N in the Hiyama Coupling of Aryl Bromides and Chlorides | Raders, Steven M.; Kingston, Jesudoss V.; Verkade, John G. | Journal of Organic Chemistry (2010), 75(5), 1744-1747","586-77-6, 17873-01-7",141082-00-0,429-41-4,"3375-31-3, 936700-36-6",123-91-1,,,,,,"General/Typical Procedure: General Procedure for the Hiyama Coupling of Aryl Bromides and Chlorides. A 10 mL vial was charged with 3 mmol of TBAF• xH2O (794 mg), 0.5 mol % of Pd(OAc)2 (2.24 mg), and 1.0 mol%of ligand 1 (10.03 mg) in a glovebox. The vial was capped and brought outside the glovebox where 4 mmol of arylsiloxane and 2 mmol of aryl halide were added under an argon flow. The reaction vessel was heated to 80 °C for the specified times given in the tables. The mixtures were then purified by column chromatography (0-5% EtOAc). Pure biaryls. entry 10 4-Dimethylamino-4’-methylbiphenyl entry 2 yield (%) 71 b Reaction conditions: 2 mmol of aryl bromide, 4 mmol of siloxane, 3 mmol of TBAF• xH2O. d 1 mol % of Pd(OAc)2, 2 mol%of 1, 5 mL of dioxane.",1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""586-77-6"", ""smiles"": ""CN(C)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""17873-01-7"", ""smiles"": ""CO[Si](OC)(OC)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""141082-00-0"", ""yield_pct"": ""71"", ""smiles"": ""Cc1ccc(-c2ccc(N(C)C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""429-41-4""}]","[{""index"": 1, ""cas_rn"": ""3375-31-3""}, {""index"": 2, ""cas_rn"": ""936700-36-6""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]",Hiyama cross-coupling,
31-055-CAS-5852215,31-055-CAS-5852215,1.rdf,Hiyama coupling,82,,,COc1ccc(Cl)cc1.CCO[Si](OCC)(OCC)c1ccc(C)cc1,COc1ccc(-c2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.CCO[Si](OCC)(OCC)c1ccc(C)cc1>>COc1ccc(-c2ccc(C)cc2)cc1,Efficient ligand-free Hiyama cross-coupling reaction catalyzed by functionalized SBA-15-supported Pd nanoparticles,"Huang, Shao-Hsien; Liu, Chun-Hsia; Yang, Chia-Min","Green Chemistry (2014), 16(5), 2706-2712","Efficient ligand-free Hiyama cross-coupling reaction catalyzed by functionalized SBA-15-supported Pd nanoparticles | Huang, Shao-Hsien; Liu, Chun-Hsia; Yang, Chia-Min | Green Chemistry (2014), 16(5), 2706-2712","623-12-1, 18412-57-2",53040-92-9,"64-19-7, 429-41-4, 7782-44-7",7440-05-3,108-88-3,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""623-12-1"", ""smiles"": ""COc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""18412-57-2"", ""smiles"": ""CCO[Si](OCC)(OCC)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""53040-92-9"", ""yield_pct"": ""82"", ""smiles"": ""COc1ccc(-c2ccc(C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""64-19-7""}, {""index"": 2, ""cas_rn"": ""429-41-4""}, {""index"": 3, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]","green chemistry, green chemistry-catalyst, solid-supported catalyst, Hiyama coupling, aerobic, catalyst prepared and used, recyclable catalyst, Mesoporous SBA-15-supported Pd nanoparticles used as catalyst",
31-055-CAS-585292,31-055-CAS-585292,2.rdf,Hiyama coupling,72,,,N#CCCCCCBr.CO[Si](OC)(OC)c1ccccc1C,Cc1ccccc1CCCCCC#N,N#CCCCCCBr.CO[Si](OC)(OC)c1ccccc1C>>Cc1ccccc1CCCCCC#N,Room-Temperature Hiyama Cross-Couplings of Arylsilanes with Alkyl Bromides and Iodides,"Lee, Jae-Young; Fu, Gregory C.","Journal of the American Chemical Society (2003), 125(19), 5616-5617","Room-Temperature Hiyama Cross-Couplings of Arylsilanes with Alkyl Bromides and Iodides | Lee, Jae-Young; Fu, Gregory C. | Journal of the American Chemical Society (2003), 125(19), 5616-5617","6621-59-6, 158715-24-3",540742-83-4,,"13444-94-5, 32376-17-3, 429-41-4",109-99-9,,,,,,"General/Typical Procedure: Cross-Coupling Procedure with P(t-Bu)2Me. In a glove box, P(t-Bu)2Me (16 mg, 0.10 mmol).was added to a suspension of PdBr2 (10.6 mg, 0.040 mmol) in THF (2.4 mL). This mixture was stirred for 30 minutes, and to this homogeneous orange-yellow solution was added (MeO)3SiPh (224 µL, 1.20 mmol), TBAF (2.4 mL, 2.4 mmol), and the alkyl halide (1.00 mmol). The resulting mixture was stirred vigorously for 14 hours at room temperature. The reaction mixture was then filtered through a short pad of silica gel (washed with ~100 mL of Et2O or EtOAc), concentrated, and purified by column chromatography. Table 3, entry 11. Solvent for chromatography: 5% EtOAc in hexane; pale-yellow oil. 1H NMR (400 MHz, CDCl3): δ 7.21-6.98 (m, 4H), 2.61 (t, J = 7.8 Hz, 2H), 2.34 (t, J = 7.2 Hz, 2H), 2.33 (s, 3H), 1.75-1.62 (m, 4H), 1.54-1.48 (m, 2H). 13C NMR (100 MHz, CDCl3): δ 142.1, 130.1, 129.4, 128.5, 126.8, 125.5, 120.0, 35.7, 30.9, 28.5, 25.5, 21.6, 17.3. IR (neat, cm-1): 3018, 2934, 2859, 2245, 1608, 1463, 784, 700. HRMS (ESI) Calcd for C13H17NNa (M+Na)+: 210.1253. Found: 210.1251.",2,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""6621-59-6"", ""smiles"": ""N#CCCCCCBr""}, {""index"": 2, ""cas_rn"": ""158715-24-3"", ""smiles"": ""CO[Si](OC)(OC)c1ccccc1C""}]","[{""index"": 1, ""cas_rn"": ""540742-83-4"", ""yield_pct"": ""72"", ""smiles"": ""Cc1ccccc1CCCCCC#N""}]",[],"[{""index"": 1, ""cas_rn"": ""13444-94-5""}, {""index"": 2, ""cas_rn"": ""32376-17-3""}, {""index"": 3, ""cas_rn"": ""429-41-4""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-055-CAS-5859203,31-055-CAS-5859203,2.rdf,Hiyama coupling,80,,,CCO[Si](OCC)(OCC)c1ccccc1.O=Cc1ccc(Cl)cc1,O=Cc1ccc(-c2ccccc2)cc1,CCO[Si](OCC)(OCC)c1ccccc1.O=Cc1ccc(Cl)cc1>>O=Cc1ccc(-c2ccccc2)cc1,Hiyama cross-coupling reaction catalyzed by a palladium salt of 1-benzyl-4-aza-1-azoniabicyclo[2.2.2]octane chloride under microwave irradiation,"Hajipour, Abdol R.; Rafiee, Fatemeh; Najafi, Narges","Applied Organometallic Chemistry (2014), 28(4), 217-220","Hiyama cross-coupling reaction catalyzed by a palladium salt of 1-benzyl-4-aza-1-azoniabicyclo[2.2.2]octane chloride under microwave irradiation | Hajipour, Abdol R.; Rafiee, Fatemeh; Najafi, Narges | Applied Organometallic Chemistry (2014), 28(4), 217-220","780-69-8, 104-88-1",3218-36-8,13400-13-0,1415894-05-1,872-50-4,,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""780-69-8"", ""smiles"": ""CCO[Si](OCC)(OCC)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""104-88-1"", ""smiles"": ""O=Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""3218-36-8"", ""yield_pct"": ""80"", ""smiles"": ""O=Cc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""13400-13-0""}]","[{""index"": 1, ""cas_rn"": ""1415894-05-1""}]","[{""index"": 1, ""cas_rn"": ""872-50-4""}]","microwave irradiation (600W) (stage 2), alternative preparation shown, Hiyama coupling",
31-055-CAS-5873794,31-055-CAS-5873794,2.rdf,Hiyama coupling,37,,,CC(=O)c1ccc(I)cc1.C[Si](C)(O[Si](C)(C)c1ccc(Cl)cc1)c1ccc(Cl)cc1,CC(=O)c1ccc(-c2ccc(Cl)cc2)cc1,CC(=O)c1ccc(I)cc1.C[Si](C)(O[Si](C)(C)c1ccc(Cl)cc1)c1ccc(Cl)cc1>>CC(=O)c1ccc(-c2ccc(Cl)cc2)cc1,A robust method for the Hiyama-type coupling of arylsiloxanes and disiloxanes with aryl halides,"Napier, Spencer; Marcuccio, Sebastian M.; Tye, Heather; Whittaker, Mark","Tetrahedron Letters (2008), 49(24), 3939-3942","A robust method for the Hiyama-type coupling of arylsiloxanes and disiloxanes with aryl halides | Napier, Spencer; Marcuccio, Sebastian M.; Tye, Heather; Whittaker, Mark | Tetrahedron Letters (2008), 49(24), 3939-3942","13329-40-3, 17937-54-1",5002-07-3,20667-12-3,"429-41-4, 14221-01-3",109-99-9,,,,,,,1,1,37,,,,,,,"{""1"": 37}","[{""index"": 1, ""cas_rn"": ""13329-40-3"", ""smiles"": ""CC(=O)c1ccc(I)cc1""}, {""index"": 2, ""cas_rn"": ""17937-54-1"", ""smiles"": ""C[Si](C)(O[Si](C)(C)c1ccc(Cl)cc1)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""5002-07-3"", ""yield_pct"": ""37"", ""smiles"": ""CC(=O)c1ccc(-c2ccc(Cl)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""20667-12-3""}]","[{""index"": 1, ""cas_rn"": ""429-41-4""}, {""index"": 2, ""cas_rn"": ""14221-01-3""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","chemoselective, Hiyama coupling",
