reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-174-CAS-14812613,31-174-CAS-14812613,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,83,,,O=Cc1c[nH]c2ccc(Br)cc12,O=Cc1c[nH]c2ccc(Cl)cc12,O=Cc1c[nH]c2ccc(Br)cc12>>O=Cc1c[nH]c2ccc(Cl)cc12,Highly convenient and large scale synthesis of 5-chloroindole and its 3-substituted analogues,"Keetha, Laxminarayana; Palle, Sadanandam; Ramanatham, Vinodkumar; Khagga, Mukkanti; Chinnapillai, Rajendiran","Journal of the Korean Chemical Society (2011), 55(2), 240-242","Highly convenient and large scale synthesis of 5-chloroindole and its 3-substituted analogues | Keetha, Laxminarayana; Palle, Sadanandam; Ramanatham, Vinodkumar; Khagga, Mukkanti; Chinnapillai, Rajendiran | Journal of the Korean Chemical Society (2011), 55(2), 240-242",877-03-2,827-01-0,7758-89-6,,872-50-4,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""877-03-2"", ""smiles"": ""O=Cc1c[nH]c2ccc(Br)cc12""}]","[{""index"": 1, ""cas_rn"": ""827-01-0"", ""yield_pct"": ""83"", ""smiles"": ""O=Cc1c[nH]c2ccc(Cl)cc12""}]","[{""index"": 1, ""cas_rn"": ""7758-89-6""}]",[],"[{""index"": 1, ""cas_rn"": ""872-50-4""}]",industrial scale,
31-174-CAS-14986944,31-174-CAS-14986944,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,84,,,O=[N+]([O-])c1cc(Cl)ccc1Cl,O=[N+]([O-])c1cc(Cl)ccc1F,O=[N+]([O-])c1cc(Cl)ccc1Cl>>O=[N+]([O-])c1cc(Cl)ccc1F,A polymer imidazole salt as phase-transfer catalyst in halex fluorination irradiated by microwave,"Liang, Zheng Yong; Lue, Chun Xu; Luo, Jun; Dong, Li Bin","Journal of Fluorine Chemistry (2007), 128(6), 608-611","A polymer imidazole salt as phase-transfer catalyst in halex fluorination irradiated by microwave | Liang, Zheng Yong; Lue, Chun Xu; Luo, Jun; Dong, Li Bin | Journal of Fluorine Chemistry (2007), 128(6), 608-611",89-61-2,345-18-6,7789-23-3,1020852-77-0,67-68-5,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""89-61-2"", ""smiles"": ""O=[N+]([O-])c1cc(Cl)ccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""345-18-6"", ""yield_pct"": ""84"", ""smiles"": ""O=[N+]([O-])c1cc(Cl)ccc1F""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""1020852-77-0""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}]","microwave irradiation (250W), regioselective, solid-supported catalyst, thermal, phase transfer catalysis, kinetics studied",
31-174-CAS-15171738,31-174-CAS-15171738,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,92,,,Nc1nc(Cl)c2[nH]cnc2n1,Nc1nc(I)c2[nH]cnc2n1,Nc1nc(Cl)c2[nH]cnc2n1>>Nc1nc(I)c2[nH]cnc2n1,Synthesis of some biologically active halogenopurines,"Hu, Yu Lin; Liu, Xiang; Lu, Ming; Ge, Qiang; Liu, Xiao Bin","Journal of the Korean Chemical Society (2010), 54(4), 429-436","Synthesis of some biologically active halogenopurines | Hu, Yu Lin; Liu, Xiang; Lu, Ming; Ge, Qiang; Liu, Xiao Bin | Journal of the Korean Chemical Society (2010), 54(4), 429-436",10310-21-1,19690-23-4,7681-11-0,2751-90-8,126-33-0,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""10310-21-1"", ""smiles"": ""Nc1nc(Cl)c2[nH]cnc2n1""}]","[{""index"": 1, ""cas_rn"": ""19690-23-4"", ""yield_pct"": ""92"", ""smiles"": ""Nc1nc(I)c2[nH]cnc2n1""}]","[{""index"": 1, ""cas_rn"": ""7681-11-0""}]","[{""index"": 1, ""cas_rn"": ""2751-90-8""}]","[{""index"": 1, ""cas_rn"": ""126-33-0""}]","optimization study, optimized on solvent",
31-174-CAS-15318152,31-174-CAS-15318152,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,83,,,N#Cc1ccc(C#Cc2ccc(Br)cc2)cc1,N#Cc1ccc(C#Cc2ccc(I)cc2)cc1,N#Cc1ccc(C#Cc2ccc(Br)cc2)cc1>>N#Cc1ccc(C#Cc2ccc(I)cc2)cc1,Synthesis of molecular chains: application of cross-coupling and bromo by iodo exchange reactions,"Fernandez-Hernandez, Jesus M.; Camara, Veronica; Vicente, Jose","Tetrahedron (2015), 71(34), 5506-5512","Synthesis of molecular chains: application of cross-coupling and bromo by iodo exchange reactions | Fernandez-Hernandez, Jesus M.; Camara, Veronica; Vicente, Jose | Tetrahedron (2015), 71(34), 5506-5512",135529-38-3,901764-94-1,7681-82-5,"7681-65-4, 67579-81-1",123-91-1,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""135529-38-3"", ""smiles"": ""N#Cc1ccc(C#Cc2ccc(Br)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""901764-94-1"", ""yield_pct"": ""83"", ""smiles"": ""N#Cc1ccc(C#Cc2ccc(I)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}]","[{""index"": 1, ""cas_rn"": ""7681-65-4""}, {""index"": 2, ""cas_rn"": ""67579-81-1""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]","thermal, Finkelstein reaction",
31-174-CAS-15357477,31-174-CAS-15357477,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,98,,,Nc1nc(Cl)c2ncn(COCCO)c2n1,Nc1nc(F)c2ncn(COCCO)c2n1,Nc1nc(Cl)c2ncn(COCCO)c2n1>>Nc1nc(F)c2ncn(COCCO)c2n1,Green synthesis of 6-fluoropurine under microwave irradiation,"Xu, Shao-hong; Yao, Peng","Huaxue Shiji (2010), 32(9), 862-864","Green synthesis of 6-fluoropurine under microwave irradiation | Xu, Shao-hong; Yao, Peng | Huaxue Shiji (2010), 32(9), 862-864",81777-49-3,158012-47-6,7789-23-3,121-44-8,174501-65-6,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""81777-49-3"", ""smiles"": ""Nc1nc(Cl)c2ncn(COCCO)c2n1""}]","[{""index"": 1, ""cas_rn"": ""158012-47-6"", ""yield_pct"": ""98"", ""smiles"": ""Nc1nc(F)c2ncn(COCCO)c2n1""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}]","[{""index"": 1, ""cas_rn"": ""174501-65-6""}]","microwave irradiation, optimization study, optimized on solvent, time, temperature, stoichiometry",
31-174-CAS-15457454,31-174-CAS-15457454,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,100,,,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1>>O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,Efficient phosphorus catalysts for the halogen-exchange (Halex) reaction,"Lacour, Marie-Agnes; Zablocka, Maria; Duhayon, Carine; Majoral, Jean-Pierre; Taillefer, Marc","Advanced Synthesis & Catalysis (2008), 350(17), 2677-2682","Efficient phosphorus catalysts for the halogen-exchange (Halex) reaction | Lacour, Marie-Agnes; Zablocka, Maria; Duhayon, Carine; Majoral, Jean-Pierre; Taillefer, Marc | Advanced Synthesis & Catalysis (2008), 350(17), 2677-2682",97-00-7,70-34-8,7789-23-3,21050-13-5,67-68-5,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""97-00-7"", ""smiles"": ""O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""70-34-8"", ""yield_pct"": ""100"", ""smiles"": ""O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""7789-23-3""}]","[{""index"": 1, ""cas_rn"": ""21050-13-5""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}]","Schlenk tube used, optimization study, optimized on reaction temperature, phase-transfer catalysis",
31-174-CAS-1584626,31-174-CAS-1584626,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,74,,,O=S(=O)(Cl)c1ccc(Cl)cc1Cl,O=S(=O)(F)c1ccc(F)cc1F,O=S(=O)(Cl)c1ccc(Cl)cc1Cl>>O=S(=O)(F)c1ccc(F)cc1F,Sulfonyl chloride as a disposable electron withdrawing substituent in Halex fluorinations,"Kageyama, Hiroyuki; Suzuki, Hiroshi; Kimura, Yoshikazu","Journal of Fluorine Chemistry (2000), 101(1), 85-89","Sulfonyl chloride as a disposable electron withdrawing substituent in Halex fluorinations | Kageyama, Hiroyuki; Suzuki, Hiroshi; Kimura, Yoshikazu | Journal of Fluorine Chemistry (2000), 101(1), 85-89",16271-33-3,3782-65-8,"2751-90-8, 7789-23-3",,"108-88-3, 126-33-0",,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""16271-33-3"", ""smiles"": ""O=S(=O)(Cl)c1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""3782-65-8"", ""yield_pct"": ""74"", ""smiles"": ""O=S(=O)(F)c1ccc(F)cc1F""}]","[{""index"": 1, ""cas_rn"": ""2751-90-8""}, {""index"": 2, ""cas_rn"": ""7789-23-3""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""126-33-0""}]",reagents dehydrated by azeotropic distn. before addn. of reactant,
31-174-CAS-16538737,31-174-CAS-16538737,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,100,,,Fc1nc(F)c(F)c(F)c1F,Fc1nc(F)c(F)c(Cl)c1F,Fc1nc(F)c(F)c(F)c1F>>Fc1nc(F)c(F)c(Cl)c1F,Computational and Experimental Studies of Regioselective SNAr Halide Exchange (Halex) Reactions of Pentachloropyridine,"Froese, Robert D. J.; Whiteker, Gregory T.; Peterson, Thomas H.; Arriola, Daniel J.; Renga, James M.; Shearer, Justin W.","Journal of Organic Chemistry (2016), 81(22), 10672-10682","Computational and Experimental Studies of Regioselective SNAr Halide Exchange (Halex) Reactions of Pentachloropyridine | Froese, Robert D. J.; Whiteker, Gregory T.; Peterson, Thomas H.; Arriola, Daniel J.; Renga, James M.; Shearer, Justin W. | Journal of Organic Chemistry (2016), 81(22), 10672-10682",700-16-3,52026-98-9,7447-41-8,,67-68-5,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""700-16-3"", ""smiles"": ""Fc1nc(F)c(F)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""52026-98-9"", ""yield_pct"": ""100"", ""smiles"": ""Fc1nc(F)c(F)c(Cl)c1F""}]","[{""index"": 1, ""cas_rn"": ""7447-41-8""}]",[],"[{""index"": 1, ""cas_rn"": ""67-68-5""}]",,
31-174-CAS-1668417,31-174-CAS-1668417,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,95,,,Nc1ccc(Br)cn1,Nc1ccc(I)cn1,Nc1ccc(Br)cn1>>Nc1ccc(I)cn1,Copper-Catalyzed Halogen Exchange in Aryl Halides: An Aromatic Finkelstein Reaction,"Klapars, Artis; Buchwald, Stephen L.","Journal of the American Chemical Society (2002), 124(50), 14844-14845","Copper-Catalyzed Halogen Exchange in Aryl Halides: An Aromatic Finkelstein Reaction | Klapars, Artis; Buchwald, Stephen L. | Journal of the American Chemical Society (2002), 124(50), 14844-14845",1072-97-5,20511-12-0,7681-82-5,"7681-65-4, 67579-81-1",123-91-1,,,,,,"General/Typical Procedure: General Procedure. A Schlenk tube was charged with CuI (9.6 mg, 0.050 mmol, 5.0 mol%), aryl bromide (if it is a solid at room temperature; 1.00 mmol), NaI (300 mg, 2.00 mmol), briefly evacuated and backfilled with argon. Racemic trans-N,N'-dimethyl-1,2-cyclohexanediamine (16 μL, 0.10 mmol, 10 mol%), aryl bromide (if it is a liquid at room temperature; 1.00 mmol), and dioxane (1.0 mL) were added under argon. The Schlenk tube was sealed with a Teflon valve and the reaction mixture was stirred at 110 °C for 22-24 h. The resulting suspension was allowed to reach room temperature, diluted with 30% aq ammonia (5 mL), poured into water (20 mL), and extracted with dichloromethane (3×15 mL). The combined organic phases were dried (MgSO4 or Na2SO4), concentrated, and the residue was purified by flash chromatography on silica gel to provide the desired product. 2-Amino-5-iodopyridine (4j). Following the general procedure, 2-amino-5-bromopyridine (173 mg, 1.00 mmol) was converted into 2-amino-5-iodopyridine. Purification of the crude product by column chromatography on silica gel (hexane-ethyl acetate 2:3) provided the desired product as a pale tan solid (209 mg, 95% yield). Mp: 128-129 °C (lit. 126-128 °C).11 The 1H spectrum matched the one reported by Trapani, et al.12 13C NMR (100 MHz, CDCl3): δ 157.2, 153.8, 145.3, 110.8, 77.9.",1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""1072-97-5"", ""smiles"": ""Nc1ccc(Br)cn1""}]","[{""index"": 1, ""cas_rn"": ""20511-12-0"", ""yield_pct"": ""95"", ""smiles"": ""Nc1ccc(I)cn1""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}]","[{""index"": 1, ""cas_rn"": ""7681-65-4""}, {""index"": 2, ""cas_rn"": ""67579-81-1""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]",,
31-174-CAS-1689408,31-174-CAS-1689408,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,79,,42.0,Fc1nc2c(F)c(F)c(F)c(F)c2nc1F,Fc1c(F)c(F)c2nc(Br)c(Br)nc2c1F,Fc1nc2c(F)c(F)c(F)c(F)c2nc1F>>Fc1c(F)c(F)c2nc(Br)c(Br)nc2c1F,Polyhalogenated heterocyclic compounds. Part 42. Fluorinated nitrogen heterocycles with unusual substitution patterns,"Chambers, Richard D.; Hall, Christopher W.; Hutchinson, John; Millar, Ross W.","Journal of the Chemical Society, Perkin Transactions 1: Organic and Bio-Organic Chemistry (1998), (10), 1705-1713","Polyhalogenated heterocyclic compounds. Part 42. Fluorinated nitrogen heterocycles with unusual substitution patterns | Chambers, Richard D.; Hall, Christopher W.; Hutchinson, John; Millar, Ross W. | Journal of the Chemical Society, Perkin Transactions 1: Organic and Bio-Organic Chemistry (1998), (10), 1705-1713",21271-15-8,210169-06-5,10035-10-6,,75-05-8,,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""21271-15-8"", ""smiles"": ""Fc1nc2c(F)c(F)c(F)c(F)c2nc1F""}]","[{""index"": 1, ""cas_rn"": ""210169-06-5"", ""yield_pct"": ""79"", ""smiles"": ""Fc1c(F)c(F)c2nc(Br)c(Br)nc2c1F""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]","42 H, 75.deg.",
31-174-CAS-17136034,31-174-CAS-17136034,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,72,,,O=Cc1cccn1Cc1cccnc1Br,O=Cc1cccn1Cc1cccnc1I,O=Cc1cccn1Cc1cccnc1Br>>O=Cc1cccn1Cc1cccnc1I,Intramolecular Addition of Heteroaryllithium Compounds onto Activated Alkenes: Access to Heterofused Indolizines and Pyrroloazepines,"Azcargorta, Ane Rebolledo; Coya, Estibaliz; Panaite, Ana Maria; Sotomayor, Nuria; Lete, Esther","European Journal of Organic Chemistry (2017), 2017(17), 2462-2468","Intramolecular Addition of Heteroaryllithium Compounds onto Activated Alkenes: Access to Heterofused Indolizines and Pyrroloazepines | Azcargorta, Ane Rebolledo; Coya, Estibaliz; Panaite, Ana Maria; Sotomayor, Nuria; Lete, Esther | European Journal of Organic Chemistry (2017), 2017(17), 2462-2468",2097739-86-9,2097739-87-0,7681-82-5,"110-70-3, 7681-65-4",123-91-1,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""2097739-86-9"", ""smiles"": ""O=Cc1cccn1Cc1cccnc1Br""}]","[{""index"": 1, ""cas_rn"": ""2097739-87-0"", ""yield_pct"": ""72"", ""smiles"": ""O=Cc1cccn1Cc1cccnc1I""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}]","[{""index"": 1, ""cas_rn"": ""110-70-3""}, {""index"": 2, ""cas_rn"": ""7681-65-4""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]",,
31-174-CAS-17136050,31-174-CAS-17136050,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,80,,,O=Cc1cccn1Cc1cc2ccccc2nc1Br,O=Cc1cccn1Cc1cc2ccccc2nc1I,O=Cc1cccn1Cc1cc2ccccc2nc1Br>>O=Cc1cccn1Cc1cc2ccccc2nc1I,Intramolecular Addition of Heteroaryllithium Compounds onto Activated Alkenes: Access to Heterofused Indolizines and Pyrroloazepines,"Azcargorta, Ane Rebolledo; Coya, Estibaliz; Panaite, Ana Maria; Sotomayor, Nuria; Lete, Esther","European Journal of Organic Chemistry (2017), 2017(17), 2462-2468","Intramolecular Addition of Heteroaryllithium Compounds onto Activated Alkenes: Access to Heterofused Indolizines and Pyrroloazepines | Azcargorta, Ane Rebolledo; Coya, Estibaliz; Panaite, Ana Maria; Sotomayor, Nuria; Lete, Esther | European Journal of Organic Chemistry (2017), 2017(17), 2462-2468",2097739-96-1,2097739-97-2,7681-82-5,"110-70-3, 7681-65-4",123-91-1,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""2097739-96-1"", ""smiles"": ""O=Cc1cccn1Cc1cc2ccccc2nc1Br""}]","[{""index"": 1, ""cas_rn"": ""2097739-97-2"", ""yield_pct"": ""80"", ""smiles"": ""O=Cc1cccn1Cc1cc2ccccc2nc1I""}]","[{""index"": 1, ""cas_rn"": ""7681-82-5""}]","[{""index"": 1, ""cas_rn"": ""110-70-3""}, {""index"": 2, ""cas_rn"": ""7681-65-4""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}]",,
31-174-CAS-17599097,31-174-CAS-17599097,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,72,,,Fc1nc(F)c(Cl)c(F)c1F,Fc1nc(F)c(Cl)c(Cl)c1F,Fc1nc(F)c(Cl)c(F)c1F>>Fc1nc(F)c(Cl)c(Cl)c1F,SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes,"Senaweera, Sameera; Weaver, Jimmie D.","Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548","SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes | Senaweera, Sameera; Weaver, Jimmie D. | Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548",1735-84-8,52026-99-0,75-77-4,23616-79-7,109-99-9,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""1735-84-8"", ""smiles"": ""Fc1nc(F)c(Cl)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""52026-99-0"", ""yield_pct"": ""72"", ""smiles"": ""Fc1nc(F)c(Cl)c(Cl)c1F""}]","[{""index"": 1, ""cas_rn"": ""75-77-4""}]","[{""index"": 1, ""cas_rn"": ""23616-79-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","regioselective, sealed vial used",
31-174-CAS-17599107,31-174-CAS-17599107,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,80,,,O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F,O=[N+]([O-])c1c(F)c(F)c(Cl)c(F)c1F,O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F>>O=[N+]([O-])c1c(F)c(F)c(Cl)c(F)c1F,SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes,"Senaweera, Sameera; Weaver, Jimmie D.","Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548","SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes | Senaweera, Sameera; Weaver, Jimmie D. | Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548",880-78-4,60903-85-7,75-77-4,23616-79-7,109-99-9,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""880-78-4"", ""smiles"": ""O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""60903-85-7"", ""yield_pct"": ""80"", ""smiles"": ""O=[N+]([O-])c1c(F)c(F)c(Cl)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""75-77-4""}]","[{""index"": 1, ""cas_rn"": ""23616-79-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","regioselective, sealed vial used",
31-174-CAS-17599112,31-174-CAS-17599112,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,72,,,N#Cc1c(F)c(F)c(F)c(F)c1F,N#Cc1c(F)c(F)c(Cl)c(F)c1F.N#Cc1c(F)c(F)c(Cl)c(F)c1Cl,N#Cc1c(F)c(F)c(F)c(F)c1F>>N#Cc1c(F)c(F)c(Cl)c(F)c1F.N#Cc1c(F)c(F)c(Cl)c(F)c1Cl,SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes,"Senaweera, Sameera; Weaver, Jimmie D.","Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548","SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes | Senaweera, Sameera; Weaver, Jimmie D. | Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548",773-82-0,"31469-84-8, 126933-05-9",75-77-4,23616-79-7,109-99-9,,,,,,,1,1,72,11,,,,,,"{""1"": 72, ""2"": 11}","[{""index"": 1, ""cas_rn"": ""773-82-0"", ""smiles"": ""N#Cc1c(F)c(F)c(F)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""31469-84-8"", ""yield_pct"": ""72"", ""smiles"": ""N#Cc1c(F)c(F)c(Cl)c(F)c1F""}, {""index"": 2, ""cas_rn"": ""126933-05-9"", ""yield_pct"": ""11"", ""smiles"": ""N#Cc1c(F)c(F)c(Cl)c(F)c1Cl""}]","[{""index"": 1, ""cas_rn"": ""75-77-4""}]","[{""index"": 1, ""cas_rn"": ""23616-79-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","regioselective, sealed vial used",
31-174-CAS-17599113,31-174-CAS-17599113,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,71,,,O=Cc1c(F)c(F)c(F)c(F)c1F,O=Cc1c(F)c(F)c(Cl)c(F)c1F,O=Cc1c(F)c(F)c(F)c(F)c1F>>O=Cc1c(F)c(F)c(Cl)c(F)c1F,SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes,"Senaweera, Sameera; Weaver, Jimmie D.","Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548","SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes | Senaweera, Sameera; Weaver, Jimmie D. | Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548",653-37-2,1204752-19-1,75-77-4,23616-79-7,109-99-9,,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""653-37-2"", ""smiles"": ""O=Cc1c(F)c(F)c(F)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""1204752-19-1"", ""yield_pct"": ""71"", ""smiles"": ""O=Cc1c(F)c(F)c(Cl)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""75-77-4""}]","[{""index"": 1, ""cas_rn"": ""23616-79-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","regioselective, sealed vial used",
31-174-CAS-17599116,31-174-CAS-17599116,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,90,,,Fc1c(F)c(F)c(-c2nc3ccccc3o2)c(F)c1F,Fc1c(F)c(-c2nc3ccccc3o2)c(F)c(F)c1Cl,Fc1c(F)c(F)c(-c2nc3ccccc3o2)c(F)c1F>>Fc1c(F)c(-c2nc3ccccc3o2)c(F)c(F)c1Cl,SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes,"Senaweera, Sameera; Weaver, Jimmie D.","Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548","SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes | Senaweera, Sameera; Weaver, Jimmie D. | Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548",160413-75-2,2104653-43-0,75-77-4,23616-79-7,109-99-9,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""160413-75-2"", ""smiles"": ""Fc1c(F)c(F)c(-c2nc3ccccc3o2)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""2104653-43-0"", ""yield_pct"": ""90"", ""smiles"": ""Fc1c(F)c(-c2nc3ccccc3o2)c(F)c(F)c1Cl""}]","[{""index"": 1, ""cas_rn"": ""75-77-4""}]","[{""index"": 1, ""cas_rn"": ""23616-79-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","regioselective, sealed vial used",
31-174-CAS-17599118,31-174-CAS-17599118,Reaction_20251110_1621.rdf,Aromatic Halogen Exchange,85,,,Fc1c(F)c(F)c(-c2nc3ccccc3s2)c(F)c1F,Fc1c(F)c(-c2nc3ccccc3s2)c(F)c(F)c1Cl,Fc1c(F)c(F)c(-c2nc3ccccc3s2)c(F)c1F>>Fc1c(F)c(-c2nc3ccccc3s2)c(F)c(F)c1Cl,SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes,"Senaweera, Sameera; Weaver, Jimmie D.","Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548","SNAr catalysis enhanced by an aromatic donor-acceptor interaction; facile access to chlorinated polyfluoroarenes | Senaweera, Sameera; Weaver, Jimmie D. | Chemical Communications (Cambridge, United Kingdom) (2017), 53(54), 7545-7548",69200-85-7,2104653-44-1,75-77-4,23616-79-7,109-99-9,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""69200-85-7"", ""smiles"": ""Fc1c(F)c(F)c(-c2nc3ccccc3s2)c(F)c1F""}]","[{""index"": 1, ""cas_rn"": ""2104653-44-1"", ""yield_pct"": ""85"", ""smiles"": ""Fc1c(F)c(-c2nc3ccccc3s2)c(F)c(F)c1Cl""}]","[{""index"": 1, ""cas_rn"": ""75-77-4""}]","[{""index"": 1, ""cas_rn"": ""23616-79-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","regioselective, sealed vial used",
