reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-20035200,31-006-CAS-20035200,4.rdf,Kumada coupling,70,,,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F,CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F>>CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,: Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases,"Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex","World Intellectual Property Organization, WO2019025562 A1 2019-02-07",": Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases | Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex | World Intellectual Property Organization, WO2019025562 A1 2019-02-07","97674-02-7, 875664-46-3",1260895-98-4,7647-01-0,14221-01-3,"123-91-1, 7732-18-5",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""97674-02-7"", ""smiles"": ""C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC""}, {""index"": 2, ""cas_rn"": ""875664-46-3"", ""smiles"": ""Nc1c(F)cc(Br)cc1C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""1260895-98-4"", ""yield_pct"": ""70"", ""smiles"": ""CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""14221-01-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Stille coupling (stage 1),
31-176-CAS-13395103,31-176-CAS-13395103,3.rdf,Kumada coupling,74,,,Clc1ccnc(Br)c1.C[Si](C)(C)[CH-](->[Mg+2]([Cl-])[Br-])[Si](C)(C)C.[Li+],C[Si](C)(C)C(c1cc(Cl)ccn1)[Si](C)(C)C,Clc1ccnc(Br)c1.C[Si](C)(C)[CH-](->[Mg+2]([Cl-])[Br-])[Si](C)(C)C.[Li+]>>C[Si](C)(C)C(c1cc(Cl)ccn1)[Si](C)(C)C,Preparation and Regioselective Magnesiation or Lithiation of Bis(trimethylsilyl)methyl-Substituted Heteroaryls for the Generation of Highly Functionalized Heterocycles,"Klatt, Thomas; Werner, Veronika; Maximova, Marina G.; Didier, Dorian; Apeloig, Yitzhak; Knochel, Paul","Chemistry - A European Journal (2015), 21(21), 7830-7834","Preparation and Regioselective Magnesiation or Lithiation of Bis(trimethylsilyl)methyl-Substituted Heteroaryls for the Generation of Highly Functionalized Heterocycles | Klatt, Thomas; Werner, Veronika; Maximova, Marina G.; Didier, Dorian; Apeloig, Yitzhak; Knochel, Paul | Chemistry - A European Journal (2015), 21(21), 7830-7834","22918-01-0, 1502808-99-2",1803420-79-2,12125-02-9,13965-03-2,"108-88-3, 109-99-9, 7732-18-5",,,,,,,2,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""22918-01-0"", ""smiles"": ""Clc1ccnc(Br)c1""}, {""index"": 2, ""cas_rn"": ""1502808-99-2"", ""smiles"": ""C[Si](C)(C)[CH-](->[Mg+2]([Cl-])[Br-])[Si](C)(C)C.[Li+]""}]","[{""index"": 1, ""cas_rn"": ""1803420-79-2"", ""yield_pct"": ""74"", ""smiles"": ""C[Si](C)(C)C(c1cc(Cl)ccn1)[Si](C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""13965-03-2""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","Schlenk flask used, Kumada-Corriu cross coupling",reactant_smiles_validation_failed
31-176-CAS-13396945,31-176-CAS-13396945,2.rdf,Kumada coupling,86,,,COc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2ccc(C)cc2)cc1,Cross-Coupling of ArX with ArMgBr Catalyzed by N-Heterocyclic Carbene-Based Nickel Complexes,"Guo, Wang-Jun; Wang, Zhong-Xia","Journal of Organic Chemistry (2013), 78(3), 1054-1061","Cross-Coupling of ArX with ArMgBr Catalyzed by N-Heterocyclic Carbene-Based Nickel Complexes | Guo, Wang-Jun; Wang, Zhong-Xia | Journal of Organic Chemistry (2013), 78(3), 1054-1061","623-12-1, 4294-57-9",53040-92-9,7732-18-5,1418217-40-9,109-99-9,,,,,,"General/Typical Procedure: General Procedures for the Cross-Coupling Reactions. A Schlenk tube was charged with nickel complex (the amount needed), aryl halide (0.5 mmol) and THF (1.5 mL). To the solution was added dropwise a solution of ArMgBr (1.5 mL, 0.5 M in THF, 0.75 mmol) at 25 °C and the resulting solution stirred for 24 h. The reaction was quenched with water and the mixture was extracted with diethyl ether (3 × 5 mL). The combined organic phases were dried over Na2SO4, concentrated by rotary evaporation and purified by column chromatography on silica gel (eluent: a mixture of petroleum ether and ethyl acetate). Spectral Data of the Cross-Coupling Products. 4-(N,N-Dimethylamino)-2′,5′-dimethylbiphenyl.26 Table 1. Evaluation of Catalytic Activity of Complexes 3a−ga Entry 9 4-Methoxy-4′-methylbiphenyl.35 Yield 86%. 1H NMR: δ 2.38 (s, 3H), 3.86 (s, 3H), 6.96 (d, J = 8.7 Hz, 2H), 7.22 (D, J = 7.8 Hz, 2H), 7.44 (d, J = 8.1 Hz, 2H), 7.50 (d, J = 8.7 Hz, 2H). 13C NMR: δ 21.1, 55.4, 114.3, 126.7, 128.0, 129.6, 133.8, 136.4, 138.1, 159.1.",2,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""623-12-1"", ""smiles"": ""COc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""53040-92-9"", ""yield_pct"": ""86"", ""smiles"": ""COc1ccc(-c2ccc(C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1418217-40-9""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Kumada reaction, dropwise addition of ArMgBr/THF (stage 1)",
31-176-CAS-13462489,31-176-CAS-13462489,4.rdf,Kumada coupling,47,,,C[Si](C)(C)[CH-](->[Mg+2]([Cl-])[Br-])[Si](C)(C)C.[Li+].CCOC(=O)c1ccc(-c2c(Br)cccc2C(=O)OC(C)(C)C)cc1,CCOC(=O)c1ccc(-c2c(C(=O)OC(C)(C)C)cccc2C([Si](C)(C)C)[Si](C)(C)C)cc1,C[Si](C)(C)[CH-](->[Mg+2]([Cl-])[Br-])[Si](C)(C)C.[Li+].CCOC(=O)c1ccc(-c2c(Br)cccc2C(=O)OC(C)(C)C)cc1>>CCOC(=O)c1ccc(-c2c(C(=O)OC(C)(C)C)cccc2C([Si](C)(C)C)[Si](C)(C)C)cc1,Preparation and regioselective metalation of bis(trimethylsilyl)methyl-substituted aryl derivatives,"Werner, Veronika; Klatt, Thomas; Fujii, Masaya; Markiewicz, Jenifer; Apeloig, Yitzhak; Knochel, Paul","Chemistry - A European Journal (2014), 20(27), 8338-8342","Preparation and regioselective metalation of bis(trimethylsilyl)methyl-substituted aryl derivatives | Werner, Veronika; Klatt, Thomas; Fujii, Masaya; Markiewicz, Jenifer; Apeloig, Yitzhak; Knochel, Paul | Chemistry - A European Journal (2014), 20(27), 8338-8342","1502808-99-2, 1644191-47-8",1644191-50-3,12125-02-9,"3375-31-3, 657408-07-6","109-99-9, 7732-18-5",,,,,,,2,1,47,,,,,,,"{""1"": 47}","[{""index"": 1, ""cas_rn"": ""1502808-99-2"", ""smiles"": ""C[Si](C)(C)[CH-](->[Mg+2]([Cl-])[Br-])[Si](C)(C)C.[Li+]""}, {""index"": 2, ""cas_rn"": ""1644191-47-8"", ""smiles"": ""CCOC(=O)c1ccc(-c2c(Br)cccc2C(=O)OC(C)(C)C)cc1""}]","[{""index"": 1, ""cas_rn"": ""1644191-50-3"", ""yield_pct"": ""47"", ""smiles"": ""CCOC(=O)c1ccc(-c2c(C(=O)OC(C)(C)C)cccc2C([Si](C)(C)C)[Si](C)(C)C)cc1""}]","[{""index"": 1, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""3375-31-3""}, {""index"": 2, ""cas_rn"": ""657408-07-6""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Kumada-Corriu cross-coupling,reactant_smiles_validation_failed
31-176-CAS-13472649,31-176-CAS-13472649,4.rdf,Kumada coupling,55,,,Cc1ccc(Br)c(C)c1.C[C](C)(C)[Mg][Cl],Cc1ccc(C(C)(C)C)c(C)c1,Cc1ccc(Br)c(C)c1.C[C](C)(C)[Mg][Cl]>>Cc1ccc(C(C)(C)C)c(C)c1,Nickel-Catalyzed Kumada Cross-Coupling Reactions of Tertiary Alkylmagnesium Halides and Aryl Bromides/Triflates,"Joshi-Pangu, Amruta; Wang, Chao-Yuan; Biscoe, Mark R.","Journal of the American Chemical Society (2011), 133(22), 8478-8481","Nickel-Catalyzed Kumada Cross-Coupling Reactions of Tertiary Alkylmagnesium Halides and Aryl Bromides/Triflates | Joshi-Pangu, Amruta; Wang, Chao-Yuan; Biscoe, Mark R. | Journal of the American Chemical Society (2011), 133(22), 8478-8481","583-70-0, 677-22-5",14411-55-3,7732-18-5,"286014-38-8, 1309385-86-1",109-99-9,,,,,,"General/Typical Procedure: General procedure for the cross-coupling of aryl/vinyl halide/triflates and tertiary alkylmagnesium halides: Because we are interested in developing methods of high operational simplicity as well as generality, we performed each of the reactions on the benchtop, using readily available disposable vials with screw-top septa. NiCl2•(H2O)1.54 (16 mg, 0.1 mmol) and NHC ligand 18 (32 mg, 0.1 mmol) were weighed out on the benchtop in an oven-dried 10 mL screw top test tube with stir bar. The aryl bromide/triflate (1 mmol) was then added to the vial. The vial was sealed using a screw cap lined with a teflon septum. The reaction vial was evacuated and backfilled three times with argon using a needle attached to a vacuum manifold, and cooled to –10 ºC in a NaCl/ice slurry prior to the addition of the alkylmagnesium reagent. If the aryl bromide/triflate were a liquid, it was added via microsyringe after having backfilled the vial with argon. The tertiary alkylmagnesium halide (2.0 mmol) was then added via syringe under a positive pressure of argon. The vial was sealed with electrical tape and the reaction mixture was stirred for 90 minutes on the benchtop at –10 ºC with no additional argon pressure. The reaction mixture was quenched through the addition of ice chips, then poured into a separatory funnel containing saturated aqueous NH4Cl (ca. 10 mL) and extracted with EtOAc (3 x 20 mL). The combined organic layers were washed with brine and dried over Na2SO4. The crude product was purified by column chromatography. Extent of isomerization can be easily determined via 1H NMR spectroscopy by comparison of the intergral of the singlet from the t-butyl group (1.3-1.4 ppm, 9H) to the integral of the doublet from the benzylic protons of the i-butyl group (2.4-2.5 ppm, 2H). The doublet from the methyls of the ibutyl group could additionally be used (ca. 0.8 ppm, 6H). 1-(tert-butyl)-2,4-dimethylbenzene (Table 2, Row 6, Column 2). The general procedure was employed. A colorless liquid (89 mg, 55%) was isolated by column chromatography (98:2 Hex:Ether). 1H NMR (500 MHz, CDCl3) δ: 7.28 (d, J = 7.7 Hz, 1H), 6.96 (m, 2H), 2.53 (s, 3H), 2.29 (s, 3H), 1.41 (s, 9H) ppm. 13C NMR (125 MHz, CDCl3) δ: 145.2, 136.3, 135.4, 133.8, 126.5, 126.2, 42.4, 35.7, 31.2 ppm.",2,1,55,,,,,,,"{""1"": 55}","[{""index"": 1, ""cas_rn"": ""583-70-0"", ""smiles"": ""Cc1ccc(Br)c(C)c1""}, {""index"": 2, ""cas_rn"": ""677-22-5"", ""smiles"": ""C[C](C)(C)[Mg][Cl]""}]","[{""index"": 1, ""cas_rn"": ""14411-55-3"", ""yield_pct"": ""55"", ""smiles"": ""Cc1ccc(C(C)(C)C)c(C)c1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""286014-38-8""}, {""index"": 2, ""cas_rn"": ""1309385-86-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Kumada cross-coupling, other product also detected (isomerization)",
31-176-CAS-13481949,31-176-CAS-13481949,2.rdf,Kumada coupling,89,,,COc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccc(C)cc2)cc1,COc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2ccc(C)cc2)cc1,[CNN]-pincer nickel(II) complexes of N-heterocyclic carbene (NHC): synthesis and catalysis of the Kumada reaction of unactivated C-Cl bonds,"Sun, Yunqiang; Li, Xiaoyan; Sun, Hongjian","Dalton Transactions (2014), 43(25), 9410-9413","[CNN]-pincer nickel(II) complexes of N-heterocyclic carbene (NHC): synthesis and catalysis of the Kumada reaction of unactivated C-Cl bonds | Sun, Yunqiang; Li, Xiaoyan; Sun, Hongjian | Dalton Transactions (2014), 43(25), 9410-9413","623-12-1, 4294-57-9",53040-92-9,7732-18-5,1613546-97-6,109-99-9,,,,,,,2,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""623-12-1"", ""smiles"": ""COc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""53040-92-9"", ""yield_pct"": ""89"", ""smiles"": ""COc1ccc(-c2ccc(C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1613546-97-6""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Schlenk tube used, catalyst prepared and used, Kumada cross-coupling, alternative preparation shown",
31-176-CAS-13484360,31-176-CAS-13484360,5.rdf,Kumada coupling,78,,,[Br][Mg][c]1ccccc1.COc1c(Cl)cccc1Cl,COc1c(-c2ccccc2)cccc1-c1ccccc1.COc1c(Cl)cccc1-c1ccccc1,[Br][Mg][c]1ccccc1.COc1c(Cl)cccc1Cl>>COc1c(-c2ccccc2)cccc1-c1ccccc1.COc1c(Cl)cccc1-c1ccccc1,Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex,"Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor","Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","Selective and general exhaustive cross-coupling of di-chloroarenes with a deficit of nucleophiles mediated by a Pd-NHC complex | Groombridge, Benjamin J.; Goldup, Stephen M.; Larrosa, Igor | Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","100-58-3, 1984-65-2","20104-40-9, 23885-98-5",,1158652-41-5,109-99-9,,,,,,,1,1,78,7,,,,,,"{""1"": 78, ""2"": 7}","[{""index"": 1, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""1984-65-2"", ""smiles"": ""COc1c(Cl)cccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""20104-40-9"", ""yield_pct"": ""78"", ""smiles"": ""COc1c(-c2ccccc2)cccc1-c1ccccc1""}, {""index"": 2, ""cas_rn"": ""23885-98-5"", ""yield_pct"": ""7"", ""smiles"": ""COc1c(Cl)cccc1-c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1158652-41-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","microwave irradiation, Kumada coupling, sealed vial used",
31-176-CAS-13509200,31-176-CAS-13509200,2.rdf,Kumada coupling,85,,,N#Cc1ccccc1Cl.Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccccc2C#N)cc1,N#Cc1ccccc1Cl.Cc1cc[c]([Mg][Br])cc1>>Cc1ccc(-c2ccccc2C#N)cc1,"Trinuclear copper(I) complex of 1,3-bis(2-pyridinylmethyl)imidazolylidene as a carbene-transfer reagent for the preparation of catalytically active nickel(II) and palladium(II) complexes","Chen, Chao; Qiu, Huayu; Chen, Wanzhi","Journal of Organometallic Chemistry (2012), 696(26), 4166-4172","Trinuclear copper(I) complex of 1,3-bis(2-pyridinylmethyl)imidazolylidene as a carbene-transfer reagent for the preparation of catalytically active nickel(II) and palladium(II) complexes | Chen, Chao; Qiu, Huayu; Chen, Wanzhi | Journal of Organometallic Chemistry (2012), 696(26), 4166-4172","873-32-5, 4294-57-9",114772-53-1,,1350718-25-0,109-99-9,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""873-32-5"", ""smiles"": ""N#Cc1ccccc1Cl""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""114772-53-1"", ""yield_pct"": ""85"", ""smiles"": ""Cc1ccc(-c2ccccc2C#N)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1350718-25-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",Kumada-Corriu coupling,
31-176-CAS-1353851,31-176-CAS-1353851,2.rdf,Kumada coupling,88,,,Ic1cccc(I)c1.C#[C][Mg][Br].COc1ccc(I)cc1,COc1ccc(C#Cc2cccc(C#Cc3ccc(OC)cc3)c2)cc1,Ic1cccc(I)c1.C#[C][Mg][Br].COc1ccc(I)cc1>>COc1ccc(C#Cc2cccc(C#Cc3ccc(OC)cc3)c2)cc1,Rapid access to unsymmetrical tolanes and alkynones by sequentially palladium-catalyzed one-pot processes,"Goetzinger, Alissa C.; Mueller, Thomas. J. J.","Organic & Biomolecular Chemistry (2016), 14(14), 3498-3500","Rapid access to unsymmetrical tolanes and alkynones by sequentially palladium-catalyzed one-pot processes | Goetzinger, Alissa C.; Mueller, Thomas. J. J. | Organic & Biomolecular Chemistry (2016), 14(14), 3498-3500","626-00-6, 4301-14-8, 696-62-8",1892516-33-4,"554-68-7, 121-44-8","13965-03-2, 7681-65-4",109-99-9,,,,,,,3,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""626-00-6"", ""smiles"": ""Ic1cccc(I)c1""}, {""index"": 2, ""cas_rn"": ""4301-14-8"", ""smiles"": ""C#[C][Mg][Br]""}, {""index"": 3, ""cas_rn"": ""696-62-8"", ""smiles"": ""COc1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""1892516-33-4"", ""yield_pct"": ""88"", ""smiles"": ""COc1ccc(C#Cc2cccc(C#Cc3ccc(OC)cc3)c2)cc1""}]","[{""index"": 1, ""cas_rn"": ""554-68-7""}, {""index"": 2, ""cas_rn"": ""121-44-8""}]","[{""index"": 1, ""cas_rn"": ""13965-03-2""}, {""index"": 2, ""cas_rn"": ""7681-65-4""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",chemoselective (in stage 1),
31-176-CAS-13548627,31-176-CAS-13548627,2.rdf,Kumada coupling,84,,,CC(C)(C)c1ccc(Br)cc1.Cc1ccn[c]([Mg][Br])c1,Cc1ccnc(-c2ccc(C(C)(C)C)cc2)c1,CC(C)(C)c1ccc(Br)cc1.Cc1ccn[c]([Mg][Br])c1>>Cc1ccnc(-c2ccc(C(C)(C)C)cc2)c1,Kumada-Corriu Cross-Couplings with 2-Pyridyl Grignard Reagents,"Ackermann, Lutz; Potukuchi, Harish K.; Kapdi, Anant R.; Schulzke, Carola","Chemistry - A European Journal (2010), 16(11), 3300-3303, S3300/1-S3300/47","Kumada-Corriu Cross-Couplings with 2-Pyridyl Grignard Reagents | Ackermann, Lutz; Potukuchi, Harish K.; Kapdi, Anant R.; Schulzke, Carola | Chemistry - A European Journal (2010), 16(11), 3300-3303, S3300/1-S3300/47","3972-65-4, 113170-67-5",1226769-59-0,,1226769-60-3,109-99-9,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""3972-65-4"", ""smiles"": ""CC(C)(C)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""113170-67-5"", ""smiles"": ""Cc1ccn[c]([Mg][Br])c1""}]","[{""index"": 1, ""cas_rn"": ""1226769-59-0"", ""yield_pct"": ""84"", ""smiles"": ""Cc1ccnc(-c2ccc(C(C)(C)C)cc2)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""1226769-60-3""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","dropwise addition of reagent in substage 1, Kumada-Corriu cross coupling",
31-176-CAS-13563795,31-176-CAS-13563795,2.rdf,Kumada coupling,84,,,O=C(c1ccccc1)c1ccc(Cl)cc1.[Cl][Zn][c]1ccco1,O=C(c1ccccc1)c1ccc(-c2ccco2)cc1,O=C(c1ccccc1)c1ccc(Cl)cc1.[Cl][Zn][c]1ccco1>>O=C(c1ccccc1)c1ccc(-c2ccco2)cc1,"P,N,N-Pincer nickel-catalyzed cross-coupling of aryl fluorides and chlorides","Wu, Dan; Wang, Zhong-Xia","Organic & Biomolecular Chemistry (2014), 12(33), 6414-6424","P,N,N-Pincer nickel-catalyzed cross-coupling of aryl fluorides and chlorides | Wu, Dan; Wang, Zhong-Xia | Organic & Biomolecular Chemistry (2014), 12(33), 6414-6424","134-85-0, 81745-86-0",128373-20-6,,1620461-81-5,"109-99-9, 872-50-4",,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""134-85-0"", ""smiles"": ""O=C(c1ccccc1)c1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""81745-86-0"", ""smiles"": ""[Cl][Zn][c]1ccco1""}]","[{""index"": 1, ""cas_rn"": ""128373-20-6"", ""yield_pct"": ""84"", ""smiles"": ""O=C(c1ccccc1)c1ccc(-c2ccco2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1620461-81-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""872-50-4""}]",Negishi cross-coupling reaction,
31-176-CAS-13593866,31-176-CAS-13593866,5.rdf,Kumada coupling,,,,O=[N+]([O-])c1ccc(Cl)cc1.[Br][Mg][c]1ccccc1,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,O=[N+]([O-])c1ccc(Cl)cc1.[Br][Mg][c]1ccccc1>>O=[N+]([O-])c1ccc(-c2ccccc2)cc1,High efficiency of cavity-based triaryl-phosphines in nickel-catalysed Kumada-Tamao-Corriu cross-coupling,"Monnereau, Laure; Semeril, David; Matt, Dominique","Chemical Communications (Cambridge, United Kingdom) (2011), 47(23), 6626-6628","High efficiency of cavity-based triaryl-phosphines in nickel-catalysed Kumada-Tamao-Corriu cross-coupling | Monnereau, Laure; Semeril, David; Matt, Dominique | Chemical Communications (Cambridge, United Kingdom) (2011), 47(23), 6626-6628","100-00-5, 100-58-3",92-93-3,,"1295-35-8, 1246472-39-8","60-29-7, 109-99-9",,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""100-00-5"", ""smiles"": ""O=[N+]([O-])c1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""92-93-3"", ""smiles"": ""O=[N+]([O-])c1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""1246472-39-8""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","Kumada-Tamao-Corriu cross coupling, Schlenk tube used, optimization study, optimized on catalyst and stoichiometry of catalyst and reactant, conversion (99.2%)",
31-176-CAS-13611524,31-176-CAS-13611524,5.rdf,Kumada coupling,,,,Cc1cc[c]([Mg][Br])cc1.CC(C)(C)c1ccc(I)cc1,Cc1ccc(-c2ccc(C(C)(C)C)cc2)cc1,Cc1cc[c]([Mg][Br])cc1.CC(C)(C)c1ccc(I)cc1>>Cc1ccc(-c2ccc(C(C)(C)C)cc2)cc1,"A Kumada Coupling Catalyst, [Ni{(Ph2-P)2N(CH2)3Si(OCH3)3-P,P'}Cl2], Bearing a Ligand for Direct Immobilization Onto Siliceous Mesoporous Molecular Sieves","Stamatopoulos, Ioannis; Giannitsios, Dimitrios; Psycharis, Vassilis; Raptopoulou, Catherine P.; Balcar, Hynek; Zukal, Arnost; Svoboda, Jan; Kyritsis, Panayotis; Vohlidal, Jiri","European Journal of Inorganic Chemistry (2015), 2015(18), 3038-3044","A Kumada Coupling Catalyst, [Ni{(Ph2-P)2N(CH2)3Si(OCH3)3-P,P'}Cl2], Bearing a Ligand for Direct Immobilization Onto Siliceous Mesoporous Molecular Sieves | Stamatopoulos, Ioannis; Giannitsios, Dimitrios; Psycharis, Vassilis; Raptopoulou, Catherine P.; Balcar, Hynek; Zukal, Arnost; Svoboda, Jan; Kyritsis, Panayotis; Vohlidal, Jiri | European Journal of Inorganic Chemistry (2015), 2015(18), 3038-3044","4294-57-9, 35779-04-5",37949-78-3,,"7631-86-9, 1792977-73-1",109-99-9,,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}, {""index"": 2, ""cas_rn"": ""35779-04-5"", ""smiles"": ""CC(C)(C)c1ccc(I)cc1""}]","[{""index"": 1, ""cas_rn"": ""37949-78-3"", ""smiles"": ""Cc1ccc(-c2ccc(C(C)(C)C)cc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""7631-86-9""}, {""index"": 2, ""cas_rn"": ""1792977-73-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Kumada coupling, optimization study, optimized on catalyst, selectivity of 4-tert-butyl-4-methylbiphenyl = 92%, selectivity of 4,4-dimethylbiphenyl = 6%, selectivity of 4,4-di-tert-butylbiphenyl = 2%, conversion = 40%, Siliceous mesoporous Molecular Sieves prepared and used, recyclable catalyst",
