reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-032-CAS-22462300,31-032-CAS-22462300,Reaction_20251106_1637 (2).rdf,Catalytic hydrogenation,86,,,C1=CCNC1.CCCCC(OC)(OC)OC,CCCCCN1CCCC1,C1=CCNC1.CCCCC(OC)(OC)OC>>CCCCCN1CCCC1,Reductive Alkylation of Amines with Carboxylic Ortho Esters,"Kadyrov, Renat; Moebus, Konrad","Advanced Synthesis & Catalysis (2020), 362(16), 3352-3357","Reductive Alkylation of Amines with Carboxylic Ortho Esters | Kadyrov, Renat; Moebus, Konrad | Advanced Synthesis & Catalysis (2020), 362(16), 3352-3357","109-96-6, 13820-09-2",35152-38-6,"1333-74-0, 7647-01-0, 1310-73-2","76-05-1, 7440-06-4","67-56-1, 7732-18-5",,,,,,,3,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""109-96-6"", ""smiles"": ""C1=CCNC1""}, {""index"": 2, ""cas_rn"": ""13820-09-2"", ""smiles"": ""CCCCC(OC)(OC)OC""}]","[{""index"": 1, ""cas_rn"": ""35152-38-6"", ""yield_pct"": ""86"", ""smiles"": ""CCCCCN1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}, {""index"": 3, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""76-05-1""}, {""index"": 2, ""cas_rn"": ""7440-06-4""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","high pressure, selective reaction, autoclave used, recyclable catalyst, alternative reaction conditions shown",
31-049-CAS-23560402,31-049-CAS-23560402,Reaction_20251106_1637 (1).rdf,Catalytic hydrogenation,95,,,CCCCCCCCCCCC=CC[C@@H](C)C=CCCCCCCCCCCO[Si](C)(C)C(C)(C)C,CCCCCCCCCCCCCC[C@@H](C)CCCCCCCCCCCCO,CCCCCCCCCCCC=CC[C@@H](C)C=CCCCCCCCCCCO[Si](C)(C)C(C)(C)C>>CCCCCCCCCCCCCC[C@@H](C)CCCCCCCCCCCCO,A Novel Synthesis of Sex Pheromone from the Longicorn Beetle (Psacothea hilaris),"He, Guo-Guo; Rao, Bao-Qi; Zhang, Tao; Zhang, Hong-Li; Bai, Hongjin; Du, Zhen-Ting","Russian Journal of Organic Chemistry (2021), 57(3), 455-461","A Novel Synthesis of Sex Pheromone from the Longicorn Beetle (Psacothea hilaris) | He, Guo-Guo; Rao, Bao-Qi; Zhang, Tao; Zhang, Hong-Li; Bai, Hongjin; Du, Zhen-Ting | Russian Journal of Organic Chemistry (2021), 57(3), 455-461",2569021-76-5,230966-27-5,1333-74-0,7440-06-4,67-56-1,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""2569021-76-5"", ""smiles"": ""CCCCCCCCCCCC=CC[C@@H](C)C=CCCCCCCCCCCO[Si](C)(C)C(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""230966-27-5"", ""yield_pct"": ""95"", ""smiles"": ""CCCCCCCCCCCCCC[C@@H](C)CCCCCCCCCCCCO""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""7440-06-4""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-113-CAS-23007035,31-113-CAS-23007035,Reaction_20251106_1637 (1).rdf,Catalytic hydrogenation,97,,,COC(=O)c1cc2c([nH]1)C1=C(CCc3ccccc31)[C@H]2c1ccc(Br)cc1,COC(=O)c1cc2c([nH]1)[C@H]1c3ccccc3CC[C@H]1[C@H]2c1ccccc1,COC(=O)c1cc2c([nH]1)C1=C(CCc3ccccc31)[C@H]2c1ccc(Br)cc1>>COC(=O)c1cc2c([nH]1)[C@H]1c3ccccc3CC[C@H]1[C@H]2c1ccccc1,Bronsted-Acid-Catalyzed (3+2)-Cycloannulation of In-Situ-Generated 3-Methide-3H-pyrroles: Asymmetric Synthesis of Cyclopenta[b]pyrroles,"Kallweit, Isa; Laue, Michael; Schneider, Christoph","Organic Letters (2020), 22(22), 9065-9070","Bronsted-Acid-Catalyzed (3+2)-Cycloannulation of In-Situ-Generated 3-Methide-3H-pyrroles: Asymmetric Synthesis of Cyclopenta[b]pyrroles | Kallweit, Isa; Laue, Michael; Schneider, Christoph | Organic Letters (2020), 22(22), 9065-9070",2564924-72-5,2564925-29-5,1333-74-0,7440-05-3,67-56-1,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""2564924-72-5"", ""smiles"": ""COC(=O)c1cc2c([nH]1)C1=C(CCc3ccccc31)[C@H]2c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""2564925-29-5"", ""yield_pct"": ""97"", ""smiles"": ""COC(=O)c1cc2c([nH]1)[C@H]1c3ccccc3CC[C@H]1[C@H]2c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}]","high pressure, stereoselective, er = 99.9:0.1",
31-116-CAS-21856978,31-116-CAS-21856978,Reaction_20251106_1637 (1).rdf,Catalytic hydrogenation,97,,120.0,CC#CCCc1ccccc1,[2H]C/C([2H])=C\CCc1ccccc1,CC#CCCc1ccccc1>>[2H]C/C([2H])=C\CCc1ccccc1,Migratory Hydrogenation of Terminal Alkynes by Base/Cobalt Relay Catalysis,"Liu, Xufang; Liu, Bingxue; Liu, Qiang","Angewandte Chemie, International Edition (2020), 59(17), 6750-6755","Migratory Hydrogenation of Terminal Alkynes by Base/Cobalt Relay Catalysis | Liu, Xufang; Liu, Bingxue; Liu, Qiang | Angewandte Chemie, International Edition (2020), 59(17), 6750-6755",16487-62-0,2413671-78-8,7782-39-0,"865-47-4, 7646-79-9",109-99-9,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""16487-62-0"", ""smiles"": ""CC#CCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2413671-78-8"", ""yield_pct"": ""97"", ""smiles"": ""[2H]C/C([2H])=C\\CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7782-39-0""}]","[{""index"": 1, ""cas_rn"": ""865-47-4""}, {""index"": 2, ""cas_rn"": ""7646-79-9""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",L5d author's hydrogenation catalyst was used,
31-116-CAS-21856979,31-116-CAS-21856979,Reaction_20251106_1637.rdf,Catalytic hydrogenation,99,,120.0,C=C=CCCc1ccccc1,[2H]/C(C)=C(\[2H])CCc1ccccc1,C=C=CCCc1ccccc1>>[2H]/C(C)=C(\[2H])CCc1ccccc1,Migratory Hydrogenation of Terminal Alkynes by Base/Cobalt Relay Catalysis,"Liu, Xufang; Liu, Bingxue; Liu, Qiang","Angewandte Chemie, International Edition (2020), 59(17), 6750-6755","Migratory Hydrogenation of Terminal Alkynes by Base/Cobalt Relay Catalysis | Liu, Xufang; Liu, Bingxue; Liu, Qiang | Angewandte Chemie, International Edition (2020), 59(17), 6750-6755",40339-21-7,2413671-79-9,7782-39-0,"865-47-4, 7646-79-9",109-99-9,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""40339-21-7"", ""smiles"": ""C=C=CCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2413671-79-9"", ""yield_pct"": ""99"", ""smiles"": ""[2H]/C(C)=C(\\[2H])CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7782-39-0""}]","[{""index"": 1, ""cas_rn"": ""865-47-4""}, {""index"": 2, ""cas_rn"": ""7646-79-9""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",L5d author's hydrogenation catalyst was used,
31-116-CAS-22921664,31-116-CAS-22921664,Reaction_20251106_1637 (1).rdf,Catalytic hydrogenation,95,,,[H-][B+3]12[N-]3C=CC=[N]3->[W]3(<-[N]#[O+])(<-[CH]4=[CH]->3C(C(F)(F)F)=CCC4)(<-[N]3=CC=C[N-]31)(<-[N]1=CC=C[N-]12)[P](C)(C)C,[H-][B+3]12[N-]3C=CC=[N]3->[W]3(<-[N]#[O+])(<-[CH]4=[CH]->3[C@@H](C(F)(F)F)CC[C@H]4[2H])(<-[N]3=CC=C[N-]31)(<-[N]1=CC=C[N-]12)[P](C)(C)C,[H-][B+3]12[N-]3C=CC=[N]3->[W]3(<-[N]#[O+])(<-[CH]4=[CH]->3C(C(F)(F)F)=CCC4)(<-[N]3=CC=C[N-]31)(<-[N]1=CC=C[N-]12)[P](C)(C)C>>[H-][B+3]12[N-]3C=CC=[N]3->[W]3(<-[N]#[O+])(<-[CH]4=[CH]->3[C@@H](C(F)(F)F)CC[C@H]4[2H])(<-[N]3=CC=C[N-]31)(<-[N]1=CC=C[N-]12)[P](C)(C)C,Preparation of cyclohexene isotopologues and stereoisotopomers from benzene,"Smith, Jacob A.; Wilson, Katy B.; Sonstrom, Reilly E.; Kelleher, Patrick J.; Welch, Kevin D.; Pert, Emmit K.; Westendorff, Karl S.; Dickie, Diane A.; Wang, Xiaoping; Pate, Brooks H.; Harman, W. Dean","Nature (London, United Kingdom) (2020), 581(7808), 288-293","Preparation of cyclohexene isotopologues and stereoisotopomers from benzene | Smith, Jacob A.; Wilson, Katy B.; Sonstrom, Reilly E.; Kelleher, Patrick J.; Welch, Kevin D.; Pert, Emmit K.; Westendorff, Karl S.; Dickie, Diane A.; Wang, Xiaoping; Pate, Brooks H.; Harman, W. Dean | Nature (London, United Kingdom) (2020), 581(7808), 288-293",2454387-61-0,2454387-63-2,"1493-13-6, 15681-89-7",,"67-64-1, 75-05-8, 1455-13-6",,,,,,,2,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""2454387-61-0"", ""smiles"": ""[H-][B+3]12[N-]3C=CC=[N]3->[W]3(<-[N]#[O+])(<-[CH]4=[CH]->3C(C(F)(F)F)=CCC4)(<-[N]3=CC=C[N-]31)(<-[N]1=CC=C[N-]12)[P](C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""2454387-63-2"", ""yield_pct"": ""95"", ""smiles"": ""[H-][B+3]12[N-]3C=CC=[N]3->[W]3(<-[N]#[O+])(<-[CH]4=[CH]->3[C@@H](C(F)(F)F)CC[C@H]4[2H])(<-[N]3=CC=C[N-]31)(<-[N]1=CC=C[N-]12)[P](C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1493-13-6""}, {""index"": 2, ""cas_rn"": ""15681-89-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-64-1""}, {""index"": 2, ""cas_rn"": ""75-05-8""}, {""index"": 3, ""cas_rn"": ""1455-13-6""}]","regioselective, stereoselective, inverse addition (stage 2)",reactant_smiles_validation_failed | product_smiles_validation_failed
31-116-CAS-23829902,31-116-CAS-23829902,Reaction_20251106_1637.rdf,Catalytic hydrogenation,99,,,C1=CC2CCC1C2,[2H][C@@H]1[C@@H]2CC[C@@H](C2)[C@@H]1[2H],C1=CC2CCC1C2>>[2H][C@@H]1[C@@H]2CC[C@@H](C2)[C@@H]1[2H],"Palladium on carbon as an efficient, durable and economical catalyst for the alcoholysis of B2pin2","Zhou, Junjie; Li, Ning; Shen, Jialu; Meng, Xu; Liu, Xiang","Inorganic Chemistry Communications (2021), 130108732","Palladium on carbon as an efficient, durable and economical catalyst for the alcoholysis of B2pin2 | Zhou, Junjie; Li, Ning; Shen, Jialu; Meng, Xu; Liu, Xiang | Inorganic Chemistry Communications (2021), 130108732",498-66-8,2662817-56-1,7782-39-0,7440-05-3,67-56-1,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""498-66-8"", ""smiles"": ""C1=CC2CCC1C2""}]","[{""index"": 1, ""cas_rn"": ""2662817-56-1"", ""yield_pct"": ""99"", ""smiles"": ""[2H][C@@H]1[C@@H]2CC[C@@H](C2)[C@@H]1[2H]""}]","[{""index"": 1, ""cas_rn"": ""7782-39-0""}]","[{""index"": 1, ""cas_rn"": ""7440-05-3""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}]","stereoselective, recyclable catalyst",
31-116-CAS-23872414,31-116-CAS-23872414,Reaction_20251106_1637 (2).rdf,Catalytic hydrogenation,85,,,C#Cc1ccc(Br)cc1,[2H]C([2H])=C([2H])c1ccc(Br)cc1,C#Cc1ccc(Br)cc1>>[2H]C([2H])=C([2H])c1ccc(Br)cc1,Selenium Vacancy Promotes Transfer Semihydrogenation of Alkynes from Water Electrolysis,"Ling, Yangfang; Wu, Yongmeng; Wang, Changhong; Liu, Cuibo; Lu, Siyu; Zhang, Bin","ACS Catalysis (2021), 11(15), 9471-9478","Selenium Vacancy Promotes Transfer Semihydrogenation of Alkynes from Water Electrolysis | Ling, Yangfang; Wu, Yongmeng; Wang, Changhong; Liu, Cuibo; Lu, Siyu; Zhang, Bin | ACS Catalysis (2021), 11(15), 9471-9478",766-96-1,1962982-68-8,"497-19-8, 7789-20-0",,109-99-9,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""766-96-1"", ""smiles"": ""C#Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""1962982-68-8"", ""yield_pct"": ""85"", ""smiles"": ""[2H]C([2H])=C([2H])c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}, {""index"": 2, ""cas_rn"": ""7789-20-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]","electrochemical (Ni0.85Se nanowires used as cathode, current density = -25 mA/cm2, divided cell used, constant potential -1.2 V)",
31-116-CAS-23873935,31-116-CAS-23873935,Reaction_20251106_1637 (3).rdf,Catalytic hydrogenation,80,,,C#Cc1ccc(-c2ccccc2)cc1,[2H]C([2H])=C([2H])c1ccc(-c2ccccc2)cc1,C#Cc1ccc(-c2ccccc2)cc1>>[2H]C([2H])=C([2H])c1ccc(-c2ccccc2)cc1,Selenium Vacancy Promotes Transfer Semihydrogenation of Alkynes from Water Electrolysis,"Ling, Yangfang; Wu, Yongmeng; Wang, Changhong; Liu, Cuibo; Lu, Siyu; Zhang, Bin","ACS Catalysis (2021), 11(15), 9471-9478","Selenium Vacancy Promotes Transfer Semihydrogenation of Alkynes from Water Electrolysis | Ling, Yangfang; Wu, Yongmeng; Wang, Changhong; Liu, Cuibo; Lu, Siyu; Zhang, Bin | ACS Catalysis (2021), 11(15), 9471-9478",29079-00-3,57204-40-7,"497-19-8, 7789-20-0",,109-99-9,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""29079-00-3"", ""smiles"": ""C#Cc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""57204-40-7"", ""yield_pct"": ""80"", ""smiles"": ""[2H]C([2H])=C([2H])c1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}, {""index"": 2, ""cas_rn"": ""7789-20-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]","electrochemical (Ni0.85Se nanowires used as cathode, current density = -25 mA/cm2, divided cell used, constant potential -1.2 V)",
31-116-CAS-23874353,31-116-CAS-23874353,Reaction_20251106_1637 (2).rdf,Catalytic hydrogenation,89,,,C#Cc1ccc2ccccc2c1,[2H]C([2H])=C([2H])c1ccc2ccccc2c1,C#Cc1ccc2ccccc2c1>>[2H]C([2H])=C([2H])c1ccc2ccccc2c1,Selenium Vacancy Promotes Transfer Semihydrogenation of Alkynes from Water Electrolysis,"Ling, Yangfang; Wu, Yongmeng; Wang, Changhong; Liu, Cuibo; Lu, Siyu; Zhang, Bin","ACS Catalysis (2021), 11(15), 9471-9478","Selenium Vacancy Promotes Transfer Semihydrogenation of Alkynes from Water Electrolysis | Ling, Yangfang; Wu, Yongmeng; Wang, Changhong; Liu, Cuibo; Lu, Siyu; Zhang, Bin | ACS Catalysis (2021), 11(15), 9471-9478",2949-26-0,1240045-09-3,"497-19-8, 7789-20-0",,109-99-9,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""2949-26-0"", ""smiles"": ""C#Cc1ccc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""1240045-09-3"", ""yield_pct"": ""89"", ""smiles"": ""[2H]C([2H])=C([2H])c1ccc2ccccc2c1""}]","[{""index"": 1, ""cas_rn"": ""497-19-8""}, {""index"": 2, ""cas_rn"": ""7789-20-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]","electrochemical (Ni0.85Se nanowires used as cathode, current density = -25 mA/cm2, divided cell used, constant potential -1.2 V)",
