reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-290-CAS-23880358,31-290-CAS-23880358,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,99,,,[C]1#[C][Ca]1.c1nncnn1,[2H]c1cnncc1[2H],[C]1#[C][Ca]1.c1nncnn1>>[2H]c1cnncc1[2H],One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","75-20-7, 290-96-0",16390-80-0,7789-20-0,,123-91-1,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""75-20-7"", ""smiles"": ""[C]1#[C][Ca]1""}, {""index"": 2, ""cas_rn"": ""290-96-0"", ""smiles"": ""c1nncnn1""}]","[{""index"": 1, ""cas_rn"": ""16390-80-0"", ""yield_pct"": ""99"", ""smiles"": ""[2H]c1cnncc1[2H]""}]","[{""index"": 1, ""cas_rn"": ""7789-20-0""}]",[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]",benzene or CHCl3 solvents may also be used,
31-290-CAS-23880372,31-290-CAS-23880372,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,95,,,C=COCc1ccccc1.COc1nnc(Cl)nn1,COc1ccc(Cl)nn1,C=COCc1ccccc1.COc1nnc(Cl)nn1>>COc1ccc(Cl)nn1,One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","935-04-6, 614756-34-2",1722-10-7,,,123-91-1,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""935-04-6"", ""smiles"": ""C=COCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""614756-34-2"", ""smiles"": ""COc1nnc(Cl)nn1""}]","[{""index"": 1, ""cas_rn"": ""1722-10-7"", ""yield_pct"": ""95"", ""smiles"": ""COc1ccc(Cl)nn1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]","sealed tube used, benzene solvent may also be used",
31-290-CAS-23880441,31-290-CAS-23880441,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,97,,,C=COCc1ccccc1.Cc1cc(C)n(-c2nnc(-n3nc(C)cc3C)nn2)n1,Cc1cc(C)n(-c2ccc(-n3nc(C)cc3C)nn2)n1,C=COCc1ccccc1.Cc1cc(C)n(-c2nnc(-n3nc(C)cc3C)nn2)n1>>Cc1cc(C)n(-c2ccc(-n3nc(C)cc3C)nn2)n1,One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","935-04-6, 30169-25-6",29334-74-5,,,123-91-1,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""935-04-6"", ""smiles"": ""C=COCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""30169-25-6"", ""smiles"": ""Cc1cc(C)n(-c2nnc(-n3nc(C)cc3C)nn2)n1""}]","[{""index"": 1, ""cas_rn"": ""29334-74-5"", ""yield_pct"": ""97"", ""smiles"": ""Cc1cc(C)n(-c2ccc(-n3nc(C)cc3C)nn2)n1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]","sealed tube used, benzene solvent may also be used",
31-290-CAS-23880506,31-290-CAS-23880506,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,95,,,COc1nnc(OC)nn1.[2H]C([2H])=C([2H])OCc1ccccc1,[2H]c1c(OC)nnc(OC)c1[2H],COc1nnc(OC)nn1.[2H]C([2H])=C([2H])OCc1ccccc1>>[2H]c1c(OC)nnc(OC)c1[2H],One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","81930-31-6, 2469042-91-7",40898-11-1,,,123-91-1,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""81930-31-6"", ""smiles"": ""COc1nnc(OC)nn1""}, {""index"": 2, ""cas_rn"": ""2469042-91-7"", ""smiles"": ""[2H]C([2H])=C([2H])OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""40898-11-1"", ""yield_pct"": ""95"", ""smiles"": ""[2H]c1c(OC)nnc(OC)c1[2H]""}]",[],[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]","sealed tube used, benzene solvent may also be used",
31-290-CAS-23880525,31-290-CAS-23880525,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,95,,,C=COCc1ccccc1.COc1nnc(OC)nn1,COc1ccc(OC)nn1,C=COCc1ccccc1.COc1nnc(OC)nn1>>COc1ccc(OC)nn1,One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","935-04-6, 81930-31-6",4603-59-2,,,123-91-1,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""935-04-6"", ""smiles"": ""C=COCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""81930-31-6"", ""smiles"": ""COc1nnc(OC)nn1""}]","[{""index"": 1, ""cas_rn"": ""4603-59-2"", ""yield_pct"": ""95"", ""smiles"": ""COc1ccc(OC)nn1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]","sealed tube used, benzene solvent may also be used",
31-290-CAS-23880619,31-290-CAS-23880619,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,99,,,[C]1#[C][Ca]1.c1ccc(-c2nnc(-c3ccccn3)nn2)nc1,[2H]c1c(-c2ccccn2)nnc(-c2ccccn2)c1[2H],[C]1#[C][Ca]1.c1ccc(-c2nnc(-c3ccccn3)nn2)nc1>>[2H]c1c(-c2ccccn2)nnc(-c2ccccn2)c1[2H],One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","75-20-7, 1671-87-0",2678494-46-5,7789-20-0,,123-91-1,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""75-20-7"", ""smiles"": ""[C]1#[C][Ca]1""}, {""index"": 2, ""cas_rn"": ""1671-87-0"", ""smiles"": ""c1ccc(-c2nnc(-c3ccccn3)nn2)nc1""}]","[{""index"": 1, ""cas_rn"": ""2678494-46-5"", ""yield_pct"": ""99"", ""smiles"": ""[2H]c1c(-c2ccccn2)nnc(-c2ccccn2)c1[2H]""}]","[{""index"": 1, ""cas_rn"": ""7789-20-0""}]",[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]","benzene or CHCl3 solvents may also be used, yield depends on reaction conditions",
31-290-CAS-23881023,31-290-CAS-23881023,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,99,,,[C]1#[C][Ca]1.c1ccc(-c2nnc(-c3ccccn3)nn2)nc1,c1ccc(-c2ccc(-c3ccccn3)nn2)nc1,[C]1#[C][Ca]1.c1ccc(-c2nnc(-c3ccccn3)nn2)nc1>>c1ccc(-c2ccc(-c3ccccn3)nn2)nc1,One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","75-20-7, 1671-87-0",36901-11-8,7732-18-5,,123-91-1,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""75-20-7"", ""smiles"": ""[C]1#[C][Ca]1""}, {""index"": 2, ""cas_rn"": ""1671-87-0"", ""smiles"": ""c1ccc(-c2nnc(-c3ccccn3)nn2)nc1""}]","[{""index"": 1, ""cas_rn"": ""36901-11-8"", ""yield_pct"": ""99"", ""smiles"": ""c1ccc(-c2ccc(-c3ccccn3)nn2)nc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]",benzene or CHCl3 solvents may also be used,
31-290-CAS-23881091,31-290-CAS-23881091,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,99,,,[C]1#[C][Ca]1.COC(=O)c1nnc(C(=O)OC)nn1,COC(=O)c1ccc(C(=O)OC)nn1,[C]1#[C][Ca]1.COC(=O)c1nnc(C(=O)OC)nn1>>COC(=O)c1ccc(C(=O)OC)nn1,One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","75-20-7, 2166-14-5",2166-24-7,7732-18-5,,123-91-1,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""75-20-7"", ""smiles"": ""[C]1#[C][Ca]1""}, {""index"": 2, ""cas_rn"": ""2166-14-5"", ""smiles"": ""COC(=O)c1nnc(C(=O)OC)nn1""}]","[{""index"": 1, ""cas_rn"": ""2166-24-7"", ""yield_pct"": ""99"", ""smiles"": ""COC(=O)c1ccc(C(=O)OC)nn1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]",benzene or CHCl3 solvents may also be used,
31-290-CAS-23881154,31-290-CAS-23881154,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,99,,,Cc1cc(C)n(-c2nnc(-n3nc(C)cc3C)nn2)n1.[2H]C([2H])=C([2H])OCc1ccccc1,[2H]c1c(-n2nc(C)cc2C)nnc(-n2nc(C)cc2C)c1[2H],Cc1cc(C)n(-c2nnc(-n3nc(C)cc3C)nn2)n1.[2H]C([2H])=C([2H])OCc1ccccc1>>[2H]c1c(-n2nc(C)cc2C)nnc(-n2nc(C)cc2C)c1[2H],One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","30169-25-6, 2469042-91-7",2678494-50-1,,,123-91-1,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""30169-25-6"", ""smiles"": ""Cc1cc(C)n(-c2nnc(-n3nc(C)cc3C)nn2)n1""}, {""index"": 2, ""cas_rn"": ""2469042-91-7"", ""smiles"": ""[2H]C([2H])=C([2H])OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2678494-50-1"", ""yield_pct"": ""99"", ""smiles"": ""[2H]c1c(-n2nc(C)cc2C)nnc(-n2nc(C)cc2C)c1[2H]""}]",[],[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]","sealed tube used, benzene solvent may also be used",
31-290-CAS-23881206,31-290-CAS-23881206,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,96,,,C=COCc1ccccc1.c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,c1ccc(-c2ccc(-c3ccccc3)nn2)cc1,C=COCc1ccccc1.c1ccc(-c2nnc(-c3ccccc3)nn2)cc1>>c1ccc(-c2ccc(-c3ccccc3)nn2)cc1,One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","935-04-6, 6830-78-0",891-22-5,,,123-91-1,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""935-04-6"", ""smiles"": ""C=COCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""6830-78-0"", ""smiles"": ""c1ccc(-c2nnc(-c3ccccc3)nn2)cc1""}]","[{""index"": 1, ""cas_rn"": ""891-22-5"", ""yield_pct"": ""96"", ""smiles"": ""c1ccc(-c2ccc(-c3ccccc3)nn2)cc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]","sealed tube used, benzene solvent may also be used",
31-290-CAS-23881456,31-290-CAS-23881456,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,99,,,c1ccc(-c2nnc(-c3ccccc3)nn2)cc1.[2H]C([2H])=C([2H])OCc1ccccc1,[2H]c1c(-c2ccccc2)nnc(-c2ccccc2)c1[2H],c1ccc(-c2nnc(-c3ccccc3)nn2)cc1.[2H]C([2H])=C([2H])OCc1ccccc1>>[2H]c1c(-c2ccccc2)nnc(-c2ccccc2)c1[2H],One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives,"Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P.","Chemistry - An Asian Journal (2021), 16(16), 2286-2297","One-Pot and Two-Chamber Methodologies for Using Acetylene Surrogates in the Synthesis of Pyridazines and Their D-Labeled Derivatives | Ledovskaya, Maria S.; Polynski, Mikhail V.; Ananikov, Valentine P. | Chemistry - An Asian Journal (2021), 16(16), 2286-2297","6830-78-0, 2469042-91-7",2678494-49-8,,,123-91-1,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""6830-78-0"", ""smiles"": ""c1ccc(-c2nnc(-c3ccccc3)nn2)cc1""}, {""index"": 2, ""cas_rn"": ""2469042-91-7"", ""smiles"": ""[2H]C([2H])=C([2H])OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2678494-49-8"", ""yield_pct"": ""99"", ""smiles"": ""[2H]c1c(-c2ccccc2)nnc(-c2ccccc2)c1[2H]""}]",[],[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]","sealed tube used, benzene solvent may also be used",
31-290-CAS-23894539,31-290-CAS-23894539,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,94,,,C#CCOc1ccccc1Oc1nnc(Oc2ccccc2OCC#C)nn1,C#CCOc1ccccc1Oc1cc2c(nn1)Oc1ccccc1OC2,C#CCOc1ccccc1Oc1nnc(Oc2ccccc2OCC#C)nn1>>C#CCOc1ccccc1Oc1cc2c(nn1)Oc1ccccc1OC2,Dynamic Nucleophilic Aromatic Substitution of Tetrazines,"Santos, Tanausu; Rivero, David S.; Perez-Perez, Yaiza; Martin-Encinas, Endika; Pasan, Jorge; Daranas, Antonio Hernandez; Carrillo, Romen","Angewandte Chemie, International Edition (2021), 60(34), 18783-18791","Dynamic Nucleophilic Aromatic Substitution of Tetrazines | Santos, Tanausu; Rivero, David S.; Perez-Perez, Yaiza; Martin-Encinas, Endika; Pasan, Jorge; Daranas, Antonio Hernandez; Carrillo, Romen | Angewandte Chemie, International Edition (2021), 60(34), 18783-18791",2684314-78-9,2684314-84-7,,,75-05-8,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""2684314-78-9"", ""smiles"": ""C#CCOc1ccccc1Oc1nnc(Oc2ccccc2OCC#C)nn1""}]","[{""index"": 1, ""cas_rn"": ""2684314-84-7"", ""yield_pct"": ""94"", ""smiles"": ""C#CCOc1ccccc1Oc1cc2c(nn1)Oc1ccccc1OC2""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]",inverse electron demand Diels-Alder reaction,
31-290-CAS-23894975,31-290-CAS-23894975,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,94,,,COC(=O)C1=C(C(=O)OC)C2(C)C=CC1(C)O2.COc1ccc(Oc2nnc(Oc3ccc(OC)cc3)nn2)cc1,COC(=O)c1c(C)oc(C)c1C(=O)OC.COc1ccc(Oc2ccc(Oc3ccc(OC)cc3)nn2)cc1,COC(=O)C1=C(C(=O)OC)C2(C)C=CC1(C)O2.COc1ccc(Oc2nnc(Oc3ccc(OC)cc3)nn2)cc1>>COC(=O)c1c(C)oc(C)c1C(=O)OC.COc1ccc(Oc2ccc(Oc3ccc(OC)cc3)nn2)cc1,Dynamic Nucleophilic Aromatic Substitution of Tetrazines,"Santos, Tanausu; Rivero, David S.; Perez-Perez, Yaiza; Martin-Encinas, Endika; Pasan, Jorge; Daranas, Antonio Hernandez; Carrillo, Romen","Angewandte Chemie, International Edition (2021), 60(34), 18783-18791","Dynamic Nucleophilic Aromatic Substitution of Tetrazines | Santos, Tanausu; Rivero, David S.; Perez-Perez, Yaiza; Martin-Encinas, Endika; Pasan, Jorge; Daranas, Antonio Hernandez; Carrillo, Romen | Angewandte Chemie, International Edition (2021), 60(34), 18783-18791","18063-93-9, 2684314-75-6","14597-14-9, 94209-86-6",,,67-66-3,,,,,,,1,1,,94,,,,,,"{""2"": 94}","[{""index"": 1, ""cas_rn"": ""18063-93-9"", ""smiles"": ""COC(=O)C1=C(C(=O)OC)C2(C)C=CC1(C)O2""}, {""index"": 2, ""cas_rn"": ""2684314-75-6"", ""smiles"": ""COc1ccc(Oc2nnc(Oc3ccc(OC)cc3)nn2)cc1""}]","[{""index"": 1, ""cas_rn"": ""14597-14-9"", ""smiles"": ""COC(=O)c1c(C)oc(C)c1C(=O)OC""}, {""index"": 2, ""cas_rn"": ""94209-86-6"", ""yield_pct"": ""94"", ""smiles"": ""COc1ccc(Oc2ccc(Oc3ccc(OC)cc3)nn2)cc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}]",,
31-290-CAS-23963133,31-290-CAS-23963133,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,90,,,C=C(O[Si](C)(C)C(C)(C)C)c1ccc(C(=O)OC)cc1.Brc1nncnn1,COC(=O)c1ccc(-c2ccnnc2Br)cc1,C=C(O[Si](C)(C)C(C)(C)C)c1ccc(C(=O)OC)cc1.Brc1nncnn1>>COC(=O)c1ccc(-c2ccnnc2Br)cc1,Boron Trifluoride Mediated Cycloaddition of 3-Bromotetrazine and Silyl-Enol-Ethers: Synthesis of 3-Bromo-Pyridazines,"Schnell, Simon D.; Gonzalez, Jorge A.; Sklyaruk, Jan; Linden, Anthony; Gademann, Karl","Journal of Organic Chemistry (2021), 86(17), 12008-12023","Boron Trifluoride Mediated Cycloaddition of 3-Bromotetrazine and Silyl-Enol-Ethers: Synthesis of 3-Bromo-Pyridazines | Schnell, Simon D.; Gonzalez, Jorge A.; Sklyaruk, Jan; Linden, Anthony; Gademann, Karl | Journal of Organic Chemistry (2021), 86(17), 12008-12023","1652592-52-3, 2396594-00-4",2683002-49-3,"109-63-7, 144-55-8",,"75-09-2, 7732-18-5",,,,,,,2,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""1652592-52-3"", ""smiles"": ""C=C(O[Si](C)(C)C(C)(C)C)c1ccc(C(=O)OC)cc1""}, {""index"": 2, ""cas_rn"": ""2396594-00-4"", ""smiles"": ""Brc1nncnn1""}]","[{""index"": 1, ""cas_rn"": ""2683002-49-3"", ""yield_pct"": ""90"", ""smiles"": ""COC(=O)c1ccc(-c2ccnnc2Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""109-63-7""}, {""index"": 2, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-290-CAS-23963249,31-290-CAS-23963249,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,82,,,C=C(O[Si](C)(C)C(C)(C)C)c1ccc(Cl)cc1.Brc1nncnn1,Clc1ccc(-c2ccnnc2Br)cc1,C=C(O[Si](C)(C)C(C)(C)C)c1ccc(Cl)cc1.Brc1nncnn1>>Clc1ccc(-c2ccnnc2Br)cc1,Boron Trifluoride Mediated Cycloaddition of 3-Bromotetrazine and Silyl-Enol-Ethers: Synthesis of 3-Bromo-Pyridazines,"Schnell, Simon D.; Gonzalez, Jorge A.; Sklyaruk, Jan; Linden, Anthony; Gademann, Karl","Journal of Organic Chemistry (2021), 86(17), 12008-12023","Boron Trifluoride Mediated Cycloaddition of 3-Bromotetrazine and Silyl-Enol-Ethers: Synthesis of 3-Bromo-Pyridazines | Schnell, Simon D.; Gonzalez, Jorge A.; Sklyaruk, Jan; Linden, Anthony; Gademann, Karl | Journal of Organic Chemistry (2021), 86(17), 12008-12023","90720-21-1, 2396594-00-4",2683002-44-8,"109-63-7, 144-55-8",,"75-09-2, 7732-18-5",,,,,,,2,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""90720-21-1"", ""smiles"": ""C=C(O[Si](C)(C)C(C)(C)C)c1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""2396594-00-4"", ""smiles"": ""Brc1nncnn1""}]","[{""index"": 1, ""cas_rn"": ""2683002-44-8"", ""yield_pct"": ""82"", ""smiles"": ""Clc1ccc(-c2ccnnc2Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""109-63-7""}, {""index"": 2, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-290-CAS-23963395,31-290-CAS-23963395,Reaction_20251110_2101.rdf,Tetrazine–TCO iEDDA,83,,,C=C(O[Si](C)(C)C(C)(C)C)c1ccc(OC)c(OC)c1.Brc1nncnn1,COc1ccc(-c2ccnnc2Br)cc1OC,C=C(O[Si](C)(C)C(C)(C)C)c1ccc(OC)c(OC)c1.Brc1nncnn1>>COc1ccc(-c2ccnnc2Br)cc1OC,Boron Trifluoride Mediated Cycloaddition of 3-Bromotetrazine and Silyl-Enol-Ethers: Synthesis of 3-Bromo-Pyridazines,"Schnell, Simon D.; Gonzalez, Jorge A.; Sklyaruk, Jan; Linden, Anthony; Gademann, Karl","Journal of Organic Chemistry (2021), 86(17), 12008-12023","Boron Trifluoride Mediated Cycloaddition of 3-Bromotetrazine and Silyl-Enol-Ethers: Synthesis of 3-Bromo-Pyridazines | Schnell, Simon D.; Gonzalez, Jorge A.; Sklyaruk, Jan; Linden, Anthony; Gademann, Karl | Journal of Organic Chemistry (2021), 86(17), 12008-12023","130753-43-4, 2396594-00-4",2683002-39-1,"109-63-7, 144-55-8",,"75-09-2, 7732-18-5",,,,,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""130753-43-4"", ""smiles"": ""C=C(O[Si](C)(C)C(C)(C)C)c1ccc(OC)c(OC)c1""}, {""index"": 2, ""cas_rn"": ""2396594-00-4"", ""smiles"": ""Brc1nncnn1""}]","[{""index"": 1, ""cas_rn"": ""2683002-39-1"", ""yield_pct"": ""83"", ""smiles"": ""COc1ccc(-c2ccnnc2Br)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""109-63-7""}, {""index"": 2, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
