reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-11608505,31-006-CAS-11608505,Reaction_20251105_2039 (2).rdf,Carbamate formation,76,,,CC(C)C(C#N)C/C=C/COC1CCCCO1.O=C(Cl)OCC1c2ccccc2-c2ccccc21,CC(C)C(C/C=C/CO)CNC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)C(C#N)C/C=C/COC1CCCCO1.O=C(Cl)OCC1c2ccccc2-c2ccccc21>>CC(C)C(C/C=C/CO)CNC(=O)OCC1c2ccccc2-c2ccccc21,Gold(I)-Catalyzed Enantioselective Intramolecular Dehydrative Amination of Allylic Alcohols with Carbamates,"Mukherjee, Paramita; Widenhoefer, Ross A.","Angewandte Chemie, International Edition (2012), 51(6), 1405-1407, S1405/1-S1405/96","Gold(I)-Catalyzed Enantioselective Intramolecular Dehydrative Amination of Allylic Alcohols with Carbamates | Mukherjee, Paramita; Widenhoefer, Ross A. | Angewandte Chemie, International Edition (2012), 51(6), 1405-1407, S1405/1-S1405/96","1372806-88-6, 28920-43-6",1372806-92-2,"16853-85-3, 7647-14-5, 121-44-8, 7732-18-5, 144-55-8",104-15-4,"60-29-7, 7732-18-5, 75-09-2, 67-56-1",,,,,,,6,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""1372806-88-6"", ""smiles"": ""CC(C)C(C#N)C/C=C/COC1CCCCO1""}, {""index"": 2, ""cas_rn"": ""28920-43-6"", ""smiles"": ""O=C(Cl)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""1372806-92-2"", ""yield_pct"": ""76"", ""smiles"": ""CC(C)C(C/C=C/CO)CNC(=O)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""16853-85-3""}, {""index"": 2, ""cas_rn"": ""7647-14-5""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}, {""index"": 5, ""cas_rn"": ""144-55-8""}]","[{""index"": 1, ""cas_rn"": ""104-15-4""}]","[{""index"": 1, ""cas_rn"": ""60-29-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""75-09-2""}, {""index"": 4, ""cas_rn"": ""67-56-1""}]",,
31-049-CAS-6173680,31-049-CAS-6173680,Reaction_20251105_2039 (2).rdf,Carbamate formation,80,,,O=C(Cl)OCC1c2ccccc2-c2ccccc21.CC(C)(C)[Si](OCc1ccccc1N)(c1ccccc1)c1ccccc1,O=C(Nc1ccccc1CO)OCC1c2ccccc2-c2ccccc21,O=C(Cl)OCC1c2ccccc2-c2ccccc21.CC(C)(C)[Si](OCc1ccccc1N)(c1ccccc1)c1ccccc1>>O=C(Nc1ccccc1CO)OCC1c2ccccc2-c2ccccc21,Solvent-Free Fmoc Protection of Amines Under Microwave Irradiation,"Godoi, Marcelo; Botteselle, Giancarlo V.; Rafique, Jamal; Rocha, Manuela S. T.; Pena, Jesus M.; Braga, Antonio L.","Asian Journal of Organic Chemistry (2013), 2(9), 746-749","Solvent-Free Fmoc Protection of Amines Under Microwave Irradiation | Godoi, Marcelo; Botteselle, Giancarlo V.; Rafique, Jamal; Rocha, Manuela S. T.; Pena, Jesus M.; Braga, Antonio L. | Asian Journal of Organic Chemistry (2013), 2(9), 746-749","28920-43-6, 181050-99-7",886990-59-6,,,,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""28920-43-6"", ""smiles"": ""O=C(Cl)OCC1c2ccccc2-c2ccccc21""}, {""index"": 2, ""cas_rn"": ""181050-99-7"", ""smiles"": ""CC(C)(C)[Si](OCc1ccccc1N)(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""886990-59-6"", ""yield_pct"": ""80"", ""smiles"": ""O=C(Nc1ccccc1CO)OCC1c2ccccc2-c2ccccc21""}]",[],[],[],"green chemistry, microwave irradiation, sealed tube used",
31-053-CAS-10711794,31-053-CAS-10711794,Reaction_20251105_2039 (2).rdf,Carbamate formation,80,,,COC(=O)Cl.CCCCC(=O)[C@@H]1[C@@H](c2ccccc2)[C@H](C)N1C,CCCCC(=O)[C@H](Cl)[C@@H](c1ccccc1)[C@H](C)N(C)C(=O)OC,COC(=O)Cl.CCCCC(=O)[C@@H]1[C@@H](c2ccccc2)[C@H](C)N1C>>CCCCC(=O)[C@H](Cl)[C@@H](c1ccccc1)[C@H](C)N(C)C(=O)OC,Reaction of azetidines with chloroformates,"Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm","Organic Letters (2006), 8(24), 5501-5504","Reaction of azetidines with chloroformates | Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm | Organic Letters (2006), 8(24), 5501-5504","79-22-1, 917967-45-4",917967-53-4,,,75-09-2,,,,,,"General/Typical Procedure: General procedure for the reaction of azetidines with chloroformates. A solution of azetidine (1 mmol) in dichloromethane (4 mL) was treated with chloroformate (1.5 eq.) and stirred at rt overnight. The crude reaction mixture was next concentrated under reduced pressure and purified by flash column chromatography on silica gel. When the reaction was too slugish in dichloromethane (compounds 13n-13r'), the reaction was run in refluxing acetonitrile. (1S,2S,3R)-Methyl (3-chloro-1-methyl-4-oxo-2-phenyloctyl)-N -methyl-carbamate (13f).. Starting from azetidine 12f.S4 Yield: 80 %; colorless oil; [α]D 20: +61 (c 1.0, CHCl3); 1H NMR (300 MHz, DMSO-d6, 333K): δ 7.24-7.35 (m, 5H), 4.78 (d, J = 6.2 Hz, 1H), 4.41-4.50 (m, 1H), 3.69 (dd, J = 6.2, 10.5 Hz , 1H), 3.66 (s, 3H), 2.70 (s, 3H), 2.69-2.37 (m, 2H), 1.39-1.34 (m, 2H), 1.23-1.22 (m, 2H), 0.85 (d, J = 6.8 Hz, 3H), 0.81 (t, J = 7.1 Hz, 3H); 13C NMR (75 MHz, DMSO-d6, 343K): δ 203.3, 156.3, 137.4, 129.3, 128.2, 127.4, 65.6, 53.8, 52.3, 50.4, 38.9, 29.4, 25.0, 21.4, 15.8, 13.4; ESIMS (positive mode): 378.5, 362.5, 304.5.",1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""79-22-1"", ""smiles"": ""COC(=O)Cl""}, {""index"": 2, ""cas_rn"": ""917967-45-4"", ""smiles"": ""CCCCC(=O)[C@@H]1[C@@H](c2ccccc2)[C@H](C)N1C""}]","[{""index"": 1, ""cas_rn"": ""917967-53-4"", ""yield_pct"": ""80"", ""smiles"": ""CCCCC(=O)[C@H](Cl)[C@@H](c1ccccc1)[C@H](C)N(C)C(=O)OC""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-053-CAS-12842386,31-053-CAS-12842386,Reaction_20251105_2039 (1).rdf,Carbamate formation,86,,,COC(=O)Cl.CCOC(=O)[C@@H]1[C@@H](c2ccccc2)[C@H](C)N1C,CCOC(=O)[C@H](Cl)[C@@H](c1ccccc1)[C@H](C)N(C)C(=O)OC,COC(=O)Cl.CCOC(=O)[C@@H]1[C@@H](c2ccccc2)[C@H](C)N1C>>CCOC(=O)[C@H](Cl)[C@@H](c1ccccc1)[C@H](C)N(C)C(=O)OC,Reaction of azetidines with chloroformates,"Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm","Organic Letters (2006), 8(24), 5501-5504","Reaction of azetidines with chloroformates | Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm | Organic Letters (2006), 8(24), 5501-5504","79-22-1, 864360-15-6",917967-54-5,,,75-09-2,,,,,,"General/Typical Procedure: General procedure for the reaction of azetidines with chloroformates. A solution of azetidine (1 mmol) in dichloromethane (4 mL) was treated with chloroformate (1.5 eq.) and stirred at rt overnight. The crude reaction mixture was next concentrated under reduced pressure and purified by flash column chromatography on silica gel. When the reaction was too slugish in dichloromethane (compounds 13n-13r'), the reaction was run in refluxing acetonitrile. (2R,3R,4S)-Ethyl 2-chloro-4-(methoxycarbonyl-methyl-amino)-3-phenyl-pentanoate (13g). Starting from azetidine 12g.S5 Yield: 86 %; colorless oil; [α]D 20: +48 (c 0.6, CHCl3); 1H NMR (300 MHz, DMSO-d6, 338K): δ 7.25-7.37 (m, 5H), 4.74 (d, J = 7.1 Hz, 1H), 4.43-4.49 (m, 1H), 4.12-4.04 (m, 2H), 3.65 (s, 3H), 3.64 (dd, J = 6.8, 10.1 Hz , 1H), 2.70 (s, 3H), 1.18 (t, J = 7.1 Hz, 3H), 0.85 (d, J = 6.8 Hz, 3H); 13C NMR (75 MHz, DMSO-d6, 296K): δ 168.1, 156.3, 137.6, 129.0, 128.3, 127.4, 61.8, 59.7, 53.9, 52.4, 51.2, 51.0 and 16.6 (rotamers), 15.9, 13.7; ESIMS (positive mode): 350.5; HRMS (CI, NH3) m/z calcd. for C16H23ClNO4 [M+H]+ 328.1316, found 328.1311.",1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""79-22-1"", ""smiles"": ""COC(=O)Cl""}, {""index"": 2, ""cas_rn"": ""864360-15-6"", ""smiles"": ""CCOC(=O)[C@@H]1[C@@H](c2ccccc2)[C@H](C)N1C""}]","[{""index"": 1, ""cas_rn"": ""917967-54-5"", ""yield_pct"": ""86"", ""smiles"": ""CCOC(=O)[C@H](Cl)[C@@H](c1ccccc1)[C@H](C)N(C)C(=O)OC""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-053-CAS-14971651,31-053-CAS-14971651,Reaction_20251105_2039 (2).rdf,Carbamate formation,78,,,COC(=O)Cl.C[C@@H](c1ccccc1)N1CC[C@@H]1C(=O)OC(C)(C)C,COC(=O)N(CC[C@H](Cl)C(=O)OC(C)(C)C)[C@@H](C)c1ccccc1,COC(=O)Cl.C[C@@H](c1ccccc1)N1CC[C@@H]1C(=O)OC(C)(C)C>>COC(=O)N(CC[C@H](Cl)C(=O)OC(C)(C)C)[C@@H](C)c1ccccc1,Reaction of azetidines with chloroformates,"Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm","Organic Letters (2006), 8(24), 5501-5504","Reaction of azetidines with chloroformates | Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm | Organic Letters (2006), 8(24), 5501-5504","79-22-1, 917967-46-5",917967-55-6,,,75-09-2,,,,,,"General/Typical Procedure: General procedure for the reaction of azetidines with chloroformates. A solution of azetidine (1 mmol) in dichloromethane (4 mL) was treated with chloroformate (1.5 eq.) and stirred at rt overnight. The crude reaction mixture was next concentrated under reduced pressure and purified by flash column chromatography on silica gel. When the reaction was too slugish in dichloromethane (compounds 13n-13r'), the reaction was run in refluxing acetonitrile. [2S,4(1S)]-tert-Butyl 2-chloro-4-[methoxycarbonyl-(1-phenylethyl)-amino]-butanoate (13h). Starting from azetidine 12h.S6 Yield: 78 %; colorless oil; [α] 20D: +21 (c 1.5, CHCl3); 1H NMR (300 MHz, DMSO-d6, 353K): δ 7.27-7.40 (m, 5H), 5.29 (q, J = 7.1 Hz, 1H), 4.26-4.34 (m, 1H), 3.85 and 3.75 (dd, J = 5.3, 7.4 Hz , dd, J = 6.4, 7.4 Hz, rotamers, 1H), 3.66 and 3.62 (s, s, rotamers, 3H), 3.03-3.26 (m, 2H), 1.85-2.01 (m, 1H), 1.57 and 1.53 (d, J = 7.1, d, J = 7.2, rotamers, 3H), 1.42 (s, 9H); 13C NMR (75 MHz, CDCl3, 294K): δ 169.8, 156.9, 140.8, 128.6, 128.5, 127.6, 127.3, 82.7 and 81.3 (rotamers), 56.8 and 56.3 (rotamers), 55.4 and 53.9 (rotamers), 52.7, 43.9, 34.6, 27.9, 17.3; ESIMS (positive mode): 377.7, 298.3; HRMS (CI, NH3) m/z calcd. for C18H26ClNO4 [M+H]+ 355.1550, found 355.1571.",1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""79-22-1"", ""smiles"": ""COC(=O)Cl""}, {""index"": 2, ""cas_rn"": ""917967-46-5"", ""smiles"": ""C[C@@H](c1ccccc1)N1CC[C@@H]1C(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""917967-55-6"", ""yield_pct"": ""78"", ""smiles"": ""COC(=O)N(CC[C@H](Cl)C(=O)OC(C)(C)C)[C@@H](C)c1ccccc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-053-CAS-17284518,31-053-CAS-17284518,Reaction_20251105_2039 (1).rdf,Carbamate formation,87,,,CC(C)OC(=O)Cl.CN1CCCC1,CC(C)OC(=O)N(C)CCCCCl,CC(C)OC(=O)Cl.CN1CCCC1>>CC(C)OC(=O)N(C)CCCCCl,Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates,"Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin","Journal of Organic Chemistry (2017), 82(13), 6615-6620","Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates | Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin | Journal of Organic Chemistry (2017), 82(13), 6615-6620","108-23-6, 120-94-5",2101768-84-5,,,"75-09-2, 108-88-3",,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""108-23-6"", ""smiles"": ""CC(C)OC(=O)Cl""}, {""index"": 2, ""cas_rn"": ""120-94-5"", ""smiles"": ""CN1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""2101768-84-5"", ""yield_pct"": ""87"", ""smiles"": ""CC(C)OC(=O)N(C)CCCCCl""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",optimization study (optimized on solvent),
31-053-CAS-17286051,31-053-CAS-17286051,Reaction_20251105_2039.rdf,Carbamate formation,92,,,CC(C)OC(=O)Cl.CCN1CCCC1,CCN(CCCCCl)C(=O)OC(C)C,CC(C)OC(=O)Cl.CCN1CCCC1>>CCN(CCCCCl)C(=O)OC(C)C,Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates,"Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin","Journal of Organic Chemistry (2017), 82(13), 6615-6620","Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates | Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin | Journal of Organic Chemistry (2017), 82(13), 6615-6620","108-23-6, 7335-06-0",2101768-82-3,,,"75-09-2, 108-88-3",,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""108-23-6"", ""smiles"": ""CC(C)OC(=O)Cl""}, {""index"": 2, ""cas_rn"": ""7335-06-0"", ""smiles"": ""CCN1CCCC1""}]","[{""index"": 1, ""cas_rn"": ""2101768-82-3"", ""yield_pct"": ""92"", ""smiles"": ""CCN(CCCCCl)C(=O)OC(C)C""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-053-CAS-17286054,31-053-CAS-17286054,Reaction_20251105_2039.rdf,Carbamate formation,93,,,CCN1CCCC1.CC(C)(C)OC(=O)Cl,CCN(CCCCCl)C(=O)OC(C)(C)C,CCN1CCCC1.CC(C)(C)OC(=O)Cl>>CCN(CCCCCl)C(=O)OC(C)(C)C,Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates,"Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin","Journal of Organic Chemistry (2017), 82(13), 6615-6620","Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates | Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin | Journal of Organic Chemistry (2017), 82(13), 6615-6620","7335-06-0, 24608-52-4",2101768-83-4,,,"75-09-2, 108-88-3",,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""7335-06-0"", ""smiles"": ""CCN1CCCC1""}, {""index"": 2, ""cas_rn"": ""24608-52-4"", ""smiles"": ""CC(C)(C)OC(=O)Cl""}]","[{""index"": 1, ""cas_rn"": ""2101768-83-4"", ""yield_pct"": ""93"", ""smiles"": ""CCN(CCCCCl)C(=O)OC(C)(C)C""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-053-CAS-17286056,31-053-CAS-17286056,Reaction_20251105_2039.rdf,Carbamate formation,91,,,CN1CCCC1.CC(C)(C)OC(=O)Cl,CN(CCCCCl)C(=O)OC(C)(C)C,CN1CCCC1.CC(C)(C)OC(=O)Cl>>CN(CCCCCl)C(=O)OC(C)(C)C,Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates,"Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin","Journal of Organic Chemistry (2017), 82(13), 6615-6620","Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates | Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin | Journal of Organic Chemistry (2017), 82(13), 6615-6620","120-94-5, 24608-52-4",1856565-55-3,,,"75-09-2, 108-88-3",,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""120-94-5"", ""smiles"": ""CN1CCCC1""}, {""index"": 2, ""cas_rn"": ""24608-52-4"", ""smiles"": ""CC(C)(C)OC(=O)Cl""}]","[{""index"": 1, ""cas_rn"": ""1856565-55-3"", ""yield_pct"": ""91"", ""smiles"": ""CN(CCCCCl)C(=O)OC(C)(C)C""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-053-CAS-17286070,31-053-CAS-17286070,Reaction_20251105_2039 (2).rdf,Carbamate formation,77,,,CCN1CCc2ccccc21.CC(C)(C)OC(=O)Cl,CCN(C(=O)OC(C)(C)C)c1ccccc1CCCl,CCN1CCc2ccccc21.CC(C)(C)OC(=O)Cl>>CCN(C(=O)OC(C)(C)C)c1ccccc1CCCl,Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates,"Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin","Journal of Organic Chemistry (2017), 82(13), 6615-6620","Selective Ring-Opening of N-Alkyl Pyrrolidines with Chloroformates to 4-Chlorobutyl Carbamates | Yu, Chunghyeon; Shoaib, Mahbubul Alam; Iqbal, Naeem; Kim, Jun Soo; Ha, Hyun-Joon; Cho, Eun Jin | Journal of Organic Chemistry (2017), 82(13), 6615-6620","5876-09-5, 24608-52-4",2101768-90-3,,,"75-09-2, 108-88-3",,,,,,,1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""5876-09-5"", ""smiles"": ""CCN1CCc2ccccc21""}, {""index"": 2, ""cas_rn"": ""24608-52-4"", ""smiles"": ""CC(C)(C)OC(=O)Cl""}]","[{""index"": 1, ""cas_rn"": ""2101768-90-3"", ""yield_pct"": ""77"", ""smiles"": ""CCN(C(=O)OC(C)(C)C)c1ccccc1CCCl""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]",,
31-053-CAS-2175039,31-053-CAS-2175039,Reaction_20251105_2039 (2).rdf,Carbamate formation,81,,,COC(=O)Cl.N#C[C@@H]1[C@H](c2ccccc2)CN1Cc1ccccc1,COC(=O)N(Cc1ccccc1)C[C@@H](c1ccccc1)[C@@H](Cl)C#N,COC(=O)Cl.N#C[C@@H]1[C@H](c2ccccc2)CN1Cc1ccccc1>>COC(=O)N(Cc1ccccc1)C[C@@H](c1ccccc1)[C@@H](Cl)C#N,Reaction of azetidines with chloroformates,"Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm","Organic Letters (2006), 8(24), 5501-5504","Reaction of azetidines with chloroformates | Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm | Organic Letters (2006), 8(24), 5501-5504","79-22-1, 452096-22-9",917967-49-8,,,75-09-2,,,,,,"General/Typical Procedure: General procedure for the reaction of azetidines with chloroformates. A solution of azetidine (1 mmol) in dichloromethane (4 mL) was treated with chloroformate (1.5 eq.) and stirred at rt overnight. The crude reaction mixture was next concentrated under reduced pressure and purified by flash column chromatography on silica gel. When the reaction was too slugish in dichloromethane (compounds 13n-13r'), the reaction was run in refluxing acetonitrile. (1R,2R,3S)-Methyl N -benzyl-(3-chloro-3-cyano-2-phenylpropyl)-carbamate (13b). Starting from azetidine 12b.S2 Yield: 81 %; white solid; Mp: 71 °C; [α]D 20: +4 (c 1.6, CHCl3); 1H NMR (300 MHz, DMSO-d6, 308K): δ 7.24-7.36 (m, 8H), 7.14 (d, J = 6.7 Hz, 2H), 5.66 (br. d, J = 6.4 Hz, 1H), 4.37 (A of AB syst., J = 12.6 Hz, 1H), 4.04 (B of AB syst., J = 12.6 Hz, 1H), 3.65-3.92 (br. m, 1H), 3.52-3.68 (br. m, 5H); 13C NMR (75 MHz, DMSO-d6, 296K): δ 156.1, 137.3 and 136.6 (rotamers), 128.7, 128.5, 128.3, 128.0, 127.3, 127.0, 116.7, 54.9, 53.2 and 52.4 (rotamers), 49.4, 48.2 and 47.8 (rotamers), 45.0; ESIMS (positive mode): 366.0, 342,8, 284,9; HRMS (CI, NH3) m/z calcd. for C19H20ClN2O2 [M+H]+ 343.1213, found 343.1198.",1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""79-22-1"", ""smiles"": ""COC(=O)Cl""}, {""index"": 2, ""cas_rn"": ""452096-22-9"", ""smiles"": ""N#C[C@@H]1[C@H](c2ccccc2)CN1Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""917967-49-8"", ""yield_pct"": ""81"", ""smiles"": ""COC(=O)N(Cc1ccccc1)C[C@@H](c1ccccc1)[C@@H](Cl)C#N""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-053-CAS-4309729,31-053-CAS-4309729,Reaction_20251105_2039.rdf,Carbamate formation,90,,,COC(=O)Cl.C[C@H]1[C@H](c2ccccc2)[C@H](C#N)N1C,COC(=O)N(C)[C@@H](C)[C@H](c1ccccc1)[C@H](Cl)C#N,COC(=O)Cl.C[C@H]1[C@H](c2ccccc2)[C@H](C#N)N1C>>COC(=O)N(C)[C@@H](C)[C@H](c1ccccc1)[C@H](Cl)C#N,Reaction of azetidines with chloroformates,"Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm","Organic Letters (2006), 8(24), 5501-5504","Reaction of azetidines with chloroformates | Vargas-Sanchez, Monica; Lakhdar, Sami; Couty, Francois; Evano, Gwilherm | Organic Letters (2006), 8(24), 5501-5504","79-22-1, 452096-24-1",917967-50-1,,,75-09-2,,,,,,"General/Typical Procedure: General procedure for the reaction of azetidines with chloroformates. A solution of azetidine (1 mmol) in dichloromethane (4 mL) was treated with chloroformate (1.5 eq.) and stirred at rt overnight. The crude reaction mixture was next concentrated under reduced pressure and purified by flash column chromatography on silica gel. When the reaction was too slugish in dichloromethane (compounds 13n-13r'), the reaction was run in refluxing acetonitrile. (1S,2S,3S)-Methyl (3-chloro-3-cyano-1-methyl-2-phenylpropyl)-N-methyl-carbamate (13c). Starting from azetidine 12c.S2 Yield: 90 %. white solid; Mp: 87 °C; [α]D 20: +21 (c 0.9, CHCl3); 1H NMR (300 MHz, DMSO-d6, 333K): δ 7.33-7.43 (m, 5H), 5.45 (d, J = 5.3 Hz, 1H), 4.53-4.63 (m, 1H), 3.67 (s, 3H), 3.55-3.58 (br. m, 1H), 2.76 (s, 3H), 0.89 (d, J = 6.8 Hz, 3H); 13C NMR (75 MHz, DMSO-d6, 323K): δ 156.1, 136.2, 129.1, 128.5, 128.2, 116.6, 53.1, 52.3, 51.9, 45.5, 29.4, 15.9; ESIMS (positive mode): 303.4, 295.5; HRMS (CI, NH3) m/z calcd. for C14H17ClN2O2 [M+H]+ 280.0979, found 280.0986.",1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""79-22-1"", ""smiles"": ""COC(=O)Cl""}, {""index"": 2, ""cas_rn"": ""452096-24-1"", ""smiles"": ""C[C@H]1[C@H](c2ccccc2)[C@H](C#N)N1C""}]","[{""index"": 1, ""cas_rn"": ""917967-50-1"", ""yield_pct"": ""90"", ""smiles"": ""COC(=O)N(C)[C@@H](C)[C@H](c1ccccc1)[C@H](Cl)C#N""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",regioselective,
