reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-010-CAS-12705523,31-010-CAS-12705523,Reaction_20251110_1415.rdf,Swern oxidation,98,,,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C,CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C>>CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C,Total Synthesis of Siphonarin B and Dihydrosiphonarin B,"Paterson, Ian; Chen, David Yu-Kai; Franklin, Alison S.","Organic Letters (2002), 4(3), 391-394","Total Synthesis of Siphonarin B and Dihydrosiphonarin B | Paterson, Ian; Chen, David Yu-Kai; Franklin, Alison S. | Organic Letters (2002), 4(3), 391-394","27607-77-8, 275355-99-2",402571-23-7,"108-48-5, 584-08-7, 110-86-1, 87413-09-0",,"75-09-2, 67-56-1",,,,,,"Compound 19, yield 98%.",3,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""27607-77-8"", ""smiles"": ""C[Si](C)(C)OS(=O)(=O)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""275355-99-2"", ""smiles"": ""CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C""}]","[{""index"": 1, ""cas_rn"": ""402571-23-7"", ""yield_pct"": ""98"", ""smiles"": ""CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C""}]","[{""index"": 1, ""cas_rn"": ""108-48-5""}, {""index"": 2, ""cas_rn"": ""584-08-7""}, {""index"": 3, ""cas_rn"": ""110-86-1""}, {""index"": 4, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, stereoselective, Dess-Martin oxidation in 3rd stage, buffered soln.",
31-480-CAS-12376950,31-480-CAS-12376950,Reaction_20251110_1415.rdf,Swern oxidation,89,,,COC(=O)[C@H]1C[C@@H](O)CN1CCOC(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1,COC(=O)[C@H]1CC(=O)CN1CCOC(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1,COC(=O)[C@H]1C[C@@H](O)CN1CCOC(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1>>COC(=O)[C@H]1CC(=O)CN1CCOC(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1,Synthesis and biological evaluation of 4-hydroxy-4-(4-methoxyphenyl)-substituted proline and pyrrolidin-2-ylacetic acid derivatives as GABA uptake inhibitors,"Zhao, Xueqing; Pabel, Joerg; Hoefner, Georg C.; Wanner, Klaus T.","Bioorganic & Medicinal Chemistry (2013), 21(2), 470-484","Synthesis and biological evaluation of 4-hydroxy-4-(4-methoxyphenyl)-substituted proline and pyrrolidin-2-ylacetic acid derivatives as GABA uptake inhibitors | Zhao, Xueqing; Pabel, Joerg; Hoefner, Georg C.; Wanner, Klaus T. | Bioorganic & Medicinal Chemistry (2013), 21(2), 470-484",850741-35-4,1418177-71-5,"67-68-5, 79-37-8, 121-44-8, 1310-73-2",,"75-09-2, 7732-18-5",,,,,,,4,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""850741-35-4"", ""smiles"": ""COC(=O)[C@H]1C[C@@H](O)CN1CCOC(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1""}]","[{""index"": 1, ""cas_rn"": ""1418177-71-5"", ""yield_pct"": ""89"", ""smiles"": ""COC(=O)[C@H]1CC(=O)CN1CCOC(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(OC)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""1310-73-2""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","dropwise addition of DMSO stage 1, Swern oxidation",
31-480-CAS-1239218,31-480-CAS-1239218,Reaction_20251110_1416.rdf,Swern oxidation,74,,,OC1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,O=C1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,OC1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1>>O=C1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides,"Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo","Tetrahedron (2012), 68(34), 6849-6855","Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides | Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo | Tetrahedron (2012), 68(34), 6849-6855",4132-28-9,13096-62-3,"79-37-8, 1352947-66-0, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,,4,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""4132-28-9"", ""smiles"": ""OC1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""13096-62-3"", ""yield_pct"": ""74"", ""smiles"": ""O=C1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""1352947-66-0""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-12394375,31-480-CAS-12394375,Reaction_20251110_1415.rdf,Swern oxidation,99,,,CC(O)c1cccnc1,CC(=O)c1cccnc1,CC(O)c1cccnc1>>CC(=O)c1cccnc1,New odorless method for the Corey-Kim and Swern oxidations utilizing dodecyl methyl sulfide (Dod-S-Me),"Ohsugi, Shin-ichi; Nishide, Kiyoharu; Oono, Keiji; Okuyama, Kazunori; Fudesaka, Masato; Kodama, Sumiaki; Node, Manabu","Tetrahedron (2003), 59(42), 8393-8398","New odorless method for the Corey-Kim and Swern oxidations utilizing dodecyl methyl sulfide (Dod-S-Me) | Ohsugi, Shin-ichi; Nishide, Kiyoharu; Oono, Keiji; Okuyama, Kazunori; Fudesaka, Masato; Kodama, Sumiaki; Node, Manabu | Tetrahedron (2003), 59(42), 8393-8398",4754-27-2,350-03-8,"128-09-6, 3698-89-3, 121-44-8",,109-99-9,,,,,,,3,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""4754-27-2"", ""smiles"": ""CC(O)c1cccnc1""}]","[{""index"": 1, ""cas_rn"": ""350-03-8"", ""yield_pct"": ""99"", ""smiles"": ""CC(=O)c1cccnc1""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""3698-89-3""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-480-CAS-124281,31-480-CAS-124281,Reaction_20251110_1415.rdf,Swern oxidation,98,,,OC(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1>>O=C(c1ccccc1)c1ccccc1,Development of Odorless Thiols and Sulfides and Their Applications to Organic Synthesis,"Nishide, Kiyoharu; Ohsugi, Shin-ichi; Miyamoto, Tetsuo; Kumar, Kamal; Node, Manabu","Monatshefte fuer Chemie (2004), 135(2), 189-200","Development of Odorless Thiols and Sulfides and Their Applications to Organic Synthesis | Nishide, Kiyoharu; Ohsugi, Shin-ichi; Miyamoto, Tetsuo; Kumar, Kamal; Node, Manabu | Monatshefte fuer Chemie (2004), 135(2), 189-200",91-01-0,119-61-9,"128-09-6, 3698-89-3, 121-44-8, 7647-01-0",,"108-88-3, 7732-18-5",,,,,,"Typical Procedure for the New Odorless Corey-Kim Oxidation Using Dodecyl Methyl Sulfide (12) To 10 cm3 of a CH2Cl2 or toluene solution of 108 mg of N-chlorosuccinimide (0.81 mmol) 2 cm3 of a CH2Cl2 or toluene solution of 176 mg of 12 (0.81 mmol) were added dropwise at -40°C, and the resulting mixture was stirred for 30 min. A CH2Cl2 or toluene solution (2 cm3)of 50mg of benzhydrol (0.27 mmol) was added dropwise at -40°C. After the mixture was stirred for 2 h, 189 mm3 of triethylamine (1.36 mmol) were added dropwise at -40°C. After stirring for 14 h, 20 cm3 of H2O were added to the reaction mixture. The mixture was neutralised with 0.5 cm3 of 1 N HCl, followed by extraction of the aqueous layer with 3 x40 cm3 of CHCl3 or 3 x40 cm3 of EtOAc. The combined organic layer was washed with brine, dried (Na2SO4), filtered, and concentrated in vacuo. Silica gel chromatography of the residue (n-hexane=EtOAc =40=1). 47 mg of benzophenone (95% in CH2Cl2) or 49 mg (98% in toluene). A 20-times scale-up experiment under the above conditions using 1.0 g of benzhydrol (5.43 mmol) gave 953 mg of benzophenone (96%).",4,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""91-01-0"", ""smiles"": ""OC(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""119-61-9"", ""yield_pct"": ""98"", ""smiles"": ""O=C(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""3698-89-3""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-reagent, scalable, Corey-Kim oxidn., alternate prepn. described",
31-480-CAS-12450026,31-480-CAS-12450026,Reaction_20251110_1415.rdf,Swern oxidation,98,,,OC[C@H]1O[C@@H](OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1.OC[C@H]1O[C@H](OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,O=C[C@H]1OC(OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,OC[C@H]1O[C@@H](OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1.OC[C@H]1O[C@H](OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1>>O=C[C@H]1OC(OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,Synthesis of cyclophospho-glucoses and glucitols,"Amigues, E. J.; Greenberg, M. L.; Ju, S.; Chen, Y.; Migaud, M. E.","Tetrahedron (2007), 63(40), 10042-10053","Synthesis of cyclophospho-glucoses and glucitols | Amigues, E. J.; Greenberg, M. L.; Ju, S.; Chen, Y.; Migaud, M. E. | Tetrahedron (2007), 63(40), 10042-10053","65371-90-6, 79774-58-6",953812-30-1,"67-68-5, 79-37-8, 121-44-8",,"75-09-2, 7732-18-5",,,,,,,4,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""65371-90-6"", ""smiles"": ""OC[C@H]1O[C@@H](OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""79774-58-6"", ""smiles"": ""OC[C@H]1O[C@H](OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""953812-30-1"", ""yield_pct"": ""98"", ""smiles"": ""O=C[C@H]1OC(OCc2ccccc2)C[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-1250574,31-480-CAS-1250574,Reaction_20251110_1415.rdf,Swern oxidation,99,,,CC(C)(C)OC(=O)N1C2CCC1(COCc1ccccc1)CC2CO,CC(C)(C)OC(=O)N1C2CCC1(COCc1ccccc1)CC2C=O,CC(C)(C)OC(=O)N1C2CCC1(COCc1ccccc1)CC2CO>>CC(C)(C)OC(=O)N1C2CCC1(COCc1ccccc1)CC2C=O,Water-Stable Helical Structure of Tertiary Amides of Bicyclic β-Amino Acid Bearing 7-Azabicyclo[2.2.1]heptane. Full Control of Amide Cis-Trans Equilibrium by Bridgehead Substitution,"Hosoya, Masahiro; Otani, Yuko; Kawahata, Masatoshi; Yamaguchi, Kentaro; Ohwada, Tomohiko","Journal of the American Chemical Society (2010), 132(42), 14780-14789","Water-Stable Helical Structure of Tertiary Amides of Bicyclic β-Amino Acid Bearing 7-Azabicyclo[2.2.1]heptane. Full Control of Amide Cis-Trans Equilibrium by Bridgehead Substitution | Hosoya, Masahiro; Otani, Yuko; Kawahata, Masatoshi; Yamaguchi, Kentaro; Ohwada, Tomohiko | Journal of the American Chemical Society (2010), 132(42), 14780-14789",1253058-34-2,1253058-36-4,"67-68-5, 79-37-8, 121-44-8, 7732-18-5",,75-09-2,,,,,,"1-Benzyloxymethyl-3-formyl-7-aza-bicyclo[2.2.1]heptane-7-carboxylic acid tert-butyl ester (S3). To a solution of oxalyl chloride (1.5 mL, 17.49 mmol) in CH2Cl2 (200 mL) was added DMSO (1.6 mL, 22.53 mmol) at -78 °C. The reaction mixture was stirred for 20 min and a solution of S2 (3.943 g, 11.35 mmol) in CH2Cl2 (250 mL) was added at -78 °C. The reaction mixture was stirred for 40 min at -78 °C, and then Et3N (6.5 mL, 46.25 mmol) was added. The solution was allowed to warm to rt. After 1 h stirring, the reaction mixture was quenched by addition of water. The mixture was extracted with CH2Cl2 (300 mL×3). The combined organic phase was washed with brine, dried over Na2SO4, and the solvent was evaporated. Column chromatography (n-hexane / AcOEt = 5 / 1) gave compound S3 (3.883 g, 99%, endo/exo = 82/18 mixture) as a colorless oil. 1H-NMR (400 MHz, CDCl3): 9.739 (0.82H, d, J = 1.36 Hz,-CHO of endo isomer), 9.658 (0.18H, d, J= 1.72 Hz,-CHO of exo isomer), 7.346-7.260 (5H, m,-Ph), 4.625-4.606 (3H, m, H-C(1) +-O-CH2-Ph), 4.091-3.997 (2H, m, -CH2-OCH2 Ph), 3.103-3.051 (0.82H, m, H-C(2) of endo isomer), 2.542-2.504 (0.18H, m, H-C(2) of exo isomer), 2.188-1.455 (6H, m, CH2 ×3), 1.437 (7.38H, s,-C(CH3)3of endo isomer), 1.391 (1.62H, s,-C(CH3)3 of exo isomer). MS (ESI,[M+Na]+): 368.",4,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1253058-34-2"", ""smiles"": ""CC(C)(C)OC(=O)N1C2CCC1(COCc1ccccc1)CC2CO""}]","[{""index"": 1, ""cas_rn"": ""1253058-36-4"", ""yield_pct"": ""99"", ""smiles"": ""CC(C)(C)OC(=O)N1C2CCC1(COCc1ccccc1)CC2C=O""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-12511473,31-480-CAS-12511473,Reaction_20251110_1415.rdf,Swern oxidation,84,,,OCCCc1ccccc1,O=CCCc1ccccc1,OCCCc1ccccc1>>O=CCCc1ccccc1,Activation of DMSO by phosphonitrilic chloride. An efficient method for oxidation of alcohols,"Pandey, Sanjay K.; Bisai, Alakesh; Singh, Vinod K.","Synthetic Communications (2007), 37(23), 4099-4103","Activation of DMSO by phosphonitrilic chloride. An efficient method for oxidation of alcohols | Pandey, Sanjay K.; Bisai, Alakesh; Singh, Vinod K. | Synthetic Communications (2007), 37(23), 4099-4103",122-97-4,104-53-0,"67-68-5, 940-71-6, 121-44-8",,75-09-2,,,,,,"GENERAL PROCEDURE DMSO (4 mmol) was added to a solution of phosphonitrilic chloride (1.0 mmol) in CH2Cl2 (5 mL) at -40°C. The color of the solution turned milky white. After 1 h, 1 equivalent of an alcohol solution in CH2Cl2 (2 mL) was added, and the reaction mixture was stirred at the same temperature for 45 min, when Et3N (5 mmol) was added. The reaction mixture was slowly allowed to come to rt (8 h). The reaction mixture was taken in CH2Cl2 and washed with water and brine. The organic layer was dried over Na2SO4 and condensed. The crude product was chromatographed over silica gel by column chromatography to provide pure ketones in high yields (Table 1). All the carbonyl compounds are either commercially available or known in literature. They were characterized by the usual spectral data and compared with authentic samples. Table 1, S. no. 1, yield 84%.",3,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""122-97-4"", ""smiles"": ""OCCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""104-53-0"", ""yield_pct"": ""84"", ""smiles"": ""O=CCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""940-71-6""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-12512697,31-480-CAS-12512697,Reaction_20251110_1415.rdf,Swern oxidation,100,,,OC[C@H]1OC[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,O=C[C@H]1OC[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,OC[C@H]1OC[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1>>O=C[C@H]1OC[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,Synthesis of aromatic C-xylosides by position inversion of glucose,"Malmberg, Jesper; Mani, Katrin; Saewen, Elin; Wiren, Anders; Ellervik, Ulf","Bioorganic & Medicinal Chemistry (2006), 14(19), 6659-6665","Synthesis of aromatic C-xylosides by position inversion of glucose | Malmberg, Jesper; Mani, Katrin; Saewen, Elin; Wiren, Anders; Ellervik, Ulf | Bioorganic & Medicinal Chemistry (2006), 14(19), 6659-6665",13121-49-8,912847-96-2,"67-68-5, 79-37-8, 121-44-8",,"75-09-2, 7732-18-5",,,,,,,4,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""13121-49-8"", ""smiles"": ""OC[C@H]1OC[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""912847-96-2"", ""yield_pct"": ""100"", ""smiles"": ""O=C[C@H]1OC[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-12552756,31-480-CAS-12552756,Reaction_20251110_1415.rdf,Swern oxidation,97,,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O>>C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Development of Odorless Thiols and Sulfides and Their Applications to Organic Synthesis,"Nishide, Kiyoharu; Ohsugi, Shin-ichi; Miyamoto, Tetsuo; Kumar, Kamal; Node, Manabu","Monatshefte fuer Chemie (2004), 135(2), 189-200","Development of Odorless Thiols and Sulfides and Their Applications to Organic Synthesis | Nishide, Kiyoharu; Ohsugi, Shin-ichi; Miyamoto, Tetsuo; Kumar, Kamal; Node, Manabu | Monatshefte fuer Chemie (2004), 135(2), 189-200",58-22-0,63-05-8,"128-09-6, 3698-89-3, 121-44-8, 7647-01-0",,"108-88-3, 7732-18-5",,,,,,"General/Typical Procedure: Typical Procedure for the New Odorless Corey-Kim Oxidation Using Dodecyl Methyl Sulfide (12) To 10 cm3 of a CH2Cl2 or toluene solution of 108 mg of N-chlorosuccinimide (0.81 mmol) 2 cm3 of a CH2Cl2 or toluene solution of 176 mg of 12 (0.81 mmol) were added dropwise at -40°C, and the resulting mixture was stirred for 30 min. A CH2Cl2 or toluene solution (2 cm3)of 50mg of benzhydrol (0.27 mmol) was added dropwise at -40°C. After the mixture was stirred for 2 h, 189 mm3 of triethylamine (1.36 mmol) were added dropwise at -40°C. After stirring for 14 h, 20 cm3 of H2O were added to the reaction mixture. The mixture was neutralised with 0.5 cm3 of 1 N HCl, followed by extraction of the aqueous layer with 3 x40 cm3 of CHCl3 or 3 x40 cm3 of EtOAc. The combined organic layer was washed with brine, dried (Na2SO4), filtered, and concentrated in vacuo. Silica gel chromatography of the residue (n-hexane=EtOAc =40=1). 47 mg of benzophenone (95% in CH2Cl2) or 49 mg (98% in toluene).",4,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""58-22-0"", ""smiles"": ""C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O""}]","[{""index"": 1, ""cas_rn"": ""63-05-8"", ""yield_pct"": ""97"", ""smiles"": ""C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""3698-89-3""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-reagent, Corey-Kim oxidn., alternate solvent gives similar yield",
31-480-CAS-12587720,31-480-CAS-12587720,Reaction_20251110_1415.rdf,Swern oxidation,93,,,CCCCCCCCC[C@@H](O)[C@@](Cl)(CCC)S(=O)c1ccccc1,CCCCCCCCCC(=O)C(Cl)(CCC)S(=O)c1ccccc1,CCCCCCCCC[C@@H](O)[C@@](Cl)(CCC)S(=O)c1ccccc1>>CCCCCCCCCC(=O)C(Cl)(CCC)S(=O)c1ccccc1,"α,β-Epoxy sulfoxides as useful intermediates in organic synthesis. XIX. Reduction of β-keto sulfoxides having an alkyl group and a chlorine atom on the α-carbon: a synthesis of (E)-α,β-epoxy sulfoxides","Satoh, Tsuyoshi; Sugimoto, Atsushi; Yamakawa, Koji","Chemical & Pharmaceutical Bulletin (1989), 37(1), 184-6","α,β-Epoxy sulfoxides as useful intermediates in organic synthesis. XIX. Reduction of β-keto sulfoxides having an alkyl group and a chlorine atom on the α-carbon: a synthesis of (E)-α,β-epoxy sulfoxides | Satoh, Tsuyoshi; Sugimoto, Atsushi; Yamakawa, Koji | Chemical & Pharmaceutical Bulletin (1989), 37(1), 184-6",122210-55-3,122128-98-7,,,75-09-2,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""122210-55-3"", ""smiles"": ""CCCCCCCCC[C@@H](O)[C@@](Cl)(CCC)S(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""122128-98-7"", ""yield_pct"": ""93"", ""smiles"": ""CCCCCCCCCC(=O)C(Cl)(CCC)S(=O)c1ccccc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Swern reagent,
31-480-CAS-12643968,31-480-CAS-12643968,Reaction_20251110_1415.rdf,Swern oxidation,88,,,CCOC(=O)C[C@H]1C[C@@H](O)CN1CCC=C(c1sccc1C)c1sccc1C,CCOC(=O)C[C@H]1CC(=O)CN1CCC=C(c1sccc1C)c1sccc1C,CCOC(=O)C[C@H]1C[C@@H](O)CN1CCC=C(c1sccc1C)c1sccc1C>>CCOC(=O)C[C@H]1CC(=O)CN1CCC=C(c1sccc1C)c1sccc1C,Synthesis and biological evaluation of 4-hydroxy-4-(4-methoxyphenyl)-substituted proline and pyrrolidin-2-ylacetic acid derivatives as GABA uptake inhibitors,"Zhao, Xueqing; Pabel, Joerg; Hoefner, Georg C.; Wanner, Klaus T.","Bioorganic & Medicinal Chemistry (2013), 21(2), 470-484","Synthesis and biological evaluation of 4-hydroxy-4-(4-methoxyphenyl)-substituted proline and pyrrolidin-2-ylacetic acid derivatives as GABA uptake inhibitors | Zhao, Xueqing; Pabel, Joerg; Hoefner, Georg C.; Wanner, Klaus T. | Bioorganic & Medicinal Chemistry (2013), 21(2), 470-484",850741-52-5,1418177-95-3,"67-68-5, 79-37-8, 121-44-8, 1310-73-2",,"75-09-2, 7732-18-5",,,,,,,4,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""850741-52-5"", ""smiles"": ""CCOC(=O)C[C@H]1C[C@@H](O)CN1CCC=C(c1sccc1C)c1sccc1C""}]","[{""index"": 1, ""cas_rn"": ""1418177-95-3"", ""yield_pct"": ""88"", ""smiles"": ""CCOC(=O)C[C@H]1CC(=O)CN1CCC=C(c1sccc1C)c1sccc1C""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""1310-73-2""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","dropwise addition of DMSO stage 1, Swern oxidation",
