reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-10398780,31-006-CAS-10398780,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,91,,,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1,CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1>>CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,"Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester","Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K.","Chemistry and Physics of Lipids (1997), 85(2), 101-106","Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester | Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K. | Chemistry and Physics of Lipids (1997), 85(2), 101-106",10038-16-1,188955-58-0,937-14-4,,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""10038-16-1"", ""smiles"": ""CCCCCCc1ccc(CCCCCCCC(=O)OC)o1""}]","[{""index"": 1, ""cas_rn"": ""188955-58-0"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-279-CAS-9105400,31-279-CAS-9105400,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,75,,,C=CC1=CC[C@@H](C(=C)C)CC1,C=CC12CCC(C(=C)C)CC1O2.C=C(C)C1CC=C(C2CO2)CC1,C=CC1=CC[C@@H](C(=C)C)CC1>>C=CC12CCC(C(=C)C)CC1O2.C=C(C)C1CC=C(C2CO2)CC1,Is hole transfer involved in metalloporphyrin-catalyzed epoxidation?,"Kim, Taisun; Mirafzal, Gholam A.; Liu, Jianping; Bauld, Nathan L.","Journal of the American Chemical Society (1993), 115(17), 7653-64","Is hole transfer involved in metalloporphyrin-catalyzed epoxidation? | Kim, Taisun; Mirafzal, Gholam A.; Liu, Jianping; Bauld, Nathan L. | Journal of the American Chemical Society (1993), 115(17), 7653-64",118575-87-4,"133374-25-1, 151322-29-1","536-80-1, 7727-37-9",32195-55-4,75-09-2,,,,,,,1,1,75,25,,,,,,"{""1"": 75, ""2"": 25}","[{""index"": 1, ""cas_rn"": ""118575-87-4"", ""smiles"": ""C=CC1=CC[C@@H](C(=C)C)CC1""}]","[{""index"": 1, ""cas_rn"": ""133374-25-1"", ""yield_pct"": ""75"", ""smiles"": ""C=CC12CCC(C(=C)C)CC1O2""}, {""index"": 2, ""cas_rn"": ""151322-29-1"", ""yield_pct"": ""25"", ""smiles"": ""C=C(C)C1CC=C(C2CO2)CC1""}]","[{""index"": 1, ""cas_rn"": ""536-80-1""}, {""index"": 2, ""cas_rn"": ""7727-37-9""}]","[{""index"": 1, ""cas_rn"": ""32195-55-4""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-279-CAS-9153138,31-279-CAS-9153138,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,95,,,O[C@H]1C=Cc2c(ccc3c4ccccc4c4ccccc4c23)[C@@H]1O,O[C@H]1[C@H]2O[C@H]2c2c(ccc3c4ccccc4c4ccccc4c23)[C@@H]1O,O[C@H]1C=Cc2c(ccc3c4ccccc4c4ccccc4c23)[C@@H]1O>>O[C@H]1[C@H]2O[C@H]2c2c(ccc3c4ccccc4c4ccccc4c23)[C@@H]1O,"Synthesis of optically active fjord-region 11,12-diol 13,14-epoxides and the K-region 9,10-oxide of the carcinogen benzo[g]chrysene","Bushman, Daniel R.; Grossman, Scott J.; Jerina, Donald M.; Lehr, Roland E.","Journal of Organic Chemistry (1989), 54(15), 3533-44","Synthesis of optically active fjord-region 11,12-diol 13,14-epoxides and the K-region 9,10-oxide of the carcinogen benzo[g]chrysene | Bushman, Daniel R.; Grossman, Scott J.; Jerina, Donald M.; Lehr, Roland E. | Journal of Organic Chemistry (1989), 54(15), 3533-44",122090-56-6,119479-47-9,937-14-4,,109-99-9,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""122090-56-6"", ""smiles"": ""O[C@H]1C=Cc2c(ccc3c4ccccc4c4ccccc4c23)[C@@H]1O""}]","[{""index"": 1, ""cas_rn"": ""119479-47-9"", ""yield_pct"": ""95"", ""smiles"": ""O[C@H]1[C@H]2O[C@H]2c2c(ccc3c4ccccc4c4ccccc4c23)[C@@H]1O""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-279-CAS-9226215,31-279-CAS-9226215,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,-78.0,0.5,CC(=O)Oc1ccc2c(C)c(C)oc2c1,CC(=O)Oc1ccc2c(c1)OC1(C)OC21C,CC(=O)Oc1ccc2c(C)c(C)oc2c1>>CC(=O)Oc1ccc2c(c1)OC1(C)OC21C,Dioxirane oxidations of compounds other than alkenes,"Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha","Organic Reactions (Hoboken, NJ, United States) (2007), 691-346","Dioxirane oxidations of compounds other than alkenes | Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha | Organic Reactions (Hoboken, NJ, United States) (2007), 691-346",58236-96-7,1452770-58-9,113934-12-6,,666-52-4,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""58236-96-7"", ""smiles"": ""CC(=O)Oc1ccc2c(C)c(C)oc2c1""}]","[{""index"": 1, ""cas_rn"": ""1452770-58-9"", ""yield_pct"": ""100"", ""smiles"": ""CC(=O)Oc1ccc2c(c1)OC1(C)OC21C""}]","[{""index"": 1, ""cas_rn"": ""113934-12-6""}]",[],"[{""index"": 1, ""cas_rn"": ""666-52-4""}]","DMD-d6/N2, Acetone-d6, -78 C/0.5 h., Dioxirane oxidations, Arenes, Heteroatom substrates, Mechanism, Method comparison, Experimental procedures",
31-279-CAS-9280359,31-279-CAS-9280359,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,93,,,C1=C(c2ccccc2)CCCC1,c1ccc([C@@]23CCCC[C@@H]2O3)cc1,C1=C(c2ccccc2)CCCC1>>c1ccc([C@@]23CCCC[C@@H]2O3)cc1,New Insights in the Mechanism of Amine Catalyzed Epoxidation: Dual Role of Protonated Ammonium Salts as Both Phase Transfer Catalysts and Activators of Oxone,"Aggarwal, Varinder K.; Lopin, Chrystel; Sandrinelli, Franck","Journal of the American Chemical Society (2003), 125(25), 7596-7601","New Insights in the Mechanism of Amine Catalyzed Epoxidation: Dual Role of Protonated Ammonium Salts as Both Phase Transfer Catalysts and Activators of Oxone | Aggarwal, Varinder K.; Lopin, Chrystel; Sandrinelli, Franck | Journal of the American Chemical Society (2003), 125(25), 7596-7601",771-98-2,5775-23-5,"110-86-1, 144-55-8, 37222-66-5",188398-87-0,"75-05-8, 7732-18-5",,,,,,"General/Typical Procedure: Typical experimental procedure for the epoxidation reactions described in Table 1, Table 3 and Scheme 10: The reaction was carried out in a flat bottomed glass vial (diameter 15mm) equipped with a magnetic stirrer flea. In the vial, were placed the amine 1 or the hydrochloride salt of amine 1, 2, 3, 7 or 8 (5 or 10 mol %, 0.0212 or 0.042 mmol), and 1-phenylcyclohexene (67 mg, 0.424 mmol). The mixture was dissolved in CH3CN/H2O (0.5 mL) and pyridine (0.5 eq., 0.212 mmol, 17 μL) was added followed by finely ground NaHCO3 (356 mg, 4.24 mmol) and Oxone® (521 mg, 0.848 mmol). The reaction was stirred at room temperature or at -10°C and followed by TLC. If the reaction was not complete, stirring was continued for a maximum of 2 hours. Salts were removed by filtration with a sinter over MgSO4. The cake was washed with CH2Cl2 (25 mL). When the reaction was performed at -10°C (Table 1, entries 4, 7 and 9), the organic phase was extracted with a saturated solution of NaHCO3 (to recover the amine). After evaporation of the dried organic phase, the crude mixture was analyzed by 1H NMR. Yields and conversions are determined by 1H NMR relative to an internal standard (para-dimethoxybenzene). The enantioselectivities were determined by chiral GC using a α-CD column. (S,S)-1-phenylcyclohexene oxide[4], yield 93%. 1H NMR (400 MHz, CDCl3, 25 °C): = 1.20-1.71 (m, 4H; CH2), 1.92-2.38 (m, 4H; CH2), 3.01 (m, 1H; CHO), 7.21-7.53 (m, 5H; aromatic H). The absolute configuration was determined by comparing the measured optical rotation with the reported one: [α]D20 = -54.8 (c = 0.47 in toluene) [lit.[5] for the (R,R)-1-phenylcyclohex-1-ene oxide: [α]D25 = +116.7 (c = 1.21 in benzene) for 98% ee].",1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""771-98-2"", ""smiles"": ""C1=C(c2ccccc2)CCCC1""}]","[{""index"": 1, ""cas_rn"": ""5775-23-5"", ""yield_pct"": ""93"", ""smiles"": ""c1ccc([C@@]23CCCC[C@@H]2O3)cc1""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""144-55-8""}, {""index"": 3, ""cas_rn"": ""37222-66-5""}]","[{""index"": 1, ""cas_rn"": ""188398-87-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","stereoselective, yield depends on time",
31-279-CAS-9318347,31-279-CAS-9318347,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,C=C(C)c1ccccc1,CC1(c2ccccc2)CO1,C=C(C)c1ccccc1>>CC1(c2ccccc2)CO1,"Isomeric Complexes of [RuII(trpy)(L)Cl] (trpy = 2,2':6',2''-Terpyridine and HL = Quinaldic Acid): Preference of Isomeric Structural Form in Catalytic Chemoselective Epoxidation Process","Dutta Chowdhury, Abhishek; Das, Amit; K, Irshad; Mobin, Shaikh M.; Lahiri, Goutam Kumar","Inorganic Chemistry (2011), 50(5), 1775-1785","Isomeric Complexes of [RuII(trpy)(L)Cl] (trpy = 2,2':6',2''-Terpyridine and HL = Quinaldic Acid): Preference of Isomeric Structural Form in Catalytic Chemoselective Epoxidation Process | Dutta Chowdhury, Abhishek; Das, Amit; K, Irshad; Mobin, Shaikh M.; Lahiri, Goutam Kumar | Inorganic Chemistry (2011), 50(5), 1775-1785",98-83-9,2085-88-3,7722-84-1,1263432-15-0,64-17-5,,,,,,"General/Typical Procedure: General Procedure for Catalytic Epoxidation Study. In a typical reaction, the catalyst (0.025 mmol) in 3 mL of solvent (EtOH or tert-amyl alcohol or CH2Cl2 or CH3CN)was placed in a 25 mL Schlenk tube and stirred for 10min at 298K.The respective olefins (0.5 mmol) and dodecane (GCinternal standard) were then added into the catalyst solution under stirring conditions. The oxidant (3 equiv of 30% H2O2 or 1.5 equiv of TBHP or 1.2 equiv of 50% m-CPBA in 3mL of respective solvents) was added over a period of 8 h through a syringe pump. The percent yield and percent conversion were determined using the GC technique using respective standard product samples or using 1HNMR.",1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""98-83-9"", ""smiles"": ""C=C(C)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2085-88-3"", ""yield_pct"": ""100"", ""smiles"": ""CC1(c2ccccc2)CO1""}]","[{""index"": 1, ""cas_rn"": ""7722-84-1""}]","[{""index"": 1, ""cas_rn"": ""1263432-15-0""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","Schlenk tube used, optimization study, optimized on catalyst, reagent, solvent and catalyst to reactant ratio, mechanism studied",
31-279-CAS-9323252,31-279-CAS-9323252,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,99,,,O=C(O)C=Cc1ccc(Br)cc1,O=C(O)C1OC1c1ccc(Br)cc1,O=C(O)C=Cc1ccc(Br)cc1>>O=C(O)C1OC1c1ccc(Br)cc1,A versatile method of epoxide formation with the support of peroxy ionic liquids,"Zawadzki, Przemyslaw; Matuszek, Karolina; Czardybon, Wojciech; Chrobok, Anna","New Journal of Chemistry (2015), 39(7), 5282-5286","A versatile method of epoxide formation with the support of peroxy ionic liquids | Zawadzki, Przemyslaw; Matuszek, Karolina; Czardybon, Wojciech; Chrobok, Anna | New Journal of Chemistry (2015), 39(7), 5282-5286",1200-07-3,779323-72-7,"144-55-8, 421-50-1, 1505450-88-3, 7647-01-0",,7732-18-5,,,,,,,2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1200-07-3"", ""smiles"": ""O=C(O)C=Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""779323-72-7"", ""yield_pct"": ""99"", ""smiles"": ""O=C(O)C1OC1c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""421-50-1""}, {""index"": 3, ""cas_rn"": ""1505450-88-3""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","regioselective, ionic liquid used, optimization study, optimized on reaction conditions, amount of TFA and additive, ionic liquid also act as solvent",
31-279-CAS-9359022,31-279-CAS-9359022,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,95,,,C=Cc1ccccc1,c1ccc(C2CO2)cc1,C=Cc1ccccc1>>c1ccc(C2CO2)cc1,Epoxidation reaction with m-chloroperoxybenzoic acid in water,"Fringuelli, Francesco; Germani, Raimondo; Pizzo, Ferdinando; Savelli, Gianfranco","Tetrahedron Letters (1989), 30(11), 1427-8","Epoxidation reaction with m-chloroperoxybenzoic acid in water | Fringuelli, Francesco; Germani, Raimondo; Pizzo, Ferdinando; Savelli, Gianfranco | Tetrahedron Letters (1989), 30(11), 1427-8",100-42-5,96-09-3,"144-55-8, 937-14-4",,7732-18-5,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""100-42-5"", ""smiles"": ""C=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""96-09-3"", ""yield_pct"": ""95"", ""smiles"": ""c1ccc(C2CO2)cc1""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,
31-279-CAS-9398159,31-279-CAS-9398159,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,99,,,O=C(/C=C/c1ccccc1)c1ccc(F)cc1,O=C(c1ccc(F)cc1)[C@H]1O[C@@H]1c1ccccc1,O=C(/C=C/c1ccccc1)c1ccc(F)cc1>>O=C(c1ccc(F)cc1)[C@H]1O[C@@H]1c1ccccc1,"Asymmetric catalytic epoxidation of α,β-unsaturated carbonyl compounds with hydrogen peroxide: Additive-free and wide substrate scope","Chu, Yangyang; Liu, Xiaohua; Li, Wei; Hu, Xiaolei; Lin, Lili; Feng, Xiaoming","Chemical Science (2012), 3(6), 1996-2000","Asymmetric catalytic epoxidation of α,β-unsaturated carbonyl compounds with hydrogen peroxide: Additive-free and wide substrate scope | Chu, Yangyang; Liu, Xiaohua; Li, Wei; Hu, Xiaolei; Lin, Lili; Feng, Xiaoming | Chemical Science (2012), 3(6), 1996-2000",22966-25-2,249930-39-0,7722-84-1,"144026-79-9, 1000051-40-0","109-99-9, 7732-18-5",,,,,,,2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""22966-25-2"", ""smiles"": ""O=C(/C=C/c1ccccc1)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""249930-39-0"", ""yield_pct"": ""99"", ""smiles"": ""O=C(c1ccc(F)cc1)[C@H]1O[C@@H]1c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7722-84-1""}]","[{""index"": 1, ""cas_rn"": ""144026-79-9""}, {""index"": 2, ""cas_rn"": ""1000051-40-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-reagent, stereoselective, reaction is not sensitive to air and moisture, 97% ee",
31-279-CAS-9429906,31-279-CAS-9429906,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,95,,,C=CCc1ccc(O[Si](C)(C)C(C)(C)C)cc1,CC(C)(C)[Si](C)(C)Oc1ccc(CC2CO2)cc1,C=CCc1ccc(O[Si](C)(C)C(C)(C)C)cc1>>CC(C)(C)[Si](C)(C)Oc1ccc(CC2CO2)cc1,"Oxidative 1,2- and 1,3-alkyl shift processes: Developments and applications in synthesis","Guerard, Kimiaka C.; Guerinot, Amandine; Bouchard-Aubin, Cloe; Menard, Marc-Andre; Lepage, Mathieu; Beaulieu, Marc Andre; Canesi, Sylvain","Journal of Organic Chemistry (2012), 77(5), 2121-2133","Oxidative 1,2- and 1,3-alkyl shift processes: Developments and applications in synthesis | Guerard, Kimiaka C.; Guerinot, Amandine; Bouchard-Aubin, Cloe; Menard, Marc-Andre; Lepage, Mathieu; Beaulieu, Marc Andre; Canesi, Sylvain | Journal of Organic Chemistry (2012), 77(5), 2121-2133",436146-04-2,222422-33-5,937-14-4,,"75-09-2, 7732-18-5",,,,,,"To a solution of the alkene (1.019 g, 4.11 mmol, 1 equiv) in CH2Cl2 (12 mL) at 0 °C was added m-CPBA (70% in water, 1.3 g, 5.34 mmol, 1.3 equiv). The reaction mixture was allowed to warm to room temperature, and after 9 h, a saturated aqueous solution of NaHCO3 was added. The phases were separated, and the aqueous layer was extracted with EtOAc (3 × 10 mL). The combined organic layers were dried over Na2SO4 and filtered, and the solvent was evaporated under vacuo. The residue was purified by flash chromatography on silica gel (hexanes/EtOAc 100/0 to 95/5) to give the corresponding epoxide. tert-Butyldimethyl(4-(oxiran-2-ylmethyl)phenoxy)silane (66), (936 mg, 86%), pale yellow oil 1H NMR (300 MHz, CDCl3) δ 7.10 (d, 2H, J = 8.4 Hz), 6.79 (d, 2H, J = 8.4 Hz), 5.95 (m, 1H), 3.12 (m, 1H), 2.86 (dd, 1H, J = 14.6, 5.5 Hz), 2.78 (t, 2H, J = 5.0 Hz), 2.75 (dd, 1H, J = 14.6, 5.5 Hz), 2.53 (dd, 1H, J = 2.6, 5.0 Hz), 0.99 (s, 9H), 0.20 (s, 6H); 13C NMR (75 MHz, CDCl3) δ 154.3, 129.8, 129.7, 120.0, 52.5, 46.7, 37.8, 25.6, 18.1, −4.4; HRMS (ESI) calcd for C15H25O2Si (M + H)+ 265.1618, found 265.1626.",1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""436146-04-2"", ""smiles"": ""C=CCc1ccc(O[Si](C)(C)C(C)(C)C)cc1""}]","[{""index"": 1, ""cas_rn"": ""222422-33-5"", ""yield_pct"": ""95"", ""smiles"": ""CC(C)(C)[Si](C)(C)Oc1ccc(CC2CO2)cc1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-279-CAS-9434059,31-279-CAS-9434059,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,73,,,O=C/C=C/c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc([C@H]2O[C@@H]2CO)cc1,O=C/C=C/c1ccc([N+](=O)[O-])cc1>>O=[N+]([O-])c1ccc([C@H]2O[C@@H]2CO)cc1,"Amine-catalyzed asymmetric epoxidation of α,β-unsaturated aldehydes","Zhao, Gui-Ling; Ibrahem, Ismail; Sunden, Henrik; Cordova, Armando","Advanced Synthesis & Catalysis (2007), 349(7), 1210-1224","Amine-catalyzed asymmetric epoxidation of α,β-unsaturated aldehydes | Zhao, Gui-Ling; Ibrahem, Ismail; Sunden, Henrik; Cordova, Armando | Advanced Synthesis & Catalysis (2007), 349(7), 1210-1224",49678-08-2,37141-32-5,"124-43-6, 16940-66-2, 12125-02-9",848821-58-9,"67-66-3, 7732-18-5, 67-56-1, 141-78-6",,,,,,,3,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""49678-08-2"", ""smiles"": ""O=C/C=C/c1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""37141-32-5"", ""yield_pct"": ""73"", ""smiles"": ""O=[N+]([O-])c1ccc([C@H]2O[C@@H]2CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""124-43-6""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""848821-58-9""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""67-56-1""}, {""index"": 4, ""cas_rn"": ""141-78-6""}]","stereoselective, optimization study, optimized on oxidant for stereoselectivity",
31-279-CAS-951230,31-279-CAS-951230,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,72,,,CC(C)=CC=O.[CH3][Zn][CH3],C[C@H](O)[C@H]1OC1(C)C,CC(C)=CC=O.[CH3][Zn][CH3]>>C[C@H](O)[C@H]1OC1(C)C,Highly Enantio- and Diastereoselective One-Pot Synthesis of Acyclic Epoxy Alcohols and Allylic Epoxy Alcohols,"Kelly, Ann Rowley; Lurain, Alice E.; Walsh, Patrick J.","Journal of the American Chemical Society (2005), 127(42), 14668-14674","Highly Enantio- and Diastereoselective One-Pot Synthesis of Acyclic Epoxy Alcohols and Allylic Epoxy Alcohols | Kelly, Ann Rowley; Lurain, Alice E.; Walsh, Patrick J. | Journal of the American Chemical Society (2005), 127(42), 14668-14674","107-86-8, 544-97-8",113427-31-9,"75-91-2, 12125-02-9","122833-60-7, 546-68-9","110-54-3, 75-09-2, 124-18-5, 7732-18-5",,,,,,"General/Typical Procedure: General Procedure D: Epoxidation with Ti(OiPr)4 and TBHP. A 10 mL Schlenk flask was charged with (-)-MIB (4.8 mg, 0.020 mmol) and 2 mL of hexanes and cooled to 0 °C. A hexanes solution of Et2Zn (0.75 mL, 2.0 M) was added, followed by addition of 2-ethylpropenal (49 μL, 0.5 mmol) dropwise. The reaction was stirred at 0 °C for 20 h until alkyl addition was complete by TLC, then the reaction flask was cooled to -20 °C. A solution of Ti(OiPr)4 in dichloromethane (100 μL, 1.0 M) was added, followed by dropwise, careful addition of a decane solution of TBHP (0.45 mL, 5.5 M). The reaction continued to stir at -20 °C for 8 h. It was then quenched with 4 mL saturated aq NH4Cl, allowed to stir for 30 min at room temp, and poured into a separatory funnel with a solution of Na2S2O4. The organic and aqueous layers were separated, and the aqueous layer was extracted with diethyl ether (3 X 5 mL). The combined organic layers were then washed with 5 mL brine and 5 mL H2O and dried over MgSO4. The filtrate was concentrated in vacuo, and the residue was chromatographed on silica (10% ethyl acetate in hexanes) to afford the title compound as a colorless oil in 65% yield (42 mg, 0.32 mmol).",3,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""107-86-8"", ""smiles"": ""CC(C)=CC=O""}, {""index"": 2, ""cas_rn"": ""544-97-8"", ""smiles"": ""[CH3][Zn][CH3]""}]","[{""index"": 1, ""cas_rn"": ""113427-31-9"", ""yield_pct"": ""72"", ""smiles"": ""C[C@H](O)[C@H]1OC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}, {""index"": 2, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""122833-60-7""}, {""index"": 2, ""cas_rn"": ""546-68-9""}]","[{""index"": 1, ""cas_rn"": ""110-54-3""}, {""index"": 2, ""cas_rn"": ""75-09-2""}, {""index"": 3, ""cas_rn"": ""124-18-5""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]","stereoselective, enantioselective",
31-279-CAS-9512683,31-279-CAS-9512683,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,-78.0,0.5,Cc1oc2ccccc2c1C,CC12Oc3ccccc3C1(C)O2,Cc1oc2ccccc2c1C>>CC12Oc3ccccc3C1(C)O2,Dioxirane oxidations of compounds other than alkenes,"Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha","Organic Reactions (Hoboken, NJ, United States) (2007), 691-346","Dioxirane oxidations of compounds other than alkenes | Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha | Organic Reactions (Hoboken, NJ, United States) (2007), 691-346",3782-00-1,131588-87-9,113934-12-6,,666-52-4,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""3782-00-1"", ""smiles"": ""Cc1oc2ccccc2c1C""}]","[{""index"": 1, ""cas_rn"": ""131588-87-9"", ""yield_pct"": ""100"", ""smiles"": ""CC12Oc3ccccc3C1(C)O2""}]","[{""index"": 1, ""cas_rn"": ""113934-12-6""}]",[],"[{""index"": 1, ""cas_rn"": ""666-52-4""}]","DMD-d6/N2, Acetone-d6, -78 C/0.5 h., Dioxirane oxidations, Arenes, Heteroatom substrates, Mechanism, Method comparison, Experimental procedures",
31-279-CAS-9545927,31-279-CAS-9545927,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,20.0,3.0,Cc1ccc2c(C)c(C)oc2c1,Cc1ccc2c(c1)OC1(C)OC21C,Cc1ccc2c(C)c(C)oc2c1>>Cc1ccc2c(c1)OC1(C)OC21C,Dioxirane oxidations of compounds other than alkenes,"Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha","Organic Reactions (Hoboken, NJ, United States) (2007), 691-346","Dioxirane oxidations of compounds other than alkenes | Adam, Waldemar; Zhao, Cong-Gui; Jakka, Kavitha | Organic Reactions (Hoboken, NJ, United States) (2007), 691-346",7137-22-6,136795-93-2,74087-85-7,,"67-64-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""7137-22-6"", ""smiles"": ""Cc1ccc2c(C)c(C)oc2c1""}]","[{""index"": 1, ""cas_rn"": ""136795-93-2"", ""yield_pct"": ""100"", ""smiles"": ""Cc1ccc2c(c1)OC1(C)OC21C""}]","[{""index"": 1, ""cas_rn"": ""74087-85-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-64-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","DMD/N2, Acetone/CH2Cl2, -78 to 20 C/0.5 to 3 h., Wet dichloromethane used, Dioxirane oxidations, Arenes, Heteroatom substrates, Mechanism, Method comparison, Experimental procedures",
