reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-10398780,31-006-CAS-10398780,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,91,,,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1,CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,CCCCCCc1ccc(CCCCCCCC(=O)OC)o1>>CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC,"Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester","Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K.","Chemistry and Physics of Lipids (1997), 85(2), 101-106","Ultrasonically stimulated oxidation reactions of 2,5-disubstituted C18 furanoid fatty ester | Lie Ken Jie, Marcel S. F.; Kysar Mohammed, Pasha; Lam, C. K. | Chemistry and Physics of Lipids (1997), 85(2), 101-106",10038-16-1,188955-58-0,937-14-4,,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""10038-16-1"", ""smiles"": ""CCCCCCc1ccc(CCCCCCCC(=O)OC)o1""}]","[{""index"": 1, ""cas_rn"": ""188955-58-0"", ""yield_pct"": ""91"", ""smiles"": ""CCCCCCC(=O)[C@H]1O[C@H]1C(=O)CCCCCCCC(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-279-CAS-12081364,31-279-CAS-12081364,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,97,,,CC1(C)C=Cc2cc(C#N)ccc2O1,CC1(C)Oc2ccc(C#N)cc2[C@H]2O[C@H]21,CC1(C)C=Cc2cc(C#N)ccc2O1>>CC1(C)Oc2ccc(C#N)cc2[C@H]2O[C@H]21,Asymmetric epoxidation of styrene and chromenes catalyzed by dimeric chiral (pyrrolidine salen)Mn(III) complexes,"Wang, Dongping; Wang, Mei; Zhang, Rong; Wang, Xiuna; Gao, Aiping; Ma, Jia; Sun, Licheng","Applied Catalysis, A: General (2006), 315120-127","Asymmetric epoxidation of styrene and chromenes catalyzed by dimeric chiral (pyrrolidine salen)Mn(III) complexes | Wang, Dongping; Wang, Mei; Zhang, Rong; Wang, Xiuna; Gao, Aiping; Ma, Jia; Sun, Licheng | Applied Catalysis, A: General (2006), 315120-127",33143-29-2,114926-03-3,"937-14-4, 7529-22-8",918797-07-6,75-09-2,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""33143-29-2"", ""smiles"": ""CC1(C)C=Cc2cc(C#N)ccc2O1""}]","[{""index"": 1, ""cas_rn"": ""114926-03-3"", ""yield_pct"": ""97"", ""smiles"": ""CC1(C)Oc2ccc(C#N)cc2[C@H]2O[C@H]21""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}, {""index"": 2, ""cas_rn"": ""7529-22-8""}]","[{""index"": 1, ""cas_rn"": ""918797-07-6""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","stereoselective, yield depends on amount of catalyst and time",
31-279-CAS-1213041,31-279-CAS-1213041,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,72,,,C=CCCCCCCCCCOc1ccc(C(C)=O)c(O)c1,CC(=O)c1ccc(OCCCCCCCCCC2CO2)cc1O,C=CCCCCCCCCCOc1ccc(C(C)=O)c(O)c1>>CC(=O)c1ccc(OCCCCCCCCCC2CO2)cc1O,Novel squalene-hopene cyclase inhibitors derived from hydroxycoumarins and hydroxyacetophenones,"Cravotto, Giancarlo; Balliano, Gianni; Tagliapietra, Silvia; Oliaro-Bosso, Simonetta; Nano, Gian Mario","Chemical & Pharmaceutical Bulletin (2004), 52(10), 1171-1174","Novel squalene-hopene cyclase inhibitors derived from hydroxycoumarins and hydroxyacetophenones | Cravotto, Giancarlo; Balliano, Gianni; Tagliapietra, Silvia; Oliaro-Bosso, Simonetta; Nano, Gian Mario | Chemical & Pharmaceutical Bulletin (2004), 52(10), 1171-1174",835874-05-0,835874-06-1,127-09-3,,75-09-2,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""835874-05-0"", ""smiles"": ""C=CCCCCCCCCCOc1ccc(C(C)=O)c(O)c1""}]","[{""index"": 1, ""cas_rn"": ""835874-06-1"", ""yield_pct"": ""72"", ""smiles"": ""CC(=O)c1ccc(OCCCCCCCCCC2CO2)cc1O""}]","[{""index"": 1, ""cas_rn"": ""127-09-3""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-279-CAS-12139323,31-279-CAS-12139323,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,94,,,C=Cc1ccccc1,c1ccc([C@@H]2CO2)cc1,C=Cc1ccccc1>>c1ccc([C@@H]2CO2)cc1,Asymmetric epoxidation of styrene and chromenes catalyzed by dimeric chiral (pyrrolidine salen)Mn(III) complexes,"Wang, Dongping; Wang, Mei; Zhang, Rong; Wang, Xiuna; Gao, Aiping; Ma, Jia; Sun, Licheng","Applied Catalysis, A: General (2006), 315120-127","Asymmetric epoxidation of styrene and chromenes catalyzed by dimeric chiral (pyrrolidine salen)Mn(III) complexes | Wang, Dongping; Wang, Mei; Zhang, Rong; Wang, Xiuna; Gao, Aiping; Ma, Jia; Sun, Licheng | Applied Catalysis, A: General (2006), 315120-127",100-42-5,20780-53-4,"937-14-4, 7529-22-8",918797-06-5,75-09-2,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""100-42-5"", ""smiles"": ""C=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""20780-53-4"", ""yield_pct"": ""94"", ""smiles"": ""c1ccc([C@@H]2CO2)cc1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}, {""index"": 2, ""cas_rn"": ""7529-22-8""}]","[{""index"": 1, ""cas_rn"": ""918797-06-5""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","stereoselective, yield depends on amount of catalyst and time",
31-279-CAS-12219775,31-279-CAS-12219775,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,15,,,C=Cc1ccccc1,c1ccc(C2CO2)cc1.O=Cc1ccccc1.O=CCc1ccccc1,C=Cc1ccccc1>>c1ccc(C2CO2)cc1.O=Cc1ccccc1.O=CCc1ccccc1,"Catalytic hydrocarbon oxidation by iron complex of 5,10,15-tris(difluorophenyl)corrole via activation of hydroperoxides","Pariyar, Anand; Bose, Suranjana; Biswas, Achintesh Narayan; Das, Purak; Bandyopadhyay, Pinaki","Catalysis Communications (2013), 3223-27","Catalytic hydrocarbon oxidation by iron complex of 5,10,15-tris(difluorophenyl)corrole via activation of hydroperoxides | Pariyar, Anand; Bose, Suranjana; Biswas, Achintesh Narayan; Das, Purak; Bandyopadhyay, Pinaki | Catalysis Communications (2013), 3223-27",100-42-5,"96-09-3, 100-52-7, 122-78-1",,"110-05-4, 1423169-89-4",75-05-8,,,,,,,1,1,15,81,3,,,,,"{""1"": 15, ""2"": 81, ""3"": 3}","[{""index"": 1, ""cas_rn"": ""100-42-5"", ""smiles"": ""C=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""96-09-3"", ""yield_pct"": ""15"", ""smiles"": ""c1ccc(C2CO2)cc1""}, {""index"": 2, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""81"", ""smiles"": ""O=Cc1ccccc1""}, {""index"": 3, ""cas_rn"": ""122-78-1"", ""yield_pct"": ""3"", ""smiles"": ""O=CCc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""110-05-4""}, {""index"": 2, ""cas_rn"": ""1423169-89-4""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","alternative preparation shown, alternative reaction conditions shown, reaction run under air, selective oxidation",
31-279-CAS-1224467,31-279-CAS-1224467,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,70,,,O=C(/C=C/c1ccccc1)c1ccc(Cl)cc1,O=C(c1ccc(Cl)cc1)[C@@H]1O[C@H]1c1ccccc1,O=C(/C=C/c1ccccc1)c1ccc(Cl)cc1>>O=C(c1ccc(Cl)cc1)[C@@H]1O[C@H]1c1ccccc1,Bifunctional Nanocrystalline MgO for Chiral Epoxy Ketones via Claisen-Schmidt Condensation-Asymmetric Epoxidation Reactions,"Choudary, Boyapati M.; Kantam, Mannepalli L.; Ranganath, Kalluri V. S.; Mahendar, Koosam; Sreedhar, Bojja","Journal of the American Chemical Society (2004), 126(11), 3396-3397","Bifunctional Nanocrystalline MgO for Chiral Epoxy Ketones via Claisen-Schmidt Condensation-Asymmetric Epoxidation Reactions | Choudary, Boyapati M.; Kantam, Mannepalli L.; Ranganath, Kalluri V. S.; Mahendar, Koosam; Sreedhar, Bojja | Journal of the American Chemical Society (2004), 126(11), 3396-3397",22966-22-9,130007-85-1,"75-91-2, 12125-02-9","87-91-2, 1309-48-4","108-88-3, 109-99-9, 7732-18-5",,,,,,"General/Typical Procedure: General procedure for the preparation of chiral epoxide: Chalcone (0.500 g, 2.5 mmol), TBHP (3.7 M in toluene, 4.0 mL, 15mmol), NAP-MgO (0.200 g), and (+)-diethyl tartrate (0.047l g, 0.275 mmol) were placed under nitrogen atmosphere in a dry 50 mL flask containing 15 mL of dry toluene (additional 1 mL of THF for substituted chalcones) and stirred at 25 ºC for 36 h. After completion of the reaction (monitored by TLC), the reaction mixture was centrifuged to separate the catalyst and washed with ether. The filtrate was quenched with saturated aqueous NH4Cl (10 mL), and 10% aqueous Na2SO3 (15 mL) and diethyl ether (10 mL) was added. The aqueous layer was washed with diethyl ether (3x10 mL), and the combined organic extracts were washed with saturated aqueous NaCl, dried over MgSO4, and the solvent was removed under reduced pressure. After purification by flash chromatography on silica gel using 20% ethyl acetate in petroleum ether. α,β-epoxy ketone was obtained. (+)-Diethyl tartrate can be recovered quantitatively with no observable change in enantiomeric purity from the same chromatographic column by increasing the proportion of ethyl acetate in the eluent. trans-(2R,3S)-Epoxy-1, 3-diphenylpropan-1-one. trans-(2R,3S)-Epoxy-1-(4-chlorophenyl)-3-phenylpropan-1-one. HPLC (Diacel Chiralcel OJ, 10% isopropanol in hexane, flow rate is 1mL /min). [α] 25 D -198 (c 1.0, CH2Cl2) [Lit.5 -202 (c 2.0, CH2Cl2)]; 1H NMR δ 4.21 (d, 1 H, J=1.7 Hz), 4.03 (d, 1 H, J=1.7 Hz), 7.25-8.10(m, 9 H). tR =9.3 (minor), 10.0(major).",2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""22966-22-9"", ""smiles"": ""O=C(/C=C/c1ccccc1)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""130007-85-1"", ""yield_pct"": ""70"", ""smiles"": ""O=C(c1ccc(Cl)cc1)[C@@H]1O[C@H]1c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""75-91-2""}, {""index"": 2, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""87-91-2""}, {""index"": 2, ""cas_rn"": ""1309-48-4""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, 96% ee, Sharpless oxidation",
31-279-CAS-12308748,31-279-CAS-12308748,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,C(=C\c1ccccc1)/c1ccccc1,c1ccc([C@@H]2O[C@H]2c2ccccc2)cc1,C(=C\c1ccccc1)/c1ccccc1>>c1ccc([C@@H]2O[C@H]2c2ccccc2)cc1,"Catalytic asymmetric epoxidation of unfunctionalized olefins using silica, LDH and resin-supported sulfonate-Mn(salen) complex","Choudary, B. M.; Ramani, Thekkathu; Maheswaran, H.; Prashant, Leon; Ranganath, K. V. S.; Kumar, K. Vijay","Advanced Synthesis & Catalysis (2006), 348(4 + 5), 493-498","Catalytic asymmetric epoxidation of unfunctionalized olefins using silica, LDH and resin-supported sulfonate-Mn(salen) complex | Choudary, B. M.; Ramani, Thekkathu; Maheswaran, H.; Prashant, Leon; Ranganath, K. V. S.; Kumar, K. Vijay | Advanced Synthesis & Catalysis (2006), 348(4 + 5), 493-498",103-30-0,1439-07-2,"109-02-4, 937-14-4",927889-27-8,75-05-8,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-30-0"", ""smiles"": ""C(=C\\c1ccccc1)/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1439-07-2"", ""yield_pct"": ""100"", ""smiles"": ""c1ccc([C@@H]2O[C@H]2c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""109-02-4""}, {""index"": 2, ""cas_rn"": ""937-14-4""}]","[{""index"": 1, ""cas_rn"": ""927889-27-8""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","stereoselective, Mg-Al-Cl hydrotalcite used, catalyst on Mg-Al-Cl hydrotalcite",
31-279-CAS-12368577,31-279-CAS-12368577,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,C=C(C)C(C)O,C[C@@H](O)[C@@]1(C)CO1,C=C(C)C(C)O>>C[C@@H](O)[C@@]1(C)CO1,"Diastereoselective Catalytic Epoxidation of Chiral Allylic Alcohols by the TS-1 and Ti-β Zeolites: Evidence for a Hydrogen-Bonded, Peroxy-Type Loaded Complex as Oxidizing Species","Adam, Waldemar; Corma, Avelino; Reddy, T. Indrasena; Renz, Michael","Journal of Organic Chemistry (1997), 62(11), 3631-3637","Diastereoselective Catalytic Epoxidation of Chiral Allylic Alcohols by the TS-1 and Ti-β Zeolites: Evidence for a Hydrogen-Bonded, Peroxy-Type Loaded Complex as Oxidizing Species | Adam, Waldemar; Corma, Avelino; Reddy, T. Indrasena; Renz, Michael | Journal of Organic Chemistry (1997), 62(11), 3631-3637",10473-14-0,22520-27-0,7722-84-1,7440-32-6,"75-05-8, 7732-18-5",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""10473-14-0"", ""smiles"": ""C=C(C)C(C)O""}]","[{""index"": 1, ""cas_rn"": ""22520-27-0"", ""yield_pct"": ""100"", ""smiles"": ""C[C@@H](O)[C@@]1(C)CO1""}]","[{""index"": 1, ""cas_rn"": ""7722-84-1""}]","[{""index"": 1, ""cas_rn"": ""7440-32-6""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","stereoselective, threo:erythro 56:44, Ti-β used as catalyst, other epoxidn. methods give different ratios",
31-279-CAS-1241362,31-279-CAS-1241362,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,86,,,C/C=C(\C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C,C[C@@H]1O[C@@]1(C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C.C[C@H]1O[C@]1(C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C,C/C=C(\C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C>>C[C@@H]1O[C@@]1(C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C.C[C@H]1O[C@]1(C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C,Diastereoselective reactions of the tiglic acid functionality mediated by oxazolidine chiral auxiliaries: a mechanistic comparison of DMD and m-CPBA epoxidations versus singlet oxygen and PTAD ene reactions,"Pastor, Aurelia; Adam, Waldemar; Wirth, Thomas; Toth, Gabor","European Journal of Organic Chemistry (2005), (14), 3075-3084","Diastereoselective reactions of the tiglic acid functionality mediated by oxazolidine chiral auxiliaries: a mechanistic comparison of DMD and m-CPBA epoxidations versus singlet oxygen and PTAD ene reactions | Pastor, Aurelia; Adam, Waldemar; Wirth, Thomas; Toth, Gabor | European Journal of Organic Chemistry (2005), (14), 3075-3084",265643-04-7,"265643-10-5, 265643-16-1",74087-85-7,,67-64-1,,,,,,,1,1,86,10,,,,,,"{""1"": 86, ""2"": 10}","[{""index"": 1, ""cas_rn"": ""265643-04-7"", ""smiles"": ""C/C=C(\\C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""265643-10-5"", ""yield_pct"": ""86"", ""smiles"": ""C[C@@H]1O[C@@]1(C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C""}, {""index"": 2, ""cas_rn"": ""265643-16-1"", ""yield_pct"": ""10"", ""smiles"": ""C[C@H]1O[C@]1(C)C(=O)N1[C@@H](Cc2ccccc2)C(C)(C)OC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""74087-85-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-64-1""}]","stereoselective, alternative reaction conditions shown, diastereoselectivity depends on solvent",
31-279-CAS-12419907,31-279-CAS-12419907,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,96,,,CC1(C)C=Cc2cc([N+](=O)[O-])ccc2O1,CC1(C)Oc2ccc([N+](=O)[O-])cc2[C@H]2O[C@H]21,CC1(C)C=Cc2cc([N+](=O)[O-])ccc2O1>>CC1(C)Oc2ccc([N+](=O)[O-])cc2[C@H]2O[C@H]21,Asymmetric epoxidation of styrene and chromenes catalyzed by dimeric chiral (pyrrolidine salen)Mn(III) complexes,"Wang, Dongping; Wang, Mei; Zhang, Rong; Wang, Xiuna; Gao, Aiping; Ma, Jia; Sun, Licheng","Applied Catalysis, A: General (2006), 315120-127","Asymmetric epoxidation of styrene and chromenes catalyzed by dimeric chiral (pyrrolidine salen)Mn(III) complexes | Wang, Dongping; Wang, Mei; Zhang, Rong; Wang, Xiuna; Gao, Aiping; Ma, Jia; Sun, Licheng | Applied Catalysis, A: General (2006), 315120-127",33143-28-1,134176-47-9,"1131-61-9, 7681-52-9",918797-06-5,75-09-2,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""33143-28-1"", ""smiles"": ""CC1(C)C=Cc2cc([N+](=O)[O-])ccc2O1""}]","[{""index"": 1, ""cas_rn"": ""134176-47-9"", ""yield_pct"": ""96"", ""smiles"": ""CC1(C)Oc2ccc([N+](=O)[O-])cc2[C@H]2O[C@H]21""}]","[{""index"": 1, ""cas_rn"": ""1131-61-9""}, {""index"": 2, ""cas_rn"": ""7681-52-9""}]","[{""index"": 1, ""cas_rn"": ""918797-06-5""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","stereoselective, yield depends on amount of catalyst and time",
31-279-CAS-12430836,31-279-CAS-12430836,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,C=C1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](C)[C@H]3C[C@@H]12,C[C@@H]1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@]4(CO4)[C@@H]3C[C@H]12,C=C1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](C)[C@H]3C[C@@H]12>>C[C@@H]1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@]4(CO4)[C@@H]3C[C@H]12,Structure-Activity Relationship Studies on Derivatives of Eudesmanolides from Inula helenium as Toxicants against Aedes aegypti Larvae and Adults,"Cantrell, Charles L.; Pridgeon, Julia W.; Fronczek, Frank R.; Becnel, James J.","Chemistry & Biodiversity (2010), 7(7), 1681-1697","Structure-Activity Relationship Studies on Derivatives of Eudesmanolides from Inula helenium as Toxicants against Aedes aegypti Larvae and Adults | Cantrell, Charles L.; Pridgeon, Julia W.; Fronczek, Frank R.; Becnel, James J. | Chemistry & Biodiversity (2010), 7(7), 1681-1697",1856-58-2,1245719-14-5,937-14-4,,75-09-2,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""1856-58-2"", ""smiles"": ""C=C1CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](C)[C@H]3C[C@@H]12""}]","[{""index"": 1, ""cas_rn"": ""1245719-14-5"", ""yield_pct"": ""100"", ""smiles"": ""C[C@@H]1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@]4(CO4)[C@@H]3C[C@H]12""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",stereoselective,
31-279-CAS-1243755,31-279-CAS-1243755,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,97,,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC5(CC[C@]4(C)[C@H]3CC[C@]12C)OCCO5,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45CC4(CC[C@]5(C)[C@H]3CC[C@]12C)OCCO4,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC5(CC[C@]4(C)[C@H]3CC[C@]12C)OCCO5>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45CC4(CC[C@]5(C)[C@H]3CC[C@]12C)OCCO4,Highly β-selective epoxidation of the Δ5- and Δ4-unsaturated steroids catalyzed by the silica-supported polyhalogenated ruthenium porphyrin,"Zhao, Yuan-Cong; Xiang, Yong-Ze; Pu, Lin; Yang, Meng; Yu, Xiao-Qi","Applied Catalysis, A: General (2006), 301(2), 176-181","Highly β-selective epoxidation of the Δ5- and Δ4-unsaturated steroids catalyzed by the silica-supported polyhalogenated ruthenium porphyrin | Zhao, Yuan-Cong; Xiang, Yong-Ze; Pu, Lin; Yang, Meng; Yu, Xiao-Qi | Applied Catalysis, A: General (2006), 301(2), 176-181",3496-88-6,6215-57-2,2587-00-0,171899-61-9,75-09-2,,,reaction product with aminopropyl silyl silica gel,reaction product with aminopropyl silyl silica gel,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""3496-88-6"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC5(CC[C@]4(C)[C@H]3CC[C@]12C)OCCO5""}]","[{""index"": 1, ""cas_rn"": ""6215-57-2"", ""yield_pct"": ""97"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45CC4(CC[C@]5(C)[C@H]3CC[C@]12C)OCCO4""}]","[{""index"": 1, ""cas_rn"": ""2587-00-0"", ""amd"": ""reaction product with aminopropyl silyl silica gel""}]","[{""index"": 1, ""cas_rn"": ""171899-61-9"", ""amd"": ""reaction product with aminopropyl silyl silica gel""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","solid-supported catalyst, stereoselective, 99:1 beta:alpha",
31-279-CAS-12456758,31-279-CAS-12456758,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,100,,,C=C(C)c1ccccc1,C[C@]1(c2ccccc2)CO1,C=C(C)c1ccccc1>>C[C@]1(c2ccccc2)CO1,Novel bis-Salen Mn(III) chiral complexes of rigid structure axially coordinated with bis-diphenolate and bis-diamine for epoxidation of unfunctionalized olefins,"Huang, Xuemei; Fu, Xiangkai; Wu, Xiaoju; Jia, Ziyong","Tetrahedron Letters (2013), 54(31), 4041-4044","Novel bis-Salen Mn(III) chiral complexes of rigid structure axially coordinated with bis-diphenolate and bis-diamine for epoxidation of unfunctionalized olefins | Huang, Xuemei; Fu, Xiangkai; Wu, Xiaoju; Jia, Ziyong | Tetrahedron Letters (2013), 54(31), 4041-4044",98-83-9,2404-43-5,937-14-4,1448015-51-7,75-09-2,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""98-83-9"", ""smiles"": ""C=C(C)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2404-43-5"", ""yield_pct"": ""100"", ""smiles"": ""C[C@]1(c2ccccc2)CO1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]","[{""index"": 1, ""cas_rn"": ""1448015-51-7""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","stereoselective, 97% ee, 100% conversion",
31-279-CAS-12472224,31-279-CAS-12472224,Reaction_20251110_1443.rdf,mCPBA epoxidation. Alkene → epoxide,95,30.0,3.0,C1=CC[Si](c2ccccc2)(c2ccccc2)C1,c1ccc([Si]2(c3ccccc3)CC3OC3C2)cc1,C1=CC[Si](c2ccccc2)(c2ccccc2)C1>>c1ccc([Si]2(c3ccccc3)CC3OC3C2)cc1,The electrophilic substitution of allylsilanes and vinylsilanes,"Fleming, Ian; Dunogues, Jacques; Smithers, Roger","Organic Reactions (Hoboken, NJ, United States) (1989), 37No pp. given","The electrophilic substitution of allylsilanes and vinylsilanes | Fleming, Ian; Dunogues, Jacques; Smithers, Roger | Organic Reactions (Hoboken, NJ, United States) (1989), 37No pp. given",34106-93-9,51343-26-1,943-39-5,,60-29-7,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""34106-93-9"", ""smiles"": ""C1=CC[Si](c2ccccc2)(c2ccccc2)C1""}]","[{""index"": 1, ""cas_rn"": ""51343-26-1"", ""yield_pct"": ""95"", ""smiles"": ""c1ccc([Si]2(c3ccccc3)CC3OC3C2)cc1""}]","[{""index"": 1, ""cas_rn"": ""943-39-5""}]",[],"[{""index"": 1, ""cas_rn"": ""60-29-7""}]","4-O2NC6H4CO3H, Ether, 30 C, Epoxide formation, Heterocycle formation, Oxidation, Oxygenation",
31-279-CAS-12475095,31-279-CAS-12475095,Reaction_20251110_1443 (1).rdf,mCPBA epoxidation. Alkene → epoxide,71,,,C1=C\CCCCCC/1,C1CCCC2OC2CC1,C1=C\CCCCCC/1>>C1CCCC2OC2CC1,Iron(III) porphyrin covalently supported onto magnetic amino-functionalized nanospheres as catalyst for hydrocarbon and herbicide oxidations,"dos Santos, Joicy S.; Faria, Andre L.; Amorin, Patricia M. da Silva; La Luna, Franco M.; Caiado, Kely L.; e Silva, Debora O. C.; Sartoratto, Patricia P. C.; Assis, Marilda D.","Journal of the Brazilian Chemical Society (2012), 23(8), 1411-1420","Iron(III) porphyrin covalently supported onto magnetic amino-functionalized nanospheres as catalyst for hydrocarbon and herbicide oxidations | dos Santos, Joicy S.; Faria, Andre L.; Amorin, Patricia M. da Silva; La Luna, Franco M.; Caiado, Kely L.; e Silva, Debora O. C.; Sartoratto, Patricia P. C.; Assis, Marilda D. | Journal of the Brazilian Chemical Society (2012), 23(8), 1411-1420",931-87-3,286-62-4,937-14-4,36965-71-6,75-05-8,,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""931-87-3"", ""smiles"": ""C1=C\\CCCCCC/1""}]","[{""index"": 1, ""cas_rn"": ""286-62-4"", ""yield_pct"": ""71"", ""smiles"": ""C1CCCC2OC2CC1""}]","[{""index"": 1, ""cas_rn"": ""937-14-4""}]","[{""index"": 1, ""cas_rn"": ""36965-71-6""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","solid-supported catalyst, alternative reaction conditions shown, catalyst on magnetic amino-fynctionalized nanospheres",
