reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-41859859,31-614-CAS-41859859,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,90,,,CC(=O)c1ccc(Cl)cc1,CC(O)c1ccc(Cl)cc1,CC(=O)c1ccc(Cl)cc1>>CC(O)c1ccc(Cl)cc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",99-91-2,3391-10-4,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""99-91-2"", ""smiles"": ""CC(=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""3391-10-4"", ""yield_pct"": ""90"", ""smiles"": ""CC(O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859860,31-614-CAS-41859860,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,92,,,O=C(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1>>OC(c1ccccc1)c1ccccc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",119-61-9,91-01-0,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""119-61-9"", ""smiles"": ""O=C(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""91-01-0"", ""yield_pct"": ""92"", ""smiles"": ""OC(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859861,31-614-CAS-41859861,Reaction_20251106_1648.rdf,Transfer hydrogenation,83,,,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc(C(C)O)cc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",100-06-1,3319-15-1,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""100-06-1"", ""smiles"": ""COc1ccc(C(C)=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""3319-15-1"", ""yield_pct"": ""83"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859862,31-614-CAS-41859862,Reaction_20251106_1648.rdf,Transfer hydrogenation,83,,,O=C(c1ccccc1)C1CCCCC1,OC(c1ccccc1)C1CCCCC1,O=C(c1ccccc1)C1CCCCC1>>OC(c1ccccc1)C1CCCCC1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",712-50-5,945-49-3,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""712-50-5"", ""smiles"": ""O=C(c1ccccc1)C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""945-49-3"", ""yield_pct"": ""83"", ""smiles"": ""OC(c1ccccc1)C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859864,31-614-CAS-41859864,Reaction_20251106_1648.rdf,Transfer hydrogenation,80,,,CC(=O)c1ccc(C)cc1,Cc1ccc(C(C)O)cc1,CC(=O)c1ccc(C)cc1>>Cc1ccc(C(C)O)cc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",122-00-9,536-50-5,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""122-00-9"", ""smiles"": ""CC(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""536-50-5"", ""yield_pct"": ""80"", ""smiles"": ""Cc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859865,31-614-CAS-41859865,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,90,,,CC(=O)c1ccccc1Br,CC(O)c1ccccc1Br,CC(=O)c1ccccc1Br>>CC(O)c1ccccc1Br,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",2142-69-0,5411-56-3,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""2142-69-0"", ""smiles"": ""CC(=O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""5411-56-3"", ""yield_pct"": ""90"", ""smiles"": ""CC(O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859866,31-614-CAS-41859866,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,93,,,CC(=O)c1ccc(Br)cc1,CC(O)c1ccc(Br)cc1,CC(=O)c1ccc(Br)cc1>>CC(O)c1ccc(Br)cc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",99-90-1,5391-88-8,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""5391-88-8"", ""yield_pct"": ""93"", ""smiles"": ""CC(O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",,
31-614-CAS-41859867,31-614-CAS-41859867,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,87,,,CC(=O)c1ccc(Cl)cc1Cl,CC(O)c1ccc(Cl)cc1Cl,CC(=O)c1ccc(Cl)cc1Cl>>CC(O)c1ccc(Cl)cc1Cl,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",2234-16-4,1475-13-4,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""2234-16-4"", ""smiles"": ""CC(=O)c1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""1475-13-4"", ""yield_pct"": ""87"", ""smiles"": ""CC(O)c1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859868,31-614-CAS-41859868,Reaction_20251106_1648.rdf,Transfer hydrogenation,81,,,CCCC(=O)c1ccccc1,CCCC(O)c1ccccc1,CCCC(=O)c1ccccc1>>CCCC(O)c1ccccc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",495-40-9,614-14-2,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""495-40-9"", ""smiles"": ""CCCC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""614-14-2"", ""yield_pct"": ""81"", ""smiles"": ""CCCC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859869,31-614-CAS-41859869,Reaction_20251106_1648.rdf,Transfer hydrogenation,80,,,CCC(=O)c1ccccc1,CCC(O)c1ccccc1,CCC(=O)c1ccccc1>>CCC(O)c1ccccc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",93-55-0,93-54-9,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""93-55-0"", ""smiles"": ""CCC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-54-9"", ""yield_pct"": ""80"", ""smiles"": ""CCC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859870,31-614-CAS-41859870,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,94,,,O=Cc1ccccc1,OCc1ccccc1,O=Cc1ccccc1>>OCc1ccccc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",100-52-7,100-51-6,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""yield_pct"": ""94"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859871,31-614-CAS-41859871,Reaction_20251106_1648.rdf,Transfer hydrogenation,81,,,Cc1ccc(C=O)c(Br)c1,Cc1ccc(CO)c(Br)c1,Cc1ccc(C=O)c(Br)c1>>Cc1ccc(CO)c(Br)c1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",824-54-4,824-53-3,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""824-54-4"", ""smiles"": ""Cc1ccc(C=O)c(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""824-53-3"", ""yield_pct"": ""81"", ""smiles"": ""Cc1ccc(CO)c(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859875,31-614-CAS-41859875,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,87,,,O=Cc1cc(F)ccc1Br,OCc1cc(F)ccc1Br,O=Cc1cc(F)ccc1Br>>OCc1cc(F)ccc1Br,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",94569-84-3,202865-66-5,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""94569-84-3"", ""smiles"": ""O=Cc1cc(F)ccc1Br""}]","[{""index"": 1, ""cas_rn"": ""202865-66-5"", ""yield_pct"": ""87"", ""smiles"": ""OCc1cc(F)ccc1Br""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859876,31-614-CAS-41859876,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,91,,,O=Cc1ccc(Br)cc1,OCc1ccc(Br)cc1,O=Cc1ccc(Br)cc1>>OCc1ccc(Br)cc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",1122-91-4,873-75-6,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""1122-91-4"", ""smiles"": ""O=Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""873-75-6"", ""yield_pct"": ""91"", ""smiles"": ""OCc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859882,31-614-CAS-41859882,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,87,,,COc1ccc(C=O)cc1Br,COc1ccc(CO)cc1Br,COc1ccc(C=O)cc1Br>>COc1ccc(CO)cc1Br,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",34841-06-0,38493-59-3,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""34841-06-0"", ""smiles"": ""COc1ccc(C=O)cc1Br""}]","[{""index"": 1, ""cas_rn"": ""38493-59-3"", ""yield_pct"": ""87"", ""smiles"": ""COc1ccc(CO)cc1Br""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859883,31-614-CAS-41859883,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,88,,,COc1ccc(OC)c(C=O)c1,COc1ccc(OC)c(CO)c1,COc1ccc(OC)c(C=O)c1>>COc1ccc(OC)c(CO)c1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",93-02-7,33524-31-1,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""93-02-7"", ""smiles"": ""COc1ccc(OC)c(C=O)c1""}]","[{""index"": 1, ""cas_rn"": ""33524-31-1"", ""yield_pct"": ""88"", ""smiles"": ""COc1ccc(OC)c(CO)c1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859884,31-614-CAS-41859884,Reaction_20251106_1648.rdf,Transfer hydrogenation,85,,,O=Cc1cccc2ccccc12,OCc1cccc2ccccc12,O=Cc1cccc2ccccc12>>OCc1cccc2ccccc12,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",66-77-3,4780-79-4,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""66-77-3"", ""smiles"": ""O=Cc1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""4780-79-4"", ""yield_pct"": ""85"", ""smiles"": ""OCc1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859885,31-614-CAS-41859885,Reaction_20251106_1648.rdf,Transfer hydrogenation,84,,,Cc1ccc(C=O)cc1,Cc1ccc(CO)cc1,Cc1ccc(C=O)cc1>>Cc1ccc(CO)cc1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",104-87-0,589-18-4,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""104-87-0"", ""smiles"": ""Cc1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""589-18-4"", ""yield_pct"": ""84"", ""smiles"": ""Cc1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859886,31-614-CAS-41859886,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,93,,,O=Cc1cccc(Br)c1,OCc1cccc(Br)c1,O=Cc1cccc(Br)c1>>OCc1cccc(Br)c1,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",3132-99-8,15852-73-0,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""3132-99-8"", ""smiles"": ""O=Cc1cccc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""15852-73-0"", ""yield_pct"": ""93"", ""smiles"": ""OCc1cccc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
31-614-CAS-41859888,31-614-CAS-41859888,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,89,,,O=Cc1ccccc1Br,OCc1ccccc1Br,O=Cc1ccccc1Br>>OCc1ccccc1Br,Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives,"Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S.","Dalton Transactions (2024), 53(12), 5580-5591","Catalytic utility of PNN-based MnI pincer complexes in the synthesis of quinolines and transfer hydrogenation of carbonyl derivatives | Mohite, Manali A.; Sheokand, Sonu; Mondal, Dipanjan; Balakrishna, Maravanji S. | Dalton Transactions (2024), 53(12), 5580-5591",6630-33-7,18982-54-2,1310-58-3,3050850-27-3,67-63-0,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""6630-33-7"", ""smiles"": ""O=Cc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""18982-54-2"", ""yield_pct"": ""89"", ""smiles"": ""OCc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}]","[{""index"": 1, ""cas_rn"": ""3050850-27-3""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",catalyst prepared and used,
