reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-24994217,31-614-CAS-24994217,Reaction_20251106_1648.rdf,Transfer hydrogenation,97,,,CC(C)O.CC(=O)c1ccccc1,CC(C)=O.CC(O)c1ccccc1,CC(C)O.CC(=O)c1ccccc1>>CC(C)=O.CC(O)c1ccccc1,A Cyclometalated NHC Iridium Complex Bearing a Cationic (η5-Cyclopentadienyl)(η6-phenyl)iron Backbone,"Malchau, Christian; Milbert, Tom; Eger, Tobias R.; Fries, Daniela V.; Pape, Pascal J.; Oelkers, Benjamin; Sun, Yu; Becker, Sabine; Prosenc, Marc H.; Niedner-Schatteburg, Gereon; Thiel, Werner R.","Chemistry - A European Journal (2021), 27(61), 15208-15216","A Cyclometalated NHC Iridium Complex Bearing a Cationic (η5-Cyclopentadienyl)(η6-phenyl)iron Backbone | Malchau, Christian; Milbert, Tom; Eger, Tobias R.; Fries, Daniela V.; Pape, Pascal J.; Oelkers, Benjamin; Sun, Yu; Becker, Sabine; Prosenc, Marc H.; Niedner-Schatteburg, Gereon; Thiel, Werner R. | Chemistry - A European Journal (2021), 27(61), 15208-15216","67-63-0, 98-86-2","67-64-1, 98-85-1",,"865-47-4, 2739820-05-2",67-63-0,,,,,,,1,1,,97,,,,,,"{""2"": 97}","[{""index"": 1, ""cas_rn"": ""67-63-0"", ""smiles"": ""CC(C)O""}, {""index"": 2, ""cas_rn"": ""98-86-2"", ""smiles"": ""CC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-64-1"", ""smiles"": ""CC(C)=O""}, {""index"": 2, ""cas_rn"": ""98-85-1"", ""yield_pct"": ""97"", ""smiles"": ""CC(O)c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""865-47-4""}, {""index"": 2, ""cas_rn"": ""2739820-05-2""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","equilibrium, capped vial used, catalyst prepared and used",
31-614-CAS-24994267,31-614-CAS-24994267,Reaction_20251106_1648.rdf,Transfer hydrogenation,99,,,CC(C)O.O=C1CCCCC1,CC(C)=O.OC1CCCCC1,CC(C)O.O=C1CCCCC1>>CC(C)=O.OC1CCCCC1,A Cyclometalated NHC Iridium Complex Bearing a Cationic (η5-Cyclopentadienyl)(η6-phenyl)iron Backbone,"Malchau, Christian; Milbert, Tom; Eger, Tobias R.; Fries, Daniela V.; Pape, Pascal J.; Oelkers, Benjamin; Sun, Yu; Becker, Sabine; Prosenc, Marc H.; Niedner-Schatteburg, Gereon; Thiel, Werner R.","Chemistry - A European Journal (2021), 27(61), 15208-15216","A Cyclometalated NHC Iridium Complex Bearing a Cationic (η5-Cyclopentadienyl)(η6-phenyl)iron Backbone | Malchau, Christian; Milbert, Tom; Eger, Tobias R.; Fries, Daniela V.; Pape, Pascal J.; Oelkers, Benjamin; Sun, Yu; Becker, Sabine; Prosenc, Marc H.; Niedner-Schatteburg, Gereon; Thiel, Werner R. | Chemistry - A European Journal (2021), 27(61), 15208-15216","67-63-0, 108-94-1","67-64-1, 108-93-0",,"865-47-4, 2739820-05-2",67-63-0,,,,,,,1,1,,99,,,,,,"{""2"": 99}","[{""index"": 1, ""cas_rn"": ""67-63-0"", ""smiles"": ""CC(C)O""}, {""index"": 2, ""cas_rn"": ""108-94-1"", ""smiles"": ""O=C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""67-64-1"", ""smiles"": ""CC(C)=O""}, {""index"": 2, ""cas_rn"": ""108-93-0"", ""yield_pct"": ""99"", ""smiles"": ""OC1CCCCC1""}]",[],"[{""index"": 1, ""cas_rn"": ""865-47-4""}, {""index"": 2, ""cas_rn"": ""2739820-05-2""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","equilibrium, capped vial used, catalyst prepared and used",
31-614-CAS-25093044,31-614-CAS-25093044,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,95,,,CC(=O)c1ccccc1,CC(O)c1ccccc1,CC(=O)c1ccccc1>>CC(O)c1ccccc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",98-86-2,98-85-1,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""98-86-2"", ""smiles"": ""CC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""98-85-1"", ""yield_pct"": ""95"", ""smiles"": ""CC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],isopropanol act as both solvent and reagent,
31-614-CAS-25093045,31-614-CAS-25093045,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,88,,,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc(C(C)O)cc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",100-06-1,3319-15-1,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""100-06-1"", ""smiles"": ""COc1ccc(C(C)=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""3319-15-1"", ""yield_pct"": ""88"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093046,31-614-CAS-25093046,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,87,,,CC(=O)c1ccc(C)cc1,Cc1ccc(C(C)O)cc1,CC(=O)c1ccc(C)cc1>>Cc1ccc(C(C)O)cc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",122-00-9,536-50-5,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""122-00-9"", ""smiles"": ""CC(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""536-50-5"", ""yield_pct"": ""87"", ""smiles"": ""Cc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093047,31-614-CAS-25093047,Reaction_20251106_1648.rdf,Transfer hydrogenation,80,,,COc1ccccc1C(C)=O,COc1ccccc1C(C)O,COc1ccccc1C(C)=O>>COc1ccccc1C(C)O,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",579-74-8,13513-82-1,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""579-74-8"", ""smiles"": ""COc1ccccc1C(C)=O""}]","[{""index"": 1, ""cas_rn"": ""13513-82-1"", ""yield_pct"": ""80"", ""smiles"": ""COc1ccccc1C(C)O""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093048,31-614-CAS-25093048,Reaction_20251106_1647.rdf,Transfer hydrogenation,98,,,CC(=O)c1ccc(F)cc1,CC(O)c1ccc(F)cc1,CC(=O)c1ccc(F)cc1>>CC(O)c1ccc(F)cc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",403-42-9,403-41-8,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""403-42-9"", ""smiles"": ""CC(=O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""403-41-8"", ""yield_pct"": ""98"", ""smiles"": ""CC(O)c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093049,31-614-CAS-25093049,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,93,,,CC(=O)c1ccc(Br)cc1,CC(O)c1ccc(Br)cc1,CC(=O)c1ccc(Br)cc1>>CC(O)c1ccc(Br)cc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",99-90-1,5391-88-8,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""5391-88-8"", ""yield_pct"": ""93"", ""smiles"": ""CC(O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093050,31-614-CAS-25093050,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,96,,,CC(=O)c1ccc(C(F)(F)F)cc1,CC(O)c1ccc(C(F)(F)F)cc1,CC(=O)c1ccc(C(F)(F)F)cc1>>CC(O)c1ccc(C(F)(F)F)cc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",709-63-7,1737-26-4,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""709-63-7"", ""smiles"": ""CC(=O)c1ccc(C(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""1737-26-4"", ""yield_pct"": ""96"", ""smiles"": ""CC(O)c1ccc(C(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093051,31-614-CAS-25093051,Reaction_20251106_1648.rdf,Transfer hydrogenation,85,,,CC(=O)c1cccc2ccccc12,CC(O)c1cccc2ccccc12,CC(=O)c1cccc2ccccc12>>CC(O)c1cccc2ccccc12,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",941-98-0,1517-72-2,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""941-98-0"", ""smiles"": ""CC(=O)c1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""1517-72-2"", ""yield_pct"": ""85"", ""smiles"": ""CC(O)c1cccc2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093052,31-614-CAS-25093052,Reaction_20251106_1647.rdf,Transfer hydrogenation,98,,,CC(=O)c1ccc([N+](=O)[O-])cc1,CC(O)c1ccc([N+](=O)[O-])cc1,CC(=O)c1ccc([N+](=O)[O-])cc1>>CC(O)c1ccc([N+](=O)[O-])cc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",100-19-6,6531-13-1,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""100-19-6"", ""smiles"": ""CC(=O)c1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""6531-13-1"", ""yield_pct"": ""98"", ""smiles"": ""CC(O)c1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093053,31-614-CAS-25093053,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,90,,,CC(=O)c1ccc(O)cc1,CC(O)c1ccc(O)cc1,CC(=O)c1ccc(O)cc1>>CC(O)c1ccc(O)cc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",99-93-4,2380-91-8,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""99-93-4"", ""smiles"": ""CC(=O)c1ccc(O)cc1""}]","[{""index"": 1, ""cas_rn"": ""2380-91-8"", ""yield_pct"": ""90"", ""smiles"": ""CC(O)c1ccc(O)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093054,31-614-CAS-25093054,Reaction_20251106_1648.rdf,Transfer hydrogenation,82,,,CC(=O)C1CC1,CC(O)C1CC1,CC(=O)C1CC1>>CC(O)C1CC1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",765-43-5,765-42-4,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""765-43-5"", ""smiles"": ""CC(=O)C1CC1""}]","[{""index"": 1, ""cas_rn"": ""765-42-4"", ""yield_pct"": ""82"", ""smiles"": ""CC(O)C1CC1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093055,31-614-CAS-25093055,Reaction_20251106_1648.rdf,Transfer hydrogenation,82,,,CC(=O)c1ccco1,CC(O)c1ccco1,CC(=O)c1ccco1>>CC(O)c1ccco1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",1192-62-7,4208-64-4,7732-18-5,"1310-58-3, 2739697-04-0",,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""1192-62-7"", ""smiles"": ""CC(=O)c1ccco1""}]","[{""index"": 1, ""cas_rn"": ""4208-64-4"", ""yield_pct"": ""82"", ""smiles"": ""CC(O)c1ccco1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093056,31-614-CAS-25093056,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,95,,,O=Cc1ccccc1,OCc1ccccc1,O=Cc1ccccc1>>OCc1ccccc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",100-52-7,100-51-6,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""yield_pct"": ""95"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093057,31-614-CAS-25093057,Reaction_20251106_1648.rdf,Transfer hydrogenation,85,,,O=C(/C=C/c1ccccc1)c1ccccc1,OC(/C=C/c1ccccc1)c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1>>OC(/C=C/c1ccccc1)c1ccccc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",614-47-1,62668-02-4,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""614-47-1"", ""smiles"": ""O=C(/C=C/c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""62668-02-4"", ""yield_pct"": ""85"", ""smiles"": ""OC(/C=C/c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093058,31-614-CAS-25093058,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,95,,,CCC(=O)c1ccccc1,CCC(O)c1ccccc1,CCC(=O)c1ccccc1>>CCC(O)c1ccccc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",93-55-0,93-54-9,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""93-55-0"", ""smiles"": ""CCC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-54-9"", ""yield_pct"": ""95"", ""smiles"": ""CCC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
31-614-CAS-25093059,31-614-CAS-25093059,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,90,,,CC(C)C(=O)c1ccccc1,CC(C)C(O)c1ccccc1,CC(C)C(=O)c1ccccc1>>CC(C)C(O)c1ccccc1,"Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights","Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit","Organometallics (2021), 40(23), 3907-3916","Iridium Azocarboxamide Complexes: Variable Coordination Modes, C-H Activation, Transfer Hydrogenation Catalysis, and Mechanistic Insights | Chandra, Shubhadeep; Kelm, Ola; Albold, Uta; Hazari, Arijit Singha; Urankar, Damijana; Kosmrlj, Janez; Sarkar, Biprajit | Organometallics (2021), 40(23), 3907-3916",611-70-1,611-69-8,67-63-0,"1310-58-3, 2739697-04-0",,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""611-70-1"", ""smiles"": ""CC(C)C(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""611-69-8"", ""yield_pct"": ""90"", ""smiles"": ""CC(C)C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","[{""index"": 1, ""cas_rn"": ""1310-58-3""}, {""index"": 2, ""cas_rn"": ""2739697-04-0""}]",[],,
