reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-246-CAS-2430694,31-246-CAS-2430694,1.rdf,Brown Hydroboration,94,,,[BH3]=C1N(CC=C)C=CN1C1=C(C)C=C(C)C=C1C,CC1=CC(C)=C(N2C=CN3CC(C)[BH2]=C32)C(C)=C1,[BH3]=C1N(CC=C)C=CN1C1=C(C)C=C(C)C=C1C>>CC1=CC(C)=C(N2C=CN3CC(C)[BH2]=C32)C(C)=C1,Asymmetric Rhodium-Directed anti-Markovnikov Regioselective Boracyclopentannulation,"Toure, Momar; Chuzel, Olivier; Parrain, Jean-Luc","Journal of the American Chemical Society (2012), 134(43), 17892-17895","Asymmetric Rhodium-Directed anti-Markovnikov Regioselective Boracyclopentannulation | Toure, Momar; Chuzel, Olivier; Parrain, Jean-Luc | Journal of the American Chemical Society (2012), 134(43), 17892-17895",1211417-81-0,1403777-61-6,,"36620-11-8, 362634-22-8",75-09-2,,,,,,"General/Typical Procedure: 4. Asymmetric Rhodium-Directed anti-Markovnikov Regioselective Boracyclopentannulation General Procedure: A 10 mL oven-dried Schlenk flask was charged with the appropriate NHC-BH3 (0.125 mmol), [Rh(nbd)2]BF4 (2.5 mg, 6.2 μmol, 5 mol%) and (S)-Xylyl-MeO-BIPHEP (3.6 mg, 6.2 μmol, 5 mol%) under argon. Then, dry degassed dichloromethane (1 mL) was added and the mixture was stirred at room temperature under argon for 2 minutes. The crude product was filtered through a short plug of silica gel using dichloromethane (10 mL) as eluent to give the desired cyclic NHC-borane. The title compound was filtered through a short plug of silica gel using dichloromethane (10 mL) as eluent to give 2b in 94% yield as a white solid. m.p. 178.6 1H NMR (400 MHz, CD2Cl2) δ (ppm) 0.81-1.32 (m, 2H), 1.05 (d, 3H, 3J = 6.5 Hz), 1.82 (bs, 1H), 2.01 (s, 6H), 2.33 (s, 3H), 3.57 (dd, 1H, 2J = 10.8 Hz, 3J = 4.5 Hz), 4.16 (dd, 1H, 2J = 10.8 Hz, 3J = 7.5 Hz), 6.82 (d, 1H, 3J = 1.9 Hz), 6.98 (s, 2H), 7.03 (d, 1H, 3J = 1.9 Hz). 13C NMR (100 MHz, CD2Cl2) δ (ppm) 17.9, 21.4, 22.5, 27.8(HMQC), 59.6, 117.4, 123.6, 129.5, 134.8, 135.6, 139.7. 11B NMR (128 MHz, CD2Cl2) δ (ppm) -23.0 (t, 1JB-H = 90.3 Hz). HRMS (ES, [M+Na]+) calcd for [C15H21BN2Na ]+: 263.1689; found: 263.1692.FT-IR (ATR) ν (cm-1) 3157 (w), 3133 (w), 2943 (w), 2926 (m), 2852 (m), 2338 (w), 2295 (m), 2255 (m), 1563 (w), 1546 (w), 1500 (m), 1454 (m), 1375 (w), 1270 (w), 1218 (w), 1157 (w), 1131 (w), 1089 (w), 1052 (w), 1026 (w), 1004 (w), 973 (w), 936 (w), 858 (s), 799 (w), 731 (s), 655 (w), 617 (w), 591 (w). HPLC: Enantiomeric excess was determined by HPLC with a Chiralpak AZ-H, Hexane/isopropanol 95/5, 1 mL/min, UV 254 nm et CD 254nm; rt (minor) = 10.1 min, rt (major)= 10.9 min; 1.5:98.5 er. [α]20 D : -11.2, c = 1, CHCl3.",1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""1211417-81-0"", ""smiles"": ""[BH3]=C1N(CC=C)C=CN1C1=C(C)C=C(C)C=C1C""}]","[{""index"": 1, ""cas_rn"": ""1403777-61-6"", ""yield_pct"": ""94"", ""smiles"": ""CC1=CC(C)=C(N2C=CN3CC(C)[BH2]=C32)C(C)=C1""}]",[],"[{""index"": 1, ""cas_rn"": ""36620-11-8""}, {""index"": 2, ""cas_rn"": ""362634-22-8""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}]","regioselective, stereoselective, anti-Morkovnikov reaction",reactant_smiles_validation_failed | product_smiles_validation_failed
31-246-CAS-243975,31-246-CAS-243975,Reaction_20251104_1608.rdf,Brown Hydroboration,4,,,CC1(C)OBOC1(C)C.CCSC#CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CCS/C=C(\CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)B1OC(C)(C)C(C)(C)O1.CCS/C(=C\CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,CC1(C)OBOC1(C)C.CCSC#CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C>>CCS/C=C(\CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)B1OC(C)(C)C(C)(C)O1.CCS/C(=C\CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,Synthesis of (Z)-1-Thio- and (Z)-2-Thio-1-alkenyl Boronates via Copper-Catalyzed Regiodivergent Hydroboration of Thioacetylenes: An Experimental and Theoretical Study,"Zhu, Gangguo; Kong, Wei; Feng, Hui; Qian, Zhaosheng","Journal of Organic Chemistry (2014), 79(4), 1786-1795","Synthesis of (Z)-1-Thio- and (Z)-2-Thio-1-alkenyl Boronates via Copper-Catalyzed Regiodivergent Hydroboration of Thioacetylenes: An Experimental and Theoretical Study | Zhu, Gangguo; Kong, Wei; Feng, Hui; Qian, Zhaosheng | Journal of Organic Chemistry (2014), 79(4), 1786-1795","25015-63-8, 1427318-02-2","1562258-55-2, 1562259-08-8",,"865-48-5, 7758-89-6, 161265-03-8",108-88-3,,,,,,"General/Typical Procedure: General Procedure for Cu-Catalyzed α-Borylation of Thioacetylenes. To a mixture of CuCl (5.0 mg, 0.05 mmol), Xantphos (28.8 mg, 0.05 mmol), and NaOt-Bu (9.6 mg, 0.1 mmol) in 0.5 mL of toluene was added neat HBpin (150 μL, 1.0 mmol) under a nitrogen atmosphere. After stirring at 0 °C for 15 min, 1a (0.5 mmol) was added at 0 °C, followed by stirring at 25 °C for 12 h (determined by GC). The reaction mixture was concentrated and purified by column chromatography (petroleum ether/EtOAc = 20:1) on silica gel to give 4a. Compound 4p. 74% yield (184 mg); colorless oil. α/β = 94:6; Rf = 0.35 (petroleum ether/EtOAc = 20:1); 1H NMR (CDCl3, 600 MHz): δ 1.09 (s, 9H), 1.22 (t, J = 7.4 Hz, 3H), 1.32 (s, 12H), 2.70 (q, J = 7.0 Hz, 2H), 2.85 (q, J = 7.4 Hz, 2H), 3.78 (t, J = 7.0 Hz, 2H), 6.68 (t, J = 7.0 Hz, 1H), 7.39-7.47 (m, 6H), 7.70-7.74 (m, 4H); 13C NMR (CDCl3, 150 MHz): δ 15.5, 19.2, 24.6, 26.79, 26.82, 33.9, 62.7, 83.7, 127.5, 129.5, 133.9, 135.5, 145.5; HRMS (ESI) calcd for C28H42BO3SSi (M + H)+ 497.2717, found 497.2719.",2,1,4,70,,,,,,"{""1"": 4, ""2"": 70}","[{""index"": 1, ""cas_rn"": ""25015-63-8"", ""smiles"": ""CC1(C)OBOC1(C)C""}, {""index"": 2, ""cas_rn"": ""1427318-02-2"", ""smiles"": ""CCSC#CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""1562258-55-2"", ""yield_pct"": ""4"", ""smiles"": ""CCS/C=C(\\CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)B1OC(C)(C)C(C)(C)O1""}, {""index"": 2, ""cas_rn"": ""1562259-08-8"", ""yield_pct"": ""70"", ""smiles"": ""CCS/C(=C\\CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)B1OC(C)(C)C(C)(C)O1""}]",[],"[{""index"": 1, ""cas_rn"": ""865-48-5""}, {""index"": 2, ""cas_rn"": ""7758-89-6""}, {""index"": 3, ""cas_rn"": ""161265-03-8""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]","regioselective, stereoselective",
31-246-CAS-2455253,31-246-CAS-2455253,Reaction_20251104_1608 (2).rdf,Brown Hydroboration,82,,,C=CC[Si](C)(CC=C)c1ccc([Si](c2ccc([Si](C)(CC=C)CC=C)cc2)(c2ccc([Si](C)(CC=C)CC=C)cc2)c2ccc([Si](C)(CC=C)CC=C)cc2)cc1,C[Si](CCCB(O)O)(CCCB(O)O)c1ccc([Si](c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)(c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)cc1,C=CC[Si](C)(CC=C)c1ccc([Si](c2ccc([Si](C)(CC=C)CC=C)cc2)(c2ccc([Si](C)(CC=C)CC=C)cc2)c2ccc([Si](C)(CC=C)CC=C)cc2)cc1>>C[Si](CCCB(O)O)(CCCB(O)O)c1ccc([Si](c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)(c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)cc1,Hydroxy- and boronic-acid-functionalized carbosilanes: Synthesis and solid state structure of Si(C6H4-4-SiMe2((CH2)3OH))4,"Lang, Heinrich; Ishtaiwi, Zakariyya; Rueffer, Tobias; Mothes, Robert; Walfort, Bernhard","Journal of Organometallic Chemistry (2011), 696(7), 1409-1415","Hydroxy- and boronic-acid-functionalized carbosilanes: Synthesis and solid state structure of Si(C6H4-4-SiMe2((CH2)3OH))4 | Lang, Heinrich; Ishtaiwi, Zakariyya; Rueffer, Tobias; Mothes, Robert; Walfort, Bernhard | Journal of Organometallic Chemistry (2011), 696(7), 1409-1415",1292360-24-7,1292360-25-8,"13292-87-0, 1310-73-2, 7722-84-1",,"109-99-9, 7732-18-5",,,,,,,3,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""1292360-24-7"", ""smiles"": ""C=CC[Si](C)(CC=C)c1ccc([Si](c2ccc([Si](C)(CC=C)CC=C)cc2)(c2ccc([Si](C)(CC=C)CC=C)cc2)c2ccc([Si](C)(CC=C)CC=C)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1292360-25-8"", ""yield_pct"": ""82"", ""smiles"": ""C[Si](CCCB(O)O)(CCCB(O)O)c1ccc([Si](c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)(c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)c2ccc([Si](C)(CCCB(O)O)CCCB(O)O)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""13292-87-0""}, {""index"": 2, ""cas_rn"": ""1310-73-2""}, {""index"": 3, ""cas_rn"": ""7722-84-1""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-246-CAS-2455391,31-246-CAS-2455391,1.rdf,Brown Hydroboration,100,,,CC=C(C)C(C)N([Si](C)(C)C)[Si](C)(C)C,BC(C)C(C)C(C)N([Si](C)(C)C)[Si](C)(C)C,CC=C(C)C(C)N([Si](C)(C)C)[Si](C)(C)C>>BC(C)C(C)C(C)N([Si](C)(C)C)[Si](C)(C)C,Protection of primary and secondary amines in the hydroboration reaction,"Dicko, A.; Montury, M.; Baboulene, M.","Tetrahedron Letters (1987), 28(48), 6041-4","Protection of primary and secondary amines in the hydroboration reaction | Dicko, A.; Montury, M.; Baboulene, M. | Tetrahedron Letters (1987), 28(48), 6041-4",117657-30-4,117657-31-5,13292-87-0,,109-99-9,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""117657-30-4"", ""smiles"": ""CC=C(C)C(C)N([Si](C)(C)C)[Si](C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""117657-31-5"", ""yield_pct"": ""100"", ""smiles"": ""BC(C)C(C)C(C)N([Si](C)(C)C)[Si](C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""13292-87-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,
31-246-CAS-2520811,31-246-CAS-2520811,Reaction_20251104_1608 (2).rdf,Brown Hydroboration,83,,,C=Cc1ccc(N(C)C)cc1.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CN(C)c1ccc(CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,C=Cc1ccc(N(C)C)cc1.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C>>CN(C)c1ccc(CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,"Synthesis of 1,1,1-Tris(boronates) from Vinylarenes by Co-Catalyzed Dehydrogenative Borylations-Hydroboration","Zhang, Lei; Huang, Zheng","Journal of the American Chemical Society (2015), 137(50), 15600-15603","Synthesis of 1,1,1-Tris(boronates) from Vinylarenes by Co-Catalyzed Dehydrogenative Borylations-Hydroboration | Zhang, Lei; Huang, Zheng | Journal of the American Chemical Society (2015), 137(50), 15600-15603","2039-80-7, 73183-34-3",1838101-70-4,7782-44-7,"17979-81-6, 1600527-14-7","109-66-0, 109-99-9",,,,,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""2039-80-7"", ""smiles"": ""C=Cc1ccc(N(C)C)cc1""}, {""index"": 2, ""cas_rn"": ""73183-34-3"", ""smiles"": ""CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""1838101-70-4"", ""yield_pct"": ""83"", ""smiles"": ""CN(C)c1ccc(CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""17979-81-6""}, {""index"": 2, ""cas_rn"": ""1600527-14-7""}]","[{""index"": 1, ""cas_rn"": ""109-66-0""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","glove box used, selective",
31-246-CAS-2530370,31-246-CAS-2530370,Reaction_20251104_1608 (3).rdf,Brown Hydroboration,72,,,C=CCCCCCC.B1OC(c2ccccc2)(c2ccccc2)C(c2ccccc2)(c2ccccc2)O1,CCCCCCCCB1OC(c2ccccc2)(c2ccccc2)C(c2ccccc2)(c2ccccc2)O1,C=CCCCCCC.B1OC(c2ccccc2)(c2ccccc2)C(c2ccccc2)(c2ccccc2)O1>>CCCCCCCCB1OC(c2ccccc2)(c2ccccc2)C(c2ccccc2)(c2ccccc2)O1,"4,4,5,5-Tetraphenyl-1,3,2-dioxaborolane: a bulky borane for the transition metal catalysed hydroboration of alkenes","Fritschi, Claudia B.; Wernitz, Sophie M.; Vogels, Christopher M.; Shaver, Michael P.; Decken, Andreas; Bell, Andrew; Westcott, Stephen A.","European Journal of Inorganic Chemistry (2008), (5), 779-785","4,4,5,5-Tetraphenyl-1,3,2-dioxaborolane: a bulky borane for the transition metal catalysed hydroboration of alkenes | Fritschi, Claudia B.; Wernitz, Sophie M.; Vogels, Christopher M.; Shaver, Michael P.; Decken, Andreas; Bell, Andrew; Westcott, Stephen A. | European Journal of Inorganic Chemistry (2008), (5), 779-785","111-66-0, 532402-37-2",1137765-86-6,,12354-84-6,108-88-3,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""111-66-0"", ""smiles"": ""C=CCCCCCC""}, {""index"": 2, ""cas_rn"": ""532402-37-2"", ""smiles"": ""B1OC(c2ccccc2)(c2ccccc2)C(c2ccccc2)(c2ccccc2)O1""}]","[{""index"": 1, ""cas_rn"": ""1137765-86-6"", ""yield_pct"": ""72"", ""smiles"": ""CCCCCCCCB1OC(c2ccccc2)(c2ccccc2)C(c2ccccc2)(c2ccccc2)O1""}]",[],"[{""index"": 1, ""cas_rn"": ""12354-84-6""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]",regioselective,
31-246-CAS-2542404,31-246-CAS-2542404,Reaction_20251104_1608 (3).rdf,Brown Hydroboration,80,,,CC(C)C(C)BC(C)C(C)C.CCOP(=O)(OCC)N(C)CC#C[Si](C)(C)C,CCOP(=O)(OCC)N(C)CC=C(B(C(C)C(C)C)C(C)C(C)C)[Si](C)(C)C.CCOP1(OCC)=O[B+3]([CH-](C)C(C)C)([CH-](C)C(C)C)[C-](=C[Si](C)(C)C)CN1C,CC(C)C(C)BC(C)C(C)C.CCOP(=O)(OCC)N(C)CC#C[Si](C)(C)C>>CCOP(=O)(OCC)N(C)CC=C(B(C(C)C(C)C)C(C)C(C)C)[Si](C)(C)C.CCOP1(OCC)=O[B+3]([CH-](C)C(C)C)([CH-](C)C(C)C)[C-](=C[Si](C)(C)C)CN1C,Hydroboration-oxidation of 1-trialkylsilyl dialkylphosphoramidopropynes. Regioselectivity and reactivity,"Kerdel, Katia; Baboulene, Michel","Phosphorus, Sulfur and Silicon and the Related Elements (1993), 84(1-4), 39-53","Hydroboration-oxidation of 1-trialkylsilyl dialkylphosphoramidopropynes. Regioselectivity and reactivity | Kerdel, Katia; Baboulene, Michel | Phosphorus, Sulfur and Silicon and the Related Elements (1993), 84(1-4), 39-53","1069-54-1, 132281-23-3","155016-42-5, 155146-79-5",,,109-99-9,,,,,,,1,1,80,20,,,,,,"{""1"": 80, ""2"": 20}","[{""index"": 1, ""cas_rn"": ""1069-54-1"", ""smiles"": ""CC(C)C(C)BC(C)C(C)C""}, {""index"": 2, ""cas_rn"": ""132281-23-3"", ""smiles"": ""CCOP(=O)(OCC)N(C)CC#C[Si](C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""155016-42-5"", ""yield_pct"": ""80"", ""smiles"": ""CCOP(=O)(OCC)N(C)CC=C(B(C(C)C(C)C)C(C)C(C)C)[Si](C)(C)C""}, {""index"": 2, ""cas_rn"": ""155146-79-5"", ""yield_pct"": ""20"", ""smiles"": ""CCOP1(OCC)=O[B+3]([CH-](C)C(C)C)([CH-](C)C(C)C)[C-](=C[Si](C)(C)C)CN1C""}]",[],[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",,product_smiles_validation_failed
31-246-CAS-2600426,31-246-CAS-2600426,Reaction_20251104_1608 (2).rdf,Brown Hydroboration,80,,,CCCCCC/C=C\[Si](C)(C)C.OCCCO,CCCCCCCC(B1OCCCO1)[Si](C)(C)C,CCCCCC/C=C\[Si](C)(C)C.OCCCO>>CCCCCCCC(B1OCCCO1)[Si](C)(C)C,Facile hydroboration of (Z)-1-trimethylsilyl-1-alkenes with dichloroborane-dioxane complex: An easy access to gem-dimetalloalkanes containing boron and silicon,"Bhat, Narayan G.; Villanueva, Mary A.","Journal of Organometallic Chemistry (2006), 691(6), 1298-1300","Facile hydroboration of (Z)-1-trimethylsilyl-1-alkenes with dichloroborane-dioxane complex: An easy access to gem-dimetalloalkanes containing boron and silicon | Bhat, Narayan G.; Villanueva, Mary A. | Journal of Organometallic Chemistry (2006), 691(6), 1298-1300","57365-48-7, 504-63-2",612841-97-1,252265-33-1,,75-09-2,,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""57365-48-7"", ""smiles"": ""CCCCCC/C=C\\[Si](C)(C)C""}, {""index"": 2, ""cas_rn"": ""504-63-2"", ""smiles"": ""OCCCO""}]","[{""index"": 1, ""cas_rn"": ""612841-97-1"", ""yield_pct"": ""80"", ""smiles"": ""CCCCCCCC(B1OCCCO1)[Si](C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""252265-33-1""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-246-CAS-2616891,31-246-CAS-2616891,Reaction_20251104_1608 (1).rdf,Brown Hydroboration,92,,,B1Oc2ccccc2O1.CSC#CC1CCCCC1,CS/C=C(/B1Oc2ccccc2O1)C1CCCCC1,B1Oc2ccccc2O1.CSC#CC1CCCCC1>>CS/C=C(/B1Oc2ccccc2O1)C1CCCCC1,"Regio- and stereospecific preparation of β-(alkylthio)alkenyl-1,3,2-benzodioxaboroles by nickel-catalyzed hydroboration of thioacetylenes with catecholborane","Gridnev, Ilya D.; Miyaura, Norio; Suzuki, Akira","Organometallics (1993), 12(2), 589-92","Regio- and stereospecific preparation of β-(alkylthio)alkenyl-1,3,2-benzodioxaboroles by nickel-catalyzed hydroboration of thioacetylenes with catecholborane | Gridnev, Ilya D.; Miyaura, Norio; Suzuki, Akira | Organometallics (1993), 12(2), 589-92","274-07-7, 130612-91-8",147024-78-0,,14647-23-5,71-43-2,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""274-07-7"", ""smiles"": ""B1Oc2ccccc2O1""}, {""index"": 2, ""cas_rn"": ""130612-91-8"", ""smiles"": ""CSC#CC1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""147024-78-0"", ""yield_pct"": ""92"", ""smiles"": ""CS/C=C(/B1Oc2ccccc2O1)C1CCCCC1""}]",[],"[{""index"": 1, ""cas_rn"": ""14647-23-5""}]","[{""index"": 1, ""cas_rn"": ""71-43-2""}]",stereoselective,
31-246-CAS-2689690,31-246-CAS-2689690,Reaction_20251104_1608 (1).rdf,Brown Hydroboration,91,,,CCCCC#Cc1ccc(Br)cc1.CC1(C)OBOC1(C)C,CCCC/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccc(Br)cc1,CCCCC#Cc1ccc(Br)cc1.CC1(C)OBOC1(C)C>>CCCC/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccc(Br)cc1,Copper-Catalyzed Regioselective Formation of Tri- and Tetrasubstituted Vinylboronates in Air,"Bidal, Yannick D.; Lazreg, Faima; Cazin, Catherine S. J.","ACS Catalysis (2014), 4(5), 1564-1569","Copper-Catalyzed Regioselective Formation of Tri- and Tetrasubstituted Vinylboronates in Air | Bidal, Yannick D.; Lazreg, Faima; Cazin, Catherine S. J. | ACS Catalysis (2014), 4(5), 1564-1569","190649-11-7, 25015-63-8",1379681-00-1,"1310-73-2, 7782-44-7",873779-78-3,5614-37-9,,,,,,"General/Typical Procedure: 4.3. General procedure for Scheme 6. Catalysts and reagents were stored in air, with the exception of HB(pin) which was kept under argon to avoid decomposition. A vial was charged in air with [Cu(Cl)(IMes)], NaOH (2.5 mg, 12 mol%), alkyne (0.50 mmol) and CPME (0.6 mL). The mixture was stirred for 5 minutes, cooled down to -30°Cand then pinacolborane HB(pin) was added slowly (0.75 mmol, 0.11 mL, 1.5 equiv.). The vial was closed with a screw-cap and the reaction mixture was stirred at 80°Cfor 20 h. The conversion was determined by GC analysis using an aliquot of the crude mixture. The volatiles were then removed in vacuo and the products were purified by column chromatography (SiO2). The regioselectivity and the (α:β) ratio of the products were determined by 1H NMR. 1H and 13C-{1H} NMR data were found similar to literature values for 2c,[3] 3c,[3] 5c,[3] 7c,[3] 8c,[3] and 9c.[3] (Z)-4,4,5,5-tetramethyl-2-(1-phenylprop-1-en-1-yl)-1,3,2-dioxaborolane, 2c [3] (Z)-4,4,5,5-tetramethyl-2-(1-phenylhex-1-en-1-yl)-1,3,2-dioxaborolane, 5c [3] After purification (SiO2, hexane/ethyl acetate 30:1) 5c was isolated as a yellowish oil in 91% yield (0.166 g). 1H NMR (300 MHz, CDCl3, 298 K, TMS): δ = 7.42 (d, 3 J (H,H) = 8.6 Hz, 2H, CH phenyl), 7.00 (d, 3 J (H,H)= 8.6 Hz, 2H, CH phenyl), 6.59 (t, 3 J (H,H) = 7.5 Hz, 1H, CH-CH2), 2.17-2.05 (m, 2H, CH 2), 1.40-1.19 (m, 4H, CH 2), 1.26 (s, 12H), 0.83 (t, 3 J (H,H) = 7.1 Hz, 3H, CH 3-CH2).",2,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""190649-11-7"", ""smiles"": ""CCCCC#Cc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""25015-63-8"", ""smiles"": ""CC1(C)OBOC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""1379681-00-1"", ""yield_pct"": ""91"", ""smiles"": ""CCCC/C=C(/B1OC(C)(C)C(C)(C)O1)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}, {""index"": 2, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""873779-78-3""}]","[{""index"": 1, ""cas_rn"": ""5614-37-9""}]","green chemistry-solvent, regioselective, stereoselective, conversion, 97%, sealed vial used, mixture ratio, 99:1",
31-246-CAS-2693789,31-246-CAS-2693789,Reaction_20251104_1608.rdf,Brown Hydroboration,6,,,C=Cc1ccccc1.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,CC1(C)OB(CCc2ccccc2)OC1(C)C.CC1(C)OB(C(Cc2ccccc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C.CC1(C)OB(C(Cc2ccccc2)(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,C=Cc1ccccc1.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C>>CC1(C)OB(CCc2ccccc2)OC1(C)C.CC1(C)OB(C(Cc2ccccc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C.CC1(C)OB(C(Cc2ccccc2)(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,"Synthesis of 1,1,1-Tris(boronates) from Vinylarenes by Co-Catalyzed Dehydrogenative Borylations-Hydroboration","Zhang, Lei; Huang, Zheng","Journal of the American Chemical Society (2015), 137(50), 15600-15603","Synthesis of 1,1,1-Tris(boronates) from Vinylarenes by Co-Catalyzed Dehydrogenative Borylations-Hydroboration | Zhang, Lei; Huang, Zheng | Journal of the American Chemical Society (2015), 137(50), 15600-15603","100-42-5, 73183-34-3","165904-22-3, 1151549-62-0, 1838101-57-7",7782-44-7,"17979-81-6, 1600527-14-7","108-88-3, 109-99-9",,,,,,,2,1,6,4,82,,,,,"{""1"": 6, ""2"": 4, ""3"": 82}","[{""index"": 1, ""cas_rn"": ""100-42-5"", ""smiles"": ""C=Cc1ccccc1""}, {""index"": 2, ""cas_rn"": ""73183-34-3"", ""smiles"": ""CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""165904-22-3"", ""yield_pct"": ""6"", ""smiles"": ""CC1(C)OB(CCc2ccccc2)OC1(C)C""}, {""index"": 2, ""cas_rn"": ""1151549-62-0"", ""yield_pct"": ""4"", ""smiles"": ""CC1(C)OB(C(Cc2ccccc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C""}, {""index"": 3, ""cas_rn"": ""1838101-57-7"", ""yield_pct"": ""82"", ""smiles"": ""CC1(C)OB(C(Cc2ccccc2)(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)OC1(C)C""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""17979-81-6""}, {""index"": 2, ""cas_rn"": ""1600527-14-7""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","catalyst and solvent dependent product formation, selective, glove box used",
