reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-046-CAS-3822845,31-046-CAS-3822845,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,100,,,BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23,ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl,BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23>>ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl,"Photochemical bromination of 5,6-dibromoacenaphthene","Usachenko, V. G.; Petrenko, G. P.","Ukrainskii Khimicheskii Zhurnal (Russian Edition) (1975), 41(6), 663","Photochemical bromination of 5,6-dibromoacenaphthene | Usachenko, V. G.; Petrenko, G. P. | Ukrainskii Khimicheskii Zhurnal (Russian Edition) (1975), 41(6), 663",56564-74-0,56564-75-1,7782-50-5,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""56564-74-0"", ""smiles"": ""BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23""}]","[{""index"": 1, ""cas_rn"": ""56564-75-1"", ""yield_pct"": ""100"", ""smiles"": ""ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl""}]","[{""index"": 1, ""cas_rn"": ""7782-50-5""}]",[],[],,
31-268-CAS-10605417,31-268-CAS-10605417,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,73,,,CC1=CC(=O)C(C(C)C)=CC1=NS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)N=C2C=C(C(C)C)C(=O)C(Cl)C2(C)Cl)cc1,CC1=CC(=O)C(C(C)C)=CC1=NS(=O)(=O)c1ccc(C)cc1>>Cc1ccc(S(=O)(=O)N=C2C=C(C(C)C)C(=O)C(Cl)C2(C)Cl)cc1,"Halogenation of N-substituted para-quinone monoimine and para-quinone monooxime esters: V. Chlorination and bromination of N-arylsulfonyl-1,4-benzoquinone monoimines dialkyl-substituted in the quinoid ring","Avdeenko, A. P.; Konovalova, S. A.","Russian Journal of Organic Chemistry (2006), 42(5), 669-682","Halogenation of N-substituted para-quinone monoimine and para-quinone monooxime esters: V. Chlorination and bromination of N-arylsulfonyl-1,4-benzoquinone monoimines dialkyl-substituted in the quinoid ring | Avdeenko, A. P.; Konovalova, S. A. | Russian Journal of Organic Chemistry (2006), 42(5), 669-682",315699-85-5,326006-37-5,7782-50-5,,,,,,,,"General/Typical Procedure: Chlorination of quinone imines Ia-Ic-IIIa-IIIc, XXXIIIa , XXXIIIb , XXXIVa, XXXIVb , and aminophenol s XIIa-XIIc-XIVa-XIVc , XLIVa, XLIVb, XLIXa, and XLIXb. Through a solution of 2 mmol of compounds under study in 3 ml of CHCl3, AcOH, DMF or a mixture DMF-AcOH, 1:5, was passed a steam of dry chlorine at a rate 15-20 ml/min at 25 -30°C. The ratio initial substance-chlorine was controlled by the weight gain, and it was varied in the range 1 : 1 -1:3. In several hours the reaction products were filtered off. All compounds obtained were recrystallized from acetic acid. 2-Isopropyl-5-methyl-4-tosylimino-5,6-dichloro- 2-cyclohexen-1-one (VIIb). Yield 73%. mp 105-106°C. 1H NMR spectrum, δ, ppm: 7.83 d (1H, H 3 ),4.51 s (1H, H 6 ),3.04 m [1H, (CH) 2 ], 1.85 s (3H, Me 5 ), 1.15- 1.24 d.d {6H, Me 2 in i-Pr, J[(CH) 2 , H 3 ]1.2 Hz}, 7.36- 7.90 d.d (4H in Ts), 2.47s (3H, Me in Ts). Found, %: Cl 18.15, 18.20. C17H19Cl2NO3S. Calculated, %: Cl 18.26.",1,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""315699-85-5"", ""smiles"": ""CC1=CC(=O)C(C(C)C)=CC1=NS(=O)(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""326006-37-5"", ""yield_pct"": ""73"", ""smiles"": ""Cc1ccc(S(=O)(=O)N=C2C=C(C(C)C)C(=O)C(Cl)C2(C)Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-50-5""}]",[],[],no experimental detail,
31-268-CAS-10608983,31-268-CAS-10608983,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,75,,,CC(=O)c1cn(C#Cc2ccccc2)c2ccccc12,CC(=O)c1cn(/C(Br)=C(\I)c2ccccc2)c2ccccc12,CC(=O)c1cn(C#Cc2ccccc2)c2ccccc12>>CC(=O)c1cn(/C(Br)=C(\I)c2ccccc2)c2ccccc12,"Regio-, and stereoselective iodobromination of ynamides for synthesis of (E)-1-bromo-2-iodoenamides","Ide, Masataka; Yauchi, Yuta; Iwasawa, Tetsuo","European Journal of Organic Chemistry (2014), 2014(15), 3262-3267","Regio-, and stereoselective iodobromination of ynamides for synthesis of (E)-1-bromo-2-iodoenamides | Ide, Masataka; Yauchi, Yuta; Iwasawa, Tetsuo | European Journal of Organic Chemistry (2014), 2014(15), 3262-3267",683246-96-0,1629962-36-2,"516-12-1, 2857-97-8, 7772-98-7",,"75-09-2, 108-88-3, 7732-18-5",,,,,,,3,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""683246-96-0"", ""smiles"": ""CC(=O)c1cn(C#Cc2ccccc2)c2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""1629962-36-2"", ""yield_pct"": ""75"", ""smiles"": ""CC(=O)c1cn(/C(Br)=C(\\I)c2ccccc2)c2ccccc12""}]","[{""index"": 1, ""cas_rn"": ""516-12-1""}, {""index"": 2, ""cas_rn"": ""2857-97-8""}, {""index"": 3, ""cas_rn"": ""7772-98-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""108-88-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","regioselective, stereoselective, alternative preparation shown, gram scale",
31-268-CAS-10645367,31-268-CAS-10645367,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,85,,,C=CC[N+](CC)(CC)CC.[Br-],CC[N+](CC)(CC)CC(Br)CBr.[Br-],C=CC[N+](CC)(CC)CC.[Br-]>>CC[N+](CC)(CC)CC(Br)CBr.[Br-],"Studies on amines and ammonium compounds. CCIV. Synthesis of ammonium salts containing 2,3-dibromoalkyl groups","Gyul'nazaryan, A. Kh.; Saakyan, T. A.; Markaryan, N. O.; Babayan, A. T.","Armyanskii Khimicheskii Zhurnal (1990), 43(2), 129-32","Studies on amines and ammonium compounds. CCIV. Synthesis of ammonium salts containing 2,3-dibromoalkyl groups | Gyul'nazaryan, A. Kh.; Saakyan, T. A.; Markaryan, N. O.; Babayan, A. T. | Armyanskii Khimicheskii Zhurnal (1990), 43(2), 129-32",29443-23-0,131247-67-1,7726-95-6,,,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""29443-23-0"", ""smiles"": ""C=CC[N+](CC)(CC)CC.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""131247-67-1"", ""yield_pct"": ""85"", ""smiles"": ""CC[N+](CC)(CC)CC(Br)CBr.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],[],,
31-268-CAS-10652684,31-268-CAS-10652684,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,88,,,O=C(/C=C/c1ccccc1)c1ccccc1,O=C(c1ccccc1)[C@@H](Br)[C@@H](Br)c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1>>O=C(c1ccccc1)[C@@H](Br)[C@@H](Br)c1ccccc1,"An alternative method for the regio- and stereoselective bromination of alkenes, alkynes, toluene derivatives and ketones using a bromide/bromate couple","Adimurthy, Subbarayappa; Ghosh, Sudip; Patoliya, Paresh U.; Ramachandraiah, Gadde; Agrawal, Manoj; Gandhi, Mahesh R.; Upadhyay, Sumesh C.; Ghosh, Pushpito K.; Ranu, Brindaban C.","Green Chemistry (2008), 10(2), 232-237","An alternative method for the regio- and stereoselective bromination of alkenes, alkynes, toluene derivatives and ketones using a bromide/bromate couple | Adimurthy, Subbarayappa; Ghosh, Sudip; Patoliya, Paresh U.; Ramachandraiah, Gadde; Agrawal, Manoj; Gandhi, Mahesh R.; Upadhyay, Sumesh C.; Ghosh, Pushpito K.; Ranu, Brindaban C. | Green Chemistry (2008), 10(2), 232-237",614-47-1,16197-80-1,"64-19-7, 7647-15-6, 7789-38-0, 144-55-8",,"64-19-7, 7732-18-5",,,,,,,2,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""614-47-1"", ""smiles"": ""O=C(/C=C/c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16197-80-1"", ""yield_pct"": ""88"", ""smiles"": ""O=C(c1ccccc1)[C@@H](Br)[C@@H](Br)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""64-19-7""}, {""index"": 2, ""cas_rn"": ""7647-15-6""}, {""index"": 3, ""cas_rn"": ""7789-38-0""}, {""index"": 4, ""cas_rn"": ""144-55-8""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-reagent, stereoselective",
31-268-CAS-10661563,31-268-CAS-10661563,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,78,,,N#Cc1ccc(/C=C/C(=O)c2ccccc2)cc1,N#Cc1ccc([C@@H](Br)[C@@H](Br)C(=O)c2ccccc2)cc1,N#Cc1ccc(/C=C/C(=O)c2ccccc2)cc1>>N#Cc1ccc([C@@H](Br)[C@@H](Br)C(=O)c2ccccc2)cc1,Solvent-free bromination reactions with sodium bromide and oxone promoted by mechanical milling,"Wang, Guan-Wu; Gao, Jie","Green Chemistry (2012), 14(4), 1125-1131","Solvent-free bromination reactions with sodium bromide and oxone promoted by mechanical milling | Wang, Guan-Wu; Gao, Jie | Green Chemistry (2012), 14(4), 1125-1131",22966-17-2,1369969-94-7,"7647-15-6, 37222-66-5",,,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""22966-17-2"", ""smiles"": ""N#Cc1ccc(/C=C/C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1369969-94-7"", ""yield_pct"": ""78"", ""smiles"": ""N#Cc1ccc([C@@H](Br)[C@@H](Br)C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7647-15-6""}, {""index"": 2, ""cas_rn"": ""37222-66-5""}]",[],[],"green chemistry, stereoselective, ball milling, no solvent",
31-268-CAS-10677464,31-268-CAS-10677464,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,95,,,CC[N+](C)(C)CCC#CC[N+](CC)(CC)CC.[Br-],Br[Br-]Br.CC[N+](C)(C)CCC(Br)=C(Br)C[N+](CC)(CC)CC.[Br-],CC[N+](C)(C)CCC#CC[N+](CC)(CC)CC.[Br-]>>Br[Br-]Br.CC[N+](C)(C)CCC(Br)=C(Br)C[N+](CC)(CC)CC.[Br-],Amines and ammonium compounds. CXCVIII. Reaction of ammonium salts containing a 2-alkynyl group with bromine and iodine,"Gyul'nazaryan, A. Kh.; Khachatryan, N. G.; Saakyan, T. A.; Kinoyan, F. S.; Panosyan, G. A.; Babayan, A. T.","Zhurnal Organicheskoi Khimii (1988), 24(3), 504-9","Amines and ammonium compounds. CXCVIII. Reaction of ammonium salts containing a 2-alkynyl group with bromine and iodine | Gyul'nazaryan, A. Kh.; Khachatryan, N. G.; Saakyan, T. A.; Kinoyan, F. S.; Panosyan, G. A.; Babayan, A. T. | Zhurnal Organicheskoi Khimii (1988), 24(3), 504-9",118153-99-4,118154-01-1,7726-95-6,,7732-18-5,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""118153-99-4"", ""smiles"": ""CC[N+](C)(C)CCC#CC[N+](CC)(CC)CC.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""118154-01-1"", ""yield_pct"": ""95"", ""smiles"": ""Br[Br-]Br.CC[N+](C)(C)CCC(Br)=C(Br)C[N+](CC)(CC)CC.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,product_smiles_validation_failed
31-268-CAS-10678157,31-268-CAS-10678157,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,76,,,C1=CCCCC1,Cl[C@@H]1CCCC[C@H]1Cl,C1=CCCCC1>>Cl[C@@H]1CCCC[C@H]1Cl,"C60Cl6, C60Br8 and C60(NO2)6 as selective tools in organic synthesis","Franco, Jimmy U.; Ell, John R.; Hilton, Amanda K.; Hammons, Justin C.; Olmstead, Marilyn M.","Fullerenes, Nanotubes, and Carbon Nanostructures (2009), 17(4), 349-360","C60Cl6, C60Br8 and C60(NO2)6 as selective tools in organic synthesis | Franco, Jimmy U.; Ell, John R.; Hilton, Amanda K.; Hammons, Justin C.; Olmstead, Marilyn M. | Fullerenes, Nanotubes, and Carbon Nanostructures (2009), 17(4), 349-360",110-83-8,822-86-6,151013-83-1,,79-34-5,,,,,,"1,2-trans-dichlorocyclohexane, 6. C60Cl6 (100 mg, 0.107 mmol) was dissolved in 30mL of 1,1,2,2-tetrachloroethane, followed by the addition of 1 mL of cyclohexene to the reaction mixture. The reaction mixture was refluxed for 12 hours. The solution was cooled to room temperature and all volatiles removed. The residue was chromatographed on a silica column using hexane as the eluent, Yield 12.5 mg, 76%.",1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""110-83-8"", ""smiles"": ""C1=CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""822-86-6"", ""yield_pct"": ""76"", ""smiles"": ""Cl[C@@H]1CCCC[C@H]1Cl""}]","[{""index"": 1, ""cas_rn"": ""151013-83-1""}]",[],"[{""index"": 1, ""cas_rn"": ""79-34-5""}]",stereoselective,
31-268-CAS-10701512,31-268-CAS-10701512,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,96,,,COc1ccc(C=CC(C)=O)cc1,COc1ccc(C(Br)C(Br)C(C)=O)cc1,COc1ccc(C=CC(C)=O)cc1>>COc1ccc(C(Br)C(Br)C(C)=O)cc1,Efficient bromination of alkenes and alkynes using potassium bromide and diacetoxy iodobenzene,"Das, Biswanath; Srinivas, Yallamalla; Sudhakar, Chittaluri; Damodar, Kongara; Narender, Ravirala","Synthetic Communications (2009), 39(2), 220-227","Efficient bromination of alkenes and alkynes using potassium bromide and diacetoxy iodobenzene | Das, Biswanath; Srinivas, Yallamalla; Sudhakar, Chittaluri; Damodar, Kongara; Narender, Ravirala | Synthetic Communications (2009), 39(2), 220-227",943-88-4,19739-09-4,"3240-34-4, 7758-02-3",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: General A mixture of alkene or alkyne (0.5 mmol), KBr (1.5 mmol), and DIB (0.5 mmol) in CH2Cl2 • H2O (1:1) (5 mL) was stirred at room temperature. The reaction was monitored by thin-layer chromatography (TLC). After completion, the organic layer was separated, washed with saturated aqueous NaHCO3 solution (3 x 5 mL), and dried over anhydrous Na2SO4. The solvent was removed under reduced pressure. The residue was subjected to column chromatography (silica gel, hexane-EtOAc) to obtain pure dibromo product. 2,3-Dibromo-3-(4-methoxy)-phenyl-methyl propanoate (Table 1, entry 7), Viscous, yield 96%. 1H NMR (CDCl3, 200 MHz): δ 7.92 (d, 2H, J = 8.0 Hz), 6.94 (d, 2H, J = 8.0 Hz), 3.91 (s, 2H), 3.86 (s, 3H), 2.56 (s, 3H); FABMS: m/z 357, 359, 361 [M + Na]+. Anal. calcd. for C11H12O2Br2: C, 39.52; H, 3.59. Found: C, 38.49; H, 3.51.",1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""943-88-4"", ""smiles"": ""COc1ccc(C=CC(C)=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""19739-09-4"", ""yield_pct"": ""96"", ""smiles"": ""COc1ccc(C(Br)C(Br)C(C)=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""3240-34-4""}, {""index"": 2, ""cas_rn"": ""7758-02-3""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",stereoselective,
31-268-CAS-10704365,31-268-CAS-10704365,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,100,,,Br[C@H]1[C@H]2C=C[C@@H]1[C@@H]1c3ccccc3[C@H]21,Br[C@@H]1[C@H](Br)[C@@H]2[C@H](Br)[C@H]1[C@@H]1c3ccccc3[C@@H]12,Br[C@H]1[C@H]2C=C[C@@H]1[C@@H]1c3ccccc3[C@H]21>>Br[C@@H]1[C@H](Br)[C@@H]2[C@H](Br)[C@H]1[C@@H]1c3ccccc3[C@@H]12,Bromination of endo- and exo-benzocyclobutenonorbornene derivatives: Neighbor group effect on bromination,"Uzundumlu, Eren; Dastan, Arif","Journal of Chemical Research (2005), (6), 348-351","Bromination of endo- and exo-benzocyclobutenonorbornene derivatives: Neighbor group effect on bromination | Uzundumlu, Eren; Dastan, Arif | Journal of Chemical Research (2005), (6), 348-351",883135-66-8,883135-72-6,7726-95-6,,56-23-5,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""883135-66-8"", ""smiles"": ""Br[C@H]1[C@H]2C=C[C@@H]1[C@@H]1c3ccccc3[C@H]21""}]","[{""index"": 1, ""cas_rn"": ""883135-72-6"", ""yield_pct"": ""100"", ""smiles"": ""Br[C@@H]1[C@H](Br)[C@@H]2[C@H](Br)[C@H]1[C@@H]1c3ccccc3[C@@H]12""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],"[{""index"": 1, ""cas_rn"": ""56-23-5""}]","stereoselective, product depends on reaction temperature",
31-268-CAS-10729207,31-268-CAS-10729207,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,99,,,C=CC#CC[N+](CC=C(Cl)C[N+](CC#CC=C)(CCCC)CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CC=C(Cl)C[N+](CCCC)(CCCC)CC(Br)=C(Br)C(Br)CBr)(CCCC)CC(Br)=C(Br)C(Br)CBr.[Br-],C=CC#CC[N+](CC=C(Cl)C[N+](CC#CC=C)(CCCC)CCCC)(CCCC)CCCC.[Br-]>>CCCC[N+](CC=C(Cl)C[N+](CCCC)(CCCC)CC(Br)=C(Br)C(Br)CBr)(CCCC)CC(Br)=C(Br)C(Br)CBr.[Br-],Bromination of mono- and bisammonium salts with a 4-penten-2-ynyl side group,"Saakyan, T. A.; Gyul'nazaryan, A. Kh.; Kocharyan, S. T.","Russian Journal of General Chemistry (Translation of Zhurnal Obshchei Khimii) (2001), 71(8), 1165-1168","Bromination of mono- and bisammonium salts with a 4-penten-2-ynyl side group | Saakyan, T. A.; Gyul'nazaryan, A. Kh.; Kocharyan, S. T. | Russian Journal of General Chemistry (Translation of Zhurnal Obshchei Khimii) (2001), 71(8), 1165-1168",428439-13-8,428439-17-2,"7726-95-6, 67-64-1",,7732-18-5,,,,,,"General/Typical Procedure: Bromination of ammonium salts Ia-Id, IIIa-IIId, V, and VI. To aqueous solution of 0.03 mol of salt Ia-Id, IIIa-IIId, V, or VI we added dropwise at room temperature with constant stirring a 10- or 5-fold molar amount of bromine. After 4 h, the complex that formed was washed with water (5 x 50 ml) and dried. Decomposition with acetone (chemical grade) gave compound IIa-IId, IVa-g, VII, or VIII as hygroscopic oily or crystalline substances. They were recrystallized from absolute ethanol. Comp. no.: IVd, Yield: 99%. Rf : 0.54, IR spectrum, v, cm-1: 590, 1605, 1615, UV spectrum, λmax, nm: 223, Formula: C30H51Br10ClN2. 1H NMR spectrum [CD3OD or (CD3)2SO], δ, ppm (J, Hz): 1.00 m (12H, CH2CH3), 1.42 m (8H, CH2CH3), 1.85 m (8H, CH2C2H5), 3.71 m (4H, CH2C3H7), 3.93-4.00 m (4H, CH2Br), 4.57 m (2H, CH2CH=), 4.80 d.d and 5.00 d.d (4H, CH2CBr=, J 15.0.), 5.80 m (2H, CHBr), 7.65 t (1H, CH=CCl, J 8.5).",2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""428439-13-8"", ""smiles"": ""C=CC#CC[N+](CC=C(Cl)C[N+](CC#CC=C)(CCCC)CCCC)(CCCC)CCCC.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""428439-17-2"", ""yield_pct"": ""99"", ""smiles"": ""CCCC[N+](CC=C(Cl)C[N+](CCCC)(CCCC)CC(Br)=C(Br)C(Br)CBr)(CCCC)CC(Br)=C(Br)C(Br)CBr.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}, {""index"": 2, ""cas_rn"": ""67-64-1""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,
31-268-CAS-10755624,31-268-CAS-10755624,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,87,,,O=C1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)C=C1OC(=O)c1ccccc1,O=C(OC[C@H]1OC(=O)[C@](Br)(OC(=O)c2ccccc2)[C@H](Br)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,O=C1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)C=C1OC(=O)c1ccccc1>>O=C(OC[C@H]1OC(=O)[C@](Br)(OC(=O)c2ccccc2)[C@H](Br)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,Bromination of sugar enones and enonolactones,"Di Nardo, Christian; Varela, Oscar; de Lederkremer, Rosa M.; Baggio, Ricardo F.; Vega, Daniel R.; Garland, Maria T.","Carbohydrate Research (1995), 269(1), 99-109","Bromination of sugar enones and enonolactones | Di Nardo, Christian; Varela, Oscar; de Lederkremer, Rosa M.; Baggio, Ricardo F.; Vega, Daniel R.; Garland, Maria T. | Carbohydrate Research (1995), 269(1), 99-109",53942-33-9,164169-23-7,7726-95-6,,75-09-2,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""53942-33-9"", ""smiles"": ""O=C1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c2ccccc2)C=C1OC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""164169-23-7"", ""yield_pct"": ""87"", ""smiles"": ""O=C(OC[C@H]1OC(=O)[C@](Br)(OC(=O)c2ccccc2)[C@H](Br)[C@@H]1OC(=O)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","in the dark, stereoselective, USING LIGHT GAVE A LOWER YIELD",
31-268-CAS-10757353,31-268-CAS-10757353,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,91,,,C(=C/c1ccccc1)/c1ccccc1,BrC(c1ccccc1)C(Br)c1ccccc1,C(=C/c1ccccc1)/c1ccccc1>>BrC(c1ccccc1)C(Br)c1ccccc1,Solvent-free phase-vanishing reactions with PTFE (Teflon) as a phase screen,"Pels, Kevin; Dragojlovic, Veljko","Beilstein Journal of Organic Chemistry (2009), 5No pp. given, NO. 75","Solvent-free phase-vanishing reactions with PTFE (Teflon) as a phase screen | Pels, Kevin; Dragojlovic, Veljko | Beilstein Journal of Organic Chemistry (2009), 5No pp. given, NO. 75",645-49-8,5789-30-0,7726-95-6,,,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""645-49-8"", ""smiles"": ""C(=C/c1ccccc1)/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""5789-30-0"", ""yield_pct"": ""91"", ""smiles"": ""BrC(c1ccccc1)C(Br)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],[],"green chemistry, stereoselective, no solvent, sealed polytetrafluoroethylene tube used, alternative preparation shown",
31-268-CAS-10759381,31-268-CAS-10759381,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,88,,,OCC#CCO,OC/C(Br)=C(\Br)CO,OCC#CCO>>OC/C(Br)=C(\Br)CO,Hexamethonium bis(tribromide) (HMBTB) a recyclable and high bromine containing reagent,"Paul, Bappi; Bhuyan, Bishal; Purkayastha, Debraj D.; Dhar, Siddhartha S.; Patel, Bhisma K.","Tetrahedron Letters (2015), 56(41), 5646-5650","Hexamethonium bis(tribromide) (HMBTB) a recyclable and high bromine containing reagent | Paul, Bappi; Bhuyan, Bishal; Purkayastha, Debraj D.; Dhar, Siddhartha S.; Patel, Bhisma K. | Tetrahedron Letters (2015), 56(41), 5646-5650",110-65-6,21285-46-1,1809104-33-3,,,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""110-65-6"", ""smiles"": ""OCC#CCO""}]","[{""index"": 1, ""cas_rn"": ""21285-46-1"", ""yield_pct"": ""88"", ""smiles"": ""OC/C(Br)=C(\\Br)CO""}]","[{""index"": 1, ""cas_rn"": ""1809104-33-3""}]",[],[],"green chemistry-reagent, stereoselective, no solvent, recyclable reagent used",
31-268-CAS-107813,31-268-CAS-107813,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,78,,,C(#Cc1ccccc1)c1ccccc1,Br/C(=C(/Br)c1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1>>Br/C(=C(/Br)c1ccccc1)c1ccccc1,"Stereoselective Bromination Reactions Using Tridecylmethylphosphonium Tribromide in a ""Stacked"" Reactor","Ma, Kefeng; Li, Shaw; Weiss, Richard G.","Organic Letters (2008), 10(19), 4155-4158","Stereoselective Bromination Reactions Using Tridecylmethylphosphonium Tribromide in a ""Stacked"" Reactor | Ma, Kefeng; Li, Shaw; Weiss, Richard G. | Organic Letters (2008), 10(19), 4155-4158",501-65-5,20432-10-4,"7726-95-6, 1057661-18-3",,"355-42-0, 544-76-3",,,,,,"General/Typical Procedure: The 4-layer system for bromination reactions. Normally, 1.2 equivalents of bromine (based on the substrate amount) were added to a tube (10.5 mm diameter and 87 mm2 surface area) containing perfluorohexane (~1.5 g; ~11 mm layer thickness). 1P10Br3 (~320 mg; ~5 mm layer thickness) was added carefully to the top, followed by addition of a solution of the substrate in hexadecane (2-2.5 mL). The tube was sealed with a rubber stopper and kept in the dark during the period of reaction.",1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""501-65-5"", ""smiles"": ""C(#Cc1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""20432-10-4"", ""yield_pct"": ""78"", ""smiles"": ""Br/C(=C(/Br)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}, {""index"": 2, ""cas_rn"": ""1057661-18-3""}]",[],"[{""index"": 1, ""cas_rn"": ""355-42-0""}, {""index"": 2, ""cas_rn"": ""544-76-3""}]","green chemistry-reagent, in the dark, stereoselective, sealed tube used, anti:syn=100:0, reagent prepared and used, stacked layers reactor used, ionic liquid used",
