reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-24161509,31-614-CAS-24161509,Reaction_20251111_1650.rdf,Appel halogenation,85,,,CC(C)(C)OC(=O)CC[C@@H](CO)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)CC[C@@H](CBr)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC(=O)CC[C@@H](CO)NC(=O)OCC1c2ccccc2-c2ccccc21>>CC(C)(C)OC(=O)CC[C@@H](CBr)NC(=O)OCC1c2ccccc2-c2ccccc21,N-Bromosuccinimide promoted synthesis of β-amino bromides under Appel reaction condition,"Chinthaginjala, Srinivasulu; Alavandimat, Nanda H.; Umesha, Vathsala; Sureshbabu, Vommina V.","Synthetic Communications (2021), 51(19), 2975-2983","N-Bromosuccinimide promoted synthesis of β-amino bromides under Appel reaction condition | Chinthaginjala, Srinivasulu; Alavandimat, Nanda H.; Umesha, Vathsala; Sureshbabu, Vommina V. | Synthetic Communications (2021), 51(19), 2975-2983",153815-59-9,2699652-78-1,"128-08-5, 603-35-0",,75-09-2,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""153815-59-9"", ""smiles"": ""CC(C)(C)OC(=O)CC[C@@H](CO)NC(=O)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2699652-78-1"", ""yield_pct"": ""85"", ""smiles"": ""CC(C)(C)OC(=O)CC[C@@H](CBr)NC(=O)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""128-08-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-614-CAS-24161510,31-614-CAS-24161510,Reaction_20251111_1650.rdf,Appel halogenation,84,,,O=C(N[C@H](CO)CSC(c1ccccc1)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,O=C(N[C@H](CBr)CSC(c1ccccc1)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,O=C(N[C@H](CO)CSC(c1ccccc1)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21>>O=C(N[C@H](CBr)CSC(c1ccccc1)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,N-Bromosuccinimide promoted synthesis of β-amino bromides under Appel reaction condition,"Chinthaginjala, Srinivasulu; Alavandimat, Nanda H.; Umesha, Vathsala; Sureshbabu, Vommina V.","Synthetic Communications (2021), 51(19), 2975-2983","N-Bromosuccinimide promoted synthesis of β-amino bromides under Appel reaction condition | Chinthaginjala, Srinivasulu; Alavandimat, Nanda H.; Umesha, Vathsala; Sureshbabu, Vommina V. | Synthetic Communications (2021), 51(19), 2975-2983",215954-72-6,2699652-80-5,"128-08-5, 603-35-0",,75-09-2,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""215954-72-6"", ""smiles"": ""O=C(N[C@H](CO)CSC(c1ccccc1)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2699652-80-5"", ""yield_pct"": ""84"", ""smiles"": ""O=C(N[C@H](CBr)CSC(c1ccccc1)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""128-08-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-614-CAS-24161511,31-614-CAS-24161511,Reaction_20251111_1650.rdf,Appel halogenation,82,,,CC(C)(C)OC(=O)n1cc(C[C@@H](CO)NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc21,CC(C)(C)OC(=O)n1cc(C[C@@H](CBr)NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc21,CC(C)(C)OC(=O)n1cc(C[C@@H](CO)NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc21>>CC(C)(C)OC(=O)n1cc(C[C@@H](CBr)NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc21,N-Bromosuccinimide promoted synthesis of β-amino bromides under Appel reaction condition,"Chinthaginjala, Srinivasulu; Alavandimat, Nanda H.; Umesha, Vathsala; Sureshbabu, Vommina V.","Synthetic Communications (2021), 51(19), 2975-2983","N-Bromosuccinimide promoted synthesis of β-amino bromides under Appel reaction condition | Chinthaginjala, Srinivasulu; Alavandimat, Nanda H.; Umesha, Vathsala; Sureshbabu, Vommina V. | Synthetic Communications (2021), 51(19), 2975-2983",851707-51-2,2699652-81-6,"128-08-5, 603-35-0",,75-09-2,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""851707-51-2"", ""smiles"": ""CC(C)(C)OC(=O)n1cc(C[C@@H](CO)NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2699652-81-6"", ""yield_pct"": ""82"", ""smiles"": ""CC(C)(C)OC(=O)n1cc(C[C@@H](CBr)NC(=O)OCC2c3ccccc3-c3ccccc32)c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""128-08-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-614-CAS-24161512,31-614-CAS-24161512,Reaction_20251111_1650.rdf,Appel halogenation,88,,,CC(C)(C)OC[C@H](CO)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC[C@@H](CBr)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(C)OC[C@H](CO)NC(=O)OCC1c2ccccc2-c2ccccc21>>CC(C)(C)OC[C@@H](CBr)NC(=O)OCC1c2ccccc2-c2ccccc21,N-Bromosuccinimide promoted synthesis of β-amino bromides under Appel reaction condition,"Chinthaginjala, Srinivasulu; Alavandimat, Nanda H.; Umesha, Vathsala; Sureshbabu, Vommina V.","Synthetic Communications (2021), 51(19), 2975-2983","N-Bromosuccinimide promoted synthesis of β-amino bromides under Appel reaction condition | Chinthaginjala, Srinivasulu; Alavandimat, Nanda H.; Umesha, Vathsala; Sureshbabu, Vommina V. | Synthetic Communications (2021), 51(19), 2975-2983",438239-26-0,2699652-79-2,"128-08-5, 603-35-0",,75-09-2,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""438239-26-0"", ""smiles"": ""CC(C)(C)OC[C@H](CO)NC(=O)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2699652-79-2"", ""yield_pct"": ""88"", ""smiles"": ""CC(C)(C)OC[C@@H](CBr)NC(=O)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""128-08-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Appel reaction,
31-614-CAS-31996428,31-614-CAS-31996428,Reaction_20251111_1650.rdf,Appel halogenation,100,,,CC(C)(C)CCO,CC(C)(C)CCBr,CC(C)(C)CCO>>CC(C)(C)CCBr,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",624-95-3,1647-23-0,"77-48-5, 603-35-0",,75-09-2,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""624-95-3"", ""smiles"": ""CC(C)(C)CCO""}]","[{""index"": 1, ""cas_rn"": ""1647-23-0"", ""yield_pct"": ""100"", ""smiles"": ""CC(C)(C)CCBr""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic",
31-614-CAS-31996429,31-614-CAS-31996429,Reaction_20251111_1650.rdf,Appel halogenation,98,,,OCCc1ccccc1,BrCCc1ccccc1,OCCc1ccccc1>>BrCCc1ccccc1,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",60-12-8,103-63-9,"77-48-5, 603-35-0",,75-09-2,,,,,,,2,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""60-12-8"", ""smiles"": ""OCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""103-63-9"", ""yield_pct"": ""98"", ""smiles"": ""BrCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic, optimization study, optimized on stoichiometry of reagent and solvent, optimized on temperature, optimized on time",
31-614-CAS-31996430,31-614-CAS-31996430,Reaction_20251111_1650.rdf,Appel halogenation,91,,,OC1CN2CCC1CC2,BrC1CN2CCC1CC2,OC1CN2CCC1CC2>>BrC1CN2CCC1CC2,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",1619-34-7,806595-68-6,"77-48-5, 603-35-0",,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""1619-34-7"", ""smiles"": ""OC1CN2CCC1CC2""}]","[{""index"": 1, ""cas_rn"": ""806595-68-6"", ""yield_pct"": ""91"", ""smiles"": ""BrC1CN2CCC1CC2""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic",
31-614-CAS-31996431,31-614-CAS-31996431,Reaction_20251111_1650.rdf,Appel halogenation,84,,,CC(O)c1ccccc1,CC(Br)c1ccccc1,CC(O)c1ccccc1>>CC(Br)c1ccccc1,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",98-85-1,585-71-7,"77-48-5, 603-35-0",,75-09-2,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""98-85-1"", ""smiles"": ""CC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""585-71-7"", ""yield_pct"": ""84"", ""smiles"": ""CC(Br)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic",
31-614-CAS-31996432,31-614-CAS-31996432,Reaction_20251111_1650.rdf,Appel halogenation,100,,,OC/C=C/c1ccccc1,BrC/C=C/c1ccccc1,OC/C=C/c1ccccc1>>BrC/C=C/c1ccccc1,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",4407-36-7,26146-77-0,"77-48-5, 603-35-0",,75-09-2,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""4407-36-7"", ""smiles"": ""OC/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""26146-77-0"", ""yield_pct"": ""100"", ""smiles"": ""BrC/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic",
31-614-CAS-31996433,31-614-CAS-31996433,Reaction_20251111_1650.rdf,Appel halogenation,73,,,O=C(CO)c1ccccc1,O=C(CBr)c1ccccc1,O=C(CO)c1ccccc1>>O=C(CBr)c1ccccc1,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",582-24-1,70-11-1,"77-48-5, 603-35-0",,75-09-2,,,,,,,1,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""582-24-1"", ""smiles"": ""O=C(CO)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""70-11-1"", ""yield_pct"": ""73"", ""smiles"": ""O=C(CBr)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic",
31-614-CAS-31996435,31-614-CAS-31996435,Reaction_20251111_1650.rdf,Appel halogenation,94,,,OCCc1ccccc1,ICCc1ccccc1,OCCc1ccccc1>>ICCc1ccccc1,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",60-12-8,17376-04-4,"516-12-1, 603-35-0",,75-09-2,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""60-12-8"", ""smiles"": ""OCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""17376-04-4"", ""yield_pct"": ""94"", ""smiles"": ""ICCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""516-12-1""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","sealed tube used, continuous flow mode, exothermic, alternative reaction conditions shown",
31-614-CAS-31996436,31-614-CAS-31996436,Reaction_20251111_1650.rdf,Appel halogenation,100,,,OCc1ccccc1,BrCc1ccccc1,OCc1ccccc1>>BrCc1ccccc1,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",100-51-6,100-39-0,"77-48-5, 603-35-0",,75-09-2,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-39-0"", ""yield_pct"": ""100"", ""smiles"": ""BrCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic",
31-614-CAS-31996441,31-614-CAS-31996441,Reaction_20251111_1650.rdf,Appel halogenation,91,,,O=[N+]([O-])c1ccccc1CO,O=[N+]([O-])c1ccccc1CBr,O=[N+]([O-])c1ccccc1CO>>O=[N+]([O-])c1ccccc1CBr,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",612-25-9,3958-60-9,"77-48-5, 603-35-0",,75-09-2,,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""612-25-9"", ""smiles"": ""O=[N+]([O-])c1ccccc1CO""}]","[{""index"": 1, ""cas_rn"": ""3958-60-9"", ""yield_pct"": ""91"", ""smiles"": ""O=[N+]([O-])c1ccccc1CBr""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic",
31-614-CAS-31996442,31-614-CAS-31996442,Reaction_20251111_1650.rdf,Appel halogenation,90,,,OCCCCCCCCBr,BrCCCCCCCCBr,OCCCCCCCCBr>>BrCCCCCCCCBr,An environmentally benign and high-rate Appel type reaction,"Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene","Reaction Chemistry & Engineering (2022), 7(7), 1650-1659","An environmentally benign and high-rate Appel type reaction | Fuenzalida, Nicolas Mattias Del Rio; Alme, Eirin; Lundevall, Frida Johanne; Bjoersvik, Hans-Rene | Reaction Chemistry & Engineering (2022), 7(7), 1650-1659",50816-19-8,4549-32-0,"77-48-5, 603-35-0",,75-09-2,,,,,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""50816-19-8"", ""smiles"": ""OCCCCCCCCBr""}]","[{""index"": 1, ""cas_rn"": ""4549-32-0"", ""yield_pct"": ""90"", ""smiles"": ""BrCCCCCCCCBr""}]","[{""index"": 1, ""cas_rn"": ""77-48-5""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","green chemistry, sealed tube used, continuous flow mode, exothermic",
31-614-CAS-34212275,31-614-CAS-34212275,Reaction_20251111_1650.rdf,Appel halogenation,75,,,COC(=O)/C(CCC(Br)=C(C)C)=C1\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1CC=C1[C@]2(C)CC[C@H]2[C@H](C)[C@@H](O)CC[C@]12C,COC(=O)/C(CCC(Br)=C(C)C)=C1\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1CC=C1[C@]2(C)CC[C@H]2[C@H](C)[C@@H](Br)CC[C@]12C,COC(=O)/C(CCC(Br)=C(C)C)=C1\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1CC=C1[C@]2(C)CC[C@H]2[C@H](C)[C@@H](O)CC[C@]12C>>COC(=O)/C(CCC(Br)=C(C)C)=C1\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1CC=C1[C@]2(C)CC[C@H]2[C@H](C)[C@@H](Br)CC[C@]12C,Synthesis of Halo Derivatives of Fusidane Triterpenoids,"Salimova, E. V.; Mannanova, L. R.; Kukovinets, O. S.; Parfenova, L. V.","Russian Journal of Organic Chemistry (2022), 58(7), 968-976","Synthesis of Halo Derivatives of Fusidane Triterpenoids | Salimova, E. V.; Mannanova, L. R.; Kukovinets, O. S.; Parfenova, L. V. | Russian Journal of Organic Chemistry (2022), 58(7), 968-976",2839476-94-5,2839476-98-9,"558-13-4, 603-35-0",,"56-23-5, 71-43-2",,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""2839476-94-5"", ""smiles"": ""COC(=O)/C(CCC(Br)=C(C)C)=C1\\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1CC=C1[C@]2(C)CC[C@H]2[C@H](C)[C@@H](O)CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""2839476-98-9"", ""yield_pct"": ""75"", ""smiles"": ""COC(=O)/C(CCC(Br)=C(C)C)=C1\\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1CC=C1[C@]2(C)CC[C@H]2[C@H](C)[C@@H](Br)CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""558-13-4""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""56-23-5""}, {""index"": 2, ""cas_rn"": ""71-43-2""}]",Appel reaction,
31-614-CAS-34212276,31-614-CAS-34212276,Reaction_20251111_1650.rdf,Appel halogenation,80,,,COC(=O)/C(CCC=C(C)C)=C1\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1C[C@@H](O)[C@H]1[C@@]3(C)CC[C@@H](O)[C@@H](C)[C@@H]3CC[C@@]12C,COC(=O)/C(CCC=C(C)C)=C1\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1C[C@@H](O)[C@H]1[C@@]3(C)CC[C@H](Br)[C@@H](C)[C@@H]3CC[C@@]12C,COC(=O)/C(CCC=C(C)C)=C1\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1C[C@@H](O)[C@H]1[C@@]3(C)CC[C@@H](O)[C@@H](C)[C@@H]3CC[C@@]12C>>COC(=O)/C(CCC=C(C)C)=C1\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1C[C@@H](O)[C@H]1[C@@]3(C)CC[C@H](Br)[C@@H](C)[C@@H]3CC[C@@]12C,Synthesis of Halo Derivatives of Fusidane Triterpenoids,"Salimova, E. V.; Mannanova, L. R.; Kukovinets, O. S.; Parfenova, L. V.","Russian Journal of Organic Chemistry (2022), 58(7), 968-976","Synthesis of Halo Derivatives of Fusidane Triterpenoids | Salimova, E. V.; Mannanova, L. R.; Kukovinets, O. S.; Parfenova, L. V. | Russian Journal of Organic Chemistry (2022), 58(7), 968-976",21157-24-4,2839476-97-8,"558-13-4, 603-35-0",,"56-23-5, 71-43-2",,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""21157-24-4"", ""smiles"": ""COC(=O)/C(CCC=C(C)C)=C1\\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1C[C@@H](O)[C@H]1[C@@]3(C)CC[C@@H](O)[C@@H](C)[C@@H]3CC[C@@]12C""}]","[{""index"": 1, ""cas_rn"": ""2839476-97-8"", ""yield_pct"": ""80"", ""smiles"": ""COC(=O)/C(CCC=C(C)C)=C1\\[C@@H](OC(C)=O)C[C@@]2(C)[C@H]1C[C@@H](O)[C@H]1[C@@]3(C)CC[C@H](Br)[C@@H](C)[C@@H]3CC[C@@]12C""}]","[{""index"": 1, ""cas_rn"": ""558-13-4""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""56-23-5""}, {""index"": 2, ""cas_rn"": ""71-43-2""}]",Appel reaction,
31-614-CAS-35769223,31-614-CAS-35769223,Reaction_20251111_1650.rdf,Appel halogenation,80,,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](Br)CC[C@]4(C)[C@H]3CC[C@]12C.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C=CCC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](Br)CC[C@]4(C)[C@H]3CC[C@]12C.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C=CCC[C@]4(C)[C@H]3CC[C@]12C,"Revisiting the bromination of 3β-hydroxycholest-5-ene with CBr4/PPh3 and the subsequent azidolysis of the resulting bromide, disparity in stereochemical behavior","Schumacher, Christian; Ward, Jas S.; Rissanen, Kari; Bolm, Carsten; El Sayed Aly, Mohamed Ramadan","Beilstein Journal of Organic Chemistry (2023), 1991-99","Revisiting the bromination of 3β-hydroxycholest-5-ene with CBr4/PPh3 and the subsequent azidolysis of the resulting bromide, disparity in stereochemical behavior | Schumacher, Christian; Ward, Jas S.; Rissanen, Kari; Bolm, Carsten; El Sayed Aly, Mohamed Ramadan | Beilstein Journal of Organic Chemistry (2023), 1991-99",57-88-5,"516-91-6, 747-90-0","558-13-4, 603-35-0",,75-09-2,,,,,,,1,1,80,8,,,,,,"{""1"": 80, ""2"": 8}","[{""index"": 1, ""cas_rn"": ""57-88-5"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""516-91-6"", ""yield_pct"": ""80"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](Br)CC[C@]4(C)[C@H]3CC[C@]12C""}, {""index"": 2, ""cas_rn"": ""747-90-0"", ""yield_pct"": ""8"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C=CCC[C@]4(C)[C@H]3CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""558-13-4""}, {""index"": 2, ""cas_rn"": ""603-35-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",stereoselective,
