reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-238-CAS-22777998,31-238-CAS-22777998,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,83,,,C=CCO[C@@H]1C=C[C@H](OC(C)=O)[C@@H](COC(C)=O)O1.CC(=O)OC[C@H]1O[C@@H](S)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](SCCCO[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)C[C@@H]2S[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,C=CCO[C@@H]1C=C[C@H](OC(C)=O)[C@@H](COC(C)=O)O1.CC(=O)OC[C@H]1O[C@@H](S)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O>>CC(=O)OC[C@H]1O[C@@H](SCCCO[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)C[C@@H]2S[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,"Photoinitiated Thiol-Ene Reactions of Various 2,3-Unsaturated O-, C- S- and N-Glycosides - Scope and Limitations Study","Kelemen, Viktor; Csavas, Magdolna; Hotzi, Judit; Herczeg, Mihaly; Poonam; Rathi, Brijesh; Herczegh, Pal; Jain, Nidhi; Borbas, Aniko","Chemistry - An Asian Journal (2020), 15(6), 876-891","Photoinitiated Thiol-Ene Reactions of Various 2,3-Unsaturated O-, C- S- and N-Glycosides - Scope and Limitations Study | Kelemen, Viktor; Csavas, Magdolna; Hotzi, Judit; Herczeg, Mihaly; Poonam; Rathi, Brijesh; Herczegh, Pal; Jain, Nidhi; Borbas, Aniko | Chemistry - An Asian Journal (2020), 15(6), 876-891","67079-54-3, 208341-38-2",2413107-97-6,,24650-42-8,108-88-3,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""67079-54-3"", ""smiles"": ""C=CCO[C@@H]1C=C[C@H](OC(C)=O)[C@@H](COC(C)=O)O1""}, {""index"": 2, ""cas_rn"": ""208341-38-2"", ""smiles"": ""CC(=O)OC[C@H]1O[C@@H](S)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""2413107-97-6"", ""yield_pct"": ""83"", ""smiles"": ""CC(=O)OC[C@H]1O[C@@H](SCCCO[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)C[C@@H]2S[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]","green chemistry, in the dark, photochemical (75 W Hg-lamp used (365 nm)), regioselective, stereoselective, thiol-ene reaction, incremental addition of 2,2-dimethoxy-2-phenylacetophenone, product depends on reaction temperature",
31-238-CAS-22883121,31-238-CAS-22883121,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,80,,,CCCCS.C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si](C=C)(O1)O[Si]1(C=C)O[Si](C=C)(O2)O[Si](C=C)(O3)O[Si](CCSCCO)(O4)O1,CCCCSCC[Si]12O[Si]3(CCSCCO)O[Si]4(CCSCCCC)O[Si](CCSCCCC)(O1)O[Si]1(CCSCCCC)O[Si](CCSCCCC)(O2)O[Si](CCSCCCC)(O3)O[Si](CCSCCCC)(O4)O1,CCCCS.C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si](C=C)(O1)O[Si]1(C=C)O[Si](C=C)(O2)O[Si](C=C)(O3)O[Si](CCSCCO)(O4)O1>>CCCCSCC[Si]12O[Si]3(CCSCCO)O[Si]4(CCSCCCC)O[Si](CCSCCCC)(O1)O[Si]1(CCSCCCC)O[Si](CCSCCCC)(O2)O[Si](CCSCCCC)(O3)O[Si](CCSCCCC)(O4)O1,Molecular Patchy Clusters with Controllable Symmetry Breaking for Structural Engineering,"Li, Gang; Gan, Zhanhui; Liu, Yuchu; Wang, Shuai; Guo, Qing-Yun; Liu, Zhongguo; Tan, Rui; Zhou, Dongdong; Kong, Deyu; Wen, Tao; Dong, Xue-Hui","ACS Nano (2020), 14(10), 13816-13823","Molecular Patchy Clusters with Controllable Symmetry Breaking for Structural Engineering | Li, Gang; Gan, Zhanhui; Liu, Yuchu; Wang, Shuai; Guo, Qing-Yun; Liu, Zhongguo; Tan, Rui; Zhou, Dongdong; Kong, Deyu; Wen, Tao; Dong, Xue-Hui | ACS Nano (2020), 14(10), 13816-13823","109-79-5, 1588948-11-1",2492531-24-3,,4767-03-7,109-99-9,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""109-79-5"", ""smiles"": ""CCCCS""}, {""index"": 2, ""cas_rn"": ""1588948-11-1"", ""smiles"": ""C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si](C=C)(O1)O[Si]1(C=C)O[Si](C=C)(O2)O[Si](C=C)(O3)O[Si](CCSCCO)(O4)O1""}]","[{""index"": 1, ""cas_rn"": ""2492531-24-3"", ""yield_pct"": ""80"", ""smiles"": ""CCCCSCC[Si]12O[Si]3(CCSCCO)O[Si]4(CCSCCCC)O[Si](CCSCCCC)(O1)O[Si]1(CCSCCCC)O[Si](CCSCCCC)(O2)O[Si](CCSCCCC)(O3)O[Si](CCSCCCC)(O4)O1""}]",[],"[{""index"": 1, ""cas_rn"": ""4767-03-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",photochemical (UV light used (365nm)),
31-238-CAS-22888125,31-238-CAS-22888125,Reaction_20251110_2055.rdf,Thiol–ene and thiol–yne,71,,,OCCCS.C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si](C=C)(O1)O[Si]1(C=C)O[Si](C=C)(O2)O[Si](C=C)(O3)O[Si](CCSCCCOC2CCCCO2)(O4)O1,OCCCSCC[Si]12O[Si]3(CCSCCCO)O[Si]4(CCSCCCO)O[Si](CCSCCCO)(O1)O[Si]1(CCSCCCO)O[Si](CCSCCCO)(O2)O[Si](CCSCCCO)(O3)O[Si](CCSCCCOC2CCCCO2)(O4)O1,OCCCS.C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si](C=C)(O1)O[Si]1(C=C)O[Si](C=C)(O2)O[Si](C=C)(O3)O[Si](CCSCCCOC2CCCCO2)(O4)O1>>OCCCSCC[Si]12O[Si]3(CCSCCCO)O[Si]4(CCSCCCO)O[Si](CCSCCCO)(O1)O[Si]1(CCSCCCO)O[Si](CCSCCCO)(O2)O[Si](CCSCCCO)(O3)O[Si](CCSCCCOC2CCCCO2)(O4)O1,Molecular Patchy Clusters with Controllable Symmetry Breaking for Structural Engineering,"Li, Gang; Gan, Zhanhui; Liu, Yuchu; Wang, Shuai; Guo, Qing-Yun; Liu, Zhongguo; Tan, Rui; Zhou, Dongdong; Kong, Deyu; Wen, Tao; Dong, Xue-Hui","ACS Nano (2020), 14(10), 13816-13823","Molecular Patchy Clusters with Controllable Symmetry Breaking for Structural Engineering | Li, Gang; Gan, Zhanhui; Liu, Yuchu; Wang, Shuai; Guo, Qing-Yun; Liu, Zhongguo; Tan, Rui; Zhou, Dongdong; Kong, Deyu; Wen, Tao; Dong, Xue-Hui | ACS Nano (2020), 14(10), 13816-13823","19721-22-3, 2492531-30-1",2492531-36-7,78-67-1,,108-88-3,,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""19721-22-3"", ""smiles"": ""OCCCS""}, {""index"": 2, ""cas_rn"": ""2492531-30-1"", ""smiles"": ""C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si](C=C)(O1)O[Si]1(C=C)O[Si](C=C)(O2)O[Si](C=C)(O3)O[Si](CCSCCCOC2CCCCO2)(O4)O1""}]","[{""index"": 1, ""cas_rn"": ""2492531-36-7"", ""yield_pct"": ""71"", ""smiles"": ""OCCCSCC[Si]12O[Si]3(CCSCCCO)O[Si]4(CCSCCCO)O[Si](CCSCCCO)(O1)O[Si]1(CCSCCCO)O[Si](CCSCCCO)(O2)O[Si](CCSCCCO)(O3)O[Si](CCSCCCOC2CCCCO2)(O4)O1""}]","[{""index"": 1, ""cas_rn"": ""78-67-1""}]",[],"[{""index"": 1, ""cas_rn"": ""108-88-3""}]",,
31-238-CAS-22926484,31-238-CAS-22926484,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,89,,,C=C1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]2OC(C)(C)O[C@H]12.O=C(N[C@@H](CS)C(=O)O)OCC1c2ccccc2-c2ccccc21,CC1(C)O[C@@H]2[C@H](O1)[C@@H](CSC[C@H](NC(=O)OCC1c3ccccc3-c3ccccc31)C(=O)O)O[C@H]2n1ccc(=O)[nH]c1=O,C=C1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]2OC(C)(C)O[C@H]12.O=C(N[C@@H](CS)C(=O)O)OCC1c2ccccc2-c2ccccc21>>CC1(C)O[C@@H]2[C@H](O1)[C@@H](CSC[C@H](NC(=O)OCC1c3ccccc3-c3ccccc31)C(=O)O)O[C@H]2n1ccc(=O)[nH]c1=O,Synthesis and oligomerization of cysteinyl nucleosides,"Bege, Miklos; Bereczki, Ilona; Molnar, Denes J.; Kicsak, Mate; Penzes-Daku, Krisztina; Bereczky, Zsuzsanna; Ferenc, Gyorgyi; Kovacs, Lajos; Herczegh, Pal; Borbas, Aniko","Organic & Biomolecular Chemistry (2020), 18(40), 8161-8178","Synthesis and oligomerization of cysteinyl nucleosides | Bege, Miklos; Bereczki, Ilona; Molnar, Denes J.; Kicsak, Mate; Penzes-Daku, Krisztina; Bereczky, Zsuzsanna; Ferenc, Gyorgyi; Kovacs, Lajos; Herczegh, Pal; Borbas, Aniko | Organic & Biomolecular Chemistry (2020), 18(40), 8161-8178","17331-67-8, 135248-89-4",2149599-72-2,,24650-42-8,"67-56-1, 108-88-3",,,,,,,2,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""17331-67-8"", ""smiles"": ""C=C1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]2OC(C)(C)O[C@H]12""}, {""index"": 2, ""cas_rn"": ""135248-89-4"", ""smiles"": ""O=C(N[C@@H](CS)C(=O)O)OCC1c2ccccc2-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2149599-72-2"", ""yield_pct"": ""89"", ""smiles"": ""CC1(C)O[C@@H]2[C@H](O1)[C@@H](CSC[C@H](NC(=O)OCC1c3ccccc3-c3ccccc31)C(=O)O)O[C@H]2n1ccc(=O)[nH]c1=O""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""108-88-3""}]","photochemical, UV light used, alternative preparation shown",
31-238-CAS-23164200,31-238-CAS-23164200,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,85,,,SCc1ccccc1.C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si]5(C=C)O[Si](C=C)(O[Si](C=C)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4,OCCCSCC[Si]12O[Si]3(CCSCc4ccccc4)O[Si]4(CCSCc5ccccc5)O[Si]5(CCSCCCO)O[Si](CCSCc6ccccc6)(O3)O[Si](CCSCc3ccccc3)(O1)O[Si](CCSCc1ccccc1)(O5)O[Si](CCSCc1ccccc1)(O2)O4,SCc1ccccc1.C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si]5(C=C)O[Si](C=C)(O[Si](C=C)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4>>OCCCSCC[Si]12O[Si]3(CCSCc4ccccc4)O[Si]4(CCSCc5ccccc5)O[Si]5(CCSCCCO)O[Si](CCSCc6ccccc6)(O3)O[Si](CCSCc3ccccc3)(O1)O[Si](CCSCc1ccccc1)(O5)O[Si](CCSCc1ccccc1)(O2)O4,Discrete Giant Polymeric Chains Based on Nanosized Monomers,"Liu, Zhongguo; Yang, Ze; Chen, Xin; Tan, Rui; Li, Gang; Gan, Zhanhui; Shao, Yu; He, Jinlin; Zhang, Zhengbiao; Li, Weihua; Zhang, Wen-Bin; Dong, Xue-Hui","JACS Au (2021), 1(1), 79-86","Discrete Giant Polymeric Chains Based on Nanosized Monomers | Liu, Zhongguo; Yang, Ze; Chen, Xin; Tan, Rui; Li, Gang; Gan, Zhanhui; Shao, Yu; He, Jinlin; Zhang, Zhengbiao; Li, Weihua; Zhang, Wen-Bin; Dong, Xue-Hui | JACS Au (2021), 1(1), 79-86","100-53-8, 2492531-20-9",2585681-71-4,,24650-42-8,109-99-9,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""100-53-8"", ""smiles"": ""SCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""2492531-20-9"", ""smiles"": ""C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si]5(C=C)O[Si](C=C)(O[Si](C=C)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4""}]","[{""index"": 1, ""cas_rn"": ""2585681-71-4"", ""yield_pct"": ""85"", ""smiles"": ""OCCCSCC[Si]12O[Si]3(CCSCc4ccccc4)O[Si]4(CCSCc5ccccc5)O[Si]5(CCSCCCO)O[Si](CCSCc6ccccc6)(O3)O[Si](CCSCc3ccccc3)(O1)O[Si](CCSCc1ccccc1)(O5)O[Si](CCSCc1ccccc1)(O2)O4""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","photochemical, UV radiation (365 nm) used",
31-238-CAS-23167508,31-238-CAS-23167508,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,75,,,CCCCS.C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si]5(C=C)O[Si](C=C)(O[Si](C=C)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4,CCCCSCC[Si]12O[Si]3(CCSCCCC)O[Si]4(CCSCCCC)O[Si]5(CCSCCCC)O[Si](CCSCCCC)(O[Si](CCSCCCC)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4,CCCCS.C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si]5(C=C)O[Si](C=C)(O[Si](C=C)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4>>CCCCSCC[Si]12O[Si]3(CCSCCCC)O[Si]4(CCSCCCC)O[Si]5(CCSCCCC)O[Si](CCSCCCC)(O[Si](CCSCCCC)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4,Discrete Giant Polymeric Chains Based on Nanosized Monomers,"Liu, Zhongguo; Yang, Ze; Chen, Xin; Tan, Rui; Li, Gang; Gan, Zhanhui; Shao, Yu; He, Jinlin; Zhang, Zhengbiao; Li, Weihua; Zhang, Wen-Bin; Dong, Xue-Hui","JACS Au (2021), 1(1), 79-86","Discrete Giant Polymeric Chains Based on Nanosized Monomers | Liu, Zhongguo; Yang, Ze; Chen, Xin; Tan, Rui; Li, Gang; Gan, Zhanhui; Shao, Yu; He, Jinlin; Zhang, Zhengbiao; Li, Weihua; Zhang, Wen-Bin; Dong, Xue-Hui | JACS Au (2021), 1(1), 79-86","109-79-5, 2492531-20-9",2585681-70-3,,24650-42-8,109-99-9,,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""109-79-5"", ""smiles"": ""CCCCS""}, {""index"": 2, ""cas_rn"": ""2492531-20-9"", ""smiles"": ""C=C[Si]12O[Si]3(C=C)O[Si]4(C=C)O[Si]5(C=C)O[Si](C=C)(O[Si](C=C)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4""}]","[{""index"": 1, ""cas_rn"": ""2585681-70-3"", ""yield_pct"": ""75"", ""smiles"": ""CCCCSCC[Si]12O[Si]3(CCSCCCC)O[Si]4(CCSCCCC)O[Si]5(CCSCCCC)O[Si](CCSCCCC)(O[Si](CCSCCCC)(O1)O[Si](CCSCCCO)(O3)O5)O[Si](CCSCCCO)(O2)O4""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","photochemical, UV radiation (365 nm) used",
31-238-CAS-23284115,31-238-CAS-23284115,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,82,,,CC(=O)S.C=CCOCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC=C,CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O,CC(=O)S.C=CCOCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC=C>>CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O,Branched amphiphilic polysulfides: influence of macromolecular architecture on self-assembly and oxidation responsiveness,"d'Arcy, Richard; Tirelli, Nicola","MRS Online Proceedings Library (2015), 17181-9","Branched amphiphilic polysulfides: influence of macromolecular architecture on self-assembly and oxidation responsiveness | d'Arcy, Richard; Tirelli, Nicola | MRS Online Proceedings Library (2015), 17181-9","507-09-5, 2021211-82-3",2021211-80-1,12627-85-9,78-67-1,109-99-9,,,,,,,2,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""507-09-5"", ""smiles"": ""CC(=O)S""}, {""index"": 2, ""cas_rn"": ""2021211-82-3"", ""smiles"": ""C=CCOCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC=C""}]","[{""index"": 1, ""cas_rn"": ""2021211-80-1"", ""yield_pct"": ""82"", ""smiles"": ""CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""12627-85-9""}]","[{""index"": 1, ""cas_rn"": ""78-67-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Schlenk tube used, thiol-ene reaction, incremental addition of reactant (thioacetic acid) and catalyst in stage 1, Dowex 1x8 Resin (previously activated with NaOH) used in stage 1",
31-238-CAS-23284225,31-238-CAS-23284225,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,81,,,CC(=O)S.C=CCOCC(COCC=C)(COCC=C)COCC=C,CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O,CC(=O)S.C=CCOCC(COCC=C)(COCC=C)COCC=C>>CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O,Branched amphiphilic polysulfides: influence of macromolecular architecture on self-assembly and oxidation responsiveness,"d'Arcy, Richard; Tirelli, Nicola","MRS Online Proceedings Library (2015), 17181-9","Branched amphiphilic polysulfides: influence of macromolecular architecture on self-assembly and oxidation responsiveness | d'Arcy, Richard; Tirelli, Nicola | MRS Online Proceedings Library (2015), 17181-9","507-09-5, 1471-18-7",53185-61-8,12627-85-9,78-67-1,109-99-9,,,,,,,2,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""507-09-5"", ""smiles"": ""CC(=O)S""}, {""index"": 2, ""cas_rn"": ""1471-18-7"", ""smiles"": ""C=CCOCC(COCC=C)(COCC=C)COCC=C""}]","[{""index"": 1, ""cas_rn"": ""53185-61-8"", ""yield_pct"": ""81"", ""smiles"": ""CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""12627-85-9""}]","[{""index"": 1, ""cas_rn"": ""78-67-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Schlenk tube used, thiol-ene reaction, incremental addition of reactant (thioacetic acid) and catalyst in stage 1, Dowex 1x8 Resin (previously activated with NaOH) used in stage 1",
31-238-CAS-23285594,31-238-CAS-23285594,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,80,,,CC(=O)S.C=CCOCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC=C,CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O,CC(=O)S.C=CCOCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC=C>>CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O,Branched amphiphilic polysulfides: influence of macromolecular architecture on self-assembly and oxidation responsiveness,"d'Arcy, Richard; Tirelli, Nicola","MRS Online Proceedings Library (2015), 17181-9","Branched amphiphilic polysulfides: influence of macromolecular architecture on self-assembly and oxidation responsiveness | d'Arcy, Richard; Tirelli, Nicola | MRS Online Proceedings Library (2015), 17181-9","507-09-5, 64340-67-6",2021211-81-2,12627-85-9,78-67-1,109-99-9,,,,,,,2,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""507-09-5"", ""smiles"": ""CC(=O)S""}, {""index"": 2, ""cas_rn"": ""64340-67-6"", ""smiles"": ""C=CCOCC(COCC=C)(COCC=C)COCC(COCC=C)(COCC=C)COCC=C""}]","[{""index"": 1, ""cas_rn"": ""2021211-81-2"", ""yield_pct"": ""80"", ""smiles"": ""CC(=O)SCCCOCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCC(COCCCSC(C)=O)(COCCCSC(C)=O)COCCCSC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""12627-85-9""}]","[{""index"": 1, ""cas_rn"": ""78-67-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Schlenk tube used, thiol-ene reaction, incremental addition of reactant (thioacetic acid) and catalyst in stage 1, Dowex 1x8 Resin (previously activated with NaOH) used in stage 1",
31-238-CAS-23311662,31-238-CAS-23311662,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,85,,,OCCS.C=C(C)[C@@H]1CC=C(C)CC1,CC1CC[C@H](C(C)CSCCO)CC1SCCO,OCCS.C=C(C)[C@@H]1CC=C(C)CC1>>CC1CC[C@H](C(C)CSCCO)CC1SCCO,Synthesis and structure design of new bio-based elastomers via Thiol-ene-Click Reactions,"Khan, Shafiullah; Wang, Zhao; Wang, Runguo; Zhang, Liqun","Materials Science & Engineering, C: Materials for Biological Applications (2016), 67554-560","Synthesis and structure design of new bio-based elastomers via Thiol-ene-Click Reactions | Khan, Shafiullah; Wang, Zhao; Wang, Runguo; Zhang, Liqun | Materials Science & Engineering, C: Materials for Biological Applications (2016), 67554-560","60-24-2, 5989-54-8",1330060-71-3,,,,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""60-24-2"", ""smiles"": ""OCCS""}, {""index"": 2, ""cas_rn"": ""5989-54-8"", ""smiles"": ""C=C(C)[C@@H]1CC=C(C)CC1""}]","[{""index"": 1, ""cas_rn"": ""1330060-71-3"", ""yield_pct"": ""85"", ""smiles"": ""CC1CC[C@H](C(C)CSCCO)CC1SCCO""}]",[],[],[],"stereoselective, Thiol-ene-Click Reaction, product depends on time",
31-238-CAS-23352356,31-238-CAS-23352356,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,96,,,CCCCCCCCCCCCS.C=CCc1cc(O)ccc1-c1ccc(O)cc1CC=C,CCCCCCCCCCCCSCCCc1cc(O)ccc1-c1ccc(O)cc1CCCSCCCCCCCCCCCC,CCCCCCCCCCCCS.C=CCc1cc(O)ccc1-c1ccc(O)cc1CC=C>>CCCCCCCCCCCCSCCCc1cc(O)ccc1-c1ccc(O)cc1CCCSCCCCCCCCCCCC,Synthesis and performance of flexible epoxy resin with long alkyl side chains via click reaction,"Dai, Xueyan; Li, Peihong; Sui, Yanlong; Zhang, Chunling","Journal of Polymer Science (Hoboken, NJ, United States) (2021), 59(7), 627-637","Synthesis and performance of flexible epoxy resin with long alkyl side chains via click reaction | Dai, Xueyan; Li, Peihong; Sui, Yanlong; Zhang, Chunling | Journal of Polymer Science (Hoboken, NJ, United States) (2021), 59(7), 627-637","112-55-0, 63992-39-2",2636754-63-5,,78-67-1,108-88-3,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""112-55-0"", ""smiles"": ""CCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""63992-39-2"", ""smiles"": ""C=CCc1cc(O)ccc1-c1ccc(O)cc1CC=C""}]","[{""index"": 1, ""cas_rn"": ""2636754-63-5"", ""yield_pct"": ""96"", ""smiles"": ""CCCCCCCCCCCCSCCCc1cc(O)ccc1-c1ccc(O)cc1CCCSCCCCCCCCCCCC""}]",[],"[{""index"": 1, ""cas_rn"": ""78-67-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}]",Claisen rearrangement,
