reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-238-CAS-17059358,31-238-CAS-17059358,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","107-03-9, 2092926-69-5",2092926-35-5,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""107-03-9"", ""smiles"": ""CCCS""}, {""index"": 2, ""cas_rn"": ""2092926-69-5"", ""smiles"": ""C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-35-5"", ""yield_pct"": ""100"", ""smiles"": ""CCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059359,31-238-CAS-17059359,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","109-79-5, 2092926-68-4",2092926-37-7,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""109-79-5"", ""smiles"": ""CCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-68-4"", ""smiles"": ""C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-37-7"", ""yield_pct"": ""100"", ""smiles"": ""CCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059360,31-238-CAS-17059360,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","110-66-7, 2092926-68-4",2092926-39-9,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""110-66-7"", ""smiles"": ""CCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-68-4"", ""smiles"": ""C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-39-9"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059361,31-238-CAS-17059361,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","110-66-7, 2092926-69-5",2092926-41-3,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""110-66-7"", ""smiles"": ""CCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-69-5"", ""smiles"": ""C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-41-3"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059362,31-238-CAS-17059362,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","111-31-9, 2092926-68-4",2092926-43-5,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""111-31-9"", ""smiles"": ""CCCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-68-4"", ""smiles"": ""C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-43-5"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059363,31-238-CAS-17059363,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","111-31-9, 2092926-69-5",2092926-45-7,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""111-31-9"", ""smiles"": ""CCCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-69-5"", ""smiles"": ""C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-45-7"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059364,31-238-CAS-17059364,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","1639-09-4, 2092926-68-4",2092926-47-9,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""1639-09-4"", ""smiles"": ""CCCCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-68-4"", ""smiles"": ""C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-47-9"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059365,31-238-CAS-17059365,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","1639-09-4, 2092926-69-5",2092926-49-1,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""1639-09-4"", ""smiles"": ""CCCCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-69-5"", ""smiles"": ""C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-49-1"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059366,31-238-CAS-17059366,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","111-88-6, 2092926-68-4",2092926-51-5,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""111-88-6"", ""smiles"": ""CCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-68-4"", ""smiles"": ""C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-51-5"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059367,31-238-CAS-17059367,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","111-88-6, 2092926-69-5",2092926-53-7,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""111-88-6"", ""smiles"": ""CCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-69-5"", ""smiles"": ""C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-53-7"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059368,31-238-CAS-17059368,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCS.C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","1455-21-6, 2092926-69-5",2092926-55-9,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""1455-21-6"", ""smiles"": ""CCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-69-5"", ""smiles"": ""C=CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-55-9"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCCCCCSCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
31-238-CAS-17059369,31-238-CAS-17059369,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,100,,,CCCCCCCCCCCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCCS.C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F>>CCCCCCCCCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies","Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan","New Journal of Chemistry (2017), 41(4), 1625-1630","Thioether-functionalized picolinium ionic liquids: synthesis, physical properties and computational studies | Thigpen, A. Shay; Nestor, Stephen T.; O'Brien, Richard A.; Minkowicz, Samuel; Sheng, Yinghong; Davis, James H. Jr.; West, Kevin N.; Mirjafari, Arsalan | New Journal of Chemistry (2017), 41(4), 1625-1630","2079-95-0, 2092926-68-4",2092926-59-3,,24650-42-8,"67-56-1, 75-09-2",,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""2079-95-0"", ""smiles"": ""CCCCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""2092926-68-4"", ""smiles"": ""C=CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2092926-59-3"", ""yield_pct"": ""100"", ""smiles"": ""CCCCCCCCCCCCCCSCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","photochemical, UV light (360 nm) used, sealed tube used, thiol-ene click chemistry",
