31-484-CAS-23432871,31-484-CAS-23432871,1.rdf,Decarboxylative arylation,72,,,CCC(=O)C(=O)O.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21,CCC(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21,CCC(=O)C(=O)O.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21>>CCC(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","600-18-0, 908582-99-0",2633630-38-1,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""600-18-0"", ""smiles"": ""CCC(=O)C(=O)O""}, {""index"": 2, ""cas_rn"": ""908582-99-0"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2633630-38-1"", ""yield_pct"": ""72"", ""smiles"": ""CCC(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
31-484-CAS-23432940,31-484-CAS-23432940,1.rdf,Decarboxylative arylation,74,,,O=C(O)C(=O)c1ccccc1.CSc1ccccc1C(=O)C#Cc1ccsc1,O=C(c1ccccc1)c1c(-c2ccsc2)sc2ccccc2c1=O,O=C(O)C(=O)c1ccccc1.CSc1ccccc1C(=O)C#Cc1ccsc1>>O=C(c1ccccc1)c1c(-c2ccsc2)sc2ccccc2c1=O,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","611-73-4, 2226963-82-0",2633631-47-5,94-36-0,1416881-52-1,75-05-8,,,,,,,1,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2226963-82-0"", ""smiles"": ""CSc1ccccc1C(=O)C#Cc1ccsc1""}]","[{""index"": 1, ""cas_rn"": ""2633631-47-5"", ""yield_pct"": ""74"", ""smiles"": ""O=C(c1ccccc1)c1c(-c2ccsc2)sc2ccccc2c1=O""}]","[{""index"": 1, ""cas_rn"": ""94-36-0""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","photochemical, regioselective, 10 W blue LED used",
31-484-CAS-23433013,31-484-CAS-23433013,1.rdf,Decarboxylative arylation,57,,,CC(=O)C(=O)O.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21,CC(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21,CC(=O)C(=O)O.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21>>CC(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","127-17-3, 908582-99-0",2284572-74-1,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,57,,,,,,,"{""1"": 57}","[{""index"": 1, ""cas_rn"": ""127-17-3"", ""smiles"": ""CC(=O)C(=O)O""}, {""index"": 2, ""cas_rn"": ""908582-99-0"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2284572-74-1"", ""yield_pct"": ""57"", ""smiles"": ""CC(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
31-484-CAS-23433074,31-484-CAS-23433074,1.rdf,Decarboxylative arylation,87,,,O=C(O)C(=O)c1ccc(F)cc1.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21,CC1(CC(=O)c2ccc(F)cc2)C(=O)n2c(nc3ccccc32)-c2ccccc21,O=C(O)C(=O)c1ccc(F)cc1.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21>>CC1(CC(=O)c2ccc(F)cc2)C(=O)n2c(nc3ccccc32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","2251-76-5, 908582-99-0",2633630-51-8,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""2251-76-5"", ""smiles"": ""O=C(O)C(=O)c1ccc(F)cc1""}, {""index"": 2, ""cas_rn"": ""908582-99-0"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2633630-51-8"", ""yield_pct"": ""87"", ""smiles"": ""CC1(CC(=O)c2ccc(F)cc2)C(=O)n2c(nc3ccccc32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
31-484-CAS-23433077,31-484-CAS-23433077,1.rdf,Decarboxylative arylation,61,,,O=C(O)C(=O)c1ccccc1.C=C(C)C(=O)n1c(-c2ccccc2)c(-c2ccccc2)c2cc(Br)ccc21,CC1(CC(=O)c2ccccc2)C(=O)n2c(c(-c3ccccc3)c3cc(Br)ccc32)-c2ccccc21,O=C(O)C(=O)c1ccccc1.C=C(C)C(=O)n1c(-c2ccccc2)c(-c2ccccc2)c2cc(Br)ccc21>>CC1(CC(=O)c2ccccc2)C(=O)n2c(c(-c3ccccc3)c3cc(Br)ccc32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","611-73-4, 2388478-95-1",2633630-95-0,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,61,,,,,,,"{""1"": 61}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2388478-95-1"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)c(-c2ccccc2)c2cc(Br)ccc21""}]","[{""index"": 1, ""cas_rn"": ""2633630-95-0"", ""yield_pct"": ""61"", ""smiles"": ""CC1(CC(=O)c2ccccc2)C(=O)n2c(c(-c3ccccc3)c3cc(Br)ccc32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
31-484-CAS-23433109,31-484-CAS-23433109,1.rdf,Decarboxylative arylation,51,,,O=C(O)C(=O)c1ccccc1.C=C(C)C(=O)n1c(-c2ccccc2)c(-c2ccccc2)c2cccc(C(F)(F)F)c21,CC1(CC(=O)c2ccccc2)C(=O)n2c(c(-c3ccccc3)c3cccc(C(F)(F)F)c32)-c2ccccc21,O=C(O)C(=O)c1ccccc1.C=C(C)C(=O)n1c(-c2ccccc2)c(-c2ccccc2)c2cccc(C(F)(F)F)c21>>CC1(CC(=O)c2ccccc2)C(=O)n2c(c(-c3ccccc3)c3cccc(C(F)(F)F)c32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","611-73-4, 2633631-52-2",2633631-04-4,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,51,,,,,,,"{""1"": 51}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2633631-52-2"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)c(-c2ccccc2)c2cccc(C(F)(F)F)c21""}]","[{""index"": 1, ""cas_rn"": ""2633631-04-4"", ""yield_pct"": ""51"", ""smiles"": ""CC1(CC(=O)c2ccccc2)C(=O)n2c(c(-c3ccccc3)c3cccc(C(F)(F)F)c32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
31-484-CAS-23433216,31-484-CAS-23433216,1.rdf,Decarboxylative arylation,44,,,O=C(O)C(=O)c1ccc2ccccc2c1.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21,CC1(CC(=O)c2ccc3ccccc3c2)C(=O)n2c(nc3ccccc32)-c2ccccc21,O=C(O)C(=O)c1ccc2ccccc2c1.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21>>CC1(CC(=O)c2ccc3ccccc3c2)C(=O)n2c(nc3ccccc32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","14289-45-3, 908582-99-0",2633630-46-1,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,44,,,,,,,"{""1"": 44}","[{""index"": 1, ""cas_rn"": ""14289-45-3"", ""smiles"": ""O=C(O)C(=O)c1ccc2ccccc2c1""}, {""index"": 2, ""cas_rn"": ""908582-99-0"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2633630-46-1"", ""yield_pct"": ""44"", ""smiles"": ""CC1(CC(=O)c2ccc3ccccc3c2)C(=O)n2c(nc3ccccc32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
31-484-CAS-23433332,31-484-CAS-23433332,1.rdf,Decarboxylative arylation,76,,,O=C(O)C(=O)c1ccccc1.CSc1ccccc1C(=O)C#Cc1ccc(C(F)(F)F)cc1,O=C(c1ccccc1)c1c(-c2ccc(C(F)(F)F)cc2)sc2ccccc2c1=O,O=C(O)C(=O)c1ccccc1.CSc1ccccc1C(=O)C#Cc1ccc(C(F)(F)F)cc1>>O=C(c1ccccc1)c1c(-c2ccc(C(F)(F)F)cc2)sc2ccccc2c1=O,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","611-73-4, 2226964-29-8",2633631-46-4,94-36-0,1416881-52-1,75-05-8,,,,,,,1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2226964-29-8"", ""smiles"": ""CSc1ccccc1C(=O)C#Cc1ccc(C(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""2633631-46-4"", ""yield_pct"": ""76"", ""smiles"": ""O=C(c1ccccc1)c1c(-c2ccc(C(F)(F)F)cc2)sc2ccccc2c1=O""}]","[{""index"": 1, ""cas_rn"": ""94-36-0""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","photochemical, regioselective, 10 W blue LED used",
31-484-CAS-23433395,31-484-CAS-23433395,1.rdf,Decarboxylative arylation,86,,,O=C(O)C(=O)c1ccccc1.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21,CC1(CC(=O)c2ccccc2)C(=O)n2c(nc3ccccc32)-c2ccccc21,O=C(O)C(=O)c1ccccc1.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21>>CC1(CC(=O)c2ccccc2)C(=O)n2c(nc3ccccc32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","611-73-4, 908582-99-0",2284572-73-0,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""908582-99-0"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2284572-73-0"", ""yield_pct"": ""86"", ""smiles"": ""CC1(CC(=O)c2ccccc2)C(=O)n2c(nc3ccccc32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, scalable,reaction carried out under air,5W blue LED used,optimization study (optimized on catalyst and solvent)",
31-484-CAS-23433418,31-484-CAS-23433418,1.rdf,Decarboxylative arylation,83,,,O=C(O)C(=O)c1ccc(C(F)(F)F)cc1.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21,CC1(CC(=O)c2ccc(C(F)(F)F)cc2)C(=O)n2c(nc3ccccc32)-c2ccccc21,O=C(O)C(=O)c1ccc(C(F)(F)F)cc1.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21>>CC1(CC(=O)c2ccc(C(F)(F)F)cc2)C(=O)n2c(nc3ccccc32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","79478-02-7, 908582-99-0",2633630-52-9,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""79478-02-7"", ""smiles"": ""O=C(O)C(=O)c1ccc(C(F)(F)F)cc1""}, {""index"": 2, ""cas_rn"": ""908582-99-0"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2633630-52-9"", ""yield_pct"": ""83"", ""smiles"": ""CC1(CC(=O)c2ccc(C(F)(F)F)cc2)C(=O)n2c(nc3ccccc32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
31-484-CAS-23433496,31-484-CAS-23433496,1.rdf,Decarboxylative arylation,55,,,O=C(O)C(=O)c1ccc(C(F)(F)F)cc1.COc1ccc(N(C)C(=O)C#Cc2ccccc2)cc1,CN1C(=O)C(C(=O)c2ccc(C(F)(F)F)cc2)=C(c2ccccc2)C12C=CC(=O)C=C2,O=C(O)C(=O)c1ccc(C(F)(F)F)cc1.COc1ccc(N(C)C(=O)C#Cc2ccccc2)cc1>>CN1C(=O)C(C(=O)c2ccc(C(F)(F)F)cc2)=C(c2ccccc2)C12C=CC(=O)C=C2,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","79478-02-7, 914785-45-8",2173021-96-8,94-36-0,1416881-52-1,75-05-8,,,,,,,1,1,55,,,,,,,"{""1"": 55}","[{""index"": 1, ""cas_rn"": ""79478-02-7"", ""smiles"": ""O=C(O)C(=O)c1ccc(C(F)(F)F)cc1""}, {""index"": 2, ""cas_rn"": ""914785-45-8"", ""smiles"": ""COc1ccc(N(C)C(=O)C#Cc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2173021-96-8"", ""yield_pct"": ""55"", ""smiles"": ""CN1C(=O)C(C(=O)c2ccc(C(F)(F)F)cc2)=C(c2ccccc2)C12C=CC(=O)C=C2""}]","[{""index"": 1, ""cas_rn"": ""94-36-0""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}]","photochemical, regioselective, 10 W blue LED used",
31-484-CAS-23433517,31-484-CAS-23433517,1.rdf,Decarboxylative arylation,76,,,O=C(O)C(=O)c1ccccc1.C=C(C)C(=O)n1c(-c2ccc(C(F)(F)F)cc2)nc2ccccc21,CC1(CC(=O)c2ccccc2)C(=O)n2c(nc3ccccc32)-c2ccc(C(F)(F)F)cc21,O=C(O)C(=O)c1ccccc1.C=C(C)C(=O)n1c(-c2ccc(C(F)(F)F)cc2)nc2ccccc21>>CC1(CC(=O)c2ccccc2)C(=O)n2c(nc3ccccc32)-c2ccc(C(F)(F)F)cc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","611-73-4, 2373346-46-2",2633630-69-8,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""611-73-4"", ""smiles"": ""O=C(O)C(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2373346-46-2"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccc(C(F)(F)F)cc2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2633630-69-8"", ""yield_pct"": ""76"", ""smiles"": ""CC1(CC(=O)c2ccccc2)C(=O)n2c(nc3ccccc32)-c2ccc(C(F)(F)F)cc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
31-484-CAS-23433556,31-484-CAS-23433556,1.rdf,Decarboxylative arylation,87,,,COc1ccccc1C(=O)C(=O)O.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21,COc1ccccc1C(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21,COc1ccccc1C(=O)C(=O)O.C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21>>COc1ccccc1C(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21,Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles,"Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing","Organic Letters (2021), 23(8), 2976-2980","Acyl Radicals from α-Keto Acids: Metal-Free Visible-Light-Promoted Acylation of Heterocycles | Zhu, Hu-Lin; Zeng, Fan-Lin; Chen, Xiao-Lan; Sun, Kai; Li, Hao-Cong; Yuan, Xiao-Ya; Qu, Ling-Bo; Yu, Bing | Organic Letters (2021), 23(8), 2976-2980","26767-06-6, 908582-99-0",2633630-42-7,7782-44-7,1416881-52-1,616-38-6,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""26767-06-6"", ""smiles"": ""COc1ccccc1C(=O)C(=O)O""}, {""index"": 2, ""cas_rn"": ""908582-99-0"", ""smiles"": ""C=C(C)C(=O)n1c(-c2ccccc2)nc2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""2633630-42-7"", ""yield_pct"": ""87"", ""smiles"": ""COc1ccccc1C(=O)CC1(C)C(=O)n2c(nc3ccccc32)-c2ccccc21""}]","[{""index"": 1, ""cas_rn"": ""7782-44-7""}]","[{""index"": 1, ""cas_rn"": ""1416881-52-1""}]","[{""index"": 1, ""cas_rn"": ""616-38-6""}]","green chemistry-solvent, photochemical, regioselective, reaction carried out under air,5W blue LED used",
