reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-37223219,31-614-CAS-37223219,Reaction_20251105_2048.rdf,Urea and thiourea formation,99,,,N#Cc1ccc(N)cc1.FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1,N#Cc1ccc(NC(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,N#Cc1ccc(N)cc1.FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1>>N#Cc1ccc(NC(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,Light-Driven Reductive Cleavage of Sulfonamides Promoted by Thiourea Organophotosensitizers,"Brom, Jules; Maruani, Antoine; Micouin, Laurent; Benedetti, Erica","Journal of Organic Chemistry (2023), 88(9), 5923-5935","Light-Driven Reductive Cleavage of Sulfonamides Promoted by Thiourea Organophotosensitizers | Brom, Jules; Maruani, Antoine; Micouin, Laurent; Benedetti, Erica | Journal of Organic Chemistry (2023), 88(9), 5923-5935","873-74-5, 23165-29-9",2071742-08-8,,,109-99-9,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""873-74-5"", ""smiles"": ""N#Cc1ccc(N)cc1""}, {""index"": 2, ""cas_rn"": ""23165-29-9"", ""smiles"": ""FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""2071742-08-8"", ""yield_pct"": ""99"", ""smiles"": ""N#Cc1ccc(NC(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1""}]",[],[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",reaction in a sealed microwave tube,
31-614-CAS-37456350,31-614-CAS-37456350,Reaction_20251105_2048.rdf,Urea and thiourea formation,98,,,O=[N+]([O-])c1ccccc1.S=C=Nc1ccccc1,S=C(Nc1ccccc1)Nc1ccccc1,O=[N+]([O-])c1ccccc1.S=C=Nc1ccccc1>>S=C(Nc1ccccc1)Nc1ccccc1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","98-95-3, 103-72-0",102-08-9,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""98-95-3"", ""smiles"": ""O=[N+]([O-])c1ccccc1""}, {""index"": 2, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""102-08-9"", ""yield_pct"": ""98"", ""smiles"": ""S=C(Nc1ccccc1)Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), optimization study, optimized on stoichiometry of catalyst, optimized on solvent, optimized on temperature, optimized on time, recyclable catalyst upto 6 cycles without loss its activity, catalyst prepared and used",
31-614-CAS-37456351,31-614-CAS-37456351,Reaction_20251105_2048.rdf,Urea and thiourea formation,92,,,CCc1ccc([N+](=O)[O-])cc1.S=C=Nc1ccccc1,CCc1ccc(NC(=S)Nc2ccccc2)cc1,CCc1ccc([N+](=O)[O-])cc1.S=C=Nc1ccccc1>>CCc1ccc(NC(=S)Nc2ccccc2)cc1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","100-12-9, 103-72-0",95167-89-8,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""100-12-9"", ""smiles"": ""CCc1ccc([N+](=O)[O-])cc1""}, {""index"": 2, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""95167-89-8"", ""yield_pct"": ""92"", ""smiles"": ""CCc1ccc(NC(=S)Nc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456352,31-614-CAS-37456352,Reaction_20251105_2048.rdf,Urea and thiourea formation,99,,,COc1ccc([N+](=O)[O-])cc1.S=C=Nc1ccccc1,COc1ccc(NC(=S)Nc2ccccc2)cc1,COc1ccc([N+](=O)[O-])cc1.S=C=Nc1ccccc1>>COc1ccc(NC(=S)Nc2ccccc2)cc1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","100-17-4, 103-72-0",1219-96-1,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""100-17-4"", ""smiles"": ""COc1ccc([N+](=O)[O-])cc1""}, {""index"": 2, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1219-96-1"", ""yield_pct"": ""99"", ""smiles"": ""COc1ccc(NC(=S)Nc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456354,31-614-CAS-37456354,Reaction_20251105_2048.rdf,Urea and thiourea formation,96,,,S=C=Nc1ccccc1.O=[N+]([O-])c1ccccc1Br,S=C(Nc1ccccc1)Nc1ccccc1Br,S=C=Nc1ccccc1.O=[N+]([O-])c1ccccc1Br>>S=C(Nc1ccccc1)Nc1ccccc1Br,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","103-72-0, 577-19-5",25688-29-3,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""577-19-5"", ""smiles"": ""O=[N+]([O-])c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""25688-29-3"", ""yield_pct"": ""96"", ""smiles"": ""S=C(Nc1ccccc1)Nc1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456355,31-614-CAS-37456355,Reaction_20251105_2048.rdf,Urea and thiourea formation,96,,,Cc1ccc([N+](=O)[O-])cc1.S=C=Nc1ccccc1,Cc1ccc(NC(=S)Nc2ccccc2)cc1,Cc1ccc([N+](=O)[O-])cc1.S=C=Nc1ccccc1>>Cc1ccc(NC(=S)Nc2ccccc2)cc1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","99-99-0, 103-72-0",1145-66-0,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""99-99-0"", ""smiles"": ""Cc1ccc([N+](=O)[O-])cc1""}, {""index"": 2, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1145-66-0"", ""yield_pct"": ""96"", ""smiles"": ""Cc1ccc(NC(=S)Nc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456356,31-614-CAS-37456356,Reaction_20251105_2048.rdf,Urea and thiourea formation,97,,,Cc1ccccc1[N+](=O)[O-].S=C=Nc1ccccc1,Cc1ccccc1NC(=S)Nc1ccccc1,Cc1ccccc1[N+](=O)[O-].S=C=Nc1ccccc1>>Cc1ccccc1NC(=S)Nc1ccccc1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","88-72-2, 103-72-0",1215-77-6,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""88-72-2"", ""smiles"": ""Cc1ccccc1[N+](=O)[O-]""}, {""index"": 2, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1215-77-6"", ""yield_pct"": ""97"", ""smiles"": ""Cc1ccccc1NC(=S)Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456357,31-614-CAS-37456357,Reaction_20251105_2048.rdf,Urea and thiourea formation,95,,,S=C=Nc1ccccc1.O=[N+]([O-])c1ccccc1I,S=C(Nc1ccccc1)Nc1ccccc1I,S=C=Nc1ccccc1.O=[N+]([O-])c1ccccc1I>>S=C(Nc1ccccc1)Nc1ccccc1I,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","103-72-0, 609-73-4",32062-70-7,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""609-73-4"", ""smiles"": ""O=[N+]([O-])c1ccccc1I""}]","[{""index"": 1, ""cas_rn"": ""32062-70-7"", ""yield_pct"": ""95"", ""smiles"": ""S=C(Nc1ccccc1)Nc1ccccc1I""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456358,31-614-CAS-37456358,Reaction_20251105_2048.rdf,Urea and thiourea formation,93,,,O=[N+]([O-])c1ccc(Cl)cc1.S=C=Nc1ccccc1,S=C(Nc1ccccc1)Nc1ccc(Cl)cc1,O=[N+]([O-])c1ccc(Cl)cc1.S=C=Nc1ccccc1>>S=C(Nc1ccccc1)Nc1ccc(Cl)cc1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","100-00-5, 103-72-0",7392-67-8,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""100-00-5"", ""smiles"": ""O=[N+]([O-])c1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7392-67-8"", ""yield_pct"": ""93"", ""smiles"": ""S=C(Nc1ccccc1)Nc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456359,31-614-CAS-37456359,Reaction_20251105_2048.rdf,Urea and thiourea formation,92,,,S=C=Nc1ccccc1.O=[N+]([O-])c1ccc(F)cc1,Fc1ccc(NC(=S)Nc2ccccc2)cc1,S=C=Nc1ccccc1.O=[N+]([O-])c1ccc(F)cc1>>Fc1ccc(NC(=S)Nc2ccccc2)cc1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","103-72-0, 350-46-9",370-16-1,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""350-46-9"", ""smiles"": ""O=[N+]([O-])c1ccc(F)cc1""}]","[{""index"": 1, ""cas_rn"": ""370-16-1"", ""yield_pct"": ""92"", ""smiles"": ""Fc1ccc(NC(=S)Nc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456360,31-614-CAS-37456360,Reaction_20251105_2048.rdf,Urea and thiourea formation,91,,,S=C=Nc1ccccc1.O=[N+]([O-])c1ccc(Br)cc1,S=C(Nc1ccccc1)Nc1ccc(Br)cc1,S=C=Nc1ccccc1.O=[N+]([O-])c1ccc(Br)cc1>>S=C(Nc1ccccc1)Nc1ccc(Br)cc1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","103-72-0, 586-78-7",32062-69-4,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""586-78-7"", ""smiles"": ""O=[N+]([O-])c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""32062-69-4"", ""yield_pct"": ""91"", ""smiles"": ""S=C(Nc1ccccc1)Nc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37456361,31-614-CAS-37456361,Reaction_20251105_2048.rdf,Urea and thiourea formation,94,,,S=C=Nc1ccccc1.O=[N+]([O-])c1ccccn1,S=C(Nc1ccccc1)Nc1ccccn1,S=C=Nc1ccccc1.O=[N+]([O-])c1ccccn1>>S=C(Nc1ccccc1)Nc1ccccn1,Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF,"Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin","Scientific Reports (2023), 13(1), 12964","Green synthesis of thiourea derivatives from nitrobenzenes using Ni nanoparticles immobilized on triazine-aminopyridine-modified MIL-101(Cr) MOF | Heidari, Sara; Alavinia, Sedigheh; Ghorbani-Vaghei, Ramin | Scientific Reports (2023), 13(1), 12964","103-72-0, 15009-91-3",886-60-2,16940-66-2,1414869-95-6,7732-18-5,,,,post-treated with cyanuric chloride; aminopyridine; NiCl2,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""15009-91-3"", ""smiles"": ""O=[N+]([O-])c1ccccn1""}]","[{""index"": 1, ""cas_rn"": ""886-60-2"", ""yield_pct"": ""94"", ""smiles"": ""S=C(Nc1ccccc1)Nc1ccccn1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1414869-95-6"", ""amd"": ""post-treated with cyanuric chloride; aminopyridine; NiCl2""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","green chemistry, green chemistry-solvent, solid-supported catalyst (triazine-aminopyridine-modified MIL-101(Cr) MOF immobilized Ni nanoparticles catalyst used), catalyst prepared and used, recyclable catalyst",
31-614-CAS-37775547,31-614-CAS-37775547,Reaction_20251105_2048.rdf,Urea and thiourea formation,95,,,FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1.CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@@H](N)C2.O=C([O-])C(F)(F)F,CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2.O=C([O-])C(F)(F)F,FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1.CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@@H](N)C2.O=C([O-])C(F)(F)F>>CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2.O=C([O-])C(F)(F)F,Synthesis and Catalytic Activity of Bifunctional Phase-Transfer Organocatalysts Based on Camphor,"Ciber, Luka; Pozgan, Franc; Brodnik, Helena; Stefane, Bogdan; Svete, Jurij; Waser, Mario; Groselj, Uros","Molecules (2023), 28(3), 1515","Synthesis and Catalytic Activity of Bifunctional Phase-Transfer Organocatalysts Based on Camphor | Ciber, Luka; Pozgan, Franc; Brodnik, Helena; Stefane, Bogdan; Svete, Jurij; Waser, Mario; Groselj, Uros | Molecules (2023), 28(3), 1515","23165-29-9, 2969217-66-9",2969217-77-2,,,75-09-2,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""23165-29-9"", ""smiles"": ""FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1""}, {""index"": 2, ""cas_rn"": ""2969217-66-9"", ""smiles"": ""CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@@H](N)C2.O=C([O-])C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2969217-77-2"", ""yield_pct"": ""95"", ""smiles"": ""CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2.O=C([O-])C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",product is further converted into iodine salt,
31-614-CAS-37775548,31-614-CAS-37775548,Reaction_20251105_2049 (1).rdf,Urea and thiourea formation,80,,,FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1.CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@H](N)C2.O=C([O-])C(F)(F)F,CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2.O=C([O-])C(F)(F)F,FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1.CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@H](N)C2.O=C([O-])C(F)(F)F>>CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2.O=C([O-])C(F)(F)F,Synthesis and Catalytic Activity of Bifunctional Phase-Transfer Organocatalysts Based on Camphor,"Ciber, Luka; Pozgan, Franc; Brodnik, Helena; Stefane, Bogdan; Svete, Jurij; Waser, Mario; Groselj, Uros","Molecules (2023), 28(3), 1515","Synthesis and Catalytic Activity of Bifunctional Phase-Transfer Organocatalysts Based on Camphor | Ciber, Luka; Pozgan, Franc; Brodnik, Helena; Stefane, Bogdan; Svete, Jurij; Waser, Mario; Groselj, Uros | Molecules (2023), 28(3), 1515","23165-29-9, 2969217-64-7",2969217-72-7,,,75-09-2,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""23165-29-9"", ""smiles"": ""FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1""}, {""index"": 2, ""cas_rn"": ""2969217-64-7"", ""smiles"": ""CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@H](N)C2.O=C([O-])C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2969217-72-7"", ""yield_pct"": ""80"", ""smiles"": ""CC1(C)[C@@H]2CC[C@@]1(C[N+](C)(C)Cc1ccccc1)[C@H](NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2.O=C([O-])C(F)(F)F""}]",[],[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",product is further converted into iodine salt,
