reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-40563950,31-614-CAS-40563950,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,80,,,C/C(=C\C=O)C1CCCCC1.C/C(=C/C=O)C1CCCCC1,C[C@@H](CCO)C1CCCCC1,C/C(=C\C=O)C1CCCCC1.C/C(=C/C=O)C1CCCCC1>>C[C@@H](CCO)C1CCCCC1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600","203584-60-5, 313973-92-1",309271-40-7,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""203584-60-5"", ""smiles"": ""C/C(=C\\C=O)C1CCCCC1""}, {""index"": 2, ""cas_rn"": ""313973-92-1"", ""smiles"": ""C/C(=C/C=O)C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""309271-40-7"", ""yield_pct"": ""80"", ""smiles"": ""C[C@@H](CCO)C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used",
31-614-CAS-40563953,31-614-CAS-40563953,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,82,,,CC(C)=CCC/C(C)=C\C=O.CC(C)=CCC/C(C)=C/C=O,CC(C)=CCC[C@@H](C)CCO,CC(C)=CCC/C(C)=C\C=O.CC(C)=CCC/C(C)=C/C=O>>CC(C)=CCC[C@@H](C)CCO,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600","106-26-3, 141-27-5",1117-61-9,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-41-4","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""106-26-3"", ""smiles"": ""CC(C)=CCC/C(C)=C\\C=O""}, {""index"": 2, ""cas_rn"": ""141-27-5"", ""smiles"": ""CC(C)=CCC/C(C)=C/C=O""}]","[{""index"": 1, ""cas_rn"": ""1117-61-9"", ""yield_pct"": ""82"", ""smiles"": ""CC(C)=CCC[C@@H](C)CCO""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-41-4""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used",
31-614-CAS-40563986,31-614-CAS-40563986,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,82,,,C/C(=C\C=O)c1ccccc1,C[C@@H](CCO)c1ccccc1,C/C(=C\C=O)c1ccccc1>>C[C@@H](CCO)c1ccccc1,"Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes","Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar","Journal of Organic Chemistry (2024), 89(12), 8586-8600","Nonsilyl Bicyclic Secondary Amine Catalysts for the Asymmetric Transfer Hydrogenation of α,β-Unsaturated Aldehydes | Kumar, Rohtash; Maurya, Vidyasagar; Avinash, Avinash; Appayee, Chandrakumar | Journal of Organic Chemistry (2024), 89(12), 8586-8600",21866-70-6,2031-46-1,"1149-23-1, 16940-66-2, 12125-02-9","65-85-0, 3042056-42-5","67-66-3, 67-56-1, 7732-18-5",,,,,,,4,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""21866-70-6"", ""smiles"": ""C/C(=C\\C=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2031-46-1"", ""yield_pct"": ""82"", ""smiles"": ""C[C@@H](CCO)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1149-23-1""}, {""index"": 2, ""cas_rn"": ""16940-66-2""}, {""index"": 3, ""cas_rn"": ""12125-02-9""}]","[{""index"": 1, ""cas_rn"": ""65-85-0""}, {""index"": 2, ""cas_rn"": ""3042056-42-5""}]","[{""index"": 1, ""cas_rn"": ""67-66-3""}, {""index"": 2, ""cas_rn"": ""67-56-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, catalyst prepared and used, 95% ee",
31-614-CAS-40591383,31-614-CAS-40591383,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,85,,,O=C1C=CC(OC2CC=CC2)OC1,O[C@H]1C=C[C@@H](OC2CC=CC2)OC1,O=C1C=CC(OC2CC=CC2)OC1>>O[C@H]1C=C[C@@H](OC2CC=CC2)OC1,Designing Degradable Polymers from Tricycloalkenes via Complete Cascade Metathesis Polymerization,"Yang, Yongkang; Cho, Yunhyeong; Choi, Tae-Lim","Angewandte Chemie, International Edition (2024), 63(18), e202400235","Designing Degradable Polymers from Tricycloalkenes via Complete Cascade Metathesis Polymerization | Yang, Yongkang; Cho, Yunhyeong; Choi, Tae-Lim | Angewandte Chemie, International Edition (2024), 63(18), e202400235",3034661-81-6,3034661-82-7,"16940-66-2, 56321-90-5, 7732-18-5",,,,,,,,,2,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""3034661-81-6"", ""smiles"": ""O=C1C=CC(OC2CC=CC2)OC1""}]","[{""index"": 1, ""cas_rn"": ""3034661-82-7"", ""yield_pct"": ""85"", ""smiles"": ""O[C@H]1C=C[C@@H](OC2CC=CC2)OC1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}, {""index"": 2, ""cas_rn"": ""56321-90-5""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",[],[],stereoselective,
31-614-CAS-40748711,31-614-CAS-40748711,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,O=Cc1ccc(CO)o1,OCC1CCC(CO)O1,O=Cc1ccc(CO)o1>>OCC1CCC(CO)O1,"Selective hydrogenation of 5-hydroxymethylfurfural to 2,5-bis(hydroxymethyl)tetrahydrofuran with NaBH4 over non-thermal plasma treated Ru supported on hierarchical MFI","Prasertsab, Anittha; Nunthakitgoson, Watinee; Pornsetmetakul, Peerapol; Chaipornchalerm, Peeranat; Iamsaard, Kittitact; Wattanakit, Chularat","Catalysis Today (2024), 437114785","Selective hydrogenation of 5-hydroxymethylfurfural to 2,5-bis(hydroxymethyl)tetrahydrofuran with NaBH4 over non-thermal plasma treated Ru supported on hierarchical MFI | Prasertsab, Anittha; Nunthakitgoson, Watinee; Pornsetmetakul, Peerapol; Chaipornchalerm, Peeranat; Iamsaard, Kittitact; Wattanakit, Chularat | Catalysis Today (2024), 437114785",67-47-0,104-80-3,16940-66-2,7440-18-8,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""67-47-0"", ""smiles"": ""O=Cc1ccc(CO)o1""}]","[{""index"": 1, ""cas_rn"": ""104-80-3"", ""yield_pct"": ""100"", ""smiles"": ""OCC1CCC(CO)O1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""7440-18-8""}]",[],"green chemistry, green chemistry-catalyst, solid-supported catalyst, recyclable catalyst,conversion = 100%,Ru catalyst supported on Hie MFI prepared and used,selectivity = 100%,catalyst treated with plasma before use,optimization study (optimized on reaction condition),product depend on reaction conditions",
31-614-CAS-40756192,31-614-CAS-40756192,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,80,,,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@@H](Br)C[C@@H]1[C@@]2(C)CCC(=O)[C@@](C)(CO[Si](C)(C)C(C)(C)C)[C@@H]2CC[C@]14C,CC1(C)CC[C@]2(C=O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO[Si](C)(C)C(C)(C)C)[C@@H]5CC[C@]43C)[C@@H]2C1,CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@@H](Br)C[C@@H]1[C@@]2(C)CCC(=O)[C@@](C)(CO[Si](C)(C)C(C)(C)C)[C@@H]2CC[C@]14C>>CC1(C)CC[C@]2(C=O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO[Si](C)(C)C(C)(C)C)[C@@H]5CC[C@]43C)[C@@H]2C1,Synthesis of Quillaic Acid through Sustainable C-H Bond Activations,"Wang, Yi-Chi; Chen, Cheng-Ru; Chen, Chien-Yi; Liang, Pi-Hui","Journal of Organic Chemistry (2024), 89(8), 5491-5497","Synthesis of Quillaic Acid through Sustainable C-H Bond Activations | Wang, Yi-Chi; Chen, Cheng-Ru; Chen, Chien-Yi; Liang, Pi-Hui | Journal of Organic Chemistry (2024), 89(8), 5491-5497",2990701-66-9,2990701-67-0,"17476-04-9, 1191-15-7, 67-56-1, 7440-66-6",,"109-99-9, 64-19-7",,,,,,,4,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""2990701-66-9"", ""smiles"": ""CC1(C)CC[C@@]23CC[C@]4(C)[C@@](OC2=O)([C@@H]3C1)[C@@H](Br)C[C@@H]1[C@@]2(C)CCC(=O)[C@@](C)(CO[Si](C)(C)C(C)(C)C)[C@@H]2CC[C@]14C""}]","[{""index"": 1, ""cas_rn"": ""2990701-67-0"", ""yield_pct"": ""80"", ""smiles"": ""CC1(C)CC[C@]2(C=O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO[Si](C)(C)C(C)(C)C)[C@@H]5CC[C@]43C)[C@@H]2C1""}]","[{""index"": 1, ""cas_rn"": ""17476-04-9""}, {""index"": 2, ""cas_rn"": ""1191-15-7""}, {""index"": 3, ""cas_rn"": ""67-56-1""}, {""index"": 4, ""cas_rn"": ""7440-66-6""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""64-19-7""}]",1.8 g scale used,
31-614-CAS-40788180,31-614-CAS-40788180,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,100,,,O=C1CC2(C1)CC(NC(=O)OCc1ccccc1)C2,O=C(NC1CC2(CC(O)C2)C1)OCc1ccccc1,O=C1CC2(C1)CC(NC(=O)OCc1ccccc1)C2>>O=C(NC1CC2(CC(O)C2)C1)OCc1ccccc1,Spiroheptanyl hydantoins as rock inhibitors,"Vokits, Benjamin P.; Shaw, Scott A.","United States, US20240092755 A1 2024-03-21","Spiroheptanyl hydantoins as rock inhibitors | Vokits, Benjamin P.; Shaw, Scott A. | United States, US20240092755 A1 2024-03-21",2111106-56-8,2111106-54-6,"16940-66-2, 12125-02-9",,"67-56-1, 109-99-9, 7732-18-5",,,,,,,2,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""2111106-56-8"", ""smiles"": ""O=C1CC2(C1)CC(NC(=O)OCc1ccccc1)C2""}]","[{""index"": 1, ""cas_rn"": ""2111106-54-6"", ""yield_pct"": ""100"", ""smiles"": ""O=C(NC1CC2(CC(O)C2)C1)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}, {""index"": 2, ""cas_rn"": ""12125-02-9""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""109-99-9""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-614-CAS-40814346,31-614-CAS-40814346,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,82,,,CCC(CC)(c1ccc(C(=O)OC)cc1)c1ccc(OCC(=O)C(C)(C)C)c(C)n1,CCC(CC)(c1ccc(C(=O)OC)cc1)c1ccc(OCC(O)C(C)(C)C)c(C)n1,CCC(CC)(c1ccc(C(=O)OC)cc1)c1ccc(OCC(=O)C(C)(C)C)c(C)n1>>CCC(CC)(c1ccc(C(=O)OC)cc1)c1ccc(OCC(O)C(C)(C)C)c(C)n1,"Bifunctionality and Antitumor Efficacy of ZG-126, a Vitamin D Receptor Agonist/Histone Deacetylase Inhibitor Hybrid Molecule","Sarmadi, Fatemeh; Gao, Zhizhong; Su, Jie; Barbier, Camille; Artusa, Patricio; Bijian, Krikor; Gleason, James L.; White, John H.","Journal of Medicinal Chemistry (2024), 67(13), 11182-11196","Bifunctionality and Antitumor Efficacy of ZG-126, a Vitamin D Receptor Agonist/Histone Deacetylase Inhibitor Hybrid Molecule | Sarmadi, Fatemeh; Gao, Zhizhong; Su, Jie; Barbier, Camille; Artusa, Patricio; Bijian, Krikor; Gleason, James L.; White, John H. | Journal of Medicinal Chemistry (2024), 67(13), 11182-11196",3049802-25-4,3049802-26-5,"16940-66-2, 7647-01-0",,"67-56-1, 7732-18-5",,,,,,,2,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""3049802-25-4"", ""smiles"": ""CCC(CC)(c1ccc(C(=O)OC)cc1)c1ccc(OCC(=O)C(C)(C)C)c(C)n1""}]","[{""index"": 1, ""cas_rn"": ""3049802-26-5"", ""yield_pct"": ""82"", ""smiles"": ""CCC(CC)(c1ccc(C(=O)OC)cc1)c1ccc(OCC(O)C(C)(C)C)c(C)n1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-614-CAS-40922266,31-614-CAS-40922266,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,82,,,CN1Cc2cc(C=O)ccc2C1=O,CN1Cc2cc(CO)ccc2C1=O,CN1Cc2cc(C=O)ccc2C1=O>>CN1Cc2cc(CO)ccc2C1=O,"Discovery and Optimization of Potent, Efficacious and Selective Inhibitors Targeting EGFR Exon20 Insertion Mutations","Thomson, Clare; Barton, Peter; Braybrooke, Erin; Colclough, Nicola; Dong, Zhiqiang; Evans, Laura; Floch, Nicolas; Guerot, Carine; Hargreaves, David; Khurana, Puneet; Li, Songlei; Li, Xiuwei; Lister, Andrew; McCoull, William; McWilliams, Lisa; Orme, Jonathan P.; Packer, Martin J.; Swaih, Aisha M.; Ward, Richard A.; Winlow, Poppy; Ye, Yang","Journal of Medicinal Chemistry (2024), 67(11), 8988-9027","Discovery and Optimization of Potent, Efficacious and Selective Inhibitors Targeting EGFR Exon20 Insertion Mutations | Thomson, Clare; Barton, Peter; Braybrooke, Erin; Colclough, Nicola; Dong, Zhiqiang; Evans, Laura; Floch, Nicolas; Guerot, Carine; Hargreaves, David; Khurana, Puneet; Li, Songlei; Li, Xiuwei; Lister, Andrew; McCoull, William; McWilliams, Lisa; Orme, Jonathan P.; Packer, Martin J.; Swaih, Aisha M.; Ward, Richard A.; Winlow, Poppy; Ye, Yang | Journal of Medicinal Chemistry (2024), 67(11), 8988-9027",1785120-43-5,926308-02-3,"16940-66-2, 7647-01-0",,"64-17-5, 7732-18-5",,,,,,,2,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""1785120-43-5"", ""smiles"": ""CN1Cc2cc(C=O)ccc2C1=O""}]","[{""index"": 1, ""cas_rn"": ""926308-02-3"", ""yield_pct"": ""82"", ""smiles"": ""CN1Cc2cc(CO)ccc2C1=O""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-614-CAS-40922336,31-614-CAS-40922336,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,94,,,CCCCCCCCCCC(CCCCCCCC)COC(=O)CCCCCC(=O)CCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)COC(=O)CCCCCC(O)CCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC,CCCCCCCCCCC(CCCCCCCC)COC(=O)CCCCCC(=O)CCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC>>CCCCCCCCCCC(CCCCCCCC)COC(=O)CCCCCC(O)CCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC,Stimuli-Responsive mRNA Vaccines to Induce Robust CD8+ T Cell Response via ROS-Mediated Innate Immunity Boosting,"Dong, Linying; Deng, Xuqian; Li, Yan; Zhu, Xiaolan; Shu, Mingbo; Chen, Jingyi; Luo, Huacheng; An, Keli; Cheng, Ming; Zhang, Penghui; Tan, Weihong","Journal of the American Chemical Society (2024), 146(28), 19218-19228","Stimuli-Responsive mRNA Vaccines to Induce Robust CD8+ T Cell Response via ROS-Mediated Innate Immunity Boosting | Dong, Linying; Deng, Xuqian; Li, Yan; Zhu, Xiaolan; Shu, Mingbo; Chen, Jingyi; Luo, Huacheng; An, Keli; Cheng, Ming; Zhang, Penghui; Tan, Weihong | Journal of the American Chemical Society (2024), 146(28), 19218-19228",2097939-31-4,2766183-47-3,16940-66-2,,67-56-1,,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""2097939-31-4"", ""smiles"": ""CCCCCCCCCCC(CCCCCCCC)COC(=O)CCCCCC(=O)CCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC""}]","[{""index"": 1, ""cas_rn"": ""2766183-47-3"", ""yield_pct"": ""94"", ""smiles"": ""CCCCCCCCCCC(CCCCCCCC)COC(=O)CCCCCC(O)CCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}]",,
31-614-CAS-41121205,31-614-CAS-41121205,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,85,,,CC(=O)c1cccc([N+](=O)[O-])c1,CC(O)c1cccc([N+](=O)[O-])c1,CC(=O)c1cccc([N+](=O)[O-])c1>>CC(O)c1cccc([N+](=O)[O-])c1,Applying a Guided Inquiry Approach to a Classic Practical on Chemoselective Reduction,"Campbell, Craig D.; Birkett, Thomas C.; Stewart, Malcolm I.","Journal of Chemical Education (2024), 101(8), 3434-3444","Applying a Guided Inquiry Approach to a Classic Practical on Chemoselective Reduction | Campbell, Craig D.; Birkett, Thomas C.; Stewart, Malcolm I. | Journal of Chemical Education (2024), 101(8), 3434-3444",121-89-1,5400-78-2,16940-66-2,,64-17-5,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""121-89-1"", ""smiles"": ""CC(=O)c1cccc([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""5400-78-2"", ""yield_pct"": ""85"", ""smiles"": ""CC(O)c1cccc([N+](=O)[O-])c1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]",,
31-614-CAS-41207369,31-614-CAS-41207369,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,94,,,COc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(OC)cc4)cc3)cc2)cc1,COc1ccc(Oc2ccc(C(O)c3ccc(Oc4ccc(OC)cc4)cc3)cc2)cc1,COc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(OC)cc4)cc3)cc2)cc1>>COc1ccc(Oc2ccc(C(O)c3ccc(Oc4ccc(OC)cc4)cc3)cc2)cc1,"Reduction of mesoporous poly(ether ether ketone) materials, preserving pore size","Weintraub, Sagiv; Gellerman, Gary; Bazylevich, Andrii; Bikson, Ben","Polymer International (2024), 73(6), 471-477","Reduction of mesoporous poly(ether ether ketone) materials, preserving pore size | Weintraub, Sagiv; Gellerman, Gary; Bazylevich, Andrii; Bikson, Ben | Polymer International (2024), 73(6), 471-477",42592-67-6,3030176-58-7,"16940-66-2, 7647-01-0",,"109-99-9, 25322-68-3, 7732-18-5",,,,,,,2,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""42592-67-6"", ""smiles"": ""COc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(OC)cc4)cc3)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""3030176-58-7"", ""yield_pct"": ""94"", ""smiles"": ""COc1ccc(Oc2ccc(C(O)c3ccc(Oc4ccc(OC)cc4)cc3)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}, {""index"": 2, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""25322-68-3""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]",,
31-614-CAS-41249337,31-614-CAS-41249337,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,97,,,O=C(c1ccccc1)c1ccc(Br)cc1,OC(c1ccccc1)c1ccc(Br)cc1,O=C(c1ccccc1)c1ccc(Br)cc1>>OC(c1ccccc1)c1ccc(Br)cc1,Effects of Ionic Liquids on the Nucleofugality of Bromide,"Hsieh, Andrew Y.; Haines, Ronald S.; Harper, Jason B.","Journal of Organic Chemistry (2024), 89(9), 6247-6256","Effects of Ionic Liquids on the Nucleofugality of Bromide | Hsieh, Andrew Y.; Haines, Ronald S.; Harper, Jason B. | Journal of Organic Chemistry (2024), 89(9), 6247-6256",90-90-4,29334-16-5,16940-66-2,,"67-56-1, 75-05-8",,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""90-90-4"", ""smiles"": ""O=C(c1ccccc1)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""29334-16-5"", ""yield_pct"": ""97"", ""smiles"": ""OC(c1ccccc1)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-05-8""}]",,
31-614-CAS-41259700,31-614-CAS-41259700,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,94,,,O=C(c1ccccc1)c1cccc(Cl)c1,OC(c1ccccc1)c1cccc(Cl)c1,O=C(c1ccccc1)c1cccc(Cl)c1>>OC(c1ccccc1)c1cccc(Cl)c1,Effects of Ionic Liquids on the Nucleofugality of Bromide,"Hsieh, Andrew Y.; Haines, Ronald S.; Harper, Jason B.","Journal of Organic Chemistry (2024), 89(9), 6247-6256","Effects of Ionic Liquids on the Nucleofugality of Bromide | Hsieh, Andrew Y.; Haines, Ronald S.; Harper, Jason B. | Journal of Organic Chemistry (2024), 89(9), 6247-6256",1016-78-0,63012-03-3,16940-66-2,,"67-56-1, 75-05-8",,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""1016-78-0"", ""smiles"": ""O=C(c1ccccc1)c1cccc(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""63012-03-3"", ""yield_pct"": ""94"", ""smiles"": ""OC(c1ccccc1)c1cccc(Cl)c1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-05-8""}]",,
31-614-CAS-41296359,31-614-CAS-41296359,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,83,,,C/C(C=O)=C\CCc1ccccc1,C[C@@]1(CO)O[C@H]1CCc1ccccc1,C/C(C=O)=C\CCc1ccccc1>>C[C@@]1(CO)O[C@H]1CCc1ccccc1,Effective In Situ Alkoxide Trapping by TMSX in the Presence of TPP Catalyst in Glycidol Acetal Rearrangements,"Johny, Meera; Rajendar, Goreti","Journal of Organic Chemistry (2024), 89(10), 7036-7046","Effective In Situ Alkoxide Trapping by TMSX in the Presence of TPP Catalyst in Glycidol Acetal Rearrangements | Johny, Meera; Rajendar, Goreti | Journal of Organic Chemistry (2024), 89(10), 7036-7046",56161-69-4,928826-52-2,"87-91-2, 546-68-9, 75-91-2, 1310-73-2, 7647-14-5",,"75-09-2, 124-18-5, 7732-18-5",,,,,,,6,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""56161-69-4"", ""smiles"": ""C/C(C=O)=C\\CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""928826-52-2"", ""yield_pct"": ""83"", ""smiles"": ""C[C@@]1(CO)O[C@H]1CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""87-91-2""}, {""index"": 2, ""cas_rn"": ""546-68-9""}, {""index"": 3, ""cas_rn"": ""75-91-2""}, {""index"": 4, ""cas_rn"": ""1310-73-2""}, {""index"": 5, ""cas_rn"": ""7647-14-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""124-18-5""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","stereoselective, molecular sieves used",
