reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-117-CAS-10765646,31-117-CAS-10765646,Reaction_20251110_1412.rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,77,,,C#CCC(O)c1ccc(C=O)cc1,C=C=CC(=O)c1ccc(C=O)cc1.CC#CC(=O)c1ccc(C=O)cc1,C#CCC(O)c1ccc(C=O)cc1>>C=C=CC(=O)c1ccc(C=O)cc1.CC#CC(=O)c1ccc(C=O)cc1,Isomerizations on silica gel: synthesis of allenyl ketones and the first Nazarov cyclizations of vinyl allenyl ketones,"Hashmi, A. Stephen K.; Bats, Jan W.; Choi, Ji-Hyun; Schwarz, Lothar","Tetrahedron Letters (1998), 39(41), 7491-7494","Isomerizations on silica gel: synthesis of allenyl ketones and the first Nazarov cyclizations of vinyl allenyl ketones | Hashmi, A. Stephen K.; Bats, Jan W.; Choi, Ji-Hyun; Schwarz, Lothar | Tetrahedron Letters (1998), 39(41), 7491-7494",196951-81-2,"196952-88-2, 196954-94-6","87413-09-0, 7631-86-9",,,,,,,,,2,1,77,4,,,,,,"{""1"": 77, ""2"": 4}","[{""index"": 1, ""cas_rn"": ""196951-81-2"", ""smiles"": ""C#CCC(O)c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""196952-88-2"", ""yield_pct"": ""77"", ""smiles"": ""C=C=CC(=O)c1ccc(C=O)cc1""}, {""index"": 2, ""cas_rn"": ""196954-94-6"", ""yield_pct"": ""4"", ""smiles"": ""CC#CC(=O)c1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}, {""index"": 2, ""cas_rn"": ""7631-86-9""}]",[],[],isomerization occurs during chromatog. on SiO2 of crude reaction mixt.,
31-480-CAS-2992896,31-480-CAS-2992896,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,96,,,C=CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C[C@@H](C)[C@@H](CCO)O1,C=CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C[C@@H](C)[C@@H](CC=O)O1,C=CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C[C@@H](C)[C@@H](CCO)O1>>C=CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C[C@@H](C)[C@@H](CC=O)O1,Total Synthesis and Stereochemical Reassignment of Mandelalide A,"Lei, Honghui; Yan, Jialei; Yu, Jie; Liu, Yuqing; Wang, Zhuo; Xu, Zhengshuang; Ye, Tao","Angewandte Chemie, International Edition (2014), 53(25), 6533-6537","Total Synthesis and Stereochemical Reassignment of Mandelalide A | Lei, Honghui; Yan, Jialei; Yu, Jie; Liu, Yuqing; Wang, Zhuo; Xu, Zhengshuang; Ye, Tao | Angewandte Chemie, International Edition (2014), 53(25), 6533-6537",1619930-52-7,1619930-54-9,"144-55-8, 87413-09-0",,75-09-2,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""1619930-52-7"", ""smiles"": ""C=CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C[C@@H](C)[C@@H](CCO)O1""}]","[{""index"": 1, ""cas_rn"": ""1619930-54-9"", ""yield_pct"": ""96"", ""smiles"": ""C=CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C[C@@H](C)[C@@H](CC=O)O1""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Dess-Martin oxidation,
31-480-CAS-2993937,31-480-CAS-2993937,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,75,,,CC(C)(C)OC(=O)[C@@H](NC(=O)C(F)(F)F)[C@H](CO)c1ccc(Cl)cc1,CC(C)(C)OC(=O)[C@@H](NC(=O)C(F)(F)F)[C@H](C=O)c1ccc(Cl)cc1,CC(C)(C)OC(=O)[C@@H](NC(=O)C(F)(F)F)[C@H](CO)c1ccc(Cl)cc1>>CC(C)(C)OC(=O)[C@@H](NC(=O)C(F)(F)F)[C@H](C=O)c1ccc(Cl)cc1,A straightforward synthetic approach to β-substituted phenylalanines via ring opening of aryl epoxides,"Zahoor, Ameer F.; Kazmaier, Uli","Synthesis (2011), (7), 1059-1066","A straightforward synthetic approach to β-substituted phenylalanines via ring opening of aryl epoxides | Zahoor, Ameer F.; Kazmaier, Uli | Synthesis (2011), (7), 1059-1066",1304646-33-0,1304646-51-2,"87413-09-0, 144-55-8, 7772-98-7",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: Dess-Martin Oxidation of 1; General Procedure To a solution of amino acid derivative 1 (1.0 mmol) in anhydrous CH2Cl2 (10 mL), Dess-Martin periodinane (636 mg, 1.5 mmol) was added at 0 °C under nitrogen and the mixture was stirred at r.t. After the reaction was complete, the reaction was quenched with sat. NaHCO3 (5 mL) containing Na2S2O3 (5 mmol) and the mixture was extracted with CH2Cl2 (2 × 10 mL). The organic layers were washed with brine (15 mL), dried over Na2SO4 and the solvent was removed in vacuo. The corresponding aldehyde 7 was obtained after column chromatography (silica gel gel; EtOAc-hexane). tert-Butyl 4-Oxo-3-phenyl-2-(2,2,2-trifluoroacetamido)butanoate (7a) According to the general procedure for Dess-Martin oxidations, 1a (347 mg, 1.0 mmol, dr = 75:25) and Dess-Martin periodinane (636 mg, 1.5 mmol) were allowed to react to give 7a after flash chromatography (silica gel; hexanes-EtOAc, 8:2) as a mixture of diastereomers (dr = 75:25). Yield: 66% (228 mg, 0.66 mmol); tert-Butyl 3-(4-Chlorophenyl)-4-oxo-2-(2,2,2-trifluoroacetamido)butanoate (7b) According to the general procedure for Dess-Martin oxidations, 1d (382 mg, 1.0 mmol, dr = 73:27) and Dess-Martin periodinane (636 mg, 1.5 mmol) were allowed to react to give 7b after flash chromatography (silica gel; hexanes-EtOAc, 8:2) as a mixture of diastereomers (dr = 74:26). Yield: 65% (248 mg, 0.65 mmol); Yield 75%, colorless oil. 1H NMR (400 MHz, CDCl3): δ [major diastereomer (syn)] = 9.71 (s, 1 H), 6.78 (d, J = 8.7 Hz, 1 H), 7.05-7.16 (m, 4 H), 4.95 (dd, J = 9.0, 4.3 Hz, 1 H), 4.48 (d, J = 4.3 Hz, 1 H), 1.45 (s, 9 H). 13C NMR (100 MHz, CDCl3): δ [major diastereomer (syn)] = 196.3, 167.4, 156.7 (q, J = 37.6 Hz), 135.0, 130.9, 129.7, 129.4, 115.5 (q, 285.9 Hz), 84.6, 58.9, 53.2, 27.8. 1H NMR (400 MHz, CDCl3): δ [minor diastereomer (anti, selected signals)] = 9.80 (s, 1 H), 7.36-7.39 (m, 4 H), 6.80 (d, J = 7.4 Hz, 1 H), 5.05 (dd, J = 7.9, 5.4 Hz, 1 H), 4.23 (d, J = 5.4 Hz, 1 H), 1.45 (s, 9 H). 13C NMR (100 MHz, CDCl3): δ [minor diastereomer (anti, selected signals)] = 198.1, 167.1, 135.2, 130.8, 129.6, 84.4, 58.3, 53.4, 27.7. HRMS (CI): m/z [M -C4H9]+ calcd for C16H17ClF3NO4: 322.0094; found: 322.0079.",2,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""1304646-33-0"", ""smiles"": ""CC(C)(C)OC(=O)[C@@H](NC(=O)C(F)(F)F)[C@H](CO)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""1304646-51-2"", ""yield_pct"": ""75"", ""smiles"": ""CC(C)(C)OC(=O)[C@@H](NC(=O)C(F)(F)F)[C@H](C=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}, {""index"": 2, ""cas_rn"": ""144-55-8""}, {""index"": 3, ""cas_rn"": ""7772-98-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","Dess-Martin oxidation, reactant taken as diastereomeric mixture (dr 73:27)",
31-480-CAS-3014737,31-480-CAS-3014737,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,89,,,CC(C)c1nc2c(c(-c3ccc(F)cc3)c1CO)CCCc1ccccc1-2,CC(C)c1nc2c(c(-c3ccc(F)cc3)c1C=O)CCCc1ccccc1-2,CC(C)c1nc2c(c(-c3ccc(F)cc3)c1CO)CCCc1ccccc1-2>>CC(C)c1nc2c(c(-c3ccc(F)cc3)c1C=O)CCCc1ccccc1-2,Phosphorus-containing inhibitors of HMG-CoA reductase. 2. Synthesis and biological activities of a series of substituted pyridines containing a hydroxyphosphinyl moiety,"Robl, Jeffrey A.; Duncan, Laurelee A.; Pluscec, Jelka; Karanewsky, Donald S.; Gordon, Eric M.; Ciosek, Carl P. Jr.; Rich, Lois C.; Dehmel, Viviane C.; Slusarchyk, Dorothy A.","Journal of Medicinal Chemistry (1991), 34(9), 2804-15","Phosphorus-containing inhibitors of HMG-CoA reductase. 2. Synthesis and biological activities of a series of substituted pyridines containing a hydroxyphosphinyl moiety | Robl, Jeffrey A.; Duncan, Laurelee A.; Pluscec, Jelka; Karanewsky, Donald S.; Gordon, Eric M.; Ciosek, Carl P. Jr.; Rich, Lois C.; Dehmel, Viviane C.; Slusarchyk, Dorothy A. | Journal of Medicinal Chemistry (1991), 34(9), 2804-15",135454-77-2,135427-12-2,"67-68-5, 79-37-8",,75-09-2,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""135454-77-2"", ""smiles"": ""CC(C)c1nc2c(c(-c3ccc(F)cc3)c1CO)CCCc1ccccc1-2""}]","[{""index"": 1, ""cas_rn"": ""135427-12-2"", ""yield_pct"": ""89"", ""smiles"": ""CC(C)c1nc2c(c(-c3ccc(F)cc3)c1C=O)CCCc1ccccc1-2""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-3249707,31-480-CAS-3249707,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,77,,,CC(C)O.CS(=O)(=O)O,CC(=O)COS(C)(=O)=O,CC(C)O.CS(=O)(=O)O>>CC(=O)COS(C)(=O)=O,One-Pot Protocol for Synthesis of α-Organosulfonyloxy Ketones from Secondary Alcohols Using Hypervalent Iodine(V)-Mediated Oxidations,"Deshmukh, Swapnil S.; Huddar, Sameerana N.; Akamanchi, Krishnacharya G.","Synthetic Communications (2009), 39(17), 3101-3110","One-Pot Protocol for Synthesis of α-Organosulfonyloxy Ketones from Secondary Alcohols Using Hypervalent Iodine(V)-Mediated Oxidations | Deshmukh, Swapnil S.; Huddar, Sameerana N.; Akamanchi, Krishnacharya G. | Synthetic Communications (2009), 39(17), 3101-3110","67-63-0, 75-75-2",23479-35-8,87413-09-0,,75-05-8,,,,,,"General/Typical Procedure: α -ORGANOSULFONYLOXYLATION: GENERAL PROCEDURE Alcohol (5 mmol) was added in one portion to a stirred suspension of Dess-Martin periodinane (15 mmol) and organosulfonic acid (15 mmol) in CH3CN (20mL), and the reaction mixture was refluxed for 4 h. Solvent was removed under reduced pressure, and the residue obtained was diluted by adding CHCl3 (60 mL) and washed with saturated solution of NaHCO3 (2 x 35 mL) and brine (60 mL). The organic layer was dried over anhydrous Na2SO4 and concentrated under reduced pressure to give crude α -organosulfonyloxylated product. Pure product was obtained after column chromatography (SiO2, mesh size 60-120, eluent, ethyl acetate-hexane, 15:85). Table 2. Entry 10, yield 77%.",1,1,77,,,,,,,"{""1"": 77}","[{""index"": 1, ""cas_rn"": ""67-63-0"", ""smiles"": ""CC(C)O""}, {""index"": 2, ""cas_rn"": ""75-75-2"", ""smiles"": ""CS(=O)(=O)O""}]","[{""index"": 1, ""cas_rn"": ""23479-35-8"", ""yield_pct"": ""77"", ""smiles"": ""CC(=O)COS(C)(=O)=O""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-05-8""}]",,
31-480-CAS-3260116,31-480-CAS-3260116,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,90,,,COC(=O)C(=CI)C(O)c1c2[n]3->[Ni+2]45<-[n]6c(cc7ccc(c(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)c3C=C2)[n-]->47)C=Cc6c(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccc1[n-]->52,COC(=O)C(=CI)C(=O)c1c2[n]3->[Ni+2]45<-[n]6c(cc7ccc(c(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)c3C=C2)[n-]->47)C=Cc6c(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccc1[n-]->52,COC(=O)C(=CI)C(O)c1c2[n]3->[Ni+2]45<-[n]6c(cc7ccc(c(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)c3C=C2)[n-]->47)C=Cc6c(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccc1[n-]->52>>COC(=O)C(=CI)C(=O)c1c2[n]3->[Ni+2]45<-[n]6c(cc7ccc(c(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)c3C=C2)[n-]->47)C=Cc6c(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccc1[n-]->52,"The reaction of porphyrins with α,β-acetylenic ketone/ester (Morita-Baylis-Hillman) promoted by MgI2 and subsequent Sonogashira coupling reactions","Ahmed, Naseem; Ali, Hasrat; van Lier, Johan E.","Journal of Porphyrins and Phthalocyanines (2006), 10(9-10), 1172-1178","The reaction of porphyrins with α,β-acetylenic ketone/ester (Morita-Baylis-Hillman) promoted by MgI2 and subsequent Sonogashira coupling reactions | Ahmed, Naseem; Ali, Hasrat; van Lier, Johan E. | Journal of Porphyrins and Phthalocyanines (2006), 10(9-10), 1172-1178",1037204-11-7,1037204-15-1,"87413-09-0, 1310-73-2",,"75-09-2, 7732-18-5",,,,,,,2,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""1037204-11-7"", ""smiles"": ""COC(=O)C(=CI)C(O)c1c2[n]3->[Ni+2]45<-[n]6c(cc7ccc(c(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)c3C=C2)[n-]->47)C=Cc6c(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccc1[n-]->52""}]","[{""index"": 1, ""cas_rn"": ""1037204-15-1"", ""yield_pct"": ""90"", ""smiles"": ""COC(=O)C(=CI)C(=O)c1c2[n]3->[Ni+2]45<-[n]6c(cc7ccc(c(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8)c3C=C2)[n-]->47)C=Cc6c(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2ccc1[n-]->52""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}, {""index"": 2, ""cas_rn"": ""1310-73-2""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-3265988,31-480-CAS-3265988,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,99,,,O=[N+]([O-])/C(=C/c1ccc2c(c1)OCO2)CO,O=CC(=Cc1ccc2c(c1)OCO2)[N+](=O)[O-],O=[N+]([O-])/C(=C/c1ccc2c(c1)OCO2)CO>>O=CC(=Cc1ccc2c(c1)OCO2)[N+](=O)[O-],"Synthesis, Structure, and E-Z Isomerization of β-(Hetero)aryl-α-nitro-α,β-enals","Martinez-Bescos, Patricia; Cagide-Fagin, Fernando; Roa, Luis F.; Ortiz-Lara, Juan Carlos; Kierus, Krzysztof; Ozores-Viturro, Lidia; Fernandez-Gonzalez, Marta; Alonso, Ricardo","Journal of Organic Chemistry (2008), 73(10), 3745-3753","Synthesis, Structure, and E-Z Isomerization of β-(Hetero)aryl-α-nitro-α,β-enals | Martinez-Bescos, Patricia; Cagide-Fagin, Fernando; Roa, Luis F.; Ortiz-Lara, Juan Carlos; Kierus, Krzysztof; Ozores-Viturro, Lidia; Fernandez-Gonzalez, Marta; Alonso, Ricardo | Journal of Organic Chemistry (2008), 73(10), 3745-3753",905564-21-8,916245-11-9,64297-64-9,,141-78-6,,,,,,"General/Typical Procedure: (E/Z)-β -(Hetero)aryl-α -nitro-α ,β -enals (3). General procedure for the oxidation of E-3-(hetero)aryl-2-nitroprop-2-en-1-ols (2). 2-Iodoxybenzoic acid (IBX)25 (2 mmol) was added to a solution of the corresponding 2-nitropropenol 2 (1 mmol) in EtOAc (6 mL). The suspension was refluxed for 6–8 h, then allowed to cool to rt.28 EtOAc was then removed in the rotavapor with no heating, using a water bath at rt (the magnetic stirring bar kept in the mixture helped to prevent bumping during this operation). The residue was magnetically stirred with Et2O while cooling with a dry icE-acetone bath (-78 °C; around 20 mL of Et2O were used for a 200 mg reaction scale; use of Et2O stabilized with 2,6-di-tert-butyl-4- methylphenol (BTH) proved to be adequate; use of Et2O stabilized with ethanol led sometimes to nitroenal decomposition). Once the entire solid was liberated from the walls of the flask (sometimes with the help of a spatula) and was freely floating, the suspension was filtered through a sintered glass funnel (porosity grade 5). The solid was washed with additional cold (-78 °C) Et2O. Nitroenals 3 were obtained as solids after solvent rotaevaporation with no heating, using a water bath at rt. Further purification was carried out either by crystallization-precipitation with appropriate solvents (usually Et2O or Et2O followed by the addition of n-hexane or n-pentane) or by flash chromatography, as indicated. Complete characterization details for nitroenals 3a-e are given below; when the 1H NMR data obtained for the E-Z mixture are separately assigned to E-3 and to Z-3, integral values are normalized to one proton (1 H) for every geometric isomer. 3-(Benzo[d][1,3]dioxol-5-yl)-2-nitroacrylaldehyde (3e, Table 1, entry 5). 3e was prepared according to the general procedure from 2e (0.27 g, 1.22 mmol) and IBX (0.69 g, 2.45 mmol), and isolated by precipitation with Et2O/hexane: 0.27 g, 99%, red solid. [mp (Et2O) 92–97 °C]. IR (film) ν max 3534, 2990, 1503 cm-1. 1H NMR (CDCl3, 300 MHz, E-3e/Z-3e ≈ 1/1) E-3e δ 10.24 (d, J = 2.4 Hz, 1H), 8.33 (d, J = 2.4 Hz, 1H), 7.93 (d, J = 1.8 Hz, 1H), 7.55 (dd, J = 8.2 Hz, J = 1.8 Hz, 1H), 6.94 (d, J = 8.2 Hz, 1H), 6.13 (s, 2H), Z-3e δ 9.50 (s, 1H), 7.23 (s, 1H), 7.16 (dd, J = 8.2 Hz, J = 1.8 Hz, 1H), 7.06 (d, J = 1.8 Hz, 1H), 6.90 (d, J = 8.2 Hz, 1H), 6.09 (s, 2H); 13C NMR (CDCl3, 75 MHz) δ 183.9, 181.6, 154.0, 152.7, 148.9, 148.4, 145.8, 145.1, 142.4, 139.0, 133.6, 130.0, 123.6, 122.7, 111.9, 109.1, 109.0, 108.9, 102.6, 102.4. LRMS (CI+) m/z (%) 222 [100, (M + H)+]. HRMS (CI+) calcd. for C10H7NO5 (M + H)+, 222.0402, found 222.0399).",1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""905564-21-8"", ""smiles"": ""O=[N+]([O-])/C(=C/c1ccc2c(c1)OCO2)CO""}]","[{""index"": 1, ""cas_rn"": ""916245-11-9"", ""yield_pct"": ""99"", ""smiles"": ""O=CC(=Cc1ccc2c(c1)OCO2)[N+](=O)[O-]""}]","[{""index"": 1, ""cas_rn"": ""64297-64-9""}]",[],"[{""index"": 1, ""cas_rn"": ""141-78-6""}]",stereoselective,
31-480-CAS-3287963,31-480-CAS-3287963,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,85,,,OC1CCCCC1c1cccc2c1ccc1cc3ccccc3cc12,O=C1CCCCC1c1cccc2c1ccc1cc3ccccc3cc12,OC1CCCCC1c1cccc2c1ccc1cc3ccccc3cc12>>O=C1CCCCC1c1cccc2c1ccc1cc3ccccc3cc12,Polycyclic fluoranthene hydrocarbons. 2. A new general synthesis,"Cho, Bongsup P.; Harvey, Ronald G.","Journal of Organic Chemistry (1987), 52(26), 5668-78","Polycyclic fluoranthene hydrocarbons. 2. A new general synthesis | Cho, Bongsup P.; Harvey, Ronald G. | Journal of Organic Chemistry (1987), 52(26), 5668-78",111189-57-2,111189-58-3,87413-09-0,,,,,,,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""111189-57-2"", ""smiles"": ""OC1CCCCC1c1cccc2c1ccc1cc3ccccc3cc12""}]","[{""index"": 1, ""cas_rn"": ""111189-58-3"", ""yield_pct"": ""85"", ""smiles"": ""O=C1CCCCC1c1cccc2c1ccc1cc3ccccc3cc12""}]","[{""index"": 1, ""cas_rn"": ""87413-09-0""}]",[],[],,
31-480-CAS-3339068,31-480-CAS-3339068,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,86,,,CC(C)(C)OC(=O)N[C@H](CCO)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N[C@H](CC=O)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N[C@H](CCO)C(=O)OC(C)(C)C>>CC(C)(C)OC(=O)N[C@H](CC=O)C(=O)OC(C)(C)C,Synthesis of Optically Pure 4-Fluoro-Glutamines as Potential Metabolic Imaging Agents for Tumors,"Qu, Wenchao; Zha, Zhihao; Ploessl, Karl; Lieberman, Brian P.; Zhu, Lin; Wise, David R.; Thompson, Craig B.; Kung, Hank F.","Journal of the American Chemical Society (2011), 133(4), 1122-1133","Synthesis of Optically Pure 4-Fluoro-Glutamines as Potential Metabolic Imaging Agents for Tumors | Qu, Wenchao; Zha, Zhihao; Ploessl, Karl; Lieberman, Brian P.; Zhu, Lin; Wise, David R.; Thompson, Craig B.; Kung, Hank F. | Journal of the American Chemical Society (2011), 133(4), 1122-1133",110207-49-3,884034-22-4,"144-55-8, 87413-09-0, 7772-98-7",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: (S)-4-tert-butyl-2-(tert-butoxycarbonylamino)-4-oxobutanoate (5) To a solution of alcohol 11 (0.284 g, 1.03 mmol) in CH2Cl2 (5 mL), solid NaHCO3 (0.861 g, 10.25 mmol) and Dess-Martin periodinane reagent (5.1 mL 0.3 M CH2Cl2 solution, 1.53 mmol) was added. The solution was stirred at room temperature for 1 h. Sodium thiosulfate solution (1.0 M, 5 mL) was added and the resulting biphasic mixture was vigorously stirred for 5 min and saturated NaHCO3 (5 mL) was then added. The mixture was then extracted with CH2Cl2 (15 mL × 3). The combined organic layers were dried over MgSO4, filtered, and concentrated in vacuo to afford crude product. Flash chromatography (EtOAc/Hexanes, 20/80, V/V) furnished aldehyde 5 (0.243 g, 86%) as a white crystalline solid. 40, yield 86%.",2,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""110207-49-3"", ""smiles"": ""CC(C)(C)OC(=O)N[C@H](CCO)C(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""884034-22-4"", ""yield_pct"": ""86"", ""smiles"": ""CC(C)(C)OC(=O)N[C@H](CC=O)C(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""144-55-8""}, {""index"": 2, ""cas_rn"": ""87413-09-0""}, {""index"": 3, ""cas_rn"": ""7772-98-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Dess-Martin oxidation,
31-480-CAS-33420,31-480-CAS-33420,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,95,,,OC(c1ccccc1)C(O)c1ccccc1,O=C(C(=O)c1ccccc1)c1ccccc1,OC(c1ccccc1)C(O)c1ccccc1>>O=C(C(=O)c1ccccc1)c1ccccc1,Recyclable 2nd generation ionic liquids as green solvents for the oxidation of alcohols with hypervalent iodine reagents,"Yadav, J. S.; Reddy, B. V. S.; Basak, A. K.; Narsaiah, A. Venkat","Tetrahedron (2004), 60(9), 2131-2135","Recyclable 2nd generation ionic liquids as green solvents for the oxidation of alcohols with hypervalent iodine reagents | Yadav, J. S.; Reddy, B. V. S.; Basak, A. K.; Narsaiah, A. Venkat | Tetrahedron (2004), 60(9), 2131-2135",492-70-6,134-81-6,61717-82-6,,174501-65-6,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""492-70-6"", ""smiles"": ""OC(c1ccccc1)C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""134-81-6"", ""yield_pct"": ""95"", ""smiles"": ""O=C(C(=O)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""61717-82-6""}]",[],"[{""index"": 1, ""cas_rn"": ""174501-65-6""}]","green chemistry-solvent, green chemistry-waste reduction, ionic liquid used, using Dess-Martin reagent led to faster reaction but lower yield, using hydrophobic ionic liquid (PF6 counter ion) gave the same result but led to problems with reagent recovery, using organic solvents required higher temperatures and longer reaction times",
31-480-CAS-3371048,31-480-CAS-3371048,Reaction_20251110_1412 (1).rdf,Dess–Martin periodinane (DMP). Alcohols → aldehydesketones,80,,,CCCc1sc(-c2ccc(OC)c(OCCF)c2)nc1CO,CCCc1sc(-c2ccc(OC)c(OCCF)c2)nc1C=O,CCCc1sc(-c2ccc(OC)c(OCCF)c2)nc1CO>>CCCc1sc(-c2ccc(OC)c(OCCF)c2)nc1C=O,Structure-Guided Development of Deoxycytidine Kinase Inhibitors with Nanomolar Affinity and Improved Metabolic Stability,"Nomme, Julian; Li, Zheng; Gipson, Raymond M.; Wang, Jue; Armijo, Amanda L.; Le, Thuc; Poddar, Soumya; Smith, Tony; Santarsiero, Bernard D.; Nguyen, Hien-Anh; Czernin, Johannes; Alexandrova, Anastassia N.; Jung, Michael E.; Radu, Caius G.; Lavie, Arnon","Journal of Medicinal Chemistry (2014), 57(22), 9480-9494","Structure-Guided Development of Deoxycytidine Kinase Inhibitors with Nanomolar Affinity and Improved Metabolic Stability | Nomme, Julian; Li, Zheng; Gipson, Raymond M.; Wang, Jue; Armijo, Amanda L.; Le, Thuc; Poddar, Soumya; Smith, Tony; Santarsiero, Bernard D.; Nguyen, Hien-Anh; Czernin, Johannes; Alexandrova, Anastassia N.; Jung, Michael E.; Radu, Caius G.; Lavie, Arnon | Journal of Medicinal Chemistry (2014), 57(22), 9480-9494",1450603-86-7,1638148-89-6,77-76-9,,75-09-2,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""1450603-86-7"", ""smiles"": ""CCCc1sc(-c2ccc(OC)c(OCCF)c2)nc1CO""}]","[{""index"": 1, ""cas_rn"": ""1638148-89-6"", ""yield_pct"": ""80"", ""smiles"": ""CCCc1sc(-c2ccc(OC)c(OCCF)c2)nc1C=O""}]","[{""index"": 1, ""cas_rn"": ""77-76-9""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Dess Martin oxidation,
