canonical_reaction_smiles,reaction_core_label,primary_reaction_pattern,primary_reaction_pattern_count,reaction_pattern_matches,co_occurring_reaction_patterns,identified_reaction_type,compatible_reaction_types,reaction_pattern_confidence,reaction_pattern_requires_condition_evidence,reaction_display_label,reaction_display_label_detailed,reaction_display_source,reaction_display_status,reaction_display_confidence,reaction_display_warnings,original_reaction_type,transformation_class,ring_change_count,formed_ring_sizes,ring_count_delta,ring_change_summaries,signature_id,reaction_core_id,reaction_core_shape_key,reaction_core_mapping_equivalence_key,reaction_core_evidence_status,reaction_core_status,reaction_core_quality_status,reaction_core_quality_reasons,reaction_core_bond_changes,reaction_core_state_changes,reaction_core_retained_context,reaction_core_departing_context,reaction_core_appearing_context,reaction_core_unavailability_reasons,reaction_core_remote_classes,fallback_descriptor_id,fallback_evidence_mode,fallback_retrieval_eligible,fallback_ineligibility_reasons,evidence_quality,external_mapping_status,external_mapping_provider,external_mapping_confidence,external_mapping_matched_hypotheses,transformation_confidence,stereochemical_changes,reaction_completeness_status,edit_hypothesis_count,edit_hypothesis_ids,product_heavy_atom_coverage,product_element_excess,partial_transformation_class,removed_fragment,installed_fragment,installed_fragment_key,partial_transformation_key,fragment_source_status,fragment_source_candidates,condition_source_support_status,condition_source_components,condition_source_capabilities,missing_product_atom_elements,chemistry_status,condition_status,condition_stage_status,index_eligibility,admission_reasons,warnings,spectators,reactivity_profile
C[Si](C)(C)C(F)(F)Br.O=Cc1ccccc1[N+](=O)[O-]>>O=[N+]([O-])c1ccccc1C(O)C(F)(F)I,C(Br)(F)2(Si) + C(H)(Ar)(=O) → C(R)(F)2(I),,,,,,,,,Provisional core (external atom mapping): C(Br)(F)2(Si) + C(H)(Ar)(=O) → C(R)(F)2(I),"Provisional core (external atom mapping): C(Br)(F)₂(Si) + C(H)(Ar)(=O) → C(R)(F)₂(I); core projection: C(Br)(F)₂(Si) + C(H)(Ar)(=O) → C(R)(F)₂(I); bond changes: order changed: C=O → C–O, formed: C–C, formed: C–I, broken: C–Si, broken: Br–C; atom-state changes: C hybridization: SP₂ → SP₃, O hybridization: SP₂ → SP₃, O hydrogen count: 0 → 1; retained context: Ar (O=[N+]([O-])c1ccccc1), X (F); departing context: R (C); core evidence: external atom mapping; core quality: review: not_all_edits_graph_checked",reaction_core,core_projection,0.0,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_SIGNATURE_UNAVAILABLE; FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,,0,,,,,RCP2:90414655e5dc01c536b71a0687c64cb813f57b97faab5cf511b51d6417d93f60,RSH2:20433f1fa1dbfd2ebee6aef9bd0ff795,RME1:9fcb88355bb151b62ccdf565e1a974b7,external,available_external,review,not_all_edits_graph_checked,order changed: C=O → C–O; formed: C–C; formed: C–I; broken: C–Si; broken: Br–C,C hybridization: SP2 → SP3; O hybridization: SP2 → SP3; O hydrogen count: 0 → 1,Ar (O=[N+]([O-])c1ccccc1); X (F),R (C),,,alkyl; aryl; heteroatom,RFD3:0011b1f4da991f4d6184c8931e07b885a84df83ab19a099913a15bbb01fdede4,structure_inventory_only,False,contradicted_or_incomplete_structure; incomplete_product_atom_provenance,unresolved,external_mapping_signature_unavailable,rxnmapper,0.5242157210164421,,0.0,,incomplete,0,,0.933333,"{""I"":1}",,,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,external_mapping_conflict; multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_SIGNATURE_UNAVAILABLE; FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; REACTION_CORE_EXTERNAL_MAPPING_PROPOSAL; REACTION_CORE_QUALITY_REVIEW; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,CHO [aldehyde]; NO₂ [nitro],
CCC(C)(C)I>>CCC(C)(C)Br,C(R)3(I) → C(R)3(Br),,,,,,,,,Provisional core (external atom mapping): C(R)3(I) → C(R)3(Br),"Provisional core (external atom mapping): C(R)₃(I) → C(R)₃(Br); core projection: C(R)₃(I) → C(R)₃(Br); bond changes: formed: Br–C, broken: C–I; retained context: R (C), R (CC); core evidence: external atom mapping; core quality: review: not_all_edits_graph_checked",reaction_core,core_projection,0.0,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_SIGNATURE_UNAVAILABLE; FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,attachment_replacement,0,,,,,RCP2:18f39bc831a0caab31cab803ab08c5814cb666862fd49f9b159911f834b97525,RSH2:f56367a0c4504b1632dade74e130cf59,RME1:e0d9967e3662615d0fe588beae342b2b,external,available_external,review,not_all_edits_graph_checked,formed: Br–C; broken: C–I,,R (C); R (CC),,,,alkyl,RFD3:fb6e2d8373219e3a3426ab704d7a79d9b78cc59a761adcd0bd0ebf0482b03f7c,partial_product_correspondence,True,,partial_product_correspondence,external_mapping_signature_unavailable,rxnmapper,0.7492812083205687,,0.8,,incomplete,0,,0.833333,"{""Br"":1}",attachment_replacement,I,Br,PFG1:b1804dbe98afebd251ad4abe,PTS1:c3eda0c148d930debfce61b80b019713b7c77086d6ed87cd67154072ebabcf99,unresolved,,unsupported,,,Br,rejected,resolved_complete,single_stage,ineligible,external_mapping_conflict; missing_condition_fragment_source; suspected_missing_reactant; unaccounted_product_heavy_atoms,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_SIGNATURE_UNAVAILABLE; FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_ATOM_SOURCE_UNVERIFIED:Br; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; REACTION_CORE_EXTERNAL_MAPPING_PROPOSAL; REACTION_CORE_QUALITY_REVIEW; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
ClCc1ccccc1>>BrCc1ccccc1,C(H)2(Ar)(Cl) → C(H)2(Ar)(Br),,,,,,,,,Provisional core (external atom mapping): C(H)2(Ar)(Cl) → C(H)2(Ar)(Br),"Provisional core (external atom mapping): C(H)₂(Ar)(Cl) → C(H)₂(Ar)(Br); core projection: C(H)₂(Ar)(Cl) → C(H)₂(Ar)(Br); bond changes: formed: Br–C, broken: C–Cl; retained context: Ar (c1ccccc1); core evidence: external atom mapping; core quality: review: not_all_edits_graph_checked",reaction_core,core_projection,0.0,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_SIGNATURE_UNAVAILABLE; FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Aliphatic Halide Exchange,attachment_replacement,0,,,,,RCP2:6b19531936492876998781f273977859cf23d33911c6db1337c88c6e9deeffd0,RSH2:cc62e4cab0488d40e3945b854c5b18b5,RME1:f37f3a224cf9949beeea9d3c7689919b,external,available_external,review,not_all_edits_graph_checked,formed: Br–C; broken: C–Cl,,Ar (c1ccccc1),,,,aryl,RFD3:8a09698c8770681576181a6c4032037c2cb6f19c7be37939af56ca70c7fbe4ac,partial_product_correspondence,True,,partial_product_correspondence,external_mapping_signature_unavailable,rxnmapper,0.9742899381184378,,0.8,,incomplete,0,,0.875,"{""Br"":1}",attachment_replacement,Cl,Br,PFG1:b1804dbe98afebd251ad4abe,PTS1:f80ad7c867924d893902593f99beb2bf9b2abd26461d2e42e6604fb1d3ebbeba,unresolved,,unsupported,,,Br,rejected,unresolved_retained,single_stage,ineligible,condition_identifier_uncertainty; external_mapping_conflict; missing_condition_fragment_source; suspected_missing_reactant; unaccounted_product_heavy_atoms,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_SIGNATURE_UNAVAILABLE; FRAGMENT_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; PARTIAL_PRODUCT_CORRESPONDENCE; PRODUCT_ATOM_SOURCE_UNRESOLVED:Br; PRODUCT_ATOM_SOURCE_UNVERIFIED:Br; PRODUCT_FRAGMENT_SOURCE_UNRESOLVED; REACTION_CORE_EXTERNAL_MAPPING_PROPOSAL; REACTION_CORE_QUALITY_REVIEW; SCAFFOLD_CORRESPONDENCE_INSUFFICIENT_CONSERVATION; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,,
CC(C)(C)OC(=O)N1CCC(n2cncc2-c2ccc(O)cc2)CC1.CN.O=C(O)c1cccc(S(=O)(=O)Cl)c1>>CNC(=O)c1cccc(S(=O)(=O)Oc2ccc(-c3cncn3C3CCN(C(=O)OC(C)(C)C)CC3)cc2)c1,Cl–S + C–O + H–N + H–O → C–N + O–S,o_sulfonylation_like,1,o_sulfonylation_like; amide_formation_like; net_coupling; net_substitution,o_sulfonylation_like; amide_formation_like,,,0.8,False,O-sulfonylation + amide formation,O-sulfonylation + amide formation; co-occurring structural patterns; temporal order is not inferred; literal edits: C–O bond cleavage; S–Cl bond cleavage; C–N bond formation; O–S bond formation; N–H loss; O–H loss,optional_pattern,generic_pattern,0.8,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,Amide_formation,generic_multi_event_graph_transformation,0,,0,,RS3:d788592b6ffdd8f1ddf36ec7466bbbc95224b0a041fe25c9b03be7bd4d237a29,RCP2:b9c3ac02fc67014089db8d541a5cec95d586a43f0c16af888baa3a660a9a1bcf,RSH2:1aa9bea91d00f2a32682c3f3a6a55eb3,RME1:48862c9274c993589f093aa73639907a,inferred,available_inferred,review,not_all_edits_graph_checked; partial_active_atom_mapping,broken: C–O; broken: Cl–S; formed: C–N; formed: O–S,N hybridization: SP3 → SP2; N hydrogen count: 2 → 1; O hydrogen count: 1 → 0,Ar (c1ccccc1); HetAr (CC(C)(C)OC(=O)N1CCC(n2cncc2-c2ccccc2)CC1); R (C); X (O),,,,alkyl; aryl; heteroaryl; heteroatom,RFD3:2c8bab05fc77310b778e695883c8054131277ec862c9a21c9f7d3c3b61e3f76b,verified_signature,True,,global_atom_correspondence,not_requested_resolved_internal_evidence,rxnmapper,,,0.8,,verified,0,,1.0,,,,,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; REACTION_CORE_PARTIAL_ATOM_PROVENANCE; REACTION_CORE_QUALITY_REVIEW,,
CC(C)CC(N)C(=O)O.NC(N)=S>>CC(C)CC1NC(=S)NC1=O,C–N + C–O + 2 × H–N → 2 × C–N,amide_formation_like,1,amide_formation_like; net_ring_closure; net_coupling; net_substitution,,,,0.2468498200077736,False,2 × C–N substitution,2 × C–N substitution; events: Event 1: C–N substitution; edits: C(map 10)–O(map 12) bond cleavage; C(map 10)–N(map 9) bond formation; N(map 9)–H loss | Event 2: C–N substitution; edits: C(map 7)–N(map 13) bond cleavage; C(map 7)–N(map 6) bond formation; N(map 6)–H loss,literal_edits,multi_event,0.2468498200077736,EXTERNAL_MAPPING_INTERNAL_CONSENSUS; EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_REQUIRES_INDEPENDENT_VALIDATION; REACTANT_MAPS_MISSING_FROM_PRODUCTS; REACTION_COMPLETENESS_UNRESOLVED,Amide_formation,generic_multi_event_graph_transformation,1,5,1,"5-membered C3N2 ring; formed=C-N,C-N",RS3:f3fc78f331bd7946603c4cd096071689891c88d8f20ffde865eba8d025afd5e9,RCP2:128495c980bef8eabc3ffe3a993f9e7f27ea72d4241676e54647f58040f834e0,RSH2:d4f824143a5536691a85c7a5f81950a1,RME1:db2af33beca4c6c9f1a8c9eb63274ca8,external,available_external,review,not_all_edits_graph_checked,formed: C–N; broken: C–N; formed: C–N; broken: C–O,N hybridization: SP3 → SP2; N hydrogen count: 2 → 1; N hydrogen count: 2 → 1,X (O); X (S),,,,alkyl; heteroatom; ring_aliphatic,RFD3:96344ca1436da8f0a0b29138a32c94fccfbaab3fbc4c231a0fedcb6f6ca1d202,verified_signature,True,,external_mapping_internal_consensus,external_mapping_internal_consensus,rxnmapper,0.2468498200077736,REH1:59c2573b54cc45f67ed5fdf6,0.2468498200077736,,unresolved,2,REH1:59c2573b54cc45f67ed5fdf6; REH1:2e072355c97c45c8c80c61a9,,,,,,,,,,,,,,review,unusable,single_stage,ineligible,external_mapping_review_required; insufficient_edit_evidence; no_condition_identifiers; reaction_completeness_unresolved,EXTERNAL_MAPPING_INTERNAL_CONSENSUS; EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_REQUIRES_INDEPENDENT_VALIDATION; REACTANT_MAPS_MISSING_FROM_PRODUCTS; REACTION_COMPLETENESS_UNRESOLVED; REACTION_CORE_EXTERNAL_MAPPING_PROPOSAL; REACTION_CORE_QUALITY_REVIEW,,
COc1ccc(CC2(Cc3ccc(OCc4ccccc4)cc3)NC(=O)N(C)C2=O)cc1.O=C(O)C(F)(F)F>>COc1ccc(CC2(Cc3ccc(O)cc3)NC(=O)N(C)C2=O)cc1,O(Ar)(R) → O(H)(Ar),alcohol_deprotection_like,1,alcohol_deprotection_like; net_ring_opening; net_bond_cleavage,,,,0.9565722854200538,False,alcohol deprotection,alcohol deprotection; edits: C(map 26)–O(map 14) bond cleavage; H gain at O(map 14); core projection: O(Ar)(R) → O(H)(Ar); bond changes: broken: C–O; atom-state changes: O hydrogen count: 0 → 1; retained context: Ar (COc₁ccc(CC₂(Cc₃ccccc3)NC(=O)N(C)C₂=O)cc1); departing context: Ar (c1ccccc1); core evidence: external atom mapping; core quality: review: not_all_edits_graph_checked,optional_pattern,generic_pattern,0.9565722854200538,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_REQUIRES_INDEPENDENT_VALIDATION; EXTERNAL_MAPPING_WITHOUT_INTERNAL_CONSENSUS; PARTIAL_ATOM_MAPPING; REACTANT_MAPS_MISSING_FROM_PRODUCTS; REACTION_COMPLETENESS_UNRESOLVED,Amide_formation,generic_graph_transformation,0,,-1,,RS3:d1dbb7f36f5bb9788658f1da8c8d35d3af9a9d83919ac191dedf482ecb9363a2,RCP2:9cee8b7ade3d43a2183e1788d85b8bf0330721f112cb1d2dc258aaa72a825787,RSH2:5d6ac1c5fa1ff42f0be8d0f4e01aac7b,RME1:2c45b42753bb7d0d4ad9cfa181213310,external,available_external,review,not_all_edits_graph_checked,broken: C–O,O hydrogen count: 0 → 1,Ar (COc1ccc(CC2(Cc3ccccc3)NC(=O)N(C)C2=O)cc1),Ar (c1ccccc1),,,aryl,RFD3:c26c930b3555a3370c3843223d80660898847ec83c8d09231c9a5fe9af67955f,verified_signature,True,,external_atom_mapping,external_mapping_only,rxnmapper,0.9565722854200538,,0.9565722854200538,,unresolved,0,,,,,,,,,,,,,,,review,unresolved_retained,single_stage,review_only,condition_identifier_uncertainty; external_mapping_review_required; insufficient_edit_evidence; reaction_completeness_unresolved,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_REQUIRES_INDEPENDENT_VALIDATION; EXTERNAL_MAPPING_WITHOUT_INTERNAL_CONSENSUS; PARTIAL_ATOM_MAPPING; REACTANT_MAPS_MISSING_FROM_PRODUCTS; REACTION_COMPLETENESS_UNRESOLVED; REACTION_CORE_EXTERNAL_MAPPING_PROPOSAL; REACTION_CORE_QUALITY_REVIEW,,
Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(OCc2ccccc2)c(C(C)C)c1.NC1COC1>>Cc1cc(OCC(=O)NC2COC2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,2 × C–O + H–N → C–N + H–O,amide_formation_like,1,amide_formation_like; alcohol_deprotection_like; net_ring_opening; net_coupling; net_substitution,amide_formation_like; alcohol_deprotection_like,,,0.8,False,amide formation + alcohol deprotection,amide formation + alcohol deprotection; co-occurring structural patterns; temporal order is not inferred; literal edits: C–O bond cleavage; C–O bond cleavage; C–N bond formation; H gain at O; N–H loss,optional_pattern,generic_pattern,0.8,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,Amide_formation,generic_multi_event_graph_transformation,0,,-1,,RS3:622a67a473da039de5fa79bf1925265bfca69002612a5b390ea1f95d01eaa0b1,RCP2:d6506e6ca2c6b0a6a5b0d934a25aaabb39f99fc6e1115583ebf427388e2dbb85,RSH2:fcd117cbbc0701bda10b7d61f1446353,RME1:c334d23b0d456e8dd92c6882517b1f17,inferred,available_inferred,review,not_all_edits_graph_checked; partial_active_atom_mapping; remote_continuity_unresolved,broken: C–O; broken: C–O; formed: C–N,N hybridization: SP3 → SP2; N hydrogen count: 2 → 1; O hydrogen count: 0 → 1,Ar (COc1cc(C)c(Cc2cccc(C(C)C)c2)c(C)c1); Cycloalkyl (C1COC1); X (O),,,,aryl; heteroatom; ring_aliphatic,RFD3:7cb55927e5a1be5297618181ffafe21077b416dd1c3234bea6c3bd37695bd107,verified_signature,True,,global_atom_correspondence,not_requested_resolved_internal_evidence,rxnmapper,,,0.8,,verified,0,,1.0,,,,,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; REACTION_CORE_PARTIAL_ATOM_PROVENANCE; REACTION_CORE_QUALITY_REVIEW; REACTION_CORE_REMOTE_CONTINUITY_UNRESOLVED,,
COc1cc(NC(C)CCCN)c2ncccc2c1-c1ccccc1.O=C(O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3>>COc1cc(NCCCCNC(=O)C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)c2ncccc2c1-c1ccc(F)cc1,Ar–H + C–C + C–O + H–N → Ar–F + C–H + C–N,,,,,,,,,Provisional core (external atom mapping): Ar–H + C–C + C–O + H–N → Ar–F + C–H + C–N,"Provisional core (external atom mapping): Ar–H + C–C + C–O + H–N → Ar–F + C–H + C–N; core projection: Ar–H + C–C + C–O + H–N → Ar–F + C–H + C–N; bond changes: broken: C–C, formed: C–N, broken: C–O, formed: Ar–F; atom-state changes: N hybridization: SP₃ → SP₂, C hydrogen count: 1 → 0, C hydrogen count: 1 → 2, N hydrogen count: 2 → 1; retained context: Cycloalkyl (C₁CCC₂(CC₁)OOC₁(OO₂)C₂CC₃CC(C₂)CC₁C₃), HetAr (ccc(-c1c(OC)cc(N)c2ncccc12)cc), R (CCC), X (O); core evidence: external atom mapping; core quality: review: not_all_edits_graph_checked",reaction_core,core_projection,0.0,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_SIGNATURE_UNAVAILABLE; FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,Amide_formation,,0,,,,,RCP2:b86e52f62ae93f9174fe9381a29f9238a7980cb49bce7663dfd25b4556a5390e,RSH2:6694b29b56d39e1d7b58b032c0e561b0,RME1:c91343efc9a5cbf34e890a4e40cb1cac,external,available_external,review,not_all_edits_graph_checked,broken: C–C; formed: C–N; broken: C–O; formed: Ar–F,N hybridization: SP3 → SP2; C hydrogen count: 1 → 0; C hydrogen count: 1 → 2; N hydrogen count: 2 → 1,Cycloalkyl (C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3); HetAr (ccc(-c1c(OC)cc(N)c2ncccc12)cc); R (CCC); X (O),,,,alkyl; heteroaryl; heteroatom; ring_aliphatic,RFD3:b015fb720ab0d26cde7be0ec3e68bd8a223408e547c7d495d5c8098149369133,structure_inventory_only,False,contradicted_or_incomplete_structure; incomplete_product_atom_provenance,unresolved,external_mapping_signature_unavailable,rxnmapper,0.6204122116271383,,0.0,,incomplete,0,,0.978723,"{""F"":1}",,,,,,,,,,,,rejected,resolved_complete,unassigned_multistage,ineligible,external_mapping_conflict; multistage_conditions_not_structured; suspected_missing_reactant; unaccounted_product_heavy_atoms,EXTERNAL_MAPPING_REQUIRES_EXPERT_REVIEW; EXTERNAL_MAPPING_SIGNATURE_UNAVAILABLE; FRAGMENT_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; GLOBAL_CORRESPONDENCE_UNACCOUNTED_PRODUCT_ATOMS; MISSING_REACTANT_SUSPECTED; REACTION_CORE_EXTERNAL_MAPPING_PROPOSAL; REACTION_CORE_QUALITY_REVIEW; SCAFFOLD_CORRESPONDENCE_REQUIRES_ONE_SUBSTRATE; UNACCOUNTED_PRODUCT_HEAVY_ATOMS,CO₂H [carboxylic acid]; HetAr–N [heteroaryl nitrogen]; 2× R₁–O–O–R₂ [peroxide]; R₂NH [secondary amine]; R–NH₂ [primary amine]; R–O–R [ether],
CONC(=O)c1ccc(Cl)cc1.O=C(O)C(=O)c1ccc(Cl)cc1>>CON1C(=O)c2ccc(Cl)cc2C1(O)c1ccc(Cl)cc1,"C(Ar)(C(=O)(O-H))(=O) → C(Ar)(ArC)(N-(O,R))(O-H)",amide_formation_like,1,amide_formation_like; decarboxylative_coupling_like; cycloaddition_like; net_ring_closure; net_addition; net_substitution; net_bond_order_decrease,,,,0.8,False,C + N–C–C:C → 5-membered C₄N ring,"2-component ring formation: C + N–C–C:C → 5-membered C₄N ring; key connectivity: C–C bond formed + C–N bond formed; ring count +1; evidence: global atom correspondence (confidence 0.80); raw edits: C–C bond cleavage; C=O → C–O; C–C bond formation; C–N bond formation; C–H loss; H gain at O; N–H loss; core projection: C(Ar)(C(=O)(O-H))(=O) → C(Ar)(ArC)(N-(O,R))(O-H); bond changes: broken: C–C, order changed: C=O → C–O, formed: Ar–C, formed: C–N; atom-state changes: C hybridization: SP₂ → SP₃, O hybridization: SP₂ → SP₃, C hydrogen count: 1 → 0, N hydrogen count: 1 → 0, O hydrogen count: 0 → 1; retained context: Ar (Clc1ccccc1), Ar (cc(Cl)cccC=O), X (CO); core evidence: inferred structural correspondence; core quality: review: not_all_edits_graph_checked, partial_active_atom_mapping, remote_continuity_unresolved",generic_topology,ring_formation,0.8,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,Amide_formation,generic_graph_transformation,1,5,1,"5-membered C4N ring; formed=C-C,C-N",RS3:d9d7e0f9fd82ca56c52e965fa7d05029e8e67d3e6f5f2ffb7ba50073b56db1bd,RCP2:21a6e0af5372443eaed9bcba0c2b76030e6d52ee113cb7b5451e9640145c7c8a,RSH2:79c36083af02d40ec1eb751baf7babda,RME1:3fe1ab83d3c11fa64ea5275b4c3de899,inferred,available_inferred,review,not_all_edits_graph_checked; partial_active_atom_mapping; remote_continuity_unresolved,broken: C–C; order changed: C=O → C–O; formed: Ar–C; formed: C–N,C hybridization: SP2 → SP3; O hybridization: SP2 → SP3; C hydrogen count: 1 → 0; N hydrogen count: 1 → 0; O hydrogen count: 0 → 1,Ar (Clc1ccccc1); Ar (cc(Cl)cccC=O); X (CO),,,,aryl; heteroatom,RFD3:39b7edbd2caffa4665b7d74913906dae70115ac67b284e88f1e0e10f0363b30a,verified_signature,True,,global_atom_correspondence,not_requested_resolved_internal_evidence,rxnmapper,,,0.8,,verified,0,,1.0,,,,,,,,,,,,,verified,resolved_complete,single_stage,eligible,verified_reaction_signature_with_conditions,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; REACTION_CORE_PARTIAL_ATOM_PROVENANCE; REACTION_CORE_QUALITY_REVIEW; REACTION_CORE_REMOTE_CONTINUITY_UNRESOLVED,,
Nc1ncccc1Br.O=C(O)[C@@H]1CCCN1>>O=C1Nc2ncccc2N2CCC[C@@H]12,Ar–Br + C–O + 2 × H–N → Ar–N + C–N,amide_formation_like,1,amide_formation_like; sp2_c_n_substitution_like; net_ring_closure; net_coupling; net_substitution,amide_formation_like; sp2_c_n_substitution_like,,buchwald_hartwig_c_n; snar_amination; ullmann_c_n,0.8,False,amide formation + C(sp²)–N bond formation,"amide formation + C(sp²)–N bond formation; co-occurring structural patterns; temporal order is not inferred; literal edits: C–Br bond cleavage; C–O bond cleavage; C–N bond formation; C–N bond formation; N–H loss; N–H loss; core projection: Ar–Br + C–O + 2 × H–N → Ar–N + C–N; bond changes: broken: C–O, broken: Ar–Br, formed: C–N, formed: Ar–N; atom-state changes: C stereochemistry: S → S, N hybridization: SP₃ → SP₂, N hydrogen count: 1 → 0, N hydrogen count: 2 → 1; retained context: Cycloalkyl (CCCC), HetAr (cccnc), X (O); core evidence: inferred structural correspondence; core quality: review: not_all_edits_graph_checked, partial_active_atom_mapping",optional_pattern,generic_pattern,0.8,INFERRED_GLOBAL_ATOM_CORRESPONDENCE,Amide_formation,generic_multi_event_graph_transformation,1,6,1,"6-membered C4N2 ring; formed=C-N,C-N",RS3:f5cd61a5c1bd6e3b84f937e7283d844bd2f8df9d97afbba35fa3368ce21f2acc,RCP2:8c584d1bd363c2af46e0187cba8f495d9f2842f046b6967722d1626135c204b2,RSH2:ef7aa2be7375b8901d3f580a9d86b160,RME1:de3614d0621c5c87c7ac46a8938e9c8f,inferred,available_inferred,review,not_all_edits_graph_checked; partial_active_atom_mapping,broken: C–O; broken: Ar–Br; formed: C–N; formed: Ar–N,C stereochemistry: S → S; N hybridization: SP3 → SP2; N hydrogen count: 1 → 0; N hydrogen count: 2 → 1,Cycloalkyl (CCCC); HetAr (cccnc); X (O),,,,heteroaryl; heteroatom; ring_aliphatic,RFD3:170e6bd8f23dc2acaa8f433f72befb1fe797a9536f7fb3cf9de387f659fdb654,verified_signature,True,,global_atom_correspondence,not_requested_resolved_internal_evidence,rxnmapper,,,0.8,atom: S→S (retained),verified,0,,1.0,,,,,,,,,,,,,verified,resolved_complete,unassigned_multistage,eligible,multistage_conditions_not_structured,INFERRED_GLOBAL_ATOM_CORRESPONDENCE; REACTION_CORE_PARTIAL_ATOM_PROVENANCE; REACTION_CORE_QUALITY_REVIEW,,
