reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Decarboxylative_arylation,78,-0.71,H-Acid,Any-X,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.N#Cc1cc(Br)cc(C(F)(F)F)c1>>N#Cc1cc(C(=O)c2ccccc2)cc(C(F)(F)F)c1,COR / CF3 / F / X / CN,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,89,0.0,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,Fc1cc(F)cc(Br)c1.O=C(O)C(=O)c1ccccc1>>O=C(c1ccccc1)c1cc(F)cc(F)c1,X / F / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,71,0.71,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,Brc1ccc2ccccc2c1.O=C(O)C(=O)c1ccccc1>>O=C(c1ccccc1)c1ccc2ccccc2c1,COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,60,0.0,H-Acid,Ar-Br,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.Brc1cnc2ccccc2c1>>O=C(c1ccccc1)c1cnc2ccccc2c1,COR / Quinoline,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,78,0.71,H-Acid,Any-X,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.FC(F)(F)c1cccc(Br)n1>>O=C(c1ccccc1)c1cccc(C(F)(F)F)n1,COR / CF3 / F / X / Pyridine,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,51,-0.71,H-Acid,Any-X,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.FC(F)(F)c1cccc(Cl)n1>>O=C(c1ccccc1)c1cccc(C(F)(F)F)n1,COR / CF3 / F / X / Pyridine,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,80,0.0,H-Acid,Ar-Br,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.CC(=O)c1cccc(Br)n1>>CC(=O)c1cccc(C(=O)c2ccccc2)n1,COR / acidic / Pyridine,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,75,0.0,Ar-X,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,Brc1ccc(I)cc1.O=C(O)C(=O)c1ccccc1>>O=C(c1ccccc1)c1ccc(Br)cc1,Br / X / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,73,0.0,Ar-I,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,Ic1ccccc1.O=C(O)C(=O)c1ccccc1>>O=C(c1ccccc1)c1ccccc1,COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,53,0.8,H-Acid,Ar-I,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.Cc1ccc(I)cc1>>Cc1ccc(C(=O)c2ccccc2)cc1,COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,50,0.0,H-Acid,Ar-I,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.COc1ccc(I)cc1>>COc1ccc(C(=O)c2ccccc2)cc1,COR / OR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,51,0.32,H-Acid,Ar-I,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.CC(C)(C)c1ccc(I)cc1>>CC(C)(C)c1ccc(C(=O)c2ccccc2)cc1,COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,45,-1.12,H-Acid,Ar-I,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.Cc1cccc(I)c1>>Cc1cccc(C(=O)c2ccccc2)c1,COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,61,0.0,H-Acid,Ar-I,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.Ic1ccncc1>>O=C(c1ccccc1)c1ccncc1,COR / Pyridine,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,46,0.0,H-Acid,Ar-I,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,O=C(O)C(=O)c1ccccc1.Ic1ccc2c(c1)OCO2>>O=C(c1ccccc1)c1ccc2c(c1)OCO2,COR / OR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,92,1.37,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.Cc1ccc(C(=O)C(=O)O)cc1>>Cc1ccc(C(=O)c2ccc(C#N)cc2)cc1,CN / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,93,1.12,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.COc1ccc(C(=O)C(=O)O)cc1>>COc1ccc(C(=O)c2ccc(C#N)cc2)cc1,CN / COR / OR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,90,1.09,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.CCCCCc1ccc(C(=O)C(=O)O)cc1>>CCCCCc1ccc(C(=O)c2ccc(C#N)cc2)cc1,CN / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,82,0.0,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.CN(C)c1ccc(C(=O)C(=O)O)cc1>>CN(C)c1ccc(C(=O)c2ccc(C#N)cc2)cc1,CN / COR / NR2,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,52,0.0,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.O=C(O)C(=O)c1ccc(F)cc1>>N#Cc1ccc(C(=O)c2ccc(F)cc2)cc1,CN / X / COR / F,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,82,-0.04,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.Cc1cccc(C(=O)C(=O)O)c1>>Cc1cccc(C(=O)c2ccc(C#N)cc2)c1,CN / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,84,0.24,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.Cc1cc(C)cc(C(=O)C(=O)O)c1>>Cc1cc(C)cc(C(=O)c2ccc(C#N)cc2)c1,CN / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,73,-1.31,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.Cc1cc(C)c(C(=O)C(=O)O)c(C)c1>>Cc1cc(C)c(C(=O)c2ccc(C#N)cc2)c(C)c1,CN / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,75,-1.03,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.Cc1ccccc1C(=O)C(=O)O>>Cc1ccccc1C(=O)c1ccc(C#N)cc1,CN / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,77,-0.33,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.COc1ccccc1C(=O)C(=O)O>>COc1ccccc1C(=O)c1ccc(C#N)cc1,CN / COR / OR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,72,-0.79,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.COc1ccc(OC)c(C(=O)C(=O)O)c1>>COc1ccc(OC)c(C(=O)c2ccc(C#N)cc2)c1,CN / COR / OR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,71,0.0,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.O=C(O)C(=O)c1ccco1>>N#Cc1ccc(C(=O)c2ccco2)cc1,CN / COR / Furan,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,44,0.0,H-Acid,Ar-Br,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,CC(=O)C(=O)O.N#Cc1ccc(Br)cc1>>CC(=O)c1ccc(C#N)cc1,acidic / COR / CN,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,46,0.0,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.CC(C)CC(=O)C(=O)O>>CC(C)CC(=O)c1ccc(C#N)cc1,CN / acidic / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,62,0.0,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.CN(C(=O)C(=O)O)c1ccccc1>>CN(C(=O)c1ccc(C#N)cc1)c1ccccc1,CN / Amide / CONR2,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,80,-0.32,Ar-Br,H-Acid,NiCl2(dme),dtbbpy,Li2CO3,,,,,,86-39-5,DMF/H2O,False,N#Cc1ccc(Br)cc1.CC(C)(C)c1cccc(C(=O)C(=O)O)c1>>CC(C)(C)c1cccc(C(=O)c2ccc(C#N)cc2)c1,CN / COR,"Organic Letters (2020), 22(17), 6832-6837"
Decarboxylative_arylation,72,0.0,Any-X,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,FC(F)(F)c1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C(F)(F)F)cc1,CF3 / F / X / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,86,1.1,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCOC(=O)c1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCOC(=O)c1ccc(C(=O)N(CC)CC)cc1,CO2R / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,69,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,O=Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C=O)cc1,CHO / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,80,0.71,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Fc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(F)cc1,X / F / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,74,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,N#Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C#N)cc1,CN / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,73,0.0,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.COc1cc(Br)ccc1F>>CCN(CC)C(=O)c1ccc(F)c(OC)c1,Amide / CONR2 / OR / X / F,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,42,-0.71,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Fc1ccccc1Br.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccccc1F,X / F / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,69,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Cc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C)cc1,Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,83,0.0,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.Brc1cc(-c2ccccc2)cc(-c2ccccc2)c1>>CCN(CC)C(=O)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,76,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CC(=O)c1cccc(Br)c1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1cccc(C(C)=O)c1,COR / acidic / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,77,-0.71,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Brc1ccc2ccccc2c1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc2ccccc2c1,Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,82,0.71,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1416881-52-1,MeCN/Dioxane,False,Brc1ccccc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccccc1,Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,83,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,COc1ccc(Br)cc1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(OC)cc1,OR / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,35,0.0,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.CONC(=O)c1ccc(Br)cc1>>CCN(CC)C(=O)c1ccc(C(=O)NOC)cc1,Amide / CONR2 / CONHR / OR,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,76,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Brc1ccc2c(c1)OCO2.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc2c(c1)OCO2,OR / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,58,0.0,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.CC1(C)OB(c2ccc(Br)cc2)OC1(C)C>>CCN(CC)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,Amide / CONR2 / Bpin / B(OR)2 / OR,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,70,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,O=S(=O)(c1ccc(Br)cc1)N1CCOCC1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,SO2NR2 / SO2R / SR / Sulfonamide / OR / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,94,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,COC(=O)c1ccc(Br)cn1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc(C(=O)OC)nc1,CO2R / Pyridine / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,83,0.71,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.Brc1cccc2c1sc1ccccc12>>CCN(CC)C(=O)c1cccc2c1sc1ccccc12,Amide / CONR2 / Benzothiophene / Thiophene,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,76,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Brc1cnc2ccccc2c1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1cnc2ccccc2c1,Quinoline / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,77,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Brc1cccs1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1cccs1,Thiophene / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,81,0.0,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.CCCN(CCC)S(=O)(=O)c1ccc(Br)cc1>>CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N(CC)CC)cc1,Amide / CONR2 / SO2NR2 / SO2R / SR / Sulfonamide,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,53,0.0,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.Brc1ccc(-c2ccc(-c3ccccc3)s2)cc1>>CCN(CC)C(=O)c1ccc(-c2ccc(-c3ccccc3)s2)cc1,Amide / CONR2 / Thiophene,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,60,-0.71,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.Brc1ccc2c(c1)sc1ccccc12>>CCN(CC)C(=O)c1ccc2c(c1)sc1ccccc12,Amide / CONR2 / Benzothiophene / Thiophene,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,74,0.0,H-Acid,Any-X,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Br)cc2)cc1>>CCN(CC)C(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1,Amide / CONR2 / CF3 / F / X / AromN,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,91,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Brc1ccc2sccc2c1.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc2sccc2c1,Benzothiophene / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,66,0.09,H-Acid,Ar-Br,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCN(CC)C(=O)C(=O)O.CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccc(Br)cc1>>CCN(CC)C(=O)c1ccc(C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)cc1,Amide / CONR2 / CO2R,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,67,0.14,Ar-Br,H-Acid,NiBr2(dme),,Tetramethylguanidine,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCOC(=O)c1ccc(Br)cc1.CN(C)C(=O)C(=O)O>>CCOC(=O)c1ccc(C(=O)N(C)C)cc1,CO2R / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,69,0.0,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,Brc1ccc2c(c1)oc1ccccc12.CCN(CC)C(=O)C(=O)O>>CCN(CC)C(=O)c1ccc2c(c1)oc1ccccc12,Benzofuran / Furan / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,52,-0.71,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1416881-52-1,MeCN/Dioxane,False,CCOC(=O)c1ccc(Br)cc1.CN(Cc1ccccc1)C(=O)C(=O)O>>CCOC(=O)c1ccc(C(=O)N(C)Cc2ccccc2)cc1,CO2R / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
Decarboxylative_arylation,88,0.71,Ar-Br,H-Acid,NiBr2(dme),,Na2CO3,,,,,,17217-57-1/1469700-24-0,MeCN/Dioxane,False,CCOC(=O)c1ccc(Br)cc1.O=C(O)C(=O)N(Cc1ccccc1)Cc1ccccc1>>CCOC(=O)c1ccc(C(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,CO2R / Amide / CONR2,"Organic Chemistry Frontiers (2024), 11(1), 47-52"
