reaction_id,yield,z_score,reactant_1,reactant_2,reactant_3,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Stille_coupling,96,1.34,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1cnc(-c2ccccc2)c(-c2ccccc2)n1.CC=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCC(=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,90,0.0,Alkenyl-OR,Ar-Br,,Cu2O/Pd(OAc)2/(S)-[(RuCl(T-BINAP))2(μ-Cl)3[NH2Me2],DPPP,,,,,TFA,,,NMP/DCE,False,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.CC(C)CNc1nc(NCC(C)C)c2[nH]c(Br)nc2n1>>CC(=O)c1nc2nc(NCC(C)C)nc(NCC(C)C)c2[nH]1,NHR / Pyrimidine / Imidazole,"Tetrahedron Letters (2001), 42(37), 6515-6518"
Stille_coupling,88,0.0,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1ccccn1.C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CC(=O)c1ccccn1,Pyridine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,93,-0.71,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Cc1nc(-c2ccccc2)cnc1Br.CC=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCC(=O)c1ncc(-c2ccccc2)nc1C,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,93,0.64,Alkenyl-OR,Ar-Br,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Brc1nc(-c2ccccc2)c(-c2ccccc2)nc1-c1ccccc1>>CC(=O)c1nc(-c2ccccc2)c(-c2ccccc2)nc1-c1ccccc1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,85,-1.25,Alkenyl-OR,Ar-Br,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Brc1cnc(-c2ccccc2)cn1>>CC(=O)c1cnc(-c2ccccc2)cn1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,100,0.95,Ar-Br,Alkenyl-OR,,Pd2(dba)3,PPh3,,HCl,,,,,,PhMe/THF/H2O,False,CC(CN1C(=O)c2ccccc2C1=O)c1ccncc1Br.C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CC(=O)c1cnccc1C(C)CN1C(=O)c2ccccc2C1=O,CONR2 / NCOR / LactamN / Pyridine,"Tetrahedron Letters (2020), 61(33), 152194"
Stille_coupling,93,-1.04,Ar-Br,Alkenyl-OR,,Pd2(dba)3,PPh3,,HCl,,,,,,PhMe/THF/H2O,False,O=C1c2ccccc2C(=O)N1CCc1ccncc1Br.C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CC(=O)c1cnccc1CCN1C(=O)c2ccccc2C1=O,CONR2 / NCOR / LactamN / Pyridine,"Tetrahedron Letters (2020), 61(33), 152194"
Stille_coupling,97,0.09,Ar-Br,Alkenyl-OR,,Pd2(dba)3,PPh3,,HCl,,,,,,PhMe/THF/H2O,False,O=C1c2ccccc2C(=O)N1CCc1ncccc1Br.C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CC(=O)c1cccnc1CCN1C(=O)c2ccccc2C1=O,CONR2 / NCOR / LactamN / Pyridine,"Tetrahedron Letters (2020), 61(33), 152194"
Stille_coupling,93,0.64,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1ncc(-c2ccccc2)nc1-c1ccccc1.CC=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCC(=O)c1ncc(-c2ccccc2)nc1-c1ccccc1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,94,0.87,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1cnc(-c2ccccc2)cn1.CC=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCC(=O)c1cnc(-c2ccccc2)cn1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,89,-0.31,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1nccnc1-c1ccccc1.C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CC(=O)c1nccnc1-c1ccccc1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,88,0.0,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1ccccn1.CC=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCC(=O)c1ccccn1,Pyridine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,88,0.0,Ar-Br,Alkenyl-OR,,Pd(dba)2,PPh3,NaOH,HCl,,,,,,PhMe/Et2O,False,Brc1cnc2ccccc2c1.C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CC(=O)c1cnc2ccccc2c1,Quinoline,"Tetrahedron (2001), 57(13), 2507-2514"
Stille_coupling,93,0.64,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1nccnc1-c1ccccc1.CC=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCC(=O)c1nccnc1-c1ccccc1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,90,-0.07,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1nc(-c2ccccc2)c(-c2ccccc2)nc1-c1ccccc1.CC=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCC(=O)c1nc(-c2ccccc2)c(-c2ccccc2)nc1-c1ccccc1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,96,0.71,Alkenyl-OR,Ar-Br,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Cc1nc(-c2ccccc2)cnc1Br>>CC(=O)c1ncc(-c2ccccc2)nc1C,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,83,-1.72,Ar-Br,Alkenyl-OR,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,Brc1nc(-c2ccccc2)cnc1-c1ccccc1.CC=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCC(=O)c1nc(-c2ccccc2)cnc1-c1ccccc1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,87,-0.78,Alkenyl-OR,Ar-Br,,CuI,,,HCl,,,,,13965-03-2,MeCN/H2O,False,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Brc1cnc(-c2ccccc2)c(-c2ccccc2)n1>>CC(=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,Pyrimidine,"Synthesis (2001), (10), 1551-1555"
Stille_coupling,85,0.0,Alkenyl-OR,Ar-X,,Pd2(dba)3,,,HCl,,,,,603-32-7,Dioxane/H2O,False,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Clc1ccc2nc(-c3ccccc3)c(I)n2n1>>CC(=O)c1c(-c2ccccc2)nc2ccc(Cl)nn12,Cl / X,"Tetrahedron Letters (2008), 49(15), 2472-2475"
Stille_coupling,96,0.71,RCH2-NHR,Alkenyl-Sn,Ar-I,"Palladium, di-mu-chlorobis(eta3-2-propenyl)di-",PPh3,,,,,,,,DMF,False,C1CCNCC1.C=[C](COC(=O)OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Ic1ccccc1>>C=C(CN1CCCCC1)c1ccccc1,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Organic & Biomolecular Chemistry (2011), 9(8), 2743-2750"
Stille_coupling,95,0.0,RCH2-NHR,Alkenyl-Sn,Ar-Br,"Palladium, di-mu-chlorobis(eta3-2-propenyl)di-",PPh3,NaHCO3,,,,,,,DMF/Et2O/H2O,False,C1CCNCC1.C=[C](COC(=O)OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.O=Cc1ccc(Br)cc1>>C=C(CN1CCCCC1)c1ccc(C=O)cc1,Dienophile / C=C / CHO / Any-Dienophile / Motif-C=C,"Organic Letters (2009), 11(15), 3518-3521"
Stille_coupling,96,0.0,RCH2-NHR,Alkenyl-Sn,Ar-X,"Palladium, di-mu-chlorobis(eta3-2-propenyl)di-",PPh3,,,,,,,,DMF,False,C1CCNCC1.C=[C](COC(=O)OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Brc1ccc(I)cc1>>C=C(CN1CCCCC1)c1ccc(Br)cc1,Dienophile / C=C / Br / X / Any-Dienophile / Motif-C=C,"Organic & Biomolecular Chemistry (2011), 9(8), 2743-2750"
