reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive,Secondary Solvent,Coupling Reagent,Is_Intramolecular,reaction_smiles
C-O_Coupling,88.0,0.7996738107185866,Ar-OH,Ar-Cl,Pd(OAc)2,1072087-21-8,NaH,PhMe,,,,False,Cc1cccc(C(C)(C)C)c1O.CC(=O)c1ccc(Cl)cc1>>CC(=O)c1ccc(Oc2c(C)cccc2C(C)(C)C)cc1
C-O_Coupling,81.0,0.16329931618554636,Ar-NH2,,Pd(OAc)2,cataCXium A,DBU,DMSO,,,,False,Cc1ccc(O)c(N)c1.[C-]#[O+].Fc1ccc(Cl)cc1Br>>Cc1ccc2c(c1)NC(=O)c1cc(Cl)ccc1O2
C-O_Coupling,88.0,0.0,Ar-X,Ar-OH,18C6,,K2CO3,DMF,,,,False,O=[N+]([O-])c1cc(Cl)c(F)c(Cl)c1.CCCCCCc1ccc(O)c(OC)c1>>CCCCCCc1ccc(Oc2c(Cl)cc([N+](=O)[O-])cc2Cl)c(OC)c1
C-O_Coupling,85.0,-0.7071067811865475,Ar-OH,Ar-I,CuI,98-98-6,K3PO4,DMSO,,,,False,OCCc1ccc(O)cc1.Cc1ccc(I)cc1>>Cc1ccc(Oc2ccc(CCO)cc2)cc1
C-O_Coupling,80.0,-0.07368636554602041,Ar-OH,Ar-Br,12131-44-1,1352726-19-2,K3PO4,PhMe / DME,,,,False,Cc1ccccc1O.Cc1ccc(C)c(Br)c1>>Cc1ccc(C)c(Oc2ccccc2C)c1
C-O_Coupling,97.0,1.0366252655594954,Ar-OH,Ar-I,Cu(OAc)2,Im,K2CO3,DMSO,TBAB,,,False,COc1ccc(O)cc1.O=[N+]([O-])c1ccc(I)cc1>>COc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,70.0,0.0,Ar-OH,Any-X,7758-89-6,2,Cs2CO3,NMP,,,,False,Oc1ccc(Br)cc1.FC(F)(F)Oc1ccc(I)cc1>>FC(F)(F)Oc1ccc(Oc2ccc(Br)cc2)cc1
C-O_Coupling,100.0,0.965192408208491,Ar-OH,Ar-F,CsF,,,DMSO,,,,False,Oc1ccc(Cl)cc1Cl.O=[N+]([O-])c1ccc(F)cc1>>O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1
C-O_Coupling,92.0,0.13779797048767997,Ar-OH,Ar-Br,12131-44-1,1352726-19-2,K3PO4,PhMe / DME,,,,False,Oc1ccc(Cl)cc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,93.0,0.5829424977060123,Ar-OH,Ar-Cl,Pd(dba)2,908293-83-4,K3PO4,PhMe / water,,,,False,Cc1ccccc1O.Cc1ccccc1Cl>>Cc1ccccc1Oc1ccccc1C
C-O_Coupling,98.0,0.0,Ar-OH,Ar-Br,CuI,83821-60-7,Cs2CO3,DMF,,,,False,CC(=O)Nc1ccc(O)cc1.O=[N+]([O-])c1ccc(Br)cc1>>CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,99.0,1.517888687655144,Ar-OH,Ar-I,CuI,,Cs2CO3,DMF,,,,False,Cc1cc(C)cc(O)c1.N#Cc1ccc(I)cc1>>Cc1cc(C)cc(Oc2ccc(C#N)cc2)c1
C-O_Coupling,99.0,0.0,Ar-Cl,Ar-OH,CuI,,K2CO3,DMF,,,,False,CC(=O)c1ccc(Cl)cc1.Oc1ccc(Br)cc1>>CC(=O)c1ccc(Oc2ccc(Br)cc2)cc1
C-O_Coupling,90.0,0.9988425922047548,Ar-Br,Ar-OH,N,N-Dimethylglycine,Cs2CO3,"1,4-Dioxane",,,,False,Clc1ccc(Br)cc1.Cc1cccc(O)c1>>Cc1cccc(Oc2ccc(Cl)cc2)c1
C-O_Coupling,80.0,-0.9160680471282555,Ar-OH,Ar-Cl,CuO,1309878-83-8,K3PO4,"1,4-Dioxane",,,,False,Cc1ccccc1O.N#Cc1ccc(Cl)cc1>>Cc1ccccc1Oc1ccc(C#N)cc1
C-O_Coupling,86.0,-0.1832789691398341,Ar-OH,Ar-I,CuI,Fe(acac)3,KOtBu,DMSO,,,,False,COc1ccc(O)cc1.Ic1ccc(I)cc1>>COc1ccc(Oc2ccc(Oc3ccc(OC)cc3)cc2)cc1
C-O_Coupling,99.0,1.3631152204102912,Ar-OH,Ar-Br,7758-89-6,,K2CO3,PhMe,,,,False,Cc1ccccc1O.O=[N+]([O-])c1ccc(Br)cc1>>Cc1ccccc1Oc1ccc([N+](=O)[O-])cc1
C-O_Coupling,70.0,0.4655819414840933,Ar-OH,Ar-I,CuI,83821-60-7,Cs2CO3,DMF,,,,False,CC(=O)Nc1ccc(O)cc1.Cc1ccc(I)cc1>>CC(=O)Nc1ccc(Oc2ccc(C)cc2)cc1
C-O_Coupling,74.0,0.0861978401496825,Ar-OH,Ar-I,CuI,880413-56-9,Cs2CO3,MeCN,,,,False,Cc1ccccc1O.COc1ccc(I)cc1>>COc1ccc(Oc2ccccc2C)cc1
C-O_Coupling,87.0,0.43915503282683993,Ar-OH,Ar-Br,Cu(0),phen,Cs2CO3,"1,4-Dioxane",,,,False,CC(C)(C)c1ccc(O)cc1.CSc1ccc(Br)cc1>>CSc1ccc(Oc2ccc(C(C)(C)C)cc2)cc1
C-O_Coupling,72.0,0.0,Ar-CF3,Ar-OH,KOtBu,,,DMF,,,,False,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl.O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21>>O=C1CC(c2ccc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)c(Cl)c3[N+](=O)[O-])cc2)Oc2cc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)c(Cl)c3[N+](=O)[O-])cc(O)c21
C-O_Coupling,83.0,-1.148733053788381,Ar-OH,Ar-Cl,1306-38-3,7440-57-5,KOH,DMSO,water,,,False,COc1ccc(O)cc1.N#Cc1ccccc1Cl>>COc1ccc(Oc2ccccc2C#N)cc1
C-O_Coupling,75.0,0.1195385141698428,Ar-OH,Ar-I,CuI,120-46-7,Potassium Fluoride,PhMe,,,,False,Cc1ccc(O)cc1.COc1ccc(I)cc1>>COc1ccc(Oc2ccc(C)cc2)cc1
C-O_Coupling,87.0,0.0,Ar-OH,Ar-Cl,CuBr,KI,Cs2CO3,DMSO,,,,False,COc1ccc(O)cc1.O=C(Nc1ccccc1Cl)C(F)(F)F>>COc1ccc(Oc2ccccc2NC(=O)C(F)(F)F)cc1
C-O_Coupling,74.0,-1.3664704092333448,Ar-Br,Ar-OH,Pd(OAc)2,709667-72-1,K3PO4,PhMe,,,,False,CC(=O)c1ccc(Br)cc1.N#Cc1ccc(O)cc1>>CC(=O)c1ccc(Oc2ccc(C#N)cc2)cc1
C-O_Coupling,88.0,-0.7071067811865476,Ar-OH,Ar-F,CsF,,,DMSO,,,,False,COc1ccc(O)cc1.CCOC(=O)c1ccc(F)cc1>>CCOC(=O)c1ccc(Oc2ccc(OC)cc2)cc1
C-O_Coupling,80.0,-0.6503766451298036,Ar-OH,Ar-I,CuI,4097-89-6,Cs2CO3,"1,4-Dioxane",,,,False,Cc1ccccc1O.Cc1ccccc1I>>Cc1ccccc1Oc1ccccc1C
C-O_Coupling,86.0,0.0,Any-X,Ar-OH,CuI,2,Cs2CO3,DMF,,,,False,FC(F)(F)c1ccc(Br)cc1.COc1cccc(O)c1C(C)=O>>COc1cccc(Oc2ccc(C(F)(F)F)cc2)c1C(C)=O
C-O_Coupling,85.0,-0.19883689206686492,Ar-OH,Ar-F,Pd(OAc)2,,K2CO3,DMF,,,,False,Cc1ccc(C)c(O)c1.Fc1cc(F)c(F)c(F)c1F>>Cc1ccc(C)c(Oc2c(F)c(F)cc(F)c2F)c1
C-O_Coupling,75.0,-0.1643850582788795,Ar-OH,Ar-Cl,Pd(OAc)2,1072087-21-8,NaH,PhMe,,,,False,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.COc1ccc(Cl)cc1>>COc1ccc(Oc2c(C(C)(C)C)cc(C)cc2C(C)(C)C)cc1
C-O_Coupling,84.0,-0.5464819612179814,Ar-OH,Ar-Cl,1306-38-3,,KOH,DMSO,,,,False,CC(C)(C)c1ccc(O)cc1.O=[N+]([O-])c1ccc(Cl)cc1>>CC(C)(C)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,72.0,-1.344660535027039,Ar-Br,,Pd(OAc)2,cataCXium A,DBU,DMSO,,,,False,Cc1ccc(Br)c(F)c1.[C-]#[O+].Cc1cccc(O)c1N>>Cc1ccc2c(c1)Oc1cccc(C)c1NC2=O
C-O_Coupling,94.0,0.44784340408496104,Ar-OH,Ar-Br,Cu(0),,Potassium Fluoride,DMSO,,,,False,Oc1ccc(Cl)cc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,1.0,-1.1543927413490254,Ar-OH,,Cu(0),,K2CO3,water,,,,True,COc1ccc(Cl)c(O)c1>>COc1ccc2c(c1)Oc1ccc(OC)cc1O2
C-O_Coupling,72.0,0.01951649210936191,Ar-OH,Ar-I,Cu(OTf)2,4488-22-6,Cs2CO3,"1,4-Dioxane",,,,False,Cc1cccc(O)c1.COc1cccc(I)c1>>COc1cccc(Oc2cccc(C)c2)c1
C-O_Coupling,95.0,1.3522796621839372,Ar-OH,Ar-Br,Cu2O,Cu(0),Cs2CO3,DMF,,,,False,Cc1ccc(O)cc1.O=Cc1ccc(Br)cc1>>Cc1ccc(Oc2ccc(C=O)cc2)cc1
C-O_Coupling,75.0,-0.6593804733957871,Ar-OH,Ar-X,CuI,1257520-01-6,Cs2CO3,DME,,,,False,Oc1ccc(Cl)cc1.Clc1ccc(I)cc1>>Clc1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,79.0,0.7071067811865475,Ar-OH,Ar-I,CuI,98-98-6,K3PO4,DMSO,,,,False,Nc1cccc(O)c1.COc1cccc(I)c1>>COc1cccc(Oc2cccc(N)c2)c1
C-O_Coupling,90.0,0.3882167284401402,Ar-OH,Ar-Br,CuBr,,Cs2CO3,DMF,,,,False,COc1ccc(O)cc1.N#Cc1ccc(Br)cc1>>COc1ccc(Oc2ccc(C#N)cc2)cc1
C-O_Coupling,88.0,0.0,Ar-OH,Ar-I,CuI,Fe(acac)3,KOtBu,DMSO,,,,False,Oc1ccc(Cl)cc1.Ic1ccc(-c2ccc(I)cc2)cc1>>Clc1ccc(Oc2ccc(-c3ccc(Oc4ccc(Cl)cc4)cc3)cc2)cc1
C-O_Coupling,97.0,0.0,Ar-OH,Ar-F,1344-28-1,Potassium Fluoride,,MeCN,,,,False,COc1cccc(O)c1.N#Cc1ccc([N+](=O)[O-])cc1F>>COc1cccc(Oc2cc([N+](=O)[O-])ccc2C#N)c1
C-O_Coupling,88.0,0.6433562658187234,Ar-OH,Ar-Br,CuI,N,Cs2CO3,"1,4-Dioxane",,,,False,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc1ccccc1.Cc1ccc(NC(=O)C(F)(F)F)c(Br)c1>>COC(=O)[C@H](Cc1ccc(Oc2cc(C)ccc2NC(=O)C(F)(F)F)cc1)NC(=O)OCc1ccccc1
C-O_Coupling,84.0,0.1907581612733437,Ar-Br,Ar-OH,1017602-87-7,,K2CO3,DMSO,,,,False,Cc1ccc(Br)cc1.Cc1ccc(O)cc1>>Cc1ccc(Oc2ccc(C)cc2)cc1
C-O_Coupling,82.0,0.3529232323109649,Ar-OH,Ar-I,N,N-Dimethylglycine,Cs2CO3,"1,4-Dioxane",,,,False,COc1ccccc1O.Cc1cc(C)cc(I)c1>>COc1ccccc1Oc1cc(C)cc(C)c1
C-O_Coupling,71.0,0.0,Ar-OH,Ar-Br,CuI,,Cs2CO3,DMF,,,,False,Oc1cccc(O)c1.COc1cc(Br)cc(OC)c1>>COc1cc(OC)cc(Oc2cccc(O)c2)c1
C-O_Coupling,80.0,-0.3331974211327456,Ar-OH,Ar-Cl,Pd(OAc)2,1072087-20-7,NaH,PhMe,,,,False,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.CC(=O)c1ccc(Cl)cc1>>CC(=O)c1ccc(Oc2c(C(C)(C)C)cc(C)cc2C(C)(C)C)cc1
C-O_Coupling,91.0,0.7691791349535156,Ar-OH,Ar-I,CuI,1161736-67-9,Cs2CO3,DMF,,,,False,Cc1cc(C)cc(O)c1.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(Oc2cc(C)cc(C)c2)cc1
C-O_Coupling,83.0,-0.2686971644624702,Ar-Cl,Ar-OH,1306-38-3,,KOH,DMSO,,,,False,O=[N+]([O-])c1ccc(Cl)cc1.O=[N+]([O-])c1ccc(O)cc1>>O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,86.0,-0.31307922935772475,Ar-OH,Ar-Br,Cu(0),phen,Cs2CO3,"1,4-Dioxane",,,,False,COc1ccc(O)cc1.CC(=O)c1ccc(Br)cc1>>COc1ccc(Oc2ccc(C(C)=O)cc2)cc1
C-O_Coupling,90.0,0.9472044455566301,Ar-NH2,,Pd(OAc)2,cataCXium A,DBU,DMSO,,,,False,Nc1cc(F)ccc1O.[C-]#[O+].Fc1ccc(Cl)cc1Br>>O=C1Nc2cc(F)ccc2Oc2ccc(Cl)cc21
C-O_Coupling,89.0,0.06471496909160329,Ar-Cl,Ar-OH,1306-38-3,7440-57-5,KOH,DMSO,water,,,False,O=[N+]([O-])c1ccc(Cl)cc1.Cc1cc(C)cc(O)c1>>Cc1cc(C)cc(Oc2ccc([N+](=O)[O-])cc2)c1
C-O_Coupling,75.0,-0.1643850582788795,Ar-OH,Ar-Cl,Pd(OAc)2,1072087-20-7,NaH,PhMe,,,,False,Cc1ccc(O)c(C(C)(C)C)c1.COc1ccc(Cl)cc1>>COc1ccc(Oc2ccc(C)cc2C(C)(C)C)cc1
C-O_Coupling,3.0,-3.0109463106015952,Ar-OH,Any-X,1306-38-3,7440-57-5,KOH,DMSO,water,,,False,COc1cccc(OC)c1O.FC(F)(F)c1ccc(Br)cc1>>COc1cccc(OC)c1Oc1ccc(C(F)(F)F)cc1
C-O_Coupling,80.0,0.10676555331514855,Ar-OH,Ar-Cl,CuI,PMPBO,K3PO4,DMSO,,,,False,COc1ccc(O)cc1.COc1ccc(C)c(Cl)c1>>COc1ccc(Oc2cc(OC)ccc2C)cc1
C-O_Coupling,90.0,0.0,Ar-OH,Any-X,7758-89-6,2,Cs2CO3,NMP,,,,False,Oc1ccc(Br)cc1.FC(F)(F)c1cccc(I)c1>>FC(F)(F)c1cccc(Oc2ccc(Br)cc2)c1
C-O_Coupling,73.0,0.0,Ar-OH,Ar-I,CuI,143314-16-3,Cs2CO3,C2H5CN,,,,False,CC(C)(C)c1ccc(O)cc1.O=C(c1ccccc1)c1ccc(I)cc1>>CC(C)(C)c1ccc(Oc2ccc(C(=O)c3ccccc3)cc2)cc1
C-O_Coupling,89.0,0.0,Ar-Cl,Ar-OH,CuI,PMPBO,K3PO4,DMSO,,,,False,Clc1ccc(Cl)cc1.COc1ccc(O)cc1>>COc1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,82.0,-0.6639392268177264,Ar-OH,Ar-Cl,CuI,PMPBO,K3PO4,DMSO,,,,False,Cc1ccc(O)cc1.N#Cc1ccccc1Cl>>Cc1ccc(Oc2ccccc2C#N)cc1
C-O_Coupling,96.0,0.0,Ar-OH,Ar-Cl,CuI,PMPBO,K3PO4,DMSO,,,,False,Cc1ccc(O)cc1.Clc1ccc(-c2nc3ccccc3s2)cc1>>Cc1ccc(Oc2ccc(-c3nc4ccccc4s3)cc2)cc1
C-O_Coupling,70.0,-0.7071067811865476,Ar-Cl,Ar-OH,CuI,PMPBO,K3PO4,DMSO,,,,False,Nc1cccc(Cl)c1.Cc1cc(C)cc(O)c1>>Cc1cc(C)cc(Oc2cccc(N)c2)c1
C-O_Coupling,81.0,0.0,Ar-OH,Ar-I,CuI,143314-16-3,Cs2CO3,C2H5CN,,,,False,COC(=O)c1ccc(O)cc1.N#Cc1ccc(I)cc1>>COC(=O)c1ccc(Oc2ccc(C#N)cc2)cc1
C-O_Coupling,75.0,-1.2172540068010336,Ar-OH,Ar-Cl,CuI,PMPBO,K3PO4,DMSO,,,,False,Nc1cccc(O)c1.COc1ccc(Cl)cc1>>COc1ccc(Oc2cccc(N)c2)cc1
C-O_Coupling,78.0,-0.40575133560034454,Ar-Cl,Ar-OH,CuI,PMPBO,K3PO4,DMSO,,,,False,Nc1ccccc1Cl.COc1ccc(O)cc1>>COc1ccc(Oc2ccccc2N)cc1
C-O_Coupling,90.0,1.150792911137501,Ar-OH,Ar-I,CuI,143314-16-3,Cs2CO3,C2H5CN,,,,False,Oc1ccc(Cl)cc1.N#Cc1ccc(I)cc1>>N#Cc1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,75.0,-1.5660756301203866,Ar-OH,Ar-I,CuI,143314-16-3,Cs2CO3,109-74-0,,,,False,CC(C)(C)c1ccc(O)cc1.N#Cc1ccc(I)cc1>>CC(C)(C)c1ccc(Oc2ccc(C#N)cc2)cc1
C-O_Coupling,85.0,0.0,Ar-OH,Ar-Cl,CuI,PMPBO,K3PO4,DMSO,,,,False,COc1ccc(O)cc1.Nc1ccc(Cl)cc1F>>COc1ccc(Oc2ccc(N)c(F)c2)cc1
C-O_Coupling,99.0,1.3631152204102912,Ar-OH,Ar-Br,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,Cc1ccc(O)cc1.O=[N+]([O-])c1ccc(Br)cc1>>Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,89.0,0.002577518710448928,Ar-OH,Ar-I,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,Cc1ccc(O)cc1.O=[N+]([O-])c1ccc(I)cc1>>Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,87.0,-0.17976380303223058,Ar-Cl,Ar-OH,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,O=[N+]([O-])c1ccc(Cl)cc1.Cc1ccc(O)cc1>>Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,90.0,0.1742539044648202,Ar-OH,Ar-Br,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,Cc1cccc(O)c1.O=[N+]([O-])c1ccc(Br)cc1>>Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1
C-O_Coupling,91.0,0.40840765013797725,Ar-OH,Ar-Br,Cu(0),,Potassium Fluoride,DMSO,,,,False,Cc1ccc(O)cc1.N#Cc1ccc(Br)cc1>>Cc1ccc(Oc2ccc(C#N)cc2)cc1
C-O_Coupling,77.0,0.0,Ar-NO2,Ar-OH,Palladium,,K2CO3,PhMe / DMAc / EtOH / water,,,,False,O=[N+]([O-])c1ccc(Cl)cc1.O=S(=O)(O)c1cc(O)c2cc(O)ccc2c1.[Na]>>Nc1ccc(Oc2ccc3cc(S(=O)(=O)O)cc(Oc4ccc(N)cc4)c3c2)cc1
C-O_Coupling,83.0,0.5,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,COC(=O)c1ccc(Br)cc1.COc1cc(C2OCCCO2)cc(O)c1OC>>COC(=O)c1ccc(Oc2cc(C3OCCCO3)cc(OC)c2OC)cc1
C-O_Coupling,83.0,0.5,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,COC(=O)c1ccc(Br)c(OC)c1.COc1ccc(C2OCCCO2)cc1O>>COC(=O)c1ccc(Oc2cc(C3OCCCO3)ccc2OC)c(OC)c1
C-O_Coupling,83.0,0.5,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,COC(=O)c1ccc(Br)c(OC)c1.COc1cc(C2OCCCO2)cc(O)c1OC>>COC(=O)c1ccc(Oc2cc(C3OCCCO3)cc(OC)c2OC)c(OC)c1
C-O_Coupling,91.0,0.3028912664076913,Ar-OH,Ar-Br,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,Oc1ccc(Cl)cc1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,70.0,0.0,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,O=Cc1ccc(Br)cc1.COc1ccc(COC2CCCCO2)cc1O>>COc1ccc(COC2CCCCO2)cc1Oc1ccc(C=O)cc1
C-O_Coupling,92.0,0.4314331272773541,Ar-Cl,Ar-OH,K2CO3,,,174501-64-5,,,,False,O=[N+]([O-])c1ccc(Cl)cc1.Cc1ccc(O)cc1>>Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,71.0,-1.0264787073219603,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,COC(=O)c1ccc(Br)cc1.COc1ccc(C=O)cc1O>>COC(=O)c1ccc(Oc2cc(C=O)ccc2OC)cc1
C-O_Coupling,88.0,-0.05752441697031365,Ar-OH,Ar-Cl,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,Cc1ccccc1O.O=[N+]([O-])c1ccc(Cl)cc1>>Cc1ccccc1Oc1ccc([N+](=O)[O-])cc1
C-O_Coupling,79.0,0.19674775073518636,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,COc1ccc(C=O)cc1Br.COc1cccc(C2OCCCO2)c1O>>COc1ccc(C=O)cc1Oc1c(OC)cccc1C1OCCCO1
C-O_Coupling,81.0,0.0,Ar-OH,Ar-Br,CuI,,K3PO4 / NH4OH,DMSO / water,,,,False,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1.COCOCc1cc(-c2ccccc2)ccc1Br>>COCOCc1cc(-c2ccccc2)ccc1Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1
C-O_Coupling,86.0,-0.30200318909414753,Ar-Cl,Ar-OH,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,O=[N+]([O-])c1ccc(Cl)cc1.Cc1cccc(O)c1>>Cc1cccc(Oc2ccc([N+](=O)[O-])cc2)c1
C-O_Coupling,74.0,0.0,Any-X,Ar-OH,CuI,98-98-6,K3PO4,DMSO,,,,False,FC(F)(F)c1cc(I)cc(C(F)(F)F)c1.CCOC(=O)/C=C/c1ccc(O)cc1>>CCOC(=O)/C=C/c1ccc(Oc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1
C-O_Coupling,95.0,0.9758366735283086,Ar-OH,Ar-I,CuI,2,Cs2CO3,NMP,,,,False,Oc1cccc(O)c1.COc1cccc(I)c1>>COc1cccc(Oc2cccc(Oc3cccc(OC)c3)c2)c1
C-O_Coupling,80.0,0.3607042096811746,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,COc1ccc(Br)cc1C=O.COc1cccc(C2OCCCO2)c1O>>COc1ccc(Oc2c(OC)cccc2C2OCCCO2)cc1C=O
C-O_Coupling,81.0,0.0,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,O=Cc1cccc(Br)c1.Oc1ccccc1C1OCCCO1>>O=Cc1cccc(Oc2ccccc2C2OCCCO2)c1
C-O_Coupling,70.0,-1.278860379778708,Ar-OH,Ar-Br,CuO,,K2CO3,Py,,,,False,Oc1cccc(C2OCCCO2)c1.COc1ccc(C=O)c(Br)c1>>COc1ccc(C=O)c(Oc2cccc(C3OCCCO3)c2)c1
C-O_Coupling,71.0,-1.0264787073219603,Ar-OH,Ar-Br,CuO,,K2CO3,Py,,,,False,COc1ccc(C=O)cc1O.COC(=O)c1ccc(Br)cc1OC>>COC(=O)c1ccc(Oc2cc(C=O)ccc2OC)cc1OC
C-O_Coupling,92.0,0.7623936959175067,Ar-OH,Ar-I,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,Oc1ccc(Cl)cc1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,86.0,1.3444429633571042,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,O=Cc1cccc(Br)c1.COc1cccc(C2OCCCO2)c1O>>COc1cccc(C2OCCCO2)c1Oc1cccc(C=O)c1
C-O_Coupling,74.0,-0.6230345439947549,Ar-Br,Ar-OH,CuO,,K2CO3,Py,,,,False,COc1ccc(Br)c(C=O)c1.Oc1cccc(C2OCCCO2)c1>>COc1ccc(Oc2cccc(C3OCCCO3)c2)c(C=O)c1
C-O_Coupling,91.0,1.396106853445963,Ar-Cl,Ar-OH,7439-91-0,7784-30-7,K2CO3,DMSO,,,,False,O=[N+]([O-])c1ccc(Cl)cc1.Oc1ccc(Cl)cc1>>O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,8.0,0.0,Ar-Br,Ar-OH,Cu(0),,,DMF,,,,False,COc1cc(C=O)cc(Br)c1OCc1ccccc1.COc1cc(C=O)cc(O)c1OCc1ccccc1>>COc1cc(C=O)cc(Oc2cc(C=O)cc(OC)c2OCc2ccccc2)c1OCc1ccccc1
C-O_Coupling,87.0,0.4571264994629659,Ar-Br,Ar-OH,Cu(0),,,DMF,,,,False,COc1cc(C=O)cc(Br)c1OC.COc1cc(C=O)cc(O)c1OC>>COc1cc(C=O)cc(Oc2cc(C=O)cc(OC)c2OC)c1OC
C-O_Coupling,77.0,0.7071067811865476,Ar-OH,,Cu2O,,K2CO3,Py,,,,True,COc1ccc(CCCCC(=O)CCc2ccc(OC)c(Br)c2)cc1O>>COc1ccc2cc1Oc1cc(ccc1OC)CCC(=O)CCCC2
C-O_Coupling,80.0,0.0,Ar-OH,,Cu2O,,K2CO3,Py,,,,True,COc1ccc(CCCCC(O)CCc2ccc(OC)c(Br)c2)cc1O>>COc1ccc2cc1Oc1cc(ccc1OC)CCC(O)CCCC2
C-O_Coupling,97.0,1.2420131054447006,Ar-OH,Ar-Br,Cu(OAc)2,Im,K2CO3,DMSO,TBAB,,,False,COc1ccc(O)cc1.O=[N+]([O-])c1ccc(Br)cc1>>COc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,77.0,0.0,Ar-OH,Any-X,CuI,2491-06-7,Cs2CO3,"1,4-Dioxane",,,,False,O=Cc1cccc(O)c1.FC(F)(F)c1ccc(Br)cc1>>O=Cc1cccc(Oc2ccc(C(F)(F)F)cc2)c1
C-O_Coupling,87.0,0.9322629061039401,Ar-OH,Ar-I,CuI,98-98-6,K3PO4,DMSO,,,,False,COc1ccc(O)cc1.COC(=O)c1cc(I)ccc1OC>>COC(=O)c1cc(Oc2ccc(OC)cc2)ccc1OC
C-O_Coupling,76.0,0.0,Ar-CO2R,Ar-X,CuI,,Cs2CO3 / NaOH,"1,4-Dioxane / EtOH / water",,,,False,CCOC(=O)c1ccc(O)cc1.Fc1ccc(I)cc1>>O=C(O)c1ccc(Oc2ccc(F)cc2)cc1
C-O_Coupling,80.0,0.0,Ar-CO2R,Ar-X,CuI,,Cs2CO3 / NaOH,"1,4-Dioxane / EtOH / water",,,,False,CCOC(=O)c1ccc(O)cc1.Clc1ccc(I)cc1>>O=C(O)c1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,76.0,0.7071067811865476,Ar-I,Ar-OH,CuI,2491-06-7,Cs2CO3,"1,4-Dioxane",,,,False,Cc1cc(C)cc(I)c1.Oc1ccc(C2(c3ccc(OCc4ccccc4)cc3)COC2)cc1>>Cc1cc(C)cc(Oc2ccc(C3(c4ccc(OCc5ccccc5)cc4)COC3)cc2)c1
