reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive,Secondary Solvent,Coupling Reagent,Is_Intramolecular,reaction_smiles
C-O_Coupling,81.0,-0.4392941269891137,CH3-OH,Ar-I,Nickel,,KOH,MeOH,,,,False,CO.N#Cc1ccc(I)cc1>>COc1ccc(C#N)cc1
C-O_Coupling,84.0,-1.0124890055324816,CH3-OH,Ar-I,Nickel,,KOH,MeOH,,,,False,CO.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(OC)cc1
C-O_Coupling,74.0,-0.7071067811865476,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.Clc1ccc(Br)cc1>>COc1ccc(Cl)cc1
C-O_Coupling,78.0,0.0,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.Brc1ccc(Br)cc1>>COc1ccc(Br)cc1
C-O_Coupling,84.0,-0.5749703254025319,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.CC(=O)c1cccc(Br)c1>>COc1cccc(C(C)=O)c1
C-O_Coupling,74.0,0.7071067811865475,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.Brc1cccnc1>>COc1cccnc1
C-O_Coupling,87.0,-0.8006407690254346,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.O=C(c1ccccc1)c1ccc(Br)cc1>>COc1ccc(C(=O)c2ccccc2)cc1
C-O_Coupling,83.0,-0.5068532453425012,CH3-OH,Ar-Cl,Nickel,,KOH,MeOH,,,,False,CO.CC(=O)c1ccc(Cl)cc1>>COc1ccc(C(C)=O)cc1
C-O_Coupling,78.0,-0.7071067811865476,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.NC(=O)c1ccc(Br)cc1>>COc1ccc(C(N)=O)cc1
C-O_Coupling,85.0,-0.9925397398266405,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.CS(=O)(=O)c1ccc(Br)cc1>>COc1ccc(S(C)(=O)=O)cc1
C-O_Coupling,86.0,-0.33821783847207776,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.CC(=O)c1ccc(Br)cc1>>COc1ccc(C(C)=O)cc1
C-O_Coupling,91.0,0.6779192194392385,CH3-OH,Ar-I,Nickel,,KOH,MeOH,,,,False,CO.CC(=O)c1ccc(I)cc1>>COc1ccc(C(C)=O)cc1
C-O_Coupling,78.0,-1.0157366880532501,Ar-Br,CH3-OH,Nickel,,KOH,1849-29-2,,,,False,N#Cc1ccc(Br)cc1.[2H]C([2H])([2H])O>>[2H]C([2H])([2H])Oc1ccc(C#N)cc1
C-O_Coupling,92.0,0.7406128966515282,CH3-OH,Ar-Br,Nickel,,KOH,MeOH,,,,False,CO.O=Cc1ccc(Br)cc1>>COc1ccc(C=O)cc1
C-O_Coupling,9.0,0.0,Ar-OH,Ar-CO2R,CuI,,K3PO4 / LiOH / Et3N,DMSO / MeOH / THF / water / DMF / Et2O,HOBt / NH4Cl,,EDCI·HCl,False,Oc1cccc(OCC2CC2)c1.COC(=O)c1ccc(OCc2c(F)cc(I)cc2F)cn1.[CH3][Mg][Br].CC(=O)OC(C)=O>>CC(=O)NC(C)c1ccc(OCc2c(F)cc(Oc3cccc(OCC4CC4)c3)cc2F)cn1
C-O_Coupling,71.0,-1.9038971618682825,Ar-OH,Ar-I,CuI,,Cs2CO3,DMF,,,,False,COc1cc(O)cc(OC)c1.CC(=O)c1ccc(I)cc1>>COc1cc(OC)cc(Oc2ccc(C(C)=O)cc2)c1
C-O_Coupling,76.0,-0.36854868854485984,Ar-X,Ar-OH,CuI,,Cs2CO3,DMF,,,,False,Fc1ccc(I)cc1.COc1cc(O)cc(OC)c1>>COc1cc(OC)cc(Oc2ccc(F)cc2)c1
C-O_Coupling,70.0,-0.3592433414064594,Any-X,Ar-OH,CuI,,Cs2CO3,DMF,,,,False,FC(F)(F)c1ccc(I)cc1.COc1cc(O)cc(OC)c1>>COc1cc(OC)cc(Oc2ccc(C(F)(F)F)cc2)c1
C-O_Coupling,73.0,0.0,Ar-Br,Ar-CHO,Pd(OAc)2,cataCXium A,K2CO3,DMF,,,,False,Cc1ccc(F)c(Br)c1.O=Cc1cc(Cl)ccc1O>>Cc1ccc2oc3ccc(Cl)cc3c(=O)c2c1
C-O_Coupling,83.0,0.7071067811865475,Ar-Cl,Ar-OH,Pd(OAc)2,PPh3,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccccc1Cl.COc1ccc(O)c(Br)c1>>COc1ccc2oc3c([N+](=O)[O-])cccc3c2c1
C-O_Coupling,79.0,-0.8444407432001193,Ar-F,Ar-OH,Pd(OAc)2,PPh3,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccc(F)cc1.Oc1cc(F)ccc1Br>>O=[N+]([O-])c1ccc2oc3cc(F)ccc3c2c1
C-O_Coupling,72.0,-0.7071067811865476,Ar-F,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,N#Cc1ccc(F)cc1.Oc1cc(F)ccc1Br>>N#Cc1ccc2oc3cc(F)ccc3c2c1
C-O_Coupling,81.0,-0.7071067811865475,Ar-Cl,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccccc1Cl.COc1ccc(O)c(Br)c1>>COc1ccc2oc3c([N+](=O)[O-])cccc3c2c1
C-O_Coupling,76.0,-0.3381308923653845,Ar-OH,Ar-Br,CuI,2491-06-7,Cs2CO3,"1,4-Dioxane",,,,False,Oc1ccccc1.CCc1ccc(Br)cc1>>CCc1ccc(Oc2ccccc2)cc1
C-O_Coupling,94.0,0.8486684247915055,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.Cc1cccc(O)c1>>Cc1cccc(Oc2ccccc2C(=O)O)c1
C-O_Coupling,94.0,0.8486684247915055,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.Cc1ccc(O)cc1>>Cc1ccc(Oc2ccccc2C(=O)O)cc1
C-O_Coupling,93.0,0.5400617248673216,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.Cc1ccccc1O>>Cc1ccccc1Oc1ccccc1C(=O)O
C-O_Coupling,86.0,0.0,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.Oc1ccccc1Cl>>O=C(O)c1ccccc1Oc1ccccc1Cl
C-O_Coupling,79.0,-1.0246310391571207,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.O=C(O)c1ccc(O)cc1>>O=C(O)c1ccc(Oc2ccccc2C(=O)O)cc1
C-O_Coupling,92.0,0.23145502494313785,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.Cc1ccc(O)c(C(C)(C)C)c1>>Cc1ccc(Oc2ccccc2C(=O)O)c(C(C)(C)C)c1
C-O_Coupling,92.0,0.9733994871992633,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.Oc1ccccc1>>O=C(O)c1ccccc1Oc1ccccc1
C-O_Coupling,90.0,0.0,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.COc1ccc(O)cc1>>COc1ccc(Oc2ccccc2C(=O)O)cc1
C-O_Coupling,90.0,-0.38575837490522974,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.CC(C)(C)c1ccc(O)c(C(C)(C)C)c1>>CC(C)(C)c1ccc(Oc2ccccc2C(=O)O)c(C(C)(C)C)c1
C-O_Coupling,86.0,0.0,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.Cc1cc(O)ccc1Br>>Cc1cc(Oc2ccccc2C(=O)O)ccc1Br
C-O_Coupling,91.0,-0.07715167498104596,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.CC(C)(C)c1ccc(O)cc1>>CC(C)(C)c1ccc(Oc2ccccc2C(=O)O)cc1
C-O_Coupling,92.0,0.23145502494313785,Ar-Br,Ar-OH,PdCl2,2247930-19-2,KOtBu,t-BuOH,,,,False,O=C(O)c1ccccc1Br.Cc1ccc(O)c(C)c1>>Cc1ccc(Oc2ccccc2C(=O)O)c(C)c1
C-O_Coupling,79.0,0.0,Ar-COR,,CuI,,,water,TMEDA,,,True,Cc1ccc(C(=O)c2cc(C)ccc2O)c(Br)c1>>Cc1ccc2c(=O)c3cc(C)ccc3oc2c1
C-O_Coupling,77.0,0.7071067811865476,Ar-Br,Ar-CHO,Pd(OAc)2,cataCXium A,K2CO3,DMF,,,,False,Cc1ccc(F)c(Br)c1.Cc1ccc(O)c(C=O)c1>>Cc1ccc2oc3ccc(C)cc3c(=O)c2c1
C-O_Coupling,75.0,0.7071067811865476,Ar-F,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,N#Cc1ccccc1F.Oc1cc(F)ccc1Br>>N#Cc1cccc2c1oc1cc(F)ccc12
C-O_Coupling,82.0,-0.25982792098465146,Ar-F,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccc(F)cc1.Oc1cc(F)ccc1Br>>O=[N+]([O-])c1ccc2oc3cc(F)ccc3c2c1
C-O_Coupling,72.0,0.0,Ar-Br,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccc(Br)cc1.COc1ccc(O)c(Br)c1>>COc1ccc2oc3ccc([N+](=O)[O-])cc3c2c1
C-O_Coupling,78.0,0.0,Ar-OH,Ar-CN,Cu(0),,Potassium Fluoride,DMSO,,,,False,Oc1ccc(Cl)cc1.N#Cc1ccc(Cl)cc1>>O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2)cc1
C-O_Coupling,75.0,0.0,Ar-Br,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccc(Br)cc1.Oc1cc(F)ccc1Br>>O=[N+]([O-])c1ccc2oc3cc(F)ccc3c2c1
C-O_Coupling,88.0,0.0,Ar-OH,Ar-Br,KI,,K2CO3,DMF,water,,,False,O=Cc1ccc(O)cc1.COC(=O)CCCCCN1C(=O)c2cccc3c(Br)ccc(c23)C1=O>>COC(=O)CCCCCN1C(=O)c2cccc3c(Oc4ccc(C=O)cc4)ccc(c23)C1=O
C-O_Coupling,95.0,0.7071067811865476,Ar-OH,Ar-F,1305-78-8,18C6,,NMP,,,,False,CC(C)(C)c1ccccc1O.N#Cc1c(F)cccc1Oc1ccccc1>>CC(C)(C)c1ccccc1Oc1cccc(Oc2ccccc2)c1C#N
C-O_Coupling,79.0,0.0,Any-OR,H-Alkenyl,CuBr·SMe2,,Cs2CO3,Py,,,,False,CCOC(=O)NCCc1cc(OC)c(OC)c(Oc2cc3c(cc2OC)CCN(C(=O)OCC)C3Cc2ccc(O)cc2)c1.CO/C=C/c1ccc(OC)c(Br)c1.CO/C=C\c1ccc(OC)c(Br)c1>>CCOC(=O)NCCc1cc(OC)c(OC)c(Oc2cc3c(cc2OC)CCN(C(=O)OCC)C3Cc2ccc(Oc3cc(C=COC)ccc3OC)cc2)c1
C-O_Coupling,88.0,-0.6076436202501999,Ar-F,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccccc1F.COc1ccc(O)c(Br)c1>>COc1ccc2oc3c([N+](=O)[O-])cccc3c2c1
C-O_Coupling,85.0,0.0,CH3-OH,,water,,,MeOH,,,,False,CO.[Na].COC(=O)c1ccc2c(c1)Oc1cnc(Cl)nc1CC2>>COc1ncc2c(n1)CCc1ccc(C(=O)O)cc1O2
C-O_Coupling,99.0,1.0633763354378498,Ar-F,Ar-OH,Pd(OAc)2,PPh3,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccc(F)cc1.COc1ccc(O)c(Br)c1>>COc1ccc2oc3ccc([N+](=O)[O-])cc3c2c1
C-O_Coupling,89.0,1.1042686641847734,Ar-F,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccccc1F.Oc1cc(F)ccc1Br>>O=[N+]([O-])c1cccc2c1oc1cc(F)ccc12
C-O_Coupling,96.0,0.6076436202501999,Ar-F,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccc(F)cc1.COc1ccc(O)c(Br)c1>>COc1ccc2oc3ccc([N+](=O)[O-])cc3c2c1
C-O_Coupling,88.0,0.7071067811865475,Ar-OH,Ar-CN,Cu(0),,Potassium Fluoride,DMSO,,,,False,Cc1ccc(O)cc1.N#Cc1ccc(Br)cc1>>Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,80.0,-0.6503766451298036,Ar-OH,Ar-I,42152-46-5,,Cs2CO3,PhMe / EtOAc,,,,False,Cc1ccc(O)cc1.Cc1ccc(C)c(I)c1>>Cc1ccc(Oc2cc(C)cc(C)c2)cc1
C-O_Coupling,94.0,1.255378175483112,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Cc1ccc(O)cc1.Ic1ccccc1>>Cc1ccc(Oc2ccccc2)cc1
C-O_Coupling,82.0,-0.3781259564708157,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Oc1ccccc1.Cc1ccc(I)cc1>>Cc1ccc(Oc2ccccc2)cc1
C-O_Coupling,98.0,1.2873921246012103,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Oc1ccccc1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(Oc2ccccc2)cc1
C-O_Coupling,89.0,-0.16089960759016234,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Oc1ccccc1.Ic1ccccc1>>c1ccc(Oc2ccccc2)cc1
C-O_Coupling,76.0,-1.1948780224477795,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Cc1ccccc1O.Cc1ccc(I)cc1>>Cc1ccc(Oc2ccccc2C)cc1
C-O_Coupling,76.0,-1.4711852387711037,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Oc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Oc2ccccc2)cc1
C-O_Coupling,84.0,-0.10587526781182778,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Cc1ccc(O)cc1.Cc1ccc(I)cc1>>Cc1ccc(Oc2ccc(C)cc2)cc1
C-O_Coupling,92.0,0.983127486824124,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,CC(C)(C)c1ccc(O)cc1.Ic1ccccc1>>CC(C)(C)c1ccc(Oc2ccccc2)cc1
C-O_Coupling,85.0,-0.7530101635219624,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Oc1ccc2ccccc2c1.Ic1ccccc1>>c1ccc(Oc2ccc3ccccc3c2)cc1
C-O_Coupling,81.0,0.3195825582908046,Ar-OH,Ar-I,2758146-87-9,,K2CO3,PhMe,,,,False,Cc1ccc(O)cc1.COc1ccc(I)cc1>>COc1ccc(Oc2ccc(C)cc2)cc1
C-O_Coupling,82.0,-1.0439078454267845,Ar-OH,Ar-X,2758146-87-9,,K2CO3,PhMe,,,,False,Oc1ccccc1.Brc1ccc(I)cc1>>Brc1ccc(Oc2ccccc2)cc1
C-O_Coupling,73.0,-0.5364642874799076,Ar-Br,Ar-OH,2758146-87-9,,K2CO3,PhMe,,,,False,Cc1ccc(Br)cc1.Oc1ccccc1>>Cc1ccc(Oc2ccccc2)cc1
C-O_Coupling,89.0,0.5213138197975488,Ar-OH,Ar-Br,2758146-87-9,,K2CO3,PhMe,,,,False,Cc1ccc(O)cc1.Brc1ccccc1>>Cc1ccc(Oc2ccccc2)cc1
C-O_Coupling,86.0,-0.1405425001744272,Ar-Br,Ar-OH,2758146-87-9,,K2CO3,PhMe,,,,False,Brc1ccccc1.Oc1ccccc1>>c1ccc(Oc2ccccc2)cc1
C-O_Coupling,85.0,-1.0633763354378498,Ar-F,Ar-OH,Pd(OAc)2,PPh3,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccccc1F.COc1ccc(O)c(Br)c1>>COc1ccc2oc3c([N+](=O)[O-])cccc3c2c1
C-O_Coupling,78.0,0.0,Ar-Cl,Ar-OH,Pd(OAc)2,,K2CO3,DMF,,,,False,O=[N+]([O-])c1ccccc1Cl.Oc1cc(F)ccc1Br>>O=[N+]([O-])c1cccc2c1oc1cc(F)ccc12
C-O_Coupling,92.0,0.0,Ar-Br,Ar-OH,134-03-2,7758-89-6,Cs2CO3,"1,4-Dioxane",,,,False,Brc1ccc2c(c1)CC2.C=CCc1cc(C(c2ccc(O)c(CC=C)c2)(C(F)(F)F)C(F)(F)F)ccc1O>>C=CCc1cc(C(c2ccc(Oc3ccc4c(c3)CC4)c(CC=C)c2)(C(F)(F)F)C(F)(F)F)ccc1Oc1ccc2c(c1)CC2
C-O_Coupling,80.0,-0.7071067811865475,Ar-OH,Ar-CN,Cu(0),,Potassium Fluoride,DMSO,,,,False,Cc1ccc(O)cc1.N#Cc1ccc(Cl)cc1>>Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1
C-O_Coupling,80.0,-0.7071067811865476,CH3-OH,Ar-Br,NiCl2(dme),143334-20-7,Et3N,DMAc,,,,False,CO.Brc1ccc(-c2ccccc2)cc1>>COc1ccc(-c2ccccc2)cc1
C-O_Coupling,75.0,-1.0659441876387241,RCH2-OH,Ar-Br,NiCl2(dme),143334-20-7,Et3N,DMAc,,,,False,CCO.CC(=O)c1ccc(Br)cc1>>CCOc1ccc(C(C)=O)cc1
C-O_Coupling,80.0,-0.7961179446903852,CH3-OH,Ar-Br,NiCl2(dme),143334-20-7,Et3N,DMAc,,,,False,CO.N#Cc1ccc(Br)cc1>>COc1ccc(C#N)cc1
C-O_Coupling,79.0,-1.166851542728667,Ar-Br,CH3-OH,NiCl2(dme),143334-20-7,Et3N,DMAc,,,,False,CC(=O)c1ccc(Br)cc1.[2H]C([2H])([2H])O>>[2H]C([2H])([2H])Oc1ccc(C(C)=O)cc1
C-O_Coupling,94.0,0.6087921092497386,CH3-OH,Ar-Br,NiCl2(dme),143334-20-7,Et3N,DMAc,,,,False,CO.CC(=O)c1cccc(Br)c1>>COc1cccc(C(C)=O)c1
C-O_Coupling,77.0,0.0,Ar-Br,RCH2-OH,NiCl2(dme),143334-20-7,Et3N,DMAc,,,,False,CC(=O)c1ccc(Br)cc1.CCOCCO>>CCOCCOc1ccc(C(C)=O)cc1
C-O_Coupling,71.0,-0.7071067811865476,CH3-OH,Ar-Br,NiCl2(dme),143334-20-7,Et3N,DMAc,,,,False,CO.Brc1cnc2ccccc2c1>>COc1cnc2ccccc2c1
C-O_Coupling,94.0,0.6087921092497386,CH3-OH,Ar-Br,NiCl2(dme),143334-20-7,Et3N,DMAc,,,,False,CO.CC(=O)c1ccc(Br)cc1>>COc1ccc(C(C)=O)cc1
C-O_Coupling,73.0,0.0,Ar-Cl,RCH2-OH,18C6,,KOH,PhMe,,,,False,Clc1ccc(-c2nnc3cncc(Cl)n23)cc1.CC(C)(C)OC(=O)NCc1cccc(CCO)c1>>CC(C)(C)OC(=O)NCc1cccc(CCOc2cncc3nnc(-c4ccc(Cl)cc4)n23)c1
C-O_Coupling,88.0,0.0,Alkyl-OH,Ar-Cl,1445085-55-1,,Cs2CO3,PhMe,water,,,False,CC(C)(O)CO.CC(C)Oc1nc(Cl)ccc1C(=O)O>>CC(C)Oc1nc(OCC(C)(C)O)ccc1C(=O)O
C-O_Coupling,88.0,0.0,Alkyl-OH,Ar-Cl,1445085-55-1,,Cs2CO3,PhMe,water,,,False,CC(C)(O)CO.CCCOc1nc(Cl)ccc1C(=O)O>>CCCOc1nc(OCC(C)(C)O)ccc1C(=O)O
C-O_Coupling,83.0,0.0,Alkyl-OH,Ar-Cl,1445085-55-1,,Cs2CO3,PhMe,water,,,False,CC(C)(O)CO.O=C(O)c1ccc(Cl)nc1OCCC(F)(F)F>>CC(C)(O)COc1ccc(C(=O)O)c(OCCC(F)(F)F)n1
C-O_Coupling,83.0,0.0,Alkyl-OH,Ar-Cl,1445085-55-1,,Cs2CO3,PhMe,water,,,False,CC(C)(O)CO.O=C(O)c1ccc(Cl)nc1OCCCC(F)(F)F>>CC(C)(O)COc1ccc(C(=O)O)c(OCCCC(F)(F)F)n1
C-O_Coupling,80.0,0.0,RCH2-OH,Ar-Cl,1445085-55-1,,Cs2CO3,PhMe,water,,,False,OCC1COC1.CCCCOc1nc(Cl)ccc1C(=O)O>>CCCCOc1nc(OCC2COC2)ccc1C(=O)O
C-O_Coupling,80.0,0.0,RCH2-OH,Ar-Cl,1445085-55-1,,Cs2CO3,PhMe,water,,,False,CC1(CO)COC1.CCCCOc1nc(Cl)ccc1C(=O)O>>CCCCOc1nc(OCC2(C)COC2)ccc1C(=O)O
C-O_Coupling,9.0,0.0,Ar-OH,Ar-NO2,Palladium,Pd(OAc)2,NaH / n-BuLi / K3PO4,THF / EtOH / DCM / water,KI / TMB / TFA,,,False,Oc1ccc(O)c(O)c1.O=[N+]([O-])c1ccccc1F.CC(C)(C)OC(=O)NCCNS(=O)(=O)c1ccc(Br)s1.FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1>>O=S(=O)(NCCNC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(-c2ccccc2Oc2ccc(O)c(O)c2)s1
C-O_Coupling,3.0,0.0,Ar-NO2,Ar-NO2,Palladium,Pd(OAc)2,NaH / n-BuLi / K3PO4,THF / EtOH / DCM / water,KI / TMB / TFA,,,False,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-].O=[N+]([O-])c1ccccc1F.CC(C)(C)OC(=O)NCCNS(=O)(=O)c1ccc(Br)s1.O=C=Nc1ccc([N+](=O)[O-])cc1>>O=C(NCCNS(=O)(=O)c1ccc(-c2ccccc2Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)s1)Nc1ccc([N+](=O)[O-])cc1
C-O_Coupling,72.0,0.0,Ar-B(OH)2,Ar-Br,Pd(OAc)2,6372-42-5,K3PO4 / Cs2CO3,THF / water / DMSO / DCM,TFA,,,False,O=[N+]([O-])c1ccc(F)c(B(O)O)c1.CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2sccc2Br)CC1.COc1ccc(O)cc1OC.O=[N+]([O-])c1ccc(N=C=S)cc1>>COc1ccc(Oc2ccc([N+](=O)[O-])cc2-c2ccsc2S(=O)(=O)N2CCN(C(=S)Nc3ccc([N+](=O)[O-])cc3)CC2)cc1OC
C-O_Coupling,74.0,0.0,Ar-B(OH)2,Ar-Br,Pd(OAc)2,6372-42-5,K3PO4 / Cs2CO3,THF / water / DMSO / DCM,TFA,,,False,O=[N+]([O-])c1ccc(F)c(B(O)O)c1.CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2sccc2Br)CC1.COc1ccc(O)cc1OC.O=C=Nc1ccc([N+](=O)[O-])cc1>>COc1ccc(Oc2ccc([N+](=O)[O-])cc2-c2ccsc2S(=O)(=O)N2CCN(C(=O)Nc3ccc([N+](=O)[O-])cc3)CC2)cc1OC
C-O_Coupling,75.0,0.0,Ar-B(OH)2,Ar-Br,Pd(OAc)2,6372-42-5,K3PO4 / Cs2CO3,THF / water / DMSO / DCM,TFA / water,,,False,O=[N+]([O-])c1ccc(F)c(B(O)O)c1.CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2sccc2Br)CC1.COc1ccc(O)cc1OC.FC(F)(F)c1cc(N=C=S)cc(C(F)(F)F)c1>>O=[N+]([O-])c1ccc(Oc2ccc(O)c(O)c2)c(-c2ccsc2S(=O)(=O)N2CCN(C(=S)Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)c1
C-O_Coupling,73.0,0.0,Ar-B(OH)2,Ar-Br,Pd(OAc)2,6372-42-5,K3PO4 / Cs2CO3,THF / water / DMSO / DCM,TFA,,,False,O=[N+]([O-])c1ccc(F)c(B(O)O)c1.CC(C)(C)OC(=O)N1CCN(S(=O)(=O)c2sccc2Br)CC1.COc1ccc(O)cc1OC.S=C=Nc1ccc(Cl)cc1>>COc1ccc(Oc2ccc([N+](=O)[O-])cc2-c2ccsc2S(=O)(=O)N2CCN(C(=S)Nc3ccc(Cl)cc3)CC2)cc1OC
C-O_Coupling,82.0,0.0,Ar-CHO,Ar-Br,Palladium,,K2CO3,DMF,,,,False,Cc1cccc(C=O)c1O.COc1cc(Br)c(Br)cc1OC>>COc1cc2oc3c(C)cccc3c(=O)c2cc1OC
C-O_Coupling,70.0,0.0,Ar-Br,Ar-CHO,Palladium,,K2CO3,DMF,,,,False,Brc1ccc(Br)c(Br)c1.O=Cc1cc(Cl)ccc1O>>O=c1c2cc(Cl)ccc2oc2ccc(Br)cc12
C-O_Coupling,70.0,-0.7071067811865476,Ar-CHO,Ar-Br,Palladium,,K2CO3,DMF,,,,False,Cc1ccc(O)c(C=O)c1.Cc1ccc(Cl)c(Br)c1>>Cc1ccc2oc3ccc(C)cc3c(=O)c2c1
C-O_Coupling,73.0,0.0,Ar-CHO,Ar-Br,Palladium,,K2CO3,DMF,,,,False,O=Cc1cc([N+](=O)[O-])ccc1O.O=[N+]([O-])c1ccc(Br)c(Br)c1>>O=c1c2cc([N+](=O)[O-])ccc2oc2ccc([N+](=O)[O-])cc12
C-O_Coupling,81.0,0.0,Ar-Cl,Ar-OH,18C6,,K2CO3,Me2CO,,,,False,O=[N+]([O-])c1ccccc1Cl.O=[N+]([O-])c1ccc(C=Cc2ccc(O)cc2)cc1>>O=[N+]([O-])c1ccc(C=Cc2ccc(Oc3ccccc3[N+](=O)[O-])cc2)cc1
C-O_Coupling,90.0,0.0,Bn-OH,Ar-Cl,18C6,,KOH,PhMe,,,,False,OCc1ccccc1.N#Cc1cccnc1Cl>>N#Cc1cccnc1OCc1ccccc1
C-O_Coupling,75.0,0.0,Bn-OH,Ar-Cl,18C6,,KOH,PhMe,,,,False,COc1ccc(CO)cc1.N#Cc1cccnc1Cl>>COc1ccc(COc2ncccc2C#N)cc1
C-O_Coupling,78.0,-0.7071067811865476,Bn-OH,Ar-Cl,18C6,,KOH,PhMe,,,,False,OCc1ccccc1.O=[N+]([O-])c1cccnc1Cl>>O=[N+]([O-])c1cccnc1OCc1ccccc1
C-O_Coupling,78.0,0.0,Any-X,Ar-OH,NH4Cl,,K2CO3,DMSO / EtOH / water,water,,,False,O=[N+]([O-])c1cc(C(F)(F)F)ccc1F.Oc1ccccc1I>>Nc1cc(C(F)(F)F)ccc1Oc1ccccc1I
C-O_Coupling,79.0,0.0,Ar-NO2,Ar-OH,NH4Cl,,K2CO3,DMSO / EtOH / water,water,,,False,O=[N+]([O-])c1cc(Br)ccc1F.Oc1ccccc1I>>Nc1cc(Br)ccc1Oc1ccccc1I
