reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive,Secondary Solvent,Coupling Reagent,Is_Intramolecular,reaction_smiles,spectator_groups
C-N Coupling,56.0,-1.0,Ar-I,Alkyl-F,CuI,dtbbpy,K2CO3,DMF,,,,False,CC(C)(C)c1ccc([I+]c2ccc(C(C)(C)C)cc2)cc1.O=S(=O)([O-])C(F)(F)F.O=C1NC(c2ccco2)=C2C(=O)NC(c3ccco3)=C12>>CC(C)(C)c1ccc(N2C(=O)C3=C(c4ccco4)N(c4ccc(C(C)(C)C)cc4)C(=O)C3=C2c2ccco2)cc1,Dienophile / C=C / Cyclohexene / LactamN / Amide / Furan / Motif-C=C / Any-Dienophile / Any-C=C-C=C
C-N Coupling,91.0,-0.71,Ar-NHAr,Ar-Cl,Pd2(dba)3,SPhos,NaOtBu,PhMe,,,,False,Cc1ccc(Nc2ccc(C)cc2)cc1.CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(Cl)cc(Cl)c1>>Cc1ccc(N(c2ccc(C)cc2)c2cc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c2)cc1,AromN
C-N Coupling,51.0,0.0,Alkyl-F,Ar-I,CuI,dtbbpy,K2CO3,DMF,,,,False,O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1.O=C1NC(c2ccco2)=C2C(=O)NC(c3ccco3)=C12>>O=C1C2=C(c3ccco3)N(c3ccccc3)C(=O)C2=C(c2ccco2)N1c1ccccc1,Dienophile / C=C / Cyclohexene / LactamN / Amide / Furan / Motif-C=C / Any-Dienophile / Any-C=C-C=C
C-N Coupling,67.0,0.0,Alkenyl-CONHR,Ar-I,CuI,dtbbpy,K2CO3,DMF,,,,False,O=C1NC(c2ccco2)=C2C(=O)NC(c3ccco3)=C12.CCCCCCCCc1ccc([I+]c2ccc(CCCCCCCC)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>CCCCCCCCc1ccc(N2C(=O)C3=C(c4ccco4)N(c4ccc(CCCCCCCC)cc4)C(=O)C3=C2c2ccco2)cc1,Dienophile / C=C / Cyclohexene / LactamN / Amide / Furan / Motif-C=C / Any-Dienophile / Any-C=C-C=C
C-N Coupling,94.0,0.71,Ar-NHAr,Ar-Cl,Pd(amphos)Cl2,,NaOtBu,PhMe,,,,False,Cc1ccc(Nc2ccc(C)cc2)cc1.CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(Cl)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1>>Cc1ccc(N(c2ccc(C)cc2)c2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c2)cc1,AromN
C-N Coupling,78.0,1.0,Alkenyl-CONHR,Ar-I,CuI,dtbbpy,K2CO3,DMF,,,,False,O=C1NC(c2ccco2)=C2C(=O)NC(c3ccco3)=C12.CCCCCCCCCCC(CCCCCCCC)Cc1ccc([I+]c2ccc(CC(CCCCCCCC)CCCCCCCCCC)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>CCCCCCCCCCC(CCCCCCCC)Cc1ccc(N2C(=O)C3=C(c4ccco4)N(c4ccc(CC(CCCCCCCC)CCCCCCCCCC)cc4)C(=O)C3=C2c2ccco2)cc1,Dienophile / C=C / Cyclohexene / LactamN / Amide / Furan / Motif-C=C / Any-Dienophile / Any-C=C-C=C
C-N Coupling,50.0,-0.71,Alkenyl-CONHR,Ar-I,CuI,dtbbpy,K2CO3,DMF,,,,False,O=C1NC(c2ccccc2)=C2C(=O)NC(c3ccccc3)=C12.CCCCCCCCc1ccc([I+]c2ccc(CCCCCCCC)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>CCCCCCCCc1ccc(N2C(=O)C3=C(c4ccccc4)N(c4ccc(CCCCCCCC)cc4)C(=O)C3=C2c2ccccc2)cc1,Dienophile / C=C / Cyclohexene / LactamN / Amide / Motif-C=C / Any-Dienophile / Any-C=C-C=C
C-N Coupling,95.0,1.42,Ar-Br,Ar-NHAr,Pd2(dba)3,PtBu3,NaOtBu,PhMe,,,,False,Brc1cc(Br)cc(Br)c1.CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1>>CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)cc(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)c2)cc1,
C-N Coupling,92.0,0.71,Ar-NHAr,Ar-Br,Pd2(dba)3,SPhos,NaOtBu,PhMe,,,,False,Cc1ccc(Nc2ccc(C)cc2)cc1.Brc1cc(Br)cc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)c1>>Cc1ccc(N(c2ccc(C)cc2)c2cc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc(-n3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc43)c2)cc1,AromN
C-N Coupling,52.0,-0.8,Alkenyl-CONHR,Ar-I,CuI,dtbbpy,K2CO3,DMF,,,,False,O=C1NC(c2ccsc2)=C2C(=O)NC(c3ccsc3)=C12.CCCCCCCCc1ccc([I+]c2ccc(CCCCCCCC)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>CCCCCCCCc1ccc(N2C(=O)C3=C(c4ccsc4)N(c4ccc(CCCCCCCC)cc4)C(=O)C3=C2c2ccsc2)cc1,Dienophile / C=C / Cyclohexene / LactamN / Amide / Thiophene / Motif-C=C / Any-Dienophile / Any-C=C-C=C
C-N Coupling,60.0,1.12,Alkenyl-CONHR,Ar-I,CuI,dtbbpy,K2CO3,DMF,,,,False,O=C1NC(c2ccsc2)=C2C(=O)NC(c3ccsc3)=C12.CCCCCCCCCCC(CCCCCCCC)Cc1ccc([I+]c2ccc(CC(CCCCCCCC)CCCCCCCCCC)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>CCCCCCCCCCC(CCCCCCCC)Cc1ccc(N2C(=O)C3=C(c4ccsc4)N(c4ccc(CC(CCCCCCCC)CCCCCCCCCC)cc4)C(=O)C3=C2c2ccsc2)cc1,Dienophile / C=C / Cyclohexene / LactamN / Amide / Thiophene / Motif-C=C / Any-Dienophile / Any-C=C-C=C
C-N Coupling,79.0,0.0,AromN-H,Ar-Br,Pd2(dba)3,Tri-tert-butylphosphine tetrafluoroborate,NaOtBu,PhMe,,,,False,c1ccc2c(c1)[nH]c1ccccc12.CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)C3=C(c4ccc(Br)cc42)C(c2ccccc2)(c2ccccc2)c2cc4c(cc23)C(c2ccccc2)(c2ccccc2)C2=C4C(c3ccc(CCCCCCCC)cc3)(c3ccc(CCCCCCCC)cc3)c3cc(Br)ccc32)cc1>>CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)C3=C(c4ccc(-n5c6ccccc6c6ccccc65)cc42)C(c2ccccc2)(c2ccccc2)c2cc4c(cc23)C(c2ccccc2)(c2ccccc2)C2=C4C(c3ccc(CCCCCCCC)cc3)(c3ccc(CCCCCCCC)cc3)c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,AromN / C=C / Dienophile / Cyclohexene / Motif-C=C / Any-Dienophile
C-N Coupling,70.0,0.0,Ar-I,Ar-CONHR,CuI,,K3PO4,PhMe,TMEDA,,,False,Ic1ccccc1.COc1ncc(NC(=O)c2ccn3c2CCCC3)cn1>>COc1ncc(N(C(=O)c2ccn3c2CCCC3)c2ccccc2)cn1,Amide / OR / AromN / Pyrimidine
C-N Coupling,95.0,0.0,Ar-Br,R2CH-CONHR,CuI,,K2CO3 / TMCD,"1,4-Dioxane",,,,False,COc1ccc(Br)cc1.COc1ccc([C@@H]2NC(=O)[C@H]2CCCc2ccccc2)cc1>>COc1ccc([C@H]2[C@H](CCCc3ccccc3)C(=O)N2c2ccc(OC)cc2)cc1,OR / Amide / LactamN / acidic
C-N Coupling,59.0,0.0,Ar-I,Ar-NHAr,CuI,L-Proline,Cs2CO3,DMF,,,,False,Brc1ccc(I)cc1.CCCCCCCCC(=O)N(Cc1ccc(OC)cc1)c1ccc(Nc2ccc(N(c3ccc(Nc4ccc(N(Cc5ccc(OC)cc5)C(=O)CCCCCCCC)cc4)cc3)c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)cc2)cc1>>CCCCCCCCC(=O)N(Cc1ccc(OC)cc1)c1ccc(N(c2ccc(Br)cc2)c2ccc(N(c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)c3ccc(N(c4ccc(Br)cc4)c4ccc(N(Cc5ccc(OC)cc5)C(=O)CCCCCCCC)cc4)cc3)cc2)cc1,Br / X / NAr2 / NR2 / Amide / CONR2 / OR / acidic
C-N Coupling,92.0,0.0,Ar-NHAr,Ar-Br,Pd2(dba)3,PtBu3,Cs2CO3,PhMe,,,,False,CCCCCCCCC(=O)N(Cc1ccc(OC)cc1)c1ccc(Nc2ccc(N(c3ccc(Nc4ccc(N(Cc5ccc(OC)cc5)C(=O)CCCCCCCC)cc4)cc3)c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)cc2)cc1.CCCCCCCCC(=O)N(Cc1ccc(OC)cc1)c1ccc(N(c2ccc(Br)cc2)c2ccc(N(c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)c3ccc(N(c4ccc(Br)cc4)c4ccc(N(Cc5ccc(OC)cc5)C(=O)CCCCCCCC)cc4)cc3)cc2)cc1>>CCCCCCCCC(=O)N(Cc1ccc(OC)cc1)c1ccc(N2c3ccc(cc3)N(c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)c3ccc(cc3)N(c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)c3ccc(cc3)N(c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)c3ccc(cc3)N(c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)c3ccc(cc3)N(c3ccc(N(Cc4ccc(OC)cc4)C(=O)CCCCCCCC)cc3)c3ccc2cc3)cc1,NAr2 / NR2 / Amide / CONR2 / OR / acidic
C-N Coupling,77.0,0.0,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1cccc[nH]1.Ic1nc2ccccc2s1>>O=c1ccccn1-c1nc2ccccc2s1,AromN / Pyridine / Thiazole
C-N Coupling,60.0,-0.4,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1cccc[nH]1.Ic1nnc(-c2ccccc2)o1>>O=c1ccccn1-c1nnc(-c2ccccc2)o1,AromN / Pyridine
C-N Coupling,63.0,-0.52,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1cccc[nH]1.Ic1ncc(-c2ccccc2)o1>>O=c1ccccn1-c1ncc(-c2ccccc2)o1,AromN / Pyridine / Oxazole
C-N Coupling,55.0,0.0,Ar-X,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1[nH]cccc1Br.Ic1coc(-c2ccccc2)n1>>O=c1c(Br)cccn1-c1coc(-c2ccccc2)n1,Br / X / AromN / Pyridine / Oxazole
C-N Coupling,65.0,0.71,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1cccc[nH]1.Ic1ccn(-c2ccccc2)n1>>O=c1ccccn1-c1ccn(-c2ccccc2)n1,AromN / Pyridine
C-N Coupling,56.0,0.0,Ar-X,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,Clc1ccc2cc[nH]c2c1.Ic1coc(-c2ccccc2)n1>>Clc1ccc2ccn(-c3coc(-c4ccccc4)n3)c2c1,Cl / X / AromN / Oxazole
C-N Coupling,54.0,-0.99,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1cccn[nH]1.Ic1coc(-c2ccccc2)n1>>O=c1cccnn1-c1coc(-c2ccccc2)n1,AromN / Oxazole
C-N Coupling,13.0,0.0,Ar-CONH2,,1130784-80-3,DPEPhos,K2CO3,THF,,,,True,NC(=O)c1ccccc1N=c1c(Cl)nsnc1Cl>>O=C1NC2(Nc3ccccc31)C(Cl)=NSN=C2Cl.O=C1NC2=NSN=C(Cl)C2=Nc2ccccc21,X / Amide
C-N Coupling,67.0,0.0,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,Cc1c[nH]c(=O)n2ccnc12.Ic1coc(-c2ccccc2)n1>>Cc1cn(-c2coc(-c3ccccc3)n2)c(=O)n2ccnc12,AromN / Pyrimidine / Oxazole
C-N Coupling,58.0,0.0,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,Cc1ccc(=O)[nH]n1.Ic1coc(-c2ccccc2)n1>>Cc1ccc(=O)n(-c2coc(-c3ccccc3)n2)n1,AromN / Oxazole
C-N Coupling,72.0,0.0,Ar-OTf,,Pd(OAc)2,Binap,K2CO3,PhMe,water,,,True,CCc1ccc(OS(=O)(=O)C(F)(F)F)c([C@H](c2ccccc2)[C@H](CNS(=O)(=O)c2ccc(C)cc2)Sc2ccc(C)cc2)c1>>CCc1ccc2c(c1)[C@H](c1ccccc1)[C@@H](Sc1ccc(C)cc1)CN2S(=O)(=O)c1ccc(C)cc1,SO2R / SR / Sulfonamide
C-N Coupling,76.0,0.0,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1[nH]ccc2ccsc12.Ic1coc(-c2ccccc2)n1>>O=c1c2sccc2ccn1-c1coc(-c2ccccc2)n1,AromN / Pyridine / Thiophene / Oxazole
C-N Coupling,51.0,0.0,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,Cc1c[nH]c(=O)[nH]c1=O.Ic1coc(-c2ccccc2)n1>>Cc1cn(-c2coc(-c3ccccc3)n2)c(=O)[nH]c1=O,AromN / Pyrimidine / Oxazole
C-N Coupling,21.0,0.0,Ar-CONH2,,1130784-80-3,DPEPhos,K2CO3,THF,,,,True,NC(=O)c1cc(Cl)ccc1N=c1c(Cl)nsnc1Cl>>O=C1NC2(Nc3ccc(Cl)cc31)C(Cl)=NSN=C2Cl.O=C1NC2=NSN=C(Cl)C2=Nc2ccc(Cl)cc21,Cl / X / Amide
C-N Coupling,58.0,0.0,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1[nH]ccc2ccoc12.Ic1coc(-c2ccccc2)n1>>O=c1c2occc2ccn1-c1coc(-c2ccccc2)n1,AromN / Pyridine / Furan / Oxazole
C-N Coupling,62.0,-0.64,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,c1cc2cc[nH]c2cn1.Ic1coc(-c2ccccc2)n1>>c1ccc(-c2nc(-n3ccc4ccncc43)co2)cc1,AromN / Pyridine / Oxazole
C-N Coupling,54.0,0.0,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,COc1ccc[nH]c1=O.Ic1coc(-c2ccccc2)n1>>COc1cccn(-c2coc(-c3ccccc3)n2)c1=O,OR / AromN / Pyridine / Oxazole
C-N Coupling,65.0,-0.03,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,c1ccc2[nH]cnc2c1.Ic1coc(-c2ccccc2)n1>>c1ccc(-c2nc(-n3cnc4ccccc43)co2)cc1,AromN / Oxazole
C-N Coupling,53.0,0.0,Ar-X,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,Brc1cnc[nH]1.Ic1coc(-c2ccccc2)n1>>Brc1cn(-c2coc(-c3ccccc3)n2)cn1,Br / X / AromN / Oxazole
C-N Coupling,53.0,0.0,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1cccc[nH]1.Ic1nc2ccccc2o1>>O=c1ccccn1-c1nc2ccccc2o1,AromN / Pyridine / Oxazole
C-N Coupling,77.0,1.15,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,O=c1cccc[nH]1.Ic1coc(-c2ccccc2)n1>>O=c1ccccn1-c1coc(-c2ccccc2)n1,AromN / Pyridine / Oxazole
C-N Coupling,77.0,1.01,AromN-H,Ar-I,CuI,92149-07-0,K2CO3,DMSO,,,,False,c1c[nH]cn1.Ic1coc(-c2ccccc2)n1>>c1ccc(-c2nc(-n3ccnc3)co2)cc1,AromN / Oxazole
C-N Coupling,88.0,0.0,Any-CONHR,Ar-Br,Nickel ferrite,,KOtBu,water,,,,False,O=C1Nc2ccccc2C1=O.Brc1ccccc1>>O=C1C(=O)N(c2ccccc2)c2ccccc21,Amide / LactamN / COR
C-N Coupling,76.0,0.0,Ar-NH2,Ar-I,CuI,,KOH,PhMe,,,,False,Nc1ccc(Br)cc1.CCCCCCCCOc1ccc(I)cc1>>CCCCCCCCOc1ccc(N(c2ccc(Br)cc2)c2ccc(OCCCCCCCC)cc2)cc1,Br / X / OR
C-N Coupling,54.0,0.0,RCH2-CONHR,Ar-Br,CuI,TMCD,K2CO3,"1,4-Dioxane",,,,False,O=C1CCN1.Cc1ccc(Br)c(C(=O)n2c(C)cc3ccccc32)c1>>Cc1ccc(N2CCC2=O)c(C(=O)n2c(C)cc3ccccc32)c1,Amide / LactamN / acidic / AromN
C-N Coupling,89.0,0.0,RCH2-NHR,Ar-Br,Pd(OAc)2,RuPhos,NaOtBu,THF,,,,False,C1CSCCN1.C=Cc1cccc(Br)c1>>C=Cc1cccc(N2CCSCC2)c1,SR / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
C-N Coupling,81.0,0.5,AromN-H,Ar-Br,CuI,1,K3PO4,PhMe,,,,False,c1ccc2c(c1)[nH]c1ccccc12.Cc1ccc(-c2cc(Br)cc(Br)c2)nn1>>Cc1ccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)nn1,AromN
C-N Coupling,71.0,0.71,RCH2-NHR,Ar-Br,Pd2(dba)3,S-BINAP,NaOtBu,PhMe / water,,,,False,CC(C)(C)OC(=O)N1CCNCC1.Cc1ccc(Sc2ccccc2Br)c(C)c1>>Cc1ccc(Sc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)c(C)c1,Carbamate / CO2R / CONR2 / SAr / SR
C-N Coupling,70.0,0.0,RCH2-NHR,Ar-Br,Pd2(dba)3,rac-BINAP,NaOtBu,PhMe,,,,False,C1COCCN1.O=C(N1CC2CC(C1)c1cc(Br)ccc12)C(F)(F)F>>O=C(N1CC2CC(C1)c1cc(N3CCOCC3)ccc12)C(F)(F)F,OR / X / Amide / CONR2 / F
C-N Coupling,65.0,-0.84,AromN-H,Ar-Br,CuI,598-56-1,K2CO3,DMSO,,,,False,c1nnc[nH]1.Cc1cc(C)cc(Br)c1>>Cc1cc(C)cc(-n2cncn2)c1,AromN
C-N Coupling,82.0,0.0,Ar-NH2,,15086-94-9,,,water,,,,True,Nc1ccc(Br)cc1N>>Nc1cc2nc3ccc(Br)cc3nc2cc1N,NH2 / Br / X
C-N Coupling,91.0,0.71,R3C-LactamN,Any-X,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccccc1C#Cc1ccc(C(F)(F)F)cc1Br>>Cn1c2ccccc2c2c1c1ccc(C(F)(F)F)cc1n2C(C)(C)C,CF3 / F / X
C-N Coupling,75.0,-1.05,R3C-LactamN,H-Alkenyl,PivOH,14221-01-3,Cs2CO3,PhMe,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.C=C(CCCC)c1ccccc1I>>CCCCc1cn(C(C)(C)C)c2ccccc12,
C-N Coupling,81.0,0.0,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.Cc1ccc(N(C)C)c(C#Cc2ccc(Cl)cc2Br)c1>>Cc1ccc2c(c1)c1c(c3ccc(Cl)cc3n1C(C)(C)C)n2C,X / Cl
C-N Coupling,83.0,-0.12,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccccc1C#Cc1ccccc1Br>>Cn1c2ccccc2c2c1c1ccccc1n2C(C)(C)C,
C-N Coupling,87.0,0.0,R3C-LactamN,Any-X,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccc(F)cc1C#Cc1ccc(C(F)(F)F)cc1Br>>Cn1c2ccc(F)cc2c2c1c1ccc(C(F)(F)F)cc1n2C(C)(C)C,CF3 / F / X
C-N Coupling,77.0,0.0,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.Cc1ccc(C#Cc2cc(F)ccc2N(C)C)c(Br)c1>>Cc1ccc2c3c(c4cc(F)ccc4n3C)n(C(C)(C)C)c2c1,X / F
C-N Coupling,83.0,0.0,Ar-NH2,,15086-94-9,,,water,,,,True,Nc1ccc(Cl)cc1N>>Nc1cc2nc3ccc(Cl)cc3nc2cc1N,NH2 / Cl / X
C-N Coupling,83.0,0.48,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.Cc1ccc(C#Cc2ccccc2N(C)C)c(Br)c1>>Cc1ccc2c3c(c4ccccc4n3C)n(C(C)(C)C)c2c1,
C-N Coupling,78.0,-0.67,R3C-LactamN,H-Alkenyl,PivOH,14221-01-3,Cs2CO3,PhMe,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.C=C(CC)c1ccccc1I>>CCc1cn(C(C)(C)C)c2ccccc12,
C-N Coupling,78.0,-0.61,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CCN(CC)c1ccccc1C#Cc1ccccc1Br>>CCn1c2ccccc2c2c1c1ccccc1n2C(C)(C)C,
C-N Coupling,93.0,0.71,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccc(F)cc1C#Cc1cc(Cl)ccc1Br>>Cn1c2ccc(F)cc2c2c1c1cc(Cl)ccc1n2C(C)(C)C,X / Cl / F
C-N Coupling,81.0,0.0,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccc(C#N)cc1C#Cc1ccccc1Br>>Cn1c2ccc(C#N)cc2c2c1c1ccccc1n2C(C)(C)C,CN
C-N Coupling,72.0,0.0,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccccc1C#Cc1cc2cc(C#Cc3ccccc3N(C)C)c(Br)cc2cc1Br>>CN1c2c(n(C(C)(C)C)c3cc4cc5c(cc4cc23)c2c(c3ccccc3n2C)n5C(C)(C)C)C2C=CC=CC21,NR2
C-N Coupling,85.0,0.78,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.Cc1ccc(N(C)C)c(C#Cc2ccccc2I)c1>>Cc1ccc2c(c1)c1c(c3ccccc3n1C(C)(C)C)n2C,
C-N Coupling,79.0,0.71,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccccc1C#Cc1ccc(Cl)cc1Br>>Cn1c2ccccc2c2c1c1ccc(Cl)cc1n2C(C)(C)C,X / Cl
C-N Coupling,96.0,0.0,R3C-LactamN,H-Alkenyl,PivOH,14221-01-3,Cs2CO3,PhMe,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.C/C(=C\C#N)c1ccccc1I>>Cc1c(C#N)n(C(C)(C)C)c2ccccc12,CN
C-N Coupling,84.0,0.0,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccc(F)cc1C#Cc1ccccc1I>>Cn1c2ccc(F)cc2c2c1c1ccccc1n2C(C)(C)C,F / X
C-N Coupling,73.0,0.0,R3C-LactamN,H-Alkenyl,PivOH,14221-01-3,Cs2CO3,PhMe,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CCOC(=O)/C=C/c1c(C)cccc1I>>CCOC(=O)c1cc2c(C)cccc2n1C(C)(C)C,CO2R
C-N Coupling,90.0,0.86,R3C-LactamN,H-Alkenyl,PivOH,14221-01-3,Cs2CO3,PhMe,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.Ic1ccccc1C1=CCCCC1>>CC(C)(C)n1c2c(c3ccccc31)CCCC2,
C-N Coupling,70.0,0.0,R3C-LactamN,H-Alkenyl,PivOH,14221-01-3,Cs2CO3,PhMe,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.C=C(C)c1cc(C(F)(F)F)ccc1I>>Cc1cn(C(C)(C)C)c2ccc(C(F)(F)F)cc12,CF3 / F / X
C-N Coupling,70.0,-1.45,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.Cc1cc(I)c(C#Cc2ccccc2N(C)C)cc1C>>Cc1cc2c3c(c4ccccc4n3C)n(C(C)(C)C)c2cc1C,
C-N Coupling,70.0,0.0,R3C-LactamN,H-Alkenyl,PivOH,14221-01-3,Cs2CO3,PhMe,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.C=C(C)c1ccc(C)cc1I>>Cc1ccc2c(C)cn(C(C)(C)C)c2c1,
C-N Coupling,71.0,0.0,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccc(-c2ccccc2)cc1C#Cc1ccccc1I>>Cn1c2ccc(-c3ccccc3)cc2c2c1c1ccccc1n2C(C)(C)C,
C-N Coupling,99.0,1.45,R3C-LactamN,Ar-C#C,Pd(OAc)2,6476-37-5,Cs2CO3,DMF,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.CN(C)c1ccccc1C#Cc1ccccc1I>>Cn1c2ccccc2c2c1c1ccccc1n2C(C)(C)C,
C-N Coupling,83.0,0.0,Ar-NH2,,15086-94-9,,,water,,,,True,Nc1cc(Cl)cnc1N>>Nc1cc2nc3cc(Cl)cnc3nc2nc1N,NH2 / Cl / X / Pyridine
C-N Coupling,90.0,0.86,R3C-LactamN,H-Alkenyl,PivOH,14221-01-3,Cs2CO3,PhMe,,,,False,CC(C)(C)N1C(=O)N1C(C)(C)C.C=C(C)c1ccccc1I>>Cc1cn(C(C)(C)C)c2ccccc12,
