reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive,Secondary Solvent,Coupling Reagent,Is_Intramolecular,reaction_smiles,spectator_groups
C-N Coupling,13.0,0.0,Ar-I,,CuI,Palladium,PotassiumBicarbonate,DMSO,water,,,False,Ic1ccccc1.[C-]#[O+].CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.C=CCCC(=O)Nc1cccc2cccnc12>>O=C(CC1CCC(=O)N1c1cccc2cccnc12)c1ccccc1.CC1(C)OB(C(CCC(=O)Nc2cccc3cccnc23)CC(=O)c2ccccc2)OC1(C)C.C=CCCC(=O)N(c1ccccc1)c1cccc2cccnc12,Bpin / B(OR)2 / OR / Dienophile / C=C / C=CH2 / Amide / CONHR / acidic / Quinoline / Pyridine / Motif-C=C / Any-Dienophile
C-N Coupling,74.0,0.0,Ar-NH2,Ar-Cl,1470372-59-8,,NaOtBu,DME,,,,False,Nc1ccccc1[N+](=O)[O-].COc1cc(OC)c(Cl)c(-c2cc3cnc(Cl)cc3cn2)c1Cl>>COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccccc4[N+](=O)[O-])cc3cn2)c1Cl,NO2 / NR2 / OR / Cl / X / Pyridine
C-N Coupling,74.0,0.0,Ar-NH2,Ar-Cl,1470372-59-8,,NaOtBu,DME,,,,False,Cc1cccc([N+](=O)[O-])c1N.COc1cc(OC)c(Cl)c(-c2cc3cnc(Cl)cc3cn2)c1Cl>>COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4c(C)cccc4[N+](=O)[O-])cc3cn2)c1Cl,NO2 / NR2 / OR / Cl / X / Pyridine
C-N Coupling,74.0,0.0,Ar-NH2,Ar-Cl,1470372-59-8,,NaOtBu,DME,,,,False,Cc1ccc([N+](=O)[O-])c(N)c1.COc1cc(OC)c(Cl)c(-c2cc3cnc(Cl)cc3cn2)c1Cl>>COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4cc(C)ccc4[N+](=O)[O-])cc3cn2)c1Cl,NO2 / NR2 / OR / Cl / X / Pyridine
C-N Coupling,74.0,0.0,Ar-NH2,Ar-Cl,1470372-59-8,,NaOtBu,DME,,,,False,Nc1ccc(N2CCOCC2)cc1[N+](=O)[O-].COc1cc(OC)c(Cl)c(-c2cc3cnc(Cl)cc3cn2)c1Cl>>COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(N5CCOCC5)cc4[N+](=O)[O-])cc3cn2)c1Cl,NO2 / NR2 / OR / Cl / X / Pyridine
C-N Coupling,74.0,0.0,Ar-NH2,Ar-Cl,1470372-59-8,,NaOtBu,DME,,,,False,Cc1ccc(N)c([N+](=O)[O-])c1.COc1cc(OC)c(Cl)c(-c2cc3cnc(Cl)cc3cn2)c1Cl>>COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccc(C)cc4[N+](=O)[O-])cc3cn2)c1Cl,NO2 / NR2 / OR / Cl / X / Pyridine
C-N Coupling,74.0,0.0,Ar-NH2,Ar-Cl,1470372-59-8,,NaOtBu,DME,,,,False,Nc1cc2c(cc1[N+](=O)[O-])CCC2.COc1cc(OC)c(Cl)c(-c2cc3cnc(Cl)cc3cn2)c1Cl>>COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4cc5c(cc4[N+](=O)[O-])CCC5)cc3cn2)c1Cl,NO2 / NR2 / OR / Cl / X / Pyridine
C-N Coupling,80.0,0.0,Ar-NH2,Ar-Cl,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",,,,False,Nc1ccccc1[N+](=O)[O-].COc1cc(OC)c(Cl)c(-c2cc3cnc(Cl)cc3c[n+]2[O-])c1Cl>>COc1cc(OC)c(Cl)c(-c2cc3cnc(Nc4ccccc4[N+](=O)[O-])cc3c[n+]2[O-])c1Cl,NO2 / NR2 / OR / Cl / X / Pyridine / AromN
C-N Coupling,75.0,-0.14,Ar-I,AromN-H,CuI,,K2CO3,PhMe,water,,,False,Ic1ccccc1.O=Cc1cccc2[nH]ccc12>>O=Cc1cccc2c1ccn2-c1ccccc1,CHO / AromN
C-N Coupling,75.0,0.18,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,NaOtBu,PhMe,,,,False,Ic1cccc2ccccc12.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>Cc1ccc(N[P@]2(=O)c3ccc4ccccc4c3-c3ccc4ccccc4c3N2c2ccc(C)cc2)cc1,
C-N Coupling,70.0,-1.18,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,NaOtBu,PhMe,,,,False,Cc1ccccc1I.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>Cc1ccc(N[P@]2(=O)c3ccc4ccccc4c3-c3cccc(C)c3N2c2ccc(C)cc2)cc1,
C-N Coupling,80.0,1.55,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,NaOtBu,PhMe,,,,False,Ic1ccc2ccc3cccc4ccc1c2c34.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>Cc1ccc(N[P@]2(=O)c3ccc4ccccc4c3-c3cc4ccc5cccc6ccc(c3N2c2ccc(C)cc2)c4c56)cc1,
C-N Coupling,78.0,-0.58,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,NaOtBu,MTBE,,,,False,COC(=O)c1ccc(I)c(C)c1.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>COC(=O)c1cc(C)c2c(c1)-c1c(ccc3ccccc13)[P@@](=O)(Nc1ccc(C)cc1)N2c1ccc(C)cc1,CO2R
C-N Coupling,80.0,-0.44,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,NaOtBu,PhMe,,,,False,Ic1cccc2ccccc12.O=P(Nc1ccccc1)(Nc1ccccc1)c1ccc2ccccc2c1Br>>O=[P@@]1(Nc2ccccc2)c2ccc3ccccc3c2-c2ccc3ccccc3c2N1c1ccccc1,
C-N Coupling,77.0,0.73,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,NaOtBu,PhMe,,,,False,Ic1cccc2ccccc12.Cc1cccc(P(=O)(Nc2ccccc2)Nc2ccccc2)c1Br>>Cc1cccc2c1-c1ccc3ccccc3c1N(c1ccccc1)[P@]2(=O)Nc1ccccc1,
C-N Coupling,70.0,-1.18,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Cc1ccccc1I.O=P(NC1CCCCC1)(NC1CCCCC1)c1ccc2ccccc2c1Br>>Cc1cccc2c1N(C1CCCCC1)[P@](=O)(NC1CCCCC1)c1ccc3ccccc3c1-2,
C-N Coupling,82.0,0.71,Ar-I,Any-X,Pd(OAc)2,3059934-92-5,NaOtBu,PhMe,,,,False,Ic1cccc2ccccc12.O=P(Nc1ccc(C(F)(F)F)cc1)(Nc1ccc(C(F)(F)F)cc1)c1ccc2ccccc2c1Br>>O=[P@@]1(Nc2ccc(C(F)(F)F)cc2)c2ccc3ccccc3c2-c2ccc3ccccc3c2N1c1ccc(C(F)(F)F)cc1,X / CF3 / F
C-N Coupling,70.0,-1.18,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Cc1ccc(I)c(C)c1.O=P(NC1CCCCC1)(NC1CCCCC1)c1ccc2ccccc2c1Br>>Cc1cc(C)c2c(c1)-c1c(ccc3ccccc13)[P@@](=O)(NC1CCCCC1)N2C1CCCCC1,
C-N Coupling,76.0,0.46,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,NaOtBu,PhMe,,,,False,Ic1cccc2ccccc12.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2cccc(C)c2Br)cc1>>Cc1ccc(N[P@]2(=O)c3cccc(C)c3-c3ccc4ccccc4c3N2c2ccc(C)cc2)cc1,
C-N Coupling,78.0,-0.58,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,COC(=O)c1ccc(I)c(C)c1.O=P(NC1CCCCC1)(NC1CCCCC1)c1ccc2ccccc2c1Br>>COC(=O)c1cc(C)c2c(c1)-c1c(ccc3ccccc13)[P@@](=O)(NC1CCCCC1)N2C1CCCCC1,CO2R
C-N Coupling,72.0,0.0,Ar-X,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Cc1c(Cl)cccc1I.O=P(NC1CCCCC1)(NC1CCCCC1)c1ccc2ccccc2c1Br>>Cc1c(Cl)ccc2c1N(C1CCCCC1)[P@](=O)(NC1CCCCC1)c1ccc3ccccc3c1-2,Cl / X
C-N Coupling,73.0,-0.36,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Ic1cccc2ccccc12.O=P(NCCc1ccccc1)(NCCc1ccccc1)c1ccc2ccccc2c1Br>>O=[P@@]1(NCCc2ccccc2)c2ccc3ccccc3c2-c2ccc3ccccc3c2N1CCc1ccccc1,
C-N Coupling,81.0,-0.15,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Ic1cccc2ccccc12.CCCNP(=O)(NCCC)c1ccc2ccccc2c1Br>>CCCN[P@]1(=O)c2ccc3ccccc3c2-c2ccc3ccccc3c2N1CCC,
C-N Coupling,73.0,-0.36,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Cc1ccccc1I.CCCNP(=O)(NCCC)c1cccc(C)c1Br>>CCCN[P@]1(=O)c2cccc(C)c2-c2cccc(C)c2N1CCC,
C-N Coupling,86.0,1.33,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Ic1cccc2ccccc12.CCCCCNP(=O)(NCCCCC)c1ccc2ccccc2c1Br>>CCCCCN[P@]1(=O)c2ccc3ccccc3c2-c2ccc3ccccc3c2N1CCCCC,
C-N Coupling,80.0,-0.44,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Ic1ccc2ccc3cccc4ccc1c2c34.O=P(NC1CCCCC1)(NC1CCCCC1)c1ccc2ccccc2c1Br>>O=[P@@]1(NC2CCCCC2)c2ccc3ccccc3c2-c2cc3ccc4cccc5ccc(c2N1C1CCCCC1)c3c45,
C-N Coupling,70.0,0.0,Ar-Br,Ar-I,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1.Ic1cccc2c(-c3ccccc3)cccc12>>Cc1ccc(N[P@@]2(=O)c3ccc4ccccc4c3-c3ccc4c(-c5ccccc5)cccc4c3N2c2ccc(C)cc2)cc1,
C-N Coupling,73.0,-0.36,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Cc1ccccc1I.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>Cc1ccc(N[P@@]2(=O)c3ccc4ccccc4c3-c3cccc(C)c3N2c2ccc(C)cc2)cc1,
C-N Coupling,72.0,-0.64,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Cc1cccc(I)c1C.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>Cc1ccc(N[P@@]2(=O)c3ccc4ccccc4c3-c3ccc(C)c(C)c3N2c2ccc(C)cc2)cc1,
C-N Coupling,70.0,-1.18,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Ic1cccc2ccccc12.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>Cc1ccc(N[P@@]2(=O)c3ccc4ccccc4c3-c3ccc4ccccc4c3N2c2ccc(C)cc2)cc1,
C-N Coupling,72.0,0.0,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Ic1ccccc1OCc1ccccc1.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>Cc1ccc(N[P@@]2(=O)c3ccc4ccccc4c3-c3cccc(OCc4ccccc4)c3N2c2ccc(C)cc2)cc1,OR
C-N Coupling,83.0,1.15,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,COC(=O)c1ccc(I)c(C)c1.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>COC(=O)c1cc(C)c2c(c1)-c1c(ccc3ccccc13)[P@](=O)(Nc1ccc(C)cc1)N2c1ccc(C)cc1,CO2R
C-N Coupling,78.0,1.0,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Ic1ccc2ccc3cccc4ccc1c2c34.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2ccc3ccccc3c2Br)cc1>>Cc1ccc(N[P@@]2(=O)c3ccc4ccccc4c3-c3cc4ccc5cccc6ccc(c3N2c2ccc(C)cc2)c4c56)cc1,
C-N Coupling,85.0,1.03,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,PhMe,,,,False,Ic1cccc2ccccc12.O=P(NC1CCCCC1)(NC1CCCCC1)c1ccccc1Br>>O=[P@@]1(NC2CCCCC2)c2ccccc2-c2ccc3ccccc3c2N1C1CCCCC1,
C-N Coupling,77.0,-1.33,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Ic1cccc2ccccc12.O=P(Nc1ccccc1)(Nc1ccccc1)c1ccc2ccccc2c1Br>>O=[P@]1(Nc2ccccc2)c2ccc3ccccc3c2-c2ccc3ccccc3c2N1c1ccccc1,
C-N Coupling,80.0,1.55,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Ic1cccc2ccccc12.Cc1cccc(P(=O)(Nc2ccccc2)Nc2ccccc2)c1Br>>Cc1cccc2c1-c1ccc3ccccc3c1N(c1ccccc1)[P@@]2(=O)Nc1ccccc1,
C-N Coupling,78.0,1.0,Ar-I,Ar-Br,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Ic1cccc2ccccc12.Cc1ccc(NP(=O)(Nc2ccc(C)cc2)c2cccc(C)c2Br)cc1>>Cc1ccc(N[P@@]2(=O)c3cccc(C)c3-c3ccc4ccccc4c3N2c2ccc(C)cc2)cc1,
C-N Coupling,71.0,-0.71,Ar-I,Any-X,Pd(OAc)2,3059934-92-5,K2CO3,MeCN,,,,False,Ic1cccc2ccccc12.O=P(Nc1ccc(C(F)(F)F)cc1)(Nc1ccc(C(F)(F)F)cc1)c1ccc2ccccc2c1Br>>O=[P@]1(Nc2ccc(C(F)(F)F)cc2)c2ccc3ccccc3c2-c2ccc3ccccc3c2N1c1ccc(C(F)(F)F)cc1,X / CF3 / F
C-N Coupling,84.0,0.0,Ar-NH2,Ar-Br,Pd2(dba)3,SPhos,NaOtBu,PhMe / DCM / MeNO2 / MeOH,,,,False,CC(C)(C)c1cc(N)cc(C(C)(C)C)c1.CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(Br)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13>>CC(C)(C)c1cc(-n2c3cc4c5c(c3c3c6c7c(cc32)-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc(c32)B7c2cc(C(C)(C)C)cc3c7cc(C(C)(C)C)ccc7n-6c23)-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc(c32)B5c2cc(C(C)(C)C)cc3c5cc(C(C)(C)C)ccc5n-4c23)cc(C(C)(C)C)c1,AromN
C-N Coupling,90.0,0.0,Ar-Br,Ar-NH2,Pd2(dba)3,XPhos,NaOtBu,"1,4-Dioxane / water",,,,False,Cc1cc(C)c(Br)c(C)c1.Nc1ccccc1-c1ccc2ccccc2n1>>Cc1cc(C)c(Nc2ccccc2-c2ccc3ccccc3n2)c(C)c1,Quinoline / Pyridine
C-N Coupling,80.0,0.0,Ar-Cl,Ar-NH2,Pd(OAc)2,rac-BINAP,K2CO3,"1,4-Dioxane",,,,False,Clc1cccnc1Cl.Nc1ccc(C(c2ccc(N)cc2)(c2ccc(N)cc2)c2ccc(N)cc2)cc1>>Clc1cccnc1Nc1ccc(C(c2ccc(Nc3ncccc3Cl)cc2)(c2ccc(Nc3ncccc3Cl)cc2)c2ccc(Nc3ncccc3Cl)cc2)cc1,Cl / X / Pyridine
C-N Coupling,84.0,0.57,Ar-X,Ar-I,CuI,phen,KOH,DME / water,,,,False,Brc1ccc2c(c1)[nH]c1ccccc12.CCCCc1ccc(I)cc1>>CCCCc1ccc(-n2c3ccccc3c3ccc(Br)cc32)cc1,Br / X / AromN
C-N Coupling,61.0,-1.08,Ar-Cl,RCH2-NHR,CuSO4,92149-07-0,K3PO4,water,,,,False,Clc1ccccc1.C1CCNC1>>c1ccc(N2CCCC2)cc1,
C-N Coupling,77.0,-0.71,Ar-F,Ar-NHR,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,Fc1ccc(-c2ccccc2)cc1.CNc1ccc(C)cc1>>Cc1ccc(N(C)c2ccc(-c3ccccc3)cc2)cc1,
C-N Coupling,94.0,0.71,Ar-F,Ar-NHR,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,Fc1ccc(-c2ccccc2)cc1.CNc1cccnc1>>CN(c1ccc(-c2ccccc2)cc1)c1cccnc1,Pyridine
C-N Coupling,87.0,-0.71,Ar-F,Ar-NHR,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,Fc1ccc(-c2ccccc2)cc1.CNc1ccccn1>>CN(c1ccc(-c2ccccc2)cc1)c1ccccn1,Pyridine
C-N Coupling,84.0,0.0,Ar-NHR,Ar-F,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,CNc1ccccc1.Fc1ccc(-c2ccccc2)cc1>>CN(c1ccccc1)c1ccc(-c2ccccc2)cc1,
C-N Coupling,93.0,1.13,AromN-H,Ar-F,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,c1c[nH]cn1.Fc1ccc(-c2ccccc2)cc1>>c1ccc(-c2ccc(-n3ccnc3)cc2)cc1,AromN
C-N Coupling,83.0,0.0,Ar-F,Ar-NHR,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,Fc1ccc(-c2ccccc2)cc1.CNc1ccc(Cl)cc1>>CN(c1ccc(Cl)cc1)c1ccc(-c2ccccc2)cc1,X / Cl
C-N Coupling,88.0,0.71,Ar-F,Ar-NHR,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,Fc1ccc(-c2ccccc2)cc1.c1ccc2c(c1)CCN2>>c1ccc(-c2ccc(N3CCc4ccccc43)cc2)cc1,
C-N Coupling,82.0,-0.36,AromN-H,Ar-F,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,c1cc[nH]c1.Fc1ccc(-c2ccccc2)cc1>>c1ccc(-c2ccc(-n3cccc3)cc2)cc1,AromN
C-N Coupling,81.0,0.0,Ar-NHAr,Ar-F,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,c1ccc(Nc2ccccc2)cc1.Fc1ccc(-c2ccccc2)cc1>>c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,
C-N Coupling,79.0,-0.77,AromN-H,Ar-F,111324-04-0,,,Mes / Hex / water,NH4Cl,,,False,c1ccc2[nH]ccc2c1.Fc1ccc(-c2ccccc2)cc1>>c1ccc(-c2ccc(-n3ccc4ccccc43)cc2)cc1,AromN
C-N Coupling,7.0,0.0,RCH2-NHR,Ar-Br,XPhos Pd G2,,Cs2CO3,"1,4-Dioxane",,,,False,CNCCOC.O=C(NS(=O)(=O)c1ccccc1-c1ccccc1)c1cc2ccc(Br)cc2o1>>COCCN(C)c1ccc2cc(C(=O)NS(=O)(=O)c3ccccc3-c3ccccc3)oc2c1,OR / SO2NHR / SO2R / SR / CONHR / Benzofuran / Sulfonamide / Amide
C-N Coupling,7.0,0.0,RCH2-NHR,Ar-Br,XPhos Pd G2,,Cs2CO3,"1,4-Dioxane",,,,False,CCCNC.O=C(NS(=O)(=O)c1ccccc1-c1ccccc1)c1cc2ccc(Br)cc2o1>>CCCN(C)c1ccc2cc(C(=O)NS(=O)(=O)c3ccccc3-c3ccccc3)oc2c1,SO2NHR / SO2R / SR / CONHR / Benzofuran / Sulfonamide / Amide
C-N Coupling,4.0,0.0,CH3-NHR,Ar-Br,XPhos Pd G2,,Cs2CO3,"DMF / 1,4-Dioxane",,,,False,CNC.Cc1cc(Br)cc2oc(C(=O)NS(=O)(=O)c3ccccc3-c3ccccc3)cc12>>Cc1cc(N(C)C)cc2oc(C(=O)NS(=O)(=O)c3ccccc3-c3ccccc3)cc12,SO2NHR / SO2R / SR / CONHR / Benzofuran / Sulfonamide / Amide
C-N Coupling,70.0,0.0,Ar-NH2,Ar-Br,Pd(dba)2,XantPhos,NaOtBu,PhMe,,,,False,Nc1ccccc1.Cn1c(=O)c(C23CC(c4ccnc(Br)n4)(C2)C3)nc2ccccc21>>Cn1c(=O)c(C23CC(c4ccnc(Nc5ccccc5)n4)(C2)C3)nc2ccccc21,AromN / Pyrimidine
C-N Coupling,100.0,0.71,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,COc1cc([N+](=O)[O-])ccc1N.COc1ccc(OS(=O)(=O)F)cc1>>COc1ccc(Nc2ccc([N+](=O)[O-])cc2OC)cc1,NO2 / NR2 / OR
C-N Coupling,90.0,0.0,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,CC(=O)c1ccc(N)cc1.COc1cc(OC)cc(OS(=O)(=O)F)c1>>COc1cc(Nc2ccc(C(C)=O)cc2)cc(OC)c1,COR / acidic / OR
C-N Coupling,99.0,0.71,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,CPME / water,,,,False,Nc1ccc([N+](=O)[O-])cc1.O=S(=O)(F)Oc1cccc2ccccc12>>O=[N+]([O-])c1ccc(Nc2cccc3ccccc23)cc1,NO2 / NR2
C-N Coupling,96.0,-0.71,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,Nc1ccccc1[N+](=O)[O-].COc1cc(OC)cc(OS(=O)(=O)F)c1>>COc1cc(Nc2ccccc2[N+](=O)[O-])cc(OC)c1,NO2 / NR2 / OR
C-N Coupling,91.0,0.0,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,Nc1ccccc1C(=O)c1ccccc1.O=S(=O)(F)Oc1ccc(OCc2ccccc2)cc1>>O=C(c1ccccc1)c1ccccc1Nc1ccc(OCc2ccccc2)cc1,COR / OR
C-N Coupling,86.0,0.0,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,Nc1ccccc1N1CCOCC1.COc1cc(C=O)ccc1OS(=O)(=O)F>>COc1cc(C=O)ccc1Nc1ccccc1N1CCOCC1,NR2 / OR / CHO
C-N Coupling,99.0,0.0,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,CC(=O)c1ccc(N)cc1.O=S(=O)(F)Oc1cccc2ccccc12>>CC(=O)c1ccc(Nc2cccc3ccccc23)cc1,COR / acidic
C-N Coupling,98.0,0.0,Any-SO2F,Any-X,3061833-93-7,,Et3N,water / CPME,,,,False,O=[N+]([O-])c1ccc(OS(=O)(=O)F)cc1.CC(C)(C)OC(=O)N1CCN(c2ccc(N)cc2C(F)(F)F)CC1>>CC(C)(C)OC(=O)N1CCN(c2ccc(Nc3ccc([N+](=O)[O-])cc3)cc2C(F)(F)F)CC1,NO2 / NR2 / X / CF3 / F / Carbamate / CO2R / CONR2
C-N Coupling,90.0,0.0,Any-X,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,CC(C)(C)OC(=O)N1CCN(c2ccc(N)cc2C(F)(F)F)CC1.CC(C)(C)c1cc(OS(=O)(=O)F)cc(C(C)(C)C)c1>>CC(C)(C)OC(=O)N1CCN(c2ccc(Nc3cc(C(C)(C)C)cc(C(C)(C)C)c3)cc2C(F)(F)F)CC1,CF3 / F / X / NR2 / Carbamate / CO2R / CONR2
C-N Coupling,85.0,0.0,Any-X,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,Nc1cc(C(F)(F)F)ccc1C(F)(F)F.O=S(=O)(F)Oc1ccc2c(c1)OCO2>>FC(F)(F)c1ccc(C(F)(F)F)c(Nc2ccc3c(c2)OCO3)c1,CF3 / F / X / OR
C-N Coupling,83.0,0.0,Any-SO2F,Ar-NH2,3061833-93-7,,Et3N,water / CPME,,,,False,COc1ccc(OS(=O)(=O)F)cc1.Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1>>COc1ccc(Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,OR / NHAr / NHR / Pyridine / Pyrimidine
C-N Coupling,99.0,0.0,Any-X,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,Nc1cccc(C(F)(F)F)c1.CS(=O)(=O)c1ccc(OS(=O)(=O)F)cc1>>CS(=O)(=O)c1ccc(Nc2cccc(C(F)(F)F)c2)cc1,CF3 / F / X / SR / SO2R / acidic
C-N Coupling,72.0,0.0,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,CCN1CCN(c2ccc(N)cc2F)CC1.C=CCc1ccc(OS(=O)(=O)F)c(OC)c1>>C=CCc1ccc(Nc2ccc(N3CCN(CC)CC3)c(F)c2)c(OC)c1,NR2 / F / X / Dienophile / C=C / C=CH2 / OR / Motif-C=C / Any-Dienophile
C-N Coupling,78.0,-1.15,Ar-Br,Ar-NH2,3061833-93-7,,Et3N,CPME / water,,,,False,Brc1cccc2ccccc12.CC(=O)c1ccc(N)cc1>>CC(=O)c1ccc(Nc2cccc3ccccc23)cc1,COR / acidic
C-N Coupling,86.0,0.0,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,Nc1ccccc1-n1cccc1.O=S(=O)(F)Oc1ccc2ccc(OCc3ccccc3)cc2c1>>c1ccc(COc2ccc3ccc(Nc4ccccc4-n4cccc4)cc3c2)cc1,AromN / OR
C-N Coupling,91.0,0.0,Any-X,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,N#Cc1ccc(N)cc1C(F)(F)F.COc1cc(/C=C/c2ccc(OS(=O)(=O)F)cc2)cc(OC)c1>>COc1cc(/C=C/c2ccc(Nc3ccc(C#N)c(C(F)(F)F)c3)cc2)cc(OC)c1,CF3 / F / X / CN / C=C / Dienophile / OR / Motif-C=C / Any-Dienophile
C-N Coupling,3.0,0.0,Ar-Cl,Ar-NH2,3061833-93-7,,Et3N,CPME / water,,,,False,Clc1cccc2ccccc12.CC(=O)c1ccc(N)cc1>>CC(=O)c1ccc(Nc2cccc3ccccc23)cc1,COR / acidic
C-N Coupling,6.0,0.0,Ar-NH2,Ar-OTf,3061833-93-7,,Et3N,CPME / water,,,,False,Nc1ccc([N+](=O)[O-])cc1.O=S(=O)(Oc1cccc2ccccc12)C(F)(F)F>>O=[N+]([O-])c1ccc(Nc2cccc3ccccc23)cc1,NO2 / NR2
C-N Coupling,99.0,0.0,Ar-NH2,Any-SO2F,3061833-93-7,,Et3N,water / CPME,,,,False,CCN(CC)CCOC(=O)c1ccc(N)cc1.O=S(=O)(F)Oc1cccc2ccccc12>>CCN(CC)CCOC(=O)c1ccc(Nc2cccc3ccccc23)cc1,CO2R / NR2
