reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups
Acetal_ketal_formation,90,-1.04,RCH2-OR,Ar-CHO,,,,,,,,False,CCOC(OCC)OCC.COc1ccc(C=O)cc1>>CCOC(OCC)c1ccc(OC)cc1,OR
Acetal_ketal_formation,80,0.0,Ar-CHO,RCH2-OH,,,,,,,,False,CN(C)c1ccc(C=O)cc1.CC(C)(CO)CO>>CN(C)c1ccc(C2OCC(C)(C)CO2)cc1,NR2
Acetal_ketal_formation,85,-0.64,Ar-CHO,R2CH-OH,,,,,,,,False,O=Cc1ccccc1.C[C@H](O)CO>>C[C@H]1COC(c2ccccc2)O1,
Acetal_ketal_formation,85,-0.71,Ar-CHO,R2CH-CHO,,,,,,,,False,O=Cc1ccccc1.CC(C)C(Br)C=O.CO>>COC(OC)[C@H](C(C)C)[C@@H](O)c1ccccc1,OH / OR
Acetal_ketal_formation,81,0.0,CH3-OH,H-Alkenyl,,,,,,,,False,CO.C=C(C=O)[C@H]1COC(CC)(CC)O1>>CCC1(CC)OC[C@H](C(C)C(OC)OC)O1,OR
Acetal_ketal_formation,82,-1.33,R2CH-OR,Ar-CHO,,,,,,,,False,COC(OC)OC.O=Cc1c2ccccc2cc2ccccc12>>COC(OC)c1c2ccccc2cc2ccccc12,OR
Acetal_ketal_formation,90,0.58,Ar-CHO,R2CH-OH,,,,,,,,False,COc1cccc(OC)c1C=O.C=CCC[C@H](O)[C@@H](O)CCC=C>>C=CCC[C@@H]1OC(c2c(OC)cccc2OC)O[C@H]1CCC=C,OR / Dienophile / C=C / C=CH2 / Motif-C=C / Any-Dienophile
Acetal_ketal_formation,100,1.61,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCO.O=C1CCCCC1>>C1CCC2(CC1)OCCO2,
Acetal_ketal_formation,98,1.15,Ar-CHO,R2CH-OR,,,,,,,,False,N#Cc1ccc(C=O)cc1.COC(OC)OC>>COC(OC)c1ccc(C#N)cc1,CN / OR
Acetal_ketal_formation,93,0.21,Ar-COR,R2CH-OR,,,,,,,,False,CC(=O)c1ccccc1.COC(OC)OC>>COC(C)(OC)c1ccccc1,OR
Acetal_ketal_formation,81,-1.68,RCH2-OH,Ar-CHO,,,,,,,,False,OCCO.O=Cc1ccc([N+](=O)[O-])cc1>>O=[N+]([O-])c1ccc(C2OCCO2)cc1,NO2 / NR2
Acetal_ketal_formation,97,0.91,RCH2-OH,Ar-CHO,,,,,,,,False,CCO.O=Cc1ccccc1>>CCOC(OCC)c1ccccc1,
Acetal_ketal_formation,87,0.0,RCH2-CHO,RCH2-OH,,,,,,,,False,O=CCCc1ccccc1.[N-]=[N+]=NC(CO)c1ccccc1>>[N-]=[N+]=NC(COC(CCc1ccccc1)OCC(N=[N+]=[N-])c1ccccc1)c1ccccc1,N3
Acetal_ketal_formation,82,-1.15,CH3-OH,Ar-COR,,,,,,,,False,CO.COc1ccc(C(C)=O)cc1>>COc1ccc(C(C)(OC)OC)cc1,OR
Acetal_ketal_formation,93,0.0,RCH2-OH,Ar-CHO,,,,,,,,False,CCO.N#Cc1ccc(C=O)cc1>>CCOC(OCC)c1ccc([N+](=O)[O-])cc1,
Acetal_ketal_formation,81,-1.57,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccc2ccc3cccc4ccc1c2c34>>COC(OC)c1ccc2ccc3cccc4ccc1c2c34,
Acetal_ketal_formation,83,0.0,Alkyl-CHO,Ar-NHR,,,,,,,,False,O=CC(Cl)(Cl)Cl.Oc1ccccc1NCc1ccccc1>>ClC(Cl)(Cl)C1Oc2ccccc2N1Cc1ccccc1,Cl / X
Acetal_ketal_formation,92,0.13,RCH2-OH,Ar-CHO,,,,,,,,False,OCC(CO)(CO)CO.O=Cc1cccc(Cl)c1>>Clc1cccc(C2OCC3(CO2)COC(c2cccc(Cl)c2)OC3)c1,Cl / X
Acetal_ketal_formation,97,0.71,Alkyl-H-acidic,Alkyl-Si,,,,,,,,False,O=C(CCl)C1CCCCC1.C[Si](C)(C)OCCO[Si](C)(C)C>>ClCC1(C2CCCCC2)OCCO1,Cl / X
Acetal_ketal_formation,95,0.41,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccc(Cl)cc1>>COC(OC)c1ccc(Cl)cc1,Cl / X
Acetal_ketal_formation,100,1.61,Alkyl-H-acidic,RCH2-OH,,,,,,,,False,CCC(C)=O.OCCO>>CCC1(C)OCCO1,
Acetal_ketal_formation,86,-0.74,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCO.O=C1CCCC2CCCCC12>>C1CCC2C(C1)CCCC21OCCO1,
Acetal_ketal_formation,99,1.28,Ar-CHO,RCH2-OH,,,,,,,,False,O=Cc1ccccc1.OCCO>>c1ccc(C2OCCO2)cc1,
Acetal_ketal_formation,95,0.53,RCH2-OH,Ar-CHO,,,,,,,,False,CCO.O=Cc1ccccc1>>CCOC(OCC)c1ccccc1,
Acetal_ketal_formation,90,0.0,R2CH-OH,Ar-COR,,,,,,,,False,CC(O)CO.CC(=O)c1ccc(Cl)cc1>>CC1COC(CBr)(c2ccc(Cl)cc2)O1,Cl / X
Acetal_ketal_formation,86,-0.78,RCH2-OH,Ar-CHO,,,,,,,,False,OCCCO.O=Cc1ccc(Br)cc1>>Brc1ccc(C2OCCCO2)cc1,Br / X
Acetal_ketal_formation,87,-0.61,RCH2-OH,Ar-CHO,,,,,,,,False,OCCCO.O=Cc1ccc(Br)cc1>>Brc1ccc(C2OCCCO2)cc1,Br / X
Acetal_ketal_formation,98,1.0,RCH2-CHO,R2CH-OR,,,,,,,,False,O=CCCc1ccccc1.COC(OC)OC>>COC(CCc1ccccc1)OC,OR
Acetal_ketal_formation,99,1.18,CH3-OH,Alkyl-H-acidic,,,,,,,,False,CO.CC1CCC(=O)CC1>>COC1(OC)CCC(C)CC1,
Acetal_ketal_formation,85,0.0,R2CH-OR,Alkyl-H-acidic,,,,,,,,False,COC(OC)OC.CC(=O)C(C)=O.OC[C@H](O)CBr>>CO[C@@]1(C)OC[C@@H](CBr)O[C@]1(C)OC,OR / Br / X
Acetal_ketal_formation,88,-0.91,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccc(Cl)cc1.OCCO>>ClCC1(c2ccc(Cl)cc2)OCCO1,Cl / X
Acetal_ketal_formation,86,-0.55,Any-C=C,RCH2-OH,,,,,,,,False,O=CC=Cc1ccccc1.OCCO>>C(=CC1OCCO1)c1ccccc1,Dienophile / C=C / Motif-C=C / Any-Dienophile
Acetal_ketal_formation,91,-0.37,CH3-OH,Alkyl-H-acidic,,,,,,,,False,CO.CC(C)(C)C1CCC(=O)CC1>>COC1(OC)CCC(C(C)(C)C)CC1,
Acetal_ketal_formation,97,0.9,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccc([N+](=O)[O-])cc1>>COC(OC)c1ccc([N+](=O)[O-])cc1,NO2 / NR2
Acetal_ketal_formation,94,0.6,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,CCO.CC1CCCCC1=O>>CCOC1(OCC)CCCCC1C,
Acetal_ketal_formation,82,-1.41,Alkyl-H-acidic,RCH2-OH,,,,,,,,False,O=C1CCCCC1.OCCCO>>C1CCC2(CC1)OCCCO2,
Acetal_ketal_formation,92,0.27,Alkyl-H-acidic,RCH2-OH,,,,,,,,False,O=C1CCCCC1.OCC(CO)(CO)CO>>C1CCC2(CC1)OCC1(CO2)COC2(CCCCC2)OC1,
Acetal_ketal_formation,6,0.0,R2CH-OR,H-Alkenyl,,,,,,,,False,COC(OC)OC.O=C1C=CCCCC1>>COC1CCCCC(=O)C1.COC1CCCCC(OC)(OC)C1,OR / COR / acidic
Acetal_ketal_formation,85,-0.92,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccccc1>>COC(OC)c1ccccc1,
Acetal_ketal_formation,98,0.71,RCH2-OR,Ar-CHO,,,,,,,,False,CCOC(OCC)OCC.O=Cc1ccccc1[N+](=O)[O-]>>CCOC(OCC)c1ccccc1[N+](=O)[O-],OR / NO2 / NR2
Acetal_ketal_formation,90,0.8,RCH2-CHO,CH3-OH,,,,,,,,False,CCCC=O.CO>>CCCC(O)C(CC)C(OC)OC,OH / OR
Acetal_ketal_formation,91,-0.47,CH3-OH,R2CH-CHO,,,,,,,,False,CO.CC(C)C=O>>COC(OC)C(C)C,
Acetal_ketal_formation,94,-0.71,RCH2-OH,H-Alkenyl,,,,,,,,False,OCCO.CCCCCC=CC(C)=O>>CCCCCCCC1(C)OCCO1,
Acetal_ketal_formation,90,-0.07,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCO.O=C1CCCC1>>C1CCC2(C1)OCCO2,
Acetal_ketal_formation,90,-0.07,RCH2-OH,Ar-COR,,,,,,,,False,CCO.CC(=O)c1ccccc1>>CCOC(C)(OCC)c1ccccc1,
Acetal_ketal_formation,95,0.83,Alkyl-H-acidic,R2CH-OR,,,,,,,,False,O=C1CCCCC1.COC(OC)OC>>COC1(OC)CCCCC1,OR
Acetal_ketal_formation,98,1.21,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccccc1>>COC(OC)c1ccccc1,
Acetal_ketal_formation,99,1.2,RCH2-OH,Ar-CHO,,,,,,,,False,OCC(CO)(CO)CO.COc1ccc(C=O)cc1>>COc1ccc(C2OCC3(CO2)COC(c2ccc(OC)cc2)OC3)cc1,OR
Acetal_ketal_formation,85,-1.14,CH3-OH,Ar-COR,,,,,,,,False,CO.CC(=O)c1ccc(C)cc1>>COC(C)(OC)c1ccc(C)cc1,
Acetal_ketal_formation,95,1.01,RCH2-OH,Ar-CHO,,,,,,,,False,OCC(CO)(CO)CO.O=Cc1ccccc1[N+](=O)[O-]>>O=[N+]([O-])c1ccccc1C1OCC2(CO1)COC(c1ccccc1[N+](=O)[O-])OC2,NO2 / NR2
Acetal_ketal_formation,85,0.0,RCH2-OR,RCH2-CHO,,,,,,,,False,CCOC(OCC)OCC.O=CCCOCC#Cc1ccccc1>>CCOC(CCOCC#Cc1ccccc1)OCC,OR / C#C / Any-C#C
Acetal_ketal_formation,99,0.71,R2CH-OH,Ar-CHO,,,,,,,,False,CC(O)CO.[N-]=[N+]=Nc1ccccc1C=O>>CC1COC(c2ccccc2N=[N+]=[N-])O1,N3
Acetal_ketal_formation,98,0.71,R2CH-OR,Ar-CHO,,,,,,,,False,COC(OC)OC.O=Cc1ccc([N+](=O)[O-])s1>>COC(OC)c1ccc([N+](=O)[O-])s1,OR / NO2 / NR2 / Thiophene
Acetal_ketal_formation,85,0.0,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCO.CCOC(=O)CC(C)=O>>CCOC(=O)CC1(C)OCCO1,CO2R / Ester / acidic
Acetal_ketal_formation,96,0.81,RCH2-CHO,CH3-OH,,,,,,,,False,CCCCCC=O.CO>>CCCCCC(OC)OC,
Acetal_ketal_formation,99,1.25,RCH2-OH,RCH2-CHO,,,,,,,,False,OCCO.CCCCCCCCCCC=O>>CCCCCCCCCCC1OCCO1,
Acetal_ketal_formation,83,-1.53,Ar-CHO,RCH2-OH,,,,,,,,False,O=Cc1ccccc1Cl.OCCO>>Clc1ccccc1C1OCCO1,Cl / X
Acetal_ketal_formation,84,0.0,Alkyl-Si,Any-C=C,,,,,,,,False,C[Si](C)(C)OCCO[Si](C)(C)C.CCC(=O)OC/C=C/C=O>>CCC(=O)OC/C=C/C1OCCO1,C=C / Dienophile / CO2R / Ester / acidic / Motif-C=C / Any-Dienophile
Acetal_ketal_formation,83,0.0,R2CH-OR,Any-C=C,,,,,,,,False,COC(OC)OC.C=C(C=O)CC=C(C)C>>C=C(CC=C(C)C)C(OC)OC,OR / Dienophile / C=C / Motif-C=C / Any-Dienophile
Acetal_ketal_formation,88,-0.61,CH3-OH,RCH2-CHO,,,,,,,,False,CO.CC(C)=CCCC(C)CC=O>>COC(CC(C)CCC=C(C)C)OC,C=C / Dienophile / Motif-C=C / Any-Dienophile
Acetal_ketal_formation,80,-2.52,CH3-OH,Alkyl-H-acidic,,,,,,,,False,CO.O=C1CCCCC1>>COC1(OC)CCCCC1,
Acetal_ketal_formation,97,1.03,Ar-CHO,RCH2-OH,,,,,,,,False,Cc1ccc(C=O)cc1.OCCCO>>Cc1ccc(C2OCCCO2)cc1,
Acetal_ketal_formation,86,0.0,CH3-OH,Alkyl-H-acidic,,,,,,,,False,CO.COC1CCC(=O)[C@H](C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](C[C@H]2OC(OC)CCC2=O)O[Si](C)(C)C(C)(C)C)O1>>CO[C@H]1CC[C@]2(OC)O[C@@H]([C@@H]3C[C@H]4O[C@H](OC)CC[C@@]4(OC)O3)C[C@@H]2O1,OR
Acetal_ketal_formation,82,0.0,Alkyl-H-acidic,Alkyl-Si,,,,,,,,False,CC(C)[C@@H]1CC[C@@H](C)CC1=O.COC(=O)C(CO[Si](C)(C)C)(CO[Si](C)(C)C)NC(=O)OCc1ccccc1>>COC(=O)[C@]1(NC(=O)OCc2ccccc2)CO[C@]2(C[C@H](C)CC[C@H]2C(C)C)OC1.COC(=O)[C@]1(NC(=O)OCc2ccccc2)CO[C@@]2(C[C@H](C)CC[C@H]2C(C)C)OC1,Carbamate / CO2R / CONHR / Ester
Acetal_ketal_formation,89,-0.24,Alkyl-H-acidic,RCH2-OH,,,,,,,,False,CCC(C)=O.OCCO>>CCC1(C)OCCO1,
Acetal_ketal_formation,90,0.0,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCO.O=C1CCCCC1Br>>BrC1CCCCC12OCCO2,Br / X
Acetal_ketal_formation,89,0.18,Ar-CHO,RCH2-OH,,,,,,,,False,CN(C)c1ccc(C=O)cc1.OCC(CO)(CO)CO>>CN(C)c1ccc(C2OCC3(CO2)COC(c2ccc(N(C)C)cc2)OC3)cc1,NR2
Acetal_ketal_formation,87,0.0,R2CH-OR,Alkyl-H-acidic,,,,,,,,False,COC(OC)OC.CC(=O)N1CCC(=O)CC1>>COC1(OC)CCN(C(C)=O)CC1,OR / Amide / CONR2 / acidic
Acetal_ketal_formation,100,0.0,R2CH-OR,Alkyl-H-acidic,,,,,,,,False,COC(OC)OC.O=C1CCN(C(=O)OCc2ccccc2)CC1>>COC1(OC)CCN(C(=O)OCc2ccccc2)CC1,OR / Carbamate / CO2R / CONR2
Acetal_ketal_formation,83,0.0,H-Alkenyl,Any-SO2R,,,,,,,,False,C=C(C=O)Cc1ccccc1.Cc1ccc(S(=O)(=O)ONS(=O)(=O)c2ccccc2[N+](=O)[O-])cc1.CO.[Na]>>COC(OC)[C@@](O)(CNS(=O)(=O)c1ccccc1[N+](=O)[O-])Cc1ccccc1,SO2NHR / SO2R / SR / NO2 / NR2 / Sulfonamide / OH / OR
Acetal_ketal_formation,93,1.0,H-Alkenyl,Any-SO2R,,,,,,,,False,C=C(C=O)CCCCCC.Cc1ccc(S(=O)(=O)ONS(=O)(=O)c2ccccc2[N+](=O)[O-])cc1.CO.[Na]>>CCCCCC[C@](O)(CNS(=O)(=O)c1ccccc1[N+](=O)[O-])C(OC)OC,SO2NHR / SO2R / SR / NO2 / NR2 / Sulfonamide / OH / OR
Acetal_ketal_formation,88,0.0,H-Alkenyl,Any-SO2R,,,,,,,,False,C=C(C=O)C(C)C.Cc1ccc(S(=O)(=O)ONS(=O)(=O)c2ccccc2[N+](=O)[O-])cc1.CO.[Na]>>COC(OC)[C@@](O)(CNS(=O)(=O)c1ccccc1[N+](=O)[O-])C(C)C,SO2NHR / SO2R / SR / NO2 / NR2 / Sulfonamide / OH / OR
Acetal_ketal_formation,83,-1.0,H-Alkenyl,Any-SO2R,,,,,,,,False,O=CC1=CCCCC1.Cc1ccc(S(=O)(=O)ONS(=O)(=O)c2ccccc2[N+](=O)[O-])cc1.CO.[Na]>>COC(OC)[C@@]1(O)CCCC[C@H]1NS(=O)(=O)c1ccccc1[N+](=O)[O-],SO2NHR / SO2R / SR / NO2 / NR2 / Sulfonamide / OH / OR
Acetal_ketal_formation,12,0.0,H-Alkenyl,Ar-R,,,,,,,,False,CC/C=C(/C)C=O.Cc1ccc(S(=O)(=O)ONS(=O)(=O)c2ccccc2[N+](=O)[O-])cc1.CO.[Na]>>CC[C@@H](NS(=O)(=O)c1ccccc1[N+](=O)[O-])[C@@](C)(O)C(OC)OC.CC[C@H]1N(S(=O)(=O)c2ccccc2[N+](=O)[O-])[C@@H](OC)[C@]1(C)O,SO2NHR / SO2R / SR / NO2 / NR2 / Sulfonamide / OH / OR
Acetal_ketal_formation,85,0.0,CH3-OH,RCH2-CHO,,,,,,,,False,CO.CC(=O)[C@@H]1C[C@H](CC=O)C1(C)C>>COC(C[C@@H]1C[C@H](C(C)=O)C1(C)C)OC,acidic / COR
Acetal_ketal_formation,82,-2.25,Ar-CHO,R2CH-OR,,,,,,,,False,Cc1ccc(C=O)cc1.COC(OC)OC>>COC(OC)c1ccc(C)cc1,OR
Acetal_ketal_formation,97,0.71,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCO.C[C@]12CC[C@H](O)CC1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12>>C[C@]12CC[C@H](O)CC1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC21OCCO1,OH / OR
Acetal_ketal_formation,81,-2.09,Ar-CHO,RCH2-OH,,,,,,,,False,O=Cc1ccccc1.OCCO>>c1ccc(C2OCCO2)cc1,
Acetal_ketal_formation,90,-0.4,Ar-CHO,RCH2-OH,,,,,,,,False,O=Cc1cccc2ccccc12.OCCO>>c1ccc2c(C3OCCO3)cccc2c1,
Acetal_ketal_formation,87,-0.2,Ar-CHO,R2CH-OH,,,,,,,,False,O=Cc1ccccc1.CCCCCCCCC(O)CO>>CCCCCCCCC1COC(c2ccccc2)O1,
Acetal_ketal_formation,82,-1.75,CH3-OH,RCH2-CHO,,,,,,,,False,CO.CCCCCCCCCC=O>>CCCCCCCCCC(OC)OC,
Acetal_ketal_formation,97,1.11,Alkyl-H-acidic,RCH2-OH,,,,,,,,False,CC(C)(C)C1CCC(=O)CC1.OCCO>>CC(C)(C)C1CCC2(CC1)OCCO2,
Acetal_ketal_formation,98,1.42,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccccc1.OCCO>>BrCC1(c2ccccc2)OCCO1,
Acetal_ketal_formation,99,1.84,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccc(Br)cc1.OCCO>>BrCC1(c2ccc(Br)cc2)OCCO1,Br / X
Acetal_ketal_formation,96,1.05,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccc(Cl)cc1.OCCO>>Clc1ccc(C2(CBr)OCCO2)cc1,Cl / X
Acetal_ketal_formation,92,0.71,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1ccc(F)cc1>>Fc1ccc(C2(CBr)OCCO2)cc1,F / X
Acetal_ketal_formation,93,0.0,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1cccc(Br)c1>>BrCC1(c2cccc(Br)c2)OCCO1,Br / X
Acetal_ketal_formation,100,0.93,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1cccc([N+](=O)[O-])c1>>O=[N+]([O-])c1cccc(C2(CBr)OCCO2)c1,NO2 / NR2
Acetal_ketal_formation,98,0.63,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccc([N+](=O)[O-])cc1.OCCO>>O=[N+]([O-])c1ccc(C2(CBr)OCCO2)cc1,NO2 / NR2
Acetal_ketal_formation,97,0.0,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1ccc(C(F)(F)F)cc1>>FC(F)(F)c1ccc(C2(CBr)OCCO2)cc1,CF3 / F / X
Acetal_ketal_formation,96,1.05,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1ccc(Cl)cc1Cl>>Clc1ccc(C2(CBr)OCCO2)c(Cl)c1,Cl / X
Acetal_ketal_formation,86,-1.41,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1ccc(Cl)c(Cl)c1>>Clc1ccc(C2(CBr)OCCO2)cc1Cl,Cl / X
Acetal_ketal_formation,91,0.43,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccc(-c2ccccc2)cc1.OCCO>>BrCC1(c2ccc(-c3ccccc3)cc2)OCCO1,
Acetal_ketal_formation,92,-0.58,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1ccc(-c2ccc(Br)cc2)cc1>>BrCC1(c2ccc(-c3ccc(Br)cc3)cc2)OCCO1,Br / X
Acetal_ketal_formation,85,-0.87,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1ccc(C)cc1>>Cc1ccc(C2(CBr)OCCO2)cc1,
Acetal_ketal_formation,96,0.94,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCO.O=C1CCCCC1>>BrC1CCCCC12OCCO2,
Acetal_ketal_formation,82,-1.41,Alkyl-H-acidic,RCH2-OH,,,,,,,,False,CCC(=O)CC.OCCO>>CCC1(C(C)Br)OCCO1,
Acetal_ketal_formation,90,-0.07,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccccc1.OCCO>>ClCC1(c2ccccc2)OCCO1,
Acetal_ketal_formation,91,-0.61,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccc(Br)cc1.OCCO>>ClCC1(c2ccc(Br)cc2)OCCO1,Br / X
Acetal_ketal_formation,95,0.81,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccc(Cl)cc1.OCCO>>ClCC1(c2ccc(Cl)cc2)OCCO1,Cl / X
Acetal_ketal_formation,100,0.93,RCH2-OH,Ar-COR,,,,,,,,False,OCCO.CC(=O)c1cccc([N+](=O)[O-])c1>>O=[N+]([O-])c1cccc(C2(CCl)OCCO2)c1,NO2 / NR2
Acetal_ketal_formation,97,0.47,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccc([N+](=O)[O-])cc1.OCCO>>O=[N+]([O-])c1ccc(C2(CCl)OCCO2)cc1,NO2 / NR2
Acetal_ketal_formation,92,0.27,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCO.O=C1CCCCC1>>ClC1CCCCC12OCCO2,
Acetal_ketal_formation,96,0.77,R2CH-OH,Ar-COR,,,,,,,,False,CC(O)CO.CC(=O)c1ccccc1>>CC1COC(CBr)(c2ccccc2)O1,
Acetal_ketal_formation,99,1.3,RCH2-OH,Ar-CHO,,,,,,,,False,CCO.O=Cc1ccccc1[N+](=O)[O-]>>CCOC(OCC)c1ccccc1[N+](=O)[O-],NO2 / NR2
Acetal_ketal_formation,93,0.96,RCH2-OH,Ar-CHO,,,,,,,,False,CCO.COc1ccc(C=O)cc1>>CCOC(OCC)c1ccc(OC)cc1,OR
Acetal_ketal_formation,94,0.21,CH3-OH,Alkyl-H-acidic,,,,,,,,False,CO.CC1CCCCC1=O>>COC1(OC)CCCCC1C,
Acetal_ketal_formation,81,0.0,CH3-OH,Ar-CHO,,,,,,,,False,CO.C=CCOc1ccc(C=O)cc1>>C=CCOc1ccc(C(OC)OC)cc1,Dienophile / C=C / C=CH2 / OR / Motif-C=C / Any-Dienophile
Acetal_ketal_formation,91,0.11,Ar-COR,RCH2-OH,,,,,,,,False,CC(=O)c1ccccc1.CC(C)(CO)CO>>CC1(C)COC(C)(c2ccccc2)OC1,
Acetal_ketal_formation,94,-0.33,RCH2-OH,Alkyl-H-acidic,,,,,,,,False,OCCCO.CC(=O)CCc1ccccc1>>CC1(CCc2ccccc2)OCCCO1,
Acetal_ketal_formation,81,-1.57,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccccc1>>COC(OC)c1ccccc1,
Acetal_ketal_formation,86,0.71,CH3-OH,Ar-CHO,,,,,,,,False,CO.CSc1ccc(C=O)cc1>>COC(OC)c1ccc(SC)cc1,SR
Acetal_ketal_formation,99,1.62,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccc(F)cc1>>COC(OC)c1ccc(F)cc1,F / X
Acetal_ketal_formation,96,0.57,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccc(Cl)cc1>>COC(OC)c1ccc(Cl)cc1,Cl / X
Acetal_ketal_formation,99,0.88,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccc(Br)cc1>>COC(OC)c1ccc(Br)cc1,Br / X
Acetal_ketal_formation,81,-1.77,CH3-OH,Ar-CHO,,,,,,,,False,CO.N#Cc1ccc(C=O)cc1>>COC(OC)c1ccc(C#N)cc1,CN
Acetal_ketal_formation,99,1.28,CH3-OH,Ar-CHO,,,,,,,,False,CO.O=Cc1ccc([N+](=O)[O-])cc1>>COC(OC)c1ccc([N+](=O)[O-])cc1,NO2 / NR2
Acetal_ketal_formation,92,-0.1,CH3-OH,RCH2-CHO,,,,,,,,False,CO.O=CCCc1ccccc1>>COC(CCc1ccccc1)OC,
Acetal_ketal_formation,99,1.41,RCH2-OH,Ar-CHO,,,,,,,,False,CCO.O=Cc1ccc(Br)cc1>>CCOC(OCC)c1ccc(Br)cc1,Br / X
Acetal_ketal_formation,95,0.52,RCH2-OH,Ar-CHO,,,,,,,,False,CCO.N#Cc1ccc(C=O)cc1>>CCOC(OCC)c1ccc(C#N)cc1,CN
Acetal_ketal_formation,99,1.3,RCH2-OH,Ar-CHO,,,,,,,,False,CCO.O=Cc1ccc([N+](=O)[O-])cc1>>CCOC(OCC)c1ccc([N+](=O)[O-])cc1,NO2 / NR2
Acetal_ketal_formation,99,1.42,Ar-CHO,RCH2-OH,,,,,,,,False,Cc1ccc(C=O)cc1.OCCO>>Cc1ccc(C2OCCO2)cc1,
Acetal_ketal_formation,90,-0.33,RCH2-OH,Ar-CHO,,,,,,,,False,OCCO.Cc1cccc(C=O)c1>>Cc1cccc(C2OCCO2)c1,
Acetal_ketal_formation,98,0.87,RCH2-OH,Ar-CHO,,,,,,,,False,OCCO.O=Cc1ccc(F)cc1>>Fc1ccc(C2OCCO2)cc1,F / X
Acetal_ketal_formation,99,1.41,Ar-CHO,RCH2-OH,,,,,,,,False,O=Cc1ccc(Cl)cc1.OCCO>>Clc1ccc(C2OCCO2)cc1,Cl / X
Acetal_ketal_formation,87,0.0,RCH2-OH,Ar-CHO,,,,,,,,False,OCCO.N#Cc1cc(F)cc(C=O)c1>>N#Cc1cc(F)cc(C2OCCO2)c1,CN / F / X
Acetal_ketal_formation,91,0.34,RCH2-CHO,RCH2-OH,,,,,,,,False,O=CCCc1ccccc1.OCCO>>c1ccc(CCC2OCCO2)cc1,
Acetal_ketal_formation,81,-1.66,R2CH-CHO,RCH2-OH,,,,,,,,False,CC(C=O)c1ccccc1.OCCO>>CC(c1ccccc1)C1OCCO1,
Acetal_ketal_formation,94,0.55,R2CH-CHO,RCH2-OH,,,,,,,,False,CC(C=O)Cc1ccc(C(C)(C)C)cc1.OCCO>>CC(Cc1ccc(C(C)(C)C)cc1)C1OCCO1,
Acetal_ketal_formation,95,0.71,R3C-OH,Ar-CHO,,,,,,,,False,CC(C)(O)C(C)(C)O.O=Cc1ccc(Br)cc1>>CC1(C)OC(c2ccc(Br)cc2)OC1(C)C,Br / X
Acetal_ketal_formation,95,0.74,RCH2-OH,Ar-CHO,,,,,,,,False,OCCCO.O=Cc1ccc(Br)cc1>>Brc1ccc(C2OCCCO2)cc1,Br / X
