reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Negishi_coupling,88,0.0,Ar-I,Ar-Zn,NiCl2,PPh3,,HCl,,,LiCl,,,THF/H2O,False,O=c1c(I)coc2ccccc12.Clc1cc[c]([Zn][Br])cc1>>O=c1c(-c2ccc(Cl)cc2)coc2ccccc12,X / Cl,"Molecular Diversity (2014), 18(2), 245-251"
Negishi_coupling,96,0.71,Ar-Br,RCH2-Zn,CuI,,,,,,,,95464-05-4,DMF/THF/EtOAc/H2O,False,O=[N+]([O-])c1c(Br)ccc2ncccc12.CC(C)[CH2][Zn][Br]>>CC(C)Cc1ccc2ncccc2c1[N+](=O)[O-],NO2 / NR2 / Quinoline / Pyridine,"Journal of Medicinal Chemistry (2018), 61(18), 8374-8389"
Negishi_coupling,84,-0.71,Ar-Br,RCH2-Zn,CuI,,,,,,,,95464-05-4,DMF/THF/EtOAc/H2O,False,O=[N+]([O-])c1c(Br)ccc2ncccc12.[Br][Zn][CH2]C1CCCCC1>>O=[N+]([O-])c1c(CC2CCCCC2)ccc2ncccc12,NO2 / NR2 / Quinoline / Pyridine,"Journal of Medicinal Chemistry (2018), 61(18), 8374-8389"
Negishi_coupling,77,0.58,RCH2-Zn,Ar-Br,CuI,,,,,,,,95464-05-4,THF,False,CC(C)[CH2][Zn][Br].Cn1cc2c([N+](=O)[O-])c(Br)ccc2n1>>CC(C)Cc1ccc2nn(C)cc2c1[N+](=O)[O-],NO2 / NR2 / AromN,"Journal of Medicinal Chemistry (2018), 61(18), 8374-8389"
Negishi_coupling,77,0.58,RCH2-Zn,Ar-Br,CuI,,,,,,,,95464-05-4,THF,False,CC(C)[CH2][Zn][Br].Cn1cc2c([N+](=O)[O-])c(Br)ccc2n1>>CC(C)Cc1ccc2nn(C)cc2c1[N+](=O)[O-],NO2 / NR2 / AromN,"Journal of Medicinal Chemistry (2018), 61(18), 8374-8389"
Negishi_coupling,75,-1.15,RCH2-Zn,Ar-Br,CuI,,,,,,,,95464-05-4,THF,False,[Br][Zn][CH2]C1CCCCC1.Cn1cc2c([N+](=O)[O-])c(Br)ccc2n1>>Cn1cc2c([N+](=O)[O-])c(CC3CCCCC3)ccc2n1,NO2 / NR2 / AromN,"Journal of Medicinal Chemistry (2018), 61(18), 8374-8389"
Negishi_coupling,85,0.0,Ar-Br,RCH2-Zn,Pd2(dba)3,XPhos,,,,,,,,THF,False,Brc1ccc(OCc2ccccc2)cc1.CC(C)(C)OC(=O)[CH2][Zn][Br]>>CC(C)(C)OC(=O)Cc1ccc(OCc2ccccc2)cc1,OR / CO2R / Ester / acidic,"Angewandte Chemie, International Edition (2018), 57(40), 13231-13236"
Negishi_coupling,73,0.0,Ar-Br,RCH2-Zn,Pd2(dba)3,XPhos,,,,,,,,THF,False,Clc1ccc(Br)cc1.CC(C)(C)OC(=O)[CH2][Zn][Br]>>CC(C)(C)OC(=O)Cc1ccc(Cl)cc1,X / Cl / CO2R / Ester / acidic,"Angewandte Chemie, International Edition (2018), 57(40), 13231-13236"
Negishi_coupling,91,0.0,Ar-Br,RCH2-Zn,Pd2(dba)3,XPhos,,,,,,,,THF,False,O=[N+]([O-])c1ccc(Br)cc1.O=C([CH2][Zn][Br])OCc1ccccc1>>O=C(Cc1ccc([N+](=O)[O-])cc1)OCc1ccccc1,NO2 / NR2 / CO2R / Ester / acidic,"Angewandte Chemie, International Edition (2018), 57(40), 13231-13236"
Negishi_coupling,84,0.0,Ar-Br,RCH2-Zn,Pd2(dba)3,XPhos,,,,,,,,THF,False,N#Cc1ccc(Br)cc1.O=C([CH2][Zn][Br])OCc1ccccc1>>N#Cc1ccc(CC(=O)OCc2ccccc2)cc1,CN / CO2R / Ester / acidic,"Angewandte Chemie, International Edition (2018), 57(40), 13231-13236"
