reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,acid,oxidant,reductant,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Negishi_coupling,88,0.71,Ar-X,Ar-CO2R,Pd2(dba)3,P(2-furyl)3,NaOMe,,,,AcOH,,,THF,False,Fc1c(Cl)cccc1[CH2][Zn][Br].CCOC(=O)c1cn([C@H](CO[Si](C)(C)C(C)(C)C)C(C)C)c2cc(F)c(I)cc2c1=O.CO>>COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,Cl / X / F / AromN / Quinoline / OR / OH,"Journal of Medicinal Chemistry (2009), 52(15), 4869-4882"
Negishi_coupling,72,-0.71,Ar-CO2R,Ar-X,Pd(dba)2,P(2-furyl)3,,,,,NH4Cl,,,THF/H2O/MeOH,False,CCOC(=O)c1cn([C@H](CO[Si](C)(C)C(C)(C)C)C(C)C)c2cc(F)c(I)cc2c1=O.Fc1c(Cl)cccc1[CH2][Zn][Br].CO.[Na]>>COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,F / X / AromN / Quinoline / OR / Cl / OH,"Zhongguo Yiyao Gongye Zazhi (2014), 45(1), 5-8"
Negishi_coupling,89,0.0,Ar-Br,Ar-Mg,"[1,3-Bis(diphenylphosphino)propane]nickel(II) chloride",,,,,,NH4Cl,,128-08-5,THF/H2O/DMF,False,Brc1ccsc1.COc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2cc(Br)sc2Br)cc1,Br / X / Thiophene / OR,"Chemistry - A European Journal (2016), 22(46), 16450-16454"
Negishi_coupling,8,-0.71,Ar-I,R2CH-Zn,Pd(MeCN)2Cl2,,,,,,NH4Cl,,24282-45-9,THF/H2O,False,CCOC(=O)c1ccccc1I.[Cl][Zn][CH]1CCCCC1>>CCOC(=O)c1ccccc1.CCOC(=O)c1ccccc1C1CCCCC1,CO2R,"Advanced Synthesis & Catalysis (2008), 350(9), 1349-1354"
Negishi_coupling,87,0.0,Any-M,Ar-I,CuI/dppf-PdCl2,,,,,,ZnCl2/NH4Cl,,,Et2O/THF/H2O,False,[Li][c]1cccs1.Ic1c(-c2ccccn2)nn(-c2ccccn2)c1-c1ccccn1>>c1ccc(-c2cc(-c3ccccn3)n(-c3ccccn3)n2)nc1.c1ccc(-c2nn(-c3ccccn3)c(-c3ccccn3)c2-c2cccs2)nc1,Thiophene / AromN / Pyridine,"Beilstein Journal of Organic Chemistry (2017), 13895-902"
Negishi_coupling,85,0.0,Alkyl-M,Ar-I,CuI/dppf-PdCl2,,,,,,ZnCl2/NH4Cl,,,Et2O/Pent/THF/H2O,False,[Li][CH2][Si](C)(C)C.Ic1c(-c2ccccn2)nn(-c2ccccc2)c1-c1ccccn1>>c1ccc(-n2nc(-c3ccccn3)cc2-c2ccccn2)cc1.C[Si](C)(C)Cc1c(-c2ccccn2)nn(-c2ccccc2)c1-c1ccccn1,Si / AromN / Pyridine,"Beilstein Journal of Organic Chemistry (2017), 13895-902"
Negishi_coupling,10,0.0,Any-Zn,Ar-I,Pd2(dba)3路CHCl3,SPhos,,,,,,,,DMF,False,COC1=[O]->[Zn@@+2]2([I-])<-[CH2-][C@@H]1NC(OC(C)(C)C)=[O]->2.COc1ccnc2c1c(I)cn2S(=O)(=O)c1ccccc1>>COc1ccnc2c1ccn2S(=O)(=O)c1ccccc1.COC(=O)[C@H](Cc1cn(S(=O)(=O)c2ccccc2)c2nccc(OC)c12)NC(=O)OC(C)(C)C,Carbamate / CO2R / CONHR / Ester / acidic / OR / Pyridine / SO2R / AromN / SR,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5259-5269"
Negishi_coupling,2,0.0,Alkyl-Zn,Ar-Br,Di-MU-iodobis(tri-t-butylphosphino)dipalladium(I),,,,,,,,,PhMe,False,[CH3][Zn][Cl].COc1cc(OS(=O)(=O)C(F)(F)F)cc(C23CC4CC(CC(C4)C2)C3)c1Br>>COc1cc(OS(=O)(=O)C(F)(F)F)cc(C23CC4CC(CC(C4)C2)C3)c1.COc1cc(OS(=O)(=O)C(F)(F)F)cc(C23CC4CC(CC(C4)C2)C3)c1C,OTf / OMs / OSO2R / F / X / SO2R / SR / OR,"Angewandte Chemie, International Edition (2020), 59(20), 7721-7725"
Negishi_coupling,88,0.0,Ar-I,Ar-Zn,dppf-PdCl2,,,,,,NH4Cl,,,THF/H2O,False,CCOC(=O)c1ccc(I)cc1.CC(C)c1cccc[c]1[Zn][Cl]>>CCOC(=O)c1ccccc1.CCOC(=O)c1ccc(-c2ccccc2C(C)C)cc1,CO2R,"Journal of the American Chemical Society (2009), 131(29), 10201-10210"
Negishi_coupling,89,0.0,Any-C=C,Ar-Br,Pd2(dba)3,PtBu3,,,,,,,,PhMe,False,C=[CH][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.COC(=O)c1ccc(-c2cc(C(C)(C)C)cc3c2Oc2c(Br)cc(C(C)(C)C)cc2C3(C)C)cc1>>C=Cc1cc(C(C)(C)C)cc2c1Oc1c(-c3ccc(C(=O)OC)cc3)cc(C(C)(C)C)cc1C2(C)C,Dienophile / C=C / OAr / OR / CO2R / Motif-C=C / Any-Dienophile,"Synthesis (2015), 47(2), 187-192"
Negishi_coupling,99,-0.58,Ar-Br,RCH2-Sn,Pd(P(t-Bu)3)2,,DABCO,,,,NaCl,,290309-85-2,H2O,False,COc1cccc(Br)c1.CCC[CH2][Sn]([C]#Cc1ccccc1)([CH2]CCC)[CH2]CCC>>COc1cccc(C#Cc2ccccc2)c1,OR / C#C / Any-C#C,"Journal of Organic Chemistry (2014), 79(3), 888-900"
Negishi_coupling,99,-0.58,Ar-Br,RCH2-Sn,Pd(P(t-Bu)3)2,,DABCO,,,,NaCl,,290309-85-2,H2O,False,COc1ccc2ccccc2c1Br.CCC[CH2][Sn]([C]#Cc1ccccc1)([CH2]CCC)[CH2]CCC>>COc1ccc2ccccc2c1C#Cc1ccccc1,OR / C#C / Any-C#C,"Journal of Organic Chemistry (2014), 79(3), 888-900"
Negishi_coupling,86,0.0,Ar-I,Ar-Sn,RuPhos Pd G2,,,,,,,,,Dioxane,False,COc1c(I)n(C)c(C(=O)NCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c(SC)c1=O.[CH3][Sn]([CH3])([CH3])[c]1csc(-c2ccc3cc(Cl)ccc3n2)n1>>COc1c(-c2csc(-c3ccc4cc(Cl)ccc4n3)n2)n(C)c(C(=O)NCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c(SC)c1=O,CONHR / OR / SR / Si / X / Amide / AromN / Pyridine / Cl / Quinoline / Thiazole,"Organic Letters (2012), 14(17), 4674-4677"
Negishi_coupling,97,0.0,Ar-Sn,,Pd2(dba)3,SPhos,,,,,,,,THF,False,[CH3][Sn]([CH3])([CH3])[c]1cc2s[c]([Sn]([CH3])([CH3])[CH3])cc2s1.CCCCCCCCC1(CCCCCCCC)C2=CC=CC=C2C2=C1C=C1C3=CC=C(Br)C4=NSN(=C34)[B+3]([C-]3=CC=CC=C3)([C-]3=CC=CC=C3)[C-]1=C2>>CCCCCCCCC1(CCCCCCCC)C2=CC=CC=C2C2=C1C=C1C3=CC=C(C4=CC5=C(C=C(C6=CC=C7C8=CC9=C(C=[C-]8[B+3]([C-]8=CC=CC=C8)([C-]8=CC=CC=C8)N8=C7C6=NS8)C6=CC=CC=C6C9(CCCCCCCC)CCCCCCCC)S5)S4)C4=NSN(=C34)[B+3]([C-]3=CC=CC=C3)([C-]3=CC=CC=C3)[C-]1=C2,,"Chemistry - A European Journal (2016), 22(35), 12439-12448"
Negishi_coupling,75,-0.58,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Ic1ccccc1.CCCC[C@@H](O)/C=[C](\C)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCCC[C@@H](O)/C=C(\C)c1ccccc1,C=C / Dienophile / OH / OR / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2018), 16(21), 3921-3946"
Negishi_coupling,88,1.15,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Ic1ccccc1.CCCC[C@@H](O)/C=[C](\CC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCCC[C@@H](O)/C=C(\CC)c1ccccc1,C=C / Dienophile / OH / OR / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2018), 16(21), 3921-3946"
Negishi_coupling,75,-0.58,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Ic1ccccc1.CCCCCC/[C](=C\[C@H](O)CCCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCCCCC/C(=C\[C@H](O)CCCC)c1ccccc1,C=C / Dienophile / OH / OR / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2018), 16(21), 3921-3946"
Negishi_coupling,82,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Cc1ccccc1I.CCCC[C@@H](O)/C=[C](\C)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCCC[C@@H](O)/C=C(\C)c1ccccc1C,C=C / Dienophile / OH / OR / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2018), 16(21), 3921-3946"
Negishi_coupling,74,0.0,Ar-X,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Clc1ccccc1I.CCCC[C@@H](O)/C=[C](\C)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCCC[C@@H](O)/C=C(\C)c1ccccc1Cl,Cl / X / C=C / Dienophile / OH / OR / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2018), 16(21), 3921-3946"
Negishi_coupling,79,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,N#Cc1ccc(I)cc1.CCCC[C@@H](O)/C=[C](\C)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCCC[C@@H](O)/C=C(\C)c1ccc(C#N)cc1,CN / C=C / Dienophile / OH / OR / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2018), 16(21), 3921-3946"
Negishi_coupling,77,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,COC(=O)c1ccc(I)cc1.CCCC[C@@H](O)/C=[C](\C)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC>>CCCC[C@@H](O)/C=C(\C)c1ccc(C(=O)OC)cc1,CO2R / C=C / Dienophile / OH / OR / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2018), 16(21), 3921-3946"
Negishi_coupling,71,0.0,Ar-I,Alkenyl-Sn,CuI/Pd2(dba)3,P(2-furyl)3,,,,,,,,NMP,False,Ic1cccs1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[C]1=C2CCCC2=[C]([Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC)P1(=O)c1ccccc1>>O=P1(c2ccccc2)C(c2cccs2)=C2CCCC2=C1c1cccs1,Thiophene / Dienophile / C=C / Cyclohexene / Any-C=C-C=C / Motif-C=C / Any-Dienophile,"Chemistry Letters (2011), 40(9), 919-921"
Negishi_coupling,72,0.0,RCH2-Sn,Ar-Br,"Zincbromidehydrate,Puratronic(R),(metalsbasis)/Dichlorobis(tri-o-tolylphosphine)palladium(II)",,,,,,,,,DMF,False,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[CH2]C(=O)OCC.COCOc1cc(OC)c(CO[Si](C)(C)C(C)(C)C)cc1Br>>CCOC(=O)Cc1cc(CO[Si](C)(C)C(C)(C)C)c(OC)cc1OCOC,CO2R / Ester / acidic / OR / Si,"Archives of Pharmacal Research (2011), 34(8), 1269-1276"
Negishi_coupling,91,1.26,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Ic1ccccc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>C[C@H](O)/C=C(\COCc1ccccc1)c1ccccc1,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,88,0.9,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Cc1ccccc1I.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>Cc1ccccc1/C(=C/[C@H](C)O)COCc1ccccc1,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,73,-0.88,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Cc1cccc(I)c1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>Cc1cccc(/C(=C/[C@H](C)O)COCc2ccccc2)c1,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,74,-0.76,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Cc1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>Cc1ccc(/C(=C/[C@H](C)O)COCc2ccccc2)cc1,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,72,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,COc1ccccc1I.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>COc1ccccc1/C(=C/[C@H](C)O)COCc1ccccc1,OR / C=C / Dienophile / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,77,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,CC(C)(C)OC(=O)N(Cc1ccccc1)c1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>C[C@H](O)/C=C(\COCc1ccccc1)c1ccc(N(Cc2ccccc2)C(=O)OC(C)(C)C)cc1,Carbamate / CO2R / CONR2 / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,82,0.0,Any-X,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,FC(F)(F)c1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>C[C@H](O)/C=C(\COCc1ccccc1)c1ccc(C(F)(F)F)cc1,CF3 / F / X / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,72,0.0,Ar-X,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Fc1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>C[C@H](O)/C=C(\COCc1ccccc1)c1ccc(F)cc1,F / X / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,79,0.0,Ar-X,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Clc1ccccc1I.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>C[C@H](O)/C=C(\COCc1ccccc1)c1ccccc1Cl,Cl / X / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,73,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,N#Cc1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>C[C@H](O)/C=C(\COCc1ccccc1)c1ccc(C#N)cc1,CN / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,81,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,COC(=O)c1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>COC(=O)c1ccc(/C(=C/[C@H](C)O)COCc2ccccc2)cc1,CO2R / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,76,-0.52,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Ic1cccc2ccccc12.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCc1ccccc1>>C[C@H](O)/C=C(\COCc1ccccc1)c1cccc2ccccc12,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,89,-0.71,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Ic1ccccc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccccc1,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,86,-1.13,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Cc1cccc(I)c1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1cccc(C)c1,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,91,0.76,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Cc1ccccc1I.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccccc1C,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,90,0.38,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Cc1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccc(C)cc1,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,81,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,COc1ccccc1I.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccccc1OC,OR / C=C / Dienophile / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,77,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,CC(C)(C)OC(=O)N(Cc1ccccc1)c1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccc(N(Cc2ccccc2)C(=O)OC(C)(C)C)cc1,Carbamate / CO2R / CONR2 / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,91,0.0,Any-X,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,FC(F)(F)c1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccc(C(F)(F)F)cc1,CF3 / F / X / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,90,0.0,Ar-X,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Fc1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccc(F)cc1,F / X / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,83,0.0,Ar-X,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Clc1ccccc1I.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccccc1Cl,Cl / X / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,91,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,N#Cc1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccc(C#N)cc1,CN / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,95,0.0,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,COC(=O)c1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1ccc(C(=O)OC)cc1,CO2R / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,95,0.71,Ar-I,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Ic1cccc2ccccc12.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1cccc2ccccc12,C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,79,0.0,Ar-Br,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Brc1cccc2ncccc12.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1cccc2ncccc12,Quinoline / Pyridine / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,84,0.0,Ar-Br,Any-C=C,CuI,,,,,,CsF,,14221-01-3,THF,False,Brc1coc2ccccc12.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](=C/[C@H](C)O)COCOC>>COCOC/C(=C\[C@H](C)O)c1coc2ccccc12,Benzofuran / Furan / C=C / Dienophile / OR / OH / Motif-C=C / Any-Dienophile,"Organic & Biomolecular Chemistry (2020), 18(6), 1204-1213"
Negishi_coupling,100,1.15,Ar-Br,RCH2-Sn,Pd(P(t-Bu)3)2,,DABCO,,,,NaCl,,1309573-60-1,H2O,False,COc1ccc2ccccc2c1Br.CCC[CH2][Sn]([C]#Cc1ccccc1)([CH2]CCC)[CH2]CCC>>COc1ccc2ccccc2c1C#Cc1ccccc1,OR / C#C / Any-C#C,"Journal of Organic Chemistry (2014), 79(3), 888-900"
Negishi_coupling,71,0.0,Ar-Sn,Ar-Br,Cuprous chloride,,,,,,LiCl,,14221-01-3,,False,COc1ccc(CCN(C)C)[c]([Sn]([CH3])([CH3])[CH3])c1OC.CC(C)(C)OC(=O)NCCc1cn(C(=O)OC(C)(C)C)c2cc(Br)cc(OCc3ccccc3)c12>>COc1ccc(CCN(C)C)c(-c2cc(OCc3ccccc3)c3c(CCNC(=O)OC(C)(C)C)cn(C(=O)OC(C)(C)C)c3c2)c1OC,OR / NR2 / Carbamate / CO2R / CONHR / AromN,"Chemistry - A European Journal (2012), 18(16), 4999-5005, S4999/1-S4999/31"
Negishi_coupling,82,0.0,Ar-X,Alkenyl-Sn,CuI,,,,,,,,14221-01-3,DMF,False,Clc1cccc(I)c1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](F)=C\F>>F/C=C(/F)c1cccc(Cl)c1,Cl / X / Dienophile / C=C / F / Motif-C=C / Any-Dienophile,"Journal of Fluorine Chemistry (2011), 132(2), 78-87"
Negishi_coupling,71,0.0,Any-X,Alkenyl-Sn,Pd(OAc)2/CuI,PPh3,,,,,KI,,,DMF/Et2O/H2O,False,O=S(=O)(Oc1ccc(I)cc1)C(F)(F)F.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[C](OCOCCOC)=C(F)F>>COCCOCOC(=C(F)F)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,OTf / OMs / OSO2R / F / X / SO2R / SR / OR / EnolEther / Dienophile / C=C / Motif-C=C / Any-Dienophile / Any-EnolEther,"Organic & Biomolecular Chemistry (2011), 9(24), 8328-8339"
Negishi_coupling,83,0.0,Ar-I,Alkenyl-Sn,CuI,,,,,,,,14221-01-3,DMF,False,N#Cc1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](F)=C\F>>N#Cc1ccc(/C(F)=C\F)cc1,CN / X / Dienophile / C=C / F / Motif-C=C / Any-Dienophile,"Journal of Fluorine Chemistry (2011), 132(2), 78-87"
Negishi_coupling,84,0.0,Ar-Br,Any-C=C,Pd(P(t-Bu)3)2,,DABCO,,,,NaCl,,290309-85-2,H2O,False,Cc1ccc(Br)c2ccccc12.CCC[CH2][Sn](/[CH]=C\OCC)([CH2]CCC)[CH2]CCC>>CCO/C=C\c1ccc(C)c2ccccc12,Dienophile / C=C / OR / EnolEther / Motif-C=C / Any-Dienophile / Any-EnolEther,"Journal of Organic Chemistry (2014), 79(3), 888-900"
Negishi_coupling,97,0.0,Ar-Br,Ar-Sn,Pd(P(t-Bu)3)2,,DABCO,,,,NaCl,,290309-85-2,H2O,False,COc1ccc2ccccc2c1Br.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1ccco1>>COc1ccc2ccccc2c1-c1ccco1,OR / Furan,"Journal of Organic Chemistry (2014), 79(3), 888-900"
Negishi_coupling,92,0.0,Ar-X,Alkenyl-Sn,CuI,,,,,,,,14221-01-3,DMF,False,Brc1ccc(I)cc1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)/[C](F)=C\F>>F/C=C(/F)c1ccc(Br)cc1,Br / X / Dienophile / C=C / F / Motif-C=C / Any-Dienophile,"Journal of Fluorine Chemistry (2011), 132(2), 78-87"
Negishi_coupling,85,0.0,Ar-Br,R2CH-Zn,Pd(OAc)2,CPhos,,HCl,,,,,,PhMe/THF/H2O,False,N#Cc1ccccc1Br.C[CH](C)[Zn][Br]>>CC(C)c1ccccc1C#N.CCCc1ccccc1C#N,CN,"Journal of the American Chemical Society (2009), 131(22), 7532-7533"
