reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-0.85,H-Alkenyl,,"Cu(OAc)2/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C=CCC1(C(=O)OCC)CCCC1=O>>CCOC(=O)C1(CC(C)=O)CCCC1=O,CO2R / Ester / acidic / COR,"Tetrahedron Letters (1998), 39(48), 8765-8768"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.39,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=Cc1ccc(C(C)(C)C)cc1>>CC(=O)c1ccc(C(C)(C)C)cc1,,"Journal of Organic Chemistry (2014), 79(12), 5787-5793"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-0.71,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF/H2O,True,C=CCC(C)(C)C(=C)CCCCCCCC>>C=C(CCCCCCCC)C(C)(C)CCC=O,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Tetrahedron Letters (2003), 44(36), 6955-6957"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,-0.13,H-Alkenyl,,Pd(OAc)2,,,,,O2/106-51-4/Perchloric acid/sodium nitrite,MeOH/H2O,True,C=Cc1cccc(C)c1>>CC(=O)c1cccc(C)c1,,"Organic & Biomolecular Chemistry (2013), 11(18), 2947-2950"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.0,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCO[C@@H]1C[C@H](C)CC[C@H]1C(C)C>>CC(=O)CO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,OR,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,-0.69,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCCCC(=O)O>>CC(=O)CCCC(=O)O,Acid / CO2H / acidic,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-0.87,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Copper(II) chloride",,,,,,THF/H2O,True,C=CCOCc1ccccc1>>CC(=O)COCc1ccccc1,OR,"Tetrahedron Letters (2009), 50(24), 2893-2894"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,0.12,H-Alkenyl,,"Copper(II) chloride/Palladium,oncarbon,Type87L,dry/Titanium oxide",,,,,O2,H2O/DMAc,True,C=CCCCCCCCCCC>>CCCCCCCCCCC(C)=O,,"Chemistry Letters (2003), 32(2), 180-181"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,-0.3,H-Alkenyl,,Pd(OAc)2,,,NaCl,,O2/75-75-2/123-31-9/37280-68-5,EtOH/H2O,True,C=CC(C)CCC=C(C)C>>CC(=O)C(C)CCC=C(C)C,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Tetrahedron Letters (2002), 43(49), 8887-8891"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,92,1.22,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCCCCCCCCC(=O)OC>>COC(=O)CCCCCCCCC(C)=O,CO2R / Ester / acidic,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,-1.43,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2/124-38-9,PEG-400,True,C=Cc1ccc(Cl)cc1>>CC(=O)c1ccc(Cl)cc1,Cl / X,"Green Chemistry (2007), 9(8), 882-887"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,-0.71,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCOc1ccccc1C(=O)O>>CC(=O)COc1ccccc1C(=O)O,Acid / CO2H / OR,"Journal of Organic Chemistry (2014), 79(12), 5787-5793"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,-0.78,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCCCCCCCCCO>>CC(=O)CCCCCCCCCO,OH / OR,"Journal of Organic Chemistry (2014), 79(12), 5787-5793"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,-0.49,H-Alkenyl,,Copper(II) chloride,,,,,O2,DMAc/H2O,True,C=CCC1CCCCC1=O>>CC(=O)CC1CCCCC1=O,acidic / COR,"Tetrahedron Letters (2006), 47(9), 1425-1428"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,-0.23,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCOc1ccccc1>>CC(=O)COc1ccccc1,OR,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,0.0,H-Alkenyl,,"Cu(OAc)2/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C=CCCC[C@@H](C[C@@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)OCc1ccccc1>>CC(=O)CCC[C@@H](C[C@@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)OCc1ccccc1,Si / OR,"Organic Letters (2010), 12(12), 2818-2821"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.21,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCCCCCCC=C>>CC(=O)CCCCCCC(C)=O,,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,1.3,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF/H2O,True,COP(=O)(/C=C/[C@@H](CC(C)=O)CC(C)C)OC>>COP(=O)(CC(=O)[C@@H](CC(C)=O)CC(C)C)OC,acidic / COR,"Journal of Organic Chemistry (2008), 73(14), 5385-5396"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.31,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,CCCC/C=C/CCCC>>CCCCCC(=O)CCCC,,"Angewandte Chemie, International Edition (2010), 49(7), 1238-1240, S1238/1-S1238/6"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,-0.27,H-Alkenyl,,Pd(OAc)2,,,NH4Cl,,O2/75-75-2/7440-44-0/37280-68-5,EtOH/H2O,True,CC=CCCC>>CCCCC(C)=O,,"Tetrahedron Letters (2002), 43(49), 8887-8891"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,0.87,H-Alkenyl,,"Iron(III)sulfatehydrate,ReagentGrade/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCCCCCCCCCOCOC>>COCOCCCCCCCCCC(C)=O,OR,"Journal of Organic Chemistry (2014), 79(12), 5787-5793"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH/THF,True,C=CC(C)c1c(C=O)ccc(OC)c1OC>>COc1ccc(C=O)c(C(C)C(C)=O)c1OC,CHO / OR,"Tetrahedron (2013), 69(5), 1532-1538"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,8,-4.81,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,H2O/DMF,True,C=Cc1ccc(C(C)(C)C)cc1>>CC(=O)c1ccc(C(C)(C)C)cc1.CC(C)(C)c1ccc(CC=O)cc1,,"Chemistry - A European Journal (2006), 12(3), 949-955"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.0,H-Alkenyl,,Pd(OAc)2,,NaOH,,,106-51-4/Perchloric acid,MeCN/H2O,True,C=C[C@@H]1CC[C@H]2[C@@H]3CCc4ccc(OC)cc4[C@H]3[Se](=O)C[C@]12O>>COc1ccc2c(c1)[C@@H]1[C@@H](CC2)[C@@H]2CC[C@@H](C(C)=O)[C@@]2(O)C[Se]1=O.COc1ccc2c(c1)[C@@H]1[C@@H](CC2)[C@@H]2CC[C@@H](CC=O)[C@@]2(O)C[Se]1=O,OR / OH,"Tetrahedron (2011), 67(20), 3668-3676"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,0.97,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCCCCCCCCCCCC>>CCCCCCCCCCCCC(C)=O,,"Tetrahedron (2014), 70(32), 4760-4767"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,1.13,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C/C=C/CC#N>>CC(=O)CCC#N,CN / acidic,"Angewandte Chemie, International Edition (2010), 49(7), 1238-1240, S1238/1-S1238/6"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,0.05,H-Alkenyl,,Pd(OAc)2,,,NH4Cl,,O2/75-75-2/7440-44-0/37280-68-5,EtOH/H2O,True,CC=CCCCCCCC>>CCCCCCCCC(C)=O,,"Tetrahedron Letters (2002), 43(49), 8887-8891"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,0.0,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,Pent/EtOAc/DMF/H2O,True,C=C[C@@H]1[C@@H](O[Si](C(C)C)(C(C)C)C(C)C)[C@H](OCOCc2ccccc2)[C@H]2[C@@H]1O[C@@]1(CO[Si](C)(C)C(C)(C)C)[C@@H]2CC1(C)C>>CC(=O)[C@H]1[C@H]2O[C@@]3(CO[Si](C)(C)C(C)(C)C)[C@H](CC3(C)C)[C@H]2[C@@H](OCOCc2ccccc2)[C@@H]1O[Si](C(C)C)(C(C)C)C(C)C,OR / Si,"Chemistry - A European Journal (2010), 16(20), 6015-6032, S6015/1-S6015/24"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.0,H-Alkenyl,,"Cu(OAc)2/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,H2O/DMAc,True,C=CC(C)(C)[C@H]1CC[C@@](C=C)(CC(C)=O)C1>>C=C[C@@]1(CC(C)=O)CC[C@H](C(C)(C)C(C)=O)C1,Dienophile / C=C / C=CH2 / acidic / COR / Any-Dienophile / Motif-C=C,"Organic Letters (2014), 16(24), 6397-6399"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.05,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,NaOAc,,,O2/96-49-1,H2O,True,C=Cc1ccc(OC)cc1>>COc1ccc(C(C)=O)cc1,OR,"Green Chemistry (2009), 11(9), 1317-1320"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,0.64,H-Alkenyl,,Copper(II) chloride,,,,,O2,DMAc/H2O,True,C=CCCCCCCCCCC>>CCCCCCCCCCC(C)=O,,"Tetrahedron Letters (2006), 47(9), 1425-1428"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,-0.34,H-Alkenyl,,Cuprous chloride/Pd(MeCN)2Cl2/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,,,,680-31-9/O2/7585-39-9/342573-75-5,,True,C=CCCCCC>>CCCCCC(C)=O,,"Neftekhimiya (2007), 47(5), 362-367"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,0.56,H-Alkenyl,,Pd(OAc)2,,,TFA,,O2,DMSO/H2O,True,C=Cc1ccc(F)cc1>>CC(=O)c1ccc(F)cc1,F / X,"Organic Letters (2014), 16(6), 1610-1613"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-1.73,H-Alkenyl,,"Cu(OAc)2/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C=CCC1CCCCC1=O>>CC(=O)CC1CCCCC1=O,acidic / COR,"Tetrahedron Letters (1998), 39(48), 8765-8768"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,0.04,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C=CCc1ccccc1>>CC(=O)Cc1ccccc1,,"Angewandte Chemie, International Edition (2006), 45(3), 481-485"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,-0.34,H-Alkenyl,,Pd(OAc)2,,,,,106-51-4/Perchloric acid,DMF/H2O,True,C1=CCCCCC1>>O=C1CCCCCC1,,"Journal of Organic Chemistry (1990), 55(9), 2924-7"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,89,0.07,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2/HCl,DMF/H2O/EtOAc,True,C=CCC[C@@H]1C(=C)CC[C@@H]2C(C)(C)CCC[C@@]12C>>C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CCC(C)=O,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Tetrahedron (2000), 56(43), 8443-8450"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,89,0.0,H-Alkenyl,,Copper(II) chloride,,,,,O2/77933-52-9,t-BuOH,True,C/C=C/C(C)N1C(=O)c2ccccc2C1=O>>CC(=O)CC(C)N1C(=O)c2ccccc2C1=O,CONR2 / Amide / LactamN,"Journal of the American Chemical Society (2009), 131(27), 9473-9474"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.71,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Potassiumbromate,THF/H2O,True,C=CCC(C=O)c1ccc(OC)c(OC)c1>>COc1ccc(C(C=O)CC(C)=O)cc1OC,OR / CHO / acidic,"Tetrahedron Letters (2013), 54(19), 2293-2295"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,0.0,H-Alkenyl,,Pd(OAc)2,,,,,106-51-4/Perchloric acid,MeCN/H2O,True,C=C[C@@H]1CC[C@H]2[C@@H]3CCc4ccc(OC)cc4[C@@H]3N(Cc3ccccc3)C[C@]12O>>COc1ccc2c(c1)[C@H]1[C@@H](CC2)[C@@H]2CC[C@@H](C(C)=O)[C@@]2(O)CN1Cc1ccccc1,OR / NR2 / OH,"Synthetic Communications (2002), 32(23), 3549-3560"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,79,-0.14,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2/163849-97-6,,True,C=CCCCC>>CCCCC(C)=O,,"Industrial & Engineering Chemistry Research (2005), 44(23), 8644-8653"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,0.12,H-Alkenyl,,Pd(OAc)2,,,TFA,,O2,DMSO/H2O,True,C=CCCCCCC>>CCCCCCC(C)=O,,"Organic Letters (2014), 16(6), 1610-1613"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.31,H-Alkenyl,,Pd(OAc)2,,,,,"106-51-4/Lithiumperchlorate,anhydrous,ACS,min",MeCN/H2O/PEG-400,True,C=CCCCCCCCCCC>>CCCCCCCCCCC(C)=O,,"Electrochemistry (Tokyo, Japan) (2013), 81(5), 347-349"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,0.0,H-Alkenyl,,Pd(OAc)2,,NaOH,,,106-51-4/Perchloric acid,MeCN/H2O,True,C=C[C@@H]1CC[C@H]2[C@@H]3CCc4ccc(Br)cc4[C@H]3S(=O)C[C@]12O>>CC(=O)[C@@H]1CC[C@H]2[C@@H]3CCc4ccc(Br)cc4[C@H]3S(=O)C[C@]12O,Br / X / SR / OH / OR,"Tetrahedron (2005), 61(39), 9405-9413"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,-0.34,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CC(CCCCCC)OC(C)=O>>CCCCCCC(OC(C)=O)C(C)=O,Ester / CO2R / acidic,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,C=CC[C@H](CC(=O)OCC)O[Si](C)(C)C(C)(C)C>>CCOC(=O)C[C@@H](CC(C)=O)O[Si](C)(C)C(C)(C)C,CO2R / Ester / acidic / Si / OR,"Tetrahedron Letters (2002), 43(24), 4381-4384"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,100,1.23,H-Alkenyl,,Pd(OAc)2,,,,,106-51-4/Perchloric acid,DMF/H2O,True,C1=CCCCC1>>O=C1CCCCC1,,"Journal of Organic Chemistry (1990), 55(9), 2924-7"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.21,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMAc/H2O,True,C=CCCCC>>CCCCC(C)=O,,"Angewandte Chemie, International Edition (2006), 45(3), 481-485"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,CCCC/C=C/[C@H](O)CS(=O)(=O)c1ccc(C)cc1>>CCCCC(=O)C[C@H](O)CS(=O)(=O)c1ccc(C)cc1,OTs / SR / SO2R / OSO2R / acidic / OH / OR,"Tetrahedron Letters (2008), 49(34), 4999-5002"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.71,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH/THF,True,C=CCc1c(/C=C/[N+](=O)[O-])cccc1OC1CCCC1>>CC(=O)Cc1c(/C=C/[N+](=O)[O-])cccc1OC1CCCC1,Dienophile / C=C / NO2 / NR2 / OR / Any-Dienophile / Motif-C=C,"Tetrahedron (2016), 72(4), 547-554"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.0,H-Alkenyl,,"CuI/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF,True,C=C[C@@H]1OC(=O)c2c(OC)cc(OC)cc21>>COc1cc(OC)c2c(c1)[C@H](CC=O)OC2=O,CO2R / OR,"Journal of Organic Chemistry (2010), 75(21), 7388-7392"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,1.13,H-Alkenyl,,Pd(OAc)2,,,,,O2/106-51-4/Perchloric acid/sodium nitrite,MeOH/H2O,True,C=Cc1ccc(Cl)cc1Cl>>CC(=O)c1ccc(Cl)cc1Cl,Cl / X,"Organic & Biomolecular Chemistry (2013), 11(18), 2947-2950"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.52,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CCOC(=O)c1ccc(C)cc1>>CC(=O)COC(=O)c1ccc(C)cc1,CO2R,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.66,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,iPrOH,,O2/42557-10-8,MeOH/H2O,True,C=Cc1cccc(Cl)c1>>CC(=O)c1cccc(Cl)c1,Cl / X,"Angewandte Chemie, International Edition (2015), 54(15), 4488-4492"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-0.71,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Potassiumbromate,THF/H2O,True,C=CCC(C=O)c1ccccc1Cl>>CC(=O)CC(C=O)c1ccccc1Cl,Cl / X / CHO / acidic,"Tetrahedron Letters (2013), 54(19), 2293-2295"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,-1.09,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,C=CC(CCCCC)N1C(=O)c2ccccc2C1=O>>CCCCCC(CC=O)N1C(=O)c2ccccc2C1=O,CONR2 / Amide / LactamN,"Journal of the American Chemical Society (2009), 131(27), 9473-9474"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,0.0,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH,True,C=CCC(OCOC)c1cccs1>>COCOC(CCC=O)c1cccs1.COCOC(CC(C)=O)c1cccs1,OR / Thiophene,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,2,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=CC(F)CCc1ccccc1>>CC(=O)C(F)CCc1ccccc1.O=CCC(F)CCc1ccccc1,F / X,"Angewandte Chemie, International Edition (2016), 55(29), 8435-8439"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,1.14,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH,True,C/C=C/COc1ccccc1>>CC(=O)CCOc1ccccc1,OR,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,0.79,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH,True,C=CCOC(=O)c1ccc2ccccc2c1>>O=CCCOC(=O)c1ccc2ccccc2c1.CC(=O)COC(=O)c1ccc2ccccc2c1,CO2R,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,5,-1.47,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH,True,C=CCOc1ccccc1>>CC(=O)COc1ccccc1.O=CCCOc1ccccc1,OR,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,1.14,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH,True,C=CCN1C(=O)c2ccccc2C1=O>>O=CCCN1C(=O)c2ccccc2C1=O.CC(=O)CN1C(=O)c2ccccc2C1=O,CONR2 / Amide / LactamN,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,3,-0.94,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH,True,C=CCOC(=O)c1ccccc1>>CC(=O)COC(=O)c1ccccc1.O=CCCOC(=O)c1ccccc1,CO2R,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,0.0,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH,True,C=CCCOS(=O)(=O)c1ccc(C)cc1>>Cc1ccc(S(=O)(=O)OCCCC=O)cc1.CC(=O)CCOS(=O)(=O)c1ccc(C)cc1,SO2R / SR,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,8,0.0,H-Alkenyl,,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,t-BuOH,True,C=CCC(Cc1ccccc1)OC>>COC(CC(C)=O)Cc1ccccc1.COC(CCC=O)Cc1ccccc1,OR,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,-0.71,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH/THF,True,C=CCc1c(/C=C/[N+](=O)[O-])ccc(OC)c1OC(C)C>>COc1ccc(/C=C/[N+](=O)[O-])c(CC(C)=O)c1OC(C)C,Dienophile / C=C / NO2 / NR2 / OR / Any-Dienophile / Motif-C=C,"Tetrahedron (2016), 72(4), 547-554"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,COc1ccc2c(c1)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@@H](C)[C@@H](O)[C@H](NC(=O)OC(C)(C)C)/C=C/2>>COc1ccc2c(c1)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@@H](C)[C@@H](O)[C@H](NC(=O)OC(C)(C)C)CC2=O,Amide / LactamN / CONHR / OR / Carbamate / CO2R / acidic / OH,"Organic Letters (2016), 18(13), 3178-3181"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,0.0,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2,DMF/H2O,True,C[C@@H]1C(=O)NCC(=O)N[C@H](C)C(=O)Nc2cc(OCc3ccccc3)ccc2/C=C/[C@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)[C@H]1O>>C[C@@H]1C(=O)NCC(=O)N[C@H](C)C(=O)Nc2cc(OCc3ccccc3)ccc2C(=O)C[C@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)[C@H]1O,Amide / LactamN / CONHR / OR / Carbamate / CO2R / acidic / OH,"Organic Letters (2016), 18(13), 3178-3181"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-1.26,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,,MeCN/H2O,True,C=CCC(O)c1ccccc1>>CC(=O)CC(O)c1ccccc1,OH / OR,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
