reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH,True,C=CCc1c(C=C(C(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)ccc(OC)c1OCCCC>>CC(=O)O.CCCCOc1c(OC)ccc2cc(S(=O)(=O)c3ccc(C)cc3)c(-c3ccccc3)cc12,SR / SO2R / OR,"Advanced Synthesis & Catalysis (2020), 362(21), 4723-4735"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH,True,C=CCc1c(C=C(C(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)ccc(OC)c1OC1CCCC1>>CC(=O)O.COc1ccc2cc(S(=O)(=O)c3ccc(C)cc3)c(-c3ccccc3)cc2c1OC1CCCC1.COc1ccc2c(c1OC1CCCC1)[C@@H](C(C)=O)[C@](O)(c1ccccc1)C(S(=O)(=O)c1ccc(C)cc1)=C2,Dienophile / C=C / SO2R / SR / COR / OR / Any-Dienophile / Motif-C=C,"Advanced Synthesis & Catalysis (2020), 362(21), 4723-4735"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,-0.49,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH,True,C=CC(C)c1c(C=C(C(=O)c2ccccc2)S(=O)(=O)c2ccc(C)cc2)ccc(OC)c1OC>>CC(=O)O.COc1ccc2cc(S(=O)(=O)c3ccc(C)cc3)c(-c3ccccc3)c(C)c2c1OC,SR / SO2R / OR,"Advanced Synthesis & Catalysis (2020), 362(21), 4723-4735"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,-1.84,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH,True,C=CCc1c(C=C(C(=O)c2ccccc2)S(=O)(=O)c2ccc(CC)cc2)ccc(OC)c1OC>>CC(=O)O.CCc1ccc(S(=O)(=O)c2cc3ccc(OC)c(OC)c3cc2-c2ccccc2)cc1,SR / SO2R / OR,"Advanced Synthesis & Catalysis (2020), 362(21), 4723-4735"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.86,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH,True,C=CCc1c(C=C(C(=O)c2ccccc2)S(=O)(=O)c2ccc(C(C)C)cc2)ccc(OC)c1OC>>CC(=O)O.COc1ccc2cc(S(=O)(=O)c3ccc(C(C)C)cc3)c(-c3ccccc3)cc2c1OC,SR / SO2R / OR,"Advanced Synthesis & Catalysis (2020), 362(21), 4723-4735"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2/Oxone,MeNO2/t-BuOH/DMF,True,C=CC(F)CCc1ccccc1>>O=C(O)CC(F)CCc1ccccc1,F / X,"Angewandte Chemie, International Edition (2016), 55(29), 8435-8439"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,1,-4.62,H-Alkenyl,,Cobalt/[NH2Me2][(RuCl((S)-tolbinap))2(μ-Cl)3],,K2CO3,iPrOH,,O2,,True,C=Cc1ccccc1>>CC(O)c1ccccc1.CC(=O)c1ccccc1,,"Catalysis Science & Technology (2020), 10(9), 2769-2773"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,84,0.86,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeOH,True,CC=CCc1cc(OC)c(OC)cc1C=C(C(=O)c1ccccc1)S(=O)(=O)c1ccc(C)cc1>>CCC(=O)O.COc1cc2cc(-c3ccccc3)c(S(=O)(=O)c3ccc(C)cc3)cc2cc1OC,SR / SO2R / OR,"Advanced Synthesis & Catalysis (2020), 362(21), 4723-4735"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-0.57,H-Alkenyl,,FeCl2,neocuproine,,,,694-53-1,EtOH,True,[2H]C(=C)c1ccc2ccccc2c1>>CC(=O)c1ccc2ccccc2c1.[2H]C(C)(O)c1ccc2ccccc2c1,,"Angewandte Chemie, International Edition (2021), 60(25), 14083-14090"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,93,1.12,H-Alkenyl,,FeCl2,neocuproine,,,,694-53-1,EtOH,True,C=Cc1ccc(Br)cc1>>CC(=O)c1ccc(Br)cc1.CC(O)c1ccc(Br)cc1,Br / X,"Angewandte Chemie, International Edition (2021), 60(25), 14083-14090"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,-0.74,H-Alkenyl,,FeCl2,,,,,694-53-1/2649481-60-5,EtOH,True,C=Cc1ccc2ccccc2c1>>CC(=O)c1ccc2ccccc2c1.CC(O)c1ccc2ccccc2c1,,"Angewandte Chemie, International Edition (2021), 60(25), 14083-14090"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,97,0.72,H-Alkenyl,,FeCl2,neocuproine,,,,694-53-1,EtOH,True,C=Cc1ccc(OC)cc1>>COc1ccc(C(C)=O)cc1.COc1ccc(C(C)O)cc1,OR,"Angewandte Chemie, International Edition (2021), 60(25), 14083-14090"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,0.0,H-Alkenyl,,Chromium(VI) oxide,,,AcOH,,13292-87-0,DCM/H2O,True,C=CC1CC(c2ccccc2)=NO1>>O=C(O)CC1CC(c2ccccc2)=NO1,Imino / OR,"Organic Letters (2021), 23(16), 6227-6231"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,18,0.0,H-Alkenyl,,Copper(II) chloride/Pd(MeCN)2Cl2,,KHCO3,,,,H2O/Me2CO,True,CC1=C(C)CC=CC1>>CC1=C(C)CC(=O)CC1.C[C]12->[Pd+2]34(<-[CH-](CC(O)C1)[C]->3=2C)[Cl-][Pd+2]12(<-[CH-]3CC(O)C[C]->1(C)=[C]->23C)[Cl-]4,,"Organometallics (1987), 6(12), 2608-10"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.0,CH3-OH,H-Alkenyl,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,,MeOH/H2O,False,CO.C=Cc1ccccc1>>CC(=O)c1ccccc1.O=Cc1ccccc1.COC(=O)Cc1ccccc1.COC(Cc1ccccc1)OC.O=CCc1ccccc1.COC(C)c1ccccc1,,"Angewandte Chemie, International Edition (2015), 54(15), 4488-4492"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,11,0.0,RCH2-OH,H-Alkenyl,Bis(benzonitrile)palladium chloride,,,,,O2/540-80-7,,False,CCO.C=CCOC(=O)c1ccccc1>>CC(=O)COC(=O)c1ccccc1.CCOC(CCOC(=O)c1ccccc1)OCC,CO2R,"Organic Letters (2016), 18(11), 2700-2703"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,0.0,H-Alkenyl,RCH2-OH,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride/Pd(OAc)2,XPhos,K2CO3,,,O2,MeNO2/t-BuOH/Me2CO,False,C=CCC(C)(C(=O)OCC)C(=O)OCC.CCO>>CCOC(=O)CCC(C)(C(=O)OCC)C(=O)OCC,CO2R / Ester,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,RCH2-OH,H-Alkenyl,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2/124-38-9,EtOH,False,CCO.C=CCCCCCC>>CCCCCCC(C)=O.CCCCCCCC(OCC)OCC,,"Green Chemistry (2000), 2(4), 161-164"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,3,-5.13,H-Alkenyl,,Pd(OAc)2,,,,,TBHP/1493-13-6,MeCN/H2O,True,C=CCc1ccccc1>>CCC(=O)c1ccccc1.CC(=O)Cc1ccccc1,,"Organic & Biomolecular Chemistry (2015), 13(20), 5613-5616"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,1,-5.23,H-Alkenyl,,Pd(OAc)2,,,NH4Cl,,O2/75-75-2/7440-44-0/37280-68-5,EtOH/H2O,True,C=CCCCCCC>>CCCCCC(=O)CC.CCCCCCC(C)=O,,"Tetrahedron Letters (2002), 43(49), 8887-8891"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,4,-0.9,H-Alkenyl,,Pd(OAc)2,,,,,"106-51-4/Nitricacid,0.1NStandardizedSolution",DMF/H2O,True,C=CCCCCCCCC>>CCCCCCCCCC=O.CCCCCCCCC(C)=O.CCCCCCCC(=O)CC,,"Journal of Organic Chemistry (1990), 55(9), 2924-7"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,4,-0.9,H-Alkenyl,,Pd(OAc)2,,,,,106-51-4/Perchloric acid,DMF/H2O,True,C=CCCCCCCCC>>CCCCCCCCCC=O.CCCCCCCCC(C)=O.CCCCCCCC(=O)CC,,"Journal of Organic Chemistry (1990), 55(9), 2924-7"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,2,-5.16,H-Alkenyl,,Pd(OAc)2,,,,,106-51-4/Perchloric acid,DMF/H2O,True,C=CCCCCCC>>CCCCCC(=O)CC.CCCCCCC(C)=O,,"Journal of Organic Chemistry (1990), 55(9), 2924-7"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,3,-0.92,H-Alkenyl,,Pd(OAc)2,,,,,"106-51-4/Hydrogen tetrafluoroborate,",DMF/H2O,True,C=CCCCCCCCC>>CCCCCCCCCC=O.CCCCCCCCC(C)=O.CCCCCCCC(=O)CC,,"Journal of Organic Chemistry (1990), 55(9), 2924-7"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,99,0.94,H-Alkenyl,,Pd(OAc)2,,,,,TBHP/p-TsOH,MeCN/H2O,True,C=CCc1ccccc1>>CCC(=O)c1ccccc1.CC(=O)Cc1ccccc1,,"Organic & Biomolecular Chemistry (2015), 13(20), 5613-5616"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,8,-4.77,H-Alkenyl,,Pd(OAc)2,,,,,106-51-4/Perchloric acid,DMF/H2O,True,C=CCCCCCC>>CCCCCC(=O)CC.CCCCCCC(C)=O.CCCCC(=O)CCC,,"Journal of Organic Chemistry (1990), 55(9), 2924-7"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,0.0,H-Alkenyl,H-Alkynyl,Cuprous chloride,,,,,O2/15003-43-7,DME/H2O,False,C=CCBr.C#CCCCC>>CCCC/C(Br)=C/CC(C)=O,Dienophile / C=C / X / Any-Dienophile / Motif-C=C,"Organic Letters (2002), 4(24), 4321-4323"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,H-Alkenyl,Propargyl-H,Cuprous chloride,,,,,O2/15003-43-7,DME/H2O,False,C=CCBr.CCCC#CCCC>>CCC/C(Br)=C(\CCC)CC(C)=O,Dienophile / C=C / X / Any-Dienophile / Motif-C=C,"Organic Letters (2002), 4(24), 4321-4323"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,0.0,H-Alkenyl,Propargyl-H,Bis(benzonitrile)palladium chloride/Cuprous chloride,,,,,O2,DME/H2O,False,C=CCCl.CCCC#CCCC>>CCC/C(Cl)=C(\CCC)CC(C)=O,Dienophile / C=C / X / Any-Dienophile / Motif-C=C,"Organic Letters (2002), 4(24), 4321-4323"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,-0.71,H-Alkenyl,H-Alkynyl,Cuprous chloride,,,,,O2/15003-43-7,DME/H2O,False,C=CCBr.C#CC(=O)OC>>COC(=O)/C(=C/Br)CC(C)=O,Dienophile / C=C / X / CO2R / Any-Dienophile / Motif-C=C,"Organic Letters (2002), 4(24), 4321-4323"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.71,H-Alkenyl,H-Alkynyl,Bis(benzonitrile)palladium chloride/Cuprous chloride,,,,,O2,DME/H2O,False,C=CCCl.C#CC(=O)OC>>COC(=O)/C(=C/Cl)CC(C)=O,Dienophile / C=C / X / CO2R / Any-Dienophile / Motif-C=C,"Organic Letters (2002), 4(24), 4321-4323"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,-0.71,H-Alkenyl,Ar-Hydrazine,Pd(MeCN)2Cl2,,,,,106-51-4,t-BuOH/H2O,False,C=Cc1ccc(C)cc1.NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]>>CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(C)cc1.Cc1ccc(CC=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,NO2 / NR2 / NHR,"Organic Letters (2012), 14(13), 3237-3239"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,0.58,H-Alkenyl,Ar-Hydrazine,Pd(MeCN)2Cl2,,,,,106-51-4,t-BuOH/H2O,False,C=Cc1cccc([N+](=O)[O-])c1.NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]>>CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cccc([N+](=O)[O-])c1.O=[N+]([O-])c1cccc(CC=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,NO2 / NR2 / NHR,"Organic Letters (2012), 14(13), 3237-3239"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,0.0,H-Alkenyl,Ar-Hydrazine,Pd(MeCN)2Cl2,,,,,106-51-4,t-BuOH/H2O,False,C=Cc1ccc(F)cc1.NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]>>CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(F)cc1.O=[N+]([O-])c1ccc(NN=CCc2ccc(F)cc2)c([N+](=O)[O-])c1,F / X / NO2 / NR2 / NHR,"Organic Letters (2012), 14(13), 3237-3239"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,92,0.0,H-Alkenyl,Ar-Hydrazine,Pd(MeCN)2Cl2,,,,,106-51-4,t-BuOH/H2O,False,C=Cc1ccc(Cl)cc1.NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]>>O=[N+]([O-])c1ccc(NN=CCc2ccc(Cl)cc2)c([N+](=O)[O-])c1.CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(Cl)cc1,Cl / X / NO2 / NR2 / NHR,"Organic Letters (2012), 14(13), 3237-3239"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.71,H-Alkenyl,Ar-Hydrazine,Pd(MeCN)2Cl2,,,,,106-51-4,t-BuOH/H2O,False,C=Cc1ccccc1C.NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]>>Cc1ccccc1CC=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-].C/C(=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1C.C/C(=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1C,NO2 / NR2 / NHR,"Organic Letters (2012), 14(13), 3237-3239"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,0.0,H-Alkenyl,Ar-Hydrazine,Pd(MeCN)2Cl2,,,,,106-51-4,t-BuOH/H2O,False,C=Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1.NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]>>O=[N+]([O-])c1ccc(NN=CCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c([N+](=O)[O-])c1.CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CF3 / F / X / NO2 / NR2 / NHR,"Organic Letters (2012), 14(13), 3237-3239"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,83,-1.15,H-Alkenyl,Ar-Hydrazine,Pd(MeCN)2Cl2,,,,,106-51-4,t-BuOH/H2O,False,C=Cc1ccccc1.NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]>>CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1.O=[N+]([O-])c1ccc(NN=CCc2ccccc2)c([N+](=O)[O-])c1,NO2 / NR2 / NHR,"Organic Letters (2012), 14(13), 3237-3239"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,0.58,H-Alkenyl,Ar-Hydrazine,Pd(MeCN)2Cl2,,,,,106-51-4,t-BuOH/H2O,False,C=Cc1ccc([N+](=O)[O-])cc1.NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]>>O=[N+]([O-])c1ccc(CC=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1.CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,NO2 / NR2 / NHR,"Organic Letters (2012), 14(13), 3237-3239"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,-0.71,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccccc1>>CC(=O)/C=C/c1ccccc1,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.71,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1cccc([N+](=O)[O-])c1>>CC(=O)/C=C/c1cccc([N+](=O)[O-])c1,Dienophile / C=C / NO2 / NR2 / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,-0.71,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc([N+](=O)[O-])cc1>>CC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,Dienophile / C=C / NO2 / NR2 / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,-0.88,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1cccc(OC)c1>>COc1cccc(/C=C/C(C)=O)c1,Dienophile / C=C / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-0.34,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc(OC)cc1>>COc1ccc(/C=C/C(C)=O)cc1,Dienophile / C=C / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,0.58,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc(C)cc1>>CC(=O)/C=C/c1ccc(C)cc1,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-1.42,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1cccc(OC)c1OC>>COc1cccc(/C=C/C(C)=O)c1OC,Dienophile / C=C / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-0.34,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc(OC)c(OC)c1>>COc1ccc(/C=C/C(C)=O)cc1OC,Dienophile / C=C / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,0.2,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1cc(OC)ccc1OC>>COc1ccc(OC)c(/C=C/C(C)=O)c1,Dienophile / C=C / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.74,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1c(OC)c(OC)cc2ccccc12>>COc1cc2ccccc2c(/C=C/C(C)=O)c1OC,Dienophile / C=C / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,0.58,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1c(C)cc(C)cc1C>>CC(=O)/C=C/c1c(C)cc(C)cc1C,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.0,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc2c(c1)OCO2>>CC(=O)/C=C/c1ccc2c(c1)OCO2,Dienophile / C=C / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,72,0.0,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc(Cl)cc1>>CC(=O)/C=C/c1ccc(Cl)cc1,Dienophile / C=C / Cl / X / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,-0.71,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc(F)cc1>>CC(=O)/C=C/c1ccc(F)cc1,Dienophile / C=C / F / X / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.0,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc(O)cc1>>CC(=O)/C=C/c1ccc(O)cc1,Dienophile / C=C / OH / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-0.71,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1cccc(OC)c1O>>COc1cccc(/C=C/C(C)=O)c1O,Dienophile / C=C / OR / OH / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.71,Alkyl-C=CH2,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(O)c1ccc(O)c(OC)c1>>COc1cc(/C=C/C(C)=O)ccc1O,Dienophile / C=C / OR / OH / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.0,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,C=CCC(C)(O)c1ccccc1>>CC(=O)/C=C(\C)c1ccccc1,Dienophile / C=C / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,0.0,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,COc1ccc(C(C)(O)C/C=C/c2ccccc2)cc1>>COc1ccc(/C(C)=C/CC(=O)c2ccccc2)cc1,C=C / Dienophile / OR / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,0.0,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,CCCCCC/C=C/CC1(O)CCCc2ccccc21>>CCCCCCC(=O)CCC1=CCCc2ccccc21,C=C / Dienophile / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,0.0,H-Alkenyl,,"Chromium(VI) oxide/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,HCl,MeCN/H2O,True,OC1(C/C=C/c2ccccc2)CCCc2ccccc21>>O=C(CCC1=CCCc2ccccc21)c1ccccc1,C=C / Dienophile / Any-Dienophile / Motif-C=C,"Journal of Organic Chemistry (2016), 81(18), 8577-8584"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,THF/H2O,True,C=CC(COCc1ccccc1)C(C)(C=O)c1ccc(C)cc1>>C=C(C(C)=O)C(C)(C=O)c1ccc(C)cc1,Dienophile / C=C / CHO / Any-Dienophile / Motif-C=C,"Synthesis (2005), (17), 2939-2945"
