material_id,condition_group_id,centroid_similarity,assignment_margin,assignment_status,observation_count,exact_recipe_id_count,condition_display,parse_warnings
CMAT1:9e08428770fe0f348b4816471bc162bec5f7ddc9b79072d158a198e7618cc4cf,CGPOC1:26dbd3f1556df3b1b420605138035726c6a2b64a6e574640d24f3229c2f16b92,0.962282,0.051108,supported,29,21,KHMDS [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; PhMe [solvent],
CMAT1:9e0c806220f7effbad0cd00ef7304d1aa098878982a11bd0f0a92977f3ca834c,CGPOC1:c1f795b902e6aba4050a4b470efaecca4fe8c43ff1e6511d5603953e9d9fe183,0.815216,0.084048,provisional,1,1,Na2CO3 [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; MeCN [solvent],
CMAT1:9e1247f2b5e2109993c6ded180abf19907175c0f2214a4e088027869c4a9c1d2,CGPOC1:6e1e47a7f39369aa081a25f9ec8c2e52741ccdf6a924fa1a4984ab5dfa5b7fcd,0.913344,0.101224,supported,2,2,KOH [base]; tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; Dioxane [solvent]; water [solvent],
CMAT1:9e16b22469a017da4d6c82d4bf2ebedc6c94ae1835ddd1737ce6b1e0b590caa7,CGPOC1:84e26153cc6bbc0fa157b276931b3b42bee22bab1c504b5525a19f18414f1ad0,0.986657,0.17805,supported,1,1,"DBU [base]; Cu(MeCN)4BF4 [catalyst]; N,N-Dimethylglycine [ligand]; PhMe [solvent]",
CMAT1:9e1c436492c6e01edb8362606f997af7bb7a51e204a39a9a3d0979af88c7f50f,CGPOC1:efa665c487b23c251fa4b9582064557cadb348cc164bf30e5d1cfdb503f1b3fc,0.968357,0.023828,provisional,1,1,TBAC [additive]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand],
CMAT1:9e1eeea6989bb1e775f67c7dbcad66e0cd0598607405852fa73cb06a85e98dee,CGPOC1:5d8523fadcb062da6dcaf7cdf7fa13af2036908b69648f3f8ee9e39d99c2183b,0.895864,0.022309,provisional,7,7,Cs2CO3 [base]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; MeCN [solvent],
CMAT1:9e1f1cba5296ec32fd46bd82a77ce411eaef085303195b530f200f63bef28d03,CGPOC1:d2eec8a9bdd32424145dbb27a6f0c03f7a9b43cfd48290f311a3bd83f42f3c54,0.948956,0.067182,supported,1,1,Potassium 2-ethylhexanoate [additive]; Cs2CO3 [base]; RuPhos Pd(crotyl)Cl [catalyst]; RuPhos [ligand]; TBME [solvent],
CMAT1:9e24eaf2f1cd34f8594a688632620a6447d53e78af77e5592653168eb4d4be5b,CGPOC1:7e4b8ba6b0911c78390e5c50d31385d147c75daf4893ff87a8c1687b081b6bdb,0.866125,0.078461,provisional,2,1,Cs2CO3 [base]; thiazolium-NHC*HCl [catalyst]; PhMe [solvent]; No ligand,
CMAT1:9e2bd89cf7094de04690f6d09dfdb36f1f5b8e7ef07a10dab8763042b3a73585,CGPOC1:b7beaaa817d56b53b7706060b6d823898027fd5ce849778db701692cd4338298,0.984442,0.091556,supported,1,1,TMEDA [additive]; dppfPdCl2 [catalyst]; dppf [ligand]; NMP [solvent],
CMAT1:9e2f5451ad9490c55dbe4dc2db62c079620734209ca1e4ebbbb49f9c2712af28,CGPOC1:cdcf1ece9672c2ae33e71280ff1cc1d5d69319978d0d9044bcf3298ebde43cbe,0.958831,0.155486,supported,1,1,K3PO4 [base]; P(oTol)3 Pd(crotyl)Cl [catalyst]; P(oTol)3 [ligand]; iPrOAc [solvent]; water [solvent],
CMAT1:9e310efddbfc3c3b05ac4a2ddd4ff001adaeb206fe00c9964adfc68be830214f,CGPOC1:03fdaadc021c4f5de2f0d4596c66893b666b8d045e483b1ca6f94d84c043c2a3,0.95471,0.095264,supported,8,6,NaOtBu [base]; GPhos Pd G6 Br [catalyst]; GPhos [ligand]; PhMe [solvent],
CMAT1:9e36fc4a21410dfb3391003fa36e099c2c3ae5754bd6b93cab87e2678b7d5937,CGPOC1:c27c015157ba9a32c8967487085865eadfdece8810e45750b113c5a4f3e84969,0.964667,0.121434,supported,2,2,KOH [base]; CataCXiumA Pd(allyl)Cl [catalyst]; CataCXiumA [ligand]; PrOH [solvent]; water [solvent],
CMAT1:9e37181fffa7bb9c75dc43df9480877f3f10d259e0fe6e7b17e4b835ec78e4ba,CGPOC1:c2bbf024c69a0adc7b0637932d5cdc55ebea6124b65e308460d26751c4c61321,0.887481,0.067471,provisional,1,1,MeOH [additive]; K2CO3 [base]; dcypfPdCl2 [catalyst]; dcypf [ligand]; PhMe [solvent]; water [solvent],
CMAT1:9e481dc9e684d0d1248bfbeb322949000780662bdb1946f9ba6b2d36a7140d92,CGPOC1:8fdca7f23c3a4704e95937c456fa141762e9f03f5e455dd861a75a5f7af8e7c8,0.986995,0.115681,supported,1,1,K3PO4 [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; PrOH [solvent]; water [solvent],
CMAT1:9e4b47f2499f9c8d39dd16e9817a1be9d87a153e37cfab5112f8610d51aacabe,CGPOC1:cfe836ba73fe5fbfaf83f2fa361f5b3a0d841885ab97971d9c3d80a5c815897d,0.931355,0.10754,supported,1,1,HFIP [additive]; KOAc [additive]; (Ru(p-cymene)Cl2)2 [catalyst]; acetone [solvent]; water [solvent]; No ligand,
CMAT1:9e4b61d97b303c25a1839444577986ab622ee7fbb0c9c3cbd4f75afeefe354ba,CGPOC1:05aa70b4edde4089529658eeb26dabea9407ef8d6cb1d3bb2d7187e9987a782f,0.802685,0.047755,provisional,12,1,water [additive]; NMM [base]; anisole [solvent]; MeCN [solvent]; No ligand,
CMAT1:9e4e278e39c9333b90b4d795adb53cbf41e4262dfa7451a46844a829cbd4a31b,CGPOC1:328eb6ea3a6a3efe1fd667b7813413f9c1a0b1e8a6edb25d87ce9991a7d50f15,0.940618,0.127346,supported,2,2,K2CO3 [base]; CuI [catalyst]; NN-Dibenzyloxamide [ligand]; DMSO [solvent],
CMAT1:9e50872b5a988847bd056a50253e87d262b510de5dd70bd0453d21c23f168ef1,CGPOC1:fa640fc245b2217a33f947070bf72c85407e9a71c07c67a740cab2bdacd7d63a,0.892766,0.084346,provisional,2,2,"Cs2CO3 [base]; Cu(MeCN)4BF4, dppf Pd G3 [catalyst]; dppf [ligand]; DMSO [solvent]",
CMAT1:9e51a531bc25a8b124abefabe0fbd4e1bfc3f88f3dc0c6524027131576f5d944,CGPOC1:d48fd76a14bae68543a2b53c1f3c82e07d9e021469126cb971cf4e86c0ef1985,0.926617,0.101306,supported,1,1,K2CO3 [base]; dpppPdCl2 [catalyst]; dppp [ligand]; tAmOH [solvent]; water [solvent],
CMAT1:9e557a340aa05fda790b20d7d33773ffd0e537f1235e796b4ff6c9d1e253b9e9,CGPOC1:1d824ea74005084675cd5ee85b3ce563781b69f3c33de35a137b64af8ab8a6fc,0.922716,0.018529,review,1,1,Potassium 2-ethylhexanoate [additive]; DBU [base]; (DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; PhMe [solvent],
CMAT1:9e5740b1e3ac0e78183961d76fec663508b56e64e36a3091855e6f5eb0f1994d,CGPOC1:a4c3cff26775ce5d46d9eebe28546245df01ae966329d005f8c3084c29e929a2,0.950507,0.070925,supported,1,1,Li2CO3 [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; tAmOH [solvent],
CMAT1:9e57b1d24a63358dcb8f57758bb5451c752358b6d1def630901e67eace3437d4,CGPOC1:ad662e0c528de30b378f104eedbee58b737a57a46a8ffb6e66e1bcdb4c51b9ab,0.927562,0.069934,supported,1,1,"BSA, OxymaPure [additive]; NMM [base]; pyBOP [coupling_reagent]; MeCN [solvent]; THF [solvent]; No ligand",
CMAT1:9e595f66a12bdfd3b2300b88072a8bae58b94c115dc9c1beb76b8b1d1544209a,CGPOC1:c211e1861a5d04189a281d97721f34eb1529791c57595e445f20d3fac67654fb,0.892802,0.033633,provisional,1,1,LiOTMS [base]; GPhos Pd G6 Br [catalyst]; GPhos [ligand]; DMSO [solvent],
CMAT1:9e5aa07c4182236c824e74d011f7029553cad4718b4785b0b05c86cd53ed1fcc,CGPOC1:86b170fc78a366c972876e7ac282ea26a809105c568c5bb6e3b06b69d0d9bbf2,0.913393,0.094381,supported,1,1,DBU [base]; Cu2O [catalyst]; BTMPO [ligand]; BuOH [solvent]; DMSO [solvent],
CMAT1:9e5dbb9c36b7753668a6d6e1fdbaa987b5975e2d28179ec2cdf4029c2a54113c,CGPOC1:712ef5b74ba52d2753d254074641038bb476ce989b64278f54e88fa1ea96b791,0.985382,0.127531,supported,2,2,Cs2CO3 [base]; P(tBu)(Cy)2)2PdCl2 [catalyst]; P(tBu)(Cy)2 [ligand]; MeCN [solvent],
CMAT1:9e5e5b9da3f1cb6011d0aa6ba8c6ed17f5deff716bad9b60d05e8810fbb7c265,CGPOC1:1182f8eb6daa9164ca837e317320ad843785fcf8552106a58b512ff8578a7733,0.892149,0.133221,provisional,1,1,MeOH [additive]; KOH [base]; dppdtbpf)PdCl2 [catalyst]; dppdtbpf [ligand]; anisole [solvent]; water [solvent],
CMAT1:9e5f1bd87e3c1c5ce288ab378fe62469229d8c67dd3775bec434caaf063e1090,CGPOC1:5d8523fadcb062da6dcaf7cdf7fa13af2036908b69648f3f8ee9e39d99c2183b,0.923494,0.03357,provisional,1,1,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; anisole [solvent],
CMAT1:9e5f90a8e4f59ed07569e8ac051aa23dd06650555187d51d6938dad6ab8627b0,CGPOC1:b41f01691cab4e4369799eb4bc92102dcb392d90e6b380fb6eb0d71ee41ab60e,0.898423,0.151178,provisional,1,1,TBAC [additive]; Cs2CO3 [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; tAmOH [solvent],
CMAT1:9e611d56dd78416759c18371fb31b7d4f12b8c13508b9fe5469049ed1a59c4b7,CGPOC1:f25ada27b91bb52008934d8b71fe858aebbddeb3b33b34338fc0298789d68321,0.982139,0.083936,supported,3,3,K3PO4 [base]; Cu(MeCN)4BF4 [catalyst]; trans-Hyp [ligand]; Propionitrile [solvent]; water [solvent],
CMAT1:9e612f86702886e2d4f083f45e7041dbd8c34ca5c7d8756db522ecbce29d99c6,CGPOC1:61cc1aa6a022041ca100ec649d88ac3d20393bb1d2e3365544c3038dc1582196,0.993534,0.105984,supported,2,1,HOPS [additive]; NMM [base]; EDC [coupling_reagent]; THF [solvent]; No ligand,
CMAT1:9e65d34a9f7008d868e6022a8cc92af1980e91d15f8269f609ceaa6a67eff0b7,CGPOC1:15f3da2660aa00ecb17f362a58e79a485d9d2631f3cd00e0214d6f4a757c5d1a,0.977458,0.124212,supported,2,1,K3PO4 [base]; AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; PrOH [solvent]; water [solvent],
CMAT1:9e66624265bc45a4f83314335f5cfa6c4772bf4fa26f40aa3094498f4641ea10,CGPOC1:d5204693db07c70118c0d170cdff2ba90e2cb16bd53eba8ee257da25a2f958a0,0.890369,0.094028,provisional,2,1,HOPO [additive]; DIC [coupling_reagent]; iPrOAc [solvent]; tAmOH [solvent]; No ligand,
CMAT1:9e6e0b649b5493ea4cc432e5159f8ec10ab4983cd2037e3fcf1eeb7e5d51e685,CGPOC1:6d80b972acba6afd62e98a3e8d72bb0c5b2d87d359be554f41a90eeaca6a3016,0.909293,0.024169,provisional,5,3,Cs2CO3 [base]; cataCXiumA Pd G6 Br)2 [catalyst]; CataCXiumA [ligand]; tAmOH [solvent],
CMAT1:9e74dd4dcb566ca62e6c8f1937cb223e6038259c408fed6c4e909086cd5a5b4d,CGPOC1:4e1f10c8243cc5b7ead0c0d76d76ca1e002eb8b6e692ce547b2085f197a7c79a,0.94999,0.125711,supported,1,1,KOtBu [base]; SPhos Pd G4 [catalyst]; SPhos [ligand]; Dioxane [solvent],
CMAT1:9e76f473d160b5051d64b9794954ada4628099beb4032b0e7725d6d879849c4d,CGPOC1:84e26153cc6bbc0fa157b276931b3b42bee22bab1c504b5525a19f18414f1ad0,0.866224,0.056466,provisional,1,1,DBU [base]; [Pd(allyl)(XPhos)]OTf [catalyst]; XPhos [ligand]; PhMe [solvent],
CMAT1:9e7bb8761aa7ffb926f6542c4a63323d8e0efa3b67d2cc9321c25fed8948efde,CGPOC1:9abf92ddb6a3e6acb56c0536bad74731a6e92803b2ca2a7b33bf52fd8e81a782,0.922015,0.051618,supported,1,1,LiCl [additive]; TMSOK [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; anisole [solvent],
CMAT1:9e7bdad125b32a68ea449d890bc5a4721741efff98f23bfd4f083c023954af6b,CGPOC1:943fca0451c24dc75c214d7c822812357ae9dd21dbeeb542e5c40343e12f2d5d,0.880933,0.101607,provisional,9,8,Na2CO3 [base]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; MeCN [solvent]; water [solvent],
CMAT1:9e7de97eb030744aea93ba8950d96ea089c6e9b7abeffae31d44ab3cf0f00040,CGPOC1:a4c3cff26775ce5d46d9eebe28546245df01ae966329d005f8c3084c29e929a2,0.920718,0.02217,provisional,8,5,Cs2CO3 [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; PhMe [solvent],
CMAT1:9e869b97ea8c63c45af256d578fa7918922e6761a91a35b7df2030b72cf43b29,CGPOC1:da3e9ef6878ddd9fa4d5d12b111e0ef2e44813adf0d80cacef89dec4271df226,0.895229,0.057172,provisional,1,1,DIPEA [base]; Pd-PEPPSI-IPent Cl 3-chloropyridine [catalyst]; IPENT Cl [ligand]; MeTHF [solvent],
CMAT1:9e88e2fe67839dc0cbeba1b9ac1f83b5a467cf2274cb235a90922096e44f4e44,CGPOC1:0bbbea2d1c2e44fc978308a32020f1439fe0d81a54ddf3249c598b62996e0abf,0.873408,0.057049,provisional,1,1,Potassium 2-ethylhexanoate [additive]; K2CO3 [base]; dppfPdCl2 [catalyst]; dppf [ligand]; THF [solvent]; water [solvent],
CMAT1:9e91ac97c5e3eb46bdaa04a2045e27cecc0e9eabe968583a63b3341f225b6066,CGPOC1:1cccdf3ab3984bf81777be88fd6e5d530102dcaaef294e0568b8505d274fd81e,0.972138,0.082188,supported,1,1,ZnCl2 [additive]; NMM [base]; thiazolium-NHC*HCl [catalyst]; EtOH [solvent]; No ligand,
CMAT1:9e924502ae6afe3e5932e4710ee363d8e79809767c5eb5db9515fc29f6d8cb29,CGPOC1:6d80b972acba6afd62e98a3e8d72bb0c5b2d87d359be554f41a90eeaca6a3016,0.902496,0.068381,supported,1,1,Na2CO3 [base]; cataCXiumA Pd G6 Br)2 [catalyst]; CataCXiumA [ligand]; tAmOH [solvent],
CMAT1:9e935b4cee497031257119e3f295a9a7fa0752ddcc326e657edd6c513325351a,CGPOC1:a334b814944448a5a95c0249ca72d3f4555d0781b171b8cf13b02d5850feafb1,0.967357,0.049568,provisional,9,4,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand],
CMAT1:9e958daad83a888de09355441bb3a8de5d050359fd74cbbb2b5935147c6164b2,CGPOC1:e5adf913b0f1c9a75358706dce540cabdfc8b71eeec6dca7159242cc4bcfca71,0.944396,0.067096,supported,2,2,Cs2CO3 [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; MeOH [solvent]; water [solvent],
CMAT1:9e9b86ba128f402d56e6ad0f12254fadfeb749cc0300e51e5c06dd5258ea6274,CGPOC1:8d574ec78f3bfc9b0270464d353a735554287a7963ed925906b3b34a5768927d,0.957833,0.109076,supported,1,1,DBU [base]; DMSO [solvent]; iPrOH [solvent]; No ligand,
CMAT1:9e9f31ecdbd53a782197b1bacf33340dc6ce3eee9956dc9806ab94515d6217cb,CGPOC1:13080393c6a5e2957f82b3c1ac3fe42c3c1c32cf2ca7c8886a6807bad7786044,0.994979,0.055248,supported,1,1,Potassium 2-ethylhexanoate [base]; EtOAc [solvent]; No ligand,
CMAT1:9e9f3cc4b171d986ef3746b0a23cfb66884a142728b61251cd239e0097f12742,CGPOC1:53aaabb16c2f043c3e25e929cad4bc31c3e464c28f36cdee23c2e877e010339d,0.928592,0.151533,supported,1,1,K3PO4 [base]; CuI [catalyst]; Xantphos [ligand]; DMSO [solvent]; water [solvent],
CMAT1:9ea2b28f331745b667ef8e94a7de21a4ba0654622fdbc41db8399bf23664b498,CGPOC1:b7bc4a29f2aae71ec68bfcca073a0dce3bf85faef264e9e3313396928f26a719,0.733289,0.018896,review,1,1,water [additive]; NaHCO3 [base]; XPhos Pd G2 [catalyst]; XPhos [ligand]; Dioxane [solvent],
CMAT1:9ea67612e250e72db9dc74e445c5ca71686f0f51215263ec2f7a9338fec1dcc8,CGPOC1:a23d0ea95a8412182c0ae901a4d7436bd3c4c303e0416bda6d70bdac48319cf1,0.931483,0.023607,provisional,2,2,LiI [additive]; K2CO3 [base]; MeCN [solvent]; No ligand,
CMAT1:9ea83c5b9036ffd70875cc182e9a0223eee2e9571a84826d7e84bef49bd67d4f,CGPOC1:d5204693db07c70118c0d170cdff2ba90e2cb16bd53eba8ee257da25a2f958a0,0.992751,0.088462,supported,1,1,HOPO [additive]; NMM [base]; T3P [coupling_reagent]; TBME [solvent]; No ligand,
CMAT1:9eb4c688aee3fd397876f2fe9e36845fee92d566124e11f3333149979f390c98,CGPOC1:defa131445fa1cf1486cfccfb30383edc09215536d2f7627e68ead487fbe9ac2,0.905866,0.139656,supported,1,1,KOH [base]; GPhos Pd G6 Br [catalyst]; GPhos [ligand]; anisole [solvent]; MeOH [solvent],
CMAT1:9eb781fbbdef1099851344c1b345d39d79bde84dccd8084db6a287c5f73bf757,CGPOC1:3088850d070a95cbc97de0a083dda8bb9fb03cb0b375d10eb575028d3e9f15ce,0.88355,0.07092,provisional,1,1,water [additive]; Na2CO3 [base]; (DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; tAmOH [solvent]; water [solvent],
CMAT1:9ebb4878f469d98ee7c7c7a8bc23a9736f19e1ad6cc8471810f4210557f04859,CGPOC1:706e29d9879b98739ccd1b0551da103f95d3580356bfcab56a47761467ac2a48,0.987089,0.059344,supported,1,1,BSTFA [additive]; NMM [base]; pyBOP [coupling_reagent]; MeCN [solvent]; No ligand,
CMAT1:9ec2b82569f962b21f1b6901cf0967c9204e4b111775bf05079e403585487f6c,CGPOC1:da27787bd0e5c159af016b243fbaf65f4a4b40bd534a1987f667021bc487311d,0.916522,0.007531,review,1,1,K2CO3 [base]; KOAc [base]; rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; DMAc [solvent],
CMAT1:9ec36c8ec6b0f56f9b5cd0995f405f244d097daccac389114e0ab0664097d6f0,CGPOC1:227e921033dd23a2b31c361083bec463cb68b91502e931c404e339c3d83c15b3,0.976439,0.088478,supported,9,2,IPent Pd(tBuInd)Cl] [catalyst]; IPent [ligand],
CMAT1:9ec5ed8896ed4649ca8454d49fe593f017322db50e0c8ee426be6a490c603e9f,CGPOC1:0e005e4b97c3d8559e245ed55ff58320b48baef0c8a314b10777aaf0d1d7d56d,0.780505,0.028293,review,1,1,Na2CO3 [base]; CuI [catalyst]; NMP [solvent]; No ligand,
CMAT1:9ec8d621dbcb7653c016c47e492c6f2380d36736f877a56c7a9839a8ac2c7b76,CGPOC1:13080393c6a5e2957f82b3c1ac3fe42c3c1c32cf2ca7c8886a6807bad7786044,0.98418,0.063299,supported,1,1,NMI [base]; NMI [solvent]; No ligand,
CMAT1:9eca43a4f6e0eb34d27308577af8f1da1667727e1b3e1c2236b0fa1d4df1940a,CGPOC1:6e9ae833b12a970183b4475035385de0596f1c9342ec4952ad79718aee5f6387,0.820134,0.074644,provisional,1,1,"DIPEA [base]; CuI, PEPPSI-IPENT [catalyst]; IPent [ligand]; DMSO [solvent]",
CMAT1:9ecbc772bc3fa911c7a64fbcfc132ab893f12d7d4c5724a4eabcf6592245a4fd,CGPOC1:3dca00745aac2793f7abbf379b77e1fb0c666c875ad154b1a295d105bc6c1f75,0.964735,0.077976,supported,1,1,Octanoic acid [additive]; TMEDA [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; Brij 35 [solvent],
CMAT1:9ecc056ded520aec63be5ae7e0859411a20c6e3c60cdf4da3e58594d85e2318b,CGPOC1:328eb6ea3a6a3efe1fd667b7813413f9c1a0b1e8a6edb25d87ce9991a7d50f15,0.933687,0.126285,supported,2,2,"K2CO3 [base]; CuI [catalyst]; 4,4-Dimethyl-2,2-bipyridine [ligand]; DMSO [solvent]",
CMAT1:9eceb6b460472b69f2618a046c9b5f3f04376afe169bf8434844ab507b980d53,CGPOC1:005df2d1ba1852a82204c9b6ccc96a8d8ea79c73a90980cf7568c0fda2e2a95a,0.982571,0.058423,supported,1,1,KOtPent [base]; TCFH [coupling_reagent]; DMI [solvent]; No ligand,
CMAT1:9ed24983b01f9032d6d51ab40d98fcfdd01072e15ffdafda864469760a7a69a2,CGPOC1:ced0d9c9aa264a48e4dbf22f5c515d59a69574f9a83083a06c636e80fb4b49d6,0.896597,0.124724,provisional,32,23,NaOtBu [base]; (R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; PhMe [solvent],
CMAT1:9ed4b0ce7a203f13b37cf659157854533687b5bdb982ae68ad16d8db25e424eb,CGPOC1:78a5bc21ecc3bde80a6e5f1d53e623154433be7deb944996e3b8cedfa819081f,0.916662,0.039112,provisional,3,2,Cs2CO3 [base]; CuI [catalyst]; Me4phen [ligand]; PhMe [solvent],
CMAT1:9ed87c7dfb7e550c3e9a4e1dc1f6a9dff9e50116f18c1119e0071af59ea08b28,CGPOC1:c1a1f4ea3503cee8a0516d6362e92ce0e52715cd8358dfc6b3c0b6ae9799d21f,0.871584,0.090882,provisional,1,1,K3PO4 [base]; [Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; tAmOH [solvent]; water [solvent],
CMAT1:9ede0bf7d5486e9e34b1a8d1b9b04d5d053ce04affd5cb09e431c2acedd49abd,CGPOC1:96622d8dcfae8053f6c0f40dc6ea529ca6c7f5b4fc6f9a53faec5754ed689913,0.9954,0.115827,supported,1,1,KOtBu [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand]; MIBK [solvent],
CMAT1:9ede2c7019fb35a3da9b90f6560d22c21801e172339b0fa3ea93c52ae4023539,CGPOC1:fb3b1f364dc4a7cf96f785710d6b48f4209eba4c27ef13a4fe440a40b32abe27,0.983517,0.12093,supported,1,1,NaOtBu [base]; P(Cy)3 Pd(crotyl)Cl [catalyst]; P(Cy)3 [ligand]; CPME [solvent],
CMAT1:9edeae4fc0390180da2b1c7a10311d782ad706e816e0f6f0c72800c1e0cd3cfe,CGPOC1:14c2e79fbf4e197cdb0ee29e07a2556165bc3b0605c0e24ee2466c715b7c98e6,0.941043,0.069239,supported,1,1,"K3PO4 [base]; CuI [catalyst]; tBu-NpPh-Biphenyl-benzene-1,2-diamine [ligand]; DMF [solvent]",
CMAT1:9ee374b744e901dbf76b27bae05b8c5e9574f1fa885edef60da4f99233bdb511,CGPOC1:29ab0a37135fe012c389caeac5f5828bfe398878e45bebffda54f521168b8d97,0.966696,0.085047,supported,1,1,TMSOK [base]; Me4tBuXPhos Pd G3 [catalyst]; Me4tBuXPhos [ligand]; TBME [solvent],
CMAT1:9ee54fcdf1432d2e0256a1765f9550f59df1bcd69ecbefc5430ed81b3f42c1ea,CGPOC1:b41f01691cab4e4369799eb4bc92102dcb392d90e6b380fb6eb0d71ee41ab60e,0.766785,0.04381,review,1,1,Potassium 2-ethylhexanoate [additive]; Cs2CO3 [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; DMAc [solvent]; water [solvent],
CMAT1:9ee98a8f1ba4bbdbdb802c8378f624f0e2ff203668cf7157a707d79fb17f180b,CGPOC1:cf0d89fbb3db6a35b47cd553396aad2b82208fab6ea9e85aeb643b9402f231a9,0.898391,0.03337,provisional,2,2,K2CO3 [base]; Cu2O [catalyst]; NN-Dibenzyloxamide [ligand]; DMF [solvent],
CMAT1:9ef17e52ff05fc031846f379fd4cc448e21dd2ffb8c9c39ce9b2581dcd8315d3,CGPOC1:82ac41fd619448bdb5d6f7d89ceabcdb8586f4d1d87cf3a00df6daf606693fdd,0.926667,0.069022,supported,2,2,K3PO4 [base]; AlphosPd)2cod [catalyst]; AlPhos [ligand]; PhMe [solvent],
CMAT1:9ef1d7e33db39e7425e4410fc2fe9b1dd95b8f0e9121f3e2dd06d92ce749e7ec,CGPOC1:7617e36cb778ef5960462ede9e648ff1ddc13600d035e82eb1baefe1a10736d7,0.964871,0.231193,supported,1,1,Sodium trifluoroacetate [additive]; NMM [base]; GPhos Pd G6 TES [catalyst]; PyBrOP [coupling_reagent]; GPhos [ligand]; PhMe [solvent],
CMAT1:9ef82f2b26eb30017e8d8e1236cc84d5eb299c7b03da5217af036d629221b7da,CGPOC1:943fca0451c24dc75c214d7c822812357ae9dd21dbeeb542e5c40343e12f2d5d,0.90103,0.030208,provisional,1,1,Na2CO3 [base]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; MeOH [solvent]; PhMe [solvent]; water [solvent],
CMAT1:9efc7213b9fd3ce19f7688879fc7ac0372482dd64b6ea07e308bcf85c14b0696,CGPOC1:f162f5a5cf88258b1dd75d3925fdeeba8aa798257baf4bc82287c4605be539fa,0.988109,0.109444,supported,1,1,LiI [additive]; KOtBu [base]; chlorobenzene [solvent]; No ligand,
CMAT1:9efe9d401925b1dc7debba0965fbdd408a8dc4134a2c3afed87c8a096de13ec0,CGPOC1:f162f5a5cf88258b1dd75d3925fdeeba8aa798257baf4bc82287c4605be539fa,0.908294,0.067751,supported,1,1,NaI [additive]; K3PO4 [base]; CPME [solvent]; No ligand,
CMAT1:9f00f30a8e006797e72c17cd75dac78137b0fefe72fe04d8be72cf62c10fe4d6,CGPOC1:53915131d59eabfce2b5f20e69674fbaac3c16abb1c66ff8c016b17b1310dbae,0.998686,0.117797,supported,1,1,Cs2CO3 [base]; CuI [catalyst]; Acetylacetone [ligand]; Dioxane [solvent],
CMAT1:9f026cce06a322dd767a0913fc2f552732b3b08c006acd7f3cce5e14e76334ec,CGPOC1:5a762212b144d87161b5246f8f92be15a39d91ce458f633b194a53a32b71e938,0.874795,0.129443,provisional,1,1,NaOtBu [base]; tBuBrettPhos Pd G3 [catalyst]; tBuBrettPhos [ligand]; tAmOH [solvent],
CMAT1:9f035d61e389d38917cd65d114b38c8b5c9f3879538c31b84a708ec11b31285c,CGPOC1:bfb63804362c87bdece6beef62584f53e50d46a38948ac4ec08844f7bc065bf7,0.902868,0.091951,supported,1,1,LiCl [additive]; K3PO4 [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; iPrOAc [solvent]; water [solvent],
CMAT1:9f07c6e4e94129f56de1013629a1cd279dc8e3e1dbe5de65874c61db9b9d3c09,CGPOC1:79efe720f3ba670ab209de824399dbfa7880ab3553793e08e7f2201fb348fff4,0.929672,0.035543,provisional,1,1,Brij 35 [additive]; KOH [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; Dioxane [solvent],
CMAT1:9f0c294a68d1ac1d4e7a415ea6178fa0685f3ca770dfc5370c922ed304f64a9d,CGPOC1:b41f01691cab4e4369799eb4bc92102dcb392d90e6b380fb6eb0d71ee41ab60e,0.897498,0.146938,provisional,1,1,BSA [additive]; Cs2CO3 [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; PhMe [solvent],
