material_id,condition_group_id,centroid_similarity,assignment_margin,assignment_status,observation_count,exact_recipe_id_count,condition_display,parse_warnings
CMAT1:0c08422990aeb71e4ee9201d054be84b37c9a46d854427db49ec3da97b9c3f35,CGPOC1:9dc64eac694b1952e0a70e42b3b7501fab091f4640a9a030ac6ffe989a0ba8e8,0.826606,0.033732,provisional,1,1,Brij 35 [additive]; Cs2CO3 [base]; dcypfPdCl2 [catalyst]; dcypf [ligand]; iPrOAc [solvent],
CMAT1:0c08f436601dcef2db1643cc0cc878b5e21e4474d2693fb74e3c1ea95b7007ce,CGPOC1:5810094b262815bda2f96f55f51f80382a963d0ba46ea673e2f18ce29aed78d9,0.960833,0.026766,provisional,1,1,NaHCO3 [base]; dppfPdCl2 [catalyst]; dppf [ligand]; MeOH [solvent]; water [solvent],
CMAT1:0c094d915eafe43546ad0209940226f09864b4ebb5eaece6d64e17da8927327c,CGPOC1:13080393c6a5e2957f82b3c1ac3fe42c3c1c32cf2ca7c8886a6807bad7786044,0.96341,0.067667,supported,1,1,KF [base]; water [solvent]; No ligand,
CMAT1:0c0abea575cf70ed500538594f4f968e2e0f653d262ed12f90275f5f63799080,CGPOC1:ff0da3cffc400d409eae992020f3fbe7e03a5bf0f9008a97a91750ebeb0a8bce,0.930161,0.02791,provisional,1,1,K3PO4 [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; MeOH [solvent]; PhMe [solvent]; water [solvent],
CMAT1:0c0bede888da17743b72127a6cf2110afa758b0990f16a5579fab5d1fd7c25df,CGPOC1:07c2bf3cd9b94a78999c62114d3349d056373aebeb1b023c1c83c64b61496f23,0.86552,0.125526,provisional,1,1,Sodium trifluoroacetate [additive]; DBU [base]; (R)-BINAP Pd(allyl)Cl [catalyst]; BINAP [ligand]; PhMe [solvent],
CMAT1:0c0bfcbb1ca3c714f59efc3060f754f21558ab341d3c2a32cc6556d47215782d,CGPOC1:6252c8c3db1db55fd48ea00611ba8c479bdcad2ce266c85a31a96eeb16339d0d,0.706457,0.008198,review,1,1,NaOtBu [base]; DPEPhosPdCl2 [catalyst]; DPEPhos [ligand]; MeCN [solvent],
CMAT1:0c0c4e0a47e4e66eb14f913548462a9d4ce536af2e26f1f8cd27b27fe3622f58,CGPOC1:6bb1219c0c0c99b727f80fc2752879fe7805b5d3071927d17e9e26857bfa4a9f,0.974333,0.06064,supported,1,1,NaHCO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; THF [solvent]; water [solvent],
CMAT1:0c0dfc27596c623523fa1471d8bd733502c4eeba420f47259e582fbbad8907e5,CGPOC1:12b2abd7c87b98d2604befccc2bea741eb55e5e4026bf6f1d37b9d1baaaa4432,0.982677,0.242673,supported,6,1,NMI [base]; thiazolium-NHC*HCl [catalyst]; Dioxane [solvent]; No ligand,
CMAT1:0c0f11f7e7d46f9b7a80046593277c289da0c4751f8bb9b35d52045ee80379e7,CGPOC1:8faf4b85e27f376eeb14a95709b3c2053121dd22ea5d080a99c442e0c6e6737b,0.937844,0.083908,supported,1,1,Cs2CO3 [base]; CataCXiumA Pd(allyl)Cl [catalyst]; CataCXiumA [ligand]; Dioxane [solvent]; water [solvent],
CMAT1:0c10c33ea83afa3126926361e230c01b77e29bda000dc64f2209d7e4b864c062,CGPOC1:596f08f7aa9992b44f6974e99dab3665c970abbbc22fed800b618e2ff28fa798,0.868044,0.055351,provisional,14,8,K3PO4 [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; Dioxane [solvent]; water [solvent],
CMAT1:0c15bba40c8ada14343744f6c9b7a986107f358e457551c581429933fb04e8a7,CGPOC1:1d824ea74005084675cd5ee85b3ce563781b69f3c33de35a137b64af8ab8a6fc,0.923618,0.002341,review,2,1,KOH [base]; (DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; DMSO [solvent],
CMAT1:0c183e2644fd80bf6f2a416dec9d85cf5c30e231f20a140a217b9bb442f01137,CGPOC1:efa665c487b23c251fa4b9582064557cadb348cc164bf30e5d1cfdb503f1b3fc,0.940776,0.059909,supported,2,2,AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; MeTHF [solvent]; TPGS-750M [solvent],
CMAT1:0c1e4759f6a2b94c639cef2bb14a65eb186ffbfc76bd33189886e1e196cb5b7a,CGPOC1:af111214737909cfe27cba03ab2445bdc280b081a6ccf48a3a1482b3169b0795,0.942416,0.049953,provisional,1,1,water [additive]; DIPEA [base]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; tAmOH [solvent],
CMAT1:0c2309c5e14a6b606a6814b5554fc30a82ba3580a4bf8068213e0326e5760bc6,CGPOC1:419582f48616d18bb4cf25e8bbc4e9f3ebb9672b3db2af24a425378af1bbf2bf,0.857599,0.141466,provisional,1,1,water [additive]; Cs2CO3 [base]; tBuBrettPhos Pd G3 [catalyst]; tBuBrettPhos [ligand]; DMI [solvent]; PhMe [solvent],
CMAT1:0c297a940a729da8795690dc2f0b5324838fafe44c7251c0376e9520bd95f6a9,CGPOC1:dfdf0e268de656417e9e0d0cbda8c92340b70d8009fc4b6c427aa1d66627f200,0.929714,0.073187,supported,1,1,DBU [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; xylenes [solvent],
CMAT1:0c2a7f4e484e3ecd77ed33e24a9fb9e3d3314a76bdea370c8f7830d1d9f3f7ed,CGPOC1:772b98b63a9ad8bcd9df01a7783cde51336859fc6e68a2885827348b54f936f1,0.940846,0.057627,supported,1,1,Potassium 2-ethylhexanoate [additive]; NaHCO3 [base]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; Propionitrile [solvent]; water [solvent],
CMAT1:0c2b08a659fd060b4bd64c7a6a184e84abbedbc8cf3b80cf1ed0d0bab0ee9ea9,CGPOC1:da3e9ef6878ddd9fa4d5d12b111e0ef2e44813adf0d80cacef89dec4271df226,0.948181,0.013137,review,1,1,TMSOK [base]; Pd-PEPPSI-IPent Cl o-picoline [catalyst]; IPENT Cl [ligand]; MeTHF [solvent],
CMAT1:0c3174484a4a813a9ba4d456ca062db23660575208da137039024d2d7f0d58a9,CGPOC1:cf0d89fbb3db6a35b47cd553396aad2b82208fab6ea9e85aeb643b9402f231a9,0.984363,0.08538,supported,1,1,K2CO3 [base]; CuO [catalyst]; BPPO [ligand]; Propionitrile [solvent],
CMAT1:0c3594de7177c18f35ab6dfe9837f7db54db39ac1e73182fd9c8f29a22873298,CGPOC1:0924d38dc3e2a3fc509a1d604fcdc7ae8b5370f825d31867cce0d96086fa1ca3,0.899524,0.122941,provisional,2,1,Potassium 2-ethylhexanoate [additive]; K3PO4 [base]; tBuXPhos Pd(allyl)OTf [catalyst]; Me4tBuXPhos [ligand]; THF [solvent]; water [solvent],
CMAT1:0c36c69b7020f6a1d631eb2140f8d5077a8d7589b7cebe17ebebb52865ad5042,CGPOC1:85ed1d9c5ba45283aa2b77bed60049c610b52e37a09d3815dc025bcab0dbbbf8,0.911671,0.08313,supported,1,1,TBAC [additive]; DIPEA [base]; N-XantPhos Pd G3 [catalyst]; N-XantPhos [ligand]; Propionitrile [solvent],
CMAT1:0c379631f090bd6372c382cbbb2f8fd950a7424ea448161672ece753e0f1feb3,CGPOC1:efa665c487b23c251fa4b9582064557cadb348cc164bf30e5d1cfdb503f1b3fc,0.986119,0.074504,supported,2,1,TMEDA [additive]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; NMP [solvent],
CMAT1:0c3babf8004901ab4a3c1fe086760d8827d694449576a1ba7efb503ae1e5ff40,CGPOC1:6710d1e5ff9c50fac49c17d9999345264b7a2e0c4d62a814181df81cf5c4f7f9,0.989615,0.127147,supported,1,1,KHMDS [base]; Tf2O [coupling_reagent]; THF [solvent]; No ligand,
CMAT1:0c40d1c1104e39d05a33c25f9ee5ed20a01ea98ba4d52057f228c3c4f650757c,CGPOC1:5810094b262815bda2f96f55f51f80382a963d0ba46ea673e2f18ce29aed78d9,0.97167,0.05166,supported,3,2,NaHCO3 [base]; dppfPdCl2 [catalyst]; dppf [ligand]; EtOH [solvent]; water [solvent],
CMAT1:0c413ddc7c95968808c69ea8e427de1a8c2951009392bf9ae5ff40e9534e133f,CGPOC1:b9b50c7fcfc91dc5250ded592ed214122037ffb14f799d73ad5770d791782876,0.920621,0.060738,supported,9,6,Potassium 2-ethylhexanoate [additive]; TMEDA [additive]; VPhos Pd G4 [catalyst]; VPhos [ligand]; 1-Octanol [solvent]; water [solvent],
CMAT1:0c42be6622f820b30246472881519694147b1b6438b97e75f0c4e22d7f0dc728,CGPOC1:5fe5e2ff8917bcf819356d850eb741feb2f7f11c4d4b66d7b361716c7c6b54c4,0.95648,0.072397,supported,1,1,NaHCO3 [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; tAmOH [solvent],
CMAT1:0c4947fdf869d5a42d1cbb2edf04c2686d3f8c556b5b1824aa284fc7644b44c2,CGPOC1:82ac41fd619448bdb5d6f7d89ceabcdb8586f4d1d87cf3a00df6daf606693fdd,0.987601,0.043701,provisional,1,1,KOPiv [base]; AlPhosPd G6 Br [catalyst]; AlPhos [ligand]; nBuOAc [solvent],
CMAT1:0c4aa03425571329b6568ca0ecda949d2a62a8ca6f38651d240cba62ec3a4341,CGPOC1:cf0d89fbb3db6a35b47cd553396aad2b82208fab6ea9e85aeb643b9402f231a9,0.979966,0.117516,supported,3,2,K2CO3 [base]; Cu2O [catalyst]; trans-Hyp [ligand]; NMI [solvent],
CMAT1:0c50aa6e60f050e2992bf9400eba03705ed2d4df78a617c9343ab7796cad01e4,CGPOC1:451b8f32e40aa13c62a78288824b845f3406c40005ea08e7240f0c04d159806f,0.9808,0.137397,supported,1,1,LiHMDS [base]; N-XantPhos Pd G3 [catalyst]; N-XantPhos [ligand]; anisole [solvent],
CMAT1:0c5222a361db74b95b4c38ad482f7ddd254ac92d51156f94744023e361dd773a,CGPOC1:578092c71007252677a9f403c9f3e436f57dac2276b106f6e9edfdf3b1c4d862,0.89998,0.035986,provisional,1,1,K3PO4 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; MeCN [solvent],
CMAT1:0c53309c8706d8464a35b9569fcead1f3f1f49527448ef7fb880c25bbf46d68e,CGPOC1:5307d72c6e01f9b4baa5aa852961cb2590e01982dddb071990b6aef97b9f12f0,0.885293,0.094046,provisional,2,2,KOH [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; MeCN [solvent]; water [solvent],
CMAT1:0c58223290716adc42908152d6b396cf6af626f9e83f0f12a3cf3bedd3dff3e4,CGPOC1:ced0d9c9aa264a48e4dbf22f5c515d59a69574f9a83083a06c636e80fb4b49d6,0.909088,0.069397,supported,20,8,NaOtBu [base]; rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; MeTHF [solvent],
CMAT1:0c58f112213d5ea35627bae706ee0dfc4ca017d770856566abe9e41556a3244e,CGPOC1:1bed865c5d78a1c5d76c25bfbcdde5c31513713e478876b6735a46f1f5a980ad,0.84551,0.047318,provisional,1,1,K2CO3 [base]; Jackie CPhos Pd G4 [catalyst]; Jackie CPhos [ligand]; Dioxane [solvent],
CMAT1:0c66ced4dc4b85affa5efdf89fa53a978654881f269f8d4055ae82bc4a75633e,CGPOC1:d5204693db07c70118c0d170cdff2ba90e2cb16bd53eba8ee257da25a2f958a0,0.888638,0.105873,provisional,2,2,HOPO [additive]; NMI [base]; DIC [coupling_reagent]; anisole [solvent]; Brij 35 [solvent]; water [solvent]; No ligand,
CMAT1:0c6826731b693cad557a514d557bafcef7b5c927c4ad85237ccbc2e95de03c70,CGPOC1:dfdf0e268de656417e9e0d0cbda8c92340b70d8009fc4b6c427aa1d66627f200,0.9901,0.069753,supported,2,2,LiHMDS [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; nBuOAc [solvent],
CMAT1:0c68fd02fde29e2375d144fa1e117dfbfd5347d4004398e4c6a5d55291605b1c,CGPOC1:9dda3039bbcf938d564d9ce4a7d24b4899002d2f748145964a256b3826521cee,0.992613,0.157706,supported,8,2,water [additive]; DBU [base]; Cu2O [catalyst]; BuOH [solvent]; No ligand,
CMAT1:0c69770fafefd343081ec9532198d78c385165c1e98f26ba7bdce75dc6ca401d,CGPOC1:f162f5a5cf88258b1dd75d3925fdeeba8aa798257baf4bc82287c4605be539fa,0.880717,0.072157,provisional,1,1,BF3.OEt2 [additive]; DIPEA [base]; DMI [solvent]; No ligand,
CMAT1:0c6b6ee0b322dbd410a041c867bc33a6f48fa59ba4a36792957c1e9bfe18d312,CGPOC1:e726fc6cf594b1a4d00ac445dd837000a6c587ca8e3d36f626a708182adf0e38,0.90681,0.039937,provisional,1,1,K2CO3 [base]; dppfPdCl2 [catalyst]; dppf [ligand]; iPrOAc [solvent],
CMAT1:0c6e2df5b00937d0c113aff2060b5cab16ac4c0b1ec0624e82e1b6e793c77136,CGPOC1:3dca00745aac2793f7abbf379b77e1fb0c666c875ad154b1a295d105bc6c1f75,0.962548,0.056281,supported,1,1,Octanoic acid [additive]; TMEDA [additive]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; Brij 35 [solvent],
CMAT1:0c6fa050c9bf2edb8754026bd25b93aaf0dc5077c7a8d17fa3dd8c1f97f5f6c4,CGPOC1:11e718ad94ec5c500fe7584a0f87388d9545ca51c6a975ccfbe26a7bfa77ca65,0.940861,0.181702,supported,1,1,KHMDS [base]; XantPhos Pd G2 [catalyst]; XantPhos [ligand]; DMI [solvent],
CMAT1:0c71920dc4cc012fa9bf1ad6ea3c29c9c9d4b57881be8a9db3afeb21caca3a17,CGPOC1:0be47927c44ceff6ae71a3acc42e27dc565e25605945f546f37fc037c0c563cf,0.950062,0.1191,supported,1,1,NMM [base]; EtOH [solvent]; nPrOAc [solvent]; No ligand,
CMAT1:0c72fb48eaf5c76efadfd54954c421b2350f69734e5f7da4f9a7eb842fce0c45,CGPOC1:578092c71007252677a9f403c9f3e436f57dac2276b106f6e9edfdf3b1c4d862,0.90973,0.049179,provisional,5,5,K3PO4 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; MeTHF [solvent],
CMAT1:0c744a259d49d0ca33697dd839d9a9e9c6302e6ca5765e1a85eee6e4fd803d40,CGPOC1:11e718ad94ec5c500fe7584a0f87388d9545ca51c6a975ccfbe26a7bfa77ca65,0.76438,0.068172,review,1,1,Cs2CO3 [base]; XantPhos Pd G2 [catalyst]; XantPhos [ligand]; iPrOAc [solvent],
CMAT1:0c74d7d829dc4eba9f5499c2800c4e523f47cf089df284c328c2e9a2120cb98b,CGPOC1:5d8523fadcb062da6dcaf7cdf7fa13af2036908b69648f3f8ee9e39d99c2183b,0.927234,0.014892,review,1,1,Cs2CO3 [base]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; MeOH [solvent],
CMAT1:0c757c34511dd8c8cb95a194bc7786ebc3d61f453f2e38a747fd3866c9487b92,CGPOC1:005df2d1ba1852a82204c9b6ccc96a8d8ea79c73a90980cf7568c0fda2e2a95a,0.990346,0.052727,supported,1,1,NMM [base]; Diethylchlorophosphate [coupling_reagent]; DMI [solvent]; No ligand,
CMAT1:0c76380feda8ecc1ae6481a7221cc2381951ff6bdae6963143bb18a2fb764dc4,CGPOC1:701b4168d6fc10cb3e5d2e7cd32db389e3ee6c4225ed962909ec852fd417dd2d,0.953054,0.019274,review,4,3,TMSOK [base]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; PhMe [solvent],
CMAT1:0c7a29f3f9585bb064f712bfadac1e33fd2a907c5b6b683db52b5605c0e95319,CGPOC1:318e03c7aaede4b0b198cd3432df1296fd4698ab50a1c735be5a66512c28eaa9,0.950799,0.078385,supported,24,12,water [additive]; Cs2CO3 [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; Dioxane [solvent],
CMAT1:0c7a4f309be1b2b7694215b4d31ebb5cbc72daca63c529f87f6be6e599945063,CGPOC1:69d567895a18e9ccf6564c6b6e9ba09ae46bc7e56c2c3b0399b79f004ed7dfe0,0.951798,0.082457,supported,7,6,LiHMDS [base]; JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; Dioxane [solvent],
CMAT1:0c7b2e8316076a1ca949f5391e5f6a5c0f9fc37efaedab5cd0de124f95c94c88,CGPOC1:02f7aca93718dd8c8bbcf8dc3aaa912d8516710a3510461b07acbfc9739d0be6,0.937233,0.063013,supported,1,1,BSA [additive]; NMM [base]; PyClOP [coupling_reagent]; iPrOAc [solvent]; MeCN [solvent]; No ligand,
CMAT1:0c7c63185cf1441bf4ce0583eeec94541b13a44cedf327738f1e1f0ec4205a62,CGPOC1:ae683d0f2f1e05a90c5a7ea1f6f4685b5b39a93e2a5caeac9760894a788a0c5b,0.994046,0.051635,supported,1,1,NMI [base]; CDI [coupling_reagent]; DCM [solvent]; No ligand,
CMAT1:0c8046948493bc61787ab7096feba300769c50792399462d653a7ff66d4b94a3,CGPOC1:7a3fbfab16def81d4814749c5397d69d08ebf5c713c0885314017b19ab806ad0,0.98738,0.065388,supported,4,4,Octanoic acid [additive]; TMEDA [additive]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; 1-Octanol [solvent]; water [solvent],
CMAT1:0c867502a86dd8fe95aa8790a6b21c1576474ca5b43b4b337f8c8b136867fcc3,CGPOC1:6710d1e5ff9c50fac49c17d9999345264b7a2e0c4d62a814181df81cf5c4f7f9,0.913954,0.018725,review,1,1,NaOtBu [base]; COMU [coupling_reagent]; THF [solvent]; No ligand,
CMAT1:0c86bcbb1e39e37be3e9b760aa974b15f97a4bc734f23e6718bb4347c3412f0b,CGPOC1:328eb6ea3a6a3efe1fd667b7813413f9c1a0b1e8a6edb25d87ce9991a7d50f15,0.93438,0.127712,supported,2,2,K2CO3 [base]; CuI [catalyst]; 8-Hydroxyquinaldine [ligand]; DMSO [solvent],
CMAT1:0c88d6cda061998b55fbb2f75ae81d3c0e341fc862943f733d968914b768faea,CGPOC1:96e46011f584e39de0472ce94ef0cee1d05d8b3188484d4f39512d756e41783d,0.986111,0.082887,supported,1,1,K2HPO4 [base]; Pd-PEPPSI-IPent Cl 3-chloropyridine [catalyst]; IPENT Cl [ligand]; TPGS-750M [solvent],
CMAT1:0c891106f50914480bbb421c48b45e543cab22e5958c00b2f5830d2f624be7f3,CGPOC1:96622d8dcfae8053f6c0f40dc6ea529ca6c7f5b4fc6f9a53faec5754ed689913,0.948094,0.073408,supported,1,1,KOtBu [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand]; MeCN [solvent],
CMAT1:0c8af976156b9106e3892aad60dacdd747ef8f1158a71bd9d166d205f037d932,CGPOC1:eb49314c3623354e024058fa7747376ab4eb8cc4f8c8bb9b396043e557b61d48,0.891587,0.175369,provisional,2,1,K3PO4 [base]; cPhos Pd G3 [catalyst]; cPhos [ligand]; THF [solvent],
CMAT1:0c8c0076447f6e225d8be2364e08202cd864e497f0ba1f181c2ca1d4d7488582,CGPOC1:ae683d0f2f1e05a90c5a7ea1f6f4685b5b39a93e2a5caeac9760894a788a0c5b,0.981367,0.017382,review,1,1,NEt3 [base]; BOP-Cl [coupling_reagent]; DMAc [solvent]; No ligand,
CMAT1:0c9123aeb1cb79ebfec33ad43e74a24eb50d8efc53a7ad9f6c558d594d07c2b5,CGPOC1:687702b0f2b9bf56073c40c8501be4ce768ebec5d00dd737680d06f6b40bf6e1,0.99254,0.081451,supported,1,1,CsF [base]; CuI [catalyst]; DMPAO [ligand]; Dioxane [solvent],
CMAT1:0c9619809195b0ff13b4dab072246ae941fd231204ee886405ebd1c9a1276eaf,CGPOC1:b7bc4a29f2aae71ec68bfcca073a0dce3bf85faef264e9e3313396928f26a719,0.978719,0.135435,supported,1,1,"TBAB [additive]; Cs2CO3 [base]; P(Cy3) Pd G3, Ph3P AuCl [catalyst]; P(Cy)3 [ligand]; Dioxane [solvent]",
CMAT1:0c96243345280c37a94573e58fcb4f6a915fde203abab3fdc5930bb2a6cb9d71,CGPOC1:1ddfcf4a4fda9e1422429971b6ad0f21d85c33c6fadf050a2390363fcca26d35,0.965793,0.057671,supported,2,2,KOtPent [base]; (DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; PhMe [solvent],
CMAT1:0c96b52956427c4d7a97b1c84bc4cac623604567f31f31667403b104a9b42dee,CGPOC1:80fcf90e8d23c89503013981942da57d82a19ee93912f2a908ff09fdbbca7cb4,0.98047,0.081319,supported,2,1,NaOtBu [base]; Copper(II)acetate [catalyst]; NN-Dibenzyloxamide [ligand]; Dioxane [solvent],
CMAT1:0c9c127b79aa59e424dd454938e2eeec895463a072c58f52b7c993fa57eb9510,CGPOC1:51f554769f59aabd96afb9303565fe953a6fd407d2bccb3b4a92d2b6c31bc833,0.858209,0.112984,provisional,1,1,TBAB [additive]; Na2CO3 [base]; XantPhosPdCl2 [catalyst]; XantPhos [ligand]; Dioxane [solvent]; water [solvent],
CMAT1:0c9f8397a1685a1975589fcec4c2c13ccc37c12477054f2049228731b218b4f7,CGPOC1:bc8ab1fb328f70b87f0c12b8e1412c5c9ec68044bda9de57a0dc89d24018fded,0.998946,0.133658,supported,3,3,Cs2CO3 [base]; CuI [catalyst]; Me4phen [ligand]; MeCN [solvent],
CMAT1:0ca052fbc63fa14f3ead1ab4c3e4bf48bbcded7b32836897f9ce5297c6295298,CGPOC1:e6be8695bd7bc97e979ec2a3ce2bfd94c3a30d7683fd93004515759bea662a69,0.995247,0.15337,supported,1,1,KOH [base]; CyJohnPhos Pd G3 [catalyst]; CyJohnPhos [ligand]; tAmOH [solvent],
CMAT1:0ca7205bc105694ccb693ce694e8f7b14c7abb64b5c9a64c211e6788240b601a,CGPOC1:0ac0b71fe4cfe47fed86386526f1f8bd91f0661eb8873f0791ec6e1f6f60ce66,0.921554,0.144028,supported,7,5,K2CO3 [base]; dppf Pd G3 [catalyst]; dppf [ligand]; Dioxane [solvent]; water [solvent],
CMAT1:0cb71ede2b8b5745884c89736eae5b5eaf7aff7de25c17155d7253b1ddd798cf,CGPOC1:090be7860dab8fc6ba23730339fdf6da5a530e8f57dddf12d830aadbbf0f5f7f,0.95811,0.134736,supported,1,1,NaHCO3 [base]; MorDalPhos Pd G6 Br [catalyst]; MorDalphos [ligand]; PhMe [solvent],
CMAT1:0cbdd6b66449e52065b04b78566acc4c8d9bfdadc6a4c320e33aa784d2168a60,CGPOC1:01427864544811a2318d10cfbe7e373f5e69f0461bcadf096ea248734f6ec649,0.929325,0.141612,supported,1,1,water [additive]; (Ru(p-cymene)Cl2)2 [catalyst]; tAmOH [solvent]; No ligand,
CMAT1:0cc2caea6b98692a4077848826d8d48d20218156ac1fa1d0d76c65a35e1350c2,CGPOC1:5810094b262815bda2f96f55f51f80382a963d0ba46ea673e2f18ce29aed78d9,0.946341,0.096874,supported,2,1,Na2CO3 [base]; dppfPdCl2 [catalyst]; dppf [ligand]; Brij 35 [solvent]; iPrOAc [solvent]; water [solvent],
CMAT1:0cc4c3bd557675564f9d9acfcf8276f4e4286b52431ee6d5b2800541be76a5cd,CGPOC1:03fdaadc021c4f5de2f0d4596c66893b666b8d045e483b1ca6f94d84c043c2a3,0.99651,0.140246,supported,1,1,NaOtBu [base]; PEPPSI SIPr [catalyst]; SIPr [ligand]; PhMe [solvent],
CMAT1:0cc6ee40eafbb96a13e94eddc74be314cdf160baaa61c8f2f1e6e46ac2f2da89,CGPOC1:a7fc7d1ff4d73dd8311b586eba0c866daa7bdb870e8c356e7908e453cf879308,0.962096,0.055479,supported,2,1,Ag2O [base]; AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; Dioxane [solvent],
CMAT1:0cc94997cf6da53c56342c5a3e0dd786feaa8ebed9cc4e2a8d69acb810a5f64f,CGPOC1:f2b5331a54e50416c3e1021b0d94e459163f54c6d50ebbac8efd274f40fd0259,0.957269,0.207824,supported,3,3,K3PO4 [base]; TPGS-750M [solvent]; water [solvent]; No ligand,
CMAT1:0cc9ca4c9d36f6e60388522ac1eb80a5ee256f9f8a636076dff62d8a45db2510,CGPOC1:c1f795b902e6aba4050a4b470efaecca4fe8c43ff1e6511d5603953e9d9fe183,0.985582,0.099316,supported,2,1,NEt3 [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; ethylene glycol [solvent],
CMAT1:0ccfe3e2ad70fc39286eec57a47f51d708fb2eea53f47bbc9ab9117741e19efe,CGPOC1:b463a9c3e4e9322ef8316ae8738faf33380d87aa2f992f925d2028be5fe4fe7b,0.998469,0.141813,supported,4,4,DBU [base]; NBP [solvent]; No ligand,
CMAT1:0cd2b291f8da107d223e939747874cb6bfcbce8bfe142f53a6af87bc763e0033,CGPOC1:b463a9c3e4e9322ef8316ae8738faf33380d87aa2f992f925d2028be5fe4fe7b,0.998937,0.149391,supported,2,2,DBU [base]; NMI [solvent]; No ligand,
CMAT1:0cd32e7e620b875c13fe1c66e3d3f22a9116767d4e9ecf7d8327c9f2f3a6591d,CGPOC1:38d10d8ae0114a70ac3984c91278c47208ff5b9d365a7df6a91a65331c7554c5,0.882723,0.080197,provisional,6,3,DBU [base]; cBridP Pd(allyl)Cl [catalyst]; cBridP [ligand]; DMSO [solvent],
CMAT1:0cd370f9e760e8c51f794b5fdf64ed199fa74a9b06365ab0d3b2a7ce911d13bb,CGPOC1:f0b1c58147f66b598fe149dd1f3bfa33001f098f71a9184390efcff87dff3ce1,0.945019,0.201554,supported,1,1,NMM [base]; anisole [solvent]; EtOH [solvent]; No ligand,
CMAT1:0cd6bc6c37e292113566eb891ab964fb568b99c9f6f3f7a9a689d61ecc8225b7,CGPOC1:5fe5e2ff8917bcf819356d850eb741feb2f7f11c4d4b66d7b361716c7c6b54c4,0.933375,0.087543,supported,40,21,NaOtBu [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; tAmOH [solvent],
CMAT1:0cd7a94293c4c1674b1ad9b08b2fd1780aae1559ce4006fe9b9792087b0f09e0,CGPOC1:969d4870164072fe4ff55d41c7e2c0e4c2fe174cd3783c8540b4be49361664ba,0.934014,0.093189,supported,1,1,K2CO3 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; DMF [solvent],
CMAT1:0cda37e5a60727f47b40d00cd6ed8572a4fd2891d82fb31bcc3b83be777d1484,CGPOC1:706e29d9879b98739ccd1b0551da103f95d3580356bfcab56a47761467ac2a48,0.994804,0.096086,supported,1,1,HOSu [additive]; NMM [base]; T3P [coupling_reagent]; MeCN [solvent]; No ligand,
CMAT1:0cdb68202e664043ca6663b6e28fa278e46e89d787712a47c2832a5a4b3c7ff1,CGPOC1:5594475f5c90fdb08db72e40e024871bd5a934cf1935d4910ea6330c1021e0c1,0.942248,0.077207,supported,1,1,KOH [base]; PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; CPME [solvent]; water [solvent],
CMAT1:0cdf31c6860312bc7bdaf16ead605b2edf4d26fbd765b35d02b77a50e954d7fe,CGPOC1:ad662e0c528de30b378f104eedbee58b737a57a46a8ffb6e66e1bcdb4c51b9ab,0.790365,0.026476,review,3,2,TBAC [additive]; DIPEA [base]; EDC [coupling_reagent]; No ligand,
CMAT1:0ce06c66063c83ef524c7b0cebfc71781d193fbc51180a7a1e3db413bddac6c6,CGPOC1:a334b814944448a5a95c0249ca72d3f4555d0781b171b8cf13b02d5850feafb1,0.938047,0.065104,supported,2,2,DBU [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; DMF [solvent],
