reaction_smiles,detected_reaction_type,reaction_key
CC(C)(C)OC(=O)N(c1ccccc1)c1ncc(Br)s1>>CC(C)(C)OC(=O)N(c1ccccc1)c1nc(Br)c(I)s1,Halogenation_aromatic,|HeteroAr-H -> HeteroAr-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | spectators: HeteroAr-Br|Thiazole
CC(C)(C)OC(=O)N(c1ccccc1)c1ncc(Br)s1>>CC(C)(C)OC(=O)N(c1ccccc1)c1nc(Br)c(Cl)s1,Halogenation_aromatic,|HeteroAr-H -> HeteroAr-Cl | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | spectators: HeteroAr-Br|Thiazole
Brc1cccc(Br)n1>>Clc1cccc(Br)n1.O=S(=O)(Cl)c1cccc(Br)n1,Event:Ann,|[] -> Ar-Cl|Ar-SO2Cl|HeteroAr-H | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | spectators: Ar-Br|HeteroAr-H|Pyridine
CN1CCCNCc2cccc(c2Cl)CNCCC1>>C[N+]12CCCNCc3cccc(c31)CNCCC2.CN1CCCNCc2cccc(c2F)CNCCC1,Multi-Event:Ann+LGDisp+C-C,|Ar-Cl -> Ar-F|Bn-NHR|RCH2-NHR | bond_formed: C-C; C-C; C(ar)-F | bond_formed_labeled: C-C; C-C; C(ar)-F | bond_broken: C(ar)-Cl | spectators: Bn-NHR|CH3-NR2|RCH2-NHR|RCH2-NR2 | events: Ann+LGDisp+C-C
CN1CCCNCc2cccc(c2Br)CNCCC1>>C[N+]12CCCNCc3cccc(c31)CNCCC2.CN1CCCNCc2cccc(c2F)CNCCC1,Multi-Event:Ann+LGDisp+C-C,|Ar-Br -> Ar-F|Bn-NHR|RCH2-NHR | bond_formed: C-C; C-C; C(ar)-F | bond_formed_labeled: C-C; C-C; C(ar)-F | bond_broken: Br-C(ar) | spectators: Bn-NHR|CH3-NR2|RCH2-NHR|RCH2-NR2 | events: Ann+LGDisp+C-C
Brc1ccc2[nH]ccc2c1>>Clc1ccc2[nH]ccc2c1,Event:LGDisp,|HeteroAr-Br -> HeteroAr-Cl | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | bond_broken: Br-C(ar) | spectators: AromN-H|HeteroAr-H|Indole
O=[N+]([O-])c1cc(Cl)ccc1Cl>>O=[N+]([O-])c1cc(Cl)ccc1F,Event:LGDisp,|Ar-Cl -> Ar-F | bond_formed: C(ar)-F | bond_formed_labeled: C(ar)-F | bond_broken: C(ar)-Cl | spectators: Ar-NO2
CN1CCCN(C)Cc2cccc(c2Br)CN(C)CCC1>>CN1CCCN(Cl)Cc2cccc(c2F)CN(Cl)CCC1,Event:LGDisp,|Ar-Br|CH3-NR2 -> Ar-F | bond_formed: Cl-N; C(ar)-F; Cl-N | bond_formed_labeled: Cl-N; C(ar)-F; Cl-N | bond_broken: C-N; Br-C(ar) | spectators: Bn-NR2|RCH2-NR2
O=C(Cl)c1ccc(Cl)cc1Cl>>O=C(F)c1ccc(F)cc1F,Event:LGDisp,|Ar-COCl|Ar-Cl -> Ar-COF|Ar-F | bond_formed: C-F; C(ar)-F; C(ar)-F | bond_formed_labeled: C-F; C(ar)-F; C(ar)-F | bond_broken: C-Cl; C(ar)-Cl
O=Cc1cccc(Cl)c1Cl>>O=Cc1cccc(Cl)c1F,Event:LGDisp,|Ar-Cl -> Ar-F | bond_formed: C(ar)-F | bond_formed_labeled: C(ar)-F | bond_broken: C(ar)-Cl | spectators: Ar-CHO
O=[N+]([O-])c1ccc(Cl)cc1>>O=[N+]([O-])c1ccc(F)cc1,Event:LGDisp,|Ar-Cl -> Ar-F | bond_formed: C(ar)-F | bond_formed_labeled: C(ar)-F | bond_broken: C(ar)-Cl | spectators: Ar-NO2
COc1ccc(Br)cc1>>COc1ccc(I)cc1,Event:LGDisp,|Ar-Br -> Ar-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: Br-C(ar) | spectators: Ar-OR
CN1CCCNCc2cccc(c2Br)CNCCC1>>CN1CCCNCc2cccc(c2I)CNCCC1,Event:LGDisp,|Ar-Br -> Ar-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: Br-C(ar) | spectators: Bn-NHR|CH3-NR2|RCH2-NHR|RCH2-NR2
O=C(c1ccccc1)c1ccc(Cl)cc1Cl>>O=C(c1ccccc1)c1ccc(F)cc1Cl,Event:LGDisp,|Ar-Cl -> Ar-F | bond_formed: C(ar)-F | bond_formed_labeled: C(ar)-F | bond_broken: C(ar)-Cl | spectators: Ar-COR
N#Cc1ccc(Cl)cc1>>N#Cc1ccc(F)cc1,Event:LGDisp,|Ar-Cl -> Ar-F | bond_formed: C(ar)-F | bond_formed_labeled: C(ar)-F | bond_broken: C(ar)-Cl | spectators: Ar-CN
Cc1nn(-c2ccccc2)c(Cl)c1[N+](=O)[O-]>>Cc1nn(-c2ccccc2)c([125I])c1[N+](=O)[O-],Event:LGDisp,|HeteroAr-Cl -> HeteroAr-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: C(ar)-Cl | spectators: Ar-Alkyl|Ar-AromN|Ar-NO2|Pyrazole
CN1CCCNCc2cccc(c2I)CNCCC1>>CN1CCCNCc2cccc(c2Cl)CNCCC1,Event:LGDisp,|Ar-I -> Ar-Cl | bond_formed: C(ar)-Cl | bond_formed_labeled: C(ar)-Cl | bond_broken: C(ar)-I | spectators: Bn-NHR|CH3-NR2|RCH2-NHR|RCH2-NR2
CC(=O)Nc1ccc(Br)cc1>>CC(=O)Nc1ccc(I)cc1,Event:LGDisp,|Ar-Br -> Ar-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: Br-C(ar) | spectators: Ar-NHCOR|R_acidic-H
O=[N+]([O-])c1ccc(Cl)c(Cl)c1>>O=[N+]([O-])c1ccc(F)c(Cl)c1,Event:LGDisp,|Ar-Cl -> Ar-F | bond_formed: C(ar)-F | bond_formed_labeled: C(ar)-F | bond_broken: C(ar)-Cl | spectators: Ar-NO2
Nc1nc(Cl)c2[nH]cnc2n1>>Nc1nc(I)c2[nH]cnc2n1,Event:LGDisp,|HeteroAr-Cl -> HeteroAr-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: C(ar)-Cl | spectators: AromN-H|HeteroAr-H|HeteroAr-NH2|Imidazole|Pyrimidine
Brc1ccc(-c2ccccc2)cc1>>Ic1ccc(-c2ccccc2)cc1,Event:LGDisp,|Ar-Br -> Ar-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: Br-C(ar) | spectators: Ar-Ar
CN1CCCN(C)Cc2cccc(c2Cl)CN(C)CCC1>>CN1CCCN(C)Cc2cccc(c2F)CN(C)CCC1,Event:LGDisp,|Ar-Cl -> Ar-F | bond_formed: C(ar)-F | bond_formed_labeled: C(ar)-F | bond_broken: C(ar)-Cl | spectators: Bn-NR2|CH3-NR2|RCH2-NR2
Cc1ccccc1Br>>Cc1ccccc1I,Event:LGDisp,|Ar-Br -> Ar-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: Br-C(ar) | spectators: Ar-Alkyl
CC(=O)N(C)c1ccccc1Br>>CC(=O)N(C)c1ccccc1I,Event:LGDisp,|Ar-Br -> Ar-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: Br-C(ar) | spectators: Alkyl-NRCOR|Ar-NRCOR|R_acidic-H
COc1ccc(C#Cc2ccc(Sc3ccc(Br)cc3)cc2)cc1>>COc1ccc(C#Cc2ccc(Sc3ccc(I)cc3)cc2)cc1,Event:LGDisp,|Ar-Br -> Ar-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: Br-C(ar) | spectators: Ar-Alkynyl|Ar-OR|Ar-SR
Clc1ccnc2ccccc12>>Ic1ccnc2ccccc12,Event:LGDisp,|HeteroAr-Cl -> HeteroAr-I | bond_formed: C(ar)-I | bond_formed_labeled: C(ar)-I | bond_broken: C(ar)-Cl | spectators: HeteroAr-H|Quinoline
