reaction_smiles,detected_reaction_type,reaction_key
C#CCO.Fc1cc(Nc2ncnc3ccc(Br)cc23)ccc1Cl>>OCC#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,Sonogashira,|Alkyl-Alkynyl_terminal|HeteroAr-Br -> Ar-Alkynyl | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkynyl] | bond_broken: Br-C(ar) | spectators: Ar-Cl|Ar-F|Ar-NHR|HeteroAr-H|HeteroAr-NHR|Propargyl-H|Propargyl-OH|Pyrimidine | events: LGDisp+C-C
C#Cc1ccccc1.Brc1ccccc1I.C=CC(=O)OC>>Brc1ccccc1C#Cc1ccccc1.COC(=O)/C=C/c1ccccc1C#Cc1ccccc1,Sonogashira,|Ar-Alkynyl_terminal|Ar-I -> Ar-Alkynyl | bond_formed: C-C(ar); C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkynyl]; C-C(ar) | bond_broken: C(ar)-I | spectators: Alkenyl-CO2R|Ar-Br | events: Ann+LGDisp+C-C
Brc1ccccc1I.C#Cc1ccc(CC)cc1.C=CC(=O)N(C)C>>CCc1ccc(C#Cc2ccccc2/C=C/C(=O)N(C)C)cc1,Sonogashira,|Ar-Alkynyl_terminal|Ar-Br|Ar-I -> Ar-Alkynyl | spectators: Alkenyl-CONR2|Alkyl-NRCOR|Ar-Alkyl | events: LGDisp+C-C
C#Cc1ccccc1.Brc1ccccc1I.CCc1ccc(B(O)O)cc1>>CCc1ccc(-c2ccccc2C#Cc2ccccc2)cc1,Sonogashira,|Ar-Alkynyl_terminal|Ar-B(OH)2|Ar-Br|Ar-I -> Ar-Alkynyl | spectators: Ar-Alkyl | events: LGDisp+C-C
Brc1ccccc1I.CC(C)Oc1ccc(B(O)O)cc1.C#Cc1ccc(CC)cc1>>CCc1ccc(C#Cc2ccccc2-c2ccc(OC(C)C)cc2)cc1,Sonogashira,|Ar-Alkynyl_terminal|Ar-B(OH)2|Ar-Br|Ar-I -> Ar-Alkynyl | spectators: Ar-Alkyl|Ar-OR | events: LGDisp+C-C
OB(O)c1ccccc1.Brc1sc(Br)c(Br)c1Br.C#Cc1ccc(OC)cc1>>COc1ccc(C#Cc2c(-c3ccccc3)sc(-c3ccccc3)c2C#Cc2ccc(OC)cc2)cc1,Sonogashira,|Ar-Alkynyl_terminal|Ar-B(OH)2|HeteroAr-Br -> Ar-Alkynyl | spectators: Ar-OR|Thiophene | events: Ann+LGDisp+C-O+C-C
Brc1sc(Br)c(Br)c1Br.CCc1ccc(B(O)O)cc1.C#Cc1ccccc1>>CCc1ccc(-c2sc(-c3ccc(CC)cc3)c(C#Cc3ccccc3)c2C#Cc2ccccc2)cc1,Suzuki_miyaura,|Ar-Alkynyl_terminal|Ar-B(OH)2|HeteroAr-Br -> Ar-Alkyl|Ar-Ar | bond_formed: C(ar)-C(ar); C(ar)-C(ar); C(ar)-C(ar); C-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Alkyl]; C(ar)-C(ar)[Ar-Ar]; C(ar)-C(ar); C-C(ar) | bond_broken: B-C(ar); Br-C(ar) | spectators: Ar-Alkyl|Thiophene | events: Ann+LGDisp+C-C
OB(O)c1ccc(F)cc1.Brc1sc(Br)c(Br)c1Br.C#Cc1ccc(CC)cc1>>CCc1ccc(C#Cc2c(-c3ccc(F)cc3)sc(-c3ccc(F)cc3)c2C#Cc2ccc(CC)cc2)cc1,Suzuki_miyaura,|Ar-Alkynyl_terminal|Ar-B(OH)2|HeteroAr-Br -> Ar-Alkyl|Ar-Ar | spectators: Ar-Alkyl|Ar-F|Thiophene | events: Ann+LGDisp+C-C
OB(O)c1ccccc1.Brc1sc(Br)c(Br)c1Br.C#Cc1ccsc1>>Brc1c(-c2ccccc2)sc(-c2ccccc2)c1C#Cc1ccsc1,Sonogashira,|Ar-Alkynyl_terminal|Ar-B(OH)2|HeteroAr-Br -> Ar-Alkynyl | spectators: HeteroAr-H|Thiophene | events: Ann+LGDisp+C-C
Brc1sc(Br)c(Br)c1Br.COc1ccc(B(O)O)cc1.C#Cc1ccc(CC)cc1>>CCc1ccc(C#Cc2c(-c3ccc(OC)cc3)sc(-c3ccc(OC)cc3)c2Br)cc1,Sonogashira,|Ar-Alkynyl_terminal|Ar-B(OH)2|HeteroAr-Br -> Ar-Alkynyl | spectators: Ar-Alkyl|Ar-OR|Thiophene | events: Ann+LGDisp+C-O+C-C
