reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-339-CAS-10663570,Wittig reaction,86,,,O=Cc1ccccc1.COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>COC(=O)/C=C/c1ccccc1,"Journal of Organic Chemistry (2016), 81(7), 2730-2736","120-92-3, 2605-67-6",40203-73-4,,,107-06-2,,,,,,,1,1,86,,,,,,,"stereoselective, optimization study (solvent, temperature, time, ylide load, and aldehyde load), molecular sieves used, Wittig reaction",Wittig_reaction,0.0,|Ar-CHO -> Alkenyl-CO2R|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O,high,1.0,0,
31-339-CAS-11086678,Wittig reaction,93,,,O=Cc1ccccc1[N+](=O)[O-].[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)C2CCCC2)cc1>>O=[N+]([O-])c1ccccc1C=C1CCCC1,"Synthesis (2015), 47(3), 359-366","56-23-5, 542-28-9",1352757-80-2,1638373-54-2,,108-88-3,,,,,,,1,1,93,,,,,,,Wittig reaction,Wittig_reaction,0.0,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-NO2,high,1.0,0,
31-339-CAS-11469558,Wittig reaction,84,,,Brc1c(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)ccc2ccccc12.[Br-].COc1cc(C2=C(C(C)(C)C)C(C)(C)CO2)ccc1C=O>>COc1cc(C2=C(C(C)(C)C)C(C)(C)CO2)ccc1/C=C\c1ccc2ccccc2c1Br,"Heterocycles (2015), 90(1), 462-481","1779-49-3, 3612-20-2",144230-50-2,865-47-4,,109-99-9,,,,,,,1,1,84,,,,,,,"stereoselective, Wittig reaction",Wittig_reaction,0.0,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Alkenyl-OR|Ar-Alkenyl|Ar-Br|Ar-OR,high,0.85,1,
31-339-CAS-11582577,Wittig reaction,83,,,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].Cc1ccc2c(C=O)cn(C(=O)OC(C)(C)C)c2c1>>C=Cc1cn(C(=O)OC(C)(C)C)c2cc(C)ccc12,"Chemistry - An Asian Journal (2015), 10(12), 2738-2743","13148-05-5, 72391-41-4",1773530-59-8,"109-72-8, 7732-18-5",,"109-99-9, 110-54-3",,,,,,,3,1,83,,,,,,,Wittig reaction,Wittig_reaction,0.0,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | spectators: Ar-Alkyl|HeteroAr-H,high,0.85,1,
31-339-CAS-12229882,Wittig reaction,82,,,COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.Cc1ccc(N2C(=O)C(=O)SC2=S)cc1>>COC(=O)/C=C1\SC(=S)N(c2ccc(C)cc2)C1=O,"Tetrahedron (2015), 71(25), 4312-4323","19005-93-7, 1207460-25-0",2730107-27-2,,,108-88-3,,,,,,,1,1,82,,,,,,,"regioselective, stereoselective, Wittig reaction",Event:C-C,0.0,|Alkyl-H|Ar-H -> Alkenyl-CO2R|Alkenyl-CONR2|Alkenyl-SR | spectators: Ar-Alkyl|Ar-NRCOR,high,0.85,1,
31-339-CAS-13130458,Wittig reaction,92,,,CC1(C)CCC[C@]2(C)[C@@H](C=O)C(C=O)=CC[C@@H]12.COC(=O)C=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1>>COC(=O)/C=C/C=C/C1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C=O,"European Journal of Medicinal Chemistry (2015), 103226-237","1099-45-2, 4397-53-9",104315-07-3,,,"75-09-2, 108-88-3",,,,,,,1,1,92,,,,,,,"stereoselective, Wittig reaction",Wittig_reaction,0.0,|Alkenyl-CHO -> Alkenyl-Alkenyl | spectators: Alkenyl-CO2R|R2CH-CHO|R_acidic-H,high,0.85,1,
31-339-CAS-13378944,Wittig reaction,86,,,N#Cc1ccc(C=O)cc1.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[I-].Ic1ccccc1>>N#Cc1ccc(/C=C/c2ccccc2)cc1,"Applied Organometallic Chemistry (2015), 29(1), 1-6","14987-96-3, 17822-34-3",1773530-37-2,584-08-7,7440-05-3,"127-19-5, 7732-18-5",,,,,,,3,1,86,,,,,,,"solid-supported catalyst, stereoselective, alternative preparation shown, palladium supported on polyaniline used as catalyst, Wittig-Heck reaction, recyclable catalyst, catalyst prepared and used",Wittig_reaction,0.0,|Ar-CHO|Ar-I|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Ar-CN | events: LGDisp+C-C,high,0.85,1,
31-339-CAS-14035199,Wittig reaction,96,,,CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.Cn1ccnc1C=O>>CC(=O)/C=C/c1nccn1C,"Bioorganic & Medicinal Chemistry Letters (2015), 25(20), 4553-4556","1439-36-7, 396717-19-4",2417799-10-9,"7647-01-0, 144-55-8",,"108-88-3, 7732-18-5",,,,,,,3,1,96,,,,,,,"stereoselective, Wittig reaction",Wittig_reaction,0.0,|Alkyl-COR|Ar-CHO -> Alkenyl-COR|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Alkyl-AromN|HeteroAr-H|R_acidic-H,high,1.0,0,
31-339-CAS-14437473,Wittig reaction,86,,,O=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCCCC[C@H]1O[C@@H]1C=O>>CCCCC[C@H]1O[C@@H]1/C=C/C=O,"Tetrahedron: Asymmetry (2015), 26(15-16), 861-867","157837-64-4, 1099-45-2",1802378-88-6,,,71-43-2,,,,,,,1,1,86,,,,,,,"stereoselective, Wittig reaction",Wittig_reaction,0.0,|Ar-H|R2CH-CHO|R_acidic-H -> Alkenyl-CHO | spectators: R2CH-OR,high,0.85,1,
31-339-CAS-14703708,Wittig reaction,95,,,CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C/C(Cl)=C/c1ccccc1.C[Si](C)(C)C#N>>C[C@@](C#N)(/C=C/C(Cl)=C/c1ccccc1)O[Si](C)(C)C,"Journal of the American Chemical Society (2016), 138(1), 416-425","2768065-48-9, 993-88-4, 50-00-0",2878543-56-5,,250611-13-3,75-09-2,,,,,,"General/Typical Procedure: General procedure: To a screw-capped pressure tube were added anhydrous CH2Cl2 (1.0 mL), α,β-unsaturated enal 10 (0.5 mmol), and phosphorane 2 (175.0 mg, 0.55 mmol). Then the tube was sealed and heated to 80 °C until the full consumption of 10 indicated by TLC analysis. After the reaction mixture was cooled to room temperature (rt), (salen)AlCl (R,R)-1 (30.3 mg, 0.05 mmol) was added. The resulting solution was cooled to -30 or -40 °C (as indicated above) and stirred for half an hour before the addition of TMSCN (1.0 mmol). After TLC analysis indicated the full conversion of the trans-6 (cis-6 was unreactive in step 2 in most cases), the mixture was directly subjected for column chromatograph, and product 7 was isolated using petroleum ether/diethyl ether (from 100:0 to 10:1) as the eluent. The reaction with 10a was conducted for 25 hours for step 1 and 2 days for step 2 at -30 °C; Column chromatography afforded 7a in 70% yield as pale yellow oil. The reaction with 10k was conducted for 1 hour for step 1 and 1 day for step 2 at -40 °C; Column chromatography afforded 7k in 95% yield as pale yellow oil. The isomeric composition of the product: 92% ee. HPLC analysis (Chiralcel OJ-H, i PrOH/hexane = 1/99, 1.0 mL/min, 230 nm; tr (major) = 10.74 min, tr (minor) = 8.98 min). [α]D 25 = -21.8 (c = 1.0, CHCl3); 1H NMR (400 MHz, CDCl3): δ 7.73-7.71 (m, 2H), 7.41-7.38 (m, 2H), 7.34-7.32 (m, 1H), 6.80 (s, 1H), 6.72 (ABd, J = 15.2 Hz, 1H), 6.17 (ABd, J = 14.8 Hz, 1H), 1.74 (s, 3H), 0.25 (s, 9H); 13C NMR (100 MHz, CDCl3): δ 134.37, 132.70, 131.59, 130.74, 129.86, 128.78, 128.46, 120.66, 69.52, 30.98, 1.46; IR (ATR) ν 2960.6, 1640.9, 1494.2, 1288.9, 1103.8, 998.3, 841.8, 754.2, 690.7 cm-1; MS (EI): 305 (M+, 30), 270 (36), 262 (32), 171 (50), 143 (53), 128 (29), 93 (15), 75 (22), 73 (100); HRMS (EI): Exact mass calcd for C16H20 35ClNOSi: 305.1003; found: 305.1005.",3,1,95,,,,,,,"stereoselective, 92% ee, sealed tube used, Wittig reaction (stage 1)",Wittig_reaction,0.0,|Alkenyl-CHO|Alkyl-COR|R_acidic-H -> Alkenyl-Alkenyl | spectators: Alkenyl-Cl|Alkyl-Si*|Ar-Alkenyl,high,0.85,1,
31-339-CAS-15614745,Wittig reaction,90,,,O=Cc1ccccc1.COC(=O)c1ccc(-c2ccc(OC)cc2C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(OC)c1.[Br-]>>COC(=O)c1ccc(-c2ccc(OC)cc2C=Cc2ccccc2)c(OC)c1,"Bioorganic & Medicinal Chemistry Letters (2016), 26(9), 2324-2327","1779-49-3, 555-16-8",100-13-0,584-08-7,17455-13-9,75-09-2,,,,,,,1,1,90,,,,,,,Wittig reaction,Wittig_reaction,0.0,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-Ar|Ar-CO2R|Ar-OR,high,1.0,0,
31-339-CAS-15689639,Wittig reaction,89,,,CCOC(=O)CP(=O)(OCC)OCC.CCCC(=O)c1cccc(OC)c1>>CCC/C(=C\C(=O)OCC)c1cccc(OC)c1,"RSC Advances (2015), 5(87), 70972-70976","1211936-73-0, 32410-52-9",1872274-74-2,"7646-69-7, 12125-02-9",,"109-99-9, 7732-18-5",,,,,,,3,1,89,,,,,,,Wittig-Horner-Wadsworth-Emmons reaction,Wittig_reaction,0.0,|Ar-COR|RCH2-CO2R -> Alkenyl-CO2R|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-OR,high,1.0,0,
31-339-CAS-15689640,Wittig reaction,91,,,CCOC(=O)CP(=O)(OCC)OCC.CCCC(=O)c1ccc(OC)c(OC)c1>>CCC/C(=C\C(=O)OCC)c1ccc(OC)c(OC)c1,"RSC Advances (2015), 5(87), 70972-70976","552-89-6, 15097-38-8",1385030-49-8,"7646-69-7, 12125-02-9",,"109-99-9, 7732-18-5",,,,,,,3,1,91,,,,,,,Wittig-Horner-Wadsworth-Emmons reaction,Wittig_reaction,0.0,|Ar-COR|RCH2-CO2R -> Alkenyl-CO2R|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-OR,high,1.0,0,
31-339-CAS-15689641,Wittig reaction,92,,,CCOC(=O)CP(=O)(OCC)OCC.CC(C)C(=O)c1ccc2c(c1)OCO2>>CCOC(=O)/C=C(/c1ccc2c(c1)OCO2)C(C)C,"RSC Advances (2015), 5(87), 70972-70976","6018-41-3, 6728-26-3, 2605-67-6",2412397-87-4,"7646-69-7, 12125-02-9",,"109-99-9, 7732-18-5",,,,,,,3,1,92,,,,,,,Wittig-Horner-Wadsworth-Emmons reaction,Claisen_condensation / Wittig_reaction,0.0,|Ar-COR|RCH2-CO2R|R_acidic-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-OR | reaction_types: Claisen_condensation+Wittig_reaction,high,0.85,1,
31-339-CAS-15689642,Wittig reaction,96,,,CCOC(=O)CP(=O)(OCC)OCC.COc1cc(C(=O)C(C)C)cc(OC)c1OC>>CCOC(=O)/C=C(/c1cc(OC)c(OC)c(OC)c1)C(C)C,"RSC Advances (2015), 5(87), 70972-70976","2605-67-6, 323195-90-0",1870899-32-3,"7646-69-7, 12125-02-9",,"109-99-9, 7732-18-5",,,,,,,3,1,96,,,,,,,Wittig-Horner-Wadsworth-Emmons reaction,Claisen_condensation / Wittig_reaction,0.0,|Ar-COR|RCH2-CO2R|R_acidic-H -> Alkenyl-CO2R|Ar-Alkenyl | spectators: Ar-OR | reaction_types: Claisen_condensation+Wittig_reaction,high,0.85,1,
31-339-CAS-15744774,Wittig reaction,96,,,COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.COc1cc(/C(C)=C/C=O)ccc1C>>COC(=O)/C=C/C=C(\C)c1ccc(C)c(OC)c1,"Organic Chemistry Frontiers (2015), 2(6), 645-648","100-52-7, 2411151-32-9",2411151-33-0,,,75-09-2,,,,,,,1,1,96,,,,,,,"stereoselective, Wittig reaction",Wittig_reaction,0.0,|Alkenyl-CHO -> Alkenyl-Alkenyl|Alkenyl-CO2R | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-Alkenyl|Ar-Alkyl|Ar-OR,high,1.0,0,
31-339-CAS-15802093,Wittig reaction,95,,,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1ccc(O)cc1>>C=Cc1ccc(O)cc1,"Organic Letters (2016), 18(15), 3810-3813","1779-49-3, 2375869-97-7",2375869-98-8,"865-47-4, 7647-01-0",,"109-99-9, 7732-18-5",,,,,,,3,1,95,,,,,,,workup,Wittig_reaction,0.0,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl_terminal | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-P; C-O | spectators: Ar-OH,high,1.0,0,
31-339-CAS-15837372,Wittig reaction,86,,,COc1ccc(CCc2ccc(OC)c(Oc3c(C=O)cccc3OC)c2)cc1Oc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[Br-]>>COc1ccc2cc1Oc1ccc(cc1)/C=C\c1cccc(OC)c1Oc1cc(ccc1OC)CC2,"European Journal of Medicinal Chemistry (2016), 121484-499","459-57-4, 7333-52-0",92078-69-8,124-41-4,,75-09-2,,,,,,,1,1,86,,,,,,,"key intermediate, Wittig reaction, slow addition of phosphonium salt",Wittig_reaction,0.0,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Ar-OR,high,0.85,1,
31-339-CAS-15861142,Wittig reaction,81,,,COc1cc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)ccc1Oc1cc(CCc2cccc(Oc3c(C=O)cccc3OC)c2)ccc1OC.[Br-]>>COc1cc2ccc1Oc1cc(ccc1OC)CCc1cccc(c1)Oc1c(cccc1OC)/C=C\2,"European Journal of Medicinal Chemistry (2016), 121484-499","2614159-30-5, 867-13-0",2614159-32-7,124-41-4,,75-09-2,,,,,,,1,1,81,,,,,,,"key intermediate, Wittig reaction, slow addition of phosphonium salt",Wittig_reaction,0.0,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-Alkyl|Ar-OR,high,1.0,0,
31-339-CAS-15863909,Wittig reaction,83,,,COc1cc(Oc2cc(CCc3cccc(Oc4c(C=O)cccc4OC)c3)ccc2OC)ccc1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]>>COc1cc2ccc1/C=C\c1cccc(OC)c1Oc1cccc(c1)CCc1ccc(OC)c(c1)O2,"European Journal of Medicinal Chemistry (2016), 121484-499","1779-49-3, 2786658-71-5",2786658-73-7,124-41-4,,75-09-2,,,,,,,1,1,83,,,,,,,"key intermediate, Wittig reaction, slow addition of phosphonium salt",Wittig_reaction,0.0,|Ar-Alkyl|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Ar-OR,high,0.85,1,
31-339-CAS-16193660,Wittig reaction,89,,,CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.CCOc1ccc(C=O)cc1>>CCOc1ccc(/C=C/C(=O)O)cc1,"International Journal of Organic Chemistry (2016), 6(2), 126-141","74-88-4, 123-08-0, 2605-67-6",3901-07-3,"1310-73-2, 7647-01-0",,7732-18-5,,,,,,,2,1,89,,,,,,,"stereoselective, Wittig reaction (stage 1)",Wittig_reaction,0.0,|Ar-CHO -> Alkenyl-CO2H|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-OR | events: EsterHyd+C-C,high,0.85,0,
31-339-CAS-16193679,Wittig reaction,3,,,O=Cc1cccc(Cl)c1.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>O=C(O)/C=C\c1cccc(Cl)c1.O=C(O)/C=C/c1cccc(Cl)c1,"International Journal of Organic Chemistry (2016), 6(2), 126-141","104-53-0, 1099-45-2","55282-95-6, 88842-13-1","1310-73-2, 7647-01-0",,7732-18-5,,,,,,,2,1,3,83,,,,,,"stereoselective, Wittig reaction (stage 1)",Wittig_reaction,0.0,|Alkyl-H|Ar-CHO|Ar-H -> Alkenyl-CO2H|Ar-Alkenyl | spectators: Ar-Cl | events: EsterHyd+C-O+C-C,medium,0.7,1,
31-339-CAS-16193686,Wittig reaction,87,,,O=Cc1cccc(F)c1.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>O=C(O)/C=C/c1cccc(F)c1.O=C(O)/C=C\c1cccc(F)c1,"International Journal of Organic Chemistry (2016), 6(2), 126-141","1616119-21-1, 2108727-61-1","2108727-64-4, 2108727-92-8","1310-73-2, 7647-01-0",,7732-18-5,,,,,,,2,1,87,3,,,,,,"stereoselective, Wittig reaction (stage 1)",Wittig_reaction,0.0,|Alkyl-H|Ar-CHO|Ar-H -> Alkenyl-CO2H|Ar-Alkenyl | spectators: Ar-F | events: EsterHyd+C-O+C-C,medium,0.7,1,
31-339-CAS-16193692,Wittig reaction,85,,,CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.COc1cc(Br)c(C=O)cc1OC>>COc1cc(Br)c(/C=C/C(=O)O)cc1OC,"International Journal of Organic Chemistry (2016), 6(2), 126-141","5927-18-4, 1365694-09-2",2091942-41-3,"1310-73-2, 7647-01-0",,7732-18-5,,,,,,,2,1,85,,,,,,,"stereoselective, Wittig reaction (stage 1)",Wittig_reaction,0.0,|Ar-CHO -> Alkenyl-CO2H|Ar-Alkenyl | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O; C-P | spectators: Ar-Br|Ar-OR | events: EsterHyd+C-C,high,0.85,0,
