reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-008-CAS-12768846,Wittig reaction,85,,,CCOc1cc(C=O)cc(Br)c1O.Clc1cccc(Cl)c1CBr.O=C1CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)N1>>CCOc1cc(/C=C2\CC(=O)NC2=O)cc(Br)c1OCc1c(Cl)cccc1Cl,"Archiv der Pharmazie (Weinheim, Germany) (2015), 348(7), 463-474","1779-49-3, 18486-69-6",473-00-7,584-08-7,,"68-12-2, 67-56-1",,,,,,,2,1,85,,,,,,,"stereoselective, Wittig reaction",Alkyl_Nucleophilic_Substitution / Wittig_reaction,0.0,|Ar-CHO|Ar-OH|Bn-Br -> Ar-OR | spectators: Ar-Br|Ar-Cl|Ar-OR|RCH2-CONHR|R_acidic-H | events: BzOAlk+LGDisp+C-C | reaction_types: Alkyl_Nucleophilic_Substitution+Wittig_reaction,high,0.85,1,
31-118-CAS-19151674,Wittig reaction,95,,,CCOP(=O)(OCC)C(C)C(=O)CC(=O)SC(C)(C)C.CC[C@@H](C)C[C@@H](C)/C=C(C)/C=C/C=C/C=O>>CC[C@@H](C)C[C@@H](C)/C=C(C)/C=C/C=C/C=C(C)/C(O)=C/C(=O)SC(C)(C)C,"Journal of Organic Chemistry (2018), 83(18), 10805-10812","120-57-0, 1099-45-2",38489-76-8,109-72-8,,109-99-9,,,,,,,1,1,95,,,,,,,"stereoselective, literature protocol",Reduction_carbonyl,0.0,|Alkenyl-CHO|RCH2-COR|R_acidic-H -> Alkenyl-OH | spectators: Alkenyl-Alkenyl,high,0.85,1,
31-172-CAS-2205334,Wittig reaction,81,,,C1CCNCC1.CCOC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1ccc(F)c([N+](=O)[O-])c1>>CCOC(=O)/C=C/c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,"Synlett (2015), 26(6), 820-826","1530-45-6, 77119-85-8",790223-47-1,1310-73-2,,7732-18-5,,,,,,,1,1,81,,,,,,,"green chemistry-solvent, stereoselective, Wittig reaction",Snar_cn / Wittig_reaction,0.0,|Ar-CHO|Ar-F|Ar-PR3+|Inorganic|RCH2-CO2R|RCH2-NHR|R_acidic-H -> Ar-NR2 | spectators: Ar-NO2 | events: LGDisp+C-N+C-C | reaction_types: Snar_cn+Wittig_reaction,high,0.85,1,
31-172-CAS-3472341,Wittig reaction,93,,,C1CCNC1.CCOC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1cc([N+](=O)[O-])ccc1F>>CCOC(=O)/C=C/c1cc([N+](=O)[O-])ccc1N1CCCC1,"Synlett (2015), 26(6), 820-826","50479-11-3, 3001257-69-5",3001257-73-1,1310-73-2,,7732-18-5,,,,,,,1,1,93,,,,,,,"green chemistry-solvent, stereoselective, Wittig reaction",Snar_cn / Wittig_reaction,0.0,|Ar-CHO|Ar-F|Ar-PR3+|Inorganic|RCH2-CO2R|RCH2-NHR -> Ar-NR2 | bond_formed: C-C; C(ar)-N | bond_formed_labeled: C-C; C(ar)-N[Ar-NR2] | bond_broken: C-P; C-O; C(ar)-F | spectators: Ar-NO2 | events: LGDisp+C-N+C-C | reaction_types: Snar_cn+Wittig_reaction,high,1.0,0,
31-172-CAS-6743107,Wittig reaction,87,,,CN1CCNCC1.CCOC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].O=Cc1ccc(F)c([N+](=O)[O-])c1>>CCOC(=O)/C=C/c1ccc(N2CCN(C)CC2)c([N+](=O)[O-])c1,"Synlett (2015), 26(6), 820-826","1100-88-5, 98-01-1",21676-00-6,1310-73-2,,7732-18-5,,,,,,,1,1,87,,,,,,,"green chemistry-solvent, stereoselective, Wittig reaction",Snar_cn / Wittig_reaction,0.0,|Ar-CHO|Ar-F|Ar-PR3+|Inorganic|RCH2-CO2R|RCH2-NHR -> Ar-NR2 | bond_formed: C-C; C(ar)-N | bond_formed_labeled: C-C; C(ar)-N[Ar-NR2] | bond_broken: C-P; C-O; C(ar)-F | spectators: Ar-NO2|CH3-NR2 | events: LGDisp+C-N+C-C | reaction_types: Snar_cn+Wittig_reaction,high,1.0,0,
31-172-CAS-776788,Wittig reaction,81,,,C1CCNC1.CCOC(=O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].N#Cc1ccc(F)c(C=O)c1>>CCOC(=O)/C=C/c1cc(C#N)ccc1N1CCCC1,"Synlett (2015), 26(6), 820-826","49678-04-8, 2043004-89-1, 2605-67-6",2052295-04-0,1310-73-2,,7732-18-5,,,,,,,1,1,81,,,,,,,"green chemistry-solvent, stereoselective, Wittig reaction",Snar_cn / Wittig_reaction,0.0,|Ar-CHO|Ar-F|Ar-PR3+|Inorganic|RCH2-CO2R|RCH2-NHR -> Ar-NR2 | bond_formed: C-C; C(ar)-N | bond_formed_labeled: C-C; C(ar)-N[Ar-NR2] | bond_broken: C-P; C-O; C(ar)-F | spectators: Ar-CN | events: LGDisp+C-N+C-C | reaction_types: Snar_cn+Wittig_reaction,high,1.0,0,
31-287-CAS-16402240,Wittig reaction,92,,,O=C/C=C/c1ccccc1.CCOC(=O)C(=NCC(F)(F)F)C(=O)OCC.COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCOC(=O)C1(C(=O)OCC)N[C@@H](C(F)(F)F)[C@H](c2ccccc2)[C@H]1/C=C/C(=O)OC,"Chemical Communications (Cambridge, United Kingdom) (2016), 52(97), 14011-14014","56893-09-5, 105942-10-7",3028732-05-7,,848821-58-9,108-88-3,DNA tagged,DNA tagged,,,,,2,1,92,,,,,,,"stereoselective, diastereomeric ratio = greater than 20:1, %ee = 99, optimization study in stage 1, optimized on catalyst, solvent and stoichiometry of catalyst, scalable",Reduction_carbonyl,0.0,|Alkenyl-CHO|Alkyl-H|Ar-Alkenyl|Ar-H -> Ar-Alkyl | spectators: Alkyl-CF3,high,0.85,1,
31-339-CAS-10293199,Wittig reaction,90,,,COC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C.CCOC(=O)c1csc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)n1.[Cl-]>>CCOC(=O)c1csc(/C=C/[C@@H](NC(=O)OC(C)(C)C)C(C)C)n1,"Tetrahedron Letters (2016), 57(8), 920-923","1122-91-4, 2605-67-6, 5720-05-8",2708175-89-5,"1191-15-7, 865-47-4",,75-09-2,,,,,,,2,1,90,,,,,,,,Claisen_condensation,0.0,|Ar-Alkyl|Ar-PR3+|Inorganic|R2CH-CO2R|R_acidic-H -> Ar-Alkenyl | spectators: Ar-CO2R|HeteroAr-H|Thiazole,high,0.85,1,
31-339-CAS-10363639,Wittig reaction,86,,,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].CC1(C)O[C@H]([C@H](O)CO)[C@H](C=O)O1>>C=C[C@@H]1OC(C)(C)O[C@@H]1[C@H](O)CO,"Tetrahedron Letters (2015), 56(31), 4631-4633","66-77-3, 2065-66-9",826-74-4,1070-89-9,,109-99-9,,,,,,,1,1,86,,,,,,,Wittig reaction,Event:C-C,0.0,|Ar-PR3+|Inorganic|R2CH-CHO|R_acidic-H -> [] | spectators: R2CH-OH|R3C-OR|RCH2-OH,high,0.85,1,
31-339-CAS-10438426,Wittig reaction,74,,,[C-]#[N+]C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Cl-].COc1cc(Br)c(C=O)cc1OC>>[C-]#[N+]/C=C\c1cc(OC)c(OC)cc1Br.[C-]#[N+]/C=C/c1cc(OC)c(OC)cc1Br,"Organic Letters (2016), 18(7), 1622-1625","25791-20-2, 157730-78-4","2922569-10-4, 2922569-11-5","40949-94-8, 7732-18-5",,"109-99-9, 108-88-3",,,,,,,4,1,74,2,,,,,,"stereoselective, Wittig reaction",Wittig_reaction,0.0,|Ar-CHO|Ar-PR3+|Inorganic -> Ar-Alkenyl | spectators: Ar-Br|Ar-OR | events: C-N+C-O+C-C,high,0.85,1,
