reaction_smiles,detected_reaction_type,reaction_key
COC(=O)C(=O)C(Cl)c1ccccc1>>NNC(=O)CC(O)c1ccccc1,Reduction_carbonyl_to_alcohol,|R2CH-COR|R2CH-Cl -> R2CH-OH | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O; C-Cl | spectators: Ar-Alkyl|R_acidic-H | events: LGDisp+C-N
COC1=CCC=C2C3=C(C(C)C)CC[C@]3(C)CC(=O)[C@@]12C>>CC(C)C1=C2C3=CCCC(=O)[C@]3(C)CC[C@@]2(C)CC1,Unknown,|Alkenyl-OR -> [] | bond_broken: C-O | spectators: Alkenyl-Alkenyl|RCH2-COR|R_acidic-H
COc1ccc2cc(C(=O)c3ccc(OCc4ccccc4)cc3)oc2c1>>COc1ccc2cc(Cc3ccc(O)cc3)oc2c1,Reduction_carbonyl_to_alcohol,|Ar-COR|Ar-OR|Bn-OR -> Ar-OH | bond_broken: C-O | spectators: Benzofuran|HeteroAr-H
C=CCC(=O)CC(=O)O>>C/C=C/CCC(=O)O,Unknown,|Allyl-COR -> [] | bond_broken: C-O | spectators: RCH2-CO2H|R_acidic-H
O=C1CC23CC/C=C\CCC2(C1)CC(=O)C3>>C1=C\CCC23CCCC2(CC/1)CCC3.C1=C\CC23CCCC2(CCC/1)CCC3,Multi-Event:Ann+C-C,|RCH2-COR|R_acidic-H -> Alkenyl-H|Alkyl-H | events: Ann+C-C
O=C1C2CC=CCC1CC2>>C1=CC2CCC(CC1)C2,Unknown,|R2CH-COR -> Alkenyl-H|Alkyl-H | bond_broken: C-O
CC1(C)COC2(CC34CC/C=C\CCC3(CC(=O)C4)C2)OC1>>CC1(C)COC2(CC34CC/C=C\CCC3(CCC4)C2)OC1.CC1(C)COC2(CC34C/C=C\CCCC3(CCC4)C2)OC1,Multi-Event:Ann+C-O+C-C,|RCH2-COR|R_acidic-H -> [] | spectators: RCH2-OR | events: Ann+C-O+C-C
O=C1[C@H]2CC[C@@H]1[C@H]1C=C[C@@H]2C1>>C1=C(C2=CCCC2)CCC1.C1=CC2CC1C1CCC2C1.C1=CC2CC1C1CCC2C1,Wittig_reaction,|R2CH-COR|R_acidic-H -> Alkenyl-Alkenyl | events: Ann+C-C
O=C1C(=O)N(CC=Cc2ccccc2)c2ccc([N+](=O)[O-])cc21>>Nc1ccc2c(c1)CC(=O)N2CCCc1ccccc1,Reduction_nitro,|Ar-Alkenyl|Ar-COR|Ar-NO2 -> Ar-NH2 | bond_broken: N-O; C-O | spectators: Alkyl-NRCOR|Ar-NRCOR
C=CCN1C(=O)C(=O)c2cc(Cl)ccc21>>CCCN1C(=O)Cc2cc(Cl)ccc21,Unknown,|Allyl-LactamN|Ar-COR -> Alkyl-NRCOR|Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Ar-Cl|Ar-NRCOR
C=CCN1C(=O)C(=O)c2cc(F)ccc21>>CCCN1C(=O)Cc2cc(F)ccc21,Unknown,|Allyl-LactamN|Ar-COR -> Alkyl-NRCOR|Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Ar-F|Ar-NRCOR
C#CCN1C(=O)C(=O)c2cc(C)ccc21>>CCCN1C(=O)Cc2cc(C)ccc21,Unknown,|Alkyl-Alkynyl_terminal|Ar-COR -> Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Alkyl-NRCOR|Ar-Alkyl|Ar-NRCOR
C=CCN1C(=O)C(=O)c2ccccc21>>CCCN1C(=O)Cc2ccccc21,Unknown,|Allyl-LactamN|Ar-COR -> Alkyl-NRCOR|Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Ar-NRCOR
C=CCN1C(=O)C(=O)c2cc(C)ccc21>>CCCN1C(=O)Cc2cc(C)ccc21,Unknown,|Allyl-LactamN|Ar-COR -> Alkyl-NRCOR|Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Ar-Alkyl|Ar-NRCOR
Cc1ccc2c(c1)C(=O)C(=O)N2CC=Cc1ccccc1>>Cc1ccc2c(c1)CC(=O)N2CCCc1ccccc1,Unknown,|Ar-Alkenyl|Ar-COR -> Ar-Alkyl|Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Alkyl-NRCOR|Ar-Alkyl|Ar-NRCOR
O=C1C2C=CC1CCCC2>>C1CCC2CCC(C1)C2,Unknown,|R2CH-COR -> Alkyl-H | bond_broken: C-O
O=C1C(=O)N(CC=Cc2ccccc2)c2ccccc21>>O=C1Cc2ccccc2N1CCCc1ccccc1,Unknown,|Ar-Alkenyl|Ar-COR -> Ar-Alkyl|Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Alkyl-NRCOR|Ar-NRCOR
O=C1C(=O)N(CC=Cc2ccccc2)c2ccc(Cl)cc21>>O=C1Cc2cc(Cl)ccc2N1CCCc1ccccc1,Unknown,|Ar-Alkenyl|Ar-COR -> Ar-Alkyl|Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Alkyl-NRCOR|Ar-Cl|Ar-NRCOR
O=C1C2CC=CCC1CC2>>C1CCC2CCC(C1)C2,Unknown,|R2CH-COR -> Alkyl-H | bond_broken: C-O
O=C1C(=O)N(CC=Cc2ccccc2)c2ccc(F)cc21>>O=C1Cc2cc(F)ccc2N1CCCc1ccccc1,Unknown,|Ar-Alkenyl|Ar-COR -> Ar-Alkyl|Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Alkyl-NRCOR|Ar-F|Ar-NRCOR
C#CCN1C(=O)C(=O)c2cc(Cl)ccc21>>CCCN1C(=O)Cc2cc(Cl)ccc21,Unknown,|Alkyl-Alkynyl_terminal|Ar-COR -> Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Alkyl-NRCOR|Ar-Cl|Ar-NRCOR
O=C1CCCc2ccccc21>>c1ccc2c(c1)CCCC2.OC1CCCc2ccccc21.NN=C1CCCc2ccccc21.c1ccc2c(c1)CCCC2=NN=C1CCCc2ccccc21,Reduction_carbonyl_to_alcohol,|Ar-COR -> R2CH-OH | bond_formed: C(ar)-N; C(ar)-C(ar); C-C(ar) | bond_formed_labeled: C(ar)-N; C(ar)-C(ar); C-C(ar) | spectators: Ar-Alkyl | events: Ann+C-N+C-C
CCCCC(=O)CCC(CC)(CCCC)C(=O)OC>>CCCCCCCC(CC)(CCCC)C(=O)O,Claisen_condensation,|R3C-CO2R|RCH2-COR -> R3C-CO2H | bond_broken: C-O
O=C[C@@]1(Cc2ccccc2)COc2cc(C(=O)N3CCCCC3)ccc21>>C[C@@]1(Cc2ccccc2)COc2cc(C(=O)O)ccc21,Unknown,|Alkyl-NRCOR|Ar-CONR2|R3C-CHO -> Ar-CO2H | bond_broken: C-N | spectators: Ar-Alkyl|Ar-OR
CC(C)(C)OC(=O)N1CCC[C@@H]2C[C@H]1CC[C@H]1CC(=O)CCN21>>C1CCN2[C@H](C1)CC[C@@H]1C[C@H]2CCCN1,Unknown,|RCH2-COR -> R2CH-NHR|RCH2-NHR | bond_broken: C-O; C-N | spectators: R2CH-NR2|RCH2-NR2
CC(C)(C)OC(=O)N1CCC[C@@H]2C[C@H]1CC[C@@H]1CC(=O)CCN12>>C1CCN2[C@@H](C1)CC[C@@H]1C[C@H]2CCCN1,Unknown,|RCH2-COR -> R2CH-NHR|RCH2-NHR | bond_broken: C-O; C-N | spectators: R2CH-NR2|RCH2-NR2
CCCCC(=O)c1cc(OC)cc(OC)c1>>CCCCCc1cc(OC)cc(OC)c1,Unknown,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-OR
COc1cccc2c1C(=O)CC1(C)C2=C(C(C)C)CC1O>>COc1cccc2c1CCC1(C)C(=O)CC(C(C)C)=C21,Oxidation_alcohol,|Ar-COR|R2CH-OH -> RCH2-COR | bond_broken: C-O | spectators: Ar-Alkenyl|Ar-OR|R_acidic-H
O=C1CCCc2ccccc21>>c1ccc2c(c1)CCCC2.OC1CCCc2ccccc21,Reduction_carbonyl_to_alcohol,|Ar-COR|R_acidic-H -> R2CH-OH | spectators: Ar-Alkyl
O=C(c1ccccc1)c1ccccc1>>OC(c1ccccc1)c1ccccc1.c1ccc(Cc2ccccc2)cc1,Reduction_carbonyl_to_alcohol,|Ar-COR -> R2CH-OH | events: Ann+C-C
O=C(c1ccc([N+](=O)[O-])cc1)c1cccc([N+](=O)[O-])c1>>Nc1ccc(Cc2cccc(N)c2)cc1,Reduction_nitro,|Ar-COR|Ar-NO2 -> Ar-NH2 | bond_broken: N-O; C-O
CC(=O)c1ccccc1[N+](=O)[O-]>>CCc1ccccc1N,Reduction_nitro,|Ar-COR|Ar-NO2 -> Ar-NH2 | bond_broken: C-O; N-O
CC(=O)c1cccc([N+](=O)[O-])c1>>CCc1cccc(N)c1,Reduction_nitro,|Ar-COR|Ar-NO2 -> Ar-NH2 | bond_broken: C-O; N-O
CC(=O)c1ccc([N+](=O)[O-])cc1>>CCc1ccc(N)cc1,Reduction_nitro,|Ar-COR|Ar-NO2 -> Ar-NH2 | bond_broken: C-O; N-O
COC1(C)OCC(=O)[C@]2(CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O1>>CC[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Unknown,|R3C-OR|RCH2-COR|RCH2-OR -> [] | bond_broken: C-O | spectators: R2CH-OH
O=C1CC2(N3CCCCC3)C[C@@H](c3ccccc3)C1[C@H](c1ccccc1)C2>>c1ccc([C@@H]2CC3(N4CCCCC4)CCC2[C@H](c2ccccc2)C3)cc1,Unknown,|RCH2-COR -> [] | bond_broken: C-O | spectators: Ar-Alkyl|R3C-NR2|RCH2-NR2
CCCN1CC2CN(Cc3ccccc3)CC(C1)C2=O>>CCCN1CC2CC(C1)CN(Cc1ccccc1)C2,Unknown,|R2CH-COR -> [] | bond_broken: C-O | spectators: Bn-NR2|RCH2-NR2
O=C1C(=O)N(c2ccccc2)c2ccccc21>>O=C1Cc2ccccc2N1c1ccccc1,Unknown,|Ar-COR -> Bn-CONR2|R_acidic-H | bond_broken: C-O | spectators: Ar-NRCOR
COc1c2cc(C(C)(C)C)cc1CC(=O)Cc1cc(C)cc(c1)CC(=O)C2>>COc1c2cc(C(C)(C)C)cc1CCCc1cc(C)cc(c1)CCC2,Unknown,|Bn-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-Alkyl|Ar-OR
