reaction_smiles,detected_reaction_type,reaction_key
CCCCCOc1ccc(C(=O)O)cc1.N#Cc1ccc(C(=O)Oc2ccc(CCCCCCCCCc3ccc(O)cc3)cc2)cc1>>CCCCCOc1ccc(C(=O)Oc2ccc(CCCCCCCCCc3ccc(OC(=O)c4ccc(C#N)cc4)cc3)cc2)cc1,Esterification,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-CN|Ar-CO2R|Ar-OR
C=CC(O)CCCCC.C=CC(OC(C)=O)C(=O)O>>C=C[C@H](OC(C)=O)C(=O)O[C@@H](C=C)CCCCC.C=C[C@@H](CCCCC)OC(=O)[C@@H](C=C)OC(C)=O,Esterification,|R2CH-CO2H|R2CH-OH -> Alkyl-CO2R|R2CH-CO2R | bond_formed: C-C; C-O; C-O; C-O | bond_formed_labeled: C-C; C-O; C-O; C-O | spectators: Alkyl-CO2R|R_acidic-H | events: C-O+C-C
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN1CCc2ccccc2Cc2ccc(O)cc2CC1>>CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)Oc1ccc2c(c1)CCN(C)CCc1ccccc1C2,Esterification,|Ar-OH|R2CH-CO2H -> R2CH-CO2R | spectators: Ar-Alkyl|CH3-NR2|RCH2-NR2|R_acidic-H
CCCCCCCCCCCC(=O)O.Oc1ccc(N=Cc2cccnc2)cc1>>CCCCCCCCCCCC(=O)Oc1ccc(/N=C/c2cccnc2)cc1,Esterification,|Ar-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Ar-C=N|HeteroAr-H|Pyridine|R_acidic-H
CCC#CCC(=O)O.CC#CC(O)c1ccc(OC)cc1>>CC#CC(OC(=O)CC#CCC)c1ccc(OC)cc1,Esterification,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkyl-Alkynyl|Ar-Alkyl|Ar-OR|Propargyl-H|R_acidic-H
O=C(O)c1ccccc1.OCCc1ccc2cccc-2cc1>>O=C(OCCc1ccc2cccc-2cc1)c1ccccc1,Esterification,|Ar-CO2H|RCH2-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-Ar
O=C(O)c1cccc2ccccc12.OCCc1ccc2cccc-2cc1>>O=C(OCCc1ccc2cccc-2cc1)c1cccc2ccccc12,Esterification,|Ar-CO2H|RCH2-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-Ar
O=C(O)c1ccco1.OCCc1ccc2cccc-2cc1>>O=C(OCCc1ccc2cccc-2cc1)c1ccco1,Esterification,|Ar-CO2H|RCH2-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-Ar|Furan|HeteroAr-H
C/C=C/C=C/C(=O)O.OCCc1ccc2cccc-2cc1>>C/C=C/C=C/C(=O)OCCc1ccc2cccc-2cc1,Esterification,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Alkenyl-Alkenyl|Ar-Alkyl|Ar-Ar
CC(=O)O.OCCc1ccc2cccc-2cc1>>CC(=O)OCCc1ccc2cccc-2cc1,Esterification,|Alkyl-CO2H|RCH2-OH -> Alkyl-CO2R | spectators: Ar-Alkyl|Ar-Ar|R_acidic-H
CO.O=C(O)[C@H]1[C@@H]2C=C[C@@]3(COC(=O)[C@@H]13)O2>>COC(=O)[C@H]1[C@H]2C(=O)OC[C@]23C=C[C@H]1O3,Esterification,|CH3-OH|R2CH-CO2H -> R2CH-CO2R | spectators: R2CH-CO2R|R3C-OR|R_acidic-H
CCCCO.O=C(O)[C@H]1[C@@H]2C=C[C@@]3(COC(=O)[C@@H]13)O2>>CCCCOC(=O)[C@H]1[C@H]2C(=O)OC[C@]23C=C[C@H]1O3,Esterification,|R2CH-CO2H|RCH2-OH -> R2CH-CO2R | spectators: R2CH-CO2R|R3C-OR|R_acidic-H
CCCCCCCCCCO.O=C(O)[C@H]1[C@@H]2C=C[C@@]3(COC(=O)[C@@H]13)O2>>CCCCCCCCCCOC(=O)[C@H]1[C@H]2C(=O)OC[C@]23C=C[C@H]1O3,Esterification,|R2CH-CO2H|RCH2-OH -> R2CH-CO2R | spectators: R2CH-CO2R|R3C-OR|R_acidic-H
C=C[C@@H](CC[C@@H](C)O)OCc1ccc(OC)cc1.C=C[C@H](CC(=O)O)O[Si](C)(C)C(C)(C)C>>C=C[C@H](CC(=O)O[C@H](C)CC[C@H](C=C)OCc1ccc(OC)cc1)O[Si](C)(C)C(C)(C)C,Esterification,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkyl-Si*|Ar-OR|Bn-OR|R_acidic-H
CCOP(=O)(CC(=O)O)OCC.C[C@H](O)CCC[C@H](/C=C/I)O[Si](C)(C)C(C)(C)C>>CCOP(=O)(CC(=O)O[C@@H](C)CCC[C@H](/C=C/I)O[Si](C)(C)C(C)(C)C)OCC,Esterification,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkenyl-I|Alkyl-Si*|R_acidic-H
CCOP(=O)(CC(=O)O)OCC.C[C@H](O)CCC[C@@H](/C=C/I)O[Si](C)(C)C(C)(C)C>>CCOP(=O)(CC(=O)O[C@@H](C)CCC[C@@H](/C=C/I)O[Si](C)(C)C(C)(C)C)OCC,Esterification,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkenyl-I|Alkyl-Si*|R_acidic-H
CC[C@H](C)COc1ccc(C(=O)O)cc1.Oc1ccc(CCCCCCCCCc2ccc(O)cc2)cc1>>CC[C@H](C)COc1ccc(C(=O)Oc2ccc(CCCCCCCCCc3ccc(OC(=O)c4ccc(OC[C@@H](C)CC)cc4)cc3)cc2)cc1,Esterification,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-OR | events: Ann+C-O+C-C
OCC1CC2C=CC1C2.CN1c2ccc(C(=O)O)cc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2>>CN1c2ccc(C(=O)OCC3CC4C=CC3C4)cc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,Esterification,|Ar-CO2H|RCH2-OH -> Ar-CO2R | spectators: Ar-Alkenyl|Ar-Alkyl|Ar-NO2|Ar-NR2|Ar-OR|CH3-NR2|R3C-NR2
CO.O=C(O)/C=C/c1ccccc1>>COC(=O)/C=C/c1ccccc1,Esterification,|Alkenyl-CO2H|CH3-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl
CCCO.O=C(O)/C=C/c1ccccc1>>CCCOC(=O)/C=C/c1ccccc1,Esterification,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl
CCCCCCO.O=C(O)/C=C/c1ccccc1>>CCCCCCOC(=O)/C=C/c1ccccc1,Esterification,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl
CC(C)CCO.O=C(O)/C=C/c1ccccc1>>CC(C)CCOC(=O)/C=C/c1ccccc1,Esterification,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl
OCC1CCCCC1.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)OCC1CCCCC1,Esterification,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl
CCC(C)O.O=C(O)/C=C/c1ccccc1>>CCC(C)OC(=O)/C=C/c1ccccc1,Esterification,|Alkenyl-CO2H|R2CH-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl
OC1CCCCC1.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)OC1CCCCC1,Esterification,|Alkenyl-CO2H|R2CH-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl
OC(c1ccccc1)c1ccccc1.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)OC(c1ccccc1)c1ccccc1,Esterification,|Alkenyl-CO2H|R2CH-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Alkyl
OCc1ccccc1.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)OCc1ccccc1,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl
O=C(O)/C=C/c1ccccc1.OCc1cccc(Br)c1>>O=C(/C=C/c1ccccc1)OCc1cccc(Br)c1,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Br
O=C(O)/C=C/c1ccccc1.OCc1ccc(Br)cc1>>O=C(/C=C/c1ccccc1)OCc1ccc(Br)cc1,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Br
O=C(O)/C=C/c1ccccc1.OCc1ccccc1Cl>>O=C(/C=C/c1ccccc1)OCc1ccccc1Cl,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Cl
O=C(O)/C=C/c1ccccc1.OCc1ccc(Cl)cc1>>O=C(/C=C/c1ccccc1)OCc1ccc(Cl)cc1,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Cl
O=C(O)/C=C/c1ccccc1.COc1ccccc1CO>>COc1ccccc1COC(=O)/C=C/c1ccccc1,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR
O=C(O)/C=C/c1ccccc1.COc1cccc(CO)c1>>COc1cccc(COC(=O)/C=C/c2ccccc2)c1,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR
COc1ccc(CO)cc1.O=C(O)/C=C/c1ccccc1>>COc1ccc(COC(=O)/C=C/c2ccccc2)cc1,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR
O=C(O)/C=C/c1ccccc1.COc1cccc(CO)c1OC>>COc1cccc(COC(=O)/C=C/c2ccccc2)c1OC,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR
COc1cccc(OC)c1O.O=C(O)/C=C/c1ccccc1>>COc1cccc(OC)c1OC(=O)/C=C/c1ccccc1,Esterification,|Alkenyl-CO2H|Ar-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR
Oc1ccccc1Cl.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)Oc1ccccc1Cl,Esterification,|Alkenyl-CO2H|Ar-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Cl
Oc1c(Cl)cccc1Cl.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)Oc1c(Cl)cccc1Cl,Esterification,|Alkenyl-CO2H|Ar-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Cl
O=C(O)/C=C/c1ccccc1.N#Cc1ccc(O)cc1>>N#Cc1ccc(OC(=O)/C=C/c2ccccc2)cc1,Esterification,|Alkenyl-CO2H|Ar-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-CN
CO.N[C@H](Cc1ccc(O)cc1)C(=O)O>>COC(=O)[C@H](N)Cc1ccc(O)cc1,Esterification,|CH3-OH|R2CH-CO2H -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-OH|R2CH-NH2|R_acidic-H
CO.N[C@H](Cc1ccc(O)cc1)C(=O)O.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,Esterification,|CH3-OH|Inorganic|R2CH-CO2H|R2CH-NH2 -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-OH|R_acidic-H | events: Amid+C-N
CO.Cl.N[C@H](Cc1ccc(O)c(Cl)c1)C(=O)O.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>COC(=O)[C@@H](Cc1ccc(O)c(Cl)c1)NC(=O)OC(C)(C)C,Esterification,|CH3-OH|Inorganic|R2CH-CO2H|R2CH-NH2 -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-Cl|Ar-OH|R_acidic-H | events: Amid+C-N
O=C(O)/C=C/c1ccccc1.OCc1ccccc1Br>>O=C(/C=C/c1ccccc1)OCc1ccccc1Br,Esterification,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Br
O=Cc1ccc(O)cc1O.CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C(=O)O)cc1>>CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C(=O)Oc2ccc(C=O)c(O)c2)cc1,Esterification,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-AromN|Ar-CHO|HeteroAr-H
N[C@@H](Cc1ccc(O)cc1)C(=O)O.CCCCCCCCCCCCCCCCO>>CCCCCCCCCCCCCCCCOC(=O)[C@@H](N)Cc1ccc(O)cc1,Esterification,|R2CH-CO2H|RCH2-OH -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-OH|R2CH-NH2|R_acidic-H
N[C@@H](Cc1ccc(O)cc1)C(=O)O.CCCCCCCCCCCCCCCCCCO>>CCCCCCCCCCCCCCCCCCOC(=O)[C@@H](N)Cc1ccc(O)cc1,Esterification,|R2CH-CO2H|RCH2-OH -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-OH|R2CH-NH2|R_acidic-H
N[C@@H](Cc1ccc(O)cc1)C(=O)O.CCCCCCCCCCO>>CCCCCCCCCCOC(=O)[C@@H](N)Cc1ccc(O)cc1,Esterification,|R2CH-CO2H|RCH2-OH -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-OH|R2CH-NH2|R_acidic-H
CO.CCCCCCCC/C=C\CCCCCCCC(=O)O>>CCCCCCCC/C=C\CCCCCCCC(=O)OC,Esterification,|CH3-OH|RCH2-CO2H -> RCH2-CO2R | spectators: R_acidic-H
